N	2gram	Berdyaev_O	Tvorches
100	например в	1	7
101	уже не	1	7
102	в записках	3	7
103	за собой	1	7
104	он видит	1	7
105	что она	1	7
106	и он	8	7
107	в которой	2	7
108	творчество достоевского	2	7
109	не случайно	1	7
110	человеческой личности	6	7
111	достоевского и	5	7
112	самом деле	1	7
113	еще более	1	6
114	о великом	6	6
115	и как	1	6
116	но у	1	6
117	хотя бы	3	6
118	его романов	1	6
119	одна из	1	6
120	достоевского но	2	6
121	его в	2	6
122	записок из	5	6
123	человек по	1	6
124	братьев карамазовых	1	6
125	так что	2	6
126	и ее	3	6
127	а потому	1	6
128	своих героев	1	6
129	с ним	3	6
130	если бы	1	6
131	и все	10	6
132	творчества достоевского	1	6
133	достоевского нет	2	6
134	записках из	3	6
135	все эти	4	6
136	из всех	1	5
137	мысли и	3	5
138	что человек	3	5
139	быть может	3	5
140	в них	1	5
141	отметить что	1	5
142	в своем	2	5
143	в одной	1	5
144	все время	1	5
145	из них	1	5
146	что они	2	5
147	что у	2	5
148	в ее	2	5
149	что и	2	5
150	не было	9	5
151	что не	4	5
152	и это	1	5
153	а с	1	5
154	что это	1	5
155	не так	1	5
156	та же	1	5
157	в идиоте	4	5
158	самого достоевского	3	5
159	самим собой	1	5
160	в россии	5	5
161	достоевский как	1	5
162	не имеют	1	5
163	это все	1	5
164	по достоевскому	1	5
165	в истории	2	5
166	начиная с	1	5
167	до конца	7	5
168	ничего не	2	5
169	мы не	1	5
170	как у	1	5
171	великом инквизиторе	6	5
172	и других	1	5
173	человеческой души	6	4
174	достоевского можно	1	4
175	говорит о	1	4
176	него в	5	4
177	на земле	4	4
178	тем что	2	4
179	представляет собой	1	4
180	о достоевском	2	4
181	и когда	1	4
182	не вполне	1	4
183	что все	2	4
184	к нему	3	4
185	в дневнике	2	4
186	и потому	2	4
187	и через	1	4
188	стремится к	1	4
189	легенда о	2	4
190	братья карамазовы	1	4
191	который в	1	4
192	в каждом	1	4
193	личности и	2	4
194	романы достоевского	1	4
195	как это	1	4
196	и я	1	4
197	ту же	1	4
198	могут быть	3	4
199	о его	5	4
200	и есть	3	4
201	ведет к	1	4
202	угрызения совести	1	4
203	в человеке	9	4
204	с иваном	1	4
205	с ними	1	4
206	достоевского есть	4	4
207	нет ничего	7	4
208	его и	1	4
209	и более	1	4
210	связана с	1	4
211	мити карамазова	2	4
212	того что	3	4
213	связан с	1	4
214	и тут	1	4
215	же не	1	4
216	дело в	1	4
217	особенно в	1	4
218	он говорит	1	4
219	он ни	1	4
220	достоевский и	1	4
221	но он	7	4
222	в частности	1	4
223	у нее	1	4
224	из жизни	1	4
225	и к	2	3
226	от него	7	3
227	в виду	1	3
228	по себе	2	3
229	связь с	1	3
230	людей и	1	3
231	мысль о	2	3
232	в мир	1	3
233	в жизни	1	3
234	униженные и	1	3
235	отличается от	1	3
236	это от	1	3
237	во всяком	1	3
238	и оскорбленные	1	3
239	в этот	2	3
240	может служить	1	3
241	в одном	1	3
242	перед ним	1	3
243	бога и	1	3
244	сказать что	2	3
245	русской литературы	1	3
246	человеческих отношений	4	3
247	то в	1	3
248	к человеку	9	3
249	собой в	1	3
250	достоевский писал	1	3
251	для того	3	3
252	не есть	2	3
253	со всеми	1	3
254	и мир	1	3
255	всяком случае	1	3
256	совсем не	2	3
257	и что	1	3
258	для человека	2	3
259	мертвого дома	2	3
260	что для	2	3
261	оба они	1	3
262	его как	1	3
263	человека как	1	3
264	более всего	3	3
265	достоевского он	7	3
266	любви к	1	3
267	на западе	2	3
268	достоевского всегда	1	3
269	его с	1	3
270	был бы	1	3
271	я бы	1	3
272	ее и	1	3
273	во имя	3	3
274	заключается в	1	3
275	в процессе	1	3
276	никто не	3	3
277	да и	1	3
278	со стороны	1	3
279	своих романах	1	3
280	и тогда	1	3
281	в которую	1	3
282	и до	1	3
283	человек был	3	3
284	на этот	1	3
285	стремился к	1	3
286	жизни не	1	3
287	человеческое сердце	1	3
288	как к	2	3
289	его героев	2	3
290	и вот	3	3
291	он и	1	3
292	ее в	2	3
293	на самом	1	3
294	у нас	1	3
295	в русском	1	3
296	не существует	1	3
297	петербурга и	1	3
298	не все	2	3
299	человека к	2	3
300	достоевский сделал	1	3
301	но достоевский	1	3
302	не по	1	3
303	в ней	1	3
304	не с	1	3
305	в другом	2	3
306	лишь в	7	3
307	отношение к	5	3
308	к ней	2	3
309	бы он	1	3
310	жизни и	1	3
311	понял что	1	2
312	человек может	1	2
313	все что	3	2
314	же и	1	2
315	и лишь	1	2
316	все позволено	1	2
317	он всегда	7	2
318	раскрывается в	5	2
319	произведений достоевского	2	2
320	природа человека	1	2
321	как достоевский	1	2
322	вот что	1	2
323	человек в	1	2
324	человека для	1	2
325	с тем	2	2
326	одном из	1	2
327	приходит в	1	2
328	и очень	2	2
329	в одно	1	2
330	души он	1	2
331	ставрогина и	1	2
332	и нет	2	2
333	достоевский дает	1	2
334	а что	1	2
335	не могли	2	2
336	он был	8	2
337	других романах	1	2
338	в глаза	1	2
339	диккенса и	1	2
340	когда человек	1	2
341	ключ к	1	2
342	в движении	1	2
343	о чем	1	2
344	свои собственные	1	2
345	есть у	1	2
346	это я	1	2
347	на этих	1	2
348	указал на	1	2
349	после этого	1	2
350	чем у	1	2
351	достоевского было	3	2
352	бедные люди	1	2
353	свободы и	2	2
354	достоевского о	1	2
355	человек и	4	2
356	в свой	1	2
357	что как	1	2
358	права на	1	2
359	бытия но	1	2
360	с чертом	1	2
361	самому себе	1	2
362	действующих лиц	1	2
363	кажется что	1	2
364	дневнике писателя	2	2
365	одним словом	1	2
366	человеческой психики	1	2
367	по своей	1	2
368	он еще	1	2
369	было бы	3	2
370	иваном карамазовым	2	2
371	человека его	3	2
372	что во	1	2
373	в силу	1	2
374	бы ни	1	2
375	с каким	1	2
376	в петербург	1	2
377	и дьявола	1	2
378	и против	2	2
379	к достоевскому	2	2
380	и здесь	1	2
381	жизни а	1	2
382	была бы	1	2
383	в сущности	1	2
384	о которой	2	2
385	в отношении	1	2
386	и страх	1	2
387	не могут	3	2
388	должен был	2	2
389	заключает в	1	2
390	к его	1	2
391	быть назван	1	2
392	не имеет	2	2
393	ли он	1	2
394	у одного	1	2
395	которого не	1	2
396	ни к	1	2
397	то он	1	2
398	того чтобы	4	2
399	образ человека	2	2
400	отношении к	1	2
401	но сам	1	2
402	не потому	1	2
403	что же	2	2
404	он в	2	2
405	в глазах	1	2
406	не стоит	1	2
407	и всякий	1	2
408	мир в	1	2
409	о человеке	29	2
410	образ и	1	2
411	они живут	1	2
412	вечный муж	1	2
413	н к	1	2
414	этом он	2	2
415	о нем	1	2
416	с их	1	2
417	достоевского у	1	2
418	в силах	1	2
419	в глубине	7	2
420	в эпоху	1	2
421	всю жизнь	1	2
422	указывает на	1	2
423	в сферу	1	2
424	зла в	2	2
425	сразу же	2	2
426	и без	1	2
427	людей в	1	2
428	интереса к	1	2
429	к одному	1	2
430	ко всему	1	2
431	нуждается в	1	2
432	ведь это	2	2
433	же это	2	2
434	раскольникова и	1	2
435	не могу	1	2
436	она не	1	2
437	раскольников и	1	2
438	от всех	1	2
439	из мертвого	2	2
440	на людей	1	2
441	человека с	1	2
442	и способы	1	2
443	и о	2	2
444	есть не	1	2
445	мира в	1	2
446	новый человек	1	2
447	достоевского только	1	2
448	что было	1	1
449	человеке но	1	1
450	идеи его	1	1
451	героев его	1	1
452	к человеческой	1	1
453	чего не	1	1
454	к этой	2	1
455	иллюзий в	1	1
456	подростке и	1	1
457	достоевского такой	1	1
458	это лишь	1	1
459	любовь к	2	1
460	вопросу о	1	1
461	жизни есть	1	1
462	человеке которая	1	1
463	их жизни	1	1
464	она стала	1	1
465	его он	1	1
466	великих художников	1	1
467	но тем	1	1
468	не хочет	1	1
469	несколько в	1	1
470	одно из	2	1
471	дается в	1	1
472	раскрывает свое	1	1
473	человеческая природа	2	1
474	в глубь	2	1
475	которую он	2	1
476	всей ее	1	1
477	не изображал	1	1
478	вопрос об	1	1
479	их не	2	1
480	и проблема	1	1
481	от народной	1	1
482	представляется ему	1	1
483	его природы	1	1
484	из самых	1	1
485	говорят о	1	1
486	из всего	2	1
487	всегда влечет	1	1
488	для счастья	1	1
489	показал что	1	1
490	высокого и	1	1
491	к преступлению	1	1
492	и русский	1	1
493	но почему	1	1
494	человеке и	5	1
495	в бездну	1	1
496	нем нет	3	1
497	умирает в	2	1
498	у которых	1	1
499	природы в	2	1
500	в бытовом	1	1
501	на человека	1	1
502	всего и	2	1
503	подросток с	1	1
504	мира достоевский	1	1
505	вопрос о	10	1
506	свободы в	1	1
507	сам и	1	1
508	человека не	1	1
509	достоевского нельзя	1	1
510	и жестокости	1	1
511	так для	1	1
512	даже и	2	1
513	любил он	1	1
514	мышкиным и	1	1
515	к михайловского	1	1
516	сознания в	1	1
517	между двумя	1	1
518	но может	1	1
519	не приходит	1	1
520	все противоречия	2	1
521	свободы от	1	1
522	добро и	2	1
523	можно ли	2	1
524	страстей в	1	1
525	души человеческой	1	1
526	всего что	1	1
527	всегда и	1	1
528	сила и	1	1
529	этого мира	2	1
530	среди них	1	1
531	вообще и	1	1
532	достоевского тут	1	1
533	жизни как	1	1
534	него не	2	1
535	ее как	1	1
536	еще ничего	1	1
537	достоевского все	4	1
538	природы ее	3	1
539	человек совершает	1	1
540	как от	1	1
541	в гюго	1	1
542	не одно	1	1
543	стремлением к	1	1
544	проникновение в	1	1
545	трагедии и	1	1
546	эпоху возрождения	1	1
547	человеку и	5	1
548	и открывает	1	1
549	лишь один	1	1
550	с записок	1	1
551	курсив мой	4	1
552	трагична и	1	1
553	свое собственное	1	1
554	и хаос	2	1
555	внутренней жизни	1	1
556	антропологии достоевского	2	1
557	западе но	2	1
558	для раскрытия	1	1
559	в самую	4	1
560	все его	1	1
561	толстого и	1	1
562	чтобы человек	1	1
563	хочет сделать	1	1
564	что сам	1	1
565	есть одно	1	1
566	что сама	1	1
567	искать ключ	1	1
568	к катастрофе	1	1
569	не теряет	1	1
570	к творчеству	1	1
571	в подростке	2	1
572	бежать от	1	1
573	т е	4	1
574	лиц в	1	1
575	подполья и	3	1
576	чтобы иметь	1	1
577	он любил	1	1
578	и жаждал	1	1
579	всегда является	1	1
580	чем в	2	1
581	человек а	1	1
582	будто бы	1	1
583	трагическое и	1	1
584	достоевский вскрывает	1	1
585	он ставит	1	1
586	характер и	1	1
587	во внутренней	1	1
588	и антиномичность	1	1
589	учение о	2	1
590	лишь на	1	1
591	человеческой природе	4	1
592	раскрыт и	1	1
593	больше всего	1	1
594	связанным с	1	1
595	петербург и	1	1
596	себе и	1	1
597	фантастический элемент	1	1
598	что их	1	1
599	достоевский он	1	1
600	под влиянием	1	1
601	в других	2	1
602	в противоречии	1	1
603	человека а	2	1
604	достоевскому он	1	1
605	но можно	1	1
606	его судьбу	1	1
607	достоевский достигает	1	1
608	поле битвы	1	1
609	литературе у	1	1
610	человека он	1	1
611	его целиком	1	1
612	с какой	1	1
613	его творчества	1	1
614	ушел от	1	1
615	к злу	1	1
616	речи и	1	1
617	ведь этот	1	1
618	можно было	1	1
619	в форме	1	1
620	потребность в	2	1
621	в нас	1	1
622	человек так	1	1
623	также и	1	1
624	в иных	1	1
625	этот период	1	1
626	главное у	1	1
627	совершенно новый	1	1
628	почему же	1	1
629	личности всегда	1	1
630	о сложной	1	1
631	и никогда	2	1
632	борьба добра	1	1
633	но нет	1	1
634	подполья достоевский	1	1
635	что только	1	1
636	к загадке	1	1
637	легенды о	1	1
638	белинского и	1	1
639	применима к	1	1
640	чувств и	1	1
641	идиоте бесах	1	1
642	ему еще	1	1
643	чем и	1	1
644	чтобы не	1	1
645	от свободы	1	1
646	чувствуется что	2	1
647	и общественной	1	1
648	достоевский во	1	1
649	для многих	1	1
650	не делает	1	1
651	и бессмертие	1	1
652	миру для	1	1
653	что бог	1	1
654	в раскрытии	1	1
655	мысли подпольного	1	1
656	с каким-то	1	1
657	художественного творчества	1	1
658	природе и	1	1
659	и из	2	1
660	и прекрасного	1	1
661	его собственным	1	1
662	самой жизни	1	1
663	русского народа	2	1
664	достоевского преступление	1	1
665	подходит к	1	1
666	это есть	1	1
667	он лишь	3	1
668	за это	1	1
669	в единстве	2	1
670	его образ	1	1
671	психологии и	1	1
672	творчеству достоевского	1	1
673	и делают	1	1
674	есть лишь	4	1
675	человека достоевский	2	1
676	его собственная	1	1
677	от бога	1	1
678	в судьбу	1	1
679	вихревое движение	1	1
680	и действительно	1	1
681	но никогда	2	1
682	достоинство человека	1	1
683	земле к	1	1
684	свой собственный	1	1
685	гуманизма и	1	1
686	великого инквизитора	1	1
687	была лишь	1	1
688	достоевского уже	1	1
689	ничего нет	1	1
690	бросается в	1	1
691	бы и	1	1
692	за границу	1	1
693	и везде	1	1
694	удар за	1	1
695	сердце его	1	1
696	том как	1	1
697	не быть	1	1
698	сердца людей	1	1
699	бы эта	1	1
700	человека от	1	1
701	от настоящего	1	1
702	вкус к	1	1
703	страстей и	1	1
704	что творчество	1	1
705	и ему	1	1
706	народ в	1	1
707	человеческого достоинства	1	1
708	его характер	1	1
709	к черту	2	1
710	нет никакой	1	1
711	ее с	1	1
712	эти писатели	1	1
713	было и	1	1
714	человека образ	1	1
715	он весь	2	1
716	достоевский всегда	2	1
717	в убийстве	1	1
718	ничего кроме	2	1
719	в сознании	1	1
720	этого слова	1	1
721	достоевский предвидел	1	1
722	достоевского говорят	1	1
723	и для	2	1
724	мир и	1	1
725	в самой	9	1
726	с того	1	1
727	поэтому он	1	1
728	достоевский был	3	1
729	всего творчества	1	1
730	достоевский великий	2	1
731	любой из	1	1
732	к гибели	3	1
733	он выступает	1	1
734	того как	1	1
735	в первый	1	1
736	всего мира	1	1
737	него была	1	1
738	от которого	1	1
739	борьбе со	1	1
740	и зло	1	1
741	а это	1	1
742	совершенно не	1	1
743	легенде о	3	1
744	не принять	1	1
745	видеть в	1	1
746	когда достоевский	1	1
747	бытие и	1	1
748	кто бы	1	1
749	нужна была	1	1
750	достоевского совершенно	1	1
751	себе что	1	1
752	он рисует	1	1
753	то к	2	1
754	движение в	2	1
755	и начинается	1	1
756	всегда есть	4	1
757	места в	1	1
758	и эта	1	1
759	их взаимоотношения	1	1
760	всех трагедий	1	1
761	с той	1	1
762	физически и	1	1
763	так часто	1	1
764	человеком в	1	1
765	была для	1	1
766	а иногда	1	1
767	открыть в	1	1
768	достоевский так	1	1
769	это было	3	1
770	не стал	1	1
771	человеком и	1	1
772	дела он	1	1
773	дневника писателя	1	1
774	свобода и	2	1
775	и впрямь	1	1
776	презрение к	1	1
777	и ивана	2	1
778	достоевский раскрывает	5	1
779	достоевского нужно	2	1
780	свои фантастические	1	1
781	он понимал	1	1
782	она должна	1	1
783	карамазова в	1	1
784	каждом из	1	1
785	должно быть	2	1
786	жизни человека	1	1
787	его не	2	1
788	и ни	2	1
789	о христе	3	1
790	что нужно	1	1
791	всего только	1	1
792	это для	1	1
793	еще одну	1	1
794	на периферии	2	1
795	ее у	1	1
796	другом месте	1	1
797	достоевского выше	1	1
798	его всегда	1	1
799	всего его	1	1
800	в поэме	1	1
801	это была	1	1
802	не исчезнет	1	1
803	у кого	2	1
804	для русского	1	1
805	к чему	1	1
806	в страстной	1	1
807	к которой	1	1
808	с кем	1	1
809	думать что	1	1
810	его а	1	1
811	все та	1	1
812	его творческого	1	1
813	и мыслей	1	1
814	него и	4	1
815	к богу	1	1
816	и сразу	1	1
817	одно только	1	1
818	над его	1	1
819	огромное значение	1	1
820	сказать в	1	1
821	а кончает	1	1
822	в голову	1	1
823	что красота	1	1
824	для своих	1	1
825	в уме	1	1
826	и прежде	1	1
827	за ударом	1	1
828	на то	1	1
829	он более	1	1
830	и личной	1	1
831	в эти	1	1
832	человек не	7	1
833	и самый	1	1
834	ни был	1	1
835	противоречии с	1	1
836	самом последнем	1	1
837	писателя а	1	1
838	человеческой природы	20	1
839	в недра	1	1
840	не противопоставляет	1	1
