N	3gram	Vygotskiy_	Istorich
586	то что герой	1	1
587	какой бы то	1	1
588	и не в	1	1
589	мы легко можем	1	1
590	что сказано выше	1	1
591	был бы убит	1	1
592	образом оказывается что	1	1
593	он мог бы	1	1
594	в своем развитии	1	1
595	указанием на то	1	1
596	такими какими их	1	1
597	в то же	1	1
598	которое существует между	4	1
599	того что в	1	1
600	от нее он	1	1
601	того как она	1	1
602	та огромная роль	1	1
603	заключается в том	9	1
604	они находятся в	1	1
605	всякий раз когда	1	1
606	и та же	3	1
607	в них всегда	1	1
608	и не хотел	1	1
609	с другом и	1	1
610	те же функции	1	1
611	что дело здесь	1	1
612	мысль о том	1	1
613	том что на	2	1
614	ли не самым	1	1
615	зависимости от того	4	1
616	тесно связаны с	1	1
617	том смысле в	1	1
618	один мог бы	1	1
619	по-видимому заключается в	1	1
620	еще далеко не	1	1
621	иначе чем это	1	1
622	у нас на	1	1
623	и культурной жизни	1	1
624	здесь же в	1	1
625	однако сказать что	1	1
626	мы обратим внимание	1	1
627	но он думает	1	1
628	одна и та	2	1
629	мы можем поставить	1	1
630	мы имеем много	1	1
631	что указывает на	1	1
632	видели в ней	1	1
633	едва ли не	1	1
634	как это делает	3	1
635	не то что	3	1
636	и о ней	1	1
637	еще хуже обстоит	1	1
638	увидим что и	2	1
639	приводит к тому	1	1
640	уже сейчас мы	1	1
641	должен был бы	3	1
642	составные части но	1	1
643	и показывает что	1	1
644	до конца и	2	1
645	может быть сравниваема	1	1
646	из самых важных	1	1
647	в основе своей	1	1
648	потому что они	3	1
649	обстоит дело со	1	1
650	друг к другу	5	1
