N	2gram	Bakhtin_Pr	Formalny
482	возможно лишь	1	4
483	со всем	2	4
484	можно и	1	4
485	к этой	1	4
486	ни стало	1	4
487	не являются	1	4
488	основная тенденция	1	4
489	является не	3	4
490	к самому	1	4
491	он является	1	4
492	при определенных	1	4
493	только как	1	4
494	но даже	1	4
495	в каких	1	4
496	формы его	2	4
497	не утрачивая	1	4
498	должна была	4	4
499	глава первая	1	4
500	для данного	1	4
501	превращается в	4	4
502	самого начала	4	4
503	себе в	1	4
504	она ни	1	4
505	на него	4	4
506	во всей	2	4
507	одна из	4	4
508	на котором	3	4
509	того же	1	4
510	едва ли	1	4
511	все в	7	4
512	в некоторых	1	4
513	на протяжении	3	4
514	вполне понятно	1	4
515	тем не	1	4
516	что такое	1	4
517	и этим	2	4
518	ее целом	1	4
519	нигде не	6	4
520	бы к	2	4
521	в таком	2	4
522	конце концов	7	4
523	тогда когда	2	4
524	и следовательно	7	4
525	под влиянием	1	4
526	жизнь не	1	4
527	всех своих	1	4
528	от других	2	4
529	в лучшем	3	4
530	материалом и	1	4
531	не будет	1	4
532	этот вопрос	3	4
533	могла бы	1	4
534	истории и	1	4
535	среды и	1	4
536	он в	3	4
537	что для	4	4
538	этой действительности	2	4
539	не значит	4	4
540	нам кажется	4	4
541	и чем	1	4
542	в романе	12	4
543	и сами	1	4
544	нам важно	3	4
545	и содержание	1	4
546	та же	1	4
547	на западе	2	4
548	был бы	6	4
549	героя в	9	4
550	нем как	2	4
551	романа в	8	4
552	подходит к	5	4
553	подобно тому	5	4
554	как не	9	4
555	одною из	1	4
556	взаимодействии с	1	4
557	в идеологической	1	4
558	и действительно	1	4
559	быть понято	1	4
560	процессе этого	1	4
561	нет в	1	4
562	к другому	2	4
563	думать что	1	4
564	дальнейшее развитие	2	4
565	впечатление что	1	4
566	совпадает с	3	4
567	идет о	5	4
568	идеологическое творчество	2	4
569	изображения и	6	4
570	наконец в	2	4
571	так чтобы	3	4
572	каждой из	1	4
573	со всей	2	4
574	отношении к	3	4
575	нем и	2	4
576	какую бы	2	4
577	данного произведения	2	4
578	им в	4	4
579	являются только	1	4
580	между людьми	1	4
581	и во	2	4
582	но именно	5	4
583	только при	3	4
584	в литературном	1	4
585	и о	5	4
586	но если	1	4
587	входящих в	2	4
588	они были	1	4
589	он должен	1	4
590	новые формы	1	4
591	этот процесс	1	4
592	сам он	5	4
593	зависит от	1	4
594	в художественной	4	4
595	одной плоскости	7	4
596	не для	1	4
597	о нем	16	4
598	здесь в	3	4
599	что каждый	1	4
600	слово в	3	4
601	зрения его	1	4
602	все остальное	2	4
603	а на	1	4
604	или в	2	4
605	но эта	4	4
606	сама по	3	4
607	лишь с	1	4
608	или даже	2	4
609	глава вторая	1	4
610	с самого	3	4
611	и притом	3	4
612	но при	1	4
613	такое понимание	1	4
614	как он	5	4
615	же что	5	4
616	индивидуальное сознание	1	4
617	чисто художественной	1	4
618	только то	3	4
619	ведь если	1	4
620	к ней	1	4
621	роман и	1	4
622	одним из	11	4
623	и художественной	1	4
624	и тогда	1	4
625	лучшем случае	3	4
626	не к	1	4
627	во всем	1	3
628	пределах одного	1	3
629	зрения их	1	3
630	же степени	1	3
631	время не	3	3
632	в году	1	3
633	элемент произведения	1	3
634	в одном	14	3
635	предисловии к	2	3
636	ни одна	2	3
637	теперь мы	1	3
638	весь этот	2	3
639	взаимоотношение между	1	3
640	она является	2	3
641	из всего	2	3
642	литературе как	1	3
643	и должен	1	3
644	притом в	1	3
645	а именно	4	3
646	где она	2	3
647	на первый	1	3
648	самом произведении	2	3
649	а что	2	3
650	во все	5	3
651	это последнее	1	3
652	действительности как	1	3
653	убедиться в	1	3
654	органическое единство	2	3
655	ничто не	1	3
656	как совокупность	1	3
657	это было	3	3
658	сознания в	2	3
659	но они	4	3
660	не об	6	3
661	ни одного	4	3
662	особенно отчетливо	1	3
663	ней и	1	3
664	в контексте	2	3
665	том чтобы	1	3
666	формы в	1	3
667	друг с	4	3
668	к этим	2	3
669	точка зрения	14	3
670	не то	1	3
671	или наоборот	1	3
672	мы видим	5	3
673	еще одну	1	3
674	и функции	1	3
675	нашей работы	1	3
676	начала и	3	3
677	проявляется в	2	3
678	а и	2	3
679	в качестве	1	3
680	и через	2	3
681	но как	4	3
682	лежит в	3	3
683	не была	1	3
684	о возможности	1	3
685	но он	3	3
686	исторической поэтики	1	3
687	быть только	3	3
688	xviii века	1	3
689	и исторической	1	3
690	особенно резко	1	3
691	и именно	1	3
692	становится и	1	3
693	же касается	1	3
694	человеческое сознание	1	3
695	из одного	4	3
696	в чем	2	3
697	что как	1	3
698	видение и	1	3
699	от них	3	3
700	в противном	1	3
701	для создания	3	3
702	от характера	3	3
703	все остальные	1	3
704	не дает	4	3
705	ту же	1	3
706	в работе	1	3
707	так что	3	3
708	кажется что	4	3
709	в развитии	1	3
710	что эта	1	3
711	всех других	1	3
712	его художественной	2	3
713	все те	2	3
714	в форме	8	3
715	бы нелепо	1	3
716	в европейском	1	3
717	стиля и	4	3
718	в нее	1	3
719	в новое	1	3
720	она была	1	3
721	жизнь как	1	3
722	построения романа	5	3
723	но вовсе	1	3
724	бы оно	1	3
725	который был	1	3
726	и особенно	2	3
727	сливаются в	1	3
728	очень важная	1	3
729	можно только	1	3
730	к такому	1	3
731	никак нельзя	2	3
732	из возможных	2	3
733	к одной	1	3
734	смысле слова	1	3
735	и при	1	3
736	художественного творчества	3	3
737	романа и	5	3
738	никак не	3	3
739	от этой	1	3
740	поэтому в	2	3
741	быть поняты	1	3
742	со всеми	1	3
743	во что	2	3
744	имеет значение	2	3
745	с таким	1	3
746	стороны его	3	3
747	существенно и	3	3
748	если это	1	3
749	в которых	2	3
750	не приводит	1	3
751	том смысле	1	3
752	она определяет	1	3
753	ведь именно	1	3
754	бы не	3	3
755	своеобразие и	2	3
756	этот образ	1	3
757	этом условии	1	3
758	вследствие этого	2	3
759	чтобы убедиться	1	3
760	на их	1	3
761	в каком	2	3
762	на своем	2	3
763	ничего общего	1	3
764	в словах	2	3
765	перед нами	8	3
766	все они	4	3
767	время оно	1	3
768	сюжетного развертывания	1	3
769	и заключается	1	3
770	том числе	1	3
771	и если	1	3
772	этой работы	2	3
773	это только	1	3
774	вступает в	5	3
775	своей работе	1	3
776	ни были	2	3
777	каждый из	1	3
778	в данной	1	3
779	к следующему	1	3
780	в самую	2	3
781	становящемуся ряду	2	3
782	являются лишь	1	3
783	в сознании	4	3
784	он может	4	3
785	слово и	1	3
786	как предмет	3	3
787	на материале	6	3
788	тот же	4	3
789	подойти к	1	3
790	единство в	1	3
791	этого термина	1	3
792	вся эта	1	3
793	как со	1	3
794	идеологической жизни	2	3
795	с начала	2	3
796	всякое иное	1	3
797	для всякого	1	3
798	литературы то	1	3
799	из своих	1	3
800	сознания и	9	3
801	возможно только	1	3
802	с их	9	3
803	материал для	1	3
804	или иной	3	3
805	этом не	1	3
806	на нее	1	3
807	дело в	1	3
808	места в	1	3
809	и другое	1	3
810	вообще не	1	3
811	в плоскость	3	3
812	поэтому и	3	3
813	могла быть	1	3
814	есть только	5	3
815	противном случае	1	3
816	к своему	1	3
817	перейти к	1	3
818	со своей	1	3
819	но уже	1	3
820	на его	7	3
821	с другом	4	3
822	тем более	2	3
823	но конечно	3	3
824	значение для	2	3
825	к одному	1	3
826	может иметь	1	3
827	первый план	1	3
828	в предисловии	1	3
829	человек не	1	3
830	одну из	1	3
831	а от	1	3
832	всей полноты	1	3
833	идеалистической философии	1	3
834	единство и	1	3
835	иногда и	1	3
836	во второй	1	3
837	не с	1	3
838	в науке	2	3
839	кругозора в	1	3
840	и определений	1	3
841	эпохи и	1	3
842	статье о	1	3
843	числе и	1	3
844	же самое	1	3
845	или точнее	2	3
846	и вне	2	3
847	в плане	5	3
848	указаний на	1	3
849	сказать в	1	3
850	что о	1	3
851	и прежде	2	3
852	говорить об	2	3
853	идет не	6	3
854	мира в	6	3
855	бытия в	3	3
856	дело обстоит	1	3
857	что на	1	3
858	в чисто	2	3
859	и иные	1	3
860	развертывается в	1	3
861	себе а	1	3
862	в непрерывном	1	3
863	мир не	1	2
864	смысловое значение	1	2
865	все что	6	2
866	как художник	4	2
867	связан с	1	2
868	мире а	3	2
869	в душе	1	2
870	и действительности	1	2
871	только один	2	2
872	типа как	1	2
873	в последнее	1	2
874	и становятся	1	2
875	он считает	1	2
876	тем как	4	2
877	или нет	1	2
878	строго говоря	1	2
879	на поэтику	1	2
880	говорит о	1	2
881	романа с	2	2
882	к конкретному	1	2
883	это противоречие	1	2
884	герой является	1	2
885	нами в	5	2
886	своей изолированности	1	2
887	и само	2	2
888	и необходимости	1	2
889	положения в	1	2
890	ко всем	2	2
891	замыкается в	3	2
892	именно и	2	2
893	о мире	6	2
894	ее с	3	2
895	новой формы	3	2
896	к более	2	2
897	от всякого	1	2
898	его на	2	2
899	конструктивных элементов	1	2
900	мы только	1	2
901	значение не	1	2
902	тем или	2	2
903	и нисколько	1	2
904	художественного замысла	2	2
905	поскольку он	1	2
906	своем творчестве	1	2
907	плоскости в	1	2
908	при помощи	1	2
909	в какие	2	2
910	и художественная	1	2
911	ведь не	1	2
912	совершенно безразлично	1	2
913	окружающей действительности	2	2
914	от различных	1	2
915	как из	1	2
916	также что	1	2
917	тенденция к	1	2
918	и того	1	2
919	является их	1	2
920	очень важной	1	2
921	обычного типа	5	2
922	к другой	1	2
923	переходит в	2	2
924	не могли	3	2
925	или другим	1	2
926	наоборот он	1	2
927	не создает	1	2
928	и элементов	1	2
929	конкретному материалу	1	2
930	в этот	2	2
931	в руках	1	2
932	формы так	1	2
933	одной и	1	2
934	с теорией	2	2
935	между отдельными	2	2
936	произведения все	1	2
937	самый факт	2	2
938	его именно	2	2
939	естественно и	1	2
940	совершенно неправильно	1	2
941	отметить что	2	2
942	так то	1	2
943	точке зрения	5	2
944	автора с	1	2
945	соприкасается с	1	2
946	единство не	1	2
947	другого человека	4	2
948	но ни	1	2
949	ее как	3	2
950	а сам	1	2
951	в самое	1	2
952	находится в	2	2
953	с этими	1	2
954	что она	6	2
955	мысли в	2	2
956	который в	2	2
957	иначе и	1	2
958	согласиться с	1	2
959	поступков и	1	2
960	что говорит	1	2
961	в создании	1	2
962	роман как	1	2
963	они никогда	2	2
964	в структуре	1	2
965	и входит	2	2
966	распадается на	1	2
967	но самый	1	2
968	сознания а	1	2
969	чем это	1	2
970	себя в	5	2
971	и становится	2	2
972	пусть и	1	2
973	переходим к	2	2
974	всего выражает	1	2
975	той мере	1	2
976	является результатом	1	2
977	заложенные в	1	2
978	как для	1	2
979	что человек	1	2
980	увидим дальше	1	2
981	несмотря на	7	2
982	ведь они	2	2
983	на этих	1	2
984	о принципиальной	1	2
985	и художественно	3	2
986	и сама	1	2
987	автор все	1	2
988	они в	1	2
989	х годов	2	2
990	содержания как	1	2
991	чем в	3	2
992	не их	1	2
993	или не	2	2
994	не знает	5	2
995	прежде чем	1	2
996	слово оно	1	2
997	не осуществляется	1	2
998	форм их	1	2
999	здесь же	1	2
1000	период своего	1	2
1001	может в	1	2
1002	в последних	1	2
1003	смысле и	1	2
1004	романе и	1	2
1005	у тургенева	2	2
1006	характер и	1	2
1007	литературе и	1	2
1008	лишь на	3	2
1009	своей конструктивной	1	2
1010	на земле	1	2
1011	не теряя	1	2
1012	существенного от	1	2
1013	оценок и	1	2
1014	особенности в	1	2
1015	самого художественного	1	2
1016	представляется нам	2	2
1017	ведь в	1	2
1018	как материал	1	2
1019	своих последних	1	2
1020	а для	1	2
1021	той или	3	2
1022	лишь одною	1	2
1023	и мир	4	2
1024	самом предмете	1	2
1025	выражение в	6	2
1026	а с	4	2
1027	того в	1	2
1028	или к	2	2
1029	его идеологического	1	2
1030	героя и	11	2
1031	в философии	1	2
1032	они становятся	1	2
1033	действительность его	1	2
1034	оказалось бы	1	2
1035	именно потому	3	2
1036	ориентировано на	1	2
1037	только материал	1	2
1038	все то	5	2
1039	человека как	1	2
1040	явления в	1	2
1041	одно и	1	2
1042	нужно сказать	2	2
1043	и та	1	2
1044	можно было	5	2
1045	но только	3	2
1046	важно не	2	2
1047	иметь в	1	2
1048	в нас	1	2
1049	относится и	2	2
1050	бы уже	2	2
1051	также не	2	2
1052	важно лишь	1	2
1053	как один	1	2
1054	стиль и	1	2
1055	художником в	1	2
1056	зрения своей	1	2
1057	центр тяжести	1	2
1058	ни одной	3	2
1059	мы их	1	2
1060	однако в	2	2
1061	общего с	1	2
1062	самые формы	1	2
1063	но есть	2	2
1064	подход к	2	2
1065	все стороны	2	2
1066	в первой	3	2
1067	и есть	6	2
1068	жизни с	1	2
1069	иной раз	1	2
1070	же мы	2	2
1071	события в	1	2
1072	отсюда следует	1	2
1073	итак ни	1	2
1074	превращаются в	1	2
1075	он действительно	1	2
1076	в единство	8	2
1077	для самого	2	2
1078	различных художественных	1	2
1079	были бы	5	2
1080	нет а	1	2
1081	определить и	1	2
1082	в последующих	2	2
1083	и самое	4	2
1084	самого идеологического	1	2
1085	как с	1	2
1086	и материал	1	2
1087	жизни а	2	2
1088	прием и	1	2
1089	почти не	1	2
1090	значения вне	1	2
1091	мы отвлечемся	1	2
1092	на первом	2	2
1093	его содержание	1	2
1094	поэтому совершенно	1	2
1095	это уже	1	2
1096	определенных условиях	1	2
1097	в другой	4	2
1098	из того	1	2
1099	здесь с	3	2
1100	зрения ее	1	2
1101	или иная	1	2
1102	в тех	1	2
1103	нет никакого	1	2
1104	целом ряде	3	2
1105	и вполне	2	2
1106	совершенно иное	2	2
1107	его формы	1	2
1108	и форм	1	2
1109	содержание романа	1	2
1110	где же	1	2
1111	с ними	3	2
1112	этой точки	3	2
1113	конечно и	5	2
1114	оно ни	2	2
1115	их и	3	2
1116	заключается в	3	2
1117	мы остановимся	3	2
1118	то оно	3	2
1119	вложена в	1	2
1120	быть даже	2	2
1121	события но	1	2
1122	не делает	1	2
1123	это та	1	2
1124	завершенность и	1	2
1125	далеко не	3	2
1126	и так	1	2
1127	и отдельных	1	2
1128	правда не	1	2
1129	положений в	1	2
1130	эта борьба	1	2
1131	художественного изображения	4	2
1132	друг от	2	2
1133	самостоятельность и	1	2
1134	но из	1	2
1135	стилем и	1	2
1136	строится в	1	2
1137	всей его	2	2
1138	как художественное	1	2
1139	всем этом	1	2
1140	очень глубоко	1	2
1141	совершенно иной	1	2
1142	лишь одним	2	2
1143	не совпадает	2	2
1144	из элементов	1	2
1145	все должно	3	2
1146	и вот	4	2
1147	автора и	7	2
1148	ее до	1	2
1149	в чистой	1	2
1150	в кругозор	8	2
1151	не должны	1	2
1152	из его	4	2
1153	возможны лишь	1	2
1154	он просто	1	2
1155	в чужом	2	2
1156	что если	4	2
1157	или иных	1	2
1158	говорят что	1	2
1159	как если	1	2
1160	не потому	4	2
1161	времени и	1	2
1162	его содержании	1	2
1163	и несет	2	2
1164	входящая в	1	2
1165	имеем в	2	2
1166	всего можно	1	2
1167	к ним	3	2
1168	определение романа	2	2
1169	содержания но	1	2
1170	бы тот	2	2
1171	глубже чем	1	2
1172	лучше всего	1	2
1173	то она	1	2
1174	функция в	1	2
1175	к миру	1	2
1176	на этот	2	2
1177	него самого	3	2
1178	или более	1	2
1179	для этих	1	2
1180	воспитания и	1	2
1181	только с	2	2
1182	является только	1	2
1183	именно этот	2	2
1184	и нет	2	2
1185	художественной формы	6	2
1186	из него	1	2
1187	во времени	4	2
1188	или вовсе	1	2
1189	жизни не	1	2
1190	последнего времени	1	2
1191	же прием	1	2
1192	чисто художественные	1	2
1193	этом случае	1	2
1194	в более	1	2
1195	на языке	2	2
1196	и всякий	1	2
1197	выходит за	2	2
1198	для художественного	2	2
1199	увидеть и	3	2
1200	не материал	1	2
1201	ни с	1	2
1202	нему и	2	2
1203	мы имеем	2	2
1204	к основным	1	2
1205	и принципиально	1	2
1206	или с	1	2
1207	в определенном	1	2
1208	как художественный	1	2
1209	ценностей в	1	2
1210	как у	4	2
1211	истории как	1	2
1212	его действительности	1	2
1213	же не	1	2
1214	прямой значимости	1	2
1215	первом плане	1	2
1216	все равно	3	2
1217	в виде	1	2
1218	ведь это	3	2
1219	но с	4	2
1220	что ни	1	2
1221	от друга	2	2
1222	своей книге	2	2
1223	особого типа	2	2
1224	для других	2	2
1225	остается и	1	2
1226	у толстого	3	2
1227	они могли	1	2
1228	слагается из	1	2
1229	непосредственно как	1	2
1230	и форму	1	2
1231	этой статье	1	2
1232	является по	1	2
1233	и взаимодействия	1	2
1234	что мы	2	2
1235	мира и	8	2
1236	с историей	1	2
1237	были не	1	2
1238	участие в	1	2
1239	в каждой	3	2
1240	акта и	1	2
1241	справедливо говорит	1	2
1242	не знают	2	2
1243	мере в	1	2
1244	людей в	1	2
1245	отношения между	3	2
1246	чтобы сделать	1	2
1247	структуре произведения	1	2
1248	это объясняется	1	2
1249	человека в	8	2
1250	со всех	2	2
1251	и эти	1	2
1252	только к	1	2
1253	в полной	1	2
1254	он говорит	3	2
1255	ибо они	1	2
1256	же это	2	2
1257	свое выражение	1	2
1258	всю свою	1	2
1259	формы видения	1	2
1260	определяет все	2	2
1261	и ни	1	2
1262	в точке	5	2
1263	предметом художественного	1	2
1264	характерно для	2	2
1265	выйти за	3	2
1266	отказ от	1	2
1267	единство романа	3	2
1268	с нею	1	2
1269	не приобретают	1	2
1270	несколько подробнее	2	2
1271	свое значение	1	2
1272	сама она	1	2
1273	человека и	2	2
1274	каждый акт	1	2
1275	на всю	1	2
1276	в другом	1	2
1277	всем этим	2	2
1278	ведь мы	1	2
1279	рассматривать как	1	2
1280	может лежать	1	2
1281	он их	1	2
1282	этот кругозор	2	2
1283	явление в	1	2
1284	элементов в	1	2
1285	во многом	1	2
1286	та или	1	2
1287	действительности не	1	2
1288	по этому	2	2
1289	не поддаются	1	2
1290	этих форм	1	2
1291	происходит в	1	2
1292	вопросов и	2	2
1293	их на	1	2
1294	тех или	1	2
1295	коллектива в	1	2
1296	это в	3	2
1297	если она	1	2
