N	2gram	Vinokur_St	FransuaR
230	несмотря на	4	14
231	в более	1	14
232	по существу	3	14
233	и сам	4	13
234	о мире	2	13
235	с этим	6	13
236	что все	3	13
237	на все	2	13
238	в одной	3	13
239	о чем	4	13
240	одновременно и	1	13
241	одной стороны	2	13
242	здесь нет	1	13
243	подчеркнуть что	5	13
244	не знает	2	13
245	отличие от	1	13
246	в других	2	13
247	бы в	2	13
248	и есть	1	13
249	они и	1	13
250	только на	1	13
251	не на	3	13
252	этого эпизода	1	13
253	или в	1	13
254	так в	1	13
255	это было	2	13
256	как он	3	13
257	в книге	1	13
258	более того	1	13
259	другой стороны	9	12
260	не был	1	12
261	во всей	1	12
262	те же	1	12
263	мировой литературы	1	12
264	мы встречаем	1	12
265	начиная с	2	12
266	о нем	1	12
267	у нас	12	12
268	раз в	4	12
269	другом месте	2	12
270	место в	2	12
271	с полной	2	12
272	из всех	1	12
273	можно сказать	2	12
274	в творчестве	1	12
275	но этот	1	12
276	по своей	2	12
277	не могут	2	12
278	в приведенном	1	12
279	литературы и	3	12
280	он в	1	12
281	эпохи в	3	12
282	лишь в	3	12
283	но именно	3	12
284	право на	1	12
285	об этом	9	12
286	в пределах	1	12
287	зрения на	1	11
288	на эту	5	11
289	так например	12	11
290	уже не	1	11
291	отметить что	4	11
292	что они	9	11
293	той или	1	11
294	и что	8	11
295	она была	2	11
296	в общем	2	11
297	и самый	2	11
298	того как	8	11
299	в течение	7	11
300	наконец в	2	11
301	в отличие	1	11
302	из этого	1	11
303	в свое	3	11
304	брань и	1	11
305	в ряде	1	11
306	культуры в	3	11
307	были в	1	11
308	время в	1	11
309	очень часто	3	11
310	и так	3	11
311	с ними	1	11
312	и более	4	11
313	ни с	3	11
314	в узком	1	11
315	целый ряд	3	10
316	по отношению	3	10
317	на котором	1	10
318	все его	1	10
319	что для	4	10
320	поэтому в	4	10
321	да и	4	10
322	но оно	1	10
323	первой книге	1	10
324	в таких	1	10
325	данном случае	7	10
326	или иной	1	10
327	конце концов	2	10
328	новое и	1	10
329	там же	1	10
330	к тому	9	10
331	даже и	2	10
332	на этот	5	10
333	значительной степени	3	10
334	второй половины	1	10
335	для понимания	2	10
336	не просто	2	10
337	к которому	4	10
338	в изображении	1	10
339	выражение в	2	10
340	ту же	1	10
341	в процессе	3	10
342	им в	2	10
343	во второй	10	10
344	эпохи и	3	10
345	в целом	5	10
346	еще раз	1	9
347	в свет	5	9
348	в разных	1	9
349	связано с	1	9
350	некоторые из	1	9
351	в основу	5	9
352	для этой	1	9
353	как это	6	9
354	в тех	5	9
355	легенды о	1	9
356	но на	2	9
357	в которых	5	9
358	о котором	2	9
359	именно на	1	9
360	и вся	2	9
361	как к	3	9
362	ведь это	1	9
363	нужно отметить	2	9
364	же в	1	9
365	романа в	1	9
366	что на	3	9
367	вплоть до	6	9
368	говорит о	5	9
369	своем романе	1	9
370	отношения к	2	9
371	но как	1	9
372	мы можем	1	9
373	это были	3	9
374	как известно	2	9
375	это была	1	9
376	своего романа	1	9
377	но дело	1	9
378	правда не	1	9
379	не имеет	5	9
380	со всею	1	9
381	свое время	3	9
382	чем же	1	9
383	их с	1	9
384	том же	3	9
385	и то	6	9
386	для нас	7	9
387	конечно в	1	9
388	это место	2	9
389	отношению к	3	9
390	что не	3	9
391	с этой	5	8
392	более или	2	8
393	не менее	8	8
394	но эти	2	8
395	и те	4	8
396	или менее	2	8
397	xviii века	1	8
398	одном из	4	8
399	от этого	2	8
400	своей части	1	8
401	и при	1	8
402	с тем	3	8
403	то время	2	8
404	языка и	4	8
405	значение в	1	8
406	это был	3	8
407	но эта	1	8
408	и вовсе	1	8
409	его современников	2	8
410	борьба с	2	8
411	включает в	1	8
412	для этого	2	8
413	от него	1	8
414	нельзя было	1	8
415	по поводу	13	8
416	после того	5	8
417	тому же	2	8
418	распространены в	1	8
419	так что	8	8
420	в это	3	8
421	как о	2	8
422	если бы	11	8
423	но с	7	8
424	и без	4	8
425	это очень	5	8
426	этой традиции	1	8
427	этой системы	1	8
428	с самого	4	8
429	и почти	1	8
430	на всех	1	8
431	дело не	4	8
432	ведь и	3	8
433	того времени	8	8
434	нуждается в	2	8
435	же и	4	7
436	не как	2	7
437	во всяком	8	7
438	искусства и	1	7
439	времени в	1	7
440	себе и	1	7
441	к ним	1	7
442	и там	1	7
443	на него	3	7
444	от них	1	7
445	к этим	1	7
446	точка зрения	1	7
447	что у	8	7
448	на том	1	7
449	с жизнью	1	7
450	в развитии	2	7
451	и та	1	7
452	ренессанса и	1	7
453	взглянуть на	2	7
454	в одну	1	7
455	большую роль	1	7
456	по адресу	3	7
457	литературы в	1	7
458	нет и	1	7
459	только с	4	7
460	нас не	3	7
461	где он	2	7
462	них и	2	7
463	в виде	3	7
464	и очень	5	7
465	по всему	1	7
466	в некоторых	3	7
467	что значит	2	7
468	представление о	5	7
469	в наиболее	1	7
470	правда в	1	7
471	что по	1	7
472	притом в	1	7
473	настоящее время	2	7
474	только во	1	7
475	себя в	1	7
476	несколько слов	1	7
477	и всей	2	7
478	узком смысле	1	7
479	и этим	1	7
480	правильного понимания	1	7
481	всех его	1	7
482	всеми его	1	7
483	в целях	1	7
484	сомнению что	2	7
485	в таком	4	7
486	которые были	1	7
487	а как	5	7
488	и за	3	7
489	был бы	1	7
490	вот как	1	7
491	никак не	1	7
492	из которых	1	7
493	том как	4	7
494	наконец и	1	7
495	в настоящее	2	7
496	точку зрения	3	7
497	как нечто	1	7
498	а на	4	7
499	не будем	1	7
500	есть только	2	7
501	к концу	3	7
502	первой части	2	7
503	должен быть	3	7
504	его не	3	7
505	думать что	2	7
506	по этому	5	7
507	и всего	1	6
508	не столько	6	6
509	жизнь в	1	6
510	эта книга	2	6
511	в один	1	6
512	и перед	2	6
513	казалось бы	1	6
514	было в	2	6
515	не могли	1	6
516	хотя бы	8	6
517	уже и	1	6
518	себе в	2	6
519	видно что	3	6
520	что она	5	6
521	своей эпохи	1	6
522	для своего	2	6
523	является и	1	6
524	судить о	1	6
525	ведь в	1	6
526	характерны для	1	6
527	и тот	1	6
528	возможно что	4	6
529	в какой-то	1	6
530	смысле слова	1	6
531	в корне	1	6
532	для них	2	6
533	к его	2	6
534	его и	1	6
535	тем же	3	6
536	у них	1	6
537	как у	1	6
538	и пр	4	6
539	для всего	1	6
540	и вы	1	6
541	в руках	2	6
542	чем мы	1	6
543	и эти	2	6
544	xx века	1	6
545	во многом	3	6
546	которые в	2	6
547	эту тему	4	6
548	как будто	5	6
549	яркое выражение	1	6
550	вот это	1	6
551	а именно	3	6
552	и слово	1	6
553	его эпохи	6	6
554	и такие	2	6
555	говорить о	3	6
556	самого начала	3	6
557	до того	4	6
558	как я	1	6
559	это прежде	2	6
560	такого рода	2	6
561	во времена	4	6
562	не была	2	6
563	между прочим	10	6
564	ни для	2	6
565	не дает	2	6
566	что эта	5	6
567	в тоне	1	6
568	могут быть	5	6
569	можно только	1	6
570	за это	1	6
571	вряд ли	8	6
572	это время	3	6
573	совершенно не	7	6
574	язык и	1	6
575	тех же	1	6
576	что здесь	2	6
577	характерен для	1	6
578	этого слова	2	6
579	нет ни	3	6
580	свидетельствует о	2	6
581	находим и	2	6
582	ее в	2	6
583	очень много	1	6
584	как она	1	6
585	а иногда	2	6
586	в новом	4	6
587	видит в	1	6
588	за то	5	6
589	входит в	1	6
590	и обратно	1	6
591	от того	1	6
592	сцены в	2	6
593	в лице	1	6
594	в применении	3	5
595	с собой	1	5
596	форму и	1	5
597	его романа	1	5
598	в числе	4	5
599	применении к	3	5
600	отсюда и	1	5
601	и когда	1	5
602	и была	2	5
603	он так	1	5
604	для всей	1	5
605	но там	1	5
606	были глубоко	1	5
607	все в	2	5
608	проявляется в	1	5
609	чем в	3	5
610	а за	1	5
611	с одним	1	5
612	в ряду	1	5
613	и речи	3	5
614	один раз	1	5
615	не могла	2	5
616	который был	2	5
617	этой системе	1	5
618	тогда когда	1	5
619	на первом	1	5
620	и дает	1	5
621	к брату	1	5
622	в другой	1	5
623	этого процесса	1	5
624	вместо того	1	5
625	значения и	1	5
626	бы не	2	5
627	ему и	1	5
628	сравнению с	1	5
629	на основе	1	5
630	по сравнению	1	5
631	из его	3	5
632	со всей	1	5
633	которую он	3	5
634	подобного рода	1	5
635	каждый из	1	5
636	как например	2	5
637	что слово	1	5
638	литературного языка	1	5
639	мы имеем	2	5
640	которых он	2	5
641	лиц и	1	5
642	и всегда	2	5
643	у всех	1	5
644	слово в	1	5
645	стремление к	3	5
646	тем более	4	5
647	ему не	3	5
648	в г	10	5
649	оказывается что	1	5
650	тем самым	2	5
651	явление в	1	5
652	и самого	1	5
653	на то	5	5
654	он с	1	5
655	что было	3	5
656	можно говорить	1	5
657	на эти	7	5
658	его за	1	5
659	в первом	2	5
660	по их	1	5
661	из лучших	1	5
662	и стал	1	5
663	было не	3	5
664	но даже	1	5
665	во многих	3	5
666	но уже	1	5
667	говорит что	4	5
668	не вполне	1	5
669	с этими	1	5
670	тут же	1	5
671	больше чем	3	5
672	то в	3	5
673	от его	2	5
674	на язык	1	5
675	притом не	1	5
676	ни было	1	5
677	всего необходимо	1	5
678	в несколько	1	5
679	же как	5	5
680	он сам	1	5
681	вообще в	1	5
682	совсем не	3	5
683	но только	2	5
684	независимо от	1	5
685	во втором	5	5
686	и этот	1	5
687	говорить в	1	5
688	почти не	1	5
689	должна быть	3	5
690	и из	1	5
691	мы в	1	5
692	времени не	5	5
693	у шекспира	3	5
694	в слове	5	5
695	была и	1	5
696	себя и	1	5
697	не является	5	5
698	однако ж	1	5
699	если мы	1	5
700	с нею	3	5
701	и стиля	2	5
702	такие которые	1	5
703	всяком случае	8	5
704	к началу	1	5
705	видеть в	1	5
706	бы и	4	5
707	по словам	7	5
708	должен был	5	5
709	места в	3	5
710	вообще не	5	5
711	что мы	5	5
712	к своему	3	5
713	нисколько не	3	5
714	по его	5	5
715	на свете	1	5
716	без всякой	3	5
717	церкви и	1	5
718	когда он	1	5
719	в трех	1	5
720	стороны и	1	5
721	только то	1	5
722	слова в	1	5
723	и только	3	5
724	не к	2	5
725	они являются	1	4
726	до него	3	4
727	не хочет	2	4
728	его от	1	4
729	я не	13	4
730	этого образа	2	4
731	к этой	1	4
732	и той	1	4
733	о них	3	4
734	втором случае	2	4
735	предисловии к	2	4
736	ни одного	4	4
737	нигде не	2	4
738	время и	1	4
739	внимание на	5	4
740	ссылается на	2	4
741	и некоторые	1	4
742	была в	1	4
743	можно судить	1	4
744	но для	3	4
745	и всю	1	4
746	путь в	1	4
747	на пир	1	4
748	о которых	3	4
749	действительности и	1	4
750	в каждом	3	4
751	о себе	1	4
752	что во	3	4
753	уже к	1	4
754	одно и	1	4
755	этот вопрос	6	4
756	над ним	1	4
757	это действительно	1	4
758	он еще	1	4
759	не раз	2	4
760	что только	2	4
761	бы ни	3	4
762	не случайно	1	4
763	чтобы не	1	4
764	них в	1	4
765	если в	2	4
766	и сейчас	6	4
767	и далее	1	4
768	и народной	1	4
769	оно не	3	4
770	с некоторыми	1	4
771	то на	1	4
772	их и	2	4
773	это самое	1	4
774	в очень	4	4
775	у меня	3	4
776	не совсем	1	4
777	и роста	1	4
778	это вовсе	2	4
779	языка но	1	4
780	но если	5	4
781	не видит	1	4
782	он должен	2	4
783	которым он	1	4
784	эпизода в	1	4
785	этот был	1	4
786	и смысл	1	4
787	и литературной	1	4
788	где их	1	4
789	только и	1	4
790	значение как	1	4
791	говорит об	4	4
792	в предисловии	3	4
793	при всем	1	4
794	к ней	1	4
795	в период	2	4
796	которая была	3	4
797	исторических и	1	4
798	не так	2	4
799	дело с	2	4
800	однако и	2	4
801	которые по	1	4
802	что человек	1	4
803	по себе	3	4
804	в борьбе	1	4
805	принадлежат к	1	4
806	форме в	1	4
807	стороны в	2	4
808	всей эпохи	1	4
809	когда в	1	4
810	г в	10	4
811	что этот	3	4
812	которой он	1	4
813	которых мы	1	4
814	слов о	1	4
815	связь между	1	4
816	с реальными	1	4
817	который в	1	4
818	и именно	2	4
819	существенно связан	1	4
820	только не	2	4
821	чем на	1	4
822	нового и	1	4
823	первая часть	1	4
824	и притом	1	4
825	что за	1	4
826	но ведь	8	4
827	также в	2	4
828	его жизни	3	4
829	нужно еще	1	4
830	точек зрения	1	4
831	но к	2	4
832	для правильного	1	4
833	в наши	2	4
834	же образ	1	4
835	в уста	3	4
836	был так	1	4
837	к образу	1	4
838	или же	3	4
839	и тем	3	4
840	кажется что	5	4
841	на нем	1	4
842	не по	5	4
843	заключается в	5	4
844	же мы	1	4
845	в культуре	1	4
846	на рубеже	1	4
847	народа в	1	4
848	о которой	3	4
849	утверждает что	1	4
850	борьбы с	3	4
851	и вполне	4	4
852	ни о	1	4
853	о своей	2	4
854	состоит из	1	4
855	можно найти	3	4
856	в известном	3	4
857	отрывок из	1	4
858	ни на	3	4
859	не должно	1	4
860	не могло	4	4
861	значение для	2	4
862	знает и	2	4
863	без всякого	2	4
864	заметить что	1	4
865	что я	3	4
866	характерное для	1	4
867	из этой	2	4
868	где нет	2	4
869	но их	1	4
870	второй половине	1	4
871	и всем	1	4
872	такое же	2	4
873	на которой	2	4
874	на тему	2	4
875	так часто	1	4
876	говорят о	1	4
877	в третьем	1	4
878	для которого	1	4
879	это явление	2	4
880	что эти	1	4
881	быть и	2	4
882	что касается	4	4
883	было еще	1	4
884	истории но	1	4
885	что из	1	4
886	на это	2	4
887	считает что	1	4
888	свидетельствуют о	2	4
889	в чисто	2	4
890	никаких сомнений	3	3
891	своей статье	4	3
892	в которую	2	3
893	литература и	1	3
894	какой бы	1	3
895	него в	1	3
896	на которых	1	3
897	это тот	1	3
898	почти ничего	1	3
899	мира это	1	3
900	и другим	1	3
901	похож на	1	3
902	в изобилии	1	3
903	до самых	1	3
904	верхом и	1	3
905	больше всего	2	3
906	первая глава	2	3
907	это его	1	3
908	не всегда	2	3
909	чтобы показать	1	3
910	в вопросе	1	3
911	у своего	1	3
912	в прошлом	1	3
913	в голове	1	3
914	они должны	1	3
915	том чтобы	1	3
916	научного изучения	4	3
917	что именно	2	3
918	речи в	1	3
919	которой в	3	3
920	эпохи с	1	3
921	ближе к	1	3
922	бы то	2	3
923	даже по	1	3
924	традиция в	1	3
925	которого он	1	3
926	это слово	6	3
927	а с	6	3
928	есть еще	1	3
929	же значение	1	3
930	будто бы	4	3
931	всем что	1	3
932	о смерти	1	3
933	времени как	1	3
934	тому что	8	3
935	литература в	1	3
936	ясно что	10	3
937	время как	2	3
938	между собой	1	3
939	основным источником	1	3
940	опираясь на	1	3
941	в лучшем	1	3
942	эти слова	1	3
943	не будет	1	3
944	в городе	1	3
945	существовали и	1	3
946	и другая	1	3
947	должны были	1	3
948	времени но	2	3
949	могла бы	1	3
950	истории и	2	3
951	и конечно	1	3
952	в последнем	1	3
953	на совершенно	3	3
954	его современники	1	3
955	которые он	1	3
956	эти особенности	1	3
957	содержит в	1	3
958	в xi	1	3
959	от своего	2	3
960	был связан	1	3
961	и хотя	1	3
962	совершенно правильно	1	3
963	к какому	1	3
964	вследствие этого	1	3
965	от всей	1	3
966	в каком	4	3
967	сторона этого	1	3
968	дошедшие до	1	3
969	значение этого	1	3
970	так чтобы	1	3
971	этой работы	2	3
972	это только	1	3
973	он является	1	3
974	интерес и	1	3
975	занимает в	3	3
976	и об	7	3
977	эпохи но	1	3
978	чем не	2	3
979	образы не	1	3
980	всех трех	2	3
981	таким путем	2	3
982	к первому	2	3
983	на две	1	3
984	которым мы	1	3
985	и после	1	3
986	и такой	1	3
987	всегда можно	1	3
988	то ни	2	3
989	есть такой	1	3
990	действительности в	1	3
991	или с	2	3
992	себя самого	1	3
993	что с	4	3
994	и тут	1	3
995	смысле этого	2	3
996	к самой	1	3
997	из рук	1	3
998	на нее	3	3
999	исторической действительности	1	3
1000	даже прямо	1	3
1001	из различных	1	3
1002	иной раз	1	3
1003	именно эта	1	3
1004	нашло свое	2	3
1005	в каждой	1	3
1006	этих двух	4	3
1007	к одному	1	3
1008	не укладывается	1	3
1009	он чувствует	1	3
1010	она не	3	3
1011	но при	1	3
1012	здесь совершенно	3	3
1013	этого рода	2	3
1014	г и	3	3
1015	понимает в	1	3
1016	и всякая	1	3
1017	те которые	2	3
1018	путешествие в	1	3
1019	же это	3	3
1020	само собой	1	3
1021	которые не	3	3
1022	которая в	1	3
1023	др но	1	3
1024	как своего	2	3
1025	из нее	3	3
1026	лежит на	1	3
1027	народа это	1	3
1028	вещей в	1	3
1029	у которого	1	3
1030	эпизода и	1	3
1031	в одно	1	3
1032	гораздо больше	2	3
1033	было написано	1	3
1034	на материале	1	3
1035	новую жизнь	1	3
1036	не существует	4	3
1037	всего и	1	3
1038	то это	3	3
1039	все свои	1	3
1040	вот почему	1	3
1041	исхода из	1	3
1042	очень широко	2	3
1043	в глаза	1	3
1044	всегда и	1	3
1045	не имел	1	3
1046	быть в	2	3
1047	вопросе о	1	3
1048	него не	1	3
1049	все здесь	1	3
1050	но еще	1	3
1051	в стиле	1	3
1052	его время	1	3
1053	в разной	1	3
1054	в полной	1	3
1055	не о	2	3
1056	говорит в	3	3
1057	что его	1	3
1058	этой сцены	1	3
1059	указывает что	1	3
1060	том какое	1	3
1061	уже давно	1	3
1062	должно было	5	3
1063	что их	1	3
1064	права на	1	3
1065	именно потому	1	3
1066	на другой	1	3
1067	действующих лиц	1	3
1068	той эпохи	4	3
1069	себя на	1	3
1070	этом смысле	2	3
1071	в современной	1	3
1072	и отрицательных	1	3
1073	царей и	2	3
1074	ни одной	2	3
1075	бы оно	1	3
1076	и языка	6	3
1077	какой же	1	3
1078	при дворе	1	3
1079	а потому	2	3
1080	известно что	2	3
1081	к одной	1	3
1082	из того	2	3
1083	разного рода	2	3
1084	целом ряде	1	3
1085	место и	1	3
1086	за что	4	3
1087	с ней	1	3
1088	в наших	2	3
1089	мы говорим	1	3
1090	v в	1	3
1091	это выражение	1	3
1092	относятся к	3	3
1093	очень важный	1	3
1094	дает право	1	3
1095	именно поэтому	2	3
1096	со стороны	7	3
1097	друг от	1	3
1098	которая не	1	3
1099	отрицательное значение	1	3
1100	тому кто	1	3
1101	ни к	1	3
1102	и тогда	2	3
1103	что многие	1	3
1104	не потому	3	3
1105	на своем	1	3
1106	есть такое	1	3
1107	о шекспире	1	3
1108	характера и	1	3
1109	всякий раз	2	3
1110	всего к	1	3
1111	в свой	2	3
1112	в понимании	1	3
1113	с него	1	3
1114	с того	2	3
1115	вокруг него	1	3
1116	на тех	1	3
1117	в поэзии	1	3
1118	подробное описание	1	3
1119	не для	3	3
1120	в комических	1	3
1121	недаром и	1	3
1122	чем он	3	3
1123	от друга	1	3
1124	никому не	1	3
1125	и последующих	1	3
1126	значение которое	1	3
1127	является не	4	3
1128	и понимания	1	3
1129	идет не	1	3
1130	что тот	2	3
1131	времени то	1	3
1132	этого он	1	3
1133	эти два	1	3
1134	этому и	1	3
1135	не находит	1	3
1136	люди с	1	3
1137	за каждым	1	3
1138	жил в	3	3
1139	в пире	1	3
1140	бы он	1	3
1141	бы еще	1	3
1142	которое в	1	3
1143	и совершенно	1	3
1144	и уже	3	3
1145	котором он	2	3
1146	с которыми	3	2
1147	дают в	1	2
1148	в настоящем	1	2
1149	в зрелом	1	2
1150	находясь в	1	2
1151	и самому	1	2
1152	важно для	1	2
1153	в последних	1	2
1154	без исключения	1	2
1155	свое дело	1	2
1156	очень хорошо	2	2
1157	с самим	1	2
1158	это издание	1	2
1159	к обновлению	1	2
1160	и рядом	1	2
1161	его тело	1	2
1162	половине xviii	1	2
1163	чтобы в	1	2
1164	о необходимости	1	2
1165	некоторые другие	1	2
1166	на свою	1	2
1167	года в	3	2
1168	после него	1	2
1169	работы в	3	2
1170	они ни	1	2
1171	последних двух	1	2
1172	элементы этого	1	2
1173	не имели	2	2
1174	где оно	1	2
1175	работа по	1	2
1176	говорится о	1	2
1177	более широком	1	2
1178	за исключением	1	2
1179	этого последнего	1	2
1180	почти исключительно	1	2
1181	почти за	1	2
1182	что вся	1	2
1183	должна была	6	2
1184	за собой	1	2
1185	которых так	1	2
1186	для своей	2	2
1187	можно ли	5	2
1188	с абсолютной	1	2
1189	эти факты	1	2
1190	претензии на	1	2
1191	в vii	1	2
1192	и всякого	1	2
1193	в отдельных	2	2
1194	языка к	1	2
1195	широкой и	1	2
1196	на вопрос	7	2
1197	каждый отдельный	1	2
1198	народ не	1	2
1199	потому не	1	2
1200	что при	3	2
1201	книги и	1	2
1202	с нашей	2	2
1203	бы что	3	2
1204	этой книге	1	2
1205	в народных	1	2
1206	как по	1	2
1207	и говорит	1	2
1208	не исчерпываются	1	2
1209	кто хотел	1	2
1210	широкого и	1	2
1211	четыре раза	1	2
1212	этого прежде	1	2
1213	средство для	1	2
1214	в двух	4	2
1215	в сторону	2	2
1216	полагает что	1	2
1217	точкой зрения	1	2
1218	если оно	1	2
1219	или во	1	2
1220	случаев в	1	2
1221	в работе	1	2
1222	на чем	2	2
1223	должны быть	4	2
1224	я бы	2	2
1225	и является	1	2
1226	время когда	1	2
1227	совершенно так	1	2
1228	где в	1	2
1229	была не	2	2
1230	какой-то степени	1	2
1231	под видом	1	2
1232	для той	1	2
1233	конечно эти	1	2
1234	что есть	1	2
1235	условиях и	1	2
1236	а главное	1	2
1237	в построении	1	2
1238	для самого	1	2
1239	к сожалению	4	2
1240	при жизни	2	2
1241	очень важно	1	2
1242	и возможно	1	2
1243	самое слово	1	2
1244	он уже	1	2
1245	которое с	1	2
1246	смотреть на	2	2
1247	текст в	2	2
1248	себе представить	1	2
1249	представляется возможным	1	2
1250	которой не	1	2
1251	героя в	1	2
1252	с такой	1	2
1253	освободиться от	1	2
1254	всегда была	1	2
1255	для народа	1	2
1256	очень медленно	1	2
1257	фактов и	1	2
1258	сам по	1	2
1259	он на	1	2
1260	хотя в	2	2
1261	и делает	1	2
1262	том и	1	2
1263	такого же	1	2
1264	что оно	4	2
1265	что нет	2	2
1266	и старая	1	2
1267	тем и	1	2
1268	и внутренне	1	2
1269	это положение	2	2
1270	предполагать что	1	2
1271	героев и	1	2
1272	сцены и	1	2
1273	так называемая	3	2
1274	тему в	2	2
1275	различие между	1	2
1276	нет в	1	2
1277	кого не	1	2
1278	с громадным	1	2
1279	вышедшая в	1	2
1280	очень мало	4	2
1281	но у	1	2
1282	этого имени	1	2
1283	традиции но	1	2
1284	оба эти	4	2
1285	такую же	1	2
1286	один только	1	2
1287	них как	1	2
1288	таково было	1	2
1289	повестях и	1	2
1290	только один	1	2
1291	то все	1	2
1292	в письмах	2	2
1293	и критического	1	2
1294	ли можно	2	2
1295	и новой	1	2
1296	знаком с	1	2
1297	языка а	1	2
1298	наук и	1	2
1299	мы называем	1	2
1300	было глубоко	1	2
1301	вокруг которого	1	2
1302	этом случае	3	2
1303	что ему	2	2
1304	время своего	1	2
1305	он делает	1	2
1306	имел в	1	2
1307	в первую	2	2
1308	к месту	1	2
1309	борьбу с	2	2
1310	что ни	2	2
1311	реальной действительности	1	2
1312	больше в	1	2
1313	иногда и	2	2
1314	них всегда	1	2
1315	который как	2	2
1316	было для	2	2
1317	с теми	1	2
1318	своей речи	1	2
1319	бы быть	1	2
1320	и я	5	2
1321	в такой	2	2
1322	своем роде	1	2
1323	бы мы	2	2
