N	2gram	Vinokur_Ku	VeschiIm
266	и мы	2	5
267	в его	16	5
268	хотя и	7	5
269	а это	5	5
270	не содержит	1	5
271	имен в	1	5
272	как можно	2	5
273	мы находим	2	5
274	в которой	7	5
275	всегда есть	1	5
276	на себя	3	5
277	то это	3	5
278	и без	2	5
279	как она	1	5
280	е не	2	5
281	я мог	1	5
282	между прочим	4	5
283	об этом	4	5
284	должен быть	8	5
285	кроме того	2	5
286	действительности и	1	5
287	я понимаю	1	5
288	имеет смысл	1	5
289	мы должны	2	5
290	быть и	1	5
291	если же	1	5
292	то или	3	5
293	собственно говоря	1	5
294	на это	3	5
295	что для	3	5
296	но тогда	1	5
297	же это	2	5
298	для этого	6	5
299	в каком-то	1	5
300	от всякого	1	4
301	в особенности	6	4
302	и от	2	4
303	не мешает	1	4
304	собственном смысле	1	4
305	переходит в	2	4
306	еще более	1	4
307	сам по	1	4
308	говорит о	1	4
309	говорить что	1	4
310	сводится к	3	4
311	вещи т	1	4
312	более или	3	4
313	этой точки	4	4
314	есть в	6	4
315	если это	1	4
316	с ними	6	4
317	то как	1	4
318	что смысл	1	4
319	том как	3	4
320	ведь не	1	4
321	с этим	6	4
322	во всяком	8	4
323	его и	1	4
324	социальной действительности	1	4
325	и более	3	4
326	в котором	4	4
327	нельзя было	2	4
328	того чтобы	25	4
329	так чтобы	1	4
330	явления и	1	4
331	только тогда	4	4
332	я называю	1	4
333	когда она	1	4
334	об отношении	1	4
335	отношении к	1	4
336	же время	4	4
337	так же	8	4
338	так то	1	4
339	и еще	4	4
340	она может	1	4
341	из истории	1	4
342	находится в	2	4
343	что все	6	4
344	что именно	2	4
345	а следовательно	2	4
346	тот же	7	4
347	не то	1	4
348	и вот	4	4
349	к себе	4	4
350	в качестве	12	4
351	это я	1	4
352	себя самого	2	4
353	так и	10	4
354	значит не	1	4
355	же не	1	4
356	же такое	1	4
357	в их	3	4
358	есть уже	1	4
359	однако не	9	4
360	и притом	1	4
361	как таковая	1	4
362	нужно только	1	4
363	в конце	5	4
364	смысле и	2	4
365	что только	2	4
366	или менее	3	4
367	и у	3	4
368	это так	2	4
369	в имена	1	4
370	мы можем	2	4
371	на этом	4	4
372	не было	6	4
373	нужно для	1	4
374	который мы	2	4
375	что нужно	2	4
376	дело не	4	4
377	он не	4	4
378	оно и	1	4
379	в силу	16	4
380	но только	5	4
381	самого смысла	1	4
382	и сам	1	4
383	только то	2	4
384	в этой	8	4
385	отношение к	2	4
386	и о	3	4
387	главным образом	3	4
388	само по	6	4
389	однако это	1	3
390	и самое	1	3
391	только что	2	3
392	можно и	1	3
393	была бы	5	3
394	а вот	1	3
395	она уже	1	3
396	из которых	3	3
397	я могу	1	3
398	из того	1	3
399	нас в	1	3
400	на нас	1	3
401	именем и	2	3
402	другой стороны	12	3
403	быть может	1	3
404	никакого реального	1	3
405	себе не	1	3
406	других вещей	1	3
407	в своих	2	3
408	я имею	2	3
409	сами по	2	3
410	если не	4	3
411	но все	5	3
412	от чего	1	3
413	заключается в	3	3
414	из самых	1	3
415	сущности не	1	3
416	отношения к	2	3
417	в собственном	2	3
418	как в	6	3
419	жизни в	1	3
420	не имеет	6	3
421	он есть	3	3
422	своего существования	1	3
423	явлений и	1	3
424	же есть	2	3
425	к тому	8	3
426	перед нами	4	3
427	понимание и	1	3
428	от этого	4	3
429	но оно	2	3
430	перестает быть	1	3
431	не является	2	3
432	к другой	1	3
433	было в	2	3
434	применении к	1	3
435	для всякой	2	3
436	но даже	3	3
437	одной стороны	2	3
438	это все	2	3
439	вот почему	1	3
440	из его	1	3
441	учению об	1	3
442	в смысловой	1	3
443	для меня	1	3
444	только на	1	3
445	мы получим	1	3
446	говорит что	1	3
447	превращается в	4	3
448	а только	10	3
449	что ее	1	3
450	в истории	3	3
451	тогда как	2	3
452	и а	2	3
453	то чтобы	1	3
454	как некое	1	3
455	и во	1	3
456	но именно	1	3
457	будь то	1	3
458	не все	4	3
459	только с	1	3
460	казалось бы	5	3
461	не мог	2	3
462	вопроса о	7	3
463	в самой	6	3
464	в другом	2	3
465	к нему	1	3
466	пусть даже	1	3
467	что ему	1	3
468	явления как	1	3
469	различие между	2	3
470	что раз	1	3
471	на язык	4	3
472	свидетельствует о	3	3
473	с одной	3	3
474	но еще	4	3
475	бы на	4	3
476	то мы	4	3
477	бы что	1	3
478	у него	3	3
479	в виде	1	3
480	но он	2	3
481	или в	5	3
482	у всех	1	3
483	раз навсегда	1	3
484	по существу	9	3
485	чтобы быть	2	3
486	всякой иной	1	3
487	и хочу	1	3
488	же как	3	3
489	и понимания	1	3
490	этого вопроса	3	3
491	но уже	6	3
492	ли сказать	1	3
493	не нужно	1	3
494	свое выражение	2	3
495	а так	1	3
496	тем более	2	3
497	замечаем что	1	3
498	той или	1	3
499	к одному	2	3
500	но можно	2	3
501	выражение в	4	3
502	но как	2	3
503	и эти	3	3
504	а с	3	3
505	мы уже	1	3
506	с какой	1	3
507	вопрос как	1	3
508	и может	3	3
509	в частности	6	3
510	и смысла	1	3
511	не относится	1	3
512	нужно было	3	3
513	в науке	4	3
514	для человека	1	3
515	к ее	1	3
516	чего же	1	3
517	для того	23	3
518	могла бы	2	3
519	я в	2	3
520	однако в	2	3
521	или о	2	3
522	с прочими	2	3
523	не проявляется	1	3
524	мы будем	1	3
525	имени я	1	3
526	очень редко	1	3
527	ли в	3	3
528	может и	2	3
529	бы я	1	3
530	в целом	5	3
531	в подлинном	1	3
532	мы видели	3	3
533	данной области	1	2
534	во всем	1	2
535	и к	1	2
536	к такому	2	2
537	от нее	1	2
538	не так	2	2
539	и другие	1	2
540	утверждать что	2	2
541	а потому	6	2
542	во втором	2	2
543	и возможно	1	2
544	и уже	2	2
545	в возможности	3	2
546	которая была	1	2
547	я уже	2	2
548	еще раз	2	2
549	можно говорить	4	2
550	и этот	1	2
551	раз к	2	2
552	факты и	2	2
553	и на	8	2
554	только те	1	2
555	же и	4	2
556	например что	2	2
557	самого себя	1	2
558	на анализе	1	2
559	тех кто	2	2
560	бы даже	1	2
561	связан с	2	2
562	или иных	1	2
563	в применении	1	2
564	тому что	3	2
565	это уже	1	2
566	о чем	2	2
567	одном и	1	2
568	не как	2	2
569	поэтому в	1	2
570	в последние	1	2
571	одно из	3	2
572	в связи	4	2
573	не годится	1	2
574	не столько	2	2
575	и делает	1	2
576	его от	1	2
577	и ничего	1	2
578	но нужно	1	2
579	не на	4	2
580	реальное бытие	1	2
581	поэтому и	1	2
582	все то	1	2
583	конечно и	3	2
584	отличаются от	1	2
585	в первом	3	2
586	есть лишь	3	2
587	чтобы не	1	2
588	следовательно в	1	2
589	заключается не	1	2
590	по природе	1	2
591	в россии	1	2
592	явлений в	2	2
593	одно то	1	2
594	именно в	7	2
595	это выражение	1	2
596	даже просто	1	2
597	том или	1	2
598	тем самым	5	2
599	как специфической	1	2
600	как не	4	2
601	к его	1	2
602	в повелительном	1	2
603	себе совершенно	1	2
604	и так	1	2
605	в одно	2	2
606	в слове	3	2
607	слов а	1	2
608	нужно чтобы	1	2
609	приводит к	3	2
610	другое дело	2	2
611	е на	1	2
612	о котором	4	2
613	в это	3	2
614	знает что	1	2
615	на их	1	2
616	а а	4	2
617	а что	1	2
618	свое время	4	2
619	нет ничего	1	2
620	и того	2	2
621	надо быть	1	2
622	нам не	5	2
623	было и	1	2
624	то он	1	2
625	на этой	4	2
626	тем или	1	2
627	своей собственной	3	2
628	который я	1	2
629	что мне	1	2
630	только как	3	2
631	звуки и	1	2
632	на основе	2	2
633	важное и	1	2
634	только мы	1	2
635	и уж	1	2
636	но эти	1	2
637	это только	5	2
638	словесной природе	2	2
639	бы только	1	2
640	что если	4	2
641	со всей	1	2
642	но они	1	2
643	общения и	2	2
644	язык есть	7	2
645	смысл в	2	2
646	имеет никакого	1	2
647	себе и	3	2
648	к делу	1	2
649	конечно не	3	2
650	же вы	1	2
651	еще один	3	2
652	разумеется и	2	2
653	образом на	1	2
654	на более	3	2
655	что здесь	1	2
656	из наиболее	1	2
657	каждой из	1	2
658	переход от	4	2
659	в данной	1	2
660	тем же	2	2
661	признаем что	1	2
662	когда и	2	2
663	том чтобы	9	2
664	словами не	1	2
665	именно так	2	2
666	явление не	1	2
667	быть в	2	2
668	то она	2	2
669	имени ее	1	2
670	бы сказать	3	2
671	себе следы	1	2
672	исходит из	2	2
673	совсем другое	1	2
674	здесь не	5	2
675	с его	4	2
676	к этому	4	2
677	всяком случае	8	2
678	у них	1	2
679	ее но	1	2
680	не из	1	2
681	не имеющая	1	2
682	только о	3	2
683	точку зрения	2	2
684	моментов в	1	2
685	едва ли	1	2
686	во внутреннем	1	2
687	звуков и	2	2
688	той же	5	2
689	в свое	4	2
690	находятся в	1	2
691	но на	1	2
692	в более	2	2
693	знать что	1	2
694	по преимуществу	3	2
695	в научной	1	2
696	смысле что	2	2
697	она и	1	2
698	смысл может	2	2
699	данном случае	2	2
700	и эту	1	2
701	первом случае	1	2
702	зависит от	1	2
703	о значении	2	2
704	уже в	5	2
705	обе эти	4	2
706	в состоянии	2	2
707	получает в	1	2
708	языка как	7	2
709	для всего	1	2
710	и новой	1	2
711	так в	2	2
712	этом отношении	8	2
713	он и	1	2
714	которого я	1	2
715	для нас	6	2
716	часто бывает	1	2
717	при чем	1	2
718	сознания и	1	2
719	слово в	2	2
720	не знаем	1	2
721	этом в	2	2
722	не хватает	1	2
723	себя функции	1	2
724	что между	2	2
725	совершенно ясно	2	2
726	связи с	8	2
727	нечто совершенно	1	2
728	бы к	1	2
729	когда оно	2	2
730	к чему	1	2
731	а также	3	2
732	в виду	7	2
733	смысла т	1	2
734	о каком	1	2
735	очевидно что	4	2
736	подлинном смысле	1	2
737	для науки	1	2
738	понимать как	2	2
739	но ведь	3	2
740	но зато	2	2
741	учение о	4	2
742	от слова	3	2
743	но я	1	2
744	помнить что	1	2
745	является не	1	2
746	живой и	1	2
747	следовательно и	2	2
748	на все	3	2
749	и со	1	2
750	о которых	2	2
751	это было	2	2
752	же касается	4	2
753	как принцип	1	2
754	раз и	1	2
755	и таким	1	2
756	не был	2	2
757	мере в	7	2
758	выражение и	1	2
759	вопрос об	1	2
760	понятий и	1	2
761	что эти	4	2
762	здесь как	3	2
763	только от	1	2
764	из предыдущего	2	2
765	но с	2	2
766	только к	2	2
767	он говорит	1	2
768	которую мы	1	2
769	в руки	1	2
770	отличен от	1	2
771	ту же	6	2
772	природе своей	1	2
773	совсем не	1	2
774	это для	1	2
775	а ее	1	2
776	отношении они	1	2
777	когда он	4	2
778	что эта	1	2
779	совершенно невозможно	1	2
780	как он	1	2
781	такое этот	1	2
782	в начале	1	2
783	или его	1	2
784	учения о	1	2
785	этом смысле	8	2
786	далеко не	2	2
787	лишь как	3	2
788	при всем	1	2
789	но тут	1	2
790	признать что	1	2
791	она была	1	2
792	а вы	1	2
793	всего то	1	2
794	нечто абсолютно	1	2
795	о свете	1	2
796	истории и	1	2
797	и вне	1	2
798	одного из	1	2
799	это вовсе	1	2
800	наряду с	2	2
801	та или	1	2
802	его как	1	2
803	так но	1	2
804	этом и	1	2
805	это можно	1	2
806	это дает	2	2
807	слова в	7	2
808	и выражения	1	2
809	что о	1	2
810	говорить об	1	2
811	если они	1	2
812	повседневной жизни	1	2
813	как будто	2	2
814	есть все	1	2
815	по законам	1	2
816	нуждается в	5	2
817	конце концов	3	2
818	себе как	1	2
819	гораздо более	6	2
820	нет не	1	2
821	не случайно	7	2
822	но для	4	2
823	мы сказали	1	2
824	что на	2	2
825	форме и	1	2
826	в имя	1	2
827	одной и	1	1
828	что было	2	1
829	более не	1	1
830	государства и	1	1
831	о таком	2	1
832	однако и	2	1
833	науки на	1	1
834	и стало	1	1
835	раз мы	1	1
836	и составляет	1	1
837	только чтобы	1	1
838	то нам	2	1
839	до сих	5	1
840	существуют ли	1	1
841	которое было	2	1
842	это даже	1	1
843	человеческой жизни	1	1
844	та же	1	1
845	и абсолютный	1	1
846	мы и	1	1
847	вопросом о	1	1
848	что касается	4	1
849	мы встречаем	1	1
850	является ее	2	1
851	они и	1	1
852	брать на	1	1
853	как таковой	2	1
854	его мнению	1	1
855	известно и	1	1
856	здесь а	1	1
857	мне достаточно	1	1
858	сравнению со	2	1
859	если в	2	1
860	на западе	1	1
861	языка что	3	1
862	к этой	3	1
863	которая в	1	1
864	в основном	1	1
865	с и	1	1
866	этого понятия	1	1
867	в языке	16	1
868	которых мы	2	1
869	был бы	4	1
870	научной литературе	1	1
871	таком понимании	1	1
872	слово для	1	1
873	принципиально может	1	1
874	слова эти	4	1
875	которых идет	1	1
876	из таких	1	1
877	случае мы	1	1
878	и должно	2	1
879	именно к	1	1
880	теперь в	1	1
881	но также	6	1
882	момента в	1	1
883	характер как	1	1
884	вопросу о	4	1
885	даже в	4	1
886	вбирая в	1	1
887	из всех	1	1
888	угодно я	1	1
889	свою мысль	1	1
890	интересен и	1	1
891	решения вопроса	1	1
892	или нет	1	1
893	необходимо если	1	1
894	в некоторых	1	1
895	какой бы	1	1
896	всегда предполагает	1	1
897	что большинство	1	1
898	ни другое	1	1
899	отношении между	1	1
900	будут только	1	1
901	в принципе	1	1
902	мы в	3	1
903	его применения	1	1
904	и является	4	1
905	типов и	1	1
906	вообще однако	1	1
907	не хочет	2	1
908	в общей	1	1
909	она приближает	1	1
910	впрочем и	1	1
911	к действию	2	1
912	социальной жизни	3	1
913	языках и	1	1
914	никем и	1	1
915	от другого	1	1
916	нами в	1	1
917	в живом	2	1
918	и утверждает	1	1
919	нет еще	1	1
920	же эти	1	1
921	под этим	2	1
922	и первый	1	1
923	есть дело	1	1
924	это определение	2	1
925	в них	10	1
926	должен был	1	1
927	связь с	1	1
928	кажется мне	2	1
929	частности и	1	1
930	но без	1	1
931	о природе	1	1
932	стоит в	5	1
933	в духе	3	1
934	вместо того	1	1
935	здесь мы	2	1
936	вслед за	1	1
937	если еще	1	1
938	а во-вторых	2	1
939	чтобы эти	1	1
940	и единство	1	1
941	всегда в	2	1
942	с таким	1	1
943	в моем	1	1
944	иного не	1	1
945	все дело	3	1
946	и опять	1	1
947	это положение	2	1
948	и вскрыть	1	1
949	сказать нельзя	1	1
950	всякой социальной	1	1
951	г г	1	1
952	легко и	1	1
953	содержание и	5	1
954	чем их	1	1
955	иначе как	2	1
956	через имя	2	1
957	от одной	1	1
958	уже на	3	1
959	тут уже	1	1
960	представление о	3	1
961	к другим	1	1
962	пропасть и	1	1
963	мы получаем	2	1
964	к которым	1	1
965	и должен	1	1
966	со смыслом	1	1
967	пройти мимо	1	1
968	и общее	1	1
969	необходимо для	1	1
970	понятие а	1	1
971	на фактах	1	1
972	с такими	2	1
973	может стать	1	1
974	существует между	1	1
975	а именно	4	1
976	на эту	2	1
977	которого является	1	1
978	до полной	1	1
979	в какое	1	1
980	то ему	1	1
981	совершенно одинаково	1	1
982	в которых	8	1
983	на своего	2	1
984	том смысле	2	1
985	отчасти и	1	1
986	увидим как	1	1
987	в словах	1	1
988	почему это	1	1
989	что явление	1	1
990	форма слова	2	1
991	но у	1	1
992	мы имели	1	1
993	ними как	1	1
994	осталось бы	1	1
995	собою в	1	1
996	не знали	1	1
997	зависимости от	9	1
998	речь идет	4	1
999	языка или	1	1
1000	есть возможность	1	1
1001	которая не	1	1
1002	пр но	2	1
1003	является то	1	1
1004	ничего общего	2	1
1005	языковое сознание	1	1
1006	смысле это	2	1
1007	раз при	1	1
1008	на первый	1	1
1009	относиться к	1	1
1010	свой смысл	1	1
1011	к той	1	1
1012	с живой	2	1
1013	я говорю	1	1
1014	который и	1	1
1015	также что	2	1
1016	понять эту	1	1
1017	в дальнейшем	1	1
1018	как то	2	1
1019	условие всякого	1	1
1020	в природе	1	1
1021	видно уже	1	1
1022	понятно что	1	1
1023	на мой	2	1
1024	наконец и	1	1
1025	которые не	1	1
1026	сама эта	2	1
1027	выдумка и	1	1
1028	во все	2	1
1029	сущности уже	1	1
1030	что им	1	1
1031	первым и	1	1
1032	уже из	2	1
1033	где нет	2	1
1034	и твердой	1	1
1035	и история	1	1
1036	элементы по	1	1
1037	что этот	2	1
1038	оставаясь на	1	1
1039	язык и	1	1
1040	но нам	1	1
1041	как начало	1	1
1042	работу можно	1	1
1043	в очень	1	1
1044	то этот	1	1
1045	не имеют	3	1
1046	в пример	1	1
1047	сознание что	1	1
1048	и социальной	2	1
1049	данного явления	1	1
1050	что самое	1	1
1051	что подобное	1	1
1052	не знаю	2	1
1053	смысловой и	1	1
1054	конечно ни	1	1
1055	ii и	1	1
1056	не хочу	2	1
1057	как науки	1	1
1058	вполне прав	1	1
1059	не понятие	1	1
1060	не всегда	4	1
1061	и представить	1	1
1062	когда в	4	1
1063	эти случаи	2	1
1064	нас все	2	1
1065	мы без	1	1
1066	точно и	1	1
1067	как эта	1	1
1068	не раз	3	1
1069	и действия	1	1
1070	не у	1	1
1071	лишь в	6	1
1072	к проблеме	1	1
1073	но может	1	1
1074	именно на	1	1
1075	на почву	1	1
1076	из своего	1	1
1077	пониманию и	1	1
1078	и вся	1	1
1079	имеет дело	1	1
1080	значение для	1	1
1081	смысл который	1	1
1082	ряд весьма	1	1
1083	слов и	2	1
1084	втором случае	2	1
1085	и идеи	1	1
1086	силы в	1	1
1087	в различных	1	1
1088	нельзя понимать	1	1
1089	связь между	1	1
1090	материи и	1	1
1091	слишком ясно	1	1
1092	было то	1	1
1093	ни одного	2	1
1094	большей частью	1	1
1095	единственное спасение	1	1
1096	дело с	2	1
1097	что такая	1	1
1098	уже и	3	1
1099	что еще	1	1
1100	создано и	1	1
1101	еще самого	1	1
1102	своих частей	1	1
1103	что когда	3	1
1104	конечно нисколько	1	1
1105	что можно	4	1
1106	даже с	1	1
1107	является как	1	1
1108	не забудем	1	1
1109	до того	2	1
1110	общем смысле	1	1
1111	неразрывно связан	1	1
1112	существенное от	1	1
1113	которое его	1	1
1114	указания на	3	1
1115	она все	1	1
1116	всего этого	1	1
1117	при этом	6	1
1118	и остается	1	1
1119	потому и	1	1
1120	и прошу	1	1
1121	всякому известно	1	1
1122	претендовать на	1	1
1123	имею в	2	1
1124	и там	2	1
1125	в отличие	3	1
1126	стороны ее	1	1
1127	языка не	5	1
1128	можно найти	1	1
1129	возможность и	2	1
1130	и правда	2	1
1131	с него	2	1
1132	из живой	1	1
1133	него не	1	1
1134	бесчисленное количество	1	1
1135	языка когда	1	1
1136	могут ведь	1	1
1137	зато есть	1	1
1138	своем месте	1	1
1139	разумеется нет	1	1
1140	с большим	4	1
1141	е она	1	1
1142	а сам	1	1
1143	одной из	1	1
1144	за пределами	1	1
1145	к которому	3	1
1146	можно понимать	1	1
1147	протестует против	1	1
1148	как от	1	1
1149	в каждый	1	1
1150	сих пор	5	1
1151	на понимании	1	1
1152	все время	1	1
1153	противоречие в	1	1
1154	том же	3	1
1155	имеющая ничего	1	1
1156	в сознании	1	1
1157	на этот	4	1
1158	внутренняя форма	2	1
1159	на такое	1	1
1160	который по	2	1
1161	теории и	1	1
1162	или и	1	1
1163	и науки	1	1
1164	просто на	1	1
1165	как во	1	1
1166	деле в	1	1
1167	есть категория	1	1
1168	весьма и	1	1
1169	по поводу	2	1
1170	от себя	3	1
1171	бы так	1	1
1172	с тех	1	1
1173	действительности по	1	1
1174	какие бы	1	1
1175	на этих	1	1
1176	именно этот	3	1
1177	остается одинаковой	1	1
1178	что дух	3	1
1179	смысле но	1	1
1180	только потому	13	1
1181	из этих	5	1
1182	у вас	1	1
1183	е будет	1	1
1184	всегда хочет	1	1
1185	есть средство	2	1
1186	к языку	6	1
1187	не будучи	1	1
1188	этот основной	1	1
1189	есть также	1	1
1190	невозможна без	1	1
1191	смысле как	1	1
1192	несколько иллюстраций	1	1
1193	свое собственное	1	1
1194	с каким	1	1
1195	же смысл	1	1
1196	не имеющих	1	1
1197	речи а	3	1
1198	из этой	1	1
1199	и том	1	1
1200	он должен	2	1
1201	мы скажем	2	1
1202	только одна	1	1
1203	утверждение это	1	1
1204	который нельзя	1	1
1205	который будучи	2	1
1206	представить себе	1	1
1207	ли эти	1	1
1208	новые и	1	1
1209	д все	1	1
1210	этом случае	4	1
1211	не при	1	1
1212	ответ на	2	1
1213	то они	1	1
1214	стоит на	1	1
1215	этот термин	2	1
1216	от более	1	1
1217	и он	4	1
1218	всех наших	1	1
1219	собой и	1	1
1220	не выходит	1	1
1221	значение в	1	1
1222	то оно	2	1
1223	когда речь	1	1
1224	и иначе	1	1
1225	большие основания	1	1
1226	мы как	1	1
1227	школе и	1	1
1228	чтобы правильно	1	1
1229	многих других	1	1
1230	который уже	2	1
1231	хочет быть	1	1
1232	они не	4	1
1233	вы не	1	1
1234	она так	1	1
1235	в обеих	1	1
1236	и говорить	1	1
1237	представляющих собою	1	1
1238	как средство	1	1
1239	сам он	1	1
1240	указать на	5	1
1241	в последней	1	1
1242	уверен что	1	1
1243	однако как	1	1
1244	еще до	1	1
1245	на том	4	1
1246	внимание на	5	1
1247	слово а	1	1
1248	металлом и	1	1
1249	мы знаем	3	1
1250	мало и	1	1
1251	себе печать	1	1
1252	ли быть	1	1
1253	сравнить с	1	1
1254	ведь есть	1	1
1255	в моей	1	1
1256	психика и	1	1
1257	то для	2	1
1258	ничего кроме	1	1
1259	и термины	1	1
1260	пор как	1	1
1261	из моментов	1	1
1262	что принцип	1	1
1263	смысле есть	1	1
1264	ее можно	1	1
1265	прямо в	1	1
1266	и структура	1	1
1267	что так	3	1
1268	по мнению	1	1
1269	на точку	1	1
1270	в утверждении	1	1
1271	о нем	2	1
1272	что с	2	1
1273	мало того	2	1
1274	ее в	2	1
1275	что несмотря	1	1
1276	и существенное	1	1
1277	где он	1	1
1278	е уже	1	1
1279	что собственно	1	1
1280	указание на	1	1
1281	для своего	1	1
1282	подчинить себе	1	1
1283	на самом	3	1
1284	чтобы получить	2	1
1285	именно то	1	1
1286	вместо него	1	1
1287	чем он	1	1
1288	и один	1	1
1289	смысле этого	5	1
1290	нам и	1	1
1291	которое конечно	1	1
1292	с их	3	1
1293	только звук	1	1
1294	слова есть	1	1
1295	и всякой	1	1
1296	и смысл	1	1
1297	лежит в	1	1
1298	тому же	2	1
1299	содержат в	1	1
1300	мы несомненно	1	1
1301	под тем	1	1
1302	а на	3	1
1303	д словом	1	1
1304	который делает	1	1
1305	чем в	3	1
1306	словом в	1	1
1307	вне этой	1	1
1308	хуже всего	1	1
1309	разуме и	1	1
1310	явление он	1	1
1311	это всегда	1	1
1312	ли и	1	1
