N	2gram	Propp_Isto	Otkroven
156	подойти к	2	2
157	природы все	1	2
158	но в	13	2
159	человека а	1	2
160	вопросом о	2	2
161	он прежде	1	2
162	уже с	2	1
163	во всем	3	1
164	одно время	1	1
165	во всяком	1	1
166	связан с	4	1
167	не так	2	1
168	ни к	3	1
169	он указывает	1	1
170	видели в	1	1
171	его и	6	1
172	с образом	2	1
173	одном месте	2	1
174	но можно	2	1
175	совершенно не	1	1
176	смерть и	3	1
177	попадает в	8	1
178	том случае	1	1
179	то он	2	1
180	но вопрос	1	1
181	что делается	1	1
182	ее и	1	1
183	но оно	4	1
184	над ними	2	1
185	еще одну	3	1
186	а с	4	1
187	это конечно	3	1
188	не существует	2	1
189	в центре	1	1
190	и других	1	1
191	один из	10	1
192	которым он	1	1
193	в котором	5	1
194	и здесь	15	1
195	та же	1	1
196	после этого	5	1
197	и состоит	1	1
198	тому кто	2	1
199	развивается через	1	1
200	они и	1	1
201	же и	3	1
202	это потому	1	1
203	после того	2	1
204	не имеют	1	1
205	человека не	1	1
206	пользоваться им	1	1
207	и хлеб	1	1
208	того как	6	1
209	эта не	1	1
210	жизни а	1	1
211	и пр	11	1
212	его с	1	1
213	она не	6	1
214	том как	3	1
215	должна быть	5	1
216	мы не	12	1
217	когда будет	1	1
218	но еще	1	1
219	иных случаях	1	1
220	есть у	1	1
221	один только	2	1
222	связана с	7	1
223	не приходит	1	1
224	еще более	1	1
225	также и	3	1
226	ту же	1	1
227	но не	7	1
228	по сравнению	1	1
229	это все	1	1
230	людей но	1	1
231	не по	2	1
232	представляет собой	7	1
233	но всегда	1	1
234	образ и	1	1
235	с какой	1	1
236	быть не	2	1
237	от которого	1	1
238	был бы	4	1
239	в ней	10	1
240	у самого	1	1
241	из всех	2	1
242	что нужно	2	1
243	с каким-то	1	1
244	он видит	3	1
245	это для	2	1
246	что это	12	1
247	лишь через	1	1
248	и тогда	3	1
249	а это	1	1
250	этом отношении	1	1
251	один человек	1	1
252	и был	1	1
253	на этих	1	1
254	он и	3	1
255	очень ясно	2	1
256	природе и	1	1
257	о чем	1	1
258	в сущности	2	1
259	кажется что	1	1
260	этот случай	4	1
261	сам по	1	1
262	но тем	1	1
263	все основные	1	1
264	в частности	3	1
265	вращается вокруг	1	1
266	говорит о	2	1
267	как это	6	1
268	о нем	5	1
269	и больше	1	1
270	со стороны	3	1
271	в которую	3	1
272	он подошел	2	1
273	он должен	3	1
274	не с	3	1
275	она стоит	1	1
276	за собой	3	1
277	не хочет	1	1
278	и ему	1	1
279	ты не	5	1
280	с тобой	1	1
281	и кто	1	1
282	и что	14	1
283	в одном	8	1
284	на самом	3	1
285	они в	1	1
286	у нас	1	1
287	он любил	1	1
288	в отношении	1	1
289	можно было	8	1
290	он за	1	1
291	подходит к	1	1
292	оказывается что	1	1
293	нет никакой	1	1
294	же не	3	1
295	и это	2	1
296	ее с	1	1
297	смысле этого	2	1
298	там и	3	1
299	и когда	4	1
300	нет никакого	1	1
301	пошел он	1	1
302	и страх	1	1
303	природу и	1	1
304	не вполне	3	1
305	проникнуть в	3	1
306	в русском	2	1
307	за это	1	1
308	этого нужно	1	1
309	по своей	2	1
310	которая была	2	1
311	в них	2	1
312	у нее	4	1
313	вопрос об	1	1
314	в форме	3	1
315	говорит он	1	1
316	связь с	8	1
317	было и	1	1
318	в силе	1	1
319	и всех	1	1
320	видно что	9	1
321	в иных	1	1
322	находятся и	1	1
323	и даже	4	1
324	в чистом	2	1
325	и чтоб	1	1
326	в глаза	2	1
327	он еще	1	1
328	особого рода	1	1
329	всего что	1	1
330	ему будет	1	1
331	это вопрос	1	1
332	пути от	2	1
333	подошел к	1	1
334	если бы	8	1
335	самом деле	2	1
336	у которых	1	1
337	иногда и	1	1
338	отец его	1	1
339	говорит в	2	1
340	ii в	1	1
341	и более	3	1
342	русский дух	1	1
343	и делают	1	1
344	на примере	1	1
345	с ними	2	1
346	к чему	4	1
347	была бы	2	1
348	почему же	1	1
349	человек а	1	1
350	дома но	1	1
351	среди них	1	1
352	может ли	1	1
353	уходят в	1	1
354	будто бы	4	1
355	в виду	2	1
356	в силу	7	1
357	посвящения в	2	1
358	на этот	2	1
359	дело в	3	1
360	в мир	2	1
361	раз навсегда	1	1
362	они всегда	1	1
363	и эта	1	1
364	в эпоху	2	1
365	к каким	1	1
366	его как	2	1
367	отношения к	2	1
368	тем же	1	1
369	одним словом	4	1
370	когда человек	1	1
371	ключ к	5	1
372	но есть	3	1
373	духа и	1	1
374	от которой	1	1
375	ведет к	2	1
376	не делает	2	1
377	ее как	1	1
378	связанным с	1	1
379	огромное значение	1	1
380	он говорит	1	1
381	бы он	1	1
382	еще ничего	1	1
383	в конце	1	1
384	указывает на	2	1
385	в процессе	1	1
386	например в	7	1
387	в жизни	2	1
388	в царстве	1	1
389	ушел от	1	1
390	ему была	1	1
391	есть момент	1	1
392	находится в	6	1
393	и почему	3	1
394	характер и	1	1
395	с той	2	1
396	не умирает	1	1
397	он до	1	1
398	и как	3	1
399	то в	1	1
400	есть не	2	1
401	так часто	2	1
402	мысли не	1	1
403	приходит в	1	1
404	одно только	1	1
405	что она	10	1
406	открывает нам	1	1
407	а именно	5	1
408	и недостаточно	1	1
409	племени с	1	1
410	чтобы все	1	1
411	одна из	4	1
412	думаю чтобы	1	1
413	в древнем	1	1
414	хлебами и	1	1
415	была для	1	1
416	он во	1	1
417	в разных	2	1
418	состоит из	1	1
419	одном из	1	1
420	и прежде	1	1
421	в одно	1	1
422	который в	2	1
423	и вопрос	1	1
424	как в	7	1
425	этого слова	1	1
426	другом месте	2	1
427	как будто	7	1
428	в совершенно	2	1
429	на то	6	1
430	и раньше	1	1
431	говорят о	3	1
432	отрицательного отношения	1	1
433	а иногда	2	1
434	не думаю	1	1
435	быть назван	2	1
436	от этого	2	1
437	и я	1	1
438	есть на	2	1
439	нуждается в	1	1
440	что во	1	1
441	да и	3	1
442	друг с	4	1
443	с обычным	1	1
444	ли он	3	1
445	у одного	1	1
446	нисколько не	3	1
447	но это	8	1
448	в эти	1	1
449	и после	1	1
450	природой и	1	1
451	в это	2	1
452	которого не	1	1
453	с другом	3	1
454	его пути	3	1
455	связаны и	1	1
456	чтобы не	3	1
457	героя из	2	1
458	на своем	2	1
459	ничего нет	1	1
460	страстной и	1	1
461	она и	2	1
462	само по	2	1
463	к которой	2	1
464	из них	5	1
465	что их	3	1
466	вовсе не	3	1
467	прогресса в	1	1
468	что как	1	1
469	это так	6	1
470	уже не	3	1
471	в одной	3	1
472	указать на	1	1
473	изнутри а	1	1
474	с того	3	1
475	есть один	1	1
476	теориям и	1	1
477	стороны с	1	1
478	с какими	1	1
479	с вопросом	1	1
480	бы в	2	1
481	поэтому он	2	1
482	отметить что	1	1
483	а что	1	1
