N	2gram	Bakhtin_Pr	EvropaiC
343	с ними	2	2
344	их в	8	2
345	есть в	2	2
346	которые могут	1	2
347	и так	2	2
348	в одно	4	2
349	в которых	4	2
350	следовательно и	3	2
351	они не	5	2
352	на одном	1	2
353	себя и	5	2
354	не имеет	2	2
355	высшей степени	1	2
356	со своей	1	2
357	ему и	1	2
358	эти отрицательные	1	2
359	зависимости от	5	2
360	в себя	6	2
361	не стоит	1	2
362	нет в	1	2
363	должен быть	1	2
364	на себе	3	2
365	к той	1	2
366	в них	5	2
367	вступают в	1	2
368	этих двух	1	2
369	в индивидуальном	1	2
370	быть изображена	1	2
371	во всяком	7	2
372	а к	1	2
373	в основе	4	2
374	в котором	7	2
375	и только	3	2
376	на этом	2	2
377	совершенно иной	2	2
378	и социальной	1	2
379	она не	10	2
380	другими словами	1	2
381	всяком случае	4	2
382	к нему	11	2
383	в свою	1	2
384	именно потому	2	2
385	одной стороны	1	2
386	можно лишь	1	2
387	на друга	2	2
388	также и	3	2
389	ту же	2	2
390	одну из	1	2
391	в другом	3	2
392	же касается	1	2
393	дальше так	1	2
394	и уже	3	2
395	только один	1	2
396	всеми этими	1	2
397	два человека	1	2
398	между отдельными	2	2
399	о них	1	2
400	же что	5	2
401	для всякого	1	2
402	которую он	3	2
403	так чтобы	7	2
404	из двух	1	2
405	конечно в	2	2
406	из него	1	2
407	рано или	1	2
408	не следует	1	2
409	только то	3	2
410	этот вопрос	4	2
411	же время	13	2
412	из одного	8	2
413	над всеми	1	2
414	свою очередь	1	2
415	рассматривать как	1	2
416	друг на	2	2
417	потому и	1	2
418	может лежать	1	2
419	я в	2	2
420	что же	9	2
421	к ним	1	2
422	между людьми	1	2
423	со своими	2	2
424	чужды и	1	2
425	он все	3	2
426	той же	8	2
427	при условии	2	2
428	образом как	3	2
429	для самого	2	2
430	в высшей	1	2
431	на него	6	2
432	на первый	1	2
433	от времени	1	2
434	только при	1	2
435	по этому	1	2
436	во всей	3	2
437	более всего	1	2
438	что она	7	2
439	в частности	1	2
440	этих черт	2	2
441	одна из	5	2
442	и дальше	1	2
443	этого слова	3	2
444	в сущности	10	2
445	но если	1	2
446	и его	21	2
447	что до	1	2
448	от них	3	2
449	мы видели	1	2
450	важно чтобы	1	2
451	от себя	1	2
452	в эпохи	1	2
453	а следовательно	2	2
454	или поздно	1	2
455	в точке	2	2
456	независимо от	1	2
457	с ее	1	2
458	входящих в	1	2
459	тем же	3	2
460	но так	2	2
461	в самой	9	2
462	они могут	4	2
463	или вовсе	1	2
464	и особенно	2	2
465	точку зрения	7	2
466	если это	1	2
467	и ее	5	2
468	что на	1	2
469	усматривает в	1	2
470	друг друга	4	2
471	из этой	1	2
472	он должен	2	2
473	к сожалению	2	1
474	всего в	2	1
475	были бы	5	1
476	они являются	1	1
477	она имеет	2	1
478	доказательной силы	1	1
479	и другие	1	1
480	представим себе	2	1
481	в другой	4	1
482	из отдельных	1	1
483	не отличается	1	1
484	она к	1	1
485	из возможных	2	1
486	мы видим	3	1
487	в более	1	1
488	мире а	3	1
489	него только	1	1
490	он есть	6	1
491	один из	3	1
492	вступить в	1	1
493	оно может	2	1
494	даже когда	1	1
495	за ним	4	1
496	в научной	1	1
497	в каждую	1	1
498	к их	1	1
499	она и	1	1
500	они и	1	1
501	гораздо сложнее	1	1
502	на эти	1	1
503	менее в	1	1
504	и должны	1	1
505	же и	5	1
506	уже говорили	3	1
507	не во	5	1
508	на тех	1	1
509	но те	1	1
510	воля к	2	1
511	но из	1	1
512	и среди	2	1
513	если в	1	1
514	ее на	1	1
515	того как	3	1
516	от этой	1	1
517	зависит от	1	1
518	нет а	1	1
519	каждого своя	1	1
520	и пр	5	1
521	рядом и	2	1
522	столкновение с	2	1
523	том числе	1	1
524	вполне понятно	2	1
525	уже в	5	1
526	культурные и	1	1
527	мы не	4	1
528	в теснейшей	1	1
529	некоторой степени	1	1
530	ним и	3	1
531	что я	7	1
532	оно было	1	1
533	у каждого	1	1
534	именно как	2	1
535	по всему	1	1
536	еще более	2	1
537	лишь то	1	1
538	всех возможных	4	1
539	была бы	5	1
540	громче но	1	1
541	потому они	1	1
542	а у	1	1
543	объективен и	1	1
544	то для	1	1
545	этой мысли	1	1
546	указание на	1	1
547	элементов и	1	1
548	вопрос мы	1	1
549	за пределами	2	1
550	в своей	11	1
551	лишь их	1	1
552	человек с	2	1
553	поставить и	1	1
554	смысл и	1	1
555	до некоторой	1	1
556	здесь гораздо	1	1
557	эти вопросы	1	1
558	социального общения	1	1
559	на этих	1	1
560	он и	8	1
561	кроме того	5	1
562	развитии и	1	1
563	строго говоря	1	1
564	в корне	1	1
565	одно это	1	1
566	лишь после	1	1
567	в ее	2	1
568	принципов до	1	1
569	никак не	4	1
570	его он	1	1
571	мысли и	6	1
572	что так	2	1
573	не приходится	1	1
574	более резкой	1	1
575	как элемент	1	1
576	сам автор	1	1
577	что такое	2	1
578	ее в	3	1
579	не исчерпывается	2	1
580	и сама	2	1
581	может показаться	1	1
582	в качестве	1	1
583	потому не	1	1
584	в человеке	6	1
585	одному из	1	1
586	же явления	2	1
587	со своим	2	1
588	нами до	1	1
589	к сознанию	2	1
590	одному и	1	1
591	на которой	1	1
592	не способны	2	1
593	из своих	1	1
594	что каждый	1	1
595	трудно но	1	1
596	отказывается от	1	1
597	и другими	1	1
598	с другими	8	1
599	это слово	6	1
600	однако он	1	1
601	его сознании	1	1
602	лишь из	1	1
603	иначе обстоит	1	1
604	нами в	3	1
605	смысле этого	1	1
606	редки и	1	1
607	воспринимает и	1	1
608	котором они	1	1
609	все одинаково	1	1
610	ее дальнейшего	1	1
611	в отношении	5	1
612	своих мыслей	1	1
613	а особенно	1	1
614	же эти	1	1
615	и всякой	1	1
616	с другим	1	1
617	они останутся	1	1
618	как с	1	1
619	котором мы	1	1
620	в центре	1	1
621	однако не	3	1
622	а на	1	1
623	свои мысли	2	1
624	в самые	1	1
625	поэтому и	4	1
626	в зависимости	5	1
627	как же	6	1
628	и притом	1	1
629	затем и	1	1
630	ни тем	1	1
631	в борьбе	1	1
632	вступить на	1	1
633	этой точки	2	1
634	в духе	4	1
635	о возможности	1	1
636	здесь мы	4	1
637	действительно становится	2	1
638	ряде других	2	1
639	или иной	1	1
640	ни одна	1	1
641	в первом	2	1
642	внутренне не	2	1
643	ее от	1	1
644	и берет	1	1
645	так поступили	1	1
646	ее с	2	1
647	с ней	1	1
648	вид и	1	1
649	этом не	2	1
650	является одним	1	1
651	и всякое	3	1
652	будто бы	1	1
653	дело в	2	1
654	это те	1	1
655	весь свой	1	1
656	о своей	1	1
657	он эту	1	1
658	себя а	1	1
659	эти две	1	1
660	на себя	4	1
661	и эта	2	1
662	гораздо ближе	1	1
663	после которого	1	1
664	развития в	1	1
665	их взаимоотношения	2	1
666	тем что	6	1
667	и другое	1	1
668	а то	3	1
669	тут уже	1	1
670	только такой	1	1
671	психики и	1	1
672	и всю	1	1
673	или иная	1	1
674	я и	2	1
675	эквивалента в	1	1
676	том или	2	1
677	например в	5	1
678	разобранные нами	3	1
679	отношения к	5	1
680	стремятся к	1	1
681	в равной	1	1
682	случае не	1	1
683	и должен	1	1
684	для своих	2	1
685	показаться что	1	1
686	этом последнем	1	1
687	лишь на	5	1
688	и как	9	1
689	лишь с	1	1
690	но он	4	1
691	к его	1	1
692	есть нечто	2	1
693	время как	2	1
694	созданных и	1	1
695	особом положении	1	1
696	миг не	1	1
697	хотя конечно	1	1
698	может только	1	1
699	себя как	3	1
700	а именно	2	1
701	и перед	2	1
702	рядом с	19	1
703	же остается	1	1
704	как в	7	1
705	стремление к	1	1
706	дело идет	6	1
707	так в	1	1
708	что ни	1	1
709	а эта	1	1
710	другом месте	1	1
711	к концу	1	1
712	к своему	2	1
713	от этого	2	1
714	мы только	1	1
715	приводит к	8	1
716	друга и	2	1
717	и со	4	1
718	сливаются в	1	1
719	а рядом	1	1
720	бы не	2	1
721	социальной группы	2	1
722	да и	2	1
723	согласие с	1	1
724	больше всего	1	1
725	мы находим	1	1
726	собою в	1	1
727	направлении в	1	1
728	и следовательно	7	1
729	является лишь	4	1
730	это было	1	1
731	роль в	1	1
732	со стороны	1	1
733	на его	2	1
734	единственный способ	1	1
735	вследствие этой	1	1
736	темы с	1	1
737	для их	1	1
738	себе и	5	1
739	знает что	2	1
740	мы считаем	1	1
741	среди других	2	1
742	на их	2	1
743	деле это	1	1
744	на своем	1	1
745	отсюда вытекает	1	1
746	мира в	5	1
747	всего можно	1	1
748	это имеет	1	1
749	в других	2	1
750	уже не	15	1
751	а так	1	1
752	не трудно	1	1
753	и относится	1	1
754	по крайней	2	1
755	теснейшей связи	1	1
756	перед нами	12	1
757	и другого	3	1
758	бы это	1	1
759	лишь те	2	1
760	вопроса о	1	1
761	и дали	1	1
762	элемент его	1	1
763	который и	1	1
764	другом случае	2	1
765	приходится искать	1	1
766	наоборот все	1	1
767	первый взгляд	1	1
768	такое положение	1	1
769	этой прямой	1	1
770	его к	4	1
771	иметь в	2	1
772	к одному	7	1
773	остается в	2	1
774	в каждом	15	1
775	же направлении	1	1
776	ли они	1	1
777	перестает быть	4	1
778	речь в	2	1
779	но тут	1	1
780	это и	5	1
781	еще и	1	1
782	наконец и	1	1
783	ни на	3	1
784	развитию ее	1	1
785	не имея	1	1
786	этом пункте	1	1
787	впечатление что	1	1
788	искать в	2	1
789	образом все	2	1
790	все остальное	2	1
791	и отчасти	1	1
792	ибо только	1	1
793	стремлении к	1	1
794	и эти	1	1
795	только к	1	1
796	бы к	2	1
797	две стороны	1	1
798	с самого	1	1
799	то это	3	1
800	ее он	3	1
801	совершенно в	1	1
802	бы с	2	1
803	что этот	2	1
804	сталкиваясь с	1	1
805	каких бы	1	1
806	а его	2	1
807	среды в	1	1
808	своей собственной	1	1
809	предполагает что	1	1
810	ведь в	2	1
811	тут надо	1	1
812	на свои	1	1
813	и главное	1	1
814	зрения всякой	1	1
815	разные этапы	1	1
816	и даже	5	1
817	в лучшем	2	1
818	силы и	1	1
819	случаев в	2	1
820	и люди	1	1
821	та или	1	1
822	взаимоотношения в	1	1
823	и между	1	1
824	не могу	1	1
825	но при	4	1
826	и каждое	1	1
827	материал но	1	1
828	и вот	1	1
829	в значительной	1	1
830	входит в	9	1
831	он принимает	1	1
832	видит и	1	1
833	на котором	3	1
834	на вид	2	1
835	только такие	1	1
836	нет но	2	1
837	ее до	1	1
838	а от	1	1
839	это все	1	1
840	этим он	1	1
841	всем этим	2	1
842	вместо того	1	1
843	препятствия и	1	1
844	хочет чтобы	1	1
845	нельзя не	1	1
846	самого понятия	1	1
847	характер не	1	1
848	на два	3	1
849	части и	1	1
850	осталась не	1	1
851	а может	1	1
852	или может	1	1
853	но лишь	1	1
854	из его	3	1
855	с большим	1	1
856	как из	1	1
857	на которых	1	1
858	единство и	1	1
859	характер в	1	1
860	обстоит дело	1	1
861	этих идей	1	1
862	облик и	1	1
863	кажется что	4	1
864	поэтому мы	1	1
865	поставив себе	1	1
866	от всех	1	1
867	с которой	2	1
868	должна была	4	1
869	смысле слова	2	1
870	одного в	1	1
871	а за	3	1
872	увидим что	1	1
873	только на	3	1
874	пользоваться для	1	1
875	вступает в	1	1
876	одно и	1	1
877	не тем	1	1
878	и та	1	1
879	люди с	1	1
880	точками зрения	2	1
881	все те	3	1
882	точно так	1	1
883	такого что	3	1
884	говорят что	1	1
885	в различных	3	1
886	на пути	2	1
887	не могла	1	1
888	и наиболее	1	1
889	есть лишь	1	1
890	и другом	1	1
891	не сделал	2	1
892	себя на	2	1
893	и стремление	1	1
894	проникнуть в	1	1
895	а только	1	1
896	чтобы их	1	1
897	можно найти	1	1
898	лишь как	9	1
899	можно было	3	1
900	на практике	1	1
901	ведь если	1	1
902	говорили что	1	1
903	самого начала	2	1
904	еще один	1	1
905	и всех	1	1
906	неизбежно должны	1	1
907	как парадокс	1	1
908	образом даже	1	1
909	позиции и	1	1
910	точке зрения	3	1
911	в чистом	1	1
912	же самое	1	1
913	но этот	1	1
914	которых они	1	1
915	делает его	1	1
916	всегда и	1	1
917	собою и	1	1
918	становится как	1	1
919	и подражанием	1	1
920	того кто	1	1
921	на одну	2	1
922	центр тяжести	1	1
923	числе и	1	1
924	истории и	1	1
925	лишь одно	1	1
926	и еще	2	1
927	ускользают от	1	1
928	быть не	1	1
929	знает все	1	1
930	сохраняет свою	1	1
931	вопрос в	1	1
932	и глубоко	2	1
933	как человек	3	1
934	он в	3	1
935	без всякого	1	1
936	заметить что	2	1
937	именно его	1	1
938	произведения в	2	1
939	свои составные	1	1
940	будут сидеть	1	1
941	ней и	1	1
942	не создает	1	1
943	впечатление которое	1	1
944	однако в	3	1
945	мы дадим	1	1
946	и самого	4	1
947	нет и	1	1
948	и благодаря	2	1
949	их а	1	1
950	и следует	1	1
951	перед глазами	1	1
952	могут быть	9	1
953	данного произведения	2	1
954	бы он	4	1
955	такою же	1	1
956	духе и	1	1
957	и возникает	1	1
958	благодаря этому	3	1
959	же они	1	1
960	какого-нибудь другого	1	1
961	сложнее и	1	1
962	но именно	3	1
963	до конца	10	1
964	слова что	2	1
965	в большей	2	1
966	к которому	2	1
967	с нею	2	1
968	как за	1	1
969	находится в	2	1
970	лучше сказать	2	1
971	зрения на	8	1
972	может случиться	1	1
973	простое и	1	1
974	не знаем	1	1
975	о тех	1	1
976	и гораздо	1	1
977	в узком	2	1
978	отрицательные стороны	1	1
979	он может	4	1
980	исходит из	1	1
981	уже указали	1	1
982	нем не	1	1
983	если они	1	1
984	и однако	1	1
985	что именно	1	1
986	мире не	1	1
987	из самых	1	1
988	с его	11	1
989	сказать что	4	1
990	он сам	5	1
991	в создании	1	1
992	бы ни	3	1
993	этого нельзя	1	1
994	которому и	1	1
995	принадлежать к	1	1
996	соответствующие им	1	1
997	все более	1	1
998	то каждый	1	1
999	себе еще	4	1
1000	а как	11	1
1001	представьте себе	1	1
1002	только с	1	1
1003	является только	1	1
1004	миром в	1	1
1005	к основной	1	1
1006	среде но	1	1
1007	именно этот	1	1
1008	отрешиться от	1	1
1009	к этим	2	1
1010	ведь и	4	1
1011	иначе как	1	1
1012	современности и	1	1
1013	в мышлении	1	1
1014	не мог	1	1
1015	лучшем случае	2	1
1016	нею и	2	1
1017	себе как	2	1
1018	а не	29	1
1019	и оно	1	1
1020	же он	1	1
1021	в особом	4	1
1022	бы тот	1	1
1023	живет своей	1	1
1024	ценности в	1	1
1025	особый характер	1	1
1026	крайней мере	2	1
1027	или лучше	1	1
1028	они вовсе	1	1
1029	из черт	2	1
1030	кажется нам	2	1
1031	здесь не	7	1
1032	вообще нет	1	1
1033	и тем	1	1
1034	ничего не	8	1
1035	жизни с	1	1
1036	в руках	3	1
1037	быть самым	1	1
1038	друг другу	3	1
1039	вся эта	1	1
1040	не к	1	1
1041	его можно	2	1
1042	человека но	2	1
1043	отсюда как	1	1
1044	наконец третий	1	1
1045	не делал	1	1
