N	2gram	Tiupa_Hudo	Morfolog
125	его в	4	4
126	что его	1	4
127	случае не	2	4
128	подобных случаях	2	4
129	в то	8	4
130	в иных	1	4
131	могла бы	2	4
132	о его	2	4
133	то время	1	3
134	с этой	3	3
135	что это	1	3
136	в сущности	1	3
137	одному из	1	3
138	ни в	5	3
139	то с	1	3
140	только в	7	3
141	живые существа	1	3
142	здесь мы	1	3
143	также может	1	3
144	можно назвать	1	3
145	и другим	1	3
146	в собственном	1	3
147	в бою	1	3
148	но мы	1	3
149	на первый	1	3
150	не существует	1	3
151	не упоминается	1	3
152	и что	4	3
153	для того	5	3
154	состоит в	20	3
155	настоящее время	1	3
156	вопрос что	2	3
157	здесь не	2	3
158	с его	6	3
159	в отдельных	1	3
160	в настоящее	1	3
161	он должен	3	3
162	к нему	3	3
163	бы то	2	3
164	то в	2	3
165	первый взгляд	1	3
166	не происходит	1	3
167	к герою	2	3
168	они не	1	3
169	который может	1	3
170	а и	1	3
171	того что	5	3
172	что такое	2	3
173	ее в	2	3
174	но как	2	3
175	у нас	1	3
176	это и	2	3
177	для связывания	1	3
178	и есть	1	3
179	а на	5	3
180	в таких	1	3
181	к чему	1	3
182	но для	1	3
183	в какой	2	3
184	это было	1	3
185	для героя	1	3
186	форма в	1	3
187	том случае	1	3
188	героя и	5	3
189	как уже	3	3
190	то ни	2	3
191	если бы	3	3
192	друг друга	1	3
193	и тем	4	3
194	не в	9	3
195	в которой	3	3
196	а по	1	3
197	в пределах	3	3
198	в этой	2	3
199	вступают в	1	3
200	приводит к	6	3
201	приводят к	1	3
202	же в	1	3
203	на то	1	3
204	и его	12	3
205	и по	2	3
206	означает что	1	3
207	не так	1	2
208	от него	1	2
209	с героем	1	2
210	живое существо	1	2
211	если он	1	2
212	вопросу о	1	2
213	и дает	1	2
214	не с	2	2
215	например с	1	2
216	лишь на	1	2
217	не на	5	2
218	оно не	2	2
219	в своих	1	2
220	более или	6	2
221	выпадает из	1	2
222	средство то	1	2
223	например в	4	2
224	многих других	1	2
225	их в	3	2
226	таких случаях	2	2
227	себя и	3	2
228	только для	1	2
229	не имеет	1	2
230	в итоге	2	2
231	роль в	2	2
232	в каком	2	2
233	к другому	2	2
234	не входит	2	2
235	у нее	1	2
236	можно сказать	6	2
237	со смертью	1	2
238	в данном	4	2
239	в основе	7	2
240	и более	2	2
241	вытекает из	2	2
242	чему не	1	2
243	в лесу	1	2
244	одной стороны	3	2
245	можно лишь	1	2
246	и иных	1	2
247	в другом	4	2
248	другу и	1	2
249	и больше	2	2
250	что одна	1	2
251	точно так	1	2
252	в одном	3	2
253	в различных	1	2
254	превращается в	2	2
255	не что	1	2
256	в совершенно	1	2
257	тогда как	15	2
258	действия и	1	2
259	в глаза	2	2
260	тем же	1	2
261	одной из	2	2
262	что она	2	2
263	момент в	1	2
264	который в	2	2
265	чем это	2	2
266	себя в	8	2
267	должен прилететь	1	2
268	для него	5	2
269	не означает	1	2
270	в свое	1	2
271	к различным	1	2
272	как такового	1	2
273	что иное	1	2
274	может не	1	2
275	на вопрос	1	2
276	после чего	1	2
277	собой в	1	2
278	с одной	3	2
279	иных случаях	1	2
280	как особого	1	2
281	ни к	2	2
282	ни было	2	2
283	для нас	1	2
284	все это	2	2
285	с другими	5	2
286	но с	1	2
287	не знает	4	2
288	одним из	2	2
289	это еще	1	2
290	герой а	1	2
291	же оно	1	2
292	за которым	1	2
293	также в	1	2
294	с логической	1	2
295	у него	2	2
296	не от	2	2
297	по своему	3	2
298	к вопросу	1	2
299	в чем	2	2
300	путь к	1	2
301	или менее	6	2
302	в одной	1	2
303	бы в	1	2
304	нарушение запрета	1	2
305	могли бы	1	2
306	а с	2	2
307	героя к	1	2
308	случае если	1	2
309	и даже	1	2
310	ту же	1	2
311	здесь только	1	2
312	не по	1	2
313	дело не	2	2
314	быть и	2	2
315	в частности	18	2
316	бы они	1	2
317	из этих	3	2
318	тем и	1	2
319	быть определен	1	2
320	из его	1	2
321	однако в	4	2
322	как будто	1	2
323	право на	2	2
324	когда герой	1	2
325	однако все	2	2
326	герой не	3	2
327	иное как	1	2
328	совершается в	1	2
329	в той	3	1
330	в особенности	1	1
331	собой всю	1	1
332	это на	1	1
333	однако и	1	1
334	и может	2	1
335	никак нельзя	1	1
336	все что	1	1
337	образом и	2	1
338	в художественно	1	1
339	для всех	1	1
340	всего в	1	1
341	можно говорить	1	1
342	за ним	1	1
343	и на	3	1
344	одном случае	1	1
345	же и	1	1
346	как с	1	1
347	в рассказе	3	1
348	этот закон	1	1
349	собой некоторую	1	1
350	в момент	3	1
351	рассказ о	2	1
352	того кому	1	1
353	на ее	1	1
354	или иных	2	1
355	дело с	1	1
356	их поступки	1	1
357	при этом	19	1
358	даже в	3	1
359	хранится в	1	1
360	или а	1	1
361	тем как	1	1
362	не требует	1	1
363	в другой	1	1
364	привести к	1	1
365	те же	1	1
366	одно из	2	1
367	не столько	7	1
368	и делает	1	1
369	первых же	1	1
370	как такой	1	1
371	за это	1	1
372	для данного	1	1
373	со всеми	1	1
374	в них	2	1
375	как было	1	1
376	чтобы в	1	1
377	если не	1	1
378	этой точки	2	1
379	по пути	4	1
380	чувства и	1	1
381	мы понимаем	1	1
382	на свой	1	1
383	до этого	1	1
384	от одного	1	1
385	уже отмечалось	1	1
386	из нее	1	1
387	в особый	1	1
388	мысль о	1	1
389	одновременно с	1	1
390	описание ведется	1	1
391	него но	1	1
392	обращается к	1	1
393	именно в	2	1
394	ведет к	2	1
395	и действительно	1	1
396	действительная жизнь	1	1
397	принадлежат к	1	1
398	к типам	1	1
399	том или	1	1
400	отношения к	4	1
401	литературных жанров	1	1
402	по собственному	1	1
403	необходимо для	1	1
404	с ними	2	1
405	а именно	3	1
406	в своей	7	1
407	одновременно и	1	1
408	достижения в	1	1
409	никем не	2	1
410	всякая фраза	1	1
411	они ни	1	1
412	всех подобных	2	1
413	бы не	2	1
414	в коем	2	1
415	является продолжением	1	1
416	о котором	1	1
417	характерна для	1	1
418	в это	1	1
419	в следующей	1	1
420	более как	1	1
421	всей своей	2	1
422	которая не	2	1
423	свою собственную	1	1
424	нет в	1	1
425	не такое	1	1
426	все они	1	1
427	если с	1	1
428	как один	1	1
429	тем в	1	1
430	еще и	2	1
431	значения для	1	1
432	он же	1	1
433	собственно говоря	2	1
434	в котором	1	1
435	на части	1	1
436	в последней	2	1
437	по тем	1	1
438	совершенно особое	1	1
439	случаи когда	1	1
440	она могла	1	1
441	в свою	3	1
442	имеет в	1	1
443	лежат в	1	1
444	не должно	1	1
445	но во	2	1
446	в отдельности	1	1
447	героем и	1	1
448	момент для	1	1
449	во многих	1	1
450	а после	1	1
451	оно является	1	1
452	а через	1	1
453	эти могут	1	1
454	всегда так	1	1
455	точно и	1	1
456	между двумя	2	1
457	для меня	2	1
458	значение для	1	1
459	только на	1	1
460	вступает в	2	1
461	втором случае	2	1
462	нос в	1	1
463	е годы	1	1
464	на основании	1	1
465	говорит что	2	1
466	образом что	1	1
467	как персонаж	1	1
468	не будет	3	1
469	ни были	1	1
470	собой с	1	1
471	другому что	1	1
472	и те	1	1
473	не вполне	2	1
474	это необходимо	1	1
475	же время	7	1
476	о законе	2	1
477	свою очередь	2	1
478	ними и	2	1
479	перед ним	1	1
480	же самое	1	1
481	это разделение	1	1
482	известной степени	3	1
483	из наиболее	1	1
484	одно и	3	1
485	от героя	1	1
486	отношение к	7	1
487	не как	2	1
488	ее не	1	1
489	она может	1	1
490	мог бы	3	1
491	русском языке	1	1
492	игру в	1	1
493	в текстах	2	1
494	с этими	1	1
495	только во	1	1
496	окна и	1	1
497	то она	1	1
498	все виды	1	1
499	до известной	2	1
500	непосредственно к	1	1
501	всех людей	1	1
502	что говорит	1	1
503	также является	1	1
504	в противном	2	1
505	коем случае	2	1
506	что даже	1	1
507	уже по	1	1
508	о чем	3	1
509	все с	1	1
510	а для	2	1
511	лишь один	1	1
512	они могут	1	1
513	только о	2	1
514	в ее	6	1
515	и становится	1	1
516	действия или	1	1
517	характерно что	1	1
518	тот же	1	1
519	может как	1	1
520	непосредственно с	1	1
521	обычно это	1	1
522	как к	5	1
523	и то	4	1
524	в себе	13	1
525	лес но	1	1
526	но на	2	1
527	свое душевное	1	1
528	после того	1	1
529	во всей	3	1
530	должно быть	1	1
531	время и	1	1
532	других для	1	1
533	в состоянии	1	1
534	в его	11	1
535	материала и	1	1
536	соединению с	1	1
537	целого а	1	1
538	ее можно	1	1
539	как раз	3	1
540	в формах	2	1
541	такое же	1	1
542	что несмотря	1	1
543	и одна	1	1
544	случаях может	1	1
545	мы легко	2	1
546	на которой	1	1
547	что каждый	2	1
548	включения в	1	1
549	вытекающее из	1	1
550	иными словами	1	1
551	стремится к	1	1
552	таком случае	2	1
553	что все	1	1
554	в их	5	1
555	мы находим	1	1
556	от своих	1	1
557	в рамках	13	1
558	и притом	3	1
559	как ни	1	1
560	или иной	9	1
561	и некоторые	2	1
562	не форма	2	1
563	самые разнообразные	1	1
564	и где	1	1
565	в виду	5	1
566	этим и	1	1
567	дело в	1	1
568	которое в	1	1
569	что не	1	1
570	этой моделью	1	1
571	о жизни	2	1
572	в таком	3	1
573	бы быть	1	1
574	между ними	5	1
575	нас к	1	1
576	быть или	1	1
577	можно предположить	1	1
578	есть в	3	1
579	не есть	1	1
580	от одной	1	1
581	говорят о	1	1
582	между прочим	1	1
583	в мире	24	1
584	слова не	2	1
585	определяет его	1	1
586	так в	4	1
587	противном случае	2	1
588	он состоит	1	1
589	и со	1	1
590	остановимся на	1	1
591	со своей	4	1
592	может рассматриваться	1	1
593	по его	1	1
594	служит для	1	1
595	только и	2	1
596	лишь для	1	1
597	куда же	1	1
598	точек зрения	1	1
599	и это	2	1
600	и развития	1	1
601	пришлось бы	1	1
602	свое место	1	1
603	той или	5	1
604	людей в	1	1
605	этих двух	2	1
606	существа так	1	1
607	в русской	3	1
608	в каждом	1	1
609	читателя в	3	1
610	здесь как	1	1
611	того или	4	1
612	о себе	2	1
613	может иметь	1	1
614	вошел в	1	1
615	разграничены по	1	1
616	более чем	1	1
617	как таковыми	1	1
618	субъективно оно	1	1
619	что от	1	1
620	следит за	1	1
621	могут служить	2	1
622	отличие от	7	1
623	данный момент	2	1
624	и описаны	1	1
625	имен и	1	1
626	одну из	1	1
627	но всегда	1	1
628	но он	3	1
629	говорится и	1	1
630	иногда впрочем	1	1
631	отношение между	1	1
632	так что	1	1
633	не более	1	1
634	является его	1	1
635	кажется что	1	1
636	одним словом	1	1
637	что касается	1	1
638	но она	2	1
639	как видно	1	1
640	ним как	1	1
641	не дает	1	1
642	иметь в	1	1
643	является одним	1	1
644	как явление	1	1
645	а этот	1	1
646	они хотят	1	1
647	однако если	3	1
648	или иное	1	1
649	чем является	1	1
650	в самостоятельный	1	1
651	на свое	1	1
652	когда мы	1	1
653	на это	1	1
654	быть не	1	1
655	в тексте	13	1
656	могут изучаться	1	1
657	качестве его	1	1
658	это правило	1	1
659	в систему	1	1
660	со мной	1	1
661	действующего лица	1	1
662	друг другу	1	1
663	которые в	1	1
664	говорилось выше	1	1
665	это делает	1	1
666	этом и	1	1
667	материала в	2	1
668	узнает в	1	1
669	он показывает	1	1
670	теми же	1	1
671	в силу	4	1
672	здесь также	1	1
673	является непосредственным	1	1
674	из этого	2	1
675	в области	8	1
676	тех или	2	1
677	с первых	1	1
678	если на	1	1
679	персонажи могут	1	1
680	может и	1	1
681	в него	1	1
682	природой и	1	1
683	одна ночь	1	1
684	его можно	1	1
685	с ее	6	1
686	случае это	1	1
687	и объект	1	1
688	нет не	1	1
689	дело обстоит	1	1
690	и совершенно	1	1
691	дает ему	1	1
692	или точнее	1	1
693	их отношении	1	1
694	есть не	1	1
695	а сама	1	1
696	в е	1	1
697	которая служит	1	1
698	может или	1	1
699	тысяча и	1	1
