N	3gram	Vygotskiy_	formyVre
291	не могут быть	3	1
292	никогда не может	1	1
293	связей и отношений	1	1
294	не оставляет никаких	1	1
295	на этом же	1	1
296	мы сказали выше	1	1
297	одной и той	5	1
298	действительности мы говорим	1	1
299	а это и	1	1
300	с другом но	1	1
301	в своей структуре	1	1
302	но и для	1	1
