N	3gram	Tiupa_Hudo	Tvorches
130	ничего общего с	1	1
131	в рассказе она	1	1
132	он живет в	1	1
133	а между тем	3	1
134	х годов xix	1	1
135	и потому что	1	1
136	д с лихачев	1	1
137	человека если же	1	1
138	а кто же	1	1
139	в один ряд	1	1
140	героя и героини	1	1
141	по мнению а	1	1
142	в чем не	1	1
143	в финале рассказа	5	1
144	том что я	1	1
145	а с другой	1	1
146	внешнего и внутреннего	1	1
147	и в других	1	1
148	знать об этом	1	1
149	приходит в голову	1	1
150	чувство стыда за	1	1
151	в соседней комнате	1	1
152	в первой главе	3	1
153	в них нет	1	1
154	потому что не	1	1
155	относится и к	1	1
156	на то чтобы	2	1
157	в этом источник	1	1
158	то же самое	3	1
159	даже не в	1	1
160	к тому что	8	1
161	прежде всего его	1	1
162	не может не	1	1
163	в стороне от	1	1
164	на самом же	1	1
165	для всего мира	2	1
166	того времени как	1	1
167	не только на	1	1
168	бы то ни	1	1
169	сказывается и в	1	1
170	на наших глазах	1	1
171	сих пор еще	1	1
172	обращая внимания на	1	1
173	на первый взгляд	1	1
174	о том чтобы	1	1
175	что можно сказать	1	1
176	и в этом	3	1
177	быть может и	1	1
178	можно так выразиться	1	1
179	в том и	1	1
180	героя делает его	1	1
181	того или иного	4	1
182	за то что	1	1
183	все с той	1	1
184	на другой день	1	1
185	к ней в	1	1
186	той или иной	1	1
187	если же это	1	1
188	уже говорилось о	1	1
189	не вступает в	1	1
190	не в его	1	1
191	и у чехова	1	1
192	принципиально важно для	1	1
193	о нем и	1	1
194	самом же деле	1	1
195	у нее была	1	1
196	прежде всего на	1	1
197	не обладает никакой	1	1
198	в том смысле	1	1
199	с той же	1	1
200	в движении сюжета	1	1
201	это своего рода	2	1
202	так и не	3	1
203	подробнее об этом	2	1
204	страх перед жизнью	1	1
205	ту или иную	2	1
206	что же касается	2	1
207	по мнению с	1	1
208	все более и	1	1
209	только в качестве	1	1
210	в г в	1	1
211	с одной стороны	4	1
212	в душе героя	1	1
213	всегда было и	1	1
214	уже говорили о	1	1
215	а и герцена	1	1
216	и а гончарова	1	1
217	в настоящее время	1	1
218	все что можно	1	1
219	более и более	1	1
220	что он вовсе	1	1
221	то и другое	2	1
222	такой же как	1	1
223	все та же	2	1
224	пока что еще	1	1
225	я не могу	1	1
226	по причине ее	1	1
227	превращается в этическую	1	1
228	это еще не	1	1
229	когда же герои	1	1
230	совершенно иного рода	1	1
231	объясняется тем что	1	1
232	письма т с	1	1
233	т п эта	1	1
234	можно было бы	5	1
235	только потому что	2	1
236	имеют для них	1	1
237	и это не	2	1
238	не только потому	1	1
239	подлинного а не	1	1
240	в этом случае	1	1
241	была одной из	1	1
242	же как и	2	1
243	между автором и	2	1
244	он ее не	1	1
245	отставного коллежского асессора	2	1
246	и на него	1	1
247	по мнению ученого	1	1
248	одна и та	1	1
249	друг для друга	3	1
250	жизни и с	1	1
251	в творчестве чехова	3	1
252	не обращая внимания	1	1
253	сознания не только	1	1
254	годов xix века	1	1
255	все это делает	1	1
256	я никогда не	1	1
257	как бы лишены	1	1
258	для него было	1	1
259	к жизни в	1	1
260	русского романа и	1	1
261	ни в чем	1	1
262	того факта что	1	1
263	как уже говорилось	1	1
264	еще ничего не	1	1
265	если бы не	2	1
