N	2gram	Potebnia_M	Analitik
141	если бы	20	8
142	и все	5	8
143	что он	8	8
144	перед нами	3	8
145	не является	1	8
146	с точки	3	8
147	хотя и	3	8
148	этом отношении	2	8
149	времени и	2	8
150	одного из	1	8
151	во всяком	4	7
152	времени в	1	7
153	в одном	4	7
154	как мы	8	7
155	в нашем	1	7
156	который в	2	7
157	от себя	1	7
158	не мог	1	7
159	по преимуществу	1	7
160	внимание на	2	7
161	несмотря на	2	7
162	в ее	3	7
163	у него	3	7
164	в таком	6	7
165	как говорит	1	7
166	и тем	8	7
167	в свое	2	7
168	свое время	1	7
169	собственно говоря	2	7
170	в глазах	3	7
171	всяком случае	3	7
172	все это	4	7
173	со своим	2	7
174	таком случае	2	7
175	однако не	1	7
176	в новом	2	7
177	на его	4	7
178	субъекта и	1	7
179	или иначе	1	7
180	во времени	2	7
181	и т.д	1	7
182	художественного произведения	6	7
183	себя и	4	7
184	место в	4	7
185	что иное	1	7
186	как будто	1	7
187	иное как	1	7
188	во всем	2	6
189	с самим	1	6
190	те же	6	6
191	так или	2	6
192	а напротив	2	6
193	или в	4	6
194	художественное произведение	6	6
195	при всей	2	6
196	одного и	2	6
197	хотя бы	3	6
198	превращается в	3	6
199	не что	1	6
200	с другим	2	6
201	вовсе не	13	6
202	из них	11	6
203	то в	1	6
204	тем не	7	6
205	не знает	4	6
206	что не	12	6
207	не будет	4	6
208	могла бы	2	6
209	его как	3	6
210	в силу	7	6
211	в нем	16	6
212	он был	1	6
213	если в	2	6
214	из которых	1	6
215	из того	2	6
216	не более	1	6
217	от своего	2	6
218	и более	4	6
219	и состоит	2	6
220	из этих	10	6
221	в сознании	36	6
222	более чем	2	6
223	и то	13	6
224	ответ на	3	6
225	уже в	10	6
226	есть в	6	6
227	по его	1	6
228	должен быть	1	6
229	его в	6	6
230	тем более	9	6
231	же в	3	6
232	что на	3	6
233	все что	4	5
234	которая в	1	5
235	не так	1	5
236	по выражению	1	5
237	не как	3	5
238	в этих	2	5
239	в них	9	5
240	в первом	5	5
241	мысль о	12	5
242	тем что	13	5
243	в один	4	5
244	ведет к	1	5
245	а а	2	5
246	исходя из	1	5
247	в котором	7	5
248	входит в	3	5
249	для того	8	5
250	для себя	3	5
251	в слове	41	5
252	в эту	4	5
253	к этому	3	5
254	не дано	1	5
255	и он	1	5
256	проявляется в	2	5
257	с другими	9	5
258	ни в	2	5
259	я не	1	5
260	и до	2	5
261	того и	2	5
262	я есть	1	5
263	но как	2	5
264	а с	4	5
265	так что	14	5
266	бы быть	3	5
267	и по	5	5
268	и потому	9	5
269	как сам	1	5
270	и здесь	3	5
271	говорит и	1	5
272	не могут	7	5
273	самом деле	5	5
274	с таким	3	5
275	как о	3	5
276	к его	2	5
277	жизни в	1	5
278	да и	2	5
279	еще и	1	5
280	что мы	16	5
281	каждый из	1	5
282	он в	1	5
283	а и	5	5
284	произведении искусства	4	5
285	тот же	2	5
286	в художественном	1	5
287	этом случае	2	5
288	принадлежит к	1	5
289	ни с	1	5
290	на вопрос	2	5
291	мы не	17	5
292	с их	1	5
293	в общем	1	5
294	все эти	1	5
295	одно из	6	5
296	внешнего мира	1	5
297	человека к	1	5
298	в поле	1	5
299	как предмет	2	5
300	в искусстве	6	5
301	и их	4	5
302	таким же	2	5
303	говоря словами	2	4
304	связь с	4	4
305	в своих	2	4
306	к самому	2	4
307	в собственном	3	4
308	что по	4	4
309	большей или	1	4
310	отличается от	1	4
311	так в	4	4
312	нам представляется	1	4
313	с этим	12	4
314	нам не	2	4
315	состоит не	4	4
316	в действительности	7	4
317	только на	4	4
318	значительной степени	2	4
319	что же	3	4
320	из виду	4	4
321	сказать что	8	4
322	известной степени	1	4
323	на него	3	4
324	что она	4	4
325	не все	5	4
326	к нему	7	4
327	и представляет	1	4
328	ни было	2	4
329	не было	12	4
330	в которой	9	4
331	одним из	3	4
332	смысла но	1	4
333	между ними	4	4
334	в двух	1	4
335	в чем	6	4
336	на себе	3	4
337	бы в	3	4
338	в каждом	6	4
339	могли бы	3	4
340	в устах	1	4
341	мы уже	5	4
342	то ни	1	4
343	и что	13	4
344	этом смысле	2	4
345	или меньшей	1	4
346	и от	5	4
347	и есть	4	4
348	его к	2	4
349	а как	2	4
350	чем и	1	4
351	искусства в	1	4
352	были бы	1	4
353	однако с	1	4
354	кто говорит	1	4
355	была бы	5	4
356	как он	1	4
357	а именно	1	4
358	с ними	6	4
359	бы не	6	4
360	в известном	1	4
361	и т	12	4
362	это и	2	4
363	его и	1	4
364	потому что	82	4
365	того чтобы	5	4
366	и если	4	4
367	не должно	1	4
368	и тогда	4	4
369	вслед за	6	4
370	и а	1	4
371	и во	1	4
372	но это	9	4
373	о нем	1	4
374	ему в	2	4
375	так у	2	4
376	свидетельствует о	1	4
377	как у	2	4
378	ее в	2	4
379	из своих	1	4
380	бы и	4	4
381	на которой	4	4
382	ко второму	2	4
383	указывает на	8	4
384	сама по	3	4
385	или даже	1	4
386	по своему	2	4
387	об этом	4	4
388	и другого	2	4
389	жизнь и	1	4
390	человека в	2	4
391	но при	1	4
392	произведения искусства	2	4
393	его не	2	4
394	на основе	1	4
395	и ее	1	4
396	отношение к	2	4
397	и о	6	4
398	в области	3	4
399	или точнее	1	4
400	от него	2	3
401	человеческой жизни	3	3
402	быть признано	1	3
403	с этой	2	3
404	его за	2	3
405	тем как	4	3
406	какой бы	1	3
407	в виду	1	3
408	быть может	7	3
409	с действительностью	1	3
410	вопрос об	2	3
411	и с	4	3
412	на свою	2	3
413	в речи	4	3
414	в жизни	1	3
415	с тем	9	3
416	только для	3	3
417	тем в	1	3
418	в такой	2	3
419	вопрос о	2	3
420	раз и	1	3
421	другого в	2	3
422	на самом	4	3
423	уже о	1	3
424	это было	3	3
425	и той	4	3
426	одной и	6	3
427	произведения но	1	3
428	себе в	2	3
429	и далее	1	3
430	было сказано	2	3
431	именно такого	1	3
432	как на	6	3
433	что все	5	3
434	в противном	1	3
435	и внешней	1	3
436	тут же	2	3
437	на котором	4	3
438	к ее	1	3
439	гораздо более	1	3
440	бы то	2	3
441	что у	4	3
442	первом случае	2	3
443	должно быть	9	3
444	в состоянии	5	3
445	я как	5	3
446	которого он	1	3
447	и за	1	3
448	связи с	6	3
449	всякий раз	1	3
450	не говорит	2	3
451	с двумя	1	3
452	очевидно что	9	3
453	в связи	1	3
454	в ряду	7	3
455	так сказать	6	3
456	между собой	1	3
457	представляется нам	2	3
458	что как	4	3
459	он сам	2	3
460	а для	1	3
461	здесь как	3	3
462	понимание есть	1	3
463	хотя в	3	3
464	и тот	5	3
465	а тем	3	3
466	теми же	1	3
467	бы ни	6	3
468	на место	1	3
469	и следует	2	3
470	во время	4	3
471	нам кажется	7	3
472	на жизнь	1	3
473	в столь	1	3
474	например в	9	3
475	тогда когда	20	3
476	на первом	1	3
477	что они	2	3
478	никак не	3	3
479	переходит от	2	3
480	и внешнего	1	3
481	себе не	6	3
482	можно было	1	3
483	оно не	7	3
484	сами по	3	3
485	если не	6	3
486	до этого	2	3
487	есть лишь	1	3
488	ни о	3	3
489	мы могли	2	3
490	заключается в	2	3
491	никто не	5	3
492	о котором	2	3
493	зависимости от	1	3
494	на каждом	1	3
495	во сне	1	3
496	в словах	3	3
497	человека и	8	3
498	только одно	1	3
499	то он	2	3
500	языка и	5	3
501	тех же	1	3
502	быть не	4	3
503	из его	1	3
504	тех пор	5	3
505	для нее	1	3
506	и наоборот	5	3
507	образом не	1	3
508	т п	7	3
509	с людьми	1	3
510	анализа в	1	3
511	речи в	1	3
512	мог бы	1	3
513	к миру	1	3
514	на этот	1	3
515	его можно	1	3
516	к содержанию	4	3
517	как кажется	2	3
518	как нельзя	1	3
519	на языке	2	3
520	так как	20	3
521	за собою	4	3
522	указание на	2	3
523	дело в	1	3
524	о ее	1	3
525	и е	1	3
526	но с	1	3
527	в таких	4	3
528	а о	1	3
529	сам по	9	3
530	не от	3	3
531	который как	1	3
532	а то	2	3
533	о жизни	1	3
534	для науки	1	3
535	и без	9	3
536	в какой	3	3
537	противном случае	1	3
538	мира и	1	3
539	к своему	3	3
540	и я	3	3
541	один и	2	3
542	не говоря	3	3
543	может иметь	1	3
544	только к	1	3
545	раз не	1	3
546	она не	4	3
547	однако если	1	3
548	в ней	11	3
549	но он	3	3
550	независимо от	10	3
551	мы должны	6	3
552	и может	4	3
553	на меня	1	3
554	говоря о	5	3
555	человека с	2	3
556	этих случаях	1	3
557	по этой	1	3
558	его я	3	3
559	и б	2	3
560	же самое	3	3
561	нас самих	1	3
562	которые в	1	3
563	произведения не	2	3
564	когда он	1	3
565	может показаться	1	3
566	слова в	7	3
567	жизни и	3	3
568	личности к	1	3
569	на то	6	3
570	душевной жизни	10	3
571	может и	1	3
572	для этого	1	3
573	и наконец	3	3
574	из уст	1	3
575	не к	4	3
576	науки о	1	2
577	еще раз	2	2
578	говоря уже	1	2
579	случае мы	1	2
580	еще более	1	2
581	тому что	6	2
582	в субъекте	2	2
583	в разных	4	2
584	два различных	1	2
585	или нет	1	2
586	то ли	1	2
587	с первой	1	2
588	среди других	1	2
589	как было	1	2
590	от них	4	2
591	ко всем	5	2
592	встречается в	1	2
593	более или	6	2
594	добрый и	1	2
595	каждом отдельном	1	2
596	от всего	4	2
597	она по	1	2
598	к другим	4	2
599	с не	2	2
600	только через	1	2
601	их в	3	2
602	в одно	8	2
603	на эту	1	2
604	не вполне	1	2
605	и слово	6	2
606	этой стороны	2	2
607	но мы	3	2
608	так например	3	2
609	на первый	1	2
610	в переносном	1	2
611	любви к	1	2
612	было не	1	2
613	к художественному	1	2
614	что этот	2	2
615	языка в	6	2
616	так для	1	2
617	своей природе	1	2
618	и каждое	2	2
619	имеет в	1	2
620	во многих	3	2
621	как совокупность	2	2
622	и действия	2	2
623	должна была	1	2
624	смерти и	1	2
625	но они	1	2
626	на пути	2	2
627	связь между	6	2
628	язык есть	6	2
629	есть ни	4	2
630	а между	6	2
631	принадлежит не	1	2
632	уже и	1	2
633	так же	6	2
634	субъекту и	1	2
635	в глаза	2	2
636	и себя	2	2
637	его собственной	1	2
638	в прошлом	1	2
639	к ним	3	2
640	двух других	1	2
641	вообще и	2	2
642	другого не	1	2
643	перед ним	1	2
644	быть в	1	2
645	к которому	1	2
646	с этими	1	2
647	как я	1	2
648	отношения в	1	2
649	сих пор	4	2
650	жизни не	3	2
651	что именно	5	2
652	друг с	1	2
653	в отдельных	2	2
654	уже по	3	2
655	в системе	2	2
656	она есть	2	2
657	они могут	2	2
658	но сама	1	2
659	восприятия как	1	2
660	научный анализ	1	2
661	намек на	1	2
662	не принадлежат	1	2
663	мы видим	3	2
664	сравнении с	1	2
665	научного анализа	2	2
666	от его	2	2
667	время и	2	2
668	его собственных	1	2
669	эту минуту	4	2
670	же нам	3	2
671	что при	3	2
672	бытия и	1	2
673	о ком	1	2
674	не удается	1	2
675	мы можем	13	2
676	что между	2	2
677	то она	1	2
678	отношения между	4	2
679	внутреннее единство	2	2
680	или не	3	2
681	том же	2	2
682	к чему	2	2
683	как его	1	2
684	при одном	1	2
685	в эстетическом	1	2
686	с одним	3	2
687	не остается	1	2
688	человек и	2	2
689	по одному	1	2
690	между прочим	5	2
691	одном из	4	2
692	же точно	1	2
693	деле в	2	2
694	об искусстве	1	2
695	зрения и	2	2
696	же касается	1	2
697	а только	7	2
698	например как	1	2
699	произведение есть	2	2
700	могло бы	2	2
701	подобных случаях	1	2
702	я был	1	2
703	на которую	2	2
704	следует однако	2	2
705	лица и	3	2
706	что даже	5	2
707	не означает	1	2
708	не могу	1	2
709	как научного	1	2
710	здесь мы	1	2
711	вообще не	1	2
712	одно и	7	2
713	и та	5	2
714	для человека	8	2
715	не могла	2	2
716	в форме	2	2
717	ли я	1	2
718	в нас	2	2
719	когда мы	4	2
720	ними в	3	2
721	как может	1	2
722	другому в	1	2
723	к первому	2	2
724	оно и	1	2
725	один в	1	2
726	вера в	1	2
727	и др	1	2
728	них не	4	2
729	что может	1	2
730	понимание и	1	2
731	ей не	1	2
732	начало и	1	2
733	если они	1	2
734	произведений искусства	2	2
735	другого как	1	2
736	для чего	1	2
737	слова до	1	2
738	имеет свою	2	2
739	само становится	1	2
740	в пространстве	1	2
741	судя по	3	2
742	и сами	2	2
743	себе самом	1	2
744	взгляд на	1	2
745	до сих	4	2
746	в тени	2	2
747	та же	3	2
748	за ним	4	2
749	и конечно	1	2
750	и должны	1	2
751	внутреннего и	1	2
752	читатель может	1	2
753	своего собственного	1	2
754	в противоречие	1	2
755	и при	5	2
756	лично для	1	2
757	что это	6	2
758	от нас	4	2
759	по слову	1	2
760	о которой	1	2
761	на лице	1	2
762	том и	1	2
763	под этим	1	2
764	сосредоточиться на	1	2
765	все его	2	2
766	должен был	2	2
767	оно ни	2	2
768	ни одно	2	2
769	о самом	1	2
770	оно есть	4	2
771	даже не	2	2
772	значения и	1	2
773	в процессе	2	2
774	таких случаях	2	2
775	не такое	1	2
776	не имеет	10	2
777	в сравнении	4	2
778	может не	1	2
779	всей своей	1	2
780	к другому	3	2
781	думать что	6	2
782	нет ничего	2	2
783	истории не	1	2
784	бы с	1	2
785	целого если	1	2
786	в течение	2	2
787	это только	2	2
788	у меня	2	2
789	на два	1	2
790	всех сторон	3	2
791	на это	4	2
792	не сам	1	2
793	время в	3	2
794	ни был	3	2
795	себя не	1	2
796	в которую	1	2
797	внимания на	1	2
798	составляет не	1	2
799	есть имя	1	2
800	получает от	1	2
801	при помощи	2	2
802	непосредственно к	1	2
803	но без	2	2
804	может ли	1	2
805	тем же	6	2
806	начиная с	1	2
807	произведения и	1	2
808	из первых	1	2
809	с нею	5	2
810	забывать что	1	2
811	легко может	1	2
812	он может	2	2
813	к субъекту	2	2
814	но если	2	2
815	появляется в	1	2
816	власть над	2	2
817	в самой	1	2
818	который и	1	2
819	первый взгляд	1	2
820	я так	1	2
821	и эстетическим	1	2
822	только по	5	2
823	в поэзии	4	2
824	зависит от	7	2
825	и вот	1	2
826	в художественной	1	2
827	не будем	1	2
828	он как	2	2
829	то самое	1	2
830	упускать из	2	2
831	или с	2	2
832	к истории	1	2
833	и восприятия	1	2
834	что с	2	2
835	случае его	1	2
836	для нас	40	2
837	ли человек	1	2
838	у нас	2	2
839	а все	1	2
840	смысле этого	9	2
841	как нечто	3	2
842	слова не	2	2
843	все равно	5	2
844	что ни	3	2
845	образом в	4	2
846	жизни это	1	2
847	но эта	3	2
848	в ту	2	2
849	иметь место	1	2
850	более что	1	2
851	и вещь	1	2
852	других в	2	2
853	в следующем	1	2
854	на все	3	2
855	на всем	1	2
856	бы мы	2	2
857	рядов в	1	2
858	с другом	1	2
859	которой он	1	2
860	или менее	6	2
861	и таким	1	2
862	целого и	1	2
863	в одной	1	2
864	скучно и	1	2
865	к одному	7	2
866	как показывает	1	2
867	там где	6	2
868	со всех	3	2
869	и эти	1	2
870	до тех	5	2
871	как человек	1	2
872	нет и	2	2
873	то и	10	2
874	свободы но	1	2
875	а от	2	2
876	не по	1	2
877	с языком	3	2
878	от всех	1	2
879	к тем	4	2
880	кажется не	1	2
881	стало быть	4	2
882	самое время	1	2
883	в большинстве	2	2
884	как огонь	1	2
885	прежде чем	2	2
886	к понятию	1	2
887	зависимость от	1	2
888	имени и	1	2
889	тот кто	1	2
890	бы он	1	2
891	не можем	8	2
892	по этому	2	2
893	как внутренняя	1	2
894	все более	2	2
895	и только	5	2
896	художественное творчество	1	2
897	при воспоминании	2	1
898	мы наблюдаем	1	1
899	о таком	1	1
900	они имеют	1	1
901	к действительности	1	1
902	с уверенностью	1	1
903	могут иметь	1	1
904	несомненно что	3	1
905	из многих	3	1
906	в душе	17	1
907	каждой из	3	1
908	это далеко	1	1
909	речи то	1	1
910	со второй	1	1
911	же и	3	1
912	другим и	1	1
913	ко второй	1	1
914	люди которые	2	1
915	только что	12	1
916	ходят ли	1	1
917	самого себя	3	1
918	творчества в	1	1
919	звуков но	1	1
920	прямо на	1	1
921	при объяснении	2	1
922	и имеет	1	1
923	степени как	1	1
924	не сознается	1	1
925	или по	2	1
926	в стороне	1	1
927	вновь и	1	1
928	а у	1	1
929	к знанию	1	1
930	он видит	1	1
931	научный факт	2	1
932	ограниченного числа	1	1
933	в большей	3	1
934	мысли и	8	1
935	что то	1	1
936	менее не	1	1
937	внутренней форме	1	1
938	по-видимому не	2	1
939	нас в	3	1
940	например с	1	1
941	в общей	1	1
942	только тогда	13	1
943	не годится	1	1
944	случае он	1	1
945	в различных	2	1
946	по способу	1	1
947	по мере	12	1
948	свое имя	1	1
949	те свойства	1	1
950	этой последней	2	1
951	смысла а	2	1
952	выше его	2	1
953	целом как	1	1
954	границы между	1	1
955	предполагает в	2	1
956	что скрыто	1	1
957	одновременно не	1	1
958	но все	2	1
959	от одного	5	1
960	путь через	1	1
961	а во-вторых	1	1
962	значения в	1	1
963	на мир	2	1
964	равно как	2	1
965	каким образом	2	1
966	мысли как	4	1
967	почти то	4	1
968	слова с	4	1
969	говорят о	1	1
970	с высоты	2	1
971	принадлежат к	1	1
972	места и	1	1
973	развития но	1	1
974	можно поставить	1	1
975	не следствие	1	1
976	давно уже	4	1
977	его на	3	1
978	его по	1	1
979	значение слов	1	1
980	начинается с	1	1
981	я из	1	1
982	конечная цель	1	1
983	мысли о	6	1
984	не вносит	1	1
985	область истории	1	1
986	этом можно	1	1
987	должно бы	2	1
988	предмета и	2	1
989	человека есть	1	1
990	же после	1	1
991	которое не	2	1
992	я а	3	1
993	языка то	1	1
994	к своим	1	1
995	когда бы	1	1
996	действительность в	1	1
997	и из	2	1
998	равно он	1	1
999	а вместе	2	1
1000	время с	1	1
1001	говорится о	1	1
1002	что сознание	4	1
1003	занимающего нас	1	1
1004	на человека	2	1
1005	же следует	2	1
1006	и такие	1	1
1007	себе все	2	1
1008	никаких оснований	1	1
1009	на сердце	1	1
1010	составленное из	2	1
1011	же художественное	1	1
1012	сводятся к	2	1
1013	на счастье	1	1
1014	пор пока	2	1
1015	порядка в	1	1
1016	только как	9	1
1017	но даже	3	1
1018	должна быть	2	1
1019	из жизни	1	1
1020	сама собою	1	1
1021	искусства и	3	1
1022	и другой	1	1
1023	научной мысли	2	1
1024	оно как	1	1
1025	миф о	1	1
1026	которыми он	1	1
1027	то фраза	1	1
1028	имея в	1	1
1029	остроумием и	1	1
1030	из себя	3	1
1031	в изучении	1	1
1032	об отношении	5	1
1033	них и	1	1
1034	из своего	1	1
1035	и формы	1	1
1036	пока не	2	1
1037	трех моментов	1	1
1038	не об	2	1
1039	точно так	15	1
1040	и выражение	1	1
1041	же или	2	1
1042	приходит к	1	1
1043	средствами не	1	1
1044	и значение	2	1
1045	чем с	1	1
1046	вообще но	1	1
1047	внимания к	1	1
1048	словесного выражения	1	1
1049	из каких-либо	2	1
1050	вещь а	1	1
1051	что ее	1	1
1052	действительность с	1	1
1053	состав этого	1	1
1054	не я	3	1
1055	до того	5	1
1056	что те	2	1
1057	то можно	1	1
1058	второй половины	1	1
1059	мы привыкли	1	1
1060	исходная форма	1	1
1061	принадлежащих к	1	1
1062	прозы в	1	1
1063	и еще	1	1
1064	это единство	2	1
1065	не дай	1	1
1066	об отсутствии	1	1
1067	с такою	1	1
1068	своего языка	1	1
1069	слове как	2	1
1070	эту сущность	1	1
1071	обращенная к	1	1
1072	таких условиях	1	1
1073	еще ничего	1	1
1074	как для	1	1
1075	не имеющими	1	1
1076	самим слушающим	1	1
1077	такая же	2	1
1078	и научной	1	1
1079	языка как	1	1
1080	до такой	3	1
1081	во времена	2	1
1082	составляющих его	1	1
1083	слово не	6	1
1084	зрения мы	1	1
1085	входят в	3	1
1086	не умеет	1	1
1087	тот что	1	1
1088	не заставит	1	1
1089	каждое из	2	1
1090	эстетическое впечатление	1	1
1091	оно представляет	1	1
1092	нас а	1	1
1093	по одной	1	1
1094	является условием	1	1
1095	из самой	1	1
1096	и внутренняя	1	1
1097	именно с	1	1
1098	их понимание	1	1
1099	нас или	1	1
1100	и чувства	1	1
1101	к этим	1	1
1102	по которой	1	1
1103	как зерно	1	1
1104	начать со	1	1
1105	и речь	1	1
1106	жизни с	1	1
1107	ли эта	1	1
1108	имеет места	1	1
1109	чем более	4	1
1110	она ни	1	1
1111	та и	2	1
1112	своего развития	1	1
1113	другим что	1	1
1114	того о	1	1
1115	в подобных	1	1
1116	восприятии и	1	1
1117	одном неделимом	1	1
1118	его собственного	1	1
1119	такой степени	5	1
1120	в самую	1	1
1121	при котором	2	1
1122	есть выражение	3	1
1123	которым человек	1	1
1124	влияние на	3	1
1125	одном слове	1	1
1126	то оно	4	1
1127	между его	2	1
1128	она и	1	1
1129	менее в	1	1
1130	так слово	3	1
1131	нельзя сказать	5	1
1132	когда два	1	1
1133	после того	2	1
1134	от объяснения	1	1
1135	заключенное в	2	1
1136	но еще	1	1
1137	при слове	4	1
1138	внутренняя форма	18	1
1139	что я	5	1
1140	что уже	2	1
1141	чем-то внешним	1	1
1142	мы знаем	1	1
1143	напротив в	2	1
1144	и легко	1	1
1145	отзывается в	1	1
1146	полнота и	1	1
1147	него самого	3	1
1148	поэтому всякое	1	1
1149	как того	1	1
1150	свободу и	1	1
1151	лучше чем	1	1
1152	что такое	2	1
1153	и сама	2	1
1154	ли возможно	1	1
1155	это верно	1	1
1156	в тот	1	1
1157	это слово	6	1
1158	стремится к	3	1
1159	не ограничивается	1	1
1160	слова однако	1	1
1161	общий смысл	1	1
1162	о нас	1	1
1163	совершает в	1	1
1164	наше внимание	1	1
1165	художника не	1	1
1166	поэзии не	1	1
1167	сознание оно	1	1
1168	только полным	1	1
1169	свободы и	1	1
1170	себе путь	1	1
1171	в несколько	1	1
1172	ли мы	3	1
1173	века не	2	1
1174	и отношения	1	1
1175	как по	1	1
1176	есть явление	1	1
1177	что его	3	1
1178	сознания не	1	1
1179	есть вне	1	1
1180	одновременно представляет	1	1
1181	собою два	1	1
1182	его мысли	1	1
1183	в понятии	2	1
1184	слова только	1	1
1185	этого я	1	1
1186	отдельно в	1	1
1187	столько и	1	1
1188	между этими	1	1
1189	в последних	1	1
1190	этом последнем	2	1
1191	же оно	1	1
1192	указывая на	2	1
1193	эти три	1	1
1194	самым и	1	1
1195	художественном произведении	3	1
1196	при мысли	1	1
1197	большинстве случаев	2	1
1198	содержание к	1	1
1199	рядом с	2	1
1200	без которого	2	1
1201	и вместе	6	1
1202	меня так	1	1
1203	что никто	1	1
1204	от этого	2	1
1205	при понимании	4	1
1206	образа а	1	1
1207	больше и	1	1
1208	должно было	2	1
1209	его жизни	2	1
1210	слово в	6	1
1211	предполагает что	4	1
1212	лишь для	1	1
1213	себе и	1	1
1214	точек зрения	1	1
1215	к мысли	4	1
1216	достигает своего	1	1
1217	из одного	3	1
1218	от полной	1	1
1219	более в	1	1
1220	собою и	3	1
1221	полагает что	1	1
1222	теперь и	2	1
1223	действительности и	3	1
1224	то эти	1	1
1225	ли что	1	1
1226	человека а	2	1
1227	с вопросом	1	1
1228	нам остается	1	1
1229	что хотя	8	1
1230	всякое понимание	1	1
1231	точкой зрения	1	1
1232	рождается в	1	1
1233	в понимающем	2	1
1234	слово есть	12	1
1235	если оно	1	1
1236	его внутреннюю	2	1
1237	и познания	1	1
1238	только путем	1	1
1239	приводит его	1	1
1240	факт не	1	1
1241	при чтении	2	1
1242	в живой	3	1
1243	можно принять	1	1
1244	как субъект	2	1
1245	мы от	1	1
1246	не составляет	2	1
1247	со многими	2	1
1248	все остальные	3	1
1249	близко к	1	1
1250	фигуры в	1	1
1251	тот человек	3	1
1252	в объеме	1	1
1253	с образами	2	1
1254	и речи	1	1
1255	совсем не	2	1
1256	от содержания	1	1
1257	эти слова	2	1
1258	своей субъективности	1	1
1259	любимого человека	1	1
1260	и веселья	1	1
1261	отношение между	1	1
1262	для понятия	2	1
1263	или может	1	1
1264	один цвет	1	1
1265	мысли можно	1	1
1266	ни была	1	1
1267	языком и	3	1
1268	отличаются от	1	1
1269	за порогом	1	1
1270	к чему-то	1	1
1271	на чем	3	1
1272	именно потому	1	1
1273	как объект	1	1
1274	не заключает	3	1
1275	если же	1	1
1276	должны быть	3	1
1277	еще очевиднее	1	1
1278	ничего нового	1	1
1279	над другими	1	1
1280	в приведенном	3	1
1281	но только	3	1
1282	уже потому	1	1
1283	тем и	5	1
1284	лишь один	1	1
1285	такое что	1	1
1286	не представляется	1	1
1287	бы уже	1	1
1288	и затем	3	1
1289	чтобы их	1	1
1290	миру и	1	1
1291	в нее	5	1
1292	достигается в	2	1
1293	как один	1	1
1294	имеет значение	6	1
1295	различных по	1	1
1296	которого в	3	1
1297	никоим образом	1	1
1298	степени ее	1	1
1299	требует чтобы	2	1
1300	мысли от	2	1
1301	и какое	1	1
1302	того кто	2	1
1303	к языку	1	1
1304	например не	2	1
1305	не само	1	1
1306	я это	1	1
1307	из нее	2	1
1308	в связь	1	1
1309	каков бы	1	1
1310	нельзя не	1	1
1311	на словах	2	1
1312	и никогда	1	1
