N	2gram	Medvedev_S	Formalny
144	литературы на	1	4
145	но именно	1	4
146	и о	1	4
147	зависит от	1	4
148	сама по	1	4
149	или даже	2	4
150	наука о	1	4
151	только то	1	4
152	лучшем случае	1	4
153	литература как	1	3
154	ровно ничего	1	3
155	это значит	1	3
156	исторического развития	2	3
157	историю литературы	1	3
158	от общих	1	3
159	жанра и	1	3
160	на первый	1	3
161	как совокупность	1	3
162	из себя	1	3
163	не выходит	1	3
164	нашей работы	1	3
165	но как	1	3
166	исторической поэтики	1	3
167	в чем	1	3
168	в противном	1	3
169	и самые	1	3
170	не дает	1	3
171	никак не	1	3
172	вряд ли	1	3
173	том как	1	3
174	перед нами	1	3
175	и заключается	2	3
176	так называемым	1	3
177	вступает в	1	3
178	ни были	1	3
179	теоретическая поэтика	1	3
180	развиваться в	1	3
181	пришлось бы	1	3
182	теоретической мысли	1	3
183	этом не	1	3
184	противном случае	1	3
185	перейти к	1	3
186	тем более	2	3
187	метод и	2	3
188	первый план	1	3
189	же самое	1	3
190	изучения и	1	3
191	что на	1	3
192	или нет	1	2
193	положения в	1	2
194	именно и	1	2
195	формальным методом	1	2
196	работы в	1	2
197	научной мысли	1	2
198	в строгом	1	2
199	лингвистику и	1	2
200	точке зрения	1	2
201	единство не	1	2
202	эти вопросы	1	2
203	что она	1	2
204	мысли в	1	2
205	иначе и	1	2
206	этого и	1	2
207	переходим к	1	2
208	этом нужно	1	2
209	внутреннего единства	1	2
210	тогда и	1	2
211	на психологию	1	2
212	или не	1	2
213	подвести итоги	1	2
214	литературе и	1	2
215	представляется нам	1	2
216	полагает что	1	2
217	а с	1	2
218	все то	1	2
219	но только	1	2
220	слово образ	1	2
221	на отдельные	1	2
222	и есть	1	2
223	нет а	1	2
224	эстетику и	1	2
225	но она	1	2
226	наш автор	1	2
227	где же	1	2
228	далеко не	2	2
229	литературный факт	1	2
230	изучения литературы	1	2
231	друг от	1	2
232	бы о	1	2
233	и понятие	1	2
234	этих вопросов	1	2
235	только тогда	1	2
236	на этот	1	2
237	мы еще	1	2
238	выходит за	1	2
239	исторического изучения	1	2
240	исторической жизни	2	2
241	как художественный	1	2
242	же не	1	2
243	в виде	1	2
244	ведь это	2	2
245	от друга	1	2
246	темы и	1	2
247	в силу	1	2
248	можно будет	1	2
249	он говорит	1	2
250	же это	1	2
251	дело не	2	2
252	историко-литературной работы	1	2
253	к изучению	1	2
254	называемым формальным	1	2
255	их на	1	2
256	более не	1	1
257	же законы	1	1
258	причинной обусловленности	1	1
259	стиль в	1	1
260	приемов а	1	1
261	социологическому методу	1	1
262	тематика художественный	1	1
263	не меняет	1	1
264	законы развития	2	1
265	психологию эстетику	1	1
266	методом по	1	1
267	происходит не	1	1
268	ценная часть	1	1
269	стиля как	1	1
270	и связь	1	1
271	наука а	1	1
272	что без	1	1
273	собой не	1	1
274	только для	1	1
275	предварительно изучается	1	1
276	диалектического материализма	1	1
277	методы и	1	1
278	как только	2	1
279	если литература	1	1
280	для имманентного	1	1
281	материализма для	1	1
282	жанр поэтическая	1	1
283	должны служить	1	1
284	его утверждение	1	1
285	больше того	1	1
286	заключается что	2	1
287	а между	1	1
288	творческой энергии	1	1
289	на ней	1	1
290	поэтическая тематика	1	1
291	поэта и	1	1
292	часть нашей	1	1
293	что все	1	1
294	к вопросам	1	1
295	сакулина нет	2	1
296	как будто	2	1
297	ритм композиция	1	1
298	ними в	1	1
299	крайней мере	1	1
300	изучается имманентно	1	1
301	представить себе	1	1
302	целом все	1	1
303	частности практикуются	1	1
304	и мы	2	1
305	по природе	2	1
306	самые приемы	1	1
307	ввести в	2	1
308	опираясь на	1	1
309	у него	1	1
310	наиболее ценная	1	1
311	формы звук	1	1
312	вытекающих из	1	1
313	есть совокупность	1	1
314	я и	1	1
315	существу это	1	1
316	ныне так	1	1
317	это предварительно	1	1
318	метода как	1	1
319	научная поэтика	1	1
320	делая все	1	1
321	базируются на	1	1
322	остается в	1	1
323	композиция жанр	1	1
324	и понимает	1	1
325	внешними причинами	1	1
326	это по	1	1
327	его собственные	1	1
328	это наиболее	1	1
329	ни одно	1	1
330	и затем	1	1
331	а тем	1	1
332	не один	1	1
333	литературы конечно	1	1
334	образом в	1	1
335	литературы правда	1	1
336	принципы для	1	1
337	имманентно с	1	1
338	и человеком	1	1
339	не мешает	1	1
340	и стало	1	1
341	и будет	1	1
342	и должны	1	1
343	построения новеллы	1	1
344	звук слово	1	1
345	может развиваться	1	1
346	в область	1	1
347	каждом своем	1	1
348	том и	1	1
349	психологии и	1	1
350	выработала теоретическая	1	1
351	о художественных	1	1
352	поэтической формы	1	1
353	методологии истории	3	1
354	его исследования	1	1
355	художественный стиль	1	1
356	поэтики и	1	1
357	из тех	1	1
358	ли не	1	1
359	научного исследования	1	1
360	что таким	1	1
361	этой области	1	1
362	по самому	1	1
363	литературе о	1	1
364	по крайней	1	1
365	литературы только	1	1
366	следующий вывод	1	1
367	и какие	1	1
368	быть не	1	1
369	пишет он	1	1
370	стать наукой	2	1
371	они или	1	1
372	имманентного изучения	3	1
373	это же	1	1
374	она может	2	1
375	развитие но	1	1
376	новые и	1	1
377	методов какие	1	1
378	идей и	2	1
379	чуть ли	1	1
380	дает нам	1	1
381	практикуются ныне	1	1
382	положительное и	1	1
383	должна стать	1	1
384	может не	1	1
385	благодаря этому	1	1
386	же этот	1	1
387	методологической системы	1	1
388	на что	1	1
389	еще и	1	1
390	из путей	1	1
391	тех методов	1	1
392	живого становления	1	1
393	в свои	1	1
394	образ ритм	1	1
395	слова но	1	1
396	о некрасове	1	1
397	между собою	1	1
398	поэтика опираясь	1	1
399	это происходит	1	1
400	без этого	1	1
401	системы как	1	1
402	диалектический материализм	2	1
403	никаких положительных	1	1
404	какие выработала	1	1
405	проникли в	1	1
406	другие методы	1	1
407	как же	3	1
408	элементы поэтической	1	1
409	и остаются	1	1
410	общих принципов	2	1
411	с каким-либо	1	1
412	какие в	1	1
413	изучение литературы	2	1
414	дело осложняется	1	1
415	систематическое единство	1	1
416	очень далеки	1	1
417	и лингвистику	1	1
418	право на	1	1
419	эти два	1	1
420	помощью тех	1	1
421	исследования так	1	1
422	им не	2	1
