N	2gram	Bakhtin_Fr	Literetu
225	жизни на	1	4
226	во всяком	2	4
227	входит в	4	4
228	для того	2	4
229	не всегда	1	4
230	в руках	1	4
231	только на	3	4
232	не вполне	3	4
233	как мы	12	4
234	в индивидуальном	1	4
235	него не	1	4
236	под названием	3	4
237	во всей	4	4
238	к этому	2	4
239	не мог	1	4
240	мышления и	1	4
241	хотя и	4	4
242	для своего	2	4
243	доверие к	1	4
244	человеческого существования	2	4
245	века в	5	4
246	себе и	2	4
247	здесь как	1	4
248	с образом	1	4
249	на этом	2	4
250	за пределы	10	4
251	к своему	1	4
252	могут быть	4	4
253	можно сказать	4	4
254	на рубеже	1	4
255	а потому	1	4
256	о которой	1	4
257	сводится к	1	4
258	в единстве	2	4
259	со всеми	2	4
260	от своего	2	4
261	и все	7	4
262	в пределах	3	4
263	отношения к	5	4
264	приводит к	2	4
265	бы не	1	4
266	знает что	1	4
267	все они	1	4
268	нет ничего	3	4
269	ни к	2	4
270	совершенно не	5	4
271	не является	4	4
272	тех же	3	4
273	но лишь	1	4
274	со всей	1	4
275	одной из	3	4
276	жизнь как	1	4
277	но это	5	4
278	таким образом	5	4
279	в формах	3	4
280	как к	3	4
281	первых десятилетий	2	4
282	и вот	5	4
283	для нас	5	4
284	в г	3	4
285	он один	1	4
286	и прежде	4	4
287	на его	4	4
288	для которого	2	4
289	вовсе не	25	4
290	ко всему	2	4
291	выше и	1	4
292	но при	2	4
293	для кого	1	4
294	во второй	2	4
295	а по	1	4
296	такой же	1	4
297	на то	2	4
298	себе самому	2	4
299	нуждается в	1	4
300	из ведущих	1	4
301	художественное творчество	2	4
302	все что	2	3
303	мы и	4	3
304	же и	1	3
305	о чем	3	3
306	мысли и	4	3
307	в этих	6	3
308	по себе	1	3
309	к тебе	1	3
310	от всего	3	3
311	нет в	1	3
312	мира и	4	3
313	речь идет	1	3
314	себе самой	1	3
315	со своей	1	3
316	он был	3	3
317	во многих	2	3
318	времени в	1	3
319	превращается в	6	3
320	так же	2	3
321	себе в	2	3
322	и еще	5	3
323	не становится	1	3
324	по которым	1	3
325	и культуры	1	3
326	постановка проблемы	2	3
327	который в	1	3
328	с ним	6	3
329	не просто	3	3
330	и подобные	1	3
331	жизни с	1	3
332	говорить о	1	3
333	она и	1	3
334	духовную сферу	1	3
335	этой же	2	3
336	восходящая к	2	3
337	что такое	1	3
338	свободы и	1	3
339	а за	1	3
340	как таковое	1	3
341	не есть	1	3
342	и перед	3	3
343	в чем	2	3
344	той или	5	3
345	но как	3	3
346	текста и	1	3
347	художественная практика	1	3
348	вот в	1	3
349	же это	1	3
350	над ним	1	3
351	он в	2	3
352	что для	3	3
353	и от	3	3
354	там где	3	3
355	в особенности	7	3
356	за ним	2	3
357	сказано в	1	3
358	во время	14	3
359	на страницах	2	3
360	должна быть	1	3
361	был бы	1	3
362	со второй	2	3
363	это уже	4	3
364	из которых	2	3
365	мы в	1	3
366	в отношении	7	3
367	целом ряде	2	3
368	не на	2	3
369	можно было	4	3
370	если не	1	3
371	если бы	1	3
372	с ней	2	3
373	так называемый	1	3
374	из тех	2	3
375	xx века	1	3
376	они не	1	3
377	да и	5	3
378	в итоге	1	3
379	всей своей	1	3
380	того чтобы	3	3
381	относится к	4	3
382	и уже	1	3
383	в образах	1	3
384	не могло	1	3
385	отношении к	1	3
386	направленной на	1	3
387	и до	6	3
388	в истории	5	3
389	а во	1	3
390	как например	2	3
391	в творчестве	2	3
392	в этот	1	3
393	между людьми	5	3
394	из наиболее	2	3
395	культуры но	4	3
396	под знаком	1	3
397	здесь не	3	3
398	подобные им	1	3
399	всяком случае	2	3
400	литературе в	1	3
401	тот же	4	3
402	ничего не	3	3
403	имени в	2	3
404	на языке	2	3
405	ни с	3	3
406	сколько в	1	3
407	жизни здесь	3	3
408	о нем	4	3
409	ее в	2	3
410	в полном	1	3
411	на самом	6	3
412	сознания и	1	3
413	с их	7	3
414	а на	1	3
415	дело в	2	3
416	в ту	2	3
417	искусства как	1	3
418	в какой	2	3
419	всей художественной	1	3
420	и вовсе	5	3
421	все эти	15	3
422	жизнью в	2	3
423	и потому	14	3
424	он говорит	1	3
425	как уже	1	3
426	также и	3	3
427	одну из	2	3
428	бытия в	1	3
429	только то	1	3
430	еще на	2	3
431	числе и	7	3
432	отношение к	9	3
433	и о	4	3
434	за счет	1	3
435	есть не	1	3
436	в той	5	2
437	во всем	5	2
438	от него	2	2
439	на границах	2	2
440	в центре	1	2
441	еще раз	4	2
442	индивидуальной жизни	1	2
443	в свое	6	2
444	всей жизни	1	2
445	самой жизнью	1	2
446	классицизма в	1	2
447	представлений о	1	2
448	в результате	1	2
449	среди других	1	2
450	для понимания	1	2
451	в борьбе	1	2
452	частность и	1	2
453	подобного рода	1	2
454	и другим	1	2
455	вещей в	1	2
456	что по	2	2
457	первой половине	1	2
458	со специфической	1	2
459	на эту	2	2
460	собой не	1	2
461	роль в	6	2
462	в обращении	1	2
463	в это	2	2
464	мир и	3	2
465	в форму	1	2
466	так например	3	2
467	отношением к	1	2
468	на первый	1	2
469	начиная со	1	2
470	действительности в	1	2
471	книге о	2	2
472	в котором	1	2
473	раз и	2	2
474	сам не	1	2
475	даже и	5	2
476	только как	1	2
477	но даже	2	2
478	это его	2	2
479	о рабле	5	2
480	века это	1	2
481	к своей	1	2
482	между двумя	1	2
483	значительной степени	4	2
484	еще более	6	2
485	всего что	2	2
486	второй половины	3	2
487	сила и	2	2
488	пока еще	1	2
489	освободиться от	2	2
490	утверждал что	1	2
491	самом начале	1	2
492	сказать что	12	2
493	ключ к	1	2
494	в контексте	1	2
495	и у	7	2
496	есть по	1	2
497	году и	1	2
498	по поводу	2	2
499	и внешней	1	2
500	становится не	1	2
501	для этой	1	2
502	литературная традиция	1	2
503	к нему	5	2
504	только не	1	2
505	не зная	1	2
506	на протяжении	9	2
507	как нам	1	2
508	к человеку	1	2
509	на таких	1	2
510	но еще	1	2
511	остаются в	1	2
512	во-вторых они	1	2
513	а и	2	2
514	на войну	1	2
515	культуры на	2	2
516	но напротив	1	2
517	стремится к	1	2
518	но он	5	2
519	и говорит	1	2
520	быть только	3	2
521	xviii века	2	2
522	не остается	1	2
523	в живом	1	2
524	лишь на	1	2
525	человек в	2	2
526	века к	1	2
527	в ряду	3	2
528	так сказать	5	2
529	в литературоведении	1	2
530	людей в	1	2
531	враг и	1	2
532	как сказано	1	2
533	бы в	2	2
534	не был	1	2
535	остается в	1	2
536	потребности в	1	2
537	бытия которая	1	2
538	если оно	1	2
539	это прежде	1	2
540	нового времени	17	2
541	в работе	1	2
542	и судьба	1	2
543	и весьма	1	2
544	кажется что	1	2
545	бы они	1	2
546	но зато	1	2
547	всех других	2	2
548	он пишет	2	2
549	как известно	2	2
550	культуры и	11	2
551	человека и	4	2
552	что может	1	2
553	в общем	4	2
554	бы быть	2	2
555	и по	3	2
556	здесь мы	2	2
557	этой системе	1	2
558	в него	2	2
559	и ее	1	2
560	мире и	3	2
561	однако и	1	2
562	связанному с	1	2
563	та же	2	2
564	как с	1	2
565	на первом	4	2
566	оно было	2	2
567	и при	1	2
568	литературы как	1	2
569	со своим	1	2
570	эти и	2	2
571	что они	2	2
572	человек с	1	2
573	есть и	2	2
574	нашего времени	1	2
575	самой жизни	4	2
576	из существеннейших	1	2
577	для них	2	2
578	оно не	2	2
579	к смерти	1	2
580	все то	1	2
581	с этого	1	2
582	не более	1	2
583	прошлое и	2	2
584	значение в	1	2
585	если это	1	2
586	с ними	2	2
587	не будь	1	2
588	при всех	2	2
589	перед нами	1	2
590	свое время	5	2
591	это и	3	2
592	и более	4	2
593	это мир	1	2
594	в значительной	9	2
595	из этих	7	2
596	на основе	1	2
597	время в	3	2
598	с которой	1	2
599	этот образ	1	2
600	и теперь	1	2
601	могло быть	1	2
602	или иных	1	2
603	и ему	1	2
604	есть одновременно	1	2
605	он как	2	2
606	с первой	1	2
607	от других	1	2
608	он становится	1	2
609	в совершенно	2	2
610	так называемого	1	2
611	им в	1	2
612	свое существование	1	2
613	не знающий	1	2
614	нет и	2	2
615	то для	1	2
616	начиная с	2	2
617	жизни этих	2	2
618	то она	1	2
619	где бы	1	2
620	от всякой	1	2
621	чуть ли	1	2
622	жизни но	2	2
623	этом случае	1	2
624	на три	1	2
625	второй половине	2	2
626	мы имеем	1	2
627	не для	2	2
628	себя самого	1	2
629	основе этих	1	2
630	xix веке	2	2
631	раз в	4	2
632	от всех	3	2
633	что к	1	2
634	и где	1	2
635	мире было	1	2
636	реакция на	1	2
637	во внешнем	1	2
638	в сферу	1	2
639	и без	4	2
640	есть в	6	2
641	другом месте	2	2
642	при таком	2	2
643	своего существования	2	2
644	к концу	1	2
645	по словам	1	2
646	нет у	1	2
647	в такой	1	2
648	у романтиков	1	2
649	вокруг себя	3	2
650	пока не	1	2
651	ибо в	1	2
652	должен быть	1	2
653	жизнь и	3	2
654	общественной жизни	1	2
655	своим путем	1	2
656	большого времени	1	2
657	и самого	1	2
658	в таком	2	2
659	а как	1	2
660	интеллигенции и	1	2
661	культуре и	2	2
662	чистом виде	1	2
663	она не	2	2
664	что касается	3	2
665	говорит я	1	2
666	от земли	1	2
667	что нам	1	2
668	свобода и	1	2
669	в xix	2	2
670	из своей	2	2
671	с кем	1	2
672	даже по	1	2
673	в большинстве	2	2
674	и самой	1	2
675	ее развития	1	2
676	на это	2	2
677	последнее слово	1	2
678	только по	1	2
679	начала жизни	1	2
680	классической эстетики	1	2
681	которое в	2	2
682	исканий и	1	2
683	тех или	1	2
684	в эти	1	2
685	и новые	1	2
686	в лице	1	2
687	что на	1	2
688	совершается в	1	2
689	здесь этот	1	2
690	был и	4	1
691	без особых	1	1
692	с последним	1	1
693	на определенные	1	1
694	мире а	1	1
695	в настоящем	1	1
696	канона его	1	1
697	этой проблеме	1	1
698	образов в	4	1
699	его книге	2	1
700	в произведение	1	1
701	со всем	1	1
702	в последнее	1	1
703	которые не	1	1
704	и самому	1	1
705	не видели	1	1
706	до него	1	1
707	и становятся	1	1
708	на работу	1	1
709	в ряде	1	1
710	с самим	1	1
711	к числу	2	1
712	литературы а	1	1
713	именно она	1	1
714	она уже	1	1
715	только книги	1	1
716	которой в	1	1
717	строго говоря	1	1
718	литература и	2	1
719	в некоторых	2	1
720	или черный	1	1
721	говорит о	2	1
722	новых возможностей	1	1
723	проникновения в	2	1
724	и двух	1	1
725	где-то между	1	1
726	нас в	1	1
727	ты не	1	1
728	в день	3	1
729	в состав	1	1
730	которую он	1	1
731	литературы для	1	1
732	площади в	2	1
733	что слово	3	1
734	людей и	2	1
735	мире при	1	1
736	ко всем	1	1
737	значение это	1	1
738	но все	5	1
739	с горечью	1	1
740	как об	1	1
741	все моменты	2	1
742	из самых	1	1
743	особый язык	2	1
744	но следует	1	1
745	сущности не	1	1
746	веков но	1	1
747	уже на	1	1
748	и конечно	1	1
749	самому и	1	1
750	само собою	1	1
751	приобретает характер	2	1
752	в наиболее	2	1
753	в неофициальных	1	1
754	имеет место	2	1
755	этого типа	1	1
756	единого и	1	1
757	в собственном	4	1
758	их в	3	1
759	притом в	2	1
760	в цепи	1	1
761	жизнь на	1	1
762	отношений не	1	1
763	глаголов и	1	1
764	смерть в	2	1
765	в тело	1	1
766	и сурово	1	1
767	ряду других	1	1
768	их содержание	1	1
769	он вышел	1	1
770	не индивидуализированы	1	1
771	на точку	1	1
772	целым рядом	1	1
773	характерную для	1	1
774	эстетической мысли	1	1
775	проникнуть во	1	1
776	и стал	1	1
777	всей остальной	1	1
778	всем его	1	1
779	связано с	2	1
780	всякого рода	1	1
781	истинном значении	1	1
782	живописи и	1	1
783	в дальнейшем	10	1
784	осознана на	1	1
785	с этим	1	1
786	природы в	1	1
787	существенный момент	1	1
788	некоторые из	3	1
789	на этой	5	1
790	она же	1	1
791	было в	1	1
792	не могли	1	1
793	его жизни	1	1
794	были с	1	1
795	в пределе	1	1
796	часто оказывается	1	1
797	нас и	1	1
798	раз не	1	1
799	время от	1	1
800	имеет в	1	1
801	почти исключительно	1	1
802	была еще	1	1
803	уже у	1	1
804	но эти	1	1
805	на ее	1	1
806	вот почему	1	1
807	имея в	1	1
808	с самой	1	1
809	средних веков	5	1
810	воображения или	1	1
811	он всегда	2	1
812	но они	4	1
813	что люди	2	1
814	победы над	1	1
815	были своего	1	1
816	в строгом	1	1
817	и когда	1	1
818	уже как	1	1
819	конечно не	2	1
820	с общей	1	1
821	для второй	1	1
822	от своей	1	1
823	объясняется это	2	1
824	бытия для	1	1
825	момента в	1	1
826	литературного творчества	1	1
827	этом своеобразная	1	1
828	на самое	1	1
829	ней и	1	1
830	отдельности и	1	1
831	вернуться к	1	1
832	из всех	3	1
833	претензии на	1	1
834	затем в	1	1
835	этих последних	3	1
836	наряду с	2	1
837	духа и	3	1
838	золотой век	1	1
839	места для	1	1
840	сохраняется в	2	1
841	на него	2	1
842	к которому	2	1
843	во времена	1	1
844	xviii веке	1	1
845	без того	1	1
846	же слова	1	1
847	входят в	1	1
848	эта почти	1	1
849	это значит	1	1
850	приближаются к	1	1
851	типа а	1	1
852	в особой	2	1
853	от них	1	1
854	складывались и	1	1
855	человеку и	1	1
856	даже у	1	1
857	на котором	3	1
858	и живет	1	1
859	в системе	3	1
860	землею и	1	1
861	над другим	1	1
862	начало и	3	1
863	эпохи с	1	1
864	от ее	1	1
865	в труд	1	1
866	все мы	1	1
867	буржуазной культуры	1	1
868	пусть и	2	1
869	более высокого	1	1
870	влияние на	8	1
871	времени все	1	1
872	к романтическому	1	1
873	то оно	1	1
874	явления как	2	1
875	на священные	4	1
876	нельзя сказать	2	1
877	здесь нет	1	1
878	но из	1	1
879	жить в	1	1
880	несколько иной	1	1
881	земли в	1	1
882	такова была	2	1
883	в стенах	1	1
884	в состоянии	3	1
885	xix и	2	1
886	эти столь	1	1
887	мы знаем	1	1
888	до эпохи	1	1
889	творчество самого	1	1
890	проявляется в	1	1
891	традиция в	2	1
892	в образе	1	1
893	или иными	1	1
894	находится в	1	1
895	утверждает что	1	1
896	в последующие	3	1
897	что при	1	1
898	глубине своей	1	1
899	глаза на	1	1
900	в тот	1	1
901	многих отношениях	1	1
902	последних трех	1	1
903	и второго	1	1
904	от восприятия	1	1
905	природу и	2	1
906	отрицанием жизни	1	1
907	видит в	1	1
908	не была	2	1
909	нас явления	1	1
910	как же	1	1
911	их но	1	1
912	в которой	1	1
913	не о	2	1
914	говорит в	1	1
915	борьбы с	1	1
916	ее от	1	1
917	в произведении	1	1
918	сущности только	1	1
919	не нуждается	1	1
920	будто бы	1	1
921	что за	1	1
922	преимущественно на	1	1
923	с самого	1	1
924	всем что	2	1
925	но для	3	1
926	традиции и	1	1
927	возвращается к	1	1
928	со свободой	2	1
929	этого праздничного	1	1
930	своих современников	1	1
931	порождает и	1	1
932	его понимании	1	1
933	и своего	1	1
934	теми или	1	1
935	по мере	1	1
936	литературе и	3	1
937	в деле	1	1
938	между ними	4	1
939	и привычной	1	1
940	дома в	1	1
941	ищет в	1	1
942	и она	2	1
943	речевого общения	3	1
944	и иные	1	1
945	на земле	3	1
946	большинстве случаев	2	1
947	всем своем	1	1
948	между прочим	2	1
949	рядом с	9	1
950	типа начинают	1	1
951	место и	1	1
952	и вещи	2	1
953	именно такова	1	1
954	чтобы после	1	1
955	от этого	1	1
956	должно было	2	1
957	о которых	2	1
958	в свете	3	1
959	того он	1	1
960	нет другой	1	1
961	связанным с	1	1
962	другим а	1	1
963	был не	1	1
964	в смысле	2	1
965	и всякого	1	1
966	в эту	6	1
967	она становится	1	1
968	в других	3	1
969	сих пор	7	1
970	подобные явления	1	1
971	чтобы его	1	1
972	его эстетической	1	1
973	откровенности и	1	1
974	и мир	1	1
975	только от	1	1
976	что фигура	1	1
977	какой степени	1	1
978	человек как	1	1
979	в лучшем	1	1
980	опираясь на	1	1
981	мы можем	2	1
982	весь мир	3	1
983	находит свое	2	1
984	это были	2	1
985	вообще в	1	1
986	в устах	2	1
987	это совершенно	1	1
988	говоря в	1	1
989	мы уже	18	1
990	в наше	1	1
991	все остальные	1	1
992	именно потому	1	1
993	еще только	2	1
994	других произведениях	2	1
995	всем богатстве	1	1
996	воспринимаются как	1	1
997	ему до	1	1
998	с наукой	1	1
999	человека который	1	1
1000	с героями	1	1
1001	в развитии	1	1
1002	какой-то мере	1	1
1003	сторон этого	1	1
1004	год и	1	1
1005	не были	4	1
1006	в живописи	2	1
1007	в приведенном	1	1
1008	была не	1	1
1009	также не	1	1
1010	области художественной	1	1
1011	о мире	8	1
1012	она была	6	1
1013	особый интерес	1	1
1014	занимает в	1	1
1015	ту сторону	1	1
1016	стороны он	1	1
1017	человеческих отношений	2	1
1018	серьезность и	1	1
1019	только с	3	1
1020	особая форма	1	1
1021	году в	3	1
1022	монтень в	1	1
1023	существовало в	1	1
1024	это делает	1	1
1025	и судьбы	2	1
1026	когда они	1	1
1027	о его	1	1
1028	культуры мы	1	1
1029	на отдельные	2	1
1030	что только	2	1
1031	ли на	1	1
1032	и была	1	1
1033	этой фразы	1	1
1034	например о	1	1
1035	ней в	1	1
1036	что без	1	1
1037	от ложной	1	1
1038	от года	1	1
1039	для людей	1	1
1040	время он	1	1
1041	официальной культуры	2	1
1042	которые были	1	1
1043	строя жизни	2	1
1044	именно этой	1	1
1045	радости и	2	1
1046	независимо от	1	1
1047	всех этих	10	1
1048	есть ли	1	1
1049	меньшей степени	8	1
1050	именно таким	1	1
1051	что этот	1	1
1052	в какой-то	2	1
1053	в один	1	1
1054	в одну	1	1
1055	и особенно	4	1
1056	и четко	1	1
1057	наше время	1	1
1058	мы видели	3	1
1059	можно только	5	1
1060	и перестает	1	1
1061	в кругу	1	1
1062	первую очередь	1	1
1063	время его	1	1
1064	на деле	1	1
1065	жизни которую	1	1
1066	в последующих	7	1
1067	в лучших	1	1
1068	каждому из	1	1
1069	до сих	7	1
1070	и этот	1	1
1071	и здесь	4	1
1072	является здесь	2	1
1073	приближается к	1	1
1074	стала как	1	1
1075	другие в	1	1
1076	них в	1	1
1077	и свою	1	1
1078	его из	1	1
1079	в основном	4	1
1080	из мира	3	1
1081	слово для	1	1
1082	здесь слово	1	1
1083	что-то от	1	1
1084	такое историческое	1	1
1085	образа и	1	1
1086	и менее	1	1
1087	популярные в	1	1
1088	официального и	1	1
1089	содержит в	2	1
1090	становится человеком	1	1
1091	чтобы стать	1	1
1092	литературных явлений	1	1
1093	своей сущности	1	1
1094	и ранний	1	1
1095	смертью и	2	1
1096	целого ряда	1	1
1097	отличались от	1	1
1098	проникает в	2	1
1099	явление в	2	1
1100	его на	2	1
1101	этот не	1	1
1102	от этой	1	1
1103	поэтому в	3	1
1104	они находились	1	1
1105	разного рода	3	1
1106	в человеке	1	1
1107	сама жизнь	3	1
1108	их как	1	1
1109	и целого	1	1
1110	и утверждает	2	1
1111	игру все	1	1
1112	не могут	4	1
1113	власти и	2	1
1114	творчества и	1	1
1115	должен был	2	1
1116	смотреть на	1	1
1117	нам в	1	1
1118	общения между	2	1
1119	от игры	1	1
1120	ряде других	1	1
1121	из величайших	1	1
1122	своего романа	1	1
1123	человеческой культуры	1	1
1124	смысла и	2	1
1125	более широкого	1	1
1126	это конечно	1	1
1127	литературу на	1	1
1128	не делает	1	1
1129	и действительно	2	1
1130	времени не	2	1
1131	оказываются не	1	1
1132	в процессе	2	1
1133	с целым	1	1
1134	отдельного человека	1	1
1135	не знал	1	1
1136	определяющая черта	1	1
1137	может стать	1	1
1138	это время	2	1
1139	за свое	1	1
1140	момент и	2	1
1141	и так	2	1
1142	состоит из	1	1
1143	никто не	1	1
1144	правда не	1	1
1145	и были	3	1
1146	в которых	1	1
1147	ключом к	1	1
1148	именно поэтому	1	1
1149	в те	1	1
1150	в известном	1	1
1151	друг от	1	1
1152	в классическую	1	1
1153	вся литература	1	1
1154	языка на	1	1
1155	это самое	1	1
1156	выступает как	1	1
1157	он мог	1	1
1158	этот канон	1	1
1159	жизни так	1	1
1160	земной мирской	1	1
1161	тому кто	1	1
1162	новым и	1	1
1163	в романтизме	2	1
1164	в труде	1	1
1165	ее на	1	1
1166	появляется и	1	1
1167	этого явления	1	1
1168	существовать в	1	1
1169	сказано что	1	1
1170	перейти в	1	1
1171	традиции следует	1	1
1172	отличается от	1	1
1173	европы но	1	1
1174	первая и	1	1
1175	языка и	1	1
1176	что мы	2	1
1177	можно охарактеризовать	2	1
1178	совершенно иной	2	1
1179	разговоре о	1	1
1180	совпадает с	1	1
1181	не полно	1	1
1182	знали что	1	1
1183	того это	1	1
1184	земли и	5	1
1185	в русле	1	1
1186	роста и	4	1
1187	культуры можно	2	1
1188	в новой	2	1
1189	в современном	1	1
1190	с временем	1	1
1191	характер это	3	1
1192	народа и	1	1
1193	именно на	2	1
1194	и дурных	1	1
1195	и вся	2	1
1196	значение для	2	1
1197	что тем	1	1
1198	ощущается как	1	1
1199	в разрушении	1	1
1200	этой формулой	2	1
1201	для литературы	1	1
1202	узком значении	2	1
1203	в мир	2	1
1204	целый ряд	2	1
1205	ни были	1	1
1206	времени и	9	1
1207	более и	1	1
1208	себя вне	1	1
1209	отметим также	1	1
1210	он есть	1	1
1211	мира во	1	1
1212	с ролью	2	1
1213	глубокое и	1	1
1214	что здесь	1	1
1215	его здесь	1	1
1216	с текстом	1	1
1217	на две	1	1
1218	и во	6	1
1219	ответа на	1	1
1220	принадлежит к	1	1
1221	в состояние	1	1
1222	в самую	1	1
1223	начало но	1	1
1224	игра с	1	1
1225	тенденции к	1	1
1226	культурой в	1	1
1227	но именно	4	1
1228	за пределами	1	1
1229	в концепции	3	1
1230	это вечно	1	1
1231	характера и	1	1
1232	для всего	1	1
1233	котором мы	1	1
1234	на этот	3	1
1235	на видение	1	1
1236	этот последний	2	1
1237	но исключительно	1	1
1238	здесь и	5	1
1239	этого исторического	1	1
1240	более ранние	1	1
1241	носит в	1	1
1242	и последовательнее	1	1
1243	в произведениях	1	1
1244	земли все	1	1
1245	значении в	2	1
1246	только потому	1	1
1247	имеет не	1	1
1248	в эстетике	2	1
1249	мира не	1	1
1250	же он	2	1
1251	он стал	1	1
1252	века была	1	1
1253	исключительно в	1	1
1254	и искусства	4	1
1255	мир во	1	1
1256	смерти как	1	1
1257	нашему мнению	1	1
1258	людей не	1	1
1259	поэтому он	1	1
1260	на время	4	1
1261	поэтому было	1	1
1262	именно к	1	1
1263	они возникают	1	1
1264	смерть и	1	1
1265	к обоим	1	1
1266	с известными	1	1
1267	выходит за	5	1
1268	многих других	1	1
1269	рода и	1	1
1270	основе своей	2	1
1271	из новых	1	1
1272	иной характер	1	1
1273	др на	1	1
1274	пришли к	1	1
1275	с начала	1	1
1276	способность к	1	1
1277	сам он	1	1
1278	того как	1	1
1279	новой жизни	1	1
1280	освобождает от	1	1
1281	по своим	1	1
1282	становится чужим	1	1
1283	от мира	2	1
1284	в xviii	1	1
1285	всего мира	3	1
1286	на что	3	1
1287	тому чтобы	1	1
1288	они входят	1	1
1289	внешнем мире	1	1
1290	на службу	3	1
1291	своей не	1	1
1292	ни на	3	1
1293	нового понимания	1	1
1294	все это	16	1
1295	в первую	1	1
1296	и странным	1	1
1297	силу и	1	1
1298	кто бы	1	1
1299	по ту	1	1
1300	с разными	1	1
1301	смотрел только	1	1
1302	средств и	1	1
1303	т.п наконец	1	1
