N	2gram	Vinokur_Ku	Stilisti
143	и без	2	4
144	вопроса о	7	4
145	той или	1	4
146	в каждом	3	4
147	можно сказать	6	4
148	если мы	5	4
149	и пр	23	4
150	языка и	16	4
151	было в	2	4
152	так называемой	2	4
153	зрения в	2	4
154	так называемые	5	4
155	общения и	2	4
156	не что	2	4
157	можно было	14	4
158	свою очередь	4	4
159	или иное	2	4
160	на это	3	4
161	так же	8	4
162	лишь в	6	4
163	в целом	5	4
164	не забудем	1	4
165	себя в	1	4
166	в данной	1	4
167	мы называем	1	4
168	тем же	2	4
169	речь и	1	4
170	слово не	1	4
171	не знаем	1	4
172	что именно	2	4
173	тех или	1	4
174	словесное выражение	1	4
175	не просто	7	4
176	то или	3	4
177	того что	11	4
178	что было	2	3
179	представить себе	1	3
180	является наиболее	1	3
181	не так	2	3
182	этом случае	4	3
183	ответ на	2	3
184	социальной жизни	3	3
185	что оно	6	3
186	и здесь	8	3
187	та же	1	3
188	что у	3	3
189	что эти	4	3
190	как таковой	2	3
191	совершенно не	4	3
192	что слова	1	3
193	для нас	6	3
194	и вот	4	3
195	иметь дело	1	3
196	в том	47	3
197	или иных	1	3
198	отношения к	2	3
199	теперь в	1	3
200	несмотря на	6	3
201	для него	2	3
202	хотя и	7	3
203	в разных	2	3
204	ни на	1	3
205	в ее	2	3
206	забудем что	1	3
207	из которых	3	3
208	мы в	3	3
209	этих слов	1	3
210	то мы	4	3
211	на самом	3	3
212	и уже	2	3
213	что и	5	3
214	в виду	7	3
215	быть может	1	3
216	долгое время	1	3
217	между ними	2	3
218	но что	3	3
219	связи с	8	3
220	и даже	5	3
221	нам в	1	3
222	здесь мы	2	3
223	жизни это	1	3
224	слова но	3	3
225	содержание и	5	3
226	но вот	3	3
227	но для	4	3
228	и тому	1	3
229	может стать	1	3
230	вряд ли	5	3
231	все эти	17	3
232	как в	6	3
233	по своему	1	3
234	человеческой речи	1	3
235	должно было	1	3
236	том что	30	3
237	роль в	6	3
238	об этом	4	3
239	конце концов	3	3
240	перед нами	4	3
241	еще не	10	3
242	до того	2	3
243	его и	1	3
244	то он	1	3
245	нуждается в	5	3
246	выражение в	4	3
247	в котором	4	3
248	и социального	1	3
249	в устах	3	3
250	свое выражение	2	3
251	если не	4	3
252	зрения как	1	3
253	как предмет	1	3
254	между тем	11	3
255	во второй	1	3
256	не знает	4	3
257	в частности	6	3
258	только на	1	3
259	не с	4	3
260	в тех	4	3
261	связь между	1	3
262	о своем	1	3
263	всякое слово	1	3
264	в начале	1	3
265	целый ряд	8	3
266	и слово	1	3
267	конечно не	3	3
268	от того	5	3
269	перед ним	1	3
270	их в	1	3
271	не становится	1	3
272	язык не	2	3
273	заметить что	1	3
274	нет и	1	3
275	не будет	1	3
276	сказать что	5	3
277	главным образом	3	3
278	может показаться	1	3
279	жизни и	1	3
280	чаще всего	2	3
281	этого слова	8	3
282	к той	1	3
283	у них	1	3
284	не мог	2	3
285	и для	3	3
286	это не	13	3
287	из них	4	3
288	он должен	2	3
289	только одна	1	2
290	культурного развития	3	2
291	находятся в	1	2
292	социальной обстановки	1	2
293	и он	4	2
294	очевидно что	4	2
295	и этот	1	2
296	мы как	1	2
297	ничем не	1	2
298	уяснить себе	1	2
299	что иное	2	2
300	как с	2	2
301	где и	1	2
302	речи но	2	2
303	и эту	1	2
304	должно быть	6	2
305	увидим что	2	2
306	зависит от	1	2
307	в языке	16	2
308	был бы	4	2
309	выбор и	1	2
310	и при	3	2
311	и потому	6	2
312	каждый из	1	2
313	мы имеем	11	2
314	еще более	1	2
315	этом отношении	8	2
316	с ним	5	2
317	кроме того	2	2
318	о чем	2	2
319	всей социальной	1	2
320	я взял	1	2
321	одном и	1	2
322	слово становится	1	2
323	приходится иметь	1	2
324	но как	2	2
325	для них	2	2
326	в отношении	2	2
327	это слово	7	2
328	о происхождении	1	2
329	же такое	1	2
330	иными словами	10	2
331	смысле этого	5	2
332	следует искать	1	2
333	но это	4	2
334	слова не	2	2
335	в их	3	2
336	слова мы	1	2
337	а на	3	2
338	связь с	1	2
339	в своих	2	2
340	не было	6	2
341	на этот	4	2
342	материал для	1	2
343	все то	1	2
344	или в	5	2
345	том же	3	2
346	к чему	1	2
347	в наших	1	2
348	прежде чем	1	2
349	речи это	1	2
350	но не	11	2
351	а сейчас	1	2
352	тем что	9	2
353	он говорит	1	2
354	слово в	2	2
355	же слово	2	2
356	это выражение	1	2
357	я и	1	2
358	в жизни	1	2
359	наш язык	2	2
360	в связи	4	2
361	ясно что	7	2
362	как не	4	2
363	что он	7	2
364	от чего	1	2
365	помнить что	1	2
366	и стилистика	1	2
367	случаях когда	2	2
368	или даже	2	2
369	не есть	4	2
370	в своей	4	2
371	бы нам	1	2
372	иной смысл	1	2
373	на эту	2	2
374	в этих	5	2
375	различный смысл	1	2
376	это же	1	2
377	ли не	4	2
378	к нашей	1	2
379	понимание и	1	2
380	и сам	1	2
381	не будь	1	2
382	связанные с	3	2
383	на минуту	1	2
384	слишком мало	1	2
385	я считаю	1	2
386	мы имели	1	2
387	которые являются	1	2
388	легче всего	1	2
389	разве не	2	2
390	говорить и	2	2
391	себе и	3	2
392	в каком	6	2
393	не нужно	1	2
394	тому же	2	2
395	чего же	1	2
396	должен быть	8	2
397	это само	1	2
398	на первый	1	2
399	сих пор	5	2
400	и вообще	1	2
401	это например	2	2
402	связано с	3	2
403	языка мы	1	2
404	в дальнейшем	1	2
405	с этим	6	2
406	нет ничего	1	2
407	не говоря	3	2
408	форме и	1	2
409	к этому	4	2
410	всю совокупность	1	2
411	бы не	1	2
412	еще и	7	2
413	достаточно для	1	2
414	ответить на	1	2
415	бы и	6	2
416	находит свое	1	2
417	слов или	1	2
418	вопрос о	11	2
419	между собеседниками	1	2
420	себе все	1	2
421	как одно	1	2
422	языка в	14	2
423	слово это	11	2
424	даже и	5	2
425	тому подобное	1	2
426	из этих	5	2
427	его не	1	2
428	ни один	1	2
429	ведь еще	1	2
430	не должен	1	2
431	относится к	3	2
432	который мы	2	2
433	также и	7	2
434	в какой	7	2
435	не всегда	4	2
436	речи не	3	2
437	и тогда	4	2
438	что вся	2	2
439	он не	4	2
440	значение и	2	2
441	этот процесс	1	2
442	в середине	1	2
443	только тогда	4	2
444	в него	1	2
445	и больше	1	2
446	нужно было	3	2
447	от которых	1	2
448	в идеологическом	1	2
449	для этого	6	2
450	только одним	1	2
451	и когда	2	2
452	для всякого	1	2
453	тем и	1	2
454	в нашей	4	2
455	по отношению	9	2
456	в пределах	8	2
457	о языке	8	2
458	и те	1	2
459	этот вопрос	7	2
460	не должно	2	2
461	ту же	6	2
462	но даже	3	2
463	при всем	1	2
464	себе в	3	2
465	должны были	1	2
466	как например	3	2
467	которые с	1	2
468	знак и	1	2
469	которых оно	1	2
470	почему же	1	2
471	экономии и	1	2
472	тот или	1	2
473	отношение к	2	2
474	все больше	1	2
475	друг другу	1	2
476	тех случаях	2	2
477	и содержание	1	2
478	которые в	2	2
479	вовсе не	18	2
480	одной из	1	2
481	тот же	7	2
482	до конца	3	2
483	к которому	3	2
484	место в	1	2
485	забывать что	1	2
486	есть не	2	2
487	отношению к	9	2
488	здесь не	5	2
489	именно с	3	2
490	однако в	2	2
491	словами в	1	2
492	в которых	8	2
493	такое язык?	1	2
494	в разговоре	1	2
495	ведь и	2	2
496	только потому	13	2
497	не из	1	2
498	таким же	1	2
499	органов речи	1	2
500	и речь	1	2
501	подойти к	3	2
502	иное как	3	2
503	чуть ли	3	2
504	гораздо более	6	2
505	конечно только	1	2
506	и том	1	2
507	к нему	1	2
508	от всякого	1	1
509	он пользуется	1	1
510	мы наблюдаем	2	1
511	в особенности	6	1
512	которому он	1	1
513	к сожалению	2	1
514	что в	25	1
515	который нельзя	1	1
516	это на	1	1
517	они являются	1	1
518	как к	2	1
519	грамматических форм	4	1
520	к такому	2	1
521	не мешает	1	1
522	поэтому было	1	1
523	с полной	1	1
524	именно к	1	1
525	дает нам	1	1
526	вместе со	2	1
527	и другие	1	1
528	утверждать что	2	1
529	одних и	1	1
530	но отчасти	1	1
531	только не	1	1
532	собственном смысле	1	1
533	мысли а	2	1
534	слов о	2	1
535	которой я	1	1
536	все что	1	1
537	силу которого	1	1
538	как социального	1	1
539	взгляд на	1	1
540	только чтобы	1	1
541	область в	1	1
542	и самое	1	1
543	до сих	5	1
544	пусть даже	1	1
545	все его	1	1
546	же представляет	1	1
547	он уже	1	1
548	еще раз	2	1
549	собой и	1	1
550	языкового выражения	3	1
551	словом но	1	1
552	можно говорить	4	1
553	которым он	1	1
554	само слово	1	1
555	наша речь	1	1
556	в прямом	2	1
557	говоря уже	2	1
558	этого необходимо	1	1
559	на протяжении	1	1
560	значений в	1	1
561	является ее	2	1
562	наши дни	1	1
563	и должны	1	1
564	возможно лишь	1	1
565	же и	4	1
566	языка есть	2	1
567	назначение в	1	1
568	с изменением	1	1
569	мы приходим	2	1
570	здесь нет	1	1
571	если в	2	1
572	например можно	1	1
573	также что	2	1
574	свидетельствует о	3	1
575	исторической жизни	2	1
576	того как	6	1
577	уже целых	1	1
578	в основном	1	1
579	и уж	1	1
580	через несколько	1	1
581	слову в	1	1
582	чисто физиологических	1	1
583	и отношения	1	1
584	этот и	1	1
585	теперь как	1	1
586	есть первая	1	1
587	которых мы	2	1
588	бы даже	1	1
589	наших глазах	1	1
590	имеет первостепенное	1	1
591	но еще	4	1
592	лишь при	1	1
593	части еще	1	1
594	тогда когда	7	1
595	нам удалось	1	1
596	в состоянии	2	1
597	каждого отдельного	1	1
598	что я	4	1
599	связан с	2	1
600	обе эти	4	1
601	здесь слово	1	1
602	языка которые	1	1
603	дело с	2	1
604	и звуковой	1	1
605	ли быть	1	1
606	смысл который	1	1
607	даже в	4	1
608	была бы	5	1
609	связанных между	1	1
610	на те	3	1
611	речь как	1	1
612	из всех	1	1
613	это часто	1	1
614	формы в	2	1
615	нельзя в	1	1
616	на вопросе	1	1
617	всякого рода	2	1
618	бы на	4	1
619	слушателю как	1	1
620	свою мысль	1	1
621	процесс образования	1	1
622	в ресторане	1	1
623	одного только	1	1
624	смысл для	1	1
625	это уже	1	1
626	тем как	1	1
627	и теперь	1	1
628	бы говорить	2	1
629	ее можно	1	1
630	как говорит	1	1
631	литература и	1	1
632	никак не	5	1
633	как раз	10	1
634	что так	3	1
635	тем не	10	1
636	в литературе	1	1
637	могла бы	2	1
638	о нем	2	1
639	социальной средой	1	1
640	до наших	1	1
641	не как	2	1
642	с более	1	1
643	ее в	2	1
644	язык как	9	1
645	поэтому в	1	1
646	что собственно	1	1
647	второе и	1	1
648	уже несколько	1	1
649	его но	1	1
650	одному из	1	1
651	и своеобразным	1	1
652	для своего	1	1
653	участвуют в	1	1
654	наоборот то	1	1
655	ему приходится	2	1
656	одно из	3	1
657	случай если	1	1
658	бытие и	1	1
659	своей первой	1	1
660	литературной вещи	1	1
661	ни в	3	1
662	и делает	1	1
663	в результате	8	1
664	они будут	1	1
665	борьбы с	2	1
666	мысли что	1	1
667	это история	1	1
668	другой стороны	12	1
669	и развитие	1	1
670	представлять себе	1	1
671	и эти	3	1
672	по мере	3	1
673	бы что	1	1
674	сознания и	1	1
675	себе не	1	1
676	предположить что	2	1
677	том и	3	1
678	как можно	2	1
679	для оправдания	2	1
680	необходимо для	1	1
681	у него	3	1
682	в следующем	2	1
683	же эти	1	1
684	не могут	5	1
685	все равно	4	1
686	оратор который	1	1
687	в более	2	1
688	и смысл	1	1
689	что слово	6	1
690	быть достаточно	1	1
691	в виде	1	1
692	и строго	1	1
693	не замечаем	1	1
694	между первым	1	1
695	самом ли	1	1
696	однако не	9	1
697	творчества и	1	1
698	должен был	1	1
699	говорит он	1	1
700	указания на	3	1
701	в конечном	3	1
702	в г	3	1
703	в таких	7	1
704	как они	2	1
705	развитие языка	1	1
706	как же	1	1
707	бы только	1	1
708	этого процесса	2	1
709	в сущности	11	1
710	он конечно	1	1
711	это всегда	1	1
712	языка это	5	1
713	более или	3	1
714	социальную среду	1	1
715	или не	1	1
716	до крайности	1	1
717	отличаются от	1	1
718	и одновременно	1	1
719	словах как	2	1
720	в собственном	2	1
721	слова которые	1	1
722	однако мы	1	1
723	чтобы эти	1	1
724	наших дней	1	1
725	то содержание	1	1
726	есть явление	1	1
727	что его	2	1
728	в организации	1	1
729	сомневаться что	1	1
730	писателя как	1	1
731	каким образом	1	1
732	и где	2	1
733	не нуждается	1	1
734	будто бы	3	1
735	крайней мере	11	1
736	статью с	1	1
737	одним из	2	1
738	мало для	1	1
739	это еще	1	1
740	естественно не	1	1
741	становится уже	1	1
742	вследствие того	2	1
743	же как	3	1
744	по существу	9	1
745	говорить лишь	2	1
746	на себя	3	1
747	руки перо	1	1
748	уже отчасти	1	1
749	уже совершенно	1	1
750	другой и	1	1
751	именно в	7	1
752	здесь даже	1	1
753	на месте	2	1
754	и хорошо	1	1
755	этого я	1	1
756	слишком хорошо	2	1
757	в речи	5	1
758	значением мы	1	1
759	конечном счете	2	1
760	это даже	1	1
761	значение лишь	1	1
762	в таком	3	1
763	вообще не	2	1
764	иначе как	2	1
765	что всякие	1	1
766	или иная	1	1
767	новых слов	1	1
768	уже об	1	1
769	например в	5	1
770	понимать как	2	1
771	в числе	2	1
772	с одним	1	1
773	с их	3	1
774	наблюдаем в	1	1
775	к которым	1	1
776	но попробуем	1	1
777	характер и	2	1
778	с той	2	1
779	нам нужно	1	1
780	и общее	1	1
781	я не	5	1
782	мы встречаемся	1	1
783	лишь с	3	1
784	в последнем	2	1
785	свидетельствуют о	2	1
786	с ними	6	1
787	приходим к	2	1
788	не хватает	1	1
789	многих других	1	1
790	существует между	1	1
791	и именно	3	1
792	несравненно более	1	1
793	это чувство	1	1
794	есть в	6	1
795	большинстве случаев	3	1
796	эту точку	1	1
797	из чего	1	1
798	нашем смысле	2	1
799	той конкретной	1	1
800	элементы языка	1	1
801	даже просто	1	1
802	слов как	1	1
803	является не	1	1
804	в одно	2	1
805	экономической жизни	1	1
806	то вопрос	1	1
807	который уже	2	1
808	и просто	1	1
809	здесь а	1	1
810	совершенно одинаково	1	1
811	смысловой и	1	1
812	внимание к	1	1
813	словесные формы	1	1
814	следовательно и	2	1
815	отчасти и	1	1
816	и социально	1	1
817	по себе	10	1
818	и понимания	1	1
819	ввел в	1	1
820	укладывается в	1	1
821	на некоторую	1	1
822	от этого	4	1
823	на все	3	1
824	данной социальной	1	1
825	этого вопроса	3	1
826	речь в	7	1
827	полемизировать с	1	1
828	со своей	1	1
829	мы сразу	1	1
830	в новом	1	1
831	оттенок смысла	1	1
832	первой части	1	1
833	о котором	4	1
834	слово на	1	1
835	не ответил	1	1
836	именно поэтому	2	1
837	даже что	1	1
838	в себя	2	1
839	язык с	1	1
840	ресторане в	1	1
841	лежит в	1	1
842	но уже	6	1
843	так язык	1	1
844	того лишь	1	1
845	со стороны	8	1
846	речи так	1	1
847	и смысловой	1	1
848	знает что	1	1
849	у достоевского	2	1
850	к мысли	1	1
851	в сторону	2	1
852	и сложным	1	1
853	в каждой	1	1
854	из одного	3	1
855	в чем	2	1
856	в историю	1	1
857	нет в	2	1
858	бы совершенно	1	1
859	поставить иной	1	1
860	что вообще	1	1
861	все ее	1	1
862	широком смысле	5	1
863	с громадным	1	1
864	или менее	3	1
865	так например	3	1
866	вторая стадия	1	1
867	могло бы	1	1
868	в которые	2	1
869	процесс не	1	1
870	это так	2	1
871	в одной	1	1
872	как результат	1	1
873	тогда не	1	1
874	приобретает значение	2	1
875	языка можно	2	1
876	тем более	2	1
877	по крайней	11	1
878	то лишь	1	1
879	вопросе о	1	1
880	слов которые	1	1
881	чтобы его	1	1
882	которые были	1	1
883	именно этот	3	1
884	другом случае	1	1
885	сдвигов в	1	1
886	нас есть	2	1
887	как угодно	1	1
888	в стилистической	2	1
889	я был	1	1
890	еще один	3	1
891	речь это	1	1
892	но оно	2	1
893	и стилистическую	1	1
894	все они	1	1
895	не здесь	1	1
896	речь может	1	1
897	к одному	2	1
898	большей части	2	1
899	выражения эти	1	1
900	ли они	1	1
901	в большинстве	3	1
902	нашего языка	1	1
903	перестает быть	1	1
904	и того	2	1
905	еще до	1	1
906	чужой речи	1	1
907	не менее	12	1
908	нам не	5	1
909	здесь как	3	1
910	понятно что	1	1
911	в стиле	1	1
912	это и	6	1
913	по большей	2	1
914	ведь даже	1	1
915	необходимое условие	1	1
916	наконец и	1	1
917	а скорее	1	1
918	может иметь	3	1
919	материалом для	2	1
920	одна из	1	1
921	более чем	1	1
922	развития речи	1	1
923	к лицу	1	1
924	на тему	1	1
925	речевом общении	1	1
926	раньше в	1	1
927	это конечно	2	1
928	к языку	6	1
929	бы к	1	1
930	который является	1	1
931	чрезвычайно важен	1	1
932	те которые	1	1
933	был только	1	1
934	все стилистические	1	1
935	когда появляется	1	1
936	гораздо большей	1	1
937	на новые	1	1
938	что однако	1	1
939	в действительности	2	1
940	и такие	1	1
941	что этот	2	1
942	уже до	1	1
943	есть речь	1	1
944	знаком например	1	1
945	каких бы	1	1
946	на этом	4	1
947	которую мы	1	1
948	тех же	2	1
949	не имеют	3	1
950	сейчас не	2	1
951	раз и	1	1
952	следя за	1	1
953	нельзя было	2	1
954	и стилистической	2	1
955	в наши	2	1
956	видели в	1	1
957	в предложении	1	1
958	уже раньше	1	1
959	это как	2	1
960	нельзя ставить	1	1
961	которой и	2	1
962	всю свою	1	1
963	на следующем	1	1
964	к словам	1	1
965	указать на	5	1
966	что несмотря	1	1
967	в руки	1	1
968	доказать что	3	1
969	октябрьской революции	2	1
970	совпадает с	1	1
971	она не	1	1
972	он принадлежит	1	1
973	социальной борьбы	1	1
974	в общественных	1	1
975	и организации	1	1
976	только как	3	1
977	и если	4	1
978	от врагов	1	1
979	внешним знаком	1	1
980	слово которое	1	1
981	здесь только	2	1
982	только мы	1	1
983	в другом	2	1
984	и тех	1	1
985	живом языковом	1	1
986	в каких	2	1
987	это только	5	1
988	самым мы	1	1
989	следующем примере	1	1
990	с какой	1	1
991	таких словах	3	1
992	сравнению с	1	1
993	в значениях	1	1
994	оно также	2	1
995	может и	2	1
996	степени зависит	1	1
997	сравнения и	1	1
998	другое дело	2	1
999	так что	5	1
1000	дело не	4	1
1001	всякое явление	1	1
1002	когда в	4	1
1003	процесса в	1	1
1004	к своей	1	1
1005	эти утверждения	1	1
1006	позволяет нам	1	1
1007	эти как	1	1
1008	отношения не	1	1
1009	в развитии	1	1
1010	когда он	4	1
1011	были связаны	1	1
1012	отвращение к	1	1
1013	смысле слова	3	1
1014	эту фразу	1	1
1015	происходящие в	1	1
1016	всего на	1	1
1017	то все	1	1
1018	к тем	1	1
1019	народов и	1	1
1020	но зато	2	1
1021	бы например	2	1
1022	и вся	1	1
1023	значение для	1	1
1024	если же	1	1
1025	должны быть	4	1
1026	но они	1	1
1027	что свои	1	1
1028	между отдельными	1	1
1029	с этой	4	1
1030	говорить о	5	1
1031	что эта	1	1
1032	мы перестаем	2	1
1033	за собой	2	1
1034	же поскольку	1	1
1035	правда и	1	1
1036	развития языка	1	1
1037	возможно также	1	1
1038	в поэме	1	1
1039	всем желании	1	1
1040	не непосредственный	1	1
1041	и что	11	1
1042	как он	1	1
1043	этим словом	1	1
1044	его речи	1	1
1045	трудно ведь	1	1
1046	для человека	1	1
1047	не могла	1	1
1048	приходит к	1	1
1049	ее но	1	1
1050	строить свою	2	1
1051	есть продукт	2	1
1052	так чтобы	1	1
1053	оказывается что	1	1
1054	вот что	1	1
1055	есть такие	1	1
1056	помощью которого	1	1
1057	конечно в	1	1
1058	почти всегда	3	1
1059	вслед за	1	1
1060	иметь в	1	1
1061	вопросом о	1	1
1062	говоря о	1	1
1063	или его	1	1
1064	уже как	1	1
1065	учения о	1	1
1066	с общим	1	1
1067	этой речи	1	1
1068	превращается в	4	1
1069	ссылками на	2	1
1070	даже не	1	1
1071	если его	2	1
1072	же на	1	1
1073	искать ответа	1	1
1074	только то	2	1
1075	на своего	2	1
1076	образом если	2	1
1077	в истории	3	1
1078	зрения а	1	1
1079	новое слово	1	1
1080	является как	1	1
1081	с понятием	1	1
1082	отметить что	1	1
1083	самом широком	2	1
1084	с нашими	1	1
1085	и исторически	1	1
1086	чем он	1	1
1087	а из	1	1
1088	так называемых	3	1
1089	и часто	1	1
1090	основной теме	1	1
1091	например на	1	1
1092	собственно говоря	1	1
1093	всем этим	1	1
1094	не слова	1	1
1095	убедиться в	1	1
1096	ситуации когда	1	1
1097	с другой	14	1
1098	которому мы	1	1
1099	образом не	1	1
1100	лист бумаги	1	1
1101	имеем в	1	1
1102	смысле как	1	1
1103	и принимает	1	1
1104	истории и	1	1
1105	говорит о	1	1
1106	превратилась в	1	1
1107	сейчас же	1	1
1108	к ним	2	1
1109	в литературном	1	1
1110	данного речевого	2	1
1111	слова должны	1	1
1112	среды и	1	1
1113	переход от	4	1
1114	и вне	1	1
1115	слово с	2	1
1116	без всякого	2	1
1117	бы здесь	1	1
1118	думал о	1	1
1119	всегда или	1	1
1120	он является	1	1
1121	одного из	1	1
1122	всякая речь	1	1
1123	языка не	5	1
1124	и о	3	1
1125	как некое	1	1
1126	ее не	1	1
1127	и своим	1	1
1128	что для	3	1
1129	говорить что	1	1
1130	не надо	4	1
1131	та или	1	1
1132	нас на	1	1
1133	его как	1	1
1134	он так	1	1
1135	во внимание	1	1
1136	возможность и	2	1
1137	мог бы	1	1
1138	наряду с	2	1
1139	и во	1	1
1140	их как	2	1
1141	же сколько	1	1
1142	ответа на	1	1
1143	так совершенно	1	1
1144	но вернемся	1	1
1145	первостепенное значение	1	1
1146	но нет	1	1
1147	по сравнению	3	1
1148	это мы	1	1
1149	возможно что	1	1
1150	иной вопрос	1	1
1151	именно так	2	1
1152	за него	1	1
1153	весь вопрос	1	1
1154	которой их	1	1
1155	быть в	2	1
1156	языка как	7	1
1157	за пределами	1	1
1158	в своем	4	1
1159	в ход	1	1
1160	процессы в	1	1
1161	не значит	2	1
1162	это дает	2	1
1163	на улице	2	1
1164	можно привести	1	1
1165	стилистической организации	1	1
1166	социальной истории	1	1
1167	и выражения	1	1
1168	как от	1	1
1169	не трудно	8	1
1170	и есть	3	1
1171	то для	2	1
1172	образом в	3	1
1173	столь же	2	1
1174	самой природы	1	1
1175	в общем	4	1
1176	в силу	16	1
1177	он может	1	1
1178	каждый день	1	1
1179	особое внимание	1	1
1180	языка с	1	1
1181	их вообще	1	1
1182	раз навсегда	1	1
1183	которыми мы	1	1
1184	каждое из	1	1
1185	с течением	2	1
1186	на простейших	1	1
1187	поскольку о	1	1
1188	во-вторых не	1	1
1189	как будто	2	1
1190	совсем другое	1	1
1191	же в	5	1
1192	к вопросам	1	1
1193	на то	6	1
1194	но если	2	1
1195	свою речь	3	1
1196	ли деле	1	1
1197	отношения и	2	1
1198	осложняется еще	1	1
1199	композиции и	1	1
1200	звуков и	2	1
1201	и по	4	1
1202	вопрос если	1	1
1203	там где	7	1
1204	и представлений	1	1
1205	в эти	1	1
1206	явлением в	1	1
1207	увидим ниже	1	1
1208	с нее	2	1
1209	является ли	2	1
1210	речи с	2	1
1211	здесь в	1	1
1212	сводится в	1	1
1213	язык становится	1	1
1214	производства так	1	1
1215	мы обязаны	1	1
1216	благодаря чему	1	1
1217	речи в	7	1
1218	эти новые	1	1
1219	и после	1	1
1220	всех этих	4	1
1221	того же	6	1
1222	своего так	1	1
1223	такое слово	1	1
1224	чтобы не	1	1
1225	но там	1	1
1226	в самой	6	1
1227	не был	2	1
1228	движения и	1	1
1229	только о	3	1
1230	говорит человеку	1	1
1231	с языком	2	1
1232	само по	6	1
1233	одного и	2	1
1234	стихи маяковского	1	1
1235	языковое выражение	1	1
1236	для образования	1	1
1237	думать что	1	1
1238	является необходимым	1	1
1239	понять что	1	1
1240	перестаем понимать	1	1
1241	не то	1	1
1242	иное значение	1	1
1243	мысли и	1	1
1244	на ту	3	1
1245	речи если	1	1
1246	не найдем	1	1
1247	лишь по	1	1
1248	совершается в	1	1
1249	речи можно	5	1
1250	и никак	1	1
1251	должен будет	1	1
1252	что смысл	1	1
1253	к более	1	1
1254	язык для	2	1
1255	течением времени	2	1
1256	человека но	1	1
1257	и сами	2	1
1258	в подобных	1	1
1259	грамматическую и	1	1
1260	свое особое	1	1
1261	данного слова	1	1
