N	2gram	Trubetskoy	Dialekti
407	все в	2	5
408	все его	2	5
409	что у	2	5
410	после этого	1	5
411	в качестве	1	5
412	тому же	6	5
413	и другое	1	5
414	что его	4	5
415	что под	2	5
416	на другую	1	5
417	большею частью	5	5
418	и надо	1	5
419	и у	4	5
420	сих пор	15	5
421	в целях	1	5
422	ли это	1	5
423	на нем	1	5
424	но так	2	5
425	но тут	1	5
426	мы всегда	1	5
427	все остальное	1	5
428	чаще всего	1	5
429	независимо от	2	5
430	сказали что	3	5
431	одного и	3	5
432	были бы	1	5
433	от нее	2	5
434	если в	1	5
435	то я	1	5
436	из того	4	5
437	же что	2	5
438	если это	2	5
439	одинаковой мере	1	5
440	и так	2	5
441	состоит из	4	5
442	сравнению с	5	5
443	это может	2	5
444	не является	1	5
445	в течение	4	5
446	только мы	2	5
447	по сравнению	5	5
448	тех пор	2	5
449	только один	2	5
450	он может	1	5
451	же он	1	5
452	точку зрения	2	5
453	обе стороны	1	5
454	зависит от	1	5
455	а это	2	5
456	он и	1	5
457	что с	6	5
458	же не	3	5
459	раз навсегда	1	5
460	из этого	7	5
461	и другого	1	5
462	бы это	1	5
463	в области	4	5
464	только к	1	5
465	надо было	1	5
466	говоря о	1	5
467	к ней	1	5
468	конце концов	4	5
469	и наконец	3	5
470	что на	2	5
471	возможно лишь	3	4
472	еще более	1	4
473	общения с	1	4
474	далее в	1	4
475	от этих	1	4
476	из нее	2	4
477	из самых	1	4
478	из всего	1	4
479	представление о	3	4
480	только для	1	4
481	относиться к	1	4
482	результате которой	1	4
483	всегда будет	4	4
484	поэтому если	1	4
485	в этот	1	4
486	и этого	1	4
487	тут надо	1	4
488	с другим	1	4
489	к ним	2	4
490	эти вопросы	1	4
491	уже знаем	1	4
492	представить себе	2	4
493	бы то	3	4
494	чтобы это	1	4
495	в состоянии	5	4
496	мы знаем	10	4
497	тогда и	1	4
498	с тех	1	4
499	и нужно	1	4
500	у него	5	4
501	но совершенно	1	4
502	будто бы	1	4
503	на себя	1	4
504	вещи не	1	4
505	что их	3	4
506	в каждом	1	4
507	людей и	1	4
508	из двух	2	4
509	очень мало	2	4
510	не по	1	4
511	главным образом	1	4
512	мы будем	3	4
513	необходимо чтобы	1	4
514	а как	1	4
515	себе как	1	4
516	а потому	5	4
517	как с	1	4
518	поэтому и	1	4
519	можно назвать	3	4
520	выйти из	1	4
521	сейчас же	3	4
522	наконец и	1	4
523	видим что	1	4
524	своей собственной	1	4
525	быть не	1	4
526	для всякого	2	4
527	потому и	2	4
528	заметить что	1	4
529	но именно	1	4
530	с нею	1	4
531	чтобы все	3	4
532	у них	6	4
533	друг друга	2	4
534	данном случае	3	4
535	что ни	1	4
536	в общем	6	4
537	и эта	1	4
538	помнить что	2	4
539	однако это	2	4
540	на все	5	4
541	то ясно	4	4
542	к жизни	1	4
543	на них	1	4
544	что эти	2	4
545	только лишь	1	4
546	и эти	1	4
547	эти последние	2	4
548	ни один	4	4
549	что касается	6	4
550	и всех	1	4
551	же самое	1	4
552	такой же	2	4
553	в одинаковой	1	4
554	ведь и	1	4
555	из себя	10	4
556	находим в	1	3
557	мы воспринимаем	1	3
558	нами выше	1	3
559	для всех	1	3
560	очевидно что	3	3
561	тех кто	5	3
562	мысли и	1	3
563	в первом	1	3
564	бы все	1	3
565	в корне	1	3
566	ни было	3	3
567	социализм возможен	1	3
568	на точку	1	3
569	этой стороны	1	3
570	тогда не	1	3
571	свой смысл	1	3
572	только благодаря	1	3
573	а лишь	3	3
574	на природу	1	3
575	больше чем	1	3
576	сам не	1	3
577	не забудем	1	3
578	если так	1	3
579	самого начала	1	3
580	в чистом	1	3
581	же они	1	3
582	на него	2	3
583	без того	4	3
584	во всей	2	3
585	исходит из	1	3
586	и мало	1	3
587	всего в	1	3
588	есть ничто	1	3
589	итак если	1	3
590	при чем	6	3
591	с другими	1	3
592	не от	2	3
593	и всякой	1	3
594	совершенно ясно	2	3
595	конечно такое	1	3
596	смотря по	1	3
597	на земле	3	3
598	следовательно и	2	3
599	если я	1	3
600	о которых	7	3
601	что как	4	3
602	понятий и	1	3
603	а с	4	3
604	принять во	2	3
605	данный момент	4	3
606	совсем не	1	3
607	между тем	12	3
608	не так	4	3
609	не более	2	3
610	зрения в	1	3
611	не мог	1	3
612	всматриваться в	1	3
613	не приходится	1	3
614	самое что	1	3
615	как известно	3	3
616	я в	2	3
617	веру и	1	3
618	возможно что	1	3
619	культуры и	11	3
620	сделать это	1	3
621	в данный	1	3
622	образом и	2	3
623	и сейчас	4	3
624	вот тут-то	1	3
625	для себя	2	3
626	на почве	3	3
627	чем больше	4	3
628	и будет	2	3
629	не понимают	2	3
630	много но	1	3
631	в которых	2	3
632	все они	6	3
633	бы не	1	3
634	всем этом	1	3
635	тех же	2	3
636	почти все	2	3
637	с которой	1	3
638	ее с	1	3
639	целый ряд	4	3
640	знаем что	8	3
641	если их	1	3
642	тем же	2	3
643	сложнее и	1	3
644	не знаем	1	3
645	в сознании	7	3
646	здесь не	1	3
647	только с	1	3
648	именно этот	1	3
649	тот же	3	3
650	человека но	1	3
651	или просто	1	3
652	но на	2	3
653	ее на	1	3
654	нас не	1	3
655	всех возможных	1	3
656	мало того	4	3
657	как у	3	3
658	для нас	3	3
659	указание на	1	3
660	различия между	3	3
661	однако не	1	3
662	без всяких	1	3
663	наука сама	1	3
664	этого не	1	3
665	когда оно	1	3
666	а то	1	3
667	же будет	1	3
668	не дают	1	3
669	при таком	2	3
670	так в	1	3
671	к своему	1	3
672	по его	2	3
673	когда же	1	3
674	и оно	1	3
675	должен быть	2	3
676	ко всему	2	3
677	тут только	1	3
678	с самого	1	3
679	отличие от	3	3
680	на свои	1	3
681	этого последнего	2	3
682	а из	1	3
683	просто не	1	3
684	в свою	2	3
685	свою историю	1	3
686	далеко не	5	3
687	можно найти	1	3
688	как из	1	3
689	лишь в	5	3
690	в который	1	3
691	в голову	1	3
692	утверждают что	1	3
693	в современной	1	3
694	не надо	3	3
695	не к	1	3
696	меньше чем	2	3
697	они являются	1	2
698	к другу	2	2
699	которые не	3	2
700	в общий	2	2
701	мы все	2	2
702	собою все	1	2
703	эта идея	1	2
704	следует что	2	2
705	строго говоря	1	2
706	не вызывает	1	2
707	те же	2	2
708	забудем что	1	2
709	своей истории	1	2
710	на нас	3	2
711	почему мы	1	2
712	живут в	1	2
713	исторического развития	2	2
714	же эти	1	2
715	a и	1	2
716	ко всем	3	2
717	в духе	1	2
718	это должно	1	2
719	была самая	1	2
720	и сам	2	2
721	мысль о	1	2
722	друг к	2	2
723	том или	1	2
724	и наивно	1	2
725	имеет место	2	2
726	всегда в	1	2
727	роль в	1	2
728	внимание что	1	2
729	более как	2	2
730	широком смысле	2	2
731	я буду	1	2
732	социальная среда	1	2
733	все их	1	2
734	науки в	1	2
735	первый взгляд	1	2
736	перестает быть	1	2
737	знаем и	2	2
738	и отчасти	1	2
739	ответить на	2	2
740	чтобы и	1	2
741	совершенно в	1	2
742	жизни он	1	2
743	этом я	1	2
744	всего что	1	2
745	во многих	1	2
746	нечего и	3	2
747	смысле слова	1	2
748	о них	2	2
749	в различных	1	2
750	а между	8	2
751	самого понятия	1	2
752	не вполне	3	2
753	как оно	1	2
754	свою очередь	2	2
755	в вопросе	2	2
756	на одну	1	2
757	ней и	1	2
758	еще нет	1	2
759	наряду с	1	2
760	они должны	3	2
761	в нашем	3	2
762	к которому	1	2
763	находится в	1	2
764	и всякие	1	2
765	понимать в	1	2
766	вопросе о	2	2
767	именно с	1	2
768	от них	2	2
769	только время	1	2
770	друг с	9	2
771	нем не	1	2
772	на котором	1	2
773	в пользу	5	2
774	не кончается	1	2
775	жизни с	1	2
776	начало и	6	2
777	своего развития	1	2
778	ближе к	3	2
779	всякому ясно	1	2
780	представим себе	1	2
781	ее и	4	2
782	уже сказали	1	2
783	на том	2	2
784	вполне понятно	1	2
785	есть одно	1	2
786	но еще	1	2
787	этот чисто	1	2
788	потому не	1	2
789	то для	1	2
790	общества в	1	2
791	все прочие	4	2
792	котором мы	1	2
793	ноги и	1	2
794	непрерывно и	1	2
795	чем в	3	2
796	и других	3	2
797	как объяснить	1	2
798	в разные	1	2
799	от тех	3	2
800	когда их	1	2
801	не очень	2	2
802	ее от	1	2
803	сходство с	2	2
804	между ними	2	2
805	основано на	5	2
806	которые будут	2	2
807	это нам	1	2
808	больше всего	1	2
809	людьми и	1	2
810	в сторону	3	2
811	в других	1	2
812	а для	2	2
813	вопроса о	1	2
814	всякой чужой	1	2
815	всех своих	1	2
816	не имея	1	2
817	ибо только	1	2
818	из предыдущего	2	2
819	бы к	1	2
820	и понимает	1	2
821	факт не	1	2
822	в лучшем	1	2
823	но при	1	2
824	или может	1	2
825	не были	1	2
826	такого что	1	2
827	в тех	3	2
828	не могла	1	2
829	а во-вторых	1	2
830	а все	1	2
831	историческую эпоху	3	2
832	этот вопрос	2	2
833	с ней	1	2
834	как эта	1	2
835	для той	1	2
836	вопрос в	1	2
837	тот или	1	2
838	бороться с	5	2
839	однако в	1	2
840	всех указанных	1	2
841	оба они	1	2
842	существует в	1	2
843	утверждаем что	1	2
844	образом в	3	2
845	представление об	4	2
846	сливаются в	1	2
847	ибо в	4	2
848	не ее	1	2
849	его можно	1	2
850	в совершенстве	1	2
851	понять что	2	2
852	к сожалению	1	2
853	на деле	1	2
854	во втором	2	2
855	из возможных	1	2
856	произведение и	1	2
857	они и	1	2
858	будет иметь	2	2
859	них в	2	2
860	то есть	2	2
861	с такой	1	2
862	потом и	1	2
863	лишь тогда	2	2
864	не требует	1	2
865	в другой	1	2
866	в область	1	2
867	от этой	1	2
868	в человеке	1	2
869	все те	1	2
870	отдельных частей	1	2
871	то с	2	2
872	такое положение	1	2
873	только еще	1	2
874	все то	2	2
875	отличаются от	1	2
876	только такой	1	2
877	на месте	2	2
878	ничего такого	1	2
879	в процессе	2	2
880	она имеет	1	2
881	к его	1	2
882	менее в	1	2
883	которые могут	2	2
884	и просто	1	2
885	жизни в	1	2
886	надо считать	1	2
887	знает что	1	2
888	на их	1	2
889	всей своей	1	2
890	на своем	1	2
891	уже одно	1	2
892	же теперь	1	2
893	этого явления	2	2
894	сил и	2	2
895	и состоит	2	2
896	и заключается	1	2
897	и между	1	2
898	и поэтому	2	2
899	если для	1	2
900	развития и	1	2
901	и до	3	2
902	взгляда на	1	2
903	друг от	6	2
904	друга и	1	2
905	своих частей	1	2
906	нет в	2	2
907	возможность и	1	2
908	художественное произведение	1	2
909	ее не	1	2
910	как историю	1	2
911	или с	1	2
912	только при	2	2
913	еще дальше	1	2
914	и проч	4	2
915	и подобных	1	2
916	этому надо	1	2
917	отличалась от	4	2
918	не лучше	1	2
919	по этой	1	2
920	из него	2	2
921	в особом	1	2
922	они вовсе	1	2
923	они были	1	2
924	как к	5	2
925	но когда	1	2
926	отдельных единиц	1	2
927	данной эпохи	1	2
928	пришли к	1	2
929	не во	1	2
930	воля к	1	2
931	эта не	1	2
932	была всегда	1	2
933	ученые не	1	2
934	вывод что	1	2
935	на такой	2	2
936	объективен и	1	2
937	бы на	1	2
938	что только	3	2
939	одну общую	1	2
940	в каком-нибудь	1	2
941	надеяться на	1	2
942	в широком	1	2
943	некоторые из	1	2
944	основана на	1	2
945	от своих	1	2
946	ни тем	1	2
947	от друга	6	2
948	но принципиально	1	2
949	и всякое	1	2
950	на нее	2	2
951	дело в	1	2
952	ни одна	1	2
953	стороны но	1	2
954	так если	1	2
955	не стоит	2	2
956	последнее время	1	2
957	на одном	2	2
958	в такой	4	2
959	на его	1	2
960	с другом	9	2
961	а так	1	2
962	иной чем	2	2
963	нее и	1	2
964	они почти	1	2
965	этих двух	2	2
966	людьми то	1	2
967	тут-то и	1	2
968	выше и	4	2
969	чистом виде	1	2
970	выше в	1	2
971	есть как	1	2
972	лучшем случае	1	2
973	исходит от	1	2
974	пор не	5	2
975	можно представить	1	2
976	в нашей	1	2
977	факт что	4	2
978	веры в	2	2
979	мы утверждаем	1	2
980	мы сказали	4	2
981	со своими	2	2
982	в человечестве	1	2
983	и самого	1	2
984	отличаться от	1	2
985	только по	1	2
986	быть если	1	2
987	в узком	1	2
988	общества и	2	2
989	и дальше	2	2
990	только после	1	2
991	является ли	3	2
992	в целом	5	2
993	дальше в	1	2
994	как для	3	2
995	мира в	1	2
996	просто глупо	1	1
997	тою же	1	1
998	и другие	1	1
999	на родину	1	1
1000	заметим что	2	1
1001	этого всего	1	1
1002	идет по	1	1
1003	между двумя	5	1
1004	друг в	1	1
1005	зрения на	1	1
1006	этого необходимо	1	1
1007	на эти	1	1
1008	пришла к	1	1
1009	самого себя	4	1
1010	и самому	1	1
1011	может мыслить	1	1
1012	положение дела	1	1
1013	ясно как	2	1
1014	с детства	1	1
1015	некоторой степени	1	1
1016	каждого отдельного	1	1
1017	случае мы	1	1
1018	без исключения	1	1
1019	обман и	1	1
1020	глаза и	1	1
1021	жизни народов	1	1
1022	поставить и	1	1
1023	не имеющее	1	1
1024	ни другое	1	1
1025	которые по	2	1
1026	что истинное	1	1
1027	одному из	1	1
1028	от чистой	1	1
1029	за время	1	1
1030	пор я	1	1
1031	это надо	1	1
1032	ни третье	1	1
1033	сознательно или	1	1
1034	россии в	1	1
1035	имеет никакой	1	1
1036	есть продукт	1	1
1037	мыслится как	1	1
1038	стоит в	1	1
1039	вступить в	1	1
1040	к полной	2	1
1041	элементы в	1	1
1042	все дело	2	1
1043	и развиваться	1	1
1044	за ним	1	1
1045	у людей	1	1
1046	наиболее распространенное	1	1
1047	психики и	1	1
1048	между прочим	2	1
1049	времени к	1	1
1050	само собою	1	1
1051	этот общий	2	1
1052	и другим	1	1
1053	и должен	1	1
1054	давно уже	2	1
1055	показаться что	1	1
1056	то сразу	1	1
1057	психики но	1	1
1058	в психике	7	1
1059	жизнь все	1	1
1060	когда обе	1	1
1061	или ином	1	1
1062	в степени	3	1
1063	чтобы заметить	1	1
1064	к культуре	14	1
1065	что оба	2	1
1066	у обоих	3	1
1067	быть проведено	1	1
1068	v но	1	1
1069	гораздо больше	3	1
1070	не имели	1	1
1071	трех типов	1	1
1072	высшее и	1	1
1073	окружающим в	1	1
1074	совершенно одинаковой	1	1
1075	и неизменно	1	1
1076	с историческим	1	1
1077	обмана и	1	1
1078	можно считать	1	1
1079	и история	1	1
1080	всякой другой	4	1
1081	не сделал	1	1
1082	которой он	1	1
1083	силы и	1	1
1084	быть всякому	1	1
1085	доказать что	2	1
1086	входит в	1	1
1087	часто в	1	1
1088	именно эта	1	1
1089	никому и	1	1
1090	всем этим	1	1
1091	можно встретить	2	1
1092	научных методов	1	1
1093	которое дальше	1	1
1094	находимся в	1	1
1095	вмещает в	1	1
1096	из самих	1	1
1097	впрочем тут	1	1
1098	европа и	1	1
1099	я этого	1	1
1100	поэтому мы	1	1
1101	нашем случае	2	1
1102	из таких	2	1
1103	наконец как	1	1
1104	точками зрения	1	1
1105	d а	1	1
1106	приходит к	1	1
1107	возможен только	1	1
1108	и идет	1	1
1109	ценности и	2	1
1110	только субъективная	1	1
1111	для своей	1	1
1112	никакой нет	1	1
1113	что ее	1	1
1114	существовать и	1	1
1115	всякие другие	1	1
1116	и создают	1	1
1117	точке зрения	1	1
1118	но этот	1	1
1119	друг на	2	1
1120	и научное	1	1
1121	в прошлом	1	1
1122	совершилось не	1	1
1123	уже более	2	1
1124	именно его	1	1
1125	на наших	1	1
1126	будет не	1	1
1127	основан на	1	1
1128	без оговорок	1	1
1129	этот человек	1	1
1130	и культуры	4	1
1131	том чтобы	2	1
1132	образом как	2	1
1133	как от	1	1
1134	простое и	1	1
1135	ее будет	1	1
1136	культуру и	4	1
1137	надо иметь	1	1
1138	при виде	2	1
1139	и вдруг	1	1
1140	не похоже	1	1
1141	из трех	1	1
1142	их именно	1	1
1143	если эта	1	1
1144	будет только	2	1
1145	сомневаться не	1	1
1146	а следовательно	2	1
1147	в европе	6	1
1148	приближение к	1	1
1149	большей степени	1	1
1150	эпохи то	1	1
1151	по которым	1	1
1152	вся эта	1	1
1153	же отношение	1	1
1154	а настоящее	1	1
1155	не происходит	1	1
1156	и весь	2	1
1157	последнем случае	1	1
1158	при котором	1	1
1159	то очевидно	3	1
1160	эти элементы	3	1
1161	в научной	1	1
1162	к их	1	1
1163	как две	2	1
1164	чужой психики	1	1
1165	в принципе	1	1
1166	нами два	1	1
1167	а наоборот	3	1
1168	остается в	1	1
1169	в психологии	4	1
1170	современной цивилизации	1	1
1171	время в	1	1
1172	мало и	1	1
1173	для другой	1	1
1174	от соответствующего	1	1
1175	за эту	1	1
1176	который можно	1	1
1177	на этих	1	1
1178	похоже на	1	1
1179	указанных выше	3	1
1180	он все	2	1
1181	будем всматриваться	1	1
1182	положение что	1	1
1183	мои рассуждения	1	1
1184	чем у	8	1
1185	близким к	1	1
1186	же все	1	1
1187	настолько трудно	1	1
1188	сверхъестественное откровение	1	1
1189	и наивность	1	1
1190	многих отношениях	1	1
1191	голову не	1	1
1192	это слово	1	1
1193	что между	1	1
1194	тем больше	1	1
1195	в опыте	1	1
1196	а за	1	1
1197	этой религии	1	1
1198	борьбы с	2	1
1199	в правильности	1	1
1200	найдем что	1	1
1201	что за	2	1
1202	интеллигенция и	1	1
1203	до тех	2	1
1204	буду считать	1	1
1205	всем миром	1	1
1206	и всю	1	1
1207	этом последнем	1	1
1208	я совершенно	1	1
1209	лишь на	1	1
1210	обстоятельство что	1	1
1211	даже без	1	1
1212	долго и	1	1
1213	поставленных выше	3	1
1214	без которого	1	1
1215	и перед	1	1
1216	выше мы	4	1
1217	и положительный	1	1
1218	возможности для	1	1
1219	же касается	2	1
1220	из одного	2	1
1221	как предсказывают	1	1
1222	делает его	1	1
1223	собою и	1	1
1224	в эту	2	1
1225	этим понятием	1	1
1226	во-первых с	1	1
1227	с понятием	1	1
1228	деле есть	1	1
1229	вопрос что	1	1
1230	то надо	1	1
1231	истории культуры	3	1
1232	и нам	1	1
1233	вполне реальной	1	1
1234	привыкшие к	1	1
1235	и ко	1	1
1236	же всегда	1	1
1237	есть признак	1	1
1238	не выше	5	1
1239	и которую	1	1
1240	предполагает что	1	1
1241	производит впечатление	1	1
1242	играет роль	1	1
1243	для ее	1	1
1244	все остальные	1	1
1245	причем эта	1	1
1246	ту же	2	1
1247	хочет чтобы	1	1
1248	как человек	1	1
1249	достаточно упомянуть	1	1
1250	должны знать	1	1
1251	я все-таки	1	1
1252	и весьма	1	1
1253	кажется что	1	1
1254	в развитии	1	1
1255	видит и	1	1
1256	надо сказать	1	1
1257	над другими	1	1
1258	еще для	1	1
1259	если все	1	1
1260	тем и	1	1
1261	определяет собою	1	1
1262	в учении	1	1
1263	того же	9	1
1264	проникнуть в	1	1
1265	чтобы их	1	1
1266	находить в	1	1
1267	в самой	2	1
1268	вопрос можно	1	1
1269	и следа	1	1
1270	это действительно	1	1
1271	но знаем	1	1
1272	ни то	1	1
1273	кто так	1	1
1274	это потому	1	1
1275	или лучше	1	1
1276	свободны от	1	1
1277	вполне очевидно	1	1
1278	всех сторон	1	1
1279	все одинаково	1	1
1280	согласиться невозможно	1	1
1281	и была	1	1
1282	миром в	1	1
1283	деле это	1	1
1284	необходим в	1	1
1285	выше вопроса	1	1
1286	если они	1	1
1287	те кто	1	1
1288	догадаться что	1	1
1289	на место	1	1
1290	его к	1	1
1291	надо бороться	2	1
1292	делу и	1	1
1293	разные стадии	1	1
1294	в культуре	1	1
1295	имеет свою	1	1
1296	образом а	1	1
1297	ибо это	1	1
1298	которого она	1	1
1299	мы видели	2	1
1300	для многих	1	1
1301	для самого	2	1
1302	тут уже	1	1
1303	же часто	1	1
1304	нет а	1	1
1305	к такому	2	1
