N	2gram	Losev_Prob	VerxiiNi
138	и таким	1	3
139	в других	5	3
140	а так	1	3
141	и нет	2	3
142	что эти	2	3
143	можно сказать	9	3
144	но с	2	3
145	каждая из	1	3
146	хотя бы	15	3
147	в значительной	2	3
148	представляет собой	2	3
149	так что	12	3
150	у них	1	3
151	точно так	7	3
152	оказывается что	4	3
153	большей частью	5	3
154	и те	2	3
155	не вполне	4	3
156	в рамках	1	3
157	к ним	1	3
158	и о	11	3
159	в своем	7	3
160	уже не	9	3
161	к этому	1	3
162	конце концов	11	3
163	того что	18	3
164	бы то	2	2
165	связан с	1	2
166	значительная часть	1	2
167	такое положение	2	2
168	все что	2	2
169	для всех	3	2
170	один из	7	2
171	и здесь	8	2
172	и на	11	2
173	связанных с	1	2
174	смотреть на	1	2
175	по тому	2	2
176	только что	2	2
177	свидетельствует о	5	2
178	к одной	1	2
179	положение дела	1	2
180	и люди	1	2
181	уже в	6	2
182	чем все	1	2
183	гораздо менее	1	2
184	тогда когда	4	2
185	или по	5	2
186	мы имеем	3	2
187	не с	1	2
188	ни было	1	2
189	утверждать что	2	2
190	этом отношении	2	2
191	только не	4	2
192	что большинство	1	2
193	не как	2	2
194	самой этой	1	2
195	прежде всего	17	2
196	требует от	2	2
197	одно из	2	2
198	как от	1	2
199	его от	4	2
200	не могут	6	2
201	различия между	1	2
202	со всеми	2	2
203	в них	8	2
204	из него	1	2
205	не было	7	2
206	к его	2	2
207	не потому	2	2
208	не в	6	2
209	а также	6	2
210	в виду	10	2
211	в россии	1	2
212	одним из	2	2
213	мысль о	3	2
214	с целью	4	2
215	по существу	2	2
216	именно в	5	2
217	быть даже	2	2
218	и действительно	1	2
219	в процессе	1	2
220	очень много	3	2
221	между этими	2	2
222	можно назвать	1	2
223	с одним	1	2
224	для каждого	2	2
225	к другу	2	2
226	одновременно и	1	2
227	в одно	5	2
228	но когда	2	2
229	нужно чтобы	1	2
230	при таком	2	2
231	по своему	14	2
232	только для	3	2
233	отличается от	2	2
234	говорили о	2	2
235	о котором	4	2
236	то ясно	1	2
237	ничего общего	14	2
238	в эту	2	2
239	так например	2	2
240	особенно в	3	2
241	еще не	18	2
242	во всех	9	2
243	перестает быть	3	2
244	начиная с	1	2
245	ко всему	1	2
246	мы можем	8	2
247	уже давно	7	2
248	некоторые из	1	2
249	больше чем	2	2
250	людей и	1	2
251	что мы	23	2
252	ли это	2	2
253	если не	6	2
254	этого последнего	1	2
255	но при	2	2
256	еще только	2	2
257	всегда останется	1	2
258	на друга	1	2
259	то ни	3	2
260	между тем	3	2
261	значительной мере	2	2
262	из себя	1	2
263	есть как	2	2
264	быть и	5	2
265	сознании и	4	2
266	и больше	2	2
267	бы например	1	2
268	ни один	1	2
269	и является	9	2
270	так чтобы	1	2
271	тем и	3	2
272	и это	13	2
273	в начале	1	2
274	превращается в	1	2
275	конечно не	3	2
276	по своей	1	2
277	но вместе	1	2
278	самого начала	2	2
279	признать что	1	2
280	или иное	2	2
281	еще на	1	2
282	друг на	1	2
283	нами и	1	2
284	же самое	9	2
285	может ли	1	2
286	он в	2	2
287	тех пор	4	2
288	общего с	10	2
289	сказать что	33	2
290	этот путь	1	2
291	которые в	4	2
292	не могла	1	2
293	и другой	1	2
294	них не	1	2
295	в глазах	1	2
296	относится к	6	2
297	или иной	8	2
298	не должны	4	2
299	жизни и	1	2
300	но если	6	2
301	выхода из	1	2
302	иной раз	3	2
303	оно является	1	2
304	что именно	1	2
305	на то	12	2
306	из этого	2	2
307	с его	3	2
308	время он	1	2
309	для этих	2	2
310	что о	1	2
311	от человека	2	2
312	и все	9	2
313	для этого	5	2
314	то или	3	2
315	в самой	3	2
316	и особенно	4	2
317	тот же	4	2
318	и наконец	3	2
319	той или	10	2
320	вплоть до	1	2
321	в другое	2	2
322	мы видели	1	2
323	не к	1	2
324	его можно	1	2
325	можно только	2	2
326	в той	2	1
327	какой-нибудь другой	2	1
328	на поверхность	1	1
329	мир не	1	1
330	и образ	1	1
331	представить себе	1	1
332	находим в	1	1
333	они являются	1	1
334	то в	6	1
335	на почве	2	1
336	ее существование	1	1
337	этого и	1	1
338	самый термин	1	1
339	первую очередь	1	1
340	ввиду того	1	1
341	не так	1	1
342	определили его	1	1
343	новое и	1	1
344	к общему	1	1
345	не указывает	1	1
346	своей веры	1	1
347	а потому	2	1
348	во втором	1	1
349	случае мы	1	1
350	видели что	1	1
351	нераздельное целое	1	1
352	к лицу	1	1
353	мы видим	2	1
354	рождение и	1	1
355	могут рассматриваться	1	1
356	в душе	1	1
357	идет к	1	1
358	и всякий	1	1
359	его существовании	1	1
360	что с	2	1
361	случае в	1	1
362	эти элементы	3	1
363	обо всем	1	1
364	собой и	3	1
365	можно говорить	3	1
366	и этот	4	1
367	в определенный	2	1
368	значение в	4	1
369	этого в	1	1
370	с момента	1	1
371	тоже не	12	1
372	и конечно	2	1
373	друг к	2	1
374	к их	1	1
375	она и	1	1
376	указывает на	16	1
377	со всем	2	1
378	нельзя сказать	3	1
379	только некоторые	1	1
380	они не	1	1
381	слова здесь	1	1
382	ли эти	1	1
383	может не	1	1
384	этой области	5	1
385	данном случае	10	1
386	что такое	23	1
387	ног у	1	1
388	ни с	1	1
389	них в	1	1
390	в момент	2	1
391	эти движения	1	1
392	известно что	1	1
393	на некоторый	1	1
394	должно быть	3	1
395	того как	3	1
396	новой жизни	1	1
397	время и	2	1
398	его с	1	1
399	мы ничего	1	1
400	не самой	2	1
401	о тождестве	1	1
402	сознании не	1	1
403	краски и	1	1
404	притом не	1	1
405	для себя	9	1
406	смысле слова	11	1
407	из таких	1	1
408	это не	7	1
409	мы знаем	1	1
410	именно к	1	1
411	направление это	1	1
412	он становится	1	1
413	законы природы	2	1
414	только от	2	1
415	но такая	1	1
416	и далее	1	1
417	и менее	4	1
418	до самого	1	1
419	прийти к	3	1
420	не для	3	1
421	мы испытываем	1	1
422	но такой	1	1
423	имеется и	1	1
424	ничего кроме	1	1
425	именно тем	1	1
426	к учению	1	1
427	равнодушен к	1	1
428	а ведь	2	1
429	чтобы стать	1	1
430	к установлению	1	1
431	с ним	4	1
432	особенности этого	1	1
433	ориентировались на	1	1
434	думаем о	1	1
435	кроме того	7	1
436	о чем	11	1
437	нашей точки	1	1
438	в сущности	2	1
439	в ее	3	1
440	иное значение	1	1
441	как раз	20	1
442	есть сама	1	1
443	под знаком	1	1
444	но тем	1	1
445	человек есть	1	1
446	ясным что	2	1
447	однако еще	1	1
448	друга а	1	1
449	этот мир	1	1
450	все и	1	1
451	полное тождество	1	1
452	что человек	1	1
453	ее нет	1	1
454	с внешней	1	1
455	вступив на	1	1
456	с нашей	1	1
457	надеяться на	1	1
458	есть эта	1	1
459	у нас	31	1
460	никуда не	2	1
461	два раза	1	1
462	ни в	13	1
463	и делает	3	1
464	это слово	1	1
465	себе не	3	1
466	этого момента	1	1
467	то не	2	1
468	деле если	1	1
469	другой стороны	7	1
470	есть самая	1	1
471	это есть	10	1
472	говорить что	2	1
473	как нечто	10	1
474	живого существа	1	1
475	не является	12	1
476	с их	1	1
477	по мере	1	1
478	с собой	3	1
479	таком случае	14	1
480	все прочие	2	1
481	основана на	2	1
482	за это	1	1
483	в их	7	1
484	под этим	4	1
485	в данном	16	1
486	имеющего ничего	1	1
487	только еще	1	1
488	его в	9	1
489	в своих	3	1
490	чтобы в	1	1
491	менее совершенно	1	1
492	не считали	1	1
493	сами по	5	1
494	это всегда	2	1
495	нам в	3	1
496	вообще же	1	1
497	в разные	3	1
498	не более	1	1
499	самом деле	10	1
500	от тех	1	1
501	в первом	2	1
502	и некоторые	1	1
503	философские системы	1	1
504	они относятся	2	1
505	что к	2	1
506	как этот	1	1
507	некоторые другие	1	1
508	всегда в	1	1
509	прежде чем	3	1
510	есть величина	1	1
511	их и	1	1
512	этом не	1	1
513	что его	4	1
514	по одному	1	1
515	во внимание	2	1
516	здесь имеется	1	1
517	этим и	1	1
518	заключается в	2	1
519	но эта	3	1
520	это мы	2	1
521	подобного нет	1	1
522	оно есть	1	1
523	которое в	1	1
524	одновременно с	1	1
525	зато в	1	1
526	которые как	1	1
527	мы и	8	1
528	тем что	10	1
529	на нечто	8	1
530	она является	3	1
531	и чувств	1	1
532	значения и	11	1
533	и своего	1	1
534	если он	1	1
535	том или	1	1
536	в жизни	3	1
537	отношения к	2	1
538	и другим	2	1
539	в корне	2	1
540	давно уже	1	1
541	этом последнем	1	1
542	но далеко	1	1
543	не имеющего	1	1
544	в познании	1	1
545	знать о	1	1
546	существует и	3	1
547	как и	7	1
548	но пока	1	1
549	среди прочих	2	1
550	всех тех	1	1
551	как не	1	1
552	многих других	1	1
553	к нам	1	1
554	время как	2	1
555	помнить что	3	1
556	есть тот	3	1
557	этот раз	2	1
558	их в	6	1
559	притом в	1	1
560	себя как	1	1
561	а именно	16	1
562	ничто в	1	1
563	не есть	49	1
564	только то	6	1
565	эта была	1	1
566	в своей	8	1
567	мысли о	1	1
568	в слове	1	1
569	и так	2	1
570	при ближайшем	2	1
571	состоит из	1	1
572	на эту	2	1
573	на этом	1	1
574	как в	5	1
575	и надо	2	1
576	никто не	2	1
577	мира и	1	1
578	следовательно и	3	1
579	перед собой	1	1
580	так сказать	1	1
581	ближайшем рассмотрении	1	1
582	на одном	2	1
583	от этого	2	1
584	или ином	1	1
585	является для	3	1
586	в такой	3	1
587	или что	3	1
588	тем или	4	1
589	один и	1	1
590	однако это	3	1
591	о которых	6	1
592	может явиться	1	1
593	том как	2	1
594	и следовательно	6	1
595	нечто вполне	1	1
596	на какие	1	1
597	это было	3	1
598	себя не	1	1
599	роль в	2	1
600	он сам	2	1
601	на его	2	1
602	язык к	1	1
603	всей своей	1	1
604	несомненно в	1	1
605	из одного	1	1
606	в чем	3	1
607	в каком	7	1
608	эта связь	1	1
609	не стоит	2	1
610	нет в	1	1
611	связанного с	1	1
612	это тоже	4	1
613	жизни то	1	1
614	на себе	1	1
615	сейчас же	3	1
616	перейти к	4	1
617	как только	3	1
618	что становится	1	1
619	и смерть	1	1
620	могло бы	1	1
621	же есть	1	1
622	в одной	1	1
623	каждая такая	1	1
624	и отдельные	1	1
625	как результат	1	1
626	тем более	13	1
627	казалось бы	11	1
628	что они	5	1
629	бы в	3	1
630	не был	4	1
631	уже ни	1	1
632	действительно если	1	1
633	мере в	2	1
634	голове и	1	1
635	а вместе	1	1
636	с первого	2	1
637	однако не	3	1
638	с этим	7	1
639	все они	2	1
640	рассмотрении оказывается	1	1
641	сказать и	3	1
642	нет ничего	12	1
643	и того	5	1
644	еще и	9	1
645	могли бы	2	1
646	не встречает	1	1
647	сам он	1	1
648	ни к	1	1
649	ни на	5	1
650	совершенно не	7	1
651	не имея	1	1
652	человека в	1	1
653	в первую	1	1
654	бы и	5	1
655	даже чем	1	1
656	из предыдущего	1	1
657	на этой	4	1
658	не существует	12	1
659	бытие или	1	1
660	к этой	2	1
661	и других	1	1
662	бытия или	2	1
663	и более	4	1
664	и живых	1	1
665	отвлечения его	1	1
666	да и	11	1
667	и пр	4	1
668	между собой	5	1
669	времени эти	1	1
670	под этой	1	1
671	и требует	1	1
672	не означает	1	1
673	еще недостаточно	2	1
674	эти последние	2	1
675	существование и	1	1
676	основанная на	1	1
677	смерти и	1	1
678	которые раньше	2	1
679	с каким-нибудь	1	1
680	мы уже	8	1
681	силой или	1	1
682	чистом виде	4	1
683	поскольку они	2	1
684	до настоящего	1	1
685	трудно было	1	1
686	что фактически	1	1
687	совпадает с	2	1
688	другими словами	8	1
689	от этих	1	1
690	эти проблемы	1	1
691	эти два	1	1
692	чтобы он	2	1
693	говорить не	1	1
694	входит в	4	1
695	по возможности	1	1
696	но даже	3	1
697	этой борьбы	2	1
698	не должно	1	1
699	следовательно для	1	1
700	отчет в	1	1
701	мы не	6	1
702	не символ	1	1
703	ничего подобного	2	1
704	совсем не	9	1
705	которые и	1	1
706	в ней	1	1
707	но это	11	1
708	стоит и	2	1
709	чем именно	1	1
710	уже больше	1	1
711	и одной	1	1
712	дело не	1	1
713	является его	1	1
714	можем но	1	1
715	первого взгляда	2	1
716	всегда так	1	1
717	только тогда	4	1
718	идти по	1	1
719	любви ко	1	1
720	и связанного	1	1
721	только как	2	1
722	есть то	5	1
723	всей этой	3	1
724	и весь	4	1
725	а по	1	1
726	но зато	3	1
727	нужно было	1	1
728	есть сам	1	1
729	до начала	1	1
730	представлением о	1	1
731	только на	13	1
732	и их	4	1
733	совсем мало	1	1
734	как мистическое	1	1
735	речь идет	2	1
736	через нее	1	1
737	не приходится	2	1
738	тождество с	1	1
739	нас остается	1	1
740	и об	1	1
741	над другими	1	1
742	чтобы она	1	1
743	кто же	1	1
744	начинается с	1	1
745	имеет никакого	2	1
746	нет никакой	3	1
747	а между	1	1
748	иметь в	5	1
749	или его	4	1
750	факт что	1	1
751	в учении	1	1
752	учения о	3	1
753	слова с	1	1
754	не следует	1	1
755	и до	3	1
756	это однако	1	1
757	совершенно неправильно	1	1
758	этот вопрос	2	1
759	есть о	1	1
760	при помощи	21	1
761	конечно нет	1	1
762	без труда	1	1
763	природы но	1	1
764	и всякая	1	1
765	должны были	3	1
766	терминологии и	1	1
767	не представляет	1	1
768	когда мы	10	1
769	идет речь	2	1
770	не совпадает	2	1
771	указания на	1	1
772	всего этого	1	1
773	учению о	2	1
774	бы по	1	1
775	смысла и	2	1
776	в какой-то	3	1
777	на это	1	1
778	в нашей	3	1
779	было бы	16	1
780	с какими-нибудь	1	1
781	имеем в	1	1
782	на одну	1	1
783	чем с	1	1
784	являются все	1	1
785	что здесь	4	1
786	или вообще	6	1
787	узнав что	1	1
788	и глубоко	1	1
789	он тоже	2	1
790	в одну	1	1
791	без всякого	5	1
792	возможно что	1	1
793	на путь	1	1
794	которой можно	1	1
795	одного из	2	1
796	настоящее время	17	1
797	с развитием	1	1
798	вернуться к	1	1
799	однако в	2	1
800	в сфере	1	1
801	к окончательному	1	1
802	оно имеет	1	1
803	чтобы они	1	1
804	или о	3	1
805	тем же	2	1
806	по себе	20	1
807	речь есть	1	1
808	могут быть	2	1
809	таких условиях	1	1
810	не можем	2	1
811	о его	2	1
812	эти категории	1	1
813	которое мы	2	1
814	само понятие	3	1
815	чем сама	1	1
816	этим словам	1	1
817	но именно	5	1
818	языка как	2	1
819	в нашем	3	1
820	с этими	4	1
821	и раньше	1	1
822	может показаться	1	1
823	именно то	4	1
824	что самый	1	1
825	не знаем	3	1
826	и есть	7	1
827	место в	2	1
828	их можно	1	1
829	случае между	1	1
830	во всей	4	1
831	в понятие	1	1
832	том же	1	1
833	в ряд	2	1
834	времени в	2	1
835	в сознании	5	1
836	же в	5	1
837	необходимо чтобы	4	1
838	что она	8	1
839	он может	1	1
840	и должно	2	1
841	такой же	1	1
842	русский или	1	1
843	языка с	1	1
844	бы быть	1	1
845	язык в	1	1
846	если они	1	1
847	еще нельзя	1	1
848	до известной	1	1
849	какое содержание	1	1
850	или из	4	1
851	и его	3	1
852	далекой от	1	1
853	его к	1	1
854	мира в	2	1
855	известной степени	2	1
856	что даже	1	1
857	а следовательно	2	1
858	с представлением	1	1
859	даже в	2	1
860	события в	1	1
861	а мы	1	1
862	только с	3	1
863	это совершенно	6	1
864	в ту	1	1
865	быть в	1	1
866	теперь уже	1	1
867	может и	3	1
868	нет никаких	2	1
869	здесь идет	2	1
870	для получения	4	1
871	друг друга	1	1
872	и душа	1	1
873	видели выше	1	1
874	с ее	1	1
875	всех этих	11	1
876	есть ли	2	1
877	и тот	2	1
878	чтобы не	3	1
879	в настоящее	17	1
880	но для	3	1
881	должны быть	2	1
882	понятия и	2	1
883	настоящего времени	3	1
884	себя в	1	1
885	и ее	9	1
886	здесь не	9	1
887	одного и	2	1
888	сливаются в	3	1
889	что жизнь	1	1
890	думать что	2	1
891	всякий кто	1	1
892	ничего не	20	1
893	есть не	10	1
894	то время	2	1
895	и самый	3	1
896	искусства не	1	1
897	и во	4	1
898	может прийти	1	1
899	он должен	2	1
900	той же	2	1
901	он существует	1	1
