N	3gram	Propp_Isto	Myshleni
406	нет ничего не	1	1
407	в жизни и	1	1
408	никакой связи с	1	1
409	сравним с этим	1	1
410	никак не мог	1	1
411	в чем состоит	2	1
412	в течение лет	1	1
413	что он при	1	1
414	это происходит в	1	1
415	можем установить что	1	1
416	в центре внимания	1	1
417	когда он говорит	1	1
418	делает это не	1	1
419	о связи этого	1	1
420	иметь в виду	1	1
421	видеть в этом	1	1
422	что представление об	1	1
423	также указывает на	1	1
424	при помощи которых	1	1
425	что в них	2	1
426	выражается в том	1	1
427	и в других	3	1
428	сих пор рассматривали	1	1
429	к которому приводит	1	1
430	с полной ясностью	1	1
431	но этим дело	1	1
432	он и говорит	1	1
433	для нас важно	1	1
434	и по существу	1	1
435	параллельно с этим	1	1
436	так же и	1	1
437	так же в	1	1
438	от до но	1	1
439	в определенном направлении	1	1
440	то что было	2	1
441	тому что в	1	1
442	и в том	1	1
443	останавливаться на этом	1	1
444	друг друга и	1	1
445	перед нами действительно	1	1
446	дать ответ на	1	1
447	этот вопрос можно	1	1
448	это может быть	1	1
449	равно как и	1	1
450	с этим мы	1	1
451	но и там	1	1
452	это так то	1	1
453	мы видим не	1	1
454	в свою противоположность	1	1
455	за пределами своего	1	1
456	так и с	1	1
457	ко всей группе	1	1
458	не совсем так	2	1
459	на этом основано	1	1
460	связи с изучением	3	1
461	не есть нечто	1	1
462	в некоторых случаях	6	1
463	все реже и	1	1
464	что же это	1	1
465	но связь с	1	1
466	что она при	2	1
467	будет сказать что	1	1
468	он ничего не	2	1
469	только в одном	2	1
470	хотя и не	1	1
471	я не знаю	3	1
472	их в жизни	1	1
473	образом мы можем	1	1
474	мы до сих	1	1
475	для нас это	1	1
476	и здесь мы	2	1
477	также и в	1	1
478	что там где	1	1
479	понимать то что	1	1
480	знаем об этом	1	1
481	тем что он	1	1
482	и выражается в	1	1
483	есть представление о	1	1
484	в свете приведенных	2	1
485	перейти к этому	1	1
486	реже и реже	1	1
487	иначе обстоит дело	1	1
488	так чтобы он	1	1
489	общаться с другими	1	1
490	в известных случаях	1	1
491	видеть и слышать	1	1
492	один из моментов	1	1
493	а не за	1	1
494	в общих чертах	1	1
495	в таких случаях	2	1
496	мы не будем	2	1
497	в этом в	1	1
498	это и есть	2	1
499	еще одно обстоятельство	1	1
500	это происходит потому	1	1
501	говорит о наличии	1	1
502	что он как	1	1
503	становится таким же	1	1
