N	2gram	Bakhtin_KF	Vvedenie
544	по предмету	1	1
545	на его	1	1
546	стороны совершенно	1	1
547	и этих	1	1
548	не знать	1	1
549	смысле только	1	1
550	ли это	2	1
551	для нашей	1	1
552	в лучшем	1	1
553	в эту	1	1
554	в одной	1	1
555	мысли в	1	1
556	действительности и	1	1
557	относиться к	1	1
558	и полностью	1	1
559	включая и	1	1
560	и другого	3	1
561	действительности а	1	1
562	а для	2	1
563	по поводу	1	1
564	осуществляются в	1	1
565	можно и	2	1
566	жизнь и	2	1
567	сознание но	2	1
568	не была	1	1
569	что эти	1	1
570	права и	1	1
571	поскольку она	2	1
572	себя не	3	1
573	перестает быть	1	1
574	нуждаются в	1	1
575	для друга	1	1
576	здесь как	1	1
577	ко всему	5	1
578	это и	3	1
579	его и	2	1
580	того или	3	1
581	определении и	1	1
582	совершенно не	7	1
583	конечно здесь	1	1
584	и эти	2	1
585	а к	1	1
586	факта что	1	1
587	имеют в	1	1
588	в содержание	1	1
589	вытекает из	2	1
590	в действительности	1	1
591	и такие	1	1
592	что этот	3	1
593	мы становимся	1	1
594	значит что	1	1
595	какие бы	1	1
596	не исключительно	1	1
597	ясно и	3	1
598	даже к	1	1
599	прочим и	1	1
600	средние века	1	1
601	превращается в	1	1
602	признать его	1	1
603	еще на	1	1
604	другими словами	1	1
605	а через	1	1
606	мы его	1	1
607	не должен	3	1
608	не дает	3	1
609	во всей	4	1
610	ту или	1	1
611	этом ее	1	1
612	не должно	3	1
613	культура в	2	1
614	но во	1	1
615	о возможности	1	1
616	не по	4	1
617	быть не	2	1
618	не быть	3	1
619	и должна	3	1
620	она могла	2	1
621	этом пути	1	1
622	но здесь	3	1
623	и другой	1	1
624	конечно и	1	1
625	из их	1	1
626	в только	1	1
627	просто не	1	1
628	собственных имен	1	1
629	в себя	8	1
630	из себя	11	1
631	и т.п	1	1
632	не раз	1	1
633	содержания не	1	1
634	истории а	1	1
635	лучшем случае	1	1
636	из самого	2	1
637	в которой	1	1
638	лишь в	8	1
639	бы только	1	1
640	не будет	2	1
641	которая сама	1	1
642	вследствие этого	2	1
643	то все	1	1
644	не могло	1	1
645	воплощается в	1	1
646	должны быть	1	1
647	между отдельными	1	1
648	содержания и	2	1
649	и та	3	1
650	как если	1	1
651	и тот	3	1
652	вмещается в	1	1
653	не потому	2	1
654	этим не	2	1
655	содержание но	1	1
656	и эстетического	1	1
657	значительной степени	1	1
658	как одно	1	1
659	и затем	1	1
660	не касается	1	1
661	он есть	1	1
662	их для	2	1
663	человека и	3	1
664	для которой	3	1
665	а лишь	3	1
666	часто имеют	1	1
667	или иное	2	1
668	мы здесь	3	1
669	то ни	2	1
670	это единство	3	1
671	всего что	1	1
672	в каких	1	1
673	имеем в	2	1
674	формальной а	1	1
675	в средние	1	1
676	содержания но	2	1
677	единое и	5	1
678	ведь это	2	1
679	своим содержанием	1	1
680	стороны ее	2	1
681	нет и	3	1
682	место в	6	1
683	входит как	2	1
684	ее ни	1	1
685	к ним	4	1
686	содержанием и	1	1
687	ее не	1	1
688	она может	1	1
689	культуры и	5	1
690	и никогда	1	1
691	и каждая	1	1
692	главным образом	1	1
693	если мы	1	1
694	познавательного акта	2	1
695	бытии но	1	1
696	друг для	1	1
697	но есть	2	1
698	подход к	1	1
699	что есть	2	1
700	или с	1	1
701	но нет	2	1
702	у меня	1	1
703	не задает	1	1
704	это можно	2	1
705	в реальном	1	1
706	ее можно	1	1
707	не значит	6	1
708	быть определено	1	1
709	только при	1	1
710	и от	1	1
711	для которого	3	1
712	образом в	1	1
713	настоящее время	1	1
714	такие которые	1	1
715	же в	1	1
716	мысли как	1	1
717	из пределов	1	1
718	нем не	2	1
719	момент в	7	1
720	значило бы	2	1
721	ли кто-нибудь	1	1
722	момента и	2	1
723	включает в	2	1
724	слово не	3	1
725	как момент	13	1
726	мира в	6	1
727	как предмет	2	1
728	чем та	1	1
729	были в	1	1
730	процессе ее	1	1
731	месте в	1	1
732	котором мы	3	1
733	или иного	3	1
734	к этим	1	1
735	ведь и	1	1
736	для этой	3	1
737	всем что	1	1
738	и входит	1	1
739	в системе	1	1
740	и объект	1	1
741	определенное время	1	1
742	чтобы не	2	1
743	то или	2	1
744	она действительно	1	1
745	в настоящее	1	1
746	увидим далее	1	1
747	тот же	3	1
748	познания в	2	1
749	слова и	1	1
750	действительно в	1	1
751	с разных	1	1
752	в первой	1	1
753	но поскольку	1	1
754	вся эта	2	1
755	и хх	2	1
756	в составе	2	1
757	он действительно	1	1
758	он должен	1	1
759	в специальном	1	1
