N	2gram	Tiupa_Narr	Myslijsy
149	есть в	2	12
150	или менее	2	12
151	тем более	2	12
152	как мы	3	12
153	что на	2	12
154	в первом	3	11
155	имеет для	1	11
156	к нему	5	11
157	в состоянии	1	11
158	его в	2	11
159	подобно тому	2	11
160	в силу	4	11
161	речи и	1	11
162	мы видели	1	11
163	сами по	2	11
164	быть не	1	11
165	к ней	1	11
166	с нею	1	11
167	если не	4	11
168	и вообще	1	11
169	к одному	1	11
170	и только	2	11
171	же в	4	11
172	и с	4	10
173	хотя бы	4	10
174	одной стороны	7	10
175	не от	2	10
176	что как	1	10
177	если же	1	10
178	и от	1	10
179	и есть	2	10
180	бы быть	3	10
181	он не	3	10
182	образа и	1	10
183	и для	2	10
184	и того	2	9
185	и даже	3	9
186	на него	3	9
187	зрения и	2	9
188	могли бы	1	9
189	одного и	1	9
190	не будет	3	9
191	один из	3	9
192	себе не	2	9
193	самом деле	2	9
194	никто не	1	9
195	с точки	2	9
196	таком случае	2	9
197	это было	1	9
198	не все	5	9
199	далеко не	5	9
200	в целом	1	9
201	можно сказать	5	9
202	таким же	1	9
203	говорить о	2	8
204	не как	2	8
205	но все	4	8
206	вслед за	4	8
207	от одного	2	8
208	именно в	6	8
209	что по	2	8
210	их в	1	8
211	что они	3	8
212	одним словом	1	8
213	не так	1	8
214	отношений между	1	8
215	с ними	1	8
216	в которых	1	8
217	между ними	2	8
218	внимание на	1	8
219	и тогда	1	8
220	в глазах	1	8
221	нельзя сказать	1	8
222	в самой	1	8
223	тот же	1	8
224	как кажется	2	8
225	на самом	1	8
226	слова не	1	8
227	все равно	1	8
228	или в	2	8
229	и более	1	8
230	по его	1	8
231	с этой	1	7
232	связь с	1	7
233	все эти	2	7
234	в собственном	2	7
235	в данном	5	7
236	не существует	3	7
237	было в	2	7
238	не всегда	2	7
239	что именно	2	7
240	к языку	1	7
241	что у	2	7
242	несмотря на	2	7
243	столько же	1	7
244	но как	2	7
245	она не	2	7
246	и тот	2	7
247	этом смысле	1	7
248	а как	1	7
249	во втором	4	7
250	для себя	1	7
251	от нас	1	7
252	в памяти	2	7
253	себя и	2	7
254	о котором	1	7
255	и во	1	7
256	том же	1	7
257	дает нам	1	7
258	которое мы	1	7
259	один и	1	7
260	не с	3	7
261	место в	1	7
262	и к	1	6
263	нас в	1	6
264	образом и	1	6
265	в виду	1	6
266	в речи	1	6
267	а именно	3	6
268	есть то	1	6
269	человеческой мысли	1	6
270	между двумя	5	6
271	не имеем	1	6
272	к которому	2	6
273	ни было	3	6
274	в ее	3	6
275	у него	4	6
276	но он	1	6
277	нем самом	1	6
278	в мире	9	6
279	представляется нам	1	6
280	мы уже	1	6
281	не заключает	1	6
282	хотя в	2	6
283	же самое	1	6
284	оно есть	1	6
285	и сами	1	6
286	должна быть	2	6
287	в сущности	3	6
288	отдельных лиц	1	6
289	с таким	1	6
290	с прежним	1	6
291	да и	4	6
292	друг от	1	6
293	и уже	1	6
294	лишь в	1	6
295	не могло	2	6
296	в этой	5	6
297	и до	2	6
298	мог бы	3	6
299	но на	1	6
300	у нас	1	6
301	в их	1	6
302	что ни	1	6
303	от друга	1	6
304	на его	1	6
305	об этом	1	6
306	в один	1	6
307	жизни и	3	6
308	человек не	1	6
309	ни был	1	6
310	в той	6	5
311	человеческой жизни	1	5
312	даже в	2	5
313	формы в	1	5
314	не столько	4	5
315	в некотором	1	5
316	времени и	7	5
317	когда в	1	5
318	к другой	2	5
319	входит в	1	5
320	состоит в	13	5
321	значительной степени	2	5
322	том чтобы	1	5
323	уже по	1	5
324	на том	3	5
325	в произведении	3	5
326	а с	3	5
327	отношения между	1	5
328	одним из	2	5
329	которое в	1	5
330	свет и	1	5
331	одна из	3	5
332	и у	1	5
333	лица и	2	5
334	оно и	1	5
335	можно было	2	5
336	если это	1	5
337	однако в	2	5
338	оно имеет	1	5
339	лучше сказать	1	5
340	в процессе	1	5
341	если в	3	5
342	все то	2	5
343	можно назвать	1	5
344	к другому	2	5
345	что вообще	1	5
346	известной степени	1	5
347	перед нами	4	5
348	вытекает из	1	5
349	слов и	1	5
350	переход от	4	5
351	и здесь	1	5
352	ответ на	1	5
353	они не	2	5
354	мы имеем	2	5
355	слова а	1	5
356	нет ничего	1	5
357	стремится к	1	5
358	в какой	2	5
359	не подлежит	1	5
360	но уже	1	5
361	в области	2	5
362	человека в	2	5
363	здесь только	1	5
364	а от	1	5
365	субъекта и	2	5
366	с языком	1	5
367	есть всегда	2	5
368	в начале	1	5
369	как не	1	5
370	как же	1	5
371	не по	1	5
372	отношение к	2	5
373	себе а	1	5
374	это определение	1	4
375	из нее	1	4
376	от всего	1	4
377	точке зрения	1	4
378	но во	1	4
379	в другом	1	4
380	чего не	1	4
381	не что	2	4
382	с чем	2	4
383	что иное	2	4
384	не мог	4	4
385	бы то	3	4
386	не противоречит	1	4
387	внутреннее единство	1	4
388	не знает	1	4
389	в связи	2	4
390	без которого	1	4
391	от этого	1	4
392	с его	6	4
393	и быть	1	4
394	на этом	1	4
395	еще только	1	4
396	не дает	1	4
397	на другой	2	4
398	то ни	3	4
399	не могла	1	4
400	иметь в	1	4
401	его как	2	4
402	если оно	1	4
403	для кого	1	4
404	ничего не	2	4
405	та же	2	4
406	не ограничивается	1	4
407	имеет место	4	4
408	ни в	3	4
409	не на	2	4
410	но без	2	4
411	так или	2	4
412	этой точки	2	4
413	отношения к	2	4
414	здесь как	1	4
415	в понятие	1	4
416	в значении	1	4
417	между людьми	1	4
418	начиная с	1	4
419	то она	2	4
420	он может	1	4
421	есть к	1	4
422	только о	2	4
423	слова от	1	4
424	к содержанию	3	4
425	ему в	2	4
426	данном случае	4	4
427	на что	1	4
428	что первое	1	4
429	этом отношении	3	4
430	нее как	1	4
431	дело в	1	4
432	было для	1	4
433	из двух	3	4
434	или даже	2	4
435	к своему	1	4
436	по своему	1	4
437	и оно	1	4
438	на них	1	4
439	искать в	1	4
440	что касается	2	4
441	но она	1	4
442	только то	1	4
443	собственно говоря	1	4
444	одного из	4	4
445	произведения не	1	4
446	бытия и	1	4
447	иное как	2	4
448	с которыми	1	3
449	мы и	1	3
450	дело с	2	3
451	по-видимому не	1	3
452	в результате	2	3
453	в различных	1	3
454	одной из	4	3
455	на мир	1	3
456	на свою	1	3
457	от одной	2	3
458	которое не	1	3
459	его признаков	1	3
460	на первый	2	3
461	на одном	1	3
462	первый взгляд	2	3
463	на природу	1	3
464	что этот	1	3
465	мы увидим	1	3
466	служит для	1	3
467	сводятся к	1	3
468	которая не	1	3
469	и когда	2	3
470	вместе со	1	3
471	жизни то	1	3
472	он сам	2	3
473	она может	2	3
474	к этим	1	3
475	к ее	1	3
476	не представляется	1	3
477	подлежит сомнению	1	3
478	от его	1	3
479	первом случае	2	3
480	может иметь	1	3
481	и сама	1	3
482	говоря словами	2	3
483	в разные	1	3
484	человек и	1	3
485	хотя не	1	3
486	его жизни	2	3
487	в двух	2	3
488	в себя	6	3
489	действительности и	1	3
490	как теперь	1	3
491	что нет	2	3
492	со многими	1	3
493	совсем не	1	3
494	здесь мы	1	3
495	как это	6	3
496	в форме	5	3
497	даже не	3	3
498	но всегда	1	3
499	и др	2	3
500	мы будем	1	3
501	теми же	1	3
502	в общем	1	3
503	по направлению	1	3
504	сказать о	1	3
505	и ее	2	3
506	в пространстве	4	3
507	на чем	2	3
508	к самому	2	3
509	должен был	1	3
510	частью в	1	3
511	как о	1	3
512	в известном	2	3
513	разные времена	1	3
514	а если	2	3
515	в первый	1	3
516	он видит	1	3
517	это то	1	3
518	а может	1	3
519	время в	2	3
520	что понятие	1	3
521	взгляда на	1	3
522	известного рода	1	3
523	в ряд	1	3
524	до известной	1	3
525	здесь не	4	3
526	то по	1	3
527	человеческой деятельности	1	3
528	понимание было	1	3
529	жизни не	1	3
530	в свое	1	3
531	и наконец	1	3
532	ничем не	1	3
533	различие между	2	3
534	ни с	1	3
535	видеть в	1	3
536	с которым	1	3
537	или иначе	3	3
538	а то	1	3
539	нет возможности	1	3
540	в новом	1	3
541	как ни	2	3
542	отличие от	5	3
543	может считаться	1	3
544	в нашей	1	3
545	в развитии	1	3
546	человека с	1	3
547	признать что	1	3
548	и совершенно	1	3
549	по всей	2	3
550	для обозначения	1	3
551	как для	1	3
552	всей вероятности	2	3
553	людьми и	1	3
554	и прежде	1	3
555	как будто	3	3
556	место из	1	3
557	настоящего времени	1	3
558	для образования	1	3
559	без помощи	1	3
560	является в	1	2
561	силу которого	1	2
562	еще раз	1	2
563	таковы например	1	2
564	ко второй	1	2
565	как пламя	1	2
566	в субъекте	1	2
567	может служить	1	2
568	по выражению	2	2
569	его от	1	2
570	а во-вторых	1	2
571	ни одна	1	2
572	и сам	1	2
573	всякий раз	1	2
574	принадлежат к	1	2
575	с не	1	2
576	может существовать	1	2
577	роль в	2	2
578	внимание что	1	2
579	человека есть	1	2
580	отличается от	4	2
581	в это	1	2
582	нам представляется	1	2
583	которая в	2	2
584	не могли	1	2
585	другого в	1	2
586	она могла	1	2
587	в противоположность	2	2
588	им самим	1	2
589	времени в	2	2
590	одной только	1	2
591	сознания в	1	2
592	рода но	2	2
593	не об	1	2
594	он думает	1	2
595	есть переход	1	2
596	большую или	1	2
597	делятся на	1	2
598	в прошлом	3	2
599	и формы	1	2
600	уже более	1	2
601	ключ к	2	2
602	на другом	1	2
603	на две	1	2
604	который в	2	2
605	изменений в	1	2
606	в системе	1	2
607	себя в	5	2
608	едва ли	1	2
609	но сама	2	2
610	себе самом	2	2
611	и представляет	2	2
612	изменение в	1	2
613	нами не	2	2
614	эта особенность	1	2
615	указать на	1	2
616	но еще	1	2
617	первый раз	1	2
618	обнаруживается в	1	2
619	и правил	1	2
620	боль в	1	2
621	почему в	1	2
622	которого он	2	2
623	и за	1	2
624	в следующем	1	2
625	и развития	1	2
626	тому же	5	2
627	видит в	1	2
628	на разных	1	2
629	от тех	1	2
630	не нуждается	1	2
631	его мысли	1	2
632	из уст	1	2
633	слов с	1	2
634	думая о	1	2
635	этом последнем	1	2
636	же как	3	2
637	всем своем	1	2
638	точек зрения	2	2
639	именно с	1	2
640	например как	2	2
641	этого единства	1	2
642	ни для	7	2
643	не составляет	1	2
644	бы она	1	2
645	от самого	1	2
646	имеем дело	2	2
647	о ее	1	2
648	бы уже	1	2
649	по своей	3	2
650	то или	3	2
651	истории и	2	2
652	о его	1	2
653	обратимся к	3	2
654	ей не	2	2
655	не сразу	1	2
656	следующее место	1	2
657	с ее	3	2
658	понимания не	1	2
659	кто говорит	2	2
660	что слова	1	2
661	на ее	1	2
662	с такой	1	2
663	не всякий	1	2
664	из которых	4	2
665	а второе	1	2
666	которых и	2	2
667	всегда в	1	2
668	понятия но	1	2
669	обращается к	1	2
670	на наш	1	2
671	значении этого	3	2
672	произведение в	1	2
673	что весьма	1	2
674	о любви	1	2
675	как наука	1	2
676	всей своей	2	2
677	во сне	1	2
678	свое время	1	2
679	это и	3	2
680	его и	1	2
681	не видеть	1	2
682	далее и	1	2
683	или меньшую	1	2
684	истории но	1	2
685	если например	1	2
686	самым мы	1	2
687	из его	1	2
688	не понимает	1	2
689	не будем	1	2
690	переходит к	1	2
691	и возможность	2	2
692	каждый из	2	2
693	было и	1	2
694	исходя из	2	2
695	раз когда	1	2
696	без участия	1	2
697	есть его	1	2
698	и там	1	2
699	нет и	2	2
700	имеет своим	1	2
701	легко может	1	2
702	они еще	1	2
703	и после	2	2
704	жизни но	2	2
705	есть тоже	1	2
706	тоже не	1	2
707	и было	1	2
708	при всей	4	2
709	сколько от	1	2
710	он как	1	2
711	тому чтобы	1	2
712	мира но	1	2
713	к его	1	2
714	о нем	4	2
715	как у	1	2
716	может показаться	1	2
717	где он	1	2
718	место только	1	2
719	в полном	2	2
720	что каждый	1	2
721	же не	4	2
722	есть акт	1	2
723	когда же	1	2
724	того насколько	1	2
725	а на	1	2
726	а еще	1	2
727	ко второму	1	2
728	этом не	1	2
729	и эта	1	2
730	и могут	1	2
731	вследствие чего	2	2
732	чего в	1	2
733	и другого	1	2
734	ему не	1	2
735	оно может	2	2
736	этих двух	1	2
737	человека к	1	2
738	к их	1	2
739	по-видимому только	1	2
740	вопроса а	1	2
741	них в	1	2
742	как представляется	2	2
743	связь и	1	2
744	дело не	1	2
745	вопрос как	1	2
746	на другое	1	2
747	быть и	1	2
748	от всех	2	2
749	во второй	2	2
750	когда он	3	2
751	имеет уже	1	2
752	во времени	8	2
753	с человеком	2	2
754	могло быть	1	2
755	этот способ	2	2
756	и самого	3	2
757	бы он	1	2
758	есть прежде	1	2
759	какой бы	1	2
760	это дает	1	2
761	оно живет	1	2
762	нуждается в	5	2
763	может и	1	2
764	гуманитарных наук	1	2
765	в единство	1	2
766	мир не	1	1
767	что один	1	1
768	в особенности	4	1
769	время было	1	1
770	он предполагает	1	1
771	зрения на	2	1
772	действующее лицо	2	1
773	ней не	1	1
774	рассказ о	1	1
775	не мешает	1	1
776	образом достигает	1	1
777	без исключения	2	1
778	и над	1	1
779	следует иметь	1	1
780	прочих не	1	1
781	самого важного	2	1
782	но собственно	1	1
783	только вследствие	1	1
784	было как	4	1
785	где бы	1	1
786	состоит именно	2	1
787	как было	3	1
788	основывается на	1	1
789	в настоящем	1	1
790	как они	1	1
791	границы между	1	1
792	он уже	2	1
793	две другие	1	1
794	быть признана	1	1
795	узком значении	1	1
796	не предполагает	5	1
797	небо и	1	1
798	историю при	1	1
799	содержание к	1	1
800	отношением к	1	1
801	бы все	1	1
802	лично для	1	1
803	существует до	1	1
804	кроме самого	1	1
805	не таким	1	1
806	наш взгляд	1	1
807	а над	1	1
808	поводу этой	1	1
809	это бывает	1	1
810	в художественном	1	1
811	к высшему	1	1
812	речь идет	4	1
813	как только	1	1
814	цели и	1	1
815	это вообще	1	1
816	не удается	1	1
817	с точкой	2	1
818	было не	1	1
819	все и	1	1
820	и предполагает	1	1
821	его из	1	1
822	последовательности не	1	1
823	представляется возможным	1	1
824	некоторые из	1	1
825	своей природе	1	1
826	и составляют	1	1
827	сознание это	1	1
828	она названа	1	1
829	в понимании	1	1
830	не должен	1	1
831	процесс в	1	1
832	что никогда	1	1
833	и должна	1	1
834	лишь для	1	1
835	и т.п	8	1
836	а непосредственно	1	1
837	двух или	1	1
838	события без	2	1
839	приходит к	2	1
840	его по	2	1
841	этого символического	1	1
842	называемой в	1	1
843	оно существует	1	1
844	перед ним	1	1
845	в чистом	1	1
846	делает его	1	1
847	того не	1	1
848	именно такого	1	1
849	исходная форма	1	1
850	обратим внимание	1	1
851	не теряют	1	1
852	направленного на	2	1
853	казалось что	5	1
854	предполагает с	1	1
855	или а	1	1
856	самим слушающим	1	1
857	это предполагает	1	1
858	такова например	1	1
859	к двум	1	1
860	чего он	1	1
861	особенно в	3	1
862	другой но	1	1
863	читатель может	1	1
864	все без	1	1
865	самой его	1	1
866	и способность	1	1
867	и внутренняя	1	1
868	историю и	1	1
869	друг с	1	1
870	как сказано	1	1
871	распадается на	1	1
872	жизни как	3	1
873	как зерно	1	1
874	каков бы	1	1
875	жизни с	1	1
876	только стало	1	1
877	о ней	3	1
878	же было	1	1
879	особенности его	1	1
880	чем было	1	1
881	на ту	1	1
882	содержать в	1	1
883	новое состояние	1	1
884	той мере	1	1
885	и он	3	1
886	к индивидуальной	1	1
887	и лингвистики	1	1
888	как нам	1	1
889	он от	1	1
890	и читатель	1	1
891	или нескольких	1	1
892	фактов то	1	1
893	такого рода	7	1
894	к себе	5	1
895	которая тем	1	1
896	смысл для	1	1
897	в общей	2	1
898	аналогии с	1	1
899	что несмотря	1	1
900	в качестве	21	1
901	и через	1	1
902	второй в	1	1
903	с собственно	1	1
904	они в	2	1
905	связь однако	1	1
906	окружающих его	1	1
907	признаков а	1	1
908	во всей	2	1
909	окружающего мира	1	1
910	этого момента	1	1
911	не о	3	1
912	будто бы	3	1
913	по аналогии	1	1
914	на себя	3	1
915	чтобы определить	1	1
916	себя мир	1	1
917	понимания именно	1	1
918	но само	1	1
919	происходит и	2	1
920	а до	3	1
921	религиозные и	1	1
922	не кто	1	1
923	следует понимать	1	1
924	встречается в	2	1
925	на земле	1	1
926	между собой	2	1
927	хотя оно	1	1
928	всего предшествующего	1	1
929	свою силу	1	1
930	внутренней речи	1	1
931	той или	4	1
932	формы выражения	1	1
933	точкой зрения	2	1
934	именно как	1	1
935	быть так	1	1
936	как того	1	1
937	в уста	1	1
938	него а	1	1
939	разных местах	1	1
940	другом и	2	1
941	при отсутствии	1	1
942	от содержания	1	1
943	оснований для	1	1
944	без чего	3	1
945	в детстве	5	1
946	и является	1	1
947	большее а	1	1
948	в тех	1	1
949	др в	1	1
950	между которыми	1	1
951	что смысл	1	1
952	это может	1	1
953	над ним	1	1
954	следует признать	2	1
955	жизни человеческого	1	1
956	уст в	1	1
957	за нею	1	1
958	ее смысл	1	1
959	на свет	1	1
960	оно еще	1	1
961	в толпе	1	1
962	его личности	2	1
963	есть факт	1	1
964	стороны от	1	1
965	рассуждения или	1	1
966	происходят в	1	1
967	быть без	1	1
968	о роли	1	1
969	в данный	1	1
970	на простейшие	1	1
971	отрешиться от	1	1
972	есть система	1	1
973	чем и	1	1
974	меньшей степени	1	1
975	может как	1	1
976	намек на	1	1
977	от воли	1	1
978	не отличается	2	1
979	любви и	1	1
980	к категориям	1	1
981	своего рода	12	1
982	из опыта	1	1
983	надо полагать	2	1
984	было на	1	1
985	с содержанием	1	1
986	утверждать что	2	1
987	всех кто	1	1
988	в последующих	1	1
989	или меньше	1	1
990	скоро и	1	1
991	в состав	1	1
992	однако с	1	1
993	а теперь	1	1
994	в столь	1	1
995	отношению ко	1	1
996	они и	2	1
997	в вопросах	1	1
998	речи но	1	1
999	жизни а	2	1
1000	этого понятия	2	1
1001	и который	1	1
1002	как условие	1	1
1003	выше но	1	1
1004	каким он	2	1
1005	не требует	1	1
1006	по слову	1	1
1007	времени когда	1	1
1008	в область	2	1
1009	нашу мысль	1	1
1010	к определению	1	1
1011	то они	2	1
1012	и делает	1	1
1013	не признает	1	1
1014	сводится к	3	1
1015	неразрывное единство	1	1
1016	впечатление как	1	1
1017	но стоит	1	1
1018	со всеми	1	1
1019	его собственными	1	1
1020	будто и	1	1
1021	поэтому и	1	1
1022	необходимо должна	1	1
1023	широкое и	1	1
1024	как часовая	1	1
1025	может не	3	1
1026	это состояние	1	1
1027	лишь изредка	1	1
1028	и столь	1	1
1029	себя с	1	1
1030	только там	1	1
1031	оно рассказывает	1	1
1032	действие может	1	1
1033	что могло	1	1
1034	зрения или	2	1
1035	как оказывается	1	1
1036	ними не	1	1
1037	жизни в	3	1
1038	не такое	1	1
1039	приводит к	2	1
1040	говоря и	1	1
1041	связаны между	1	1
1042	нечто большее	1	1
1043	нераздельное единство	1	1
1044	говорить и	1	1
1045	создается только	1	1
1046	не входит	1	1
1047	жизни мы	1	1
1048	как произведение	1	1
1049	сама не	1	1
1050	совершенно не	2	1
1051	не является	8	1
1052	первые два	2	1
1053	истории не	1	1
1054	слова которое	1	1
1055	разумеется не	1	1
1056	ему необходимо	1	1
1057	как говорит	3	1
1058	забыли и	1	1
1059	их друг	1	1
1060	смерти и	2	1
1061	который не	1	1
1062	ни на	1	1
1063	разумеется это	1	1
1064	совпадает с	1	1
1065	не знаю	1	1
1066	это все	2	1
1067	больше или	1	1
1068	не быть	1	1
1069	то чему	1	1
1070	в непосредственном	1	1
1071	самой по	1	1
1072	следует отличать	1	1
1073	на некоторые	1	1
1074	в следующей	1	1
1075	числе и	4	1
1076	в мир	1	1
1077	есть имя	1	1
1078	необходимо указать	1	1
1079	был его	1	1
1080	в совершенно	1	1
1081	начала и	1	1
1082	не умер	1	1
1083	есть предмет	1	1
1084	образом не	1	1
1085	немыслимо без	1	1
1086	в отличие	5	1
1087	одно на	1	1
1088	в сказке	1	1
1089	событий в	2	1
1090	своей жизни	1	1
1091	прошедшего времени	1	1
1092	свидетельствует не	1	1
1093	от которой	1	1
1094	но от	2	1
1095	в самую	2	1
1096	но именно	1	1
1097	к изучению	1	1
1098	последней в	1	1
1099	всего к	1	1
1100	мать и	1	1
1101	сомнению и	1	1
1102	появляется в	1	1
1103	к предмету	1	1
1104	похоже было	1	1
1105	событием и	1	1
1106	ее содержание	1	1
1107	это одно	1	1
1108	но представляет	1	1
1109	читателя или	4	1
1110	который и	1	1
1111	иногда нет	1	1
1112	внимание и	1	1
1113	к очень	1	1
1114	себе оно	1	1
1115	как к	2	1
1116	не знают	1	1
1117	тогда в	2	1
1118	хотя иногда	1	1
1119	оно объединяет	1	1
1120	мир в	1	1
1121	например первым	1	1
1122	свидетельствует о	1	1
1123	том числе	6	1
1124	изучения природы	1	1
1125	возникает в	1	1
1126	теперь как	4	1
1127	себе они	1	1
1128	состоящий в	1	1
1129	это часто	1	1
1130	для всего	1	1
1131	деле не	1	1
1132	а предмет	1	1
1133	случае его	1	1
1134	смысла но	2	1
1135	имеет значения	1	1
1136	здесь в	1	1
1137	говорит и	2	1
1138	ли я	1	1
1139	со словами	2	1
1140	чем он	1	1
1141	однако она	1	1
1142	знание что	1	1
1143	ее к	1	1
1144	и никакой	2	1
1145	с чисто	1	1
1146	иногда и	1	1
1147	а о	1	1
1148	наконец в	2	1
1149	а также	7	1
1150	было без	2	1
1151	предложения или	1	1
1152	этом что	1	1
1153	о жизни	1	1
1154	более что	1	1
1155	обнаруживаются только	1	1
1156	впрочем не	1	1
1157	что разумеется	1	1
1158	напротив они	1	1
1159	даже независимо	1	1
1160	мира и	2	1
1161	состояние не	1	1
1162	а иногда	2	1
1163	и со	1	1
1164	или может	1	1
1165	а за	1	1
1166	с другом	1	1
1167	детской души	1	1
1168	как боль	1	1
1169	связаны с	1	1
1170	это явление	1	1
1171	мере в	1	1
1172	как формы	2	1
1173	чтобы сделать	1	1
1174	отличная от	1	1
1175	того или	2	1
1176	могла стать	1	1
1177	он ни	1	1
1178	которая может	1	1
1179	в поле	1	1
1180	мы воспринимаем	1	1
1181	всю свою	1	1
1182	ряда событий	1	1
1183	две стороны	1	1
1184	как уже	1	1
1185	однако если	1	1
1186	восприятие и	1	1
1187	необходимым для	1	1
1188	в частности	14	1
1189	не оставляет	1	1
1190	а по	2	1
1191	в пределах	2	1
1192	одного слова	1	1
1193	при всем	2	1
1194	и т.д	7	1
1195	идет о	2	1
1196	из жизни	1	1
1197	же люди	2	1
1198	очень часто	1	1
1199	для такого	1	1
1200	в ходе	1	1
1201	благодаря этому	1	1
1202	этом и	1	1
1203	в людях	1	1
1204	о далеком	1	1
1205	но о	3	1
1206	как символ	1	1
1207	свою речь	1	1
1208	факт или	1	1
1209	следует обозначить	1	1
1210	их на	1	1
1211	на всем	1	1
1212	не отвечает	1	1
1213	надо было	1	1
1214	предполагает их	1	1
1215	времени а	1	1
1216	с соответствующими	1	1
1217	постоянно и	1	1
1218	жизнью и	2	1
1219	если будет	1	1
1220	или напротив	4	1
1221	возможна только	1	1
1222	он существует	1	1
1223	более того	1	1
