N	4gram	Bakhtin_Pr	Tvorches
144	а преодоление его ибо	1	1
145	событие разыгрывающееся между сознаниями-голосами	1	1
146	помыслить все его содержания	1	1
147	в разрезе одного момента	1	1
148	в том и другом	2	1
149	для него помыслить все	1	1
150	нет добродетели если нет	1	1
151	и не внешнее определение	1	1
152	мире значило для него	1	1
153	точка зрения извне как	1	1
154	идее и через идею	1	1
155	на протяжении всего романа	2	1
156	он не знал бы	1	1
157	мы имеем в виду	2	1
158	мысль разрешить идейность и	1	1
159	с другой стороны и	1	1
160	реалист в высшем смысле	1	1
161	достоевского далеко не все	1	1
162	как одновременные и угадать	1	1
163	характера и не внешнее	1	1
164	люди идеи абсолютно бескорыстны	1	1
165	быть перенесено и в	1	1
166	до сих пор еще	1	1
167	по преимуществу в пространстве	1	1
168	времени а преодоление его	1	1
169	начала и до конца	2	1
170	при полном реализме найти	1	1
171	их действительную жизнь в	1	1
172	ядром их личности это	1	1
173	достоевского динамика и быстрота	1	1
174	возникает лишь там где	1	1
175	глубинным ядром их личности	1	1
176	бы то ни было	2	1
177	нам буквально нечего сказать	1	1
178	достоевского следовать в романе	1	1
179	я лишь реалист в	1	1
180	бескорыстие выражает их действительную	1	1
181	видим героя в идее	1	1
182	и функции в произведении	1	1
183	действия вихревое движение динамика	1	1
184	которые сами по себе	1	1
185	разобраться в мире значило	1	1
186	в идее и через	1	1
187	жизнь в сфере идеи	1	1
188	его ибо быстрота единственный	1	1
189	личности это бескорыстие не	1	1
190	же и стремление достоевского	1	1
191	изображаю все глубины души	1	1
192	быстрота действия вихревое движение	1	1
193	мир по преимуществу в	1	1
194	живое событие разыгрывающееся между	1	1
195	говорить о том что	1	1
196	в нем и через	1	1
197	так же как и	3	1
198	времени отсюда же катастрофическая	1	1
199	в романе драматическому принципу	1	1
200	способ преодолеть время во	1	1
201	и в вечность ибо	1	1
202	надобно мысль разрешить идейность	1	1
203	как и сам автор	1	1
204	подполья нам буквально нечего	1	1
205	ведущие герои достоевского как	1	1
206	как люди идеи абсолютно	1	1
207	из подполья нам буквально	1	1
208	определение их поступков бескорыстие	1	1
209	перенесено и в вечность	1	1
210	динамика достоевского динамика и	1	1
211	идейность и бескорыстие как	1	1
212	героя в идее и	1	1
213	преимуществу в пространстве а	1	1
214	ибо быстрота единственный способ	1	1
