N	2gram	Vygotskiy_	Mirosoze
148	все еще	2	7
149	к другу	1	6
150	же и	2	6
151	самого себя	2	6
152	с этой	6	6
153	не как	3	6
154	было в	1	6
155	увидим что	5	6
156	на пути	2	6
157	и те	3	6
158	что у	3	6
159	прийти к	1	6
160	его в	8	6
161	к чему	1	6
162	у них	3	6
163	совсем не	1	6
164	личности и	1	6
165	можно было	10	6
166	по своей	12	6
167	и от	5	6
168	и здесь	5	6
169	друг к	1	6
170	что это	8	6
171	или к	1	6
172	это есть	1	6
173	если бы	12	6
174	в которых	3	6
175	бы не	1	6
176	у человека	2	6
177	в ее	1	6
178	того как	5	6
179	этом он	1	6
180	не способен	1	6
181	должен был	2	6
182	и более	4	6
183	на все	2	6
184	и человека	1	6
185	к ней	2	6
186	на то	7	6
187	еще не	6	5
188	бы в	5	5
189	которые не	5	5
190	одно из	2	5
191	и как	11	5
192	мысли о	1	5
193	отличается от	5	5
194	с этим	6	5
195	во всяком	10	5
196	для этого	3	5
197	мы увидим	4	5
198	говорит что	1	5
199	до того	1	5
200	перед ним	4	5
201	сказать что	10	5
202	к которому	6	5
203	все время	6	5
204	в атмосфере	1	5
205	по преимуществу	1	5
206	после того	1	5
207	и вместе	2	5
208	должно привести	1	5
209	от этого	6	5
210	сих пор	3	5
211	в то	5	5
212	который был	1	5
213	означает что	2	5
214	когда он	5	5
215	до сих	3	5
216	и этот	1	5
217	оно не	3	5
218	и мы	2	5
219	да и	1	5
220	в основе	32	5
221	в мир	1	5
222	той же	8	5
223	не стоит	2	5
224	тот же	10	5
225	этот процесс	4	5
226	не для	1	5
227	которых он	2	5
228	так и	11	5
229	как у	2	5
230	в их	12	5
231	и я	1	5
232	связано с	2	5
233	думать что	1	5
234	на путь	1	5
235	к новому	1	5
236	в той	2	4
237	что было	1	4
238	и люди	1	4
239	еще более	1	4
240	в разных	1	4
241	на деле	6	4
242	нас в	4	4
243	в своих	3	4
244	и даже	4	4
245	в такой	3	4
246	жизни он	1	4
247	нельзя было	1	4
248	не всегда	1	4
249	в него	4	4
250	по отношению	4	4
251	не что	2	4
252	что они	23	4
253	мы видим	13	4
254	что иное	2	4
255	в каждом	2	4
256	и через	1	4
257	теряет свою	1	4
258	лежит в	3	4
259	и можно	1	4
260	была в	1	4
261	тому что	3	4
262	время как	5	4
263	в свете	2	4
264	себе и	2	4
265	в чем	2	4
266	человека а	1	4
267	а с	4	4
268	отношение между	3	4
269	так что	3	4
270	мысль что	1	4
271	и что	15	4
272	его личности	1	4
273	и по	5	4
274	не случайно	1	4
275	его с	1	4
276	тогда когда	10	4
277	для них	3	4
278	ни в	12	4
279	и тот	6	4
280	но на	3	4
281	с ней	4	4
282	в начале	5	4
283	оно есть	1	4
284	то время	5	4
285	от его	2	4
286	никто не	1	4
287	к другому	2	4
288	по сравнению	6	4
289	и тогда	2	4
290	и до	1	4
291	в истории	9	4
292	может ли	2	4
293	они были	1	4
294	могут быть	9	4
295	может не	1	4
296	мы не	14	4
297	одна и	1	4
298	все равно	4	4
299	начала в	1	4
300	в эпоху	1	4
301	способен к	1	4
302	все эти	9	4
303	есть в	1	4
304	по своему	14	4
305	путь к	3	4
306	особенно в	2	4
307	не все	1	4
308	значит что	6	4
309	и их	4	4
310	заключает в	3	4
311	от того	8	4
312	отношению к	3	4
313	место в	3	4
314	и только	4	4
315	конце концов	1	4
316	иное как	2	4
317	является в	4	3
318	это значит	6	3
319	решения вопроса	1	3
320	него в	1	3
321	в виду	4	3
322	не бывает	2	3
323	ко всем	2	3
324	давно уже	1	3
325	все же	11	3
326	но у	1	3
327	раз когда	1	3
328	ответить на	1	3
329	даже и	1	3
330	в противоположность	1	3
331	входит в	7	3
332	в этот	1	3
333	с трудом	1	3
334	одной и	6	3
335	в одном	4	3
336	и когда	3	3
337	приходит к	7	3
338	превращается в	1	3
339	значительной степени	1	3
340	конечно не	1	3
341	можно ли	2	3
342	но этот	2	3
343	с другим	1	3
344	приходят к	1	3
345	находится в	4	3
346	к этому	5	3
347	на том	3	3
348	в состоянии	1	3
349	хотя и	2	3
350	одним из	6	3
351	не остается	1	3
352	но ведь	1	3
353	же как	10	3
354	свободен от	1	3
355	во всех	3	3
356	не доходит	1	3
357	остается в	2	3
358	него есть	1	3
359	всю свою	1	3
360	ту же	2	3
361	между тем	10	3
362	эти слова	1	3
363	к этим	2	3
364	и тем	8	3
365	он принимает	1	3
366	и та	1	3
367	с которым	2	3
368	слова нельзя	1	3
369	раньше чем	3	3
370	и самый	1	3
371	были бы	3	3
372	мире и	1	3
373	ближе к	1	3
374	для себя	2	3
375	в картине	1	3
376	его во	1	3
377	со всеми	9	3
378	все его	2	3
379	с таким	4	3
380	в пределах	1	3
381	к его	1	3
382	приводит к	5	3
383	сравнению с	4	3
384	только одно	1	3
385	все три	1	3
386	открывает что	1	3
387	в значительной	1	3
388	роль в	5	3
389	это все	1	3
390	и поэтому	4	3
391	когда в	3	3
392	своему значению	2	3
393	только один	1	3
394	которую он	2	3
395	а лишь	1	3
396	и той	7	3
397	что же	1	3
398	тому как	2	3
399	принадлежит к	1	3
400	всякий раз	2	3
401	на этот	5	3
402	он может	1	3
403	всяком случае	10	3
404	и после	1	3
405	жизни не	1	3
406	выходит за	1	3
407	обратиться к	1	3
408	и то	9	3
409	что оно	8	3
410	для нас	6	3
411	от всех	2	3
412	и эта	4	3
413	долгое время	2	3
414	на его	5	3
415	об этом	2	3
416	они стали	2	3
417	в самых	1	3
418	что всякий	1	3
419	мы должны	15	3
420	лишь как	1	3
421	человеческого общества	1	3
422	и самого	1	3
423	и много	1	3
424	отрывается от	1	3
425	он открывает	1	3
426	но для	2	3
427	с которыми	4	2
428	в единую	1	2
429	что если	3	2
430	вообще не	3	2
431	ко второй	1	2
432	и своего	1	2
433	из всех	2	2
434	тем как	4	2
435	не столько	4	2
436	исторического процесса	1	2
437	до последнего	1	2
438	по себе	11	2
439	их не	1	2
440	высоты и	1	2
441	и сам	4	2
442	уже на	1	2
443	много раз	2	2
444	более и	1	2
445	так это	1	2
446	когда это	1	2
447	находит себе	1	2
448	к самому	1	2
449	не менее	8	2
450	соединяется с	1	2
451	если в	3	2
452	у которых	1	2
453	мире не	1	2
454	не могли	3	2
455	в действительности	3	2
456	которой он	2	2
457	своей природе	1	2
458	в глаза	2	2
459	и другой	4	2
460	во многих	3	2
461	из себя	1	2
462	между двумя	3	2
463	но они	4	2
464	остается несомненным	1	2
465	за собой	1	2
466	с другой	11	2
467	ни одного	1	2
468	отношения и	1	2
469	нас на	1	2
470	он так	2	2
471	во всей	3	2
472	принадлежать к	1	2
473	потребности в	1	2
474	нет никаких	6	2
475	того же	12	2
476	то в	3	2
477	и весь	1	2
478	эти пути	1	2
479	него как	1	2
480	есть ли	1	2
481	по природе	1	2
482	такого рода	7	2
483	смысле в	1	2
484	и чрезвычайно	1	2
485	после этого	1	2
486	что такое	1	2
487	этими двумя	1	2
488	как можно	1	2
489	есть еще	2	2
490	основании что	2	2
491	связи с	14	2
492	не о	1	2
493	и отношение	2	2
494	свет и	1	2
495	между ними	6	2
496	также в	2	2
497	и именно	1	2
498	и характер	2	2
499	в смысле	9	2
500	что их	1	2
501	совершенно другой	1	2
502	могли бы	16	2
503	человек как	1	2
504	не означает	2	2
505	можно сделать	1	2
506	новых и	2	2
507	что эта	2	2
508	не были	1	2
509	новое слово	1	2
510	верно и	1	2
511	когда мы	2	2
512	она была	1	2
513	среды и	1	2
514	том основании	1	2
515	столь же	7	2
516	бы быть	2	2
517	его к	6	2
518	а как	2	2
519	во время	3	2
520	действительной жизни	1	2
521	и ее	1	2
522	лишь по	1	2
523	и ту	1	2
524	средством для	2	2
525	и который	1	2
526	с такой	1	2
527	и менее	1	2
528	с внутренней	2	2
529	в сущности	3	2
530	сам по	2	2
531	находятся в	1	2
532	человека во	1	2
533	же что	2	2
534	подобно тому	1	2
535	и они	1	2
536	связанная с	1	2
537	одну и	1	2
538	он стоит	2	2
539	если не	1	2
540	самом деле	4	2
541	так называемый	1	2
542	их в	6	2
543	ему в	1	2
544	и действительно	1	2
545	но никогда	1	2
546	них нельзя	1	2
547	том смысле	3	2
548	же мало	3	2
549	к какому	1	2
550	которая не	5	2
551	в каком	3	2
552	дальше и	1	2
553	своей жизни	1	2
554	существует для	1	2
555	характер его	1	2
556	что мы	18	2
557	не имеют	2	2
558	на какой	1	2
559	на той	1	2
560	относится к	1	2
561	быть не	2	2
562	мы хотели	1	2
563	то все	1	2
564	направленной на	2	2
565	обнаруживается в	1	2
566	не потому	1	2
567	целый ряд	4	2
568	только это	1	2
569	другого в	2	2
570	связанной с	2	2
571	перед человеком	2	2
572	переход от	5	2
573	все уже	1	2
574	в сфере	3	2
575	слова он	2	2
576	бы сказать	5	2
577	этого слова	13	2
578	не видит	1	2
579	только потому	2	2
580	его как	1	2
581	бы его	1	2
582	с того	1	2
583	открыл что	1	2
584	которым он	2	2
585	выражения в	1	2
586	различие между	2	2
587	воля к	1	2
588	способность к	1	2
589	нас не	2	2
590	же этот	2	2
591	на что	1	2
592	тому чтобы	2	2
593	этом отношении	9	2
594	о нем	2	2
595	ее в	2	2
596	на одной	2	2
597	же не	3	2
598	этого пути	1	2
599	смысле этого	10	2
600	с их	3	2
601	основана на	2	2
602	но эта	1	2
603	в обычном	1	2
604	к жизни	2	2
605	в какой	5	2
606	в уме	1	2
607	им и	1	2
608	человека чем	1	2
609	как ее	1	2
610	нисколько не	3	2
611	с началом	2	2
612	бы ни	2	2
613	бы это	1	2
614	связаны с	4	2
615	к одному	10	2
616	еще до	1	2
617	протекает в	1	2
618	с чего	1	2
619	равно что	1	2
620	и других	4	2
621	он ни	1	2
622	ли может	1	2
623	ни один	5	2
624	был свободен	1	2
625	не по	2	2
626	в необходимости	1	2
627	одни и	3	2
628	иное чем	2	2
629	на периферии	1	2
630	не находит	1	2
631	не оставляет	1	2
632	характерно для	1	2
633	другим и	1	2
634	отношений между	1	2
635	тем самым	6	2
636	человека с	1	2
637	происходит от	1	2
638	и часто	2	2
639	не иметь	3	2
640	в плане	2	2
641	которые в	5	2
642	это означает	3	2
643	или иной	3	2
644	происходит в	1	2
645	о своих	1	2
646	все более	2	2
647	и новые	1	2
648	противоречии с	2	2
649	как для	1	2
650	не надо	1	2
651	начинает с	1	2
652	себе а	1	2
653	в сложном	2	1
654	не связан	1	1
655	неравные части	1	1
656	для всех	1	1
657	не заставляет	1	1
658	склонны отрицать	4	1
659	со всем	1	1
660	только что	5	1
661	с основным	1	1
662	задача которая	1	1
663	склонен думать	1	1
664	человека можно	1	1
665	есть знак	1	1
666	даже в	5	1
667	понять это	1	1
668	одинаково и	1	1
669	он видит	1	1
670	котором в	1	1
671	этот момент	4	1
672	или нет	2	1
673	говорит о	1	1
674	отношении между	1	1
675	вещей с	1	1
676	окружающей его	1	1
677	и рядом	2	1
678	но наиболее	1	1
679	в деле	7	1
680	от этих	2	1
681	другой стороны	5	1
682	но что	3	1
683	всей ее	1	1
684	это возражение	1	1
685	связь с	4	1
686	как они	5	1
687	не абстрактная	1	1
688	а напротив	1	1
689	в вещах	2	1
690	по пути	5	1
691	он имеет	3	1
692	но все	4	1
693	вот что	1	1
694	имеет для	1	1
695	ему дано	1	1
696	из нее	2	1
697	каким образом	1	1
698	он страдает	1	1
699	в духовном	1	1
700	и связь	2	1
701	и другим	2	1
702	случае если	2	1
703	всегда в	1	1
704	существенным для	2	1
705	а именно	1	1
706	всеми его	1	1
707	на эту	1	1
708	связанность и	1	1
709	является для	2	1
710	по своим	1	1
711	которая делает	1	1
712	и исторического	1	1
713	в это	1	1
714	речь идет	4	1
715	которые шли	1	1
716	людей с	2	1
717	но внутренне	2	1
718	для исследования	1	1
719	он совершает	1	1
720	и того	5	1
721	тем в	1	1
722	и людей	1	1
723	от тех	2	1
724	что этот	2	1
725	всегда как	1	1
726	стоит за	1	1
727	имеет очень	1	1
728	раз и	1	1
729	есть исключительно	1	1
730	к переходу	1	1
731	для выработки	1	1
732	этом мы	1	1
733	ее у	1	1
734	но даже	1	1
735	одной стороны	8	1
736	ничто не	1	1
737	в другом	3	1
738	а после	1	1
739	войти в	1	1
740	имея в	1	1
741	к проблеме	2	1
742	об отношении	2	1
743	оно было	1	1
744	говорить о	1	1
745	всего как	1	1
746	может служить	2	1
747	правда и	1	1
748	и при	3	1
749	он показал	1	1
750	в традиционном	1	1
751	уже и	5	1
752	и потом	1	1
753	же его	1	1
754	и начинает	1	1
755	всего этого	1	1
756	всегда и	1	1
757	друг на	3	1
758	дело и	1	1
759	но ни	1	1
760	как на	2	1
761	установить что	1	1
762	вообще и	2	1
763	на наших	1	1
764	самом начале	1	1
765	огромное значение	3	1
766	наряду с	3	1
767	ключ к	5	1
768	это свойство	1	1
769	постановка проблемы	1	1
770	чтобы открыть	1	1
771	за него	1	1
772	в зависимости	6	1
773	связи со	2	1
774	по поводу	1	1
775	бы так	1	1
776	шаг вперед	1	1
777	является представителем	1	1
778	огромный шаг	1	1
779	х и	1	1
780	еще у	1	1
781	и стать	1	1
782	и открывает	1	1
783	распадается на	4	1
784	к ее	1	1
785	не представляется	1	1
786	о связи	1	1
787	и становится	1	1
788	или лучше	1	1
789	не то	1	1
790	жизни с	1	1
791	начало и	1	1
792	деле то	1	1
793	как угодно	1	1
794	же должно	1	1
795	для утверждения	1	1
796	первый и	1	1
797	этой задачи	2	1
798	важно установить	1	1
799	не выходит	1	1
800	мышления и	39	1
801	как другие	1	1
802	что наконец	1	1
803	стоит перед	1	1
804	указать на	2	1
805	собой в	1	1
806	с одной	8	1
807	результатов он	1	1
808	а тот	1	1
809	с точки	11	1
810	то для	1	1
811	всех остальных	2	1
812	его над	1	1
813	связей и	3	1
814	не соответствует	1	1
815	которого он	2	1
816	в тот	1	1
817	они будут	1	1
818	по типу	5	1
819	стороны он	2	1
820	не больше	2	1
821	содержания как	1	1
822	не путем	1	1
823	ли можно	1	1
824	видит в	2	1
825	или не	1	1
826	не выражает	1	1
827	всех его	1	1
828	это нисколько	1	1
829	на себя	2	1
830	как его	1	1
831	чрезвычайно важно	1	1
832	в таком	4	1
833	или иная	3	1
834	он берет	1	1
835	так много	1	1
836	между этими	2	1
837	которые еще	1	1
838	как говорит	7	1
839	отличие от	8	1
840	лишь на	2	1
841	в ряду	1	1
842	то при	1	1
843	уже давно	1	1
844	зрения и	1	1
845	это путь	1	1
846	больше и	1	1
847	представляется нам	1	1
848	должна явиться	1	1
849	в себя	3	1
850	точек зрения	1	1
851	по характеру	2	1
852	есть своя	1	1
853	что как	3	1
854	в других	2	1
855	не производит	1	1
856	той или	2	1
857	формы в	3	1
858	процесс а	1	1
859	а потом	2	1
860	от низших	1	1
861	не встречает	2	1
862	находит свое	2	1
863	если оно	1	1
864	а следовательно	1	1
865	перехода от	1	1
866	друг с	10	1
867	основным и	1	1
868	не нашли	1	1
869	мы уже	8	1
870	значение и	1	1
871	или во	1	1
872	происходит борьба	1	1
873	все остальные	2	1
874	по отдельным	1	1
875	когда я	1	1
876	зрения в	1	1
877	стадия в	2	1
878	не дает	2	1
879	состояния и	1	1
880	и речи	27	1
881	аналогия между	2	1
882	близко к	1	1
883	тот момент	1	1
884	характерны для	1	1
885	и исторический	1	1
886	процесса в	7	1
887	этой исключительной	1	1
888	в развитии	46	1
889	все основные	1	1
890	недоступной для	1	1
891	ни кажется	1	1
892	от одного	2	1
893	все те	1	1
894	при такой	1	1
895	в тех	2	1
896	которые составляют	1	1
897	им самим	1	1
898	почти всегда	1	1
899	точка зрения	1	1
900	бы уже	1	1
901	также не	2	1
902	слов не	1	1
903	сомневаться в	1	1
904	но так	2	1
905	этот вопрос	5	1
906	в историческом	2	1
907	говорили что	3	1
908	в новое	2	1
909	о факторах	1	1
910	вперед в	1	1
911	не совпадает	1	1
912	было сделать	1	1
913	у которого	1	1
914	этот период	1	1
915	могла бы	1	1
916	другой смысл	1	1
917	но всегда	2	1
918	так называемого	1	1
919	и решение	1	1
920	же самого	3	1
921	что для	1	1
922	главным образом	3	1
923	оно имеет	1	1
924	и др	1	1
925	это делает	1	1
926	когда они	2	1
927	различения между	1	1
928	них не	1	1
929	путь он	1	1
930	что может	1	1
931	слова от	2	1
932	лучше сказать	1	1
933	это ни	1	1
934	с чем	1	1
935	человека мы	4	1
936	роль играет	1	1
937	совершенно исключительное	1	1
938	у разных	1	1
939	родство с	1	1
940	же верно	1	1
941	нам все	1	1
942	очертаний и	1	1
943	в силу	9	1
944	и направляет	1	1
945	высшему не	1	1
946	в другое	2	1
947	процесса и	1	1
948	слова как	1	1
949	показывает что	9	1
950	и последнюю	1	1
951	что лишь	2	1
952	независимо от	5	1
953	с ее	5	1
954	всех этих	2	1
955	и чем	1	1
956	определяется в	1	1
957	подростка и	6	1
958	пришел к	1	1
959	к более	1	1
960	сплошь и	1	1
961	к такому	1	1
962	конечной цели	1	1
963	каждый ребенок	1	1
964	в окончательном	1	1
965	вверх от	1	1
966	за ним	1	1
967	и навсегда	1	1
968	самым существенным	1	1
969	как с	4	1
970	он перестает	1	1
971	этого периода	2	1
972	можно видеть	1	1
973	сравнению со	2	1
974	к одной	3	1
975	отличное от	1	1
976	опыт который	1	1
977	идет путем	1	1
978	говорит и	2	1
979	от нас	1	1
980	и из	1	1
981	высшую ступень	1	1
982	она раскрывает	1	1
983	и этого	1	1
984	в другой	2	1
985	поэтому в	3	1
986	все свое	1	1
987	и делает	1	1
988	основной и	3	1
989	обычной точки	1	1
990	вперед по	2	1
991	чему бы	1	1
992	не на	2	1
993	средств для	1	1
994	нас от	1	1
995	она становится	1	1
996	быть так	2	1
997	о природе	1	1
998	мы говорим	1	1
999	заключается в	22	1
1000	стороны его	1	1
1001	с целью	2	1
1002	а вне	1	1
1003	к исследованию	2	1
1004	в различные	1	1
1005	сложный и	2	1
1006	элемент в	1	1
1007	трудом и	1	1
1008	к которым	8	1
1009	самый характер	2	1
1010	с ними	3	1
1011	многих других	3	1
1012	остается не	1	1
1013	что эксперимент	1	1
1014	в слове	3	1
1015	проникнуть в	1	1
1016	не приводит	2	1
1017	увидим как	1	1
1018	без которых	1	1
1019	который не	3	1
1020	и миросозерцания	1	1
1021	выработать новое	1	1
1022	или об	2	1
1023	зависимости от	7	1
1024	знает что	1	1
1025	с выполнением	1	1
1026	всей своей	1	1
1027	ничего общего	4	1
1028	что вообще	1	1
1029	не спасает	1	1
1030	слова для	1	1
1031	все они	2	1
1032	который он	1	1
1033	ни на	3	1
1034	признать что	1	1
1035	не является	13	1
1036	бы заменить	1	1
1037	значение не	1	1
1038	он требует	1	1
1039	к невозможности	1	1
1040	вопрос можно	1	1
1041	или этот	1	1
1042	задачи в	1	1
1043	с психологической	2	1
1044	ошибки в	1	1
1045	и заключается	2	1
1046	то и	5	1
1047	путь которым	1	1
1048	явления и	1	1
1049	самое существенное	1	1
1050	народов и	1	1
1051	и вся	1	1
1052	не могло	1	1
1053	совпадают с	5	1
1054	значение для	4	1
1055	в которую	1	1
1056	которые должны	2	1
1057	вступает в	3	1
1058	в диалектическом	1	1
1059	вслед за	4	1
1060	идет не	1	1
1061	всеми своими	2	1
1062	в совершенно	5	1
1063	он есть	1	1
1064	это имеет	1	1
1065	цели и	2	1
1066	в обоих	2	1
1067	происходит у	1	1
1068	лишь бы	1	1
1069	и наоборот	1	1
1070	как например	2	1
1071	с признанием	1	1
1072	несмотря на	1	1
1073	он дает	1	1
1074	ибо он	1	1
1075	на которые	3	1
1076	между людьми	1	1
1077	высший тип	2	1
1078	процесса как	2	1
1079	в отличие	8	1
1080	на две	2	1
1081	впервые в	1	1
1082	видим в	2	1
1083	указывают на	4	1
1084	пока лишь	1	1
1085	ко всей	1	1
1086	настолько же	1	1
1087	тем же	8	1
1088	исключительно на	1	1
1089	одной из	1	1
1090	и индивидуальные	1	1
1091	с нею	2	1
1092	имеют своей	1	1
1093	показал как	2	1
1094	внешних условий	1	1
1095	соединения двух	1	1
1096	к новой	1	1
1097	еще над	1	1
1098	материал и	2	1
1099	цели в	2	1
1100	если только	2	1
1101	есть тот	1	1
1102	точку зрения	1	1
1103	моментов в	3	1
1104	подойти к	1	1
1105	этого нового	2	1
1106	формы и	3	1
1107	не выдерживает	1	1
1108	уже с	1	1
1109	им как	1	1
1110	слова так	1	1
1111	связан с	2	1
1112	одних и	1	1
1113	другой для	1	1
1114	в свое	2	1
1115	не указывает	1	1
1116	значение в	5	1
1117	и иначе	1	1
1118	смысле что	2	1
1119	легко понять	1	1
1120	превращены в	1	1
1121	для нового	1	1
1122	не во	2	1
1123	на вопрос	1	1
1124	в границах	2	1
1125	он выступает	1	1
1126	в первый	2	1
1127	своей основной	1	1
1128	наших глазах	2	1
1129	резком противоречии	2	1
1130	опыта к	1	1
1131	путем путем	1	1
1132	вывод что	2	1
1133	он становится	1	1
1134	мы имеем	6	1
1135	этого опыта	1	1
1136	для всего	2	1
1137	и сознание	1	1
1138	истине и	1	1
1139	которое должно	1	1
1140	будет ли	1	1
1141	такое же	2	1
1142	в жизнь	1	1
1143	имеет совершенно	1	1
1144	что только	1	1
1145	то мы	2	1
1146	на которой	2	1
1147	в первую	2	1
1148	со словами	2	1
1149	этим именем	5	1
1150	чем он	1	1
1151	им с	1	1
1152	представлять себе	1	1
1153	слово в	4	1
1154	отношение которое	1	1
1155	мы находим	3	1
1156	в виде	4	1
1157	к построению	2	1
1158	что ни	1	1
1159	что является	2	1
1160	согласно с	1	1
1161	как этот	1	1
1162	для других	2	1
1163	а также	6	1
1164	за этим	1	1
1165	в резком	2	1
1166	это еще	1	1
1167	по существу	4	1
1168	всей нашей	1	1
1169	и новых	1	1
1170	отрицать что	2	1
1171	его раскрывает	1	1
1172	указывает на	3	1
1173	сама по	1	1
1174	оторвалось от	1	1
1175	отнесена к	1	1
1176	в стороне	2	1
1177	с той	3	1
1178	две неравные	1	1
1179	нас к	2	1
1180	но по	3	1
1181	так в	1	1
1182	есть начало	1	1
1183	это происходит	1	1
1184	и высшей	1	1
1185	на одном	2	1
1186	мышлении и	2	1
1187	и могут	2	1
1188	быть отнесена	1	1
1189	и оно	1	1
1190	нельзя принять	2	1
1191	с другом	10	1
1192	для которого	1	1
1193	сталкивается с	1	1
1194	говорит об	2	1
1195	вовсе не	5	1
1196	это так	2	1
1197	тем более	2	1
1198	с первого	3	1
1199	к психологии	1	1
1200	всем им	1	1
1201	этих двух	1	1
1202	с традиционной	1	1
1203	это остается	1	1
1204	но этим	1	1
1205	и первые	1	1
1206	и тех	2	1
1207	может иметь	1	1
1208	том случае	2	1
1209	и эти	2	1
1210	быть наиболее	1	1
1211	за то	1	1
1212	указывали на	1	1
1213	как ни	1	1
1214	связываются с	1	1
1215	он говорит	1	1
1216	это исследование	1	1
1217	которые могли	1	1
1218	встречаемся с	1	1
1219	и образом	1	1
1220	эпоху в	2	1
1221	ибо они	1	1
1222	известного момента	1	1
1223	чистом виде	1	1
1224	и почти	1	1
1225	в течение	2	1
1226	бы назвать	1	1
1227	один в	1	1
1228	в новый	1	1
1229	степени не	1	1
1230	этим обнаруживается	1	1
1231	характерный для	1	1
1232	друга как	2	1
1233	и может	4	1
1234	в частности	4	1
1235	это прекрасно	1	1
1236	тех же	2	1
1237	к области	2	1
1238	только у	2	1
1239	в нашей	4	1
1240	факт что	7	1
1241	совершенно новый	1	1
1242	на друга	3	1
1243	приводит нас	6	1
1244	или как	2	1
1245	и всякая	1	1
1246	все та	1	1
1247	идет о	2	1
1248	на это	1	1
1249	которым приходит	1	1
1250	одного из	3	1
1251	указывать на	2	1
1252	та или	3	1
1253	пути к	3	1
1254	сознание а	1	1
1255	это можно	1	1
1256	слова в	8	1
1257	исторически и	1	1
1258	могут принадлежать	1	1
1259	не поддаются	1	1
1260	же в	3	1
1261	к высшему	2	1
1262	к пониманию	3	1
1263	сходства между	1	1
1264	том только	1	1
1265	человеческого но	1	1
1266	в области	9	1
1267	чем к	1	1
1268	нуждается в	1	1
1269	все другие	2	1
1270	марксизма и	1	1
1271	которая и	1	1
1272	это в	1	1
1273	сбились на	1	1
1274	сообщения и	1	1
1275	что вся	2	1
1276	в мышлении	27	1
1277	лишь с	1	1
1278	которой мы	1	1
1279	в целом	22	1
1280	что на	2	1
1281	вплоть до	1	1
1282	говорит не	3	1
1283	совершается в	1	1
