N	2gram	Propp_Isto	Analitik
360	свидетельствует о	1	4
361	от которого	1	4
362	при встрече	1	4
363	ее в	7	4
364	в полном	1	4
365	из своих	1	4
366	здесь в	4	4
367	на которой	2	4
368	указывает на	2	4
369	нас к	2	4
370	или даже	3	4
371	по своему	1	4
372	об этом	11	4
373	тех или	1	4
374	человека в	1	4
375	его не	3	4
376	в значительной	1	4
377	на основе	6	4
378	и ее	3	4
379	и о	1	4
380	можно отметить	1	4
381	в области	2	4
382	дело здесь	1	4
383	от него	1	3
384	в центре	1	3
385	с героем	2	3
386	живого и	1	3
387	быть признано	1	3
388	рассказ о	1	3
389	к этой	5	3
390	его за	1	3
391	тем как	1	3
392	и был	1	3
393	какой бы	1	3
394	в виду	2	3
395	вопрос об	1	3
396	и с	5	3
397	в жизни	2	3
398	с тем	13	3
399	только для	3	3
400	в такой	2	3
401	вопрос о	8	3
402	раз и	3	3
403	ничто не	1	3
404	на самом	3	3
405	уже о	1	3
406	это было	2	3
407	уже было	1	3
408	этой связи	1	3
409	себе в	1	3
410	именно такого	1	3
411	пока еще	1	3
412	в мировом	1	3
413	в зависимости	3	3
414	из возможных	1	3
415	в противном	1	3
416	тут же	2	3
417	на котором	5	3
418	гораздо более	1	3
419	всего в	2	3
420	бы то	2	3
421	при анализе	1	3
422	что у	3	3
423	после чего	1	3
424	первом случае	1	3
425	должно быть	2	3
426	в состоянии	2	3
427	от первого	1	3
428	которого он	1	3
429	и за	1	3
430	связи с	10	3
431	всякий раз	2	3
432	и всего	1	3
433	в связи	7	3
434	так сказать	3	3
435	между собой	4	3
436	и героем	1	3
437	что как	1	3
438	он сам	1	3
439	а для	2	3
440	остается в	1	3
441	здесь как	1	3
442	чистом виде	2	3
443	хотя в	3	3
444	в тех	4	3
445	и тот	3	3
446	таит в	1	3
447	а тем	1	3
448	выше уже	1	3
449	из этого	3	3
450	оно может	2	3
451	во время	5	3
452	всех этих	4	3
453	означает что	4	3
454	например в	7	3
455	тогда когда	2	3
456	что они	13	3
457	содержит в	1	3
458	никак не	1	3
459	переходит от	1	3
460	поэтому в	2	3
461	борьбы с	2	3
462	себе не	2	3
463	можно было	8	3
464	оно не	1	3
465	сами по	1	3
466	сюжета и	1	3
467	также может	1	3
468	мы могли	2	3
469	с целью	2	3
470	претендует на	1	3
471	никто не	3	3
472	ли он	3	3
473	ему и	1	3
474	о котором	1	3
475	зависимости от	3	3
476	ни к	3	3
477	то он	2	3
478	он же	1	3
479	тех же	1	3
480	быть не	2	3
481	из его	1	3
482	тех пор	1	3
483	и больше	1	3
484	героя а	1	3
485	и наоборот	1	3
486	т п	1	3
487	неотделима от	1	3
488	героя в	6	3
489	она может	1	3
490	с людьми	1	3
491	мог бы	3	3
492	к миру	1	3
493	на этот	2	3
494	как кажется	1	3
495	как нельзя	1	3
496	смерть и	3	3
497	попадает в	8	3
498	так как	20	3
499	они не	8	3
500	где он	1	3
501	же не	3	3
502	дело в	3	3
503	но с	3	3
504	в таких	4	3
505	сам по	1	3
506	а то	2	3
507	понимать как	1	3
508	в какой	4	3
509	при таком	2	3
510	противном случае	1	3
511	мира и	1	3
512	к своему	3	3
513	и я	1	3
514	один и	2	3
515	не говоря	1	3
516	может иметь	2	3
517	см ниже	2	3
518	она не	6	3
519	также и	3	3
520	однако если	1	3
521	в ней	10	3
522	но он	5	3
523	мы узнаем	1	3
524	независимо от	1	3
525	мы должны	17	3
526	и может	1	3
527	этих случаях	11	3
528	же самое	3	3
529	которые в	3	3
530	когда он	9	3
531	слова в	2	3
532	это означает	2	3
533	все еще	3	3
534	на то	6	3
535	о своих	1	3
536	ведь и	1	3
537	для этого	3	3
538	и наконец	5	3
539	из уст	1	3
540	является в	1	2
541	и пошел	1	2
542	более высокой	1	2
543	говоря уже	1	2
544	случае мы	1	2
545	еще более	1	2
546	тому что	1	2
547	тем или	1	2
548	в разных	2	2
549	или нет	1	2
550	или иному	1	2
551	требует от	1	2
552	и другими	1	2
553	с появлением	1	2
554	мыслится как	1	2
555	ко всем	1	2
556	встречается в	3	2
557	более или	5	2
558	жизнь в	1	2
559	старик в	1	2
560	в новую	1	2
561	тому или	1	2
562	к другим	1	2
563	если он	1	2
564	только через	3	2
565	их в	7	2
566	однако между	1	2
567	в одно	1	2
568	на эту	3	2
569	не вполне	3	2
570	себя к	1	2
571	собой не	1	2
572	интересно что	1	2
573	в иной	9	2
574	целым рядом	1	2
575	свою собственную	1	2
576	но мы	2	2
577	так например	7	2
578	на первый	2	2
579	на природу	2	2
580	на этой	2	2
581	героя или	1	2
582	к художественной	1	2
583	что этот	5	2
584	у читателя	1	2
585	имеет в	1	2
586	и иных	1	2
587	во многих	2	2
588	войти в	2	2
589	должна была	1	2
590	смерти и	7	2
591	но они	6	2
592	на пути	2	2
593	связь между	4	2
594	смерти на	1	2
595	не обязательно	1	2
596	стороны как	1	2
597	так же	18	2
598	в карты	1	2
599	в чистом	2	2
600	в глаза	2	2
601	отец его	1	2
602	в прошлом	2	2
603	я один	1	2
604	к ним	4	2
605	другого не	1	2
606	тех случаях	1	2
607	к которому	5	2
608	с этими	1	2
609	миф и	1	2
610	же слова	1	2
611	сих пор	12	2
612	во всей	2	2
613	в стране	2	2
614	что именно	1	2
615	этой роли	2	2
616	друг с	4	2
617	уже по	1	2
618	в системе	2	2
619	не просто	5	2
620	чем это	5	2
621	характерно что	1	2
622	это своего	1	2
623	так возникает	1	2
624	или иным	1	2
625	но я	1	2
626	ее и	1	2
627	мы видим	16	2
628	к их	1	2
629	от его	2	2
630	к себе	2	2
631	висит на	1	2
632	т е	30	2
633	что при	3	2
634	не удается	1	2
635	мы можем	7	2
636	там и	3	2
637	или не	1	2
638	к чему	4	2
639	именно здесь	1	2
640	как его	1	2
641	исходит из	3	2
642	с одним	4	2
643	не остается	1	2
644	но ведь	1	2
645	следует понимать	1	2
646	по одному	2	2
647	между прочим	3	2
648	одном из	1	2
649	место и	1	2
650	герой в	2	2
651	же касается	1	2
652	и ситуации	1	2
653	а только	3	2
654	могло бы	1	2
655	подобных случаях	1	2
656	я его	2	2
657	выступает в	1	2
658	не означает	2	2
659	не одного	2	2
660	согласуется с	1	2
661	одежду и	1	2
662	здесь мы	9	2
663	и та	1	2
664	не могла	2	2
665	в форме	3	2
666	этот вопрос	7	2
667	когда мы	4	2
668	ними в	1	2
669	себя за	2	2
670	то о	1	2
671	оно и	2	2
672	один в	1	2
673	только с	4	2
674	что во	1	2
675	вера в	1	2
676	и др	11	2
677	это делает	2	2
678	обратимся к	3	2
679	в доме	4	2
680	них не	2	2
681	мы будем	5	2
682	об этих	1	2
683	если они	1	2
684	для чего	1	2
685	приобщается к	1	2
686	имеет свою	2	2
687	до его	1	2
688	еще одно	1	2
689	доказывает что	2	2
690	утверждать что	3	2
691	до сих	11	2
692	та же	1	2
693	за ним	1	2
694	безотносительно к	2	2
695	пока же	3	2
696	ним и	1	2
697	и должно	3	2
698	что это	12	2
699	от нас	1	2
700	о которой	1	2
701	на лице	1	2
702	обратном порядке	2	2
703	отсылает к	1	2
704	с мотивом	3	2
705	должен был	6	2
706	своей дочери	2	2
707	которое как	1	2
708	собой и	1	2
709	в обратном	2	2
710	обряда инициации	1	2
711	ни одно	1	2
712	не живет	1	2
713	даже не	2	2
714	в процессе	1	2
715	с целым	1	2
716	которого является	1	2
717	таких случаях	4	2
718	не видно	2	2
719	есть на	2	2
720	может не	1	2
721	всей своей	1	2
722	не сами	2	2
723	имена в	1	2
724	нет ничего	2	2
725	и мне	1	2
726	истории не	1	2
727	бы с	1	2
728	не имеют	1	2
729	в течение	1	2
730	это только	1	2
731	в отдельности	1	2
732	у меня	4	2
733	всех сторон	4	2
734	вступление в	2	2
735	на это	3	2
736	не сам	2	2
737	время в	2	2
738	в которую	3	2
739	как если	1	2
740	от других	1	2
741	без другого	2	2
742	в мир	2	2
743	получает от	1	2
744	при помощи	2	2
745	было и	1	2
746	б в	1	2
747	может ли	1	2
748	тем же	1	2
749	из первых	1	2
750	легко может	2	2
751	он может	2	2
752	но если	4	2
753	достаточно напомнить	1	2
754	появляется в	1	2
755	власть над	4	2
756	в самой	1	2
757	который и	1	2
758	другого и	1	2
759	этом он	2	2
760	в дальнейшем	6	2
761	первый взгляд	2	2
762	одних и	1	2
763	встречу с	1	2
764	на дорогу	1	2
765	мы вынуждены	1	2
766	только по	2	2
767	зависит от	3	2
768	однако как	1	2
769	и вот	2	2
770	не будем	7	2
771	он как	1	2
772	то самое	1	2
773	или с	1	2
774	для нас	17	2
775	у нас	1	2
776	другого но	1	2
777	а все	1	2
778	смысле этого	2	2
779	есть люди	1	2
780	что ни	1	2
781	образом в	2	2
782	этого рода	1	2
783	но эта	1	2
784	это еще	1	2
785	по существу	7	2
786	с теми	1	2
787	в ту	2	2
788	случаях когда	1	2
789	перед собой	1	2
790	бы мы	2	2
791	бы дать	3	2
792	или их	1	2
793	с другом	3	2
794	которой он	1	2
795	на руку	1	2
796	или менее	5	2
797	в одной	3	2
798	связаны с	1	2
799	а на	1	2
800	обряд инициации	1	2
801	как показывает	1	2
802	там где	5	2
803	со всех	4	2
804	и эти	4	2
805	до тех	1	2
806	узнает о	1	2
807	оно в	2	2
808	ей в	2	2
809	как человек	1	2
810	дело уже	1	2
811	это как	1	2
812	не решает	1	2
813	то и	2	2
814	не по	2	2
815	но всегда	1	2
816	здесь совершенно	1	2
817	данного рода	1	2
818	к тем	1	2
819	у всех	1	2
820	сюжета с	1	2
821	но дело	2	2
822	что из	1	2
823	в большинстве	4	2
824	к понятию	1	2
825	становится его	1	2
826	в изложении	2	2
827	тот кто	3	2
828	бы он	1	2
829	не можем	4	2
830	в чужом	1	2
831	по этому	2	2
832	и прежде	1	2
833	при изучении	1	2
834	все более	1	2
835	хотя он	2	2
836	и только	4	2
837	как ему	1	2
838	жизнью и	1	2
839	отдельном случае	1	2
840	с которыми	1	1
841	мы обратимся	2	1
842	иной форме	1	1
843	и другие	7	1
844	с уверенностью	1	1
845	старого и	1	1
846	каждой из	1	1
847	это далеко	1	1
848	мы постараемся	2	1
849	со второй	1	1
850	же и	3	1
851	которые здесь	1	1
852	и мотивы	1	1
853	себе силу	1	1
854	прямо на	1	1
855	или по	1	1
856	чем ее	1	1
857	в стороне	4	1
858	а у	1	1
859	на второй	1	1
860	многие мотивы	2	1
861	он видит	3	1
862	в следующих	1	1
863	в большей	1	1
864	мифах и	1	1
865	привести к	3	1
866	христианства и	1	1
867	общения с	1	1
868	по-видимому не	1	1
869	миф в	1	1
870	нас в	2	1
871	форма его	1	1
872	в общей	1	1
873	самом же	1	1
874	только тогда	1	1
875	не годится	1	1
876	смысла или	1	1
877	близки к	1	1
878	пальцы на	1	1
879	но автор	1	1
880	эта система	1	1
881	по мере	4	1
882	с собой	2	1
883	свое имя	1	1
884	и внешне	1	1
885	вполне естественно	1	1
886	быть найден	1	1
887	жениться и	1	1
888	к какому-нибудь	1	1
889	его объекта	1	1
890	но все	9	1
891	а во-вторых	1	1
892	на мир	1	1
893	равно как	1	1
894	дочь с	1	1
895	зато в	1	1
896	не доказывает	1	1
897	к каким	1	1
898	она является	1	1
899	говорят о	3	1
900	все названные	1	1
901	голосом и	1	1
902	для своей	1	1
903	стороны в	1	1
904	его на	1	1
905	и превращает	2	1
906	целое и	2	1
907	его по	2	1
908	начинается с	3	1
909	эта формула	1	1
910	этом можно	2	1
911	должно бы	1	1
912	материала это	1	1
913	к земле	1	1
914	и нисколько	1	1
915	за ней	1	1
916	на точку	1	1
917	этим самым	1	1
918	отсюда вытекает	2	1
919	и из	2	1
920	смысл этого	1	1
921	науки в	1	1
922	такими словами	1	1
923	так если	2	1
924	всякого рода	3	1
925	в брак	3	1
926	и приводятся	1	1
927	других исследователей	1	1
928	у которых	1	1
929	говорится о	1	1
930	пользоваться им	1	1
931	что герой	13	1
932	читатель не	1	1
933	уже давно	1	1
934	прямой путь	1	1
935	и ушел	3	1
936	она же	1	1
937	с циклом	1	1
938	человека не	1	1
939	и составляют	2	1
940	мы увидим	17	1
941	ухода в	1	1
942	смерти но	3	1
943	она названа	1	1
944	помимо этих	1	1
945	только как	1	1
946	но даже	1	1
947	должна быть	5	1
948	контрастирующая с	1	1
949	начале рассказа	1	1
950	одной общей	1	1
951	итак анализ	1	1
952	миф о	2	1
953	которыми он	1	1
954	затем уже	1	1
955	в этот	1	1
956	как отражение	1	1
957	в изучении	1	1
958	об отношении	1	1
959	них и	1	1
960	из своего	2	1
961	пока не	5	1
962	о них	1	1
963	точно так	8	1
964	приходит к	2	1
965	говорит что	1	1
966	трагедии софокла	1	1
967	уже как	1	1
968	что девушка	3	1
969	что речь	1	1
970	на своего	1	1
971	что ее	2	1
972	отметить что	1	1
973	до того	1	1
974	то можно	1	1
975	всего этого	1	1
976	второй половины	1	1
977	и еще	1	1
978	она вполне	1	1
979	мифа о	1	1
980	от рассмотрения	1	1
981	день и	1	1
982	здесь пока	1	1
983	еще нет	1	1
984	отдельности и	1	1
985	него не	1	1
986	в свет	1	1
987	ее как	1	1
988	обыкновенно это	1	1
989	этот странный	1	1
990	еще ничего	1	1
991	в основу	2	1
992	следующим образом	1	1
993	такая же	1	1
994	к некоторому	1	1
995	под названием	1	1
996	и трагической	1	1
997	окна и	2	1
998	входят в	1	1
999	состояла в	1	1
1000	тот что	1	1
1001	они сами	2	1
1002	а со	1	1
1003	выхода из	1	1
1004	иным как	1	1
1005	из самой	1	1
1006	и внутренняя	1	1
1007	именно с	1	1
1008	и нас	1	1
1009	приходится ограничиваться	1	1
1010	героя то	1	1
1011	к этим	1	1
1012	этом же	1	1
1013	ли эта	1	1
1014	о ней	1	1
1015	мнение что	2	1
1016	ее родителей	1	1
1017	в подобных	1	1
1018	говорит как	1	1
1019	охотника и	1	1
1020	путь не	1	1
1021	не происходит	1	1
1022	хотят и	1	1
1023	при котором	1	1
1024	каждой части	1	1
1025	то оно	1	1
1026	мышления и	1	1
1027	она и	2	1
1028	а наоборот	1	1
1029	нельзя сказать	1	1
1030	как живого	1	1
1031	после того	2	1
1032	старший брат	1	1
1033	указать на	1	1
1034	пальцем на	1	1
1035	она в	1	1
1036	но еще	1	1
1037	есть у	1	1
1038	что уже	1	1
1039	мы знаем	10	1
1040	сама же	1	1
1041	и легко	1	1
1042	литература будто	1	1
1043	приводит нас	1	1
1044	имеется и	1	1
1045	есть превращение	1	1
1046	подчеркнуть что	2	1
1047	числу таких	1	1
1048	пользуются в	1	1
1049	лучше чем	1	1
1050	от начала	2	1
1051	что такое	3	1
1052	это верно	1	1
1053	в тот	3	1
1054	они в	1	1
1055	он любил	1	1
1056	как миф	1	1
1057	на стадии	2	1
1058	в немецкой	4	1
1059	живого в	1	1
1060	третий раз	2	1
1061	к живой	1	1
1062	утверждение что	1	1
1063	как по	1	1
1064	родного дома	1	1
1065	преимущественно на	1	1
1066	была в	1	1
1067	нем но	1	1
1068	в третий	2	1
1069	мы это	1	1
1070	характер и	1	1
1071	был убит	1	1
1072	воздействия на	1	1
1073	самым и	1	1
1074	себя как	1	1
1075	же как	7	1
1076	на земле	1	1
1077	большинстве случаев	4	1
1078	чем иным	1	1
1079	и вместе	2	1
1080	но когда	1	1
1081	прозрачна и	1	1
1082	ниже при	2	1
1083	от этого	2	1
1084	же эти	2	1
1085	персонажами в	1	1
1086	должно было	4	1
1087	где уже	1	1
1088	и смертью	1	1
1089	куда же	1	1
1090	царских детях	2	1
1091	героя из	2	1
1092	мифа с	1	1
1093	любимой дочери	1	1
1094	полагает что	1	1
1095	то именно	1	1
1096	смерти после	1	1
1097	и у	1	1
1098	что их	3	1
1099	человека а	1	1
1100	с вопросом	1	1
1101	кто из	1	1
1102	достаточно прозрачна	1	1
1103	для анализа	1	1
1104	при каких	1	1
1105	что хотя	1	1
1106	довольно много	1	1
1107	а весь	1	1
1108	в этнографии	5	1
1109	слово есть	1	1
1110	должны помнить	1	1
1111	и понимает	1	1
1112	факт не	1	1
1113	смерти то	1	1
1114	к зиме	1	1
1115	дочери он	1	1
1116	идет по	2	1
1117	в целях	3	1
1118	в сон	1	1
1119	очень часто	7	1
1120	и остался	1	1
1121	на материал	2	1
1122	под ними	1	1
1123	сына в	2	1
1124	со многими	1	1
1125	еще что-то	1	1
1126	в происхождении	1	1
1127	в работе	3	1
1128	совсем не	1	1
1129	с какой	1	1
1130	эти слова	3	1
1131	будем иметь	1	1
1132	брата на	1	1
1133	говорит ему	1	1
1134	человека который	1	1
1135	нам еще	1	1
1136	именно потому	2	1
1137	все основные	1	1
1138	здесь на	2	1
1139	на всяком	1	1
1140	должны быть	4	1
1141	ничего нового	1	1
1142	смерти имеет	1	1
1143	какой это	1	1
1144	очень близки	1	1
1145	очень близко	1	1
1146	ноги такая	1	1
1147	уже потому	1	1
1148	инициации в	1	1
1149	и затем	1	1
1150	в современной	3	1
1151	проникнуть в	3	1
1152	в историческом	1	1
1153	в нее	2	1
1154	несколько ниже	1	1
1155	как один	2	1
1156	быть поставлены	1	1
1157	должны были	9	1
1158	требует чтобы	2	1
1159	и несколько	1	1
1160	не само	1	1
1161	герой из	1	1
1162	превратилась в	1	1
1163	не подтверждается	1	1
1164	в гости	1	1
1165	всегда только	2	1
1166	мы их	1	1
1167	что для	1	1
1168	это правило	1	1
1169	образы и	1	1
1170	сущности это	1	1
1171	этот путь	1	1
1172	это приводит	2	1
1173	в новый	1	1
1174	материала в	1	1
1175	в художественную	1	1
1176	даже если	1	1
1177	привести одну	1	1
1178	встал и	1	1
1179	особое внимание	2	1
1180	мотива в	1	1
1181	же мы	1	1
1182	и вызывает	3	1
1183	самые разнообразные	1	1
1184	время он	1	1
1185	и обычая	1	1
1186	еще менее	1	1
1187	себе как	1	1
1188	можно с	1	1
1189	иначе не	1	1
1190	меньшей степени	1	1
1191	между собою	1	1
1192	дает ему	2	1
1193	после свадьбы	1	1
1194	или болью	1	1
1195	было только	1	1
1196	сливаются в	1	1
1197	которые могут	3	1
1198	где мы	1	1
1199	можно только	1	1
1200	уже на	2	1
1201	она сама	1	1
1202	уже с	2	1
1203	от нее	1	1
1204	связи и	3	1
1205	быть только	1	1
1206	вопрос почему	2	1
1207	как одна	1	1
1208	дарит ему	1	1
1209	этого мотива	5	1
1210	мы встречаем	1	1
1211	они и	1	1
1212	с тремя	1	1
1213	не мешает	1	1
1214	а своего	1	1
1215	его уже	2	1
1216	не единичный	1	1
1217	них в	1	1
1218	при возвращении	1	1
1219	и сейчас	1	1
1220	например если	1	1
1221	жизни а	1	1
1222	в основном	4	1
1223	этого и	1	1
1224	от такой	1	1
1225	итак мы	1	1
1226	представлял собой	1	1
1227	его с	1	1
1228	но едва	1	1
1229	живет в	3	1
1230	с мертвецами	1	1
1231	этому мы	1	1
1232	с миром	1	1
1233	другого человека	1	1
1234	с каким-то	1	1
1235	подлежит никакому	1	1
1236	меня в	1	1
1237	от женского	1	1
1238	с некоторым	1	1
1239	здесь он	2	1
1240	мы захотели	1	1
1241	в область	4	1
1242	происходит с	1	1
1243	для них	1	1
1244	первых же	1	1
1245	дай мне	1	1
1246	и вновь	2	1
1247	и вполне	2	1
1248	половой зрелости	4	1
1249	в темноте	2	1
1250	за это	1	1
1251	не на	2	1
1252	как с	1	1
1253	они были	1	1
1254	что всегда	1	1
1255	о природе	1	1
1256	которые следует	1	1
1257	с ней	2	1
1258	в наших	1	1
1259	их и	1	1
1260	на улицу	2	1
1261	в особый	1	1
1262	явлений в	2	1
1263	сложного и	1	1
1264	миром и	1	1
1265	нами не	1	1
1266	за волосы	2	1
1267	сначала не	1	1
1268	чего следует	1	1
1269	к сыну	1	1
1270	быть понят	1	1
1271	и будет	1	1
1272	то время	3	1
1273	и хотя	1	1
1274	из тех	1	1
1275	также не	2	1
1276	наша цель	1	1
1277	меньшей мере	2	1
1278	что такой	1	1
1279	и так	3	1
1280	состоит из	1	1
1281	порой в	1	1
1282	и жизни	1	1
1283	так она	1	1
1284	и герой	3	1
1285	дать ей	1	1
1286	в которых	2	1
1287	видно никаких	1	1
1288	эту сторону	1	1
1289	со сказкой	5	1
1290	так называемая	3	1
1291	у одного	1	1
1292	говорили о	1	1
1293	том как	3	1
1294	своего отца	3	1
1295	между ним	1	1
1296	которого не	1	1
1297	к человеку	1	1
1298	нет в	2	1
1299	результатов то	1	1
1300	и всей	1	1
1301	стороны с	1	1
1302	в любой	1	1
1303	зрения что	1	1
1304	ниже что	1	1
1305	к какой	1	1
1306	путешествия в	1	1
1307	тому кто	2	1
1308	нет никакой	1	1
1309	или иное	1	1
