N	2gram	Propp_Isto	Stilisti
506	с более	1	1
507	ее в	8	1
508	а затем	7	1
509	искать в	1	1
510	предметов или	1	1
511	пройти через	1	1
512	и всегда	1	1
513	что собственно	1	1
514	всего мы	1	1
515	его но	1	1
516	остановиться на	1	1
517	но чаще	1	1
518	участвуют в	1	1
519	одно из	3	1
520	тот момент	1	1
521	из нескольких	1	1
522	ни в	2	1
523	в результате	1	1
524	борьбы с	3	1
525	другой стороны	10	1
526	желающий стать	2	1
527	этих предметов	2	1
528	знаем как	1	1
529	да это	1	1
530	превратиться в	1	1
531	слова а	1	1
532	когда во	1	1
533	этими двумя	1	1
534	и эти	1	1
535	по мере	4	1
536	сколько бы	1	1
537	в движение	1	1
538	они особенно	1	1
539	какую же	1	1
540	себе не	1	1
541	предположить что	3	1
542	что впоследствии	1	1
543	как можно	2	1
544	и начало	1	1
545	у него	7	1
546	не могут	2	1
547	в более	6	1
548	не путем	1	1
549	и смысл	1	1
550	в виде	13	1
551	каждый раз	1	1
552	должен был	1	1
553	говорит он	2	1
554	указывали что	1	1
555	понимает что	1	1
556	восходит и	1	1
557	за ним	4	1
558	в таких	3	1
559	как они	1	1
560	теперь на	1	1
561	как же	1	1
562	является и	4	1
563	иногда и	4	1
564	право и	1	1
565	как видно	1	1
566	однако мы	1	1
567	относится и	1	1
568	дерево и	1	1
569	есть явление	1	1
570	или от	2	1
571	этом не	1	1
572	что его	4	1
573	и носят	1	1
574	будто бы	2	1
575	одним из	4	1
576	теперь мы	1	1
577	это еще	3	1
578	естественно не	1	1
579	же как	12	1
580	по существу	2	1
581	на себя	4	1
582	образом мы	3	1
583	тела и	2	1
584	слагается из	1	1
585	или на	3	1
586	на месте	1	1
587	уже говорили	1	1
588	и действительно	6	1
589	два мотива	1	1
590	мы это	1	1
591	приведенные нами	1	1
592	он у	1	1
593	в таком	2	1
594	обладают и	1	1
595	вообще не	1	1
596	или иная	1	1
597	теснейшим образом	1	1
598	например в	11	1
599	так много	2	1
600	его мы	1	1
601	в числе	2	1
602	к которым	4	1
603	одна сторона	2	1
604	в наиболее	1	1
605	с которой	1	1
606	или у	2	1
607	тотем или	1	1
608	с той	2	1
609	я не	1	1
610	двумя мирами	7	1
611	и орудия	2	1
612	и вновь	4	1
613	в последнем	2	1
614	с ними	4	1
615	людей он	1	1
616	не хватает	2	1
617	многих других	1	1
618	есть в	2	1
619	эти две	1	1
620	они были	2	1
621	ниже с	1	1
622	в одно	2	1
623	так на	1	1
624	который уже	1	1
625	тысяч лет	1	1
626	совершенно одинаково	1	1
627	мы подойдем	1	1
628	и характер	1	1
629	мира и	2	1
630	это происходит	3	1
631	по себе	2	1
632	этой стадии	4	1
633	от этого	6	1
634	на все	2	1
635	если я	1	1
636	весь ход	1	1
637	это общение	1	1
638	снимая с	1	1
639	смысл но	1	1
640	полемизировать с	1	1
641	то явление	1	1
642	связь со	1	1
643	и всякий	1	1
644	остановимся только	1	1
645	служит для	1	1
646	чтобы оживить	1	1
647	у древних	2	1
648	в иной	12	1
649	о котором	1	1
650	хотя слова	1	1
651	и оно	2	1
652	в себя	3	1
653	но уже	5	1
654	из которого	1	1
655	со стороны	6	1
656	не стал	1	1
657	превращался в	1	1
658	знает что	1	1
659	пока он	2	1
660	словами мы	1	1
661	на солнце	1	1
662	к мысли	1	1
663	нет в	2	1
664	путь к	1	1
665	скотоводству и	1	1
666	широком смысле	1	1
667	ему как	1	1
668	так например	3	1
669	могло бы	1	1
670	переходом к	1	1
671	это так	2	1
672	в одной	5	1
673	тем более	1	1
674	другими формами	1	1
675	руки и	2	1
676	чтобы его	1	1
677	птицей и	1	1
678	людей которые	1	1
679	показать как	1	1
680	и сестры	1	1
681	для выражения	1	1
682	я был	2	1
683	долго не	1	1
684	этот мотив	10	1
685	еще один	3	1
686	но оно	3	1
687	все они	1	1
688	имеют и	1	1
689	и стала	2	1
690	в русской	8	1
691	к одному	1	1
692	большей части	1	1
693	перестает быть	1	1
694	и первые	1	1
695	не менее	6	1
696	здесь как	3	1
697	в стиле	1	1
698	себе путь	1	1
699	это и	3	1
700	по большей	1	1
701	орудия в	1	1
702	может иметь	2	1
703	одна из	6	1
704	более чем	1	1
705	был связан	1	1
706	на человека	1	1
707	герой получает	2	1
708	к одной	1	1
709	истории не	1	1
710	те которые	1	1
711	что этот	5	1
712	сливается с	2	1
713	на этом	5	1
714	я тебе	1	1
715	врагов и	2	1
716	ясно и	1	1
717	тех же	2	1
718	которой он	2	1
719	не имеют	2	1
720	в наши	2	1
721	видели в	2	1
722	одну особенность	1	1
723	встречей с	1	1
724	такой случай	1	1
725	указать на	1	1
726	в руки	3	1
727	доказать что	1	1
728	она не	7	1
729	в течение	2	1
730	чтобы он	3	1
731	представления о	7	1
732	в противоположность	1	1
733	только как	1	1
734	он соприкасается	1	1
735	и если	1	1
736	представлений в	1	1
737	нет но	1	1
738	здесь только	1	1
739	в другом	2	1
740	тому как	2	1
741	в каких	1	1
742	но то	2	1
743	это только	2	1
744	должны поставить	1	1
745	сравнению с	1	1
746	оно также	1	1
747	и второй	1	1
748	может и	1	1
749	и другой	1	1
750	так что	2	1
751	дело не	1	1
752	во время	12	1
753	же нельзя	1	1
754	понимает это	1	1
755	приведем пример	2	1
756	когда в	1	1
757	для тех	1	1
758	эту связь	4	1
759	себе что	2	1
760	из которой	1	1
761	значением и	1	1
762	всецело зависит	1	1
763	в развитии	2	1
764	рассмотрены нами	1	1
765	ступенях развития	2	1
766	на племя	1	1
767	когда он	7	1
768	словами на	1	1
769	уже только	3	1
770	явление как	2	1
771	только один	3	1
772	всегда должен	1	1
773	особое место	1	1
774	он получает	3	1
775	то все	1	1
776	к тем	1	1
777	народов и	1	1
778	но зато	1	1
779	должны быть	2	1
780	но они	1	1
781	часть его	1	1
782	в человеческом	2	1
783	здесь нас	1	1
784	с этой	4	1
785	что эта	2	1
786	за собой	5	1
787	он взял	2	1
788	в поэме	1	1
789	и что	13	1
790	не будем	6	1
791	как он	6	1
792	верно но	1	1
793	которых это	1	1
794	приходит к	3	1
795	оказывается что	2	1
796	почти всегда	1	1
797	вслед за	1	1
798	иметь в	1	1
799	вопросом о	1	1
800	или его	1	1
801	уже как	1	1
802	он в	3	1
803	а тот	2	1
804	превращается в	10	1
805	даже не	2	1
806	только то	1	1
807	общения человека	1	1
808	которые по	1	1
809	в истории	7	1
810	и находит	1	1
811	как стремление	1	1
812	бы два	1	1
813	но вместе	4	1
814	при помощи	11	1
815	к которой	1	1
816	появлением собственности	1	1
817	при анализе	2	1
818	с нашими	1	1
819	с человеком	2	1
820	всякого сомнения	1	1
821	иными способами	1	1
822	и часто	1	1
823	уже у	1	1
824	ни от	1	1
825	процессе развития	1	1
826	еще на	1	1
827	совершенно неожиданно	1	1
828	с другой	11	1
829	включить в	1	1
830	имеем в	2	1
831	охоту на	1	1
832	нем и	3	1
833	они отражают	1	1
834	ответы на	1	1
835	пребывание в	6	1
836	наиболее существенные	1	1
837	говорит о	4	1
838	превратилась в	1	1
839	сейчас же	2	1
840	к ним	2	1
841	переход от	2	1
842	без всякого	1	1
843	места все	1	1
844	он является	2	1
845	неба и	3	1
846	одного из	3	1
847	на две	1	1
848	по всей	1	1
849	и о	2	1
850	состоит из	4	1
851	указывают на	2	1
852	живую связь	1	1
853	ее не	3	1
854	в голове	2	1
855	нам необходимо	2	1
856	что для	1	1
857	что тот	1	1
858	не надо	1	1
859	нас на	1	1
860	его как	1	1
861	этот круг	1	1
862	вы где	1	1
863	орудия и	1	1
864	мог бы	2	1
865	наряду с	7	1
866	и во	1	1
867	просьбу как	1	1
868	но нет	1	1
869	мы возьмем	1	1
870	он ни	1	1
871	по сравнению	1	1
872	это мы	3	1
873	возможно что	2	1
874	на свою	2	1
875	не совсем	6	1
876	на путь	1	1
877	быть в	1	1
878	что может	1	1
879	за пределами	1	1
880	в своем	3	1
881	даже если	2	1
882	можно привести	2	1
883	служить не	1	1
884	лучше всего	1	1
885	мы сейчас	1	1
886	не трудно	1	1
887	и есть	3	1
888	во всей	1	1
889	образом в	3	1
890	в силу	7	1
891	которой как	1	1
892	он может	4	1
893	к пониманию	2	1
894	каждый день	1	1
895	особое внимание	1	1
896	отражается и	2	1
897	первая ступень	2	1
898	это предметы	1	1
899	все еще	6	1
900	как будто	2	1
901	же в	3	1
902	на то	3	1
903	рассмотрение их	1	1
904	который держит	2	1
905	но если	2	1
906	имеет и	1	1
907	следующее явление	1	1
908	брата и	2	1
909	человека для	1	1
910	и по	3	1
911	знаете ли	1	1
912	ведь эти	1	1
913	там где	11	1
914	наконец он	1	1
915	в эти	1	1
916	увидим ниже	4	1
917	здесь в	1	1
918	по отдельным	1	1
919	еще в	2	1
920	здесь же	2	1
921	со своими	3	1
922	что сам	1	1
923	превратился в	2	1
924	и соответствующие	1	1
925	всех этих	2	1
926	того же	3	1
927	входящих в	1	1
928	же он	2	1
929	должны будем	1	1
930	о связи	1	1
931	не был	1	1
932	что при	5	1
933	только о	1	1
934	следует за	2	1
935	само по	1	1
936	иногда в	3	1
937	рассмотренная нами	1	1
938	думать что	2	1
939	не то	1	1
940	поэтому мы	1	1
941	на ту	1	1
942	ключ к	1	1
943	виду что	1	1
944	отражается в	1	1
945	этот материал	1	1
946	и сами	1	1
947	небесных явлений	1	1
948	свое особое	1	1
