N	2gram	Savitsky_E	Myshleni
199	всяком случае	3	18
200	чем в	4	18
201	в этих	2	17
202	в своих	2	17
203	казалось бы	1	17
204	в одном	2	17
205	не есть	2	17
206	в свою	3	17
207	в совершенно	1	17
208	и для	3	17
209	для этого	1	17
210	все что	1	17
211	нами в	1	17
212	и того	2	17
213	не станем	1	17
214	этой точки	5	17
215	ту же	1	17
216	и от	3	17
217	то и	1	17
218	мы находим	1	17
219	интересующей нас	1	17
220	и только	3	17
221	и другие	1	16
222	в которых	3	16
223	значение в	1	16
224	вовсе не	6	16
225	такой же	2	16
226	которые не	1	16
227	и даже	6	16
228	то в	4	16
229	видели что	1	16
230	для нас	4	16
231	которые в	1	16
232	которую мы	5	16
233	является в	1	15
234	в них	3	15
235	что при	1	15
236	от этого	5	15
237	и это	1	15
238	что если	2	15
239	данном случае	2	15
240	тем более	4	15
241	хотя бы	15	15
242	в начале	1	15
243	те же	1	15
244	к осознанию	1	15
245	но как	2	15
246	известном смысле	3	15
247	которое мы	1	15
248	значит что	1	15
249	представить себе	1	15
250	на всем	4	15
251	том же	1	15
252	вообще не	3	15
253	когда он	3	15
254	по этому	1	15
255	это значит	2	14
256	свою очередь	2	14
257	точка зрения	2	14
258	очевидно что	3	14
259	что для	1	14
260	только тогда	1	14
261	одной из	5	14
262	один и	1	14
263	от друга	2	14
264	не можем	2	14
265	который в	1	14
266	это есть	1	14
267	когда мы	1	14
268	друг от	2	14
269	значение для	1	14
270	и во	2	14
271	с его	1	14
272	к которым	5	14
273	последнее время	1	14
274	об этом	1	14
275	что эти	2	14
276	своем развитии	1	13
277	имеет место	2	13
278	с другими	2	13
279	и тот	1	13
280	его к	1	13
281	если в	2	13
282	но на	3	13
283	в виде	5	13
284	на его	1	13
285	отнюдь не	9	13
286	она не	2	13
287	для всех	1	13
288	как они	1	13
289	но все	1	13
290	что между	1	13
291	по самой	1	13
292	с ней	1	13
293	связана с	1	13
294	в состоянии	1	13
295	лишь в	1	13
296	стороны и	6	13
297	все более	9	13
298	с которыми	1	12
299	к другу	1	12
300	даже в	4	12
301	а затем	1	12
302	за пределы	1	12
303	с их	1	12
304	в одной	1	12
305	и потому	5	12
306	еще более	2	12
307	ко всем	1	12
308	которые мы	1	12
309	к нему	2	12
310	несмотря на	4	12
311	в ее	8	12
312	тому же	1	12
313	это мы	1	12
314	которых мы	1	12
315	мог бы	2	12
316	с но	1	12
317	только к	2	12
318	в ней	4	12
319	входит в	1	12
320	они являются	1	11
321	в последнее	1	11
322	с собой	1	11
323	на примере	1	11
324	в других	2	11
325	иначе говоря	2	11
326	не означает	2	11
327	мы будем	1	11
328	с ее	1	11
329	к установлению	1	11
330	в каком	4	11
331	друг другу	1	11
332	есть в	2	11
333	идет о	3	11
334	что на	2	11
335	нас в	1	11
336	одно из	1	11
337	например в	1	11
338	мы увидим	1	11
339	наряду с	2	11
340	гораздо более	1	11
341	тех и	1	11
342	он в	1	11
343	или менее	1	11
344	в пределах	25	11
345	и наконец	2	11
346	есть не	2	11
347	с мы	2	10
348	вслед за	6	10
349	чем это	1	10
350	внимание на	1	10
351	о которых	1	10
352	что как	1	10
353	в случае	2	10
354	одного из	1	10
355	в другой	2	10
356	этот процесс	2	10
357	у нас	1	10
358	числе и	1	10
359	или иной	4	10
360	из всех	3	10
361	речь идет	1	10
362	но этот	1	10
363	к жизни	1	10
364	что его	1	10
365	вместо того	1	10
366	во второй	3	10
367	как с	1	10
368	если не	1	10
369	относится к	1	10
370	том числе	1	10
371	с той	1	10
372	потребность в	3	10
373	и до	1	9
374	развития но	1	9
375	связано с	3	9
376	как по	1	9
377	той или	4	9
378	более или	1	9
379	должны быть	1	9
380	в тех	1	9
381	та же	1	9
382	друг к	1	9
383	оно не	1	9
384	зависит от	1	9
385	и поэтому	2	9
386	мы хотели	1	9
387	в новой	1	9
388	что же	2	9
389	может не	1	9
390	также и	7	9
391	этот факт	3	9
392	место в	3	9
393	ту мысль	1	9
394	к этой	1	9
395	больше чем	1	9
396	говорить о	1	9
397	то как	1	9
398	как оно	2	9
399	установить что	1	9
400	и притом	4	9
401	еще в	1	9
402	хотя и	2	9
403	в самой	1	9
404	в ином	1	9
405	но с	2	9
406	или в	2	9
407	включает в	1	9
408	проистекает из	1	9
409	само по	4	9
410	не как	1	8
411	на которых	1	8
412	о котором	1	8
413	в этот	1	8
414	увидим что	1	8
415	и те	1	8
416	уже и	3	8
417	во внутреннюю	1	8
418	развития не	1	8
419	в деле	3	8
420	в эту	2	8
421	все остальные	1	8
422	этого факта	1	8
423	в направлении	4	8
424	главным образом	2	8
425	обратиться к	1	8
426	от нее	1	8
427	поэтому в	1	8
428	в течение	5	8
429	отношении к	15	8
430	силу этого	1	8
431	только и	1	8
432	относятся к	2	8
433	дело с	1	8
434	не являются	1	8
435	лежащих в	1	8
436	связь с	1	8
437	с понятиями	1	8
438	во внимание	1	8
439	не на	4	8
440	со стороны	5	8
441	бы с	1	8
442	который по	1	8
443	в более	1	8
444	различие между	1	8
445	тому чтобы	2	8
446	что не	1	8
447	в известной	3	8
448	в таком	3	7
449	в разных	1	7
450	и сам	1	7
451	он сам	2	7
452	это обстоятельство	1	7
453	этот период	1	7
454	в общем	3	7
455	всех этих	1	7
456	в значительной	2	7
457	на которые	1	7
458	находятся в	1	7
459	для всего	1	7
460	с теми	1	7
461	в ряде	1	7
462	же в	2	7
463	это в	1	7
464	которая в	1	7
465	но тем	1	7
466	с более	3	7
467	в жизни	1	7
468	не обнаруживают	1	7
469	имеет в	2	7
470	но они	1	7
471	мы думаем	1	7
472	именно потому	2	7
473	во втором	2	7
474	должна быть	2	7
475	с ними	1	7
476	при помощи	2	7
477	его мысль	1	7
478	а также	7	7
479	же по	1	7
480	но по	2	7
481	в обоих	1	7
482	признать что	1	7
483	одновременно с	1	7
484	лучшем случае	1	7
485	к ней	4	6
486	уже не	1	6
487	на нет	1	6
488	себе в	3	6
489	потребности в	1	6
490	в отдельных	1	6
491	но так	1	6
492	всего в	2	6
493	и мы	3	6
494	в двух	1	6
495	стремились показать	1	6
496	в лучшем	1	6
497	значение и	1	6
498	оно может	1	6
499	отдельных элементов	1	6
500	что процесс	1	6
501	смысле что	1	6
502	том смысле	1	6
503	ни на	3	6
504	бы и	3	6
505	и наиболее	2	6
506	в силе	1	6
507	начиная с	2	6
508	в сферу	2	6
509	можно считать	3	6
510	в эгоцентризме	1	6
511	отрицательный ответ	1	6
512	и таким	2	6
513	и вообще	1	6
514	которая как	1	6
515	заключает в	3	6
516	свести к	1	6
517	эту мысль	1	6
518	происходит в	2	6
519	находим в	1	6
520	для возникновения	1	6
521	говорит о	3	6
522	и другими	1	6
523	его на	2	6
524	нашему мнению	2	6
525	ответить на	1	6
526	с в	2	6
527	одна из	1	6
528	сейчас в	1	6
529	на язык	2	6
530	как его	1	6
531	мы стремились	1	6
532	что может	1	6
533	с которым	1	6
534	которого мы	2	6
535	как таковой	1	6
536	с и	10	6
537	именно поэтому	1	6
538	только одно	2	6
539	тех же	1	6
540	лежат в	4	6
541	потому и	1	6
542	хотели бы	1	6
543	не способен	1	6
544	дело в	3	6
545	ли не	1	6
546	единое целое	1	6
547	имеет свое	1	6
548	и о	1	6
549	по нашему	3	6
550	кроме того	1	5
551	в большей	1	5
552	или на	1	5
553	из всего	1	5
554	к ним	3	5
555	ближе к	1	5
556	выступает в	1	5
557	того в	1	5
558	не повторяет	1	5
559	не дает	3	5
560	мы приходим	1	5
561	с такой	1	5
562	для них	2	5
563	который не	1	5
564	возникает вопрос	1	5
565	каждой из	1	5
566	в данной	3	5
567	котором мы	1	5
568	что во	1	5
569	в свое	1	5
570	то мы	1	5
571	однако не	1	5
572	в стороне	3	5
573	для мышления	1	5
574	действительности но	1	5
575	эти последние	2	5
576	связь и	1	5
577	язык и	1	5
578	рассматривать как	1	5
579	и ту	2	5
580	совершенно очевидно	2	5
581	неизбежно приводит	1	5
582	остановились на	1	5
583	что по	1	5
584	когда в	1	5
585	в новом	1	5
586	но даже	4	5
587	в изучении	1	5
588	значительной степени	1	5
589	всегда и	1	5
590	говорит об	1	5
591	тех случаях	1	5
592	быть в	1	5
593	это так	3	5
594	есть только	1	5
595	аналогии с	1	5
596	возникающих в	1	5
597	в процессах	2	5
598	вопрос в	1	5
599	значение как	1	5
600	речи о	1	5
601	положение которое	1	5
602	был бы	1	5
603	связанное с	1	5
604	есть нечто	1	5
605	мы хотим	1	5
606	заметить что	2	5
607	это значение	1	5
608	что процессы	1	5
609	себе ничего	1	5
610	в полном	1	5
611	что к	2	5
612	случаях когда	2	5
613	эти два	1	5
614	более того	1	5
615	в центре	1	4
616	в применении	3	4
617	тем как	1	4
618	как более	1	4
619	есть то	1	4
620	всем его	1	4
621	что обе	1	4
622	во все	3	4
623	на пути	1	4
624	и когда	1	4
625	они относятся	1	4
626	конечно не	1	4
627	можно ли	3	4
628	может остаться	1	4
629	бы то	4	4
630	проблемы и	2	4
631	она в	3	4
632	которое дает	1	4
633	не было	1	4
634	быть может	1	4
635	рядом с	1	4
636	бы они	1	4
637	и та	2	4
638	новое слово	3	4
639	в известных	2	4
640	те кто	1	4
641	и сами	1	4
642	в определенной	1	4
643	к той	2	4
644	значения для	2	4
645	для нее	1	4
646	от других	1	4
647	связанной с	1	4
648	к двум	1	4
649	она может	1	4
650	самой природе	1	4
651	в корне	1	4
652	не из	3	4
653	способность к	1	4
654	этот раз	1	4
655	и со	3	4
656	в каждой	1	4
657	того или	4	4
658	к которой	1	4
659	как будто	2	4
660	сказывается в	2	4
661	его построения	1	4
662	или по	2	4
663	в некоторых	2	4
664	много раз	1	4
665	стороны в	2	4
666	а именно	2	4
667	то это	1	4
668	всего этого	1	4
669	исходит из	1	4
670	которыми мы	1	4
671	но сама	1	4
672	является определяющим	1	4
673	нельзя сказать	1	4
674	время в	3	4
675	ни было	4	4
676	но совершенно	1	4
677	выше и	1	4
678	также в	2	4
679	совершенно прав	2	4
680	или к	1	4
681	большей степени	1	4
682	это вопрос	1	4
683	с совершенно	1	4
684	этом процессе	1	4
685	означает что	1	4
686	только те	2	4
687	из общей	1	4
688	зрения развития	1	4
689	этих отношений	1	4
690	связанная с	1	4
691	одну и	2	4
692	в любой	1	4
693	и если	2	4
694	находящихся в	1	4
695	тому или	2	4
696	этого же	1	4
697	в гораздо	2	4
698	что принцип	1	4
699	если даже	1	4
700	области развития	1	4
701	и эта	2	4
702	долгое время	2	4
703	этот новый	1	4
704	к области	1	4
705	ее от	2	4
706	думать что	8	4
707	или иному	2	4
708	всем ее	1	4
709	как их	2	4
710	гораздо большей	1	4
711	жизни и	2	4
712	известной степени	3	4
713	все другие	2	4
714	в чисто	1	4
715	не к	2	4
716	или иных	1	3
717	в соответствии	1	3
718	по своим	3	3
719	является более	1	3
720	применении к	3	3
721	из себя	1	3
722	не исключает	1	3
723	своем значении	1	3
724	на практике	1	3
725	то его	1	3
726	в прошлом	3	3
727	некоторое время	1	3
728	и еще	2	3
729	и связанное	1	3
730	существенную черту	1	3
731	именно с	1	3
732	от них	3	3
733	что даже	1	3
734	мысль можно	1	3
735	она есть	1	3
736	эту же	1	3
737	кажется нам	1	3
738	по природе	1	3
739	отношении в	1	3
740	к еще	1	3
741	или иная	1	3
742	одном из	2	3
743	а для	1	3
744	и центральной	1	3
745	чем больше	2	3
746	есть ли	2	3
747	нам кажется	7	3
748	к сожалению	1	3
749	социальной средой	1	3
750	этого периода	1	3
751	в случаях	1	3
752	иметь возможность	1	3
753	эгоцентризма и	1	3
754	сводится к	1	3
755	и единственно	1	3
756	и будет	1	3
757	на другую	1	3
758	же мало	2	3
759	он мог	1	3
760	дальнейшее развитие	1	3
761	этого пункта	1	3
762	и теперь	2	3
763	отличной от	1	3
764	тогда как	1	3
765	это различие	1	3
766	и наоборот	1	3
767	эгоцентризма в	1	3
768	которые они	2	3
769	именно к	2	3
770	одна и	2	3
771	эти наблюдения	1	3
772	сказал бы	1	3
773	как нечто	1	3
774	направлении в	1	3
775	бы совершенно	2	3
776	со значением	1	3
777	такие же	1	3
778	при известных	1	3
779	по степени	1	3
780	к проблемам	1	3
781	этих случаях	1	3
782	их на	1	3
783	оставить в	2	3
784	степени и	1	3
785	различия в	3	3
786	их из	2	3
787	подобно этому	1	3
788	далее в	1	3
789	она является	1	3
790	всегда в	1	3
791	внимание что	1	3
792	по признаку	3	3
793	нам представляется	1	3
794	основных чертах	1	3
795	и сейчас	2	3
796	доказать что	1	3
797	при рассмотрении	1	3
798	во многих	4	3
799	значительной мере	1	3
800	даже с	1	3
801	фактора в	1	3
802	но скорее	1	3
803	для понимания	2	3
804	они могут	1	3
805	он на	1	3
806	отражение в	1	3
807	и всей	1	3
808	в огромной	2	3
809	иными словами	4	3
810	в некоторой	1	3
811	являются в	1	3
812	показать в	1	3
813	как же	2	3
814	и можно	2	3
815	что за	1	3
816	себя как	1	3
817	выше мы	1	3
818	психологии и	1	3
819	то ни	4	3
820	их развитии	1	3
821	и затем	1	3
822	вопрос можно	1	3
823	ней в	1	3
824	которое имеет	1	3
825	или иного	4	3
826	определяется в	1	3
827	и этот	2	3
828	во власти	2	3
829	но также	2	3
830	действительно ли	1	3
831	наблюдений над	1	3
832	ту или	3	3
833	дело идет	2	3
834	ли он	1	3
835	указать на	1	3
836	же время	14	3
837	только это	1	3
838	соответствии с	1	3
839	но именно	2	3
840	двух противоположных	1	3
841	та или	1	3
842	одних и	1	3
843	многих других	1	3
844	или иначе	1	3
845	в ту	1	3
846	при таком	1	3
847	мира и	3	3
848	действовать в	1	3
849	что тот	1	3
850	речи эти	1	3
851	поскольку она	2	3
852	а к	1	3
853	далеко не	2	3
854	свое значение	1	3
855	что из	1	3
856	в большинстве	2	3
857	подтверждение в	1	3
858	в порядке	2	3
859	тех или	1	3
860	на ту	1	3
861	говорили в	1	2
862	следует что	1	2
863	бы неправильно	1	2
864	более к	2	2
865	может найти	1	2
866	какой бы	2	2
867	действуют в	1	2
868	и рядом	2	2
869	время не	1	2
870	что произошло	1	2
871	дальше от	1	2
872	своих частях	1	2
873	общего правила	1	2
874	и внутри	1	2
875	в построении	1	2
876	мы получаем	1	2
877	которая отличает	1	2
878	только между	1	2
879	не служит	4	2
880	значение только	2	2
881	же следует	1	2
882	смысле она	1	2
883	или вернее	2	2
884	известных условиях	1	2
885	поэтому если	1	2
886	как совокупность	4	2
887	так называемых	1	2
888	не делает	1	2
889	другой своей	1	2
890	они должны	1	2
891	постановка проблемы	1	2
892	иного кроме	1	2
893	что само	1	2
894	х и	1	2
895	мы привели	1	2
896	каждую из	1	2
897	или наоборот	1	2
898	влияние на	2	2
899	в принципе	1	2
900	сильнее чем	1	2
901	двум основным	1	2
902	глаза на	1	2
903	или иную	3	2
904	не способны	1	2
905	к определенному	1	2
906	упирается в	1	2
907	на себя	3	2
908	лишь на	1	2
909	большинстве случаев	3	2
910	но когда	1	2
911	в человеческом	1	2
912	этой концепции	1	2
913	в сторону	2	2
914	не нужно	2	2
915	земной поверхности	1	2
916	же направлении	1	2
917	своей части	1	2
918	почти на	1	2
919	от элементов	1	2
920	бы она	1	2
921	для тех	1	2
922	не будет	3	2
923	здесь на	1	2
924	отношении которых	1	2
925	при такой	1	2
926	огромной степени	1	2
927	более чем	2	2
928	среды и	1	2
929	существует в	1	2
930	исключительно к	1	2
931	бы ни	3	2
932	существует только	1	2
933	с полной	1	2
934	между таким	1	2
935	указание что	1	2
936	имело место	1	2
937	себе не	3	2
938	если сопоставить	1	2
939	особого рода	1	2
940	знаменует собой	1	2
941	качестве орудия	2	2
942	но само	1	2
943	можно назвать	1	2
944	для каждого	1	2
945	и т	1	2
946	любой из	1	2
947	нами при	1	2
948	к какому	1	2
949	становится ясным	1	2
950	поэзии и	1	2
951	если можно	1	2
952	к созданию	1	2
953	в границах	1	2
954	эти положения	1	2
955	нет ничего	1	2
956	несомненно в	1	2
957	поскольку это	1	2
958	таком смысле	1	2
959	а тем	2	2
960	в которую	1	2
961	которые можно	1	2
962	более как	1	2
963	констатировать что	2	2
964	определенного рода	1	2
965	о таких	1	2
966	только ту	1	2
967	исключительно в	2	2
968	ли эти	1	2
969	мир в	1	2
970	в определенном	3	2
971	наблюдения над	2	2
972	от основного	1	2
973	проблему развития	1	2
974	всех прочих	2	2
975	на несколько	1	2
976	на них	2	2
977	случае если	1	2
978	вниз от	1	2
979	этих сфер	1	2
980	как то	1	2
981	и всякая	1	2
982	с так	1	2
983	каждого из	1	2
984	указывать на	1	2
985	должна оказаться	1	2
986	это можно	1	2
987	все еще	1	2
988	что такие	1	2
989	мы сказали	1	2
990	вплоть до	1	2
991	меньше чем	2	2
992	ничего иного	1	2
993	ко второй	1	2
994	к числу	1	2
995	и иного	1	2
996	исходящей из	1	2
997	которые по	1	2
998	это имело	1	2
999	никак нельзя	1	2
1000	чтобы ответить	1	2
1001	мыслится как	1	2
1002	имеет для	1	2
1003	мысль о	1	2
1004	другую сторону	1	2
1005	в переводе	1	2
1006	считать что	1	2
1007	в точном	1	2
1008	знания с	1	2
1009	может дать	1	2
1010	исследования по	1	2
1011	которое не	1	2
1012	и свести	1	2
1013	связанного с	1	2
1014	относиться к	1	2
1015	в размерах	1	2
1016	тем в	3	2
1017	являются не	1	2
1018	уже о	1	2
1019	приводящие к	1	2
1020	если так	1	2
1021	мы остановились	1	2
1022	происходит ли	1	2
1023	смысле является	1	2
1024	характерным для	1	2
1025	данного продукта	2	2
1026	так то	1	2
1027	простое и	1	2
1028	приближаются к	1	2
1029	изменений в	1	2
1030	понимать что	1	2
1031	того обстоятельства	1	2
1032	вопрос не	2	2
1033	имеют в	1	2
1034	чем на	2	2
1035	но еще	2	2
1036	такая же	1	2
1037	общение с	1	2
1038	как путь	1	2
1039	если обратиться	1	2
1040	это изменение	1	2
1041	то станет	1	2
1042	звук пустой	1	2
1043	в осознании	1	2
1044	есть такая	1	2
1045	которое в	2	2
1046	бы сделать	1	2
1047	или хотя	2	2
1048	затем как	1	2
1049	может в	1	2
1050	в мире	2	2
1051	относится всецело	1	2
1052	в другие	1	2
1053	начало в	2	2
1054	не случайна	1	2
1055	собой такое	1	2
1056	играет роль	1	2
1057	возникающее в	1	2
1058	даже не	1	2
1059	это может	1	2
1060	развития так	1	2
1061	к кругу	1	2
1062	в состав	1	2
1063	приближается к	3	2
1064	переходит в	1	2
1065	не связана	1	2
1066	этот принцип	1	2
1067	интересующего нас	1	2
1068	когда его	1	2
1069	подходит к	2	2
1070	связывается с	1	2
1071	его ни	1	2
1072	не более	3	2
1073	себя с	1	2
1074	оно всегда	1	2
1075	к действительному	1	2
1076	как не	2	2
1077	определяющим фактором	1	2
1078	будущее в	1	2
1079	окажется в	1	2
1080	а если	1	2
1081	на структуру	1	2
1082	нас вопроса	1	2
1083	значением и	1	2
1084	противоположных направлениях	1	2
1085	момент во	1	2
1086	процесс перехода	1	2
1087	его можно	1	2
1088	дает нам	1	2
1089	выходит за	1	2
1090	возможность такого	1	2
1091	входить в	1	2
1092	цель и	1	2
1093	не дают	2	2
1094	войти в	1	2
1095	бы дать	1	2
1096	как хотя	1	2
1097	то можно	1	2
1098	же может	1	2
1099	ко всему	2	2
1100	том случае	1	2
1101	в будущем	3	2
1102	вдаваться в	1	2
1103	в основных	1	2
1104	обстоит дело	3	2
1105	этому и	1	2
1106	частности в	2	2
1107	даже при	2	2
1108	если взять	1	2
1109	не быть	1	2
1110	зрения есть	1	2
1111	предела в	1	2
1112	рода и	1	2
1113	зрения такова	1	2
1114	мы различаем	1	2
1115	совершенно достаточно	1	1
1116	любой области	1	1
1117	пределах одного	1	1
1118	тем меньше	2	1
1119	говоря уже	2	1
1120	в каждую	1	1
1121	о будущем	1	1
1122	за исключением	1	1
1123	до него	1	1
1124	в среде	1	1
1125	области где	1	1
1126	эта идея	1	1
1127	различны и	1	1
1128	которые лежат	1	1
1129	формулировать в	1	1
1130	и лучше	1	1
1131	что истинное	1	1
1132	исторического процесса	1	1
1133	господствует в	1	1
1134	чтобы в	1	1
1135	объективных доказательств	1	1
1136	именно и	1	1
1137	в некотором	4	1
1138	как сказал	1	1
1139	можно поставить	1	1
1140	и возникновение	1	1
1141	составных частей	1	1
1142	собой между	1	1
1143	ориентироваться не	1	1
1144	большей или	1	1
1145	нам новое	1	1
1146	собой возможность	1	1
1147	играть в	1	1
1148	станем вдаваться	1	1
1149	как обычно	1	1
1150	высшее и	3	1
1151	при условии	2	1
1152	связанная со	1	1
1153	пределах данной	1	1
1154	следовало бы	2	1
1155	но нам	1	1
1156	случаи когда	1	1
1157	действительности как	1	1
1158	обстоятельства которые	1	1
1159	о следующем	1	1
1160	подражания как	1	1
1161	природе вещей	1	1
1162	отношении внешней	1	1
1163	практики но	1	1
1164	признать за	1	1
1165	случае она	1	1
1166	и должна	1	1
1167	соприкосновении с	1	1
1168	не конец	1	1
1169	мы все	1	1
1170	не обязательно	1	1
1171	принадлежит не	1	1
1172	силе то	1	1
1173	от своей	1	1
1174	отметить что	3	1
1175	любви к	1	1
1176	другие не	1	1
1177	ее место	1	1
1178	к нулю	2	1
1179	но все-таки	1	1
1180	то чтобы	1	1
1181	эти обозначения	1	1
1182	затем в	1	1
1183	сдвиг в	1	1
1184	и каждая	2	1
1185	можем сказать	2	1
1186	стало возможным	1	1
1187	потребностей все	1	1
1188	речь зашла	1	1
1189	которая способна	1	1
1190	не будут	1	1
1191	отдельными группами	1	1
1192	с равным	1	1
1193	раз на	1	1
1194	произошло в	2	1
1195	но было	2	1
1196	более умеренным	1	1
1197	та и	1	1
1198	естественных условиях	1	1
1199	ответ и	1	1
1200	одинаково при	1	1
1201	других более	1	1
1202	в проблему	1	1
1203	а поскольку	2	1
1204	которая должна	1	1
1205	она неизбежно	1	1
1206	приблизиться к	1	1
1207	том насколько	1	1
1208	своих чертах	1	1
1209	как нам	5	1
1210	потребностей в	1	1
1211	но из	1	1
1212	при данной	1	1
1213	и процесс	1	1
1214	основании того	1	1
1215	но от	1	1
1216	также на	1	1
1217	указанных выше	1	1
1218	лежали в	1	1
1219	своей совокупности	1	1
1220	что пожалуй	1	1
1221	при соприкосновении	2	1
1222	слово на	1	1
1223	качестве общего	1	1
1224	оказались к	1	1
1225	входящие в	1	1
1226	даже вовсе	1	1
1227	бы только	1	1
1228	при обсуждении	1	1
1229	этого можно	1	1
1230	мыслящего человека	1	1
1231	признанию самого	1	1
1232	исторической эволюции	1	1
1233	достаточно чтобы	1	1
1234	этих положений	1	1
1235	есть чем	1	1
1236	самом определении	1	1
1237	для этих	2	1
1238	по количеству	1	1
1239	имеет наибольшее	1	1
1240	духовных потребностей	1	1
1241	некотором смысле	3	1
1242	в исторической	1	1
1243	ведь в	1	1
1244	и однако	1	1
1245	этой схеме	1	1
1246	или это	1	1
1247	к любой	1	1
1248	нужно как	1	1
1249	второго рода	1	1
1250	всех перечисленных	1	1
1251	не заключает	1	1
1252	от которых	1	1
1253	и человечества	1	1
1254	и другая	2	1
1255	будет протекать	1	1
1256	способны к	2	1
1257	только наиболее	1	1
1258	скорее для	1	1
1259	есть основание	1	1
1260	течение этого	1	1
1261	сущности к	1	1
1262	в приспособлении	1	1
1263	области которые	1	1
1264	с живыми	1	1
1265	с хотя	1	1
1266	и чем	2	1
1267	именно таким	1	1
1268	говорили бы	1	1
1269	своих потребностей	1	1
1270	сплошь и	2	1
1271	мире и	1	1
1272	что прежде	1	1
1273	утверждать что	2	1
1274	путем длительного	1	1
1275	к единому	1	1
1276	в определенный	1	1
1277	смотреть на	1	1
1278	влечение к	1	1
1279	действительно имеют	1	1
1280	приспособлении к	1	1
1281	отношении с	1	1
1282	делается попытка	1	1
1283	она находится	1	1
1284	большую роль	1	1
1285	свои особые	1	1
1286	культурного и	1	1
1287	не находим	1	1
1288	как те	1	1
