N	2gram	Tiupa_Anal	StatiiOP
566	но на	1	3
567	смысле что	1	3
568	может не	2	3
569	том числе	3	3
570	сколько в	1	3
571	одним и	1	3
572	от которого	4	3
573	он и	3	3
574	не значит	1	3
575	тут не	1	3
576	в полном	2	3
577	в заключительной	1	3
578	это еще	2	3
579	что о	1	3
580	о жизни	3	3
581	слово в	1	3
582	с той	2	3
583	и как	6	3
584	не подлежит	1	3
585	этот раз	1	3
586	если и	1	3
587	при таком	2	3
588	к концу	1	3
589	к своему	2	3
590	или менее	2	3
591	к истории	1	3
592	эту вещь	1	3
593	здесь совершенно	2	3
594	когда он	1	3
595	отношений между	1	3
596	писал в	2	3
597	что из	2	3
598	и ее	1	3
599	действительно не	1	3
600	все более	1	3
601	ведь и	1	3
602	слова в	1	3
603	и наконец	2	3
604	не к	3	3
605	и уже	1	3
606	что один	1	2
607	для всех	1	2
608	мы и	1	2
609	между собою	1	2
610	рассказ о	3	2
611	которая в	3	2
612	также не	1	2
613	дело с	5	2
614	в разных	1	2
615	с сюжетом	1	2
616	тем как	2	2
617	или нет	1	2
618	какой бы	2	2
619	что то	1	2
620	те же	3	2
621	по мере	1	2
622	на свой	1	2
623	а во-вторых	1	2
624	о мире	1	2
625	мысль о	2	2
626	отношением к	2	2
627	обоих случаях	2	2
628	роль в	3	2
629	языка на	1	2
630	как более	1	2
631	прочим и	1	2
632	его личной	1	2
633	на точку	1	2
634	он по	2	2
635	и стал	2	2
636	этого противопоставления	1	2
637	ли не	1	2
638	было написано	4	2
639	говорится о	1	2
640	тем в	1	2
641	темам и	1	2
642	на человека	1	2
643	на этой	2	2
644	было в	1	2
645	которой он	1	2
646	входит в	1	2
647	это особый	2	2
648	но то	1	2
649	втором случае	1	2
650	связь между	1	2
651	а между	1	2
652	превращается в	3	2
653	для своей	1	2
654	а только	1	2
655	свою очередь	1	2
656	всякого сомнения	1	2
657	то его	2	2
658	него не	1	2
659	в контексте	5	2
660	как правило	7	2
661	но к	3	2
662	имеем дело	7	2
663	в зависимости	1	2
664	от себя	4	2
665	и н	1	2
666	тут же	2	2
667	на последнем	1	2
668	или лучше	1	2
669	сам по	1	2
670	этому пути	1	2
671	и всей	1	2
672	что можно	1	2
673	иных случаях	1	2
674	и научной	1	2
675	проявляется в	4	2
676	которого он	1	2
677	то она	1	2
678	как по	1	2
679	до тех	1	2
680	с одним	1	2
681	в последние	1	2
682	с жизнью	1	2
683	такова что	2	2
684	и вместе	1	2
685	так сказать	1	2
686	между собой	2	2
687	на себе	3	2
688	действительности и	1	2
689	той или	8	2
690	ответом на	1	2
691	равной мере	2	2
692	для научного	2	2
693	которая является	1	2
694	того в	1	2
695	не хотелось	1	2
696	зрения в	2	2
697	всех трех	1	2
698	с какой	1	2
699	как человек	1	2
700	этих трех	1	2
701	характерны для	1	2
702	в случае	7	2
703	на нем	1	2
704	из сказанного	1	2
705	его жизнь	1	2
706	где в	1	2
707	однако сам	1	2
708	самом тексте	1	2
709	рода в	1	2
710	или о	1	2
711	едва ли	4	2
712	лучше сказать	1	2
713	и от	1	2
714	об этих	2	2
715	бы быть	3	2
716	например или	1	2
717	его к	3	2
718	слова как	1	2
719	хотелось бы	1	2
720	с ее	2	2
721	не случайно	11	2
722	до его	2	2
723	еще одно	1	2
724	быть и	1	2
725	были бы	1	2
726	однако с	1	2
727	в сочетании	7	2
728	он уже	1	2
729	его создания	2	2
730	за ним	2	2
731	мы встречаем	1	2
732	текст в	3	2
733	его с	1	2
734	на первом	1	2
735	и при	1	2
736	говорит и	2	2
737	художественного творчества	2	2
738	фактов и	1	2
739	никак не	2	2
740	хотя в	1	2
741	да ведь	1	2
742	для них	1	2
743	это была	2	2
744	вне всякого	1	2
745	второй части	1	2
746	событий и	2	2
747	от своего	3	2
748	ни о	3	2
749	их и	1	2
750	произведения в	14	2
751	по преимуществу	4	2
752	этом месте	1	2
753	о своей	2	2
754	как не	1	2
755	жизни в	1	2
756	совершенно свободен	1	2
757	литературная критика	1	2
758	не до	1	2
759	от степени	1	2
760	только одно	2	2
761	то он	3	2
762	эту сторону	1	2
763	всему этому	1	2
764	в диалог	2	2
765	я должен	1	2
766	тех же	1	2
767	не имеют	1	2
768	не знаю	2	2
769	зависимости от	1	2
770	а тем	1	2
771	только тогда	1	2
772	в которую	2	2
773	сочетании с	7	2
774	вы говорите	1	2
775	обращении к	1	2
776	от других	1	2
777	бы показаться	1	2
778	тогда как	30	2
779	было и	1	2
780	например во	1	2
781	и той	1	2
782	образом не	3	2
783	имеем в	1	2
784	в отличие	8	2
785	но всякий	1	2
786	соответствии с	3	2
787	ответа на	1	2
788	или с	1	2
789	ни было	4	2
790	в глазах	1	2
791	далеко не	6	2
792	слова он	1	2
793	всякий раз	3	2
794	он может	2	2
795	столько в	1	2
796	же до	1	2
797	видел в	1	2
798	в деятельности	1	2
799	исключительно в	1	2
800	тот же	2	2
801	оба раза	1	2
802	сомнения в	1	2
803	меня не	1	2
804	из этой	1	2
805	жизни но	3	2
806	истории литературы	4	2
807	впрочем в	1	2
808	не означает	2	2
809	это делает	1	2
810	когда речь	1	2
811	произведения как	8	2
812	свидетельствует о	4	2
813	который всегда	1	2
814	бы себе	1	2
815	на что	1	2
816	что собственно	1	2
817	которых он	1	2
818	для искусства	1	2
819	на произведение	1	2
820	в литературе	4	2
821	где он	1	2
822	видеть в	1	2
823	из своих	2	2
824	на которой	2	2
825	собой в	2	2
826	как нечто	1	2
827	с их	2	2
828	з и	1	2
829	ведь это	2	2
830	отдельных случаях	1	2
831	быть ни	1	2
832	к которым	1	2
833	который как	1	2
834	и эта	1	2
835	с теми	1	2
836	в равной	4	2
837	долгое время	1	2
838	как она	1	2
839	но нельзя	1	2
840	языка по	1	2
841	перед собой	2	2
842	по своему	1	2
843	на все	2	2
844	сразу же	1	2
845	первой части	2	2
846	бы мы	1	2
847	в ином	2	2
848	что тот	1	2
849	и таким	1	2
850	жизнь и	1	2
851	только к	1	2
852	в полной	3	2
853	в таких	1	2
854	отличие от	8	2
855	борьбу с	2	2
856	в поле	4	2
857	в реплике	1	2
858	не могу	2	2
859	пор пока	1	2
860	с языком	1	2
861	и может	1	2
862	не оставляет	2	2
863	в пределах	11	2
864	тем самым	9	2
865	не должно	1	2
866	не требует	1	2
867	ведь если	1	2
868	вы видите	1	2
869	смысл его	3	2
870	в какой-то	1	2
871	текста с	2	2
872	в рамках	5	2
873	знает и	1	2
874	самые разнообразные	1	2
875	числе и	1	2
876	же самое	3	2
877	бы он	1	2
878	было для	1	2
879	была в	1	2
880	времени в	4	2
881	суждения о	1	2
882	нуждается в	9	2
883	на всем	1	2
884	эти два	1	2
885	эту сцену	1	2
886	он с	1	2
887	жизнью и	2	2
888	части этого	1	2
889	произведение на	1	1
890	не выступает	1	1
891	во всем	1	1
892	которое однако	1	1
893	они являются	1	1
894	из многих	1	1
895	не считает	1	1
896	еще раз	1	1
897	отвечает на	2	1
898	этого в	1	1
899	свидетельствует и	1	1
900	можно и	1	1
901	персонажей то	2	1
902	текстов в	2	1
903	длины в	1	1
904	и имеет	1	1
905	степени как	1	1
906	например он	1	1
907	без исключения	2	1
908	текстом в	1	1
909	не исключает	1	1
910	его за	1	1
911	оказывается не	2	1
912	с самим	3	1
913	критики как	1	1
914	вступает в	4	1
915	равнодушен к	1	1
916	литературы а	1	1
917	и был	1	1
918	строго говоря	3	1
919	и старухи	1	1
920	литературным произведением	3	1
921	в принципе	8	1
922	одному из	2	1
923	например с	1	1
924	требует от	1	1
925	странным и	1	1
926	особенно если	1	1
927	же году	1	1
928	с собой	1	1
929	личность но	1	1
930	и повсюду	1	1
931	в рамки	1	1
932	к тексту	2	1
933	разговора с	1	1
934	вопрос об	3	1
935	случаях оказывается	1	1
936	приведенному выше	1	1
937	предполагает в	1	1
938	наш случай	1	1
939	положения в	1	1
940	в борьбе	2	1
941	или во	1	1
942	недели в	2	1
943	читателя и	1	1
944	ни малейшего	1	1
945	этом от	1	1
946	приближается к	1	1
947	по мысли	3	1
948	голосом и	1	1
949	если он	1	1
950	определенному руслу	1	1
951	я от	1	1
952	похож на	1	1
953	в собственном	3	1
954	и внутренне	1	1
955	различия в	1	1
956	к действительности	1	1
957	его собственному	1	1
958	внимание к	1	1
959	внимание что	1	1
960	их собственно	1	1
961	является для	1	1
962	произведений как	1	1
963	ответственности перед	3	1
964	и слово	2	1
965	целым рядом	1	1
966	речи например	1	1
967	анализа состоит	1	1
968	этой стороны	1	1
969	только частный	1	1
970	в ряду	2	1
971	не его	2	1
972	художественное произведение	5	1
973	обращение к	1	1
974	и смерти	4	1
975	и того	5	1
976	результате которой	1	1
977	элементы в	1	1
978	как справедливо	3	1
979	при условии	1	1
980	я успел	1	1
981	конечно далеко	1	1
982	от замены	1	1
983	отвечая на	1	1
984	о чем-то	1	1
985	его текст	1	1
986	дело только	1	1
987	сам не	1	1
988	текста это	3	1
989	таков что	3	1
990	упоминание о	1	1
991	этом мы	1	1
992	к пьяному	1	1
993	служить и	1	1
994	речи всех	1	1
995	ничто не	2	1
996	и своим	1	1
997	заключается что	1	1
998	вопроса об	1	1
999	больше не	1	1
1000	этой сцены	2	1
1001	одной и	1	1
1002	об отношении	1	1
1003	только на	3	1
1004	борьбе с	2	1
1005	е годы	1	1
1006	себе и	1	1
1007	и значение	1	1
1008	это во-первых	1	1
1009	на границе	1	1
1010	уже и	1	1
1011	не вполне	2	1
1012	на своего	1	1
1013	что ее	1	1
1014	ровным счетом	1	1
1015	на лексической	1	1
1016	произведения подобно	1	1
1017	два направления	1	1
1018	с другим	5	1
1019	языком а	1	1
1020	из виду	3	1
1021	к ним	1	1
1022	обратим внимание	1	1
1023	не становится	3	1
1024	могут и	1	1
1025	вл соловьевым	1	1
1026	вообще и	2	1
1027	самом начале	3	1
1028	такая трактовка	1	1
1029	собственному признанию	1	1
1030	вернуться к	1	1
1031	он создал	1	1
1032	зато очень	1	1
1033	такая же	1	1
1034	к фразе	1	1
1035	языка как	1	1
1036	в нашем	3	1
1037	с этими	1	1
1038	как от	2	1
1039	чего она	1	1
1040	тот что	1	1
1041	из трех	2	1
1042	которая на	1	1
1043	не удивительно	2	1
1044	в текст	4	1
1045	по одной	1	1
1046	других персонажей	1	1
1047	и всякого	1	1
1048	текста является	1	1
1049	он сам	1	1
1050	элементов не	1	1
1051	лишь при	4	1
1052	не имело	1	1
1053	с объективностью	1	1
1054	являются для	1	1
1055	во внешней	1	1
1056	слова без	1	1
1057	себя в	8	1
1058	с настоящим	1	1
1059	я чувствую	1	1
1060	на втором	2	1
1061	наибольшей степени	1	1
1062	та и	1	1
1063	в науках	1	1
1064	иначе говоря	17	1
1065	представляя собою	1	1
1066	представить себе	1	1
1067	ответ в	1	1
1068	медитации из	1	1
1069	влияние на	1	1
1070	для языка	1	1
1071	он именует	1	1
1072	по возвращении	1	1
1073	она и	1	1
1074	менее в	1	1
1075	последние десятилетия	1	1
1076	как нам	1	1
1077	его работы	1	1
1078	всех языках	1	1
1079	чем нам	1	1
1080	указать на	1	1
1081	оказалась не	1	1
1082	время и	1	1
1083	в произведении	7	1
1084	судьба человека	2	1
1085	следует сказать	1	1
1086	к себе	1	1
1087	в состоянии	1	1
1088	в поисках	1	1
1089	личной жизни	1	1
1090	и легко	1	1
1091	объяснение в	1	1
1092	стороны или	1	1
1093	есть его	1	1
1094	а и	1	1
1095	отметить еще	1	1
1096	поставить под	1	1
1097	мышления с	1	1
1098	второго и	1	1
1099	о себе	2	1
1100	более очевидных	1	1
1101	и самим	1	1
1102	обратил внимание	1	1
1103	этот голос	1	1
1104	второй в	1	1
1105	и последующие	1	1
1106	согласно которому	1	1
1107	с другими	4	1
1108	что выше	1	1
1109	который совершенно	1	1
1110	иными словами	1	1
1111	сколько бы	3	1
1112	оказывается для	1	1
1113	внешнего мира	2	1
1114	поэзии не	1	1
1115	которое дает	2	1
1116	не совпадают	1	1
1117	русской речи	1	1
1118	внутреннее единство	1	1
1119	читателя нужно	1	1
1120	в несколько	1	1
1121	пути и	1	1
1122	писатель в	1	1
1123	прежде чем	2	1
1124	справедливо писал	1	1
1125	в изложении	2	1
1126	свою силу	1	1
1127	этом можно	1	1
1128	по аналогии	1	1
1129	к каждой	1	1
1130	из уст	1	1
1131	о смерти	1	1
1132	и всего	2	1
1133	сюжетного построения	2	1
1134	и своих	1	1
1135	в последних	1	1
1136	чтения в	1	1
1137	личности от	1	1
1138	же оно	1	1
1139	лишь на	1	1
1140	между ними	1	1
1141	будто вы	1	1
1142	следует понимать	2	1
1143	быть объединены	1	1
1144	встречается в	1	1
1145	себе не	2	1
1146	опираются на	3	1
1147	человек в	3	1
1148	по одному	1	1
1149	себя как	1	1
1150	место и	1	1
1151	в ранг	1	1
1152	из четырех	2	1
1153	именно такова	1	1
1154	от слов	1	1
1155	дважды в	1	1
1156	персонажами в	1	1
1157	в целях	1	1
1158	отмечали что	1	1
1159	вы хотите	1	1
1160	к предложению	1	1
1161	в себя	8	1
1162	темы с	1	1
1163	из одного	1	1
1164	делает его	1	1
1165	полагает что	1	1
1166	и м	2	1
1167	социального поведения	1	1
1168	только во	1	1
1169	произведение является	1	1
1170	я был	1	1
1171	следует однако	1	1
1172	всей их	1	1
1173	истинный смысл	1	1
1174	здесь как	1	1
1175	точкой зрения	1	1
1176	собственную личность	1	1
1177	без свидетелей	1	1
1178	это вполне	1	1
1179	и быть	1	1
1180	если оно	1	1
1181	капитанской дочке	1	1
1182	границы между	1	1
1183	разрыв между	1	1
1184	от элементов	1	1
1185	поэтики в	1	1
1186	текста и	10	1
1187	при отсутствии	1	1
1188	чтобы он	1	1
1189	существенно что	2	1
1190	особого рода	9	1
1191	всего лишь	11	1
1192	с легкой	2	1
1193	человека как	1	1
1194	для понятия	1	1
1195	ожидать от	1	1
1196	человека который	1	1
1197	речи и	2	1
1198	а количество	1	1
1199	языком и	1	1
1200	в ответ	2	1
1201	решительно и	1	1
1202	это по	1	1
1203	зрения которая	1	1
1204	к самому	2	1
1205	одно и	2	1
1206	и та	2	1
1207	сущности говоря	1	1
1208	и является	4	1
1209	в приведенном	1	1
1210	уже потому	1	1
1211	произведение по	1	1
1212	ни одно	2	1
1213	бы уже	1	1
1214	в современной	1	1
1215	перед лицом	6	1
1216	научная критика	1	1
1217	из нас	1	1
1218	и другая	1	1
1219	решение вопроса	1	1
1220	несколько ниже	1	1
1221	значения в	1	1
1222	какой-то степени	1	1
1223	над ним	1	1
1224	произведение не	2	1
1225	не совпадает	1	1
1226	работы на	1	1
1227	могла бы	3	1
1228	степени соответствуют	1	1
1229	и несколько	1	1
1230	сюжет и	1	1
1231	которого у	1	1
1232	я в	5	1
1233	он в	5	1
1234	выводы об	1	1
1235	выше уже	2	1
1236	последнего в	1	1
1237	однако в	4	1
1238	вновь то	1	1
1239	внимание и	1	1
1240	это приводит	1	1
1241	искусства но	1	1
1242	отдельных произведений	1	1
1243	о его	5	1
1244	и речь	1	1
1245	не своими	1	1
1246	или исторически	1	1
1247	на отдельные	1	1
1248	и есть	3	1
1249	мы будем	1	1
1250	в силу	4	1
1251	бы оно	1	1
1252	характера эти	1	1
1253	в совершенно	1	1
1254	говорит на	1	1
1255	к сюжету	1	1
1256	оно может	3	1
1257	в данный	2	1
1258	для чего	2	1
1259	вероятно в	1	1
1260	а главное	1	1
1261	что хотя	1	1
1262	чем и	3	1
1263	который оказался	1	1
1264	слова до	1	1
1265	в культуре	3	1
1266	не случайным	2	1
1267	мыслями и	1	1
1268	понять что	1	1
1269	предположение о	1	1
1270	той точки	1	1
1271	можно отметить	2	1
1272	которая и	1	1
1273	и сами	2	1
1274	собственном смысле	1	1
1275	текст это	1	1
1276	но одновременно	1	1
1277	в последующих	1	1
1278	совершенно недостаточно	1	1
1279	не позволяет	2	1
1280	как с	1	1
1281	а своего	1	1
1282	н и	1	1
1283	исходить из	1	1
1284	и вследствие	1	1
1285	личность это	1	1
1286	на ее	1	1
1287	ним и	2	1
1288	в литературной	1	1
1289	героя в	2	1
1290	приведем один	1	1
1291	которая по	1	1
1292	и должно	1	1
1293	первый и	1	1
1294	хх века	1	1
1295	я никогда	1	1
1296	содержит в	3	1
1297	с ним	6	1
1298	романа в	4	1
1299	из одних	1	1
1300	в наиболее	3	1
1301	здесь он	1	1
1302	нашего времени	3	1
1303	в действии	1	1
1304	в науке	1	1
