N	3gram	Bakhtin_Pr	Problema
191	и в самом	1	2
192	в основе своей	3	2
193	и есть именно	1	1
194	в одном и	1	1
195	и как можно	1	1
196	имеют место в	1	1
197	связи с теорией	1	1
198	в том как	1	1
199	в большинстве случаев	5	1
200	не обходится и	1	1
201	и в другом	1	1
202	решения вопроса о	1	1
203	то имеют в	1	1
204	содержания и формы	1	1
205	говорить и о	2	1
206	то есть вне	1	1
207	которых идет речь	1	1
208	т д мы	1	1
209	при этом в	1	1
210	в новом свете	1	1
211	то чем является	1	1
212	имеют в виду	1	1
213	как в его	1	1
214	бы не чем	1	1
215	не в наличии	1	1
216	начало и конец	2	1
217	и не столь	1	1
218	мы уже указывали	1	1
219	а между тем	1	1
220	иметь значение только	1	1
221	смысле этого слова	1	1
222	и о других	1	1
223	не раз и	1	1
224	по аналогии с	1	1
225	все что угодно	1	1
226	а в других	1	1
227	при этом условии	1	1
228	художественное произведение как	1	1
229	на этот вопрос	1	1
230	тем самым и	1	1
231	на том основании	1	1
232	или если угодно	1	1
233	иметь место в	1	1
234	хотя бы только	1	1
235	за пределы данной	1	1
236	точки зрения самого	2	1
237	не входит в	4	1
238	это направление в	1	1
239	не нуждается в	1	1
240	к вопросу о	1	1
241	в свои права	1	1
242	таким образом и	1	1
243	едва ли может	1	1
244	но никогда не	1	1
245	в его целом	5	1
246	именно как слово	1	1
247	форма не может	2	1
248	коем случае не	2	1
249	не нуждается ни	1	1
250	в нашем случае	1	1
251	может и не	2	1
252	все эти моменты	2	1
253	который мог бы	1	1
254	то есть являются	1	1
255	и наконец все	1	1
256	том основании что	1	1
257	в виде только	1	1
258	они могут быть	1	1
259	разрешение вопроса о	1	1
260	не в его	1	1
261	в частности для	1	1
262	к целому ряду	1	1
263	не имели бы	1	1
264	произведения в которых	1	1
265	не есть ли	1	1
266	которые могли бы	1	1
267	может быть лишь	1	1
268	необходимо подчеркнуть что	1	1
269	понятие ни слово	1	1
270	отношение и к	1	1
271	или иной области	1	1
272	со всеми другими	1	1
273	здесь не может	1	1
274	впервые делает возможным	2	1
275	в узком смысле	1	1
276	да и не	1	1
277	его во всей	1	1
278	или другими словами	1	1
279	была бы не	1	1
280	может иметь значение	1	1
281	можем говорить о	2	1
282	с другой же	2	1
283	которые могут быть	1	1
284	нет а имеются	1	1
285	и отнюдь не	1	1
286	мы ничего не	1	1
287	тем или иным	1	1
288	ли мы в	1	1
289	формы и содержания	2	1
290	но как только	1	1
291	в россии особенно	1	1
292	хотя они могут	1	1
293	в художественном созерцании	1	1
294	характерно и для	1	1
295	что у нас	1	1
296	она и должна	1	1
297	вообще и не	1	1
298	другой же стороны	2	1
299	другой стороны все	1	1
300	отнюдь не в	1	1
301	строгом смысле слова	1	1
302	художественного творчества и	3	1
303	не есть вещь	1	1
304	относится не к	1	1
305	в целом в	1	1
306	с ним расстаться	1	1
307	образ и в	1	1
308	до известной степени	1	1
309	и нисколько не	1	1
310	с прошлым и	1	1
311	мы можем назвать	1	1
312	конечно не следует	1	1
313	которой можно было	1	1
314	не менее как	1	1
315	отнюдь не к	1	1
316	независимо от их	1	1
317	отметить что содержание	1	1
318	обходится и без	1	1
319	во всех отношениях	1	1
320	жизни таким образом	1	1
321	но далеко не	1	1
322	художественного произведения в	1	1
323	и во всех	2	1
324	содержание может быть	1	1
325	произведении как о	1	1
326	художественное произведение и	1	1
327	в его состав	1	1
328	не в том	1	1
329	в ней как	1	1
330	языка как такового	1	1
331	в созерцании и	1	1
332	не для того	1	1
333	в первом случае	1	1
334	мы можем сказать	2	1
335	о том какое	1	1
336	возможна только там	1	1
337	тем что оно	1	1
338	первый план в	1	1
339	и следовательно не	1	1
340	с ног до	1	1
341	без всякой оглядки	1	1
342	всякой оглядки на	1	1
343	сказали бы что	1	1
344	конечно и не	2	1
345	и как мы	1	1
346	все это можно	1	1
347	не могут быть	2	1
348	по себе не	1	1
349	философия с ее	1	1
350	том и в	1	1
351	то же время	3	1
352	образом и в	1	1
353	бояться того что	1	1
354	смысле мы можем	2	1
355	в этом последнем	1	1
356	раз и навсегда	1	1
357	в его отличии	1	1
358	созерцании художественного произведения	1	1
359	в художественном произведении	4	1
360	но едва ли	1	1
361	и не к	1	1
362	вовсе не как	1	1
363	к нему и	2	1
364	может быть определен	1	1
365	и закон их	1	1
366	момент художественного произведения	2	1
367	и должно быть	1	1
368	слова правда в	1	1
369	и не вполне	1	1
370	как говорится в	1	1
371	ног до головы	1	1
372	а имеются только	1	1
373	при созерцании художественного	1	1
374	все они суть	1	1
375	не чуждо и	1	1
376	вообще не могли	1	1
377	в каждой капле	1	1
378	имеют дело с	1	1
379	в некоторых случаях	1	1
380	и в них	2	1
381	который как бы	1	1
382	конечно не в	1	1
383	и не нуждается	1	1
384	по своему значению	1	1
385	художественном произведении как	2	1
386	как бы сопротивляется	1	1
387	о котором можно	1	1
388	за их пределы	2	1
389	от чего не	1	1
390	художественного произведения но	1	1
391	то есть они	1	1
392	если бы все	1	1
393	она как бы	1	1
394	в определенный час	1	1
395	есть таким образом	2	1
396	нем не только	1	1
397	они отнюдь не	1	1
398	выходит и за	1	1
399	других художественных произведений	1	1
400	дает нам право	1	1
401	значимости то есть	1	1
402	в свое время	1	1
403	самом деле и	1	1
404	произведения и его	1	1
405	идет речь в	1	1
406	нуждается ни в	1	1
407	в совершенно разных	1	1
408	имеем дело с	1	1
409	до головы он	1	1
