N	2gram	Potebnia_M	Literetu
692	и наоборот	5	2
693	в обществе	1	2
694	например а	1	2
695	ход мысли	2	2
696	но мы	3	2
697	нет и	2	2
698	в молитве	1	2
699	мог бы	1	2
700	то для	2	2
701	начиная с	1	2
702	не за	1	2
703	произведении искусства	4	2
704	своего я	1	2
705	из первых	1	2
706	друга а	1	2
707	то она	1	2
708	всякий раз	1	2
709	легко может	1	2
710	со словом	6	2
711	где бы	1	2
712	не видит	1	2
713	человеческой деятельности	2	2
714	у них	1	2
715	с каким	3	2
716	пример в	1	2
717	я то	1	2
718	этом случае	2	2
719	ответ на	3	2
720	вошедшего в	1	2
721	ему в	2	2
722	берет на	1	2
723	на вопрос	2	2
724	второй половине	1	2
725	в первый	1	2
726	который бы	1	2
727	других но	1	2
728	имя и	1	2
729	в зеркале	1	2
730	по этому	2	2
731	его действительности	1	2
732	непосредственно в	2	2
733	этого сознания	1	2
734	от всех	1	2
735	что к	2	2
736	чем он	1	2
737	в последнем	4	2
738	о жизни	1	2
739	между собою	13	2
740	впрочем не	1	2
741	художника и	2	2
742	говорить на	1	2
743	и без	9	2
744	есть в	6	2
745	должно стать	1	2
746	в такой	2	2
747	и художественного	1	2
748	пока не	2	2
749	вследствие чего	1	2
750	должен быть	1	2
751	как все	1	2
752	и другого	2	2
753	жизнь и	1	2
754	в таком	6	2
755	а как	2	2
756	до тех	5	2
757	в поле	1	2
758	она не	4	2
759	опыта как	1	2
760	его не	2	2
761	как может	1	2
762	под сенью	1	2
763	сознания так	1	2
764	исследования в	1	2
765	ни был	3	2
766	что касается	1	2
767	нужно было	2	2
768	а прежде	1	2
769	от земли	2	2
770	в нашей	1	2
771	что нам	1	2
772	существование в	2	2
773	его я	3	2
774	в большинстве	2	2
775	собственно говоря	2	2
776	ее развития	1	2
777	на это	4	2
778	мысли об	3	2
779	последнее слово	1	2
780	по той	1	2
781	художника который	1	2
782	оно должно	1	2
783	в понимании	1	2
784	для такого	1	2
785	что есть	3	2
786	только по	5	2
787	слова в	7	2
788	которое в	2	2
789	другого не	1	2
790	бытия и	1	2
791	и новые	1	2
792	может и	1	2
793	на слово	2	2
794	не можем	8	2
795	что на	3	2
796	что сами	1	1
797	в ком	1	1
798	о таком	1	1
799	к действительности	1	1
800	несомненно что	3	1
801	только из	2	1
802	мире а	1	1
803	в настоящем	1	1
804	был другой	1	1
805	образов в	1	1
806	со всем	1	1
807	такая форма	2	1
808	по тому	7	1
809	только что	12	1
810	пришла к	1	1
811	которые не	1	1
812	свою личную	1	1
813	и самому	1	1
814	порядка в	1	1
815	до него	2	1
816	того не	1	1
817	самые светлые	1	1
818	случае мы	1	1
819	и другую	1	1
820	до самого	1	1
821	в ряде	1	1
822	с самим	1	1
823	вновь и	1	1
824	возможно человеку	1	1
825	его принадлежности	1	1
826	она уже	1	1
827	мы получим	1	1
828	какой бы	1	1
829	и лучше	1	1
830	всех ее	1	1
831	внутренней форме	1	1
832	что человек	4	1
833	которое может	1	1
834	нас в	3	1
835	на нас	4	1
836	есть результат	1	1
837	что слово	13	1
838	людей и	2	1
839	предполагает в	2	1
840	мудростью и	1	1
841	что чем	2	1
842	ко всем	5	1
843	что скрыто	1	1
844	более или	6	1
845	я может	1	1
846	когда человеку	1	1
847	но все	2	1
848	такими же	1	1
849	а во-вторых	1	1
850	это может	1	1
851	по небу	1	1
852	небо и	1	1
853	если и	2	1
854	слова с	4	1
855	которое по	1	1
856	но следует	1	1
857	когда например	4	1
858	уже на	2	1
859	и требует	1	1
860	и конечно	1	1
861	к другим	4	1
862	самому и	1	1
863	само собою	1	1
864	места и	1	1
865	в собственном	3	1
866	их в	3	1
867	духа в	2	1
868	стремления к	1	1
869	твое и	1	1
870	и сделал	1	1
871	ряду других	3	1
872	от поэзии	1	1
873	а а	2	1
874	для эстетического	1	1
875	не стало	2	1
876	чем бы	1	1
877	связано с	2	1
878	дан был	1	1
879	живописи и	1	1
880	другу но	1	1
881	с этим	12	1
882	говорится о	1	1
883	указывающая на	1	1
884	природы в	3	1
885	нам не	2	1
886	любви к	1	1
887	действительность в	1	1
888	на человека	2	1
889	некоторые из	1	1
890	значение только	2	1
891	коренится в	1	1
892	было в	6	1
893	же следует	2	1
894	знал что	1	1
895	его жизни	2	1
896	которой он	1	1
897	поэзии как	1	1
898	нас и	1	1
899	служит только	1	1
900	не чувствует	1	1
901	раз не	1	1
902	в воображении	1	1
903	поэзия есть	2	1
904	говорящего как	1	1
905	имеет в	1	1
906	обнаруживается при	1	1
907	понятия в	1	1
908	процесс в	1	1
909	жизнь а	1	1
910	но эти	1	1
911	на ее	2	1
912	глубокий смысл	1	1
913	имея в	1	1
914	и трудно	1	1
915	и переходит	1	1
916	но они	1	1
917	идеи и	2	1
918	все в	3	1
919	в различных	2	1
920	в строгом	1	1
921	и когда	1	1
922	несколько примеров	1	1
923	внимания к	1	1
924	конечно не	2	1
925	принадлежит не	1	1
926	не что	1	1
927	от той	2	1
928	процессов в	1	1
929	и незаменимое	1	1
930	и далее	1	1
931	потом и	1	1
932	таится в	1	1
933	а другой	1	1
934	и проза	1	1
935	на самое	1	1
936	его за	2	1
937	на наших	1	1
938	поэта и	1	1
939	ср также	1	1
940	переход от	3	1
941	по которой	1	1
942	затем в	1	1
943	само оно	1	1
944	духа и	1	1
945	силы на	1	1
946	деле есть	1	1
947	только этим	1	1
948	такая же	2	1
949	в самое	2	1
950	языка как	1	1
951	на него	3	1
952	к которому	1	1
953	во времена	2	1
954	есть конечно	1	1
955	и прозы	1	1
956	входят в	3	1
957	не умеет	1	1
958	многих тысячелетий	2	1
959	это значит	1	1
960	искусство есть	3	1
961	мысль которая	2	1
962	во всякой	1	1
963	нас а	1	1
964	минуту и	1	1
965	на предмет	2	1
966	от них	4	1
967	все предшествующие	1	1
968	человеку и	1	1
969	тут же	2	1
970	что даже	5	1
971	в отдельных	2	1
972	на котором	4	1
973	понятие о	3	1
974	в системе	2	1
975	но так	3	1
976	языка к	1	1
977	них может	1	1
978	с первого	2	1
979	подлежит сомнению	1	1
980	начало и	1	1
981	поэзии к	1	1
982	скажет я	1	1
983	от ее	2	1
984	которых однако	1	1
985	того о	1	1
986	представить себе	5	1
987	мысли так	2	1
988	она имеет	1	1
989	мне и	1	1
990	бы вполне	1	1
991	есть выражение	3	1
992	слияния с	1	1
993	влияние на	3	1
994	его так	1	1
995	него как	1	1
996	не противоречит	1	1
997	то оно	4	1
998	нельзя сказать	5	1
999	землю и	1	1
1000	после того	2	1
1001	и читатель	1	1
1002	с мудростью	1	1
1003	но из	1	1
1004	три направления	1	1
1005	как для	1	1
1006	не принадлежит	2	1
1007	сравнивать не	1	1
1008	об одном	2	1
1009	без изменений	1	1
1010	эту минуту	4	1
1011	в состоянии	5	1
1012	что уже	2	1
1013	нечто уже	1	1
1014	мы знаем	1	1
1015	и внешнего	1	1
1016	проявляется в	2	1
1017	когда люди	1	1
1018	в образе	4	1
1019	затем не	1	1
1020	из моментов	1	1
1021	мое с	1	1
1022	находится в	5	1
1023	что при	3	1
1024	души и	2	1
1025	из ничего	1	1
1026	мыслимо только	1	1
1027	в тот	1	1
1028	тайны но	1	1
1029	в корне	1	1
1030	и бесконечно	1	1
1031	материалом поэзии	1	1
1032	природу и	1	1
1033	художника не	1	1
1034	в следующем	1	1
1035	поэзии не	1	1
1036	мы ее	2	1
1037	не была	1	1
1038	чем в	2	1
1039	как же	1	1
1040	или не	3	1
1041	столько же	2	1
1042	нашей мысли	7	1
1043	уединенной мысли	1	1
1044	в которой	9	1
1045	века не	2	1
1046	и отношения	1	1
1047	ее от	2	1
1048	как по	1	1
1049	с двумя	1	1
1050	прежде чем	2	1
1051	в произведении	4	1
1052	его руках	1	1
1053	есть стремление	1	1
1054	но совершенно	1	1
1055	исчезает из	1	1
1056	с самого	1	1
1057	но для	1	1
1058	сходство с	1	1
1059	в среде	1	1
1060	между этими	1	1
1061	что художественное	2	1
1062	в последних	1	1
1063	чтоб не	1	1
1064	деятельности так	1	1
1065	на пути	2	1
1066	теми или	1	1
1067	по мере	12	1
1068	этом последнем	2	1
1069	между ними	4	1
1070	большинстве случаев	2	1
1071	всем своем	1	1
1072	между прочим	5	1
1073	рядом с	2	1
1074	за словом	2	1
1075	от этого	2	1
1076	того и	2	1
1077	должно было	2	1
1078	искусства а	2	1
1079	в двух	1	1
1080	лишь для	1	1
1081	в первые	1	1
1082	его души	1	1
1083	человек то	1	1
1084	связанным с	1	1
1085	к мысли	4	1
1086	в смысле	4	1
1087	например как	1	1
1088	своей мысли	4	1
1089	полагает что	1	1
1090	в эту	4	1
1091	на себе	3	1
1092	в других	3	1
1093	выше его	2	1
1094	подобных случаях	1	1
1095	сих пор	4	1
1096	деятельности и	2	1
1097	творчество в	1	1
1098	только от	7	1
1099	поэтическое произведение	1	1
1100	она коренится	1	1
1101	как того	1	1
1102	нами как	1	1
1103	пришло в	1	1
1104	вне языка	1	1
1105	мы можем	13	1
1106	слово есть	12	1
1107	и быть	3	1
1108	есть деятельность	1	1
1109	вообще в	1	1
1110	в устах	1	1
1111	как субъект	2	1
1112	как действительность	1	1
1113	мы уже	5	1
1114	сознания то	1	1
1115	в наше	1	1
1116	со многими	2	1
1117	все остальные	3	1
1118	фигуры в	1	1
1119	именно потому	1	1
1120	еще только	2	1
1121	посредством слова	8	1
1122	от содержания	1	1
1123	не один	2	1
1124	своей субъективности	1	1
1125	образ не	2	1
1126	есть когда	1	1
1127	до слова	4	1
1128	из ряда	1	1
1129	другом и	1	1
1130	в образы	2	1
1131	оно и	1	1
1132	как объект	1	1
1133	себя что	1	1
1134	в детстве	1	1
1135	его вкус	1	1
1136	не были	4	1
1137	прозе и	1	1
1138	в приведенном	3	1
1139	лишь один	1	1
1140	сами эти	1	1
1141	такое что	1	1
1142	даже не	2	1
1143	бы уже	1	1
1144	нем же	1	1
1145	а одно	1	1
1146	образом если	1	1
1147	для наших	1	1
1148	как один	1	1
1149	сравнительно с	6	1
1150	с таким	3	1
1151	когда мы	4	1
1152	которого в	3	1
1153	многих случаях	1	1
1154	своего материала	1	1
1155	оно вообще	1	1
1156	не само	1	1
1157	мое и	1	1
1158	мысль человека	1	1
1159	поэзия и	1	1
1160	чем-то не	1	1
1161	показать что	1	1
1162	сфере языка	1	1
1163	что слезы	1	1
1164	существовало в	1	1
1165	каждый человек	1	1
1166	когда они	1	1
1167	лучше сказать	3	1
1168	что только	7	1
1169	своей души	1	1
1170	на высоте	1	1
1171	этих словах	1	1
1172	которая на	1	1
1173	нам все	1	1
1174	однако по	2	1
1175	что без	2	1
1176	как деятельность	1	1
1177	своей и	1	1
1178	предмет и	2	1
1179	которым это	1	1
1180	другого как	1	1
1181	на место	1	1
1182	собственное имя	1	1
1183	на душу	1	1
1184	из глубины	2	1
1185	на существование	1	1
1186	независимо от	10	1
1187	каком говорится	1	1
1188	она чаще	1	1
1189	меньшей степени	1	1
1190	что этот	2	1
1191	в один	4	1
1192	он должен	2	1
1193	одного и	2	1
1194	в пространстве	1	1
1195	что до	3	1
1196	мы видели	5	1
1197	лишь по	1	1
1198	поэзия в	2	1
1199	но факт	1	1
1200	можно только	3	1
1201	пути по	1	1
1202	было на	1	1
1203	на чем	3	1
1204	не мешает	1	1
1205	формы не	1	1
1206	время его	1	1
1207	на деле	8	1
1208	например это	2	1
1209	до сих	4	1
1210	и субъективное	1	1
1211	он уже	1	1
1212	новый для	1	1
1213	и здесь	3	1
1214	на самые	1	1
1215	например что	2	1
1216	от самой	1	1
1217	его уже	1	1
1218	до своего	1	1
1219	них в	2	1
1220	внутреннего и	1	1
1221	предметы и	1	1
1222	но за	1	1
1223	с и	3	1
1224	пример и	1	1
1225	мы за	1	1
1226	из мира	1	1
1227	его с	3	1
1228	нас как	1	1
1229	с такой	1	1
1230	образа и	6	1
1231	и менее	1	1
1232	говорит и	1	1
1233	что это	6	1
1234	отражением в	1	1
1235	не достигло	1	1
1236	в картине	1	1
1237	когда это	1	1
1238	его на	3	1
1239	этот не	1	1
1240	деятельность не	1	1
1241	в человеке	4	1
1242	к сознанию	4	1
1243	не признает	1	1
1244	и целого	1	1
1245	не могут	7	1
1246	такого же	1	1
1247	должен был	2	1
1248	внешним миром	1	1
1249	искусства к	1	1
1250	нам в	1	1
1251	и прозе	2	1
1252	я так	1	1
1253	от игры	1	1
1254	в основание	2	1
1255	именно оно	1	1
1256	иметь в	2	1
1257	ни одно	2	1
1258	все существует	1	1
1259	поэзии то	1	1
1260	именно не	1	1
1261	мы говорим	2	1
1262	одной то	1	1
1263	как при	3	1
1264	встречаются и	1	1
1265	с общим	2	1
1266	одно слово	6	1
1267	его воображении	1	1
1268	необходимой для	1	1
1269	души впрочем	1	1
1270	в процессе	2	1
1271	другой из	1	1
1272	искусство на	1	1
1273	глаз и	2	1
1274	другими не	1	1
1275	отдельного человека	1	1
1276	в памяти	4	1
1277	не знал	1	1
1278	есть нечто	6	1
1279	может стать	3	1
1280	это время	1	1
1281	с собою	1	1
1282	ложатся в	1	1
1283	от его	2	1
1284	никто не	5	1
1285	что иное	1	1
1286	правда не	1	1
1287	быть назван	3	1
1288	о любви	2	1
1289	в которых	5	1
1290	здесь может	1	1
1291	на внутреннюю	1	1
1292	относительно другого	1	1
1293	не приводит	1	1
1294	о котором	2	1
1295	том как	3	1
1296	зависимости от	1	1
1297	а под	1	1
1298	в душу	1	1
1299	в известном	1	1
1300	разных времен	1	1
1301	друг от	2	1
1302	к другому	3	1
1303	и определения	1	1
1304	слова к	1	1
1305	миром но	1	1
1306	к какой	1	1
1307	принадлежит ему	2	1
1308	только одно	1	1
1309	тому кто	1	1
1310	ее на	1	1
1311	одним и	4	1
1312	не нужен	1	1
1313	этого явления	1	1
1314	существовать в	1	1
1315	объекта была	1	1
