N	2gram	Medvedev_V	TeoriaLi
121	личности в	1	4
122	личности и	1	4
123	в свою	1	4
124	и что	1	4
125	в форме	3	4
126	далеко не	3	4
127	в силу	14	4
128	в стихотворении	2	4
129	с ее	1	4
130	в целом	5	4
131	и ее	4	4
132	и к	3	3
133	к действительности	1	3
134	и составляет	1	3
135	в таком	1	3
136	с этой	1	3
137	искусства это	1	3
138	даже в	5	3
139	говорит и	8	3
140	о чем	2	3
141	только не	2	3
142	подобно тому	3	3
143	однако при	1	3
144	если бы	3	3
145	все эти	8	3
146	а именно	1	3
147	в романе	4	3
148	именно в	3	3
149	например в	3	3
150	в жизни	2	3
151	в порядке	6	3
152	к его	2	3
153	в соответствии	1	3
154	их в	7	3
155	роль в	4	3
156	в итоге	1	3
157	следует подчеркнуть	1	3
158	перед нами	5	3
159	области искусства	1	3
160	свою очередь	1	3
161	виду не	1	3
162	между собой	1	3
163	в роли	1	3
164	в противоположность	3	3
165	потому что	1	3
166	одной стороны	2	3
167	искусства и	2	3
168	или иных	1	3
169	в одном	5	3
170	вслед за	3	3
171	не обязательно	1	3
172	имеем в	1	3
173	читателя зрителя	1	3
174	художественное произведение	7	3
175	во всей	2	3
176	не все	1	3
177	из этих	7	3
178	и для	2	3
179	таким образом	32	3
180	и то	1	3
181	мышления и	1	3
182	с одной	2	3
183	том числе	2	3
184	и потому	2	3
185	ни к	1	3
186	как раз	4	3
187	есть в	1	3
188	прежде всего	13	3
189	смешивать с	1	3
190	связи с	5	3
191	или в	3	3
192	без остатка	1	3
193	одним из	5	3
194	как говорит	5	3
195	в связи	4	3
196	и как	3	3
197	а всего	3	3
198	вовсе не	3	3
199	той или	1	3
200	во всех	7	3
201	а с	1	3
202	тот или	1	3
203	следует смешивать	1	3
204	однако если	1	3
205	тому как	3	3
206	в которой	2	3
207	он должен	1	3
208	не с	2	3
209	к области	1	3
210	говоря о	1	3
211	этом смысле	1	3
212	в этой	4	3
213	и др	10	3
214	творческого воображения	21	3
215	и по	3	3
216	тех или	1	3
217	отнюдь не	4	3
218	зрителя слушателя	1	3
219	как совокупность	1	3
220	мира в	1	3
221	в той	1	2
222	и другие	1	2
223	образом и	1	2
224	один из	6	2
225	и мира	1	2
226	таковы например	1	2
227	если в	2	2
228	рассказ о	1	2
229	быть названо	1	2
230	об искусстве	1	2
231	к числу	1	2
232	строго говоря	1	2
233	по слову	2	2
234	на этом	2	2
235	из которых	2	2
236	а затем	2	2
237	мы в	1	2
238	в году	7	2
239	по себе	2	2
240	не могут	10	2
241	в них	5	2
242	и даже	2	2
243	этой точки	2	2
244	самом деле	1	2
245	заключается в	2	2
246	на свою	1	2
247	к более	1	2
248	значения и	1	2
249	из тех	1	2
250	с ними	4	2
251	вместе с	8	2
252	сознания при	1	2
253	не вполне	2	2
254	никем не	1	2
255	себя и	1	2
256	отличается от	2	2
257	собою в	1	2
258	в известном	1	2
259	в следующей	1	2
260	в каком	1	2
261	о том	10	2
262	казалось бы	1	2
263	при всем	3	2
264	при всей	2	2
265	это и	6	2
266	еще и	2	2
267	как художественное	1	2
268	в прозе	1	2
269	вытекает из	1	2
270	духовной жизни	1	2
271	в значительной	3	2
272	на основе	5	2
273	художественная деятельность	1	2
274	сложности и	1	2
275	не всегда	2	2
276	сознания в	1	2
277	не могло	1	2
278	только на	1	2
279	может служить	1	2
280	речь идет	1	2
281	о своем	2	2
282	говорит что	1	2
283	и это	1	2
284	других произведений	1	2
285	и наоборот	1	2
286	в глаза	1	2
287	или говоря	1	2
288	соответствии с	1	2
289	видим в	1	2
290	деятельность художника	1	2
291	имеем дело	1	2
292	что она	2	2
293	реализуется в	1	2
294	который в	2	2
295	здесь не	1	2
296	в противном	2	2
297	он и	2	2
298	в системе	2	2
299	видения мира	1	2
300	в самой	1	2
301	только о	2	2
302	для такого	1	2
303	внутреннего мира	1	2
304	на время	2	2
305	то в	1	2
306	что они	3	2
307	но на	1	2
308	на вопрос	2	2
309	материала в	1	2
310	в поэзии	1	2
311	одной из	2	2
312	только лишь	1	2
313	несмотря на	1	2
314	в основании	1	2
315	что такое	2	2
316	ее в	4	2
317	все это	13	2
318	что и	3	2
319	у нас	3	2
320	или иную	1	2
321	как способность	2	2
322	не ограничивается	1	2
323	таком случае	1	2
324	слова не	2	2
325	у него	6	2
326	даже самая	2	2
327	от всех	1	2
328	говорит в	3	2
329	и некоторые	2	2
330	на себя	1	2
331	в конце	3	2
332	сама по	1	2
333	тому что	7	2
334	в какой	1	2
335	противном случае	2	2
336	зрения и	1	2
337	первой части	1	2
338	это было	1	2
339	в чем	2	2
340	об этом	9	2
341	должен быть	4	2
342	к какому-либо	1	2
343	вопрос что	1	2
344	тем более	1	2
345	а для	2	2
346	но как	3	2
347	ту или	1	2
348	видов искусства	1	2
349	дело не	1	2
350	быть и	1	2
351	однако эта	1	2
352	но она	1	2
353	одно и	1	2
354	за пределы	1	2
355	говоря иначе	3	2
356	человека и	3	2
357	собственно говоря	1	2
358	так же	3	2
359	числе и	2	2
360	что может	1	2
361	и особенно	1	2
362	это делает	3	2
363	о его	2	2
364	как будто	1	2
365	автора как	2	2
366	этой системе	1	2
367	однако все	1	2
368	чтобы не	2	2
369	анны карениной	2	2
370	в особенности	2	1
371	это на	1	1
372	наконец наиболее	1	1
373	от него	1	1
374	однако и	1	1
375	является в	1	1
376	каждой из	2	1
377	можно говорить	1	1
378	произведения именно	1	1
379	субъективного порядка	1	1
380	вещи в	1	1
381	же и	3	1
382	другие в	1	1
383	типа как	1	1
384	полноту и	1	1
385	такая форма	1	1
386	и свою	1	1
387	также что	2	1
388	звуков но	1	1
389	своего собственного	1	1
390	этой художественной	1	1
391	воображения не	2	1
392	дело с	1	1
393	можно назвать	1	1
394	примером такого	1	1
395	есть для	1	1
396	в обыденной	1	1
397	и дает	1	1
398	оказывается не	1	1
399	следует иметь	2	1
400	в следующих	1	1
401	с ним	1	1
402	природе и	1	1
403	план не	2	1
404	никак не	3	1
405	говорит о	7	1
406	привести к	1	1
407	не как	1	1
408	проникновения в	1	1
409	из того	1	1
410	представлений о	1	1
411	в результате	5	1
412	открытие и	1	1
413	смысла в	1	1
414	в единстве	4	1
415	в плоскости	1	1
416	области художественного	1	1
417	как было	1	1
418	начинается с	2	1
419	к искусству	1	1
420	все то	1	1
421	системе образов	1	1
422	новое время	1	1
423	целостность произведения	1	1
424	между всеми	1	1
425	а во-вторых	2	1
426	жизнь в	1	1
427	смысла и	1	1
428	таково в	1	1
429	произведения в	7	1
430	закономерно и	1	1
431	мы говорим	1	1
432	мысль о	2	1
433	как об	2	1
434	его произведений	2	1
435	слова с	1	1
436	к каким	1	1
437	тем что	1	1
438	от всего	1	1
439	этого в	1	1
440	что ничто	1	1
441	говорят о	1	1
442	то время	1	1
443	включен в	2	1
444	если он	1	1
445	том или	1	1
446	видно из	3	1
447	с тем	4	1
448	стороны в	2	1
449	язык данного	1	1
450	этого типа	3	1
451	необходимо для	1	1
452	что по	1	1
453	приходит в	1	1
454	эта неожиданность	1	1
455	душевное состояние	1	1
456	шиллер в	1	1
457	о судьбе	1	1
458	все же	6	1
459	отклонений от	1	1
460	и сосредоточенности	1	1
461	в творческом	3	1
462	без ее	1	1
463	или ином	1	1
464	не имеет	1	1
465	смертью в	1	1
466	бы не	2	1
467	в исполнении	1	1
468	но у	1	1
469	да и	2	1
470	образом характеризует	1	1
471	о котором	1	1
472	зависимости от	5	1
473	быть определена	1	1
474	в стихах	2	1
475	золотой теленок	1	1
476	которая не	2	1
477	действительность в	2	1
478	по крайней	2	1
479	между участниками	1	1
480	с этим	3	1
481	ограничивается простым	1	1
482	все они	2	1
483	что искусство	1	1
484	действующих лиц	5	1
485	которых можно	1	1
486	художественный образ	5	1
487	года на	1	1
488	деятельности если	1	1
489	совершенно не	1	1
490	исходя из	1	1
491	разница в	1	1
492	он же	6	1
493	ему принадлежит	1	1
494	в котором	3	1
495	зависит от	2	1
496	очень точно	1	1
497	вопрос о	1	1
498	не представляет	1	1
499	представляется не	1	1
500	тех же	1	1
501	содержания в	1	1
502	более чем	1	1
503	и заключается	2	1
504	действительности которая	1	1
505	всех его	2	1
506	связана с	2	1
507	наконец в	1	1
508	единства в	1	1
509	иной мере	1	1
510	и поэтому	1	1
511	художественных произведений	1	1
512	не быть	2	1
513	самое существенное	1	1
514	оно является	2	1
515	вяч иванова	1	1
516	автора так	1	1
517	наличие в	1	1
518	самого автора	1	1
519	слова и	1	1
520	состояние а	1	1
521	с которой	1	1
522	что из	1	1
523	жизни и	3	1
524	воображения или	1	1
525	значение для	1	1
526	не об	2	1
527	и ему	1	1
528	в различных	2	1
529	диаметрально противоположные	1	1
530	на основании	8	1
531	художественной литературы	1	1
532	а между	1	1
533	наличия в	1	1
534	целый ряд	1	1
535	для своей	1	1
536	к сфере	1	1
537	в истории	1	1
538	это необходимо	1	1
539	например говорит	1	1
540	это имеет	1	1
541	и том	2	1
542	личность и	1	1
543	каждый из	1	1
544	воображении и	1	1
545	в чистом	1	1
546	и формы	2	1
547	этого мира	1	1
548	же автор	1	1
549	к ним	2	1
550	из наиболее	1	1
551	сценического искусства	1	1
552	об отсутствии	1	1
553	в реальной	2	1
554	в сфере	2	1
555	и многих	2	1
556	завершающий этап	1	1
557	затем в	1	1
558	индивидуальный характер	1	1
559	и служит	1	1
560	ее как	2	1
561	целого и	1	1
562	единстве целого	2	1
563	с нею	2	1
564	за его	1	1
565	творчества все	1	1
566	что все	4	1
567	лев толстой	1	1
568	том же	6	1
569	в сознании	4	1
570	момент в	3	1
571	одна из	4	1
572	творческого процесса	23	1
573	впечатлений в	1	1
574	тем это	1	1
575	по поводу	4	1
576	под именем	1	1
577	автора на	1	1
578	что даже	2	1
579	неотделимо от	1	1
580	как говорил	2	1
581	нет никаких	2	1
582	к этим	2	1
583	самые различные	1	1
584	по выражению	1	1
585	уже по	2	1
586	друг друга	1	1
587	в систему	1	1
588	говорит следующее	4	1
589	они могут	1	1
590	писал в	3	1
591	крайней мере	2	1
592	из них	11	1
593	характерно что	1	1
594	деятельности и	1	1
595	а об	1	1
596	друг другу	1	1
597	его можно	1	1
598	своего развития	1	1
599	искусства не	2	1
600	персонажей в	1	1
601	в художественных	1	1
602	художника в	6	1
603	ситуации и	1	1
604	представить себе	2	1
605	что автор	1	1
606	именно к	1	1
607	к общему	1	1
608	этом случае	1	1
609	одном и	2	1
610	которой я	1	1
611	из анекдота	1	1
612	мы видим	1	1
613	в более	1	1
614	творческом акте	1	1
615	объективной данности	1	1
616	но этим	1	1
617	различного рода	4	1
618	многих других	1	1
619	от его	2	1
620	они не	2	1
621	произведения как	6	1
622	может не	2	1
623	после того	2	1
624	первого из	1	1
625	статье о	1	1
626	на язык	2	1
627	свидетельствует о	1	1
628	свою душу	1	1
629	должно быть	2	1
630	время и	1	1
631	всех сторон	1	1
632	несколько иной	1	1
633	собой в	1	1
634	это особенно	2	1
635	в состоянии	1	1
636	именно те	1	1
637	обе эти	1	1
638	у каждого	2	1
639	а тот	1	1
640	аллегории и	1	1
641	начале этой	1	1
642	материала и	1	1
643	художников слова	1	1
644	не для	1	1
645	подчеркнуть что	2	1
646	обратил внимание	1	1
647	форму в	1	1
648	как у	2	1
649	для нас	1	1
650	и через	2	1
651	одновременно и	1	1
652	своей судьбы	1	1
653	из своих	2	1
654	из дальнейшего	1	1
655	в русском	1	1
656	без этого	1	1
657	замысла и	4	1
658	тому же	1	1
659	художников в	2	1
660	художественное мышление	1	1
661	сказать не	1	1
662	ведь это	1	1
663	но с	2	1
664	в таких	1	1
665	не было	7	1
666	его развитие	1	1
667	говорим о	1	1
668	реальной действительности	10	1
669	является таким	1	1
670	а о	2	1
671	как видно	1	1
672	перед необходимостью	1	1
673	что его	2	1
674	самые разнообразные	1	1
675	определял как	1	1
676	проблем и	1	1
677	этим и	1	1
678	же по	1	1
679	по существу	4	1
680	что не	3	1
681	виду что	1	1
682	в совокупности	1	1
683	и непосредственное	1	1
684	или иная	3	1
685	между этими	1	1
686	простой и	1	1
687	бы быть	1	1
688	воздействие на	1	1
689	и без	1	1
690	с жизнью	1	1
691	же оно	1	1
692	и петрова	1	1
693	не подлежит	2	1
694	чего бы	2	1
695	художественном произведении	4	1
696	но по	1	1
697	его одним	1	1
698	всем своем	1	1
699	между прочим	2	1
700	является не	4	1
701	общественных отношений	1	1
702	при таком	1	1
703	это происходит	1	1
704	ли не	2	1
705	за это	1	1
706	и большого	1	1
707	наташи ростовой	1	1
708	именно эту	1	1
709	остановимся на	2	1
710	по его	2	1
711	творчества он	1	1
712	служит для	1	1
713	принимается за	1	1
714	и художественного	3	1
715	на его	1	1
716	материал его	1	1
717	себе и	2	1
718	в каждой	1	1
719	единство и	1	1
720	поэтому у	1	1
721	на себе	1	1
722	действительности и	7	1
723	о своих	1	1
724	ином отношении	1	1
725	связаны с	1	1
726	бы в	3	1
727	войны и	2	1
728	же как	2	1
729	и мир	3	1
730	в каждом	2	1
731	к настоящему	1	1
732	нередко оказывается	1	1
733	этого писателя	1	1
734	может иметь	1	1
735	том случае	1	1
736	сфере искусства	1	1
737	слову вяч	1	1
738	со всех	1	1
739	вдохновения когда	1	1
740	о различных	1	1
741	сознания а	1	1
742	он это	1	1
743	жизнь и	1	1
744	творческий процесс	17	1
745	в своих	2	1
746	оно в	1	1
747	не означает	1	1
748	утверждение о	1	1
749	говоря в	1	1
750	объективного мира	2	1
751	говорил о	1	1
752	до нас	2	1
753	сознание как	1	1
754	случае если	1	1
755	не составляет	1	1
756	очень часто	1	1
757	в лучшем	1	1
758	ильфа и	1	1
759	если не	1	1
760	она не	3	1
761	говоря только	1	1
762	себя свою	1	1
763	не дает	1	1
764	ту же	2	1
765	для будущего	1	1
766	нельзя не	1	1
767	не один	1	1
768	так называемые	3	1
769	а блок	1	1
770	для художника	5	1
771	и может	2	1
772	познания или	1	1
773	оно и	1	1
774	а по	1	1
775	образа в	2	1
776	и их	3	1
777	это явление	1	1
778	можно было	2	1
779	др в	3	1
780	но только	1	1
781	заключает в	1	1
782	иметь в	2	1
783	в классическом	1	1
784	перестанет быть	1	1
785	стороны и	2	1
786	лежат в	1	1
787	только то	2	1
788	и жизни	1	1
789	из видов	1	1
790	также и	2	1
791	то или	1	1
792	как один	1	1
793	в новое	1	1
794	или иное	1	1
795	наиболее глубокий	1	1
796	и характерное	1	1
797	порой и	1	1
798	на это	2	1
799	иного типа	1	1
800	было бы	8	1
801	например не	2	1
802	не по	2	1
803	превратилась в	1	1
804	же самое	2	1
805	он в	2	1
806	определена как	1	1
807	как мы	1	1
808	данного произведения	3	1
809	жизни не	1	1
810	к изучению	1	1
811	общего с	1	1
812	в понимании	1	1
813	что для	4	1
814	литературное произведение	1	1
815	это правило	1	1
816	та или	3	1
817	в зависимости	6	1
818	которые в	2	1
819	приводят к	1	1
820	произведения не	2	1
821	этом и	2	1
822	обратимся к	1	1
823	свести к	1	1
824	связи между	1	1
825	этого опыта	2	1
826	основания для	1	1
827	и от	3	1
828	с бытием	1	1
829	и есть	5	1
830	по этому	10	1
831	творчества что	1	1
832	исканий и	1	1
833	самой природы	1	1
834	же в	7	1
835	к пониманию	1	1
836	из его	4	1
837	происходит в	1	1
838	чаще всего	1	1
839	на то	2	1
840	полагая что	1	1
841	этом у	1	1
842	толстого в	3	1
843	как целого	3	1
844	процесс формирования	1	1
845	всей духовной	1	1
846	в него	1	1
847	своей индивидуальности	1	1
848	для этого	1	1
849	объекта не	1	1
850	именно это	1	1
851	дело обстоит	1	1
852	или точнее	1	1
853	каждого из	1	1
854	действительной жизни	3	1
855	в известной	2	1
856	жизнью и	1	1
857	образов и	4	1
858	кажется что	1	1
859	жизни личности	1	1
860	в статье	4	1
