N	3gram	Potebnia_M	Analitik
273	равно как и	2	1
274	прибавить ни убавить	1	1
275	на самом деле	4	1
276	так что все	1	1
277	указывает на внутреннюю	1	1
278	почти то же	4	1
279	чтобы вместе с	1	1
280	одним и тем	4	1
281	далеко не все	3	1
282	и каждое из	1	1
283	состоит не только	1	1
284	только тогда когда	11	1
285	при этом мы	1	1
286	который и сам	1	1
287	как кажется не	1	1
288	по меньшей мере	1	1
289	никоим образом не	1	1
290	а в нас	1	1
291	или лучше сказать	3	1
292	в подобных случаях	1	1
293	как бы ни	4	1
294	которые могут быть	1	1
295	не менее в	1	1
296	не сам по	1	1
297	связь с другими	2	1
298	и в словах	1	1
299	не менее не	1	1
300	в процессе его	1	1
301	в собственном смысле	2	1
302	и в слове	3	1
303	что одно и	2	1
304	в одном неделимом	1	1
305	художественное произведение есть	2	1
306	так и в	2	1
307	в связь с	1	1
308	во второй половине	1	1
309	одна и та	2	1
310	заключенное в нем	1	1
311	то есть не	4	1
312	всякое понимание есть	1	1
313	в сознании или	1	1
314	легко может быть	1	1
315	однако с точки	1	1
316	отношению ко всем	1	1
317	то что мы	3	1
318	поэтому всякое понимание	1	1
319	тому как мы	1	1
320	в том виде	2	1
321	бы оно ни	1	1
322	отношения к миру	1	1
323	что и в	4	1
324	после того как	2	1
325	только не следует	1	1
