N	2gram	Vygotskiy_	OGranits
330	это и	3	1
331	для того	20	1
332	момента в	3	1
333	совсем не	1	1
334	тому как	6	1
335	а представляет	1	1
336	тому что	14	1
337	родного языка	11	1
338	его себе	1	1
339	его за	1	1
340	и должна	1	1
341	которых он	2	1
342	что всякий	2	1
343	он и	1	1
344	мы обязаны	1	1
345	главное и	2	1
346	достаточной мере	1	1
347	и письменной	5	1
348	его и	4	1
349	близкий к	1	1
350	в своем	11	1
351	и тогда	1	1
352	наблюдения над	1	1
353	своей общей	1	1
354	на самый	1	1
355	этот момент	2	1
356	речи и	8	1
357	этом отношении	7	1
358	еще мало	1	1
359	связей и	5	1
360	связанное с	2	1
361	эту бесспорную	1	1
362	что при	4	1
363	с языком	1	1
364	из наиболее	1	1
365	явствует что	1	1
366	остается только	2	1
367	слова когда	1	1
368	мысли и	7	1
369	исследования в	1	1
370	тем не	1	1
371	этапы развития	1	1
372	но тем	1	1
373	другой или	1	1
374	и во-вторых	1	1
375	в другой	1	1
376	как это	11	1
377	нее как	1	1
378	но может	1	1
379	положение что	2	1
380	те или	2	1
381	переходит от	2	1
382	что такое	6	1
383	к тем	1	1
384	и гг	1	1
385	мы в	2	1
386	то мы	1	1
387	только на	3	1
388	с проблемой	2	1
389	грамматических и	1	1
390	или иные	1	1
391	из того	12	1
392	об этом	1	1
393	содержания и	2	1
394	не имеем	1	1
395	мы определяем	1	1
396	только потому	1	1
397	остановиться на	3	1
398	разница в	1	1
399	мы попытались	2	1
400	не приходится	1	1
401	социальной природой	1	1
402	никто не	2	1
403	распадаются на	1	1
404	при наличии	2	1
405	и что	18	1
406	этим словом	1	1
407	говоря словами	1	1
408	и определяет	2	1
409	на самом	3	1
410	единиц в	1	1
411	для человека	1	1
412	в различных	3	1
413	и тот	5	1
414	можно было	11	1
415	в этой	8	1
416	которое является	2	1
417	в широком	1	1
418	это слово	3	1
419	этому не	1	1
420	чуть ли	1	1
421	иметь в	1	1
422	в начале	2	1
423	ни одна	1	1
424	во все	1	1
425	в виду	4	1
426	в решении	1	1
427	что к	2	1
428	чем его	3	1
429	одном ряду	1	1
430	к другому	3	1
431	системы и	1	1
432	сводится к	1	1
433	с их	4	1
434	и есть	8	1
435	подобно тому	6	1
436	момента своего	1	1
437	этой внутренней	1	1
438	всей полноте	1	1
439	которая уже	1	1
440	и систематизации	1	1
441	но это	4	1
442	только то	4	1
443	есть чисто	1	1
444	по себе	8	1
445	понимается как	1	1
446	в совершенно	2	1
447	этот вопрос	8	1
448	функции в	4	1
449	в истории	3	1
450	обычно с	1	1
451	все равно	2	1
452	по своей	7	1
453	лежит в	5	1
454	же самые	6	1
455	его в	6	1
456	на основе	6	1
457	сознания уже	1	1
458	которую он	1	1
459	со всеми	2	1
460	с понятием	2	1
461	на всю	2	1
462	развития не	2	1
463	каждый из	1	1
464	а на	1	1
465	до того	4	1
466	самый предмет	1	1
467	связь с	1	1
468	эти функции	4	1
469	существует только	2	1
470	мыслью и	2	1
471	исходного пункта	1	1
472	что те	3	1
473	событий и	1	1
474	ко второму	1	1
475	не было	1	1
476	является необходимым	1	1
477	когда мы	4	1
478	связи с	9	1
479	этого процесса	2	1
480	ко всем	1	1
481	если не	3	1
482	этой точки	7	1
483	как известно	7	1
484	что касается	1	1
485	состоит в	11	1
486	не знает	6	1
487	является таким	1	1
488	или в	1	1
489	сильнее и	1	1
490	в основе	12	1
491	собственном смысле	2	1
492	бы подумать	1	1
493	на то	6	1
494	теоретической и	1	1
495	и там	1	1
496	же самое	7	1
497	как их	1	1
498	речь в	3	1
499	из нее	5	1
500	равно как	1	1
501	следовательно в	1	1
502	когда ребенок	8	1
503	вся эта	1	1
504	вопрос в	1	1
505	в отличие	3	1
506	их в	3	1
507	хотя они	1	1
508	заключается в	15	1
509	функций и	5	1
510	одним из	4	1
511	не совсем	2	1
512	отношение к	12	1
513	внимания к	1	1
514	раз навсегда	2	1
515	процессов в	2	1
516	отношений и	5	1
517	уже способен	1	1
518	решить задачу	1	1
519	сказать что	18	1
520	и никогда	1	1
521	возможно только	2	1
522	значения как	1	1
523	речи в	7	1
524	ему в	2	1
525	или менее	1	1
526	следствием того	1	1
527	с момента	1	1
528	по которым	1	1
529	в определенной	4	1
530	и находит	1	1
531	или на	2	1
532	всем протяжении	5	1
533	уже на	3	1
534	положения что	3	1
535	сознания но	1	1
536	возможности в	1	1
537	же самый	2	1
538	это является	1	1
539	значение имеет	1	1
540	этого мы	1	1
541	представление о	2	1
542	что изучение	1	1
543	он говорит	3	1
544	такой же	4	1
545	к другим	2	1
546	является той	1	1
547	в конце	3	1
548	или нет?	1	1
549	который опирается	1	1
550	обратимся к	1	1
551	даже для	2	1
552	выборе и	1	1
553	одной из	5	1
554	мы это	2	1
555	например в	1	1
556	совершенно иных	2	1
557	путь от	4	1
558	по мере	6	1
559	в живом	1	1
560	слово не	1	1
561	такого понимания	1	1
562	бы что	2	1
563	которому приходит	1	1
564	обнаруживают в	1	1
565	к этому	7	1
566	и тонкие	1	1
567	в одной	2	1
568	за которым	1	1
569	долгое время	1	1
570	и как	7	1
571	же слова	1	1
572	в понимании	1	1
573	как о	1	1
574	до конца	3	1
575	эти три	2	1
576	все время	3	1
577	что он	40	1
578	что существуют	1	1
579	столь же	5	1
580	письменной речи	44	1
581	в собственном	2	1
582	случаях когда	1	1
583	язык во	1	1
584	что она	3	1
585	или даже	2	1
586	эту точку	1	1
587	не существует	1	1
588	и о	1	1
589	но что	6	1
590	что без	1	1
591	является не	2	1
592	в достаточной	1	1
593	на который	2	1
594	что основной	1	1
595	вместе с	9	1
596	которого является	2	1
597	ясно в	1	1
598	же точно	1	1
599	который в	2	1
600	и вместе	1	1
601	понимания и	1	1
602	на эту	1	1
603	на родную	1	1
604	но когда	2	1
605	этого слова	3	1
606	другом месте	4	1
607	слова есть	1	1
608	в которых	2	1
609	но не	13	1
610	собой разумеется	1	1
611	и характер	1	1
612	постановка вопроса	1	1
613	включает в	3	1
614	но если	7	1
615	имеет и	1	1
616	здесь и	1	1
617	с его	3	1
618	при изучении	1	1
619	в изолированном	1	1
620	ли не	2	1
621	то почему	2	1
622	при таком	1	1
623	на одном	2	1
624	себя и	2	1
625	ключ ко	1	1
626	оно может	2	1
627	особенности в	1	1
628	по поводу	3	1
629	на место	2	1
630	в природе	1	1
631	тех или	2	1
632	в такой	5	1
633	т.д и	2	1
634	на всем	5	1
635	утверждая что	1	1
636	в то	5	1
637	нам как	1	1
638	а вовсе	1	1
639	материала это	1	1
640	связаны между	3	1
641	один и	5	1
642	тем мы	1	1
643	больше и	1	1
644	отнюдь не	2	1
645	и самый	2	1
646	только с	1	1
647	этого материала	1	1
648	о которых	2	1
649	вообще невозможна	1	1
650	понятие о	3	1
651	не будут	1	1
652	в условиях	3	1
653	в себя	4	1
654	должен овладеть	1	1
655	в системе	4	1
656	она существует	1	1
657	детской речи	3	1
658	для этого	3	1
659	она есть	1	1
660	с ее	1	1
661	из него	3	1
662	не из	1	1
663	плоскости в	1	1
664	и это	3	1
665	переходе от	3	1
666	эта проблема	4	1
667	этим самым	1	1
668	того же	13	1
669	только они	1	1
670	в самой	1	1
671	в виде	3	1
672	от него	3	1
673	нам кажется	2	1
674	общего развития	1	1
675	связанная с	3	1
676	еще долгое	1	1
677	само по	2	1
678	на словах	2	1
679	как для	1	1
680	и становится	1	1
681	и другое	5	1
682	к нему	4	1
683	едва ли	2	1
684	не можем	2	1
685	место внутри	1	1
686	же есть	1	1
687	на втором	1	1
688	и синтаксических	1	1
689	встречаются в	1	1
690	взрослых и	1	1
691	ряд вопросов	1	1
692	мысли в	5	1
693	тем более	5	1
694	существующего в	1	1
695	она никогда	1	1
696	которая и	1	1
697	вне которой	1	1
698	является представителем	1	1
699	внутренней речи	7	1
700	особенно часто	1	1
701	как из	2	1
702	типа и	1	1
703	обратиться к	2	1
704	своего развития	11	1
705	на материале	1	1
706	себе а	1	1
707	и сами	2	1
708	на все	7	1
709	нам представляется	1	1
710	еще не	11	1
711	в статье	1	1
712	тех случаях	1	1
713	осуществляются в	1	1
