N	2gram	Bakhtin_Fr	NovoeSre
370	как результат	1	1
371	и элементы	1	1
372	у нас	1	1
373	и когда	1	1
374	для них	2	1
375	не столько	1	1
376	освобождение от	1	1
377	людей и	2	1
378	говорит что	1	1
379	отрицание и	1	1
380	в виду	5	1
381	или к	2	1
382	еще в	3	1
383	в мир	2	1
384	они возникают	1	1
385	силы а	1	1
386	превращается в	6	1
387	и до	6	1
388	с собой	1	1
389	весь мир	3	1
390	природу и	2	1
391	и такое	1	1
392	только в	16	1
393	в xix	2	1
394	в переходе	1	1
395	труд и	1	1
396	народ не	1	1
397	не на	2	1
398	не могут	4	1
399	по своей	3	1
400	власти и	2	1
401	от того	2	1
402	он есть	1	1
403	от других	1	1
404	есть еще	1	1
405	она становится	1	1
406	были людьми	1	1
407	небесный свод	1	1
408	творчества и	1	1
409	в большинстве	2	1
410	а во	1	1
411	оно не	2	1
412	на смену	1	1
413	сложно и	1	1
414	была уже	1	1
415	другая сторона	1	1
416	в средневековой	1	1
417	как например	2	1
418	а на	1	1
419	основанная на	1	1
420	сами по	1	1
421	это всегда	2	1
422	особого рода	1	1
423	всего что	2	1
424	xiv и	1	1
425	но он	5	1
426	значение и	3	1
427	в которой	1	1
428	и ложь	1	1
429	традиционные формы	1	1
430	этого мира	1	1
431	особого типа	1	1
432	в этой	11	1
433	жизни это	4	1
434	дамы и	1	1
435	числе и	7	1
436	к чему	1	1
437	человеческой жизни	1	1
438	времени его	1	1
439	а по	1	1
440	и еще	5	1
441	жизнь в	1	1
442	как на	4	1
443	в отличие	4	1
444	так называемый	1	1
445	он в	2	1
446	явление в	2	1
447	будто бы	1	1
448	культуры но	4	1
449	бороться за	1	1
450	на путь	1	1
451	и роста	1	1
452	во многом	3	1
453	всегда есть	1	1
454	в будущее	2	1
455	ней и	1	1
456	из всех	3	1
457	люди плохо	1	1
458	посвящения в	1	1
459	этого нельзя	1	1
460	менее всего	5	1
461	быть только	3	1
462	что не	3	1
463	но все	5	1
464	не осталось	1	1
465	соборов и	1	1
466	средневековый человек	1	1
467	тем что	5	1
468	вера в	1	1
469	она продолжает	1	1
470	что такова	1	1
471	и продолжал	1	1
472	и во	6	1
473	новые формы	1	1
474	это тем	1	1
475	жизни народа	1	1
476	но нет	1	1
477	лишь к	2	1
478	времени не	2	1
479	огромное значение	1	1
480	мира но	1	1
481	это время	2	1
482	в конце	3	1
483	вообще не	1	1
484	всех странах	1	1
485	того времени	1	1
486	совсем особое	1	1
487	судьба и	1	1
488	в основу	2	1
489	свободными от	1	1
490	них не	1	1
491	так как	11	1
492	жизни этих	2	1
493	более широкого	1	1
494	мира эти	1	1
495	приобретает характер	2	1
496	в образе	1	1
497	к которому	2	1
498	в своем	11	1
499	характер и	4	1
500	как я	1	1
501	к таким	1	1
502	есть по	1	1
503	и иерархии	1	1
504	лишь на	1	1
505	средневековья из	1	1
506	долгое время	1	1
507	сих пор	7	1
508	что он	5	1
509	известном смысле	1	1
510	направлена на	1	1
511	дня новой	1	1
512	и она	2	1
513	глубину в	1	1
514	их в	3	1
515	в силу	1	1
516	были еще	2	1
517	и очень	2	1
518	он может	1	1
519	большинстве случаев	2	1
520	всей нашей	1	1
521	эпоху ренессанса	3	1
522	не та	1	1
523	ренессанса и	3	1
524	что мы	2	1
525	людовика xiv	1	1
526	которыми так	1	1
527	и которые	1	1
528	и никакой	1	1
529	в этих	6	1
530	перед лицом	2	1
531	и отдельных	1	1
532	по себе	1	1
533	приводит к	2	1
534	только для	1	1
535	нет у	1	1
536	не имел	1	1
537	в области	10	1
538	и другая	1	1
539	к новой	1	1
540	жизни мы	1	1
541	в такой	1	1
542	все более	1	1
543	нуждается в	1	1
544	с ним	6	1
545	и только	1	1
546	во франции	11	1
547	к средневековому	1	1
548	он создает	1	1
549	и xv	1	1
550	есть только	3	1
551	ли он	1	1
552	от всех	3	1
553	существенным моментом	1	1
554	всяком случае	2	1
555	который можно	1	1
556	во время	14	1
557	друг друга	3	1
558	только потому	1	1
559	в эти	1	1
560	связанный с	3	1
561	в другие	1	1
562	в это	2	1
563	того же	1	1
564	в известном	1	1
565	мира не	1	1
566	знает что	1	1
567	во времени	1	1
568	на их	1	1
569	в чем	2	1
570	формах и	2	1
571	нет в	1	1
572	не был	1	1
573	и его	24	1
574	в эту	6	1
575	люди создававшие	1	1
576	и особенно	4	1
577	нам предстоит	1	1
578	и у	7	1
579	на это	2	1
580	средневековья к	1	1
581	себе и	2	1
582	был в	1	1
583	господствовала в	1	1
584	истории на	1	1
585	понять что	1	1
586	жизни с	1	1
587	жизнью и	1	1
588	раньше чем	1	1
589	всех народов	1	1
590	совершается в	1	1
591	бог не	1	1
592	связано с	2	1
593	кончается и	1	1
594	от этого	1	1
595	и нового	5	1
596	мира с	1	1
597	ко времени	1	1
598	себя и	2	1
599	к нему	5	1
600	было быть	1	1
601	ему не	1	1
602	на них	3	1
603	людей в	1	1
