N	3gram	Losev_Dial	Istorich
100	и в особенности	1	4
101	это и есть	3	4
102	одной стороны и	3	3
103	как будто бы	3	3
104	как один из	2	3
105	что в данном	1	3
106	и то же	8	3
107	в обоих случаях	1	3
108	к тому что	3	3
109	дело в том	1	3
110	т д с	1	3
111	она может быть	1	3
112	мы уже говорили	1	3
113	в другом случае	1	3
114	по сравнению с	2	3
115	один из видов	2	3
116	и что они	1	3
117	мы должны поставить	1	3
118	но это только	1	3
119	д с другой	1	3
120	не в том	2	3
121	само по себе	7	3
122	только тогда когда	4	3
123	так же и	1	3
124	сих пор не	1	3
125	в том смысле	4	3
126	именно так и	1	3
127	не в состоянии	1	3
128	т д если	1	3
129	что там где	1	3
130	что в нем	4	3
131	очень много но	1	3
132	еще ничего не	1	3
133	вспомним что и	1	3
134	и не только	4	3
135	можно найти много	1	3
136	она никогда не	1	2
137	т д однако	1	2
138	это не значит	3	2
139	по себе но	2	2
140	по себе а	2	2
141	в том как	1	2
142	и т п	3	2
143	все больше и	1	2
144	не забудем что	1	2
145	в самом деле	3	2
146	несмотря на всю	5	2
147	далеко не всегда	1	2
148	друг от друга	1	2
149	что для того	1	2
150	она не может	1	2
151	в таком случае	2	2
152	ничего не говорят	1	2
153	дело вовсе не	1	2
154	сам по себе	8	2
155	то ясно что	1	2
156	другой стороны эта	1	2
157	сказать что в	1	2
158	ничего общего с	3	2
159	но как это	1	2
160	даже если бы	1	2
161	а в том	1	2
162	то и другое	3	2
163	что это не	1	2
164	можно сказать о	1	2
165	сама по себе	12	2
166	а не с	1	2
167	самом же деле	2	2
168	на самом же	2	2
169	все это не	1	2
170	из того что	1	2
171	а не только	1	2
172	мы имеем дело	1	2
173	в одном месте	1	2
174	нельзя сказать чтобы	1	2
175	ясно что это	1	2
176	в одно время	2	2
177	что не только	1	2
178	может быть в	2	2
179	и даже в	3	2
180	только в том	1	2
181	только тогда если	1	2
182	заметить что в	1	2
183	в этом и	1	2
184	об этом мы	1	2
185	но все это	2	2
186	есть частный случай	1	2
187	в них не	1	2
188	не было ни	1	2
189	не просто в	1	2
190	это мы видим	1	2
191	так как иначе	1	2
192	главным образом в	1	2
193	в виду что	2	2
194	что тот кто	1	2
195	не могут быть	1	2
196	и в нем	3	2
197	но как только	1	2
198	мы имеем не	1	2
199	может быть и	6	2
200	но все эти	1	2
201	а в другом	1	2
202	это уже не	1	2
203	больше и больше	1	2
204	что в одном	1	2
205	не говорят о	1	2
206	д или же	1	2
207	вовсе не в	3	2
208	не значит что	6	2
209	это не может	1	2
210	то мы имеем	1	2
211	том что она	1	2
212	все новые и	1	2
213	может быть только	2	2
214	не стоит в	1	2
215	хотя бы в	1	2
216	это конечно не	2	2
217	и то и	3	2
218	с тех пор	2	2
219	при всей своей	1	2
220	есть и такие	1	2
221	а именно в	1	2
222	из этого можно	1	2
223	и в том	1	2
224	и не может	1	2
225	не просто как	2	2
226	в египетской религии	1	2
227	т е не	1	2
228	большей или меньшей	1	2
229	равно как и	1	2
230	и должно быть	3	2
231	вступить в брак	1	2
232	в качестве примера	2	2
233	не случайное явление	1	2
234	не потому что	5	2
235	и той же	1	2
236	ничего не говорит	4	2
237	хотя и не	1	2
238	того как он	1	2
239	другой стороны в	1	2
240	есть одно и	1	2
241	одно и то	8	2
242	так как они	1	2
243	одной и той	1	2
244	и ничего не	1	2
245	только потому что	4	2
246	они никогда не	1	2
247	том что он	1	2
248	что под этим	1	2
249	новые и новые	1	2
250	это было бы	1	2
251	если мы будем	1	2
252	к выводу что	2	1
253	как бы я	1	1
254	в чем бы	1	1
255	та же самая	1	1
256	мы найдем что	1	1
257	одного из них	1	1
258	что она не	1	1
259	и больше ничего	1	1
260	как они не	1	1
261	все на свете	3	1
262	никогда не будет	1	1
263	же это за	1	1
264	мы имели бы	1	1
265	это дает нам	1	1
266	она и в	1	1
267	и в другом	1	1
268	не говорит и	1	1
269	д и т	3	1
270	ни в каких	1	1
271	не говорит об	1	1
272	говоря уже о	1	1
273	где и как	1	1
274	но эта связь	1	1
275	а не потому	1	1
276	но конечно нас	1	1
277	говорит что это	1	1
278	и дело не	1	1
279	и вот мы	1	1
280	об этом не	1	1
281	то что есть	2	1
282	а с точки	2	1
283	еще будем говорить	1	1
284	у него и	1	1
285	на всю жизнь	1	1
286	в гоголевском вие	1	1
287	то что под	1	1
288	нового т е	2	1
289	что часто это	1	1
290	во многих отношениях	1	1
291	в европе так	1	1
292	как это мы	2	1
293	в ней не	1	1
294	он не имеет	1	1
295	предстала перед нами	1	1
296	сейчас мы можем	1	1
297	если бы это	1	1
298	что имеется в	2	1
299	речь идет о	1	1
300	мы никогда не	1	1
301	потом только можно	1	1
302	мне кажется что	1	1
303	и извне и	1	1
304	нельзя сказать что	3	1
305	и наконец даже	1	1
306	в отдельности и	1	1
307	можно говорить о	1	1
308	в них нет	2	1
309	жениться на ней	1	1
310	связанные с этим	1	1
311	т е более	1	1
312	внимание еще на	1	1
313	и как он	1	1
314	не менее в	1	1
315	и с другой	2	1
316	что миф не	1	1
317	в меня и	1	1
318	д все это	2	1
319	можем сказать что	3	1
320	бы они были	1	1
321	есть и в	1	1
322	все же есть	1	1
323	не нуждается ни	1	1
324	это то что	1	1
325	почти не знает	1	1
326	отходит на задний	1	1
327	так что ни	1	1
328	и как будто	1	1
329	вместе с ним	1	1
330	заметил что у	1	1
331	а на самом	1	1
332	д если бы	1	1
333	надо прибавить что	1	1
334	но и это	1	1
335	как он есть	1	1
336	обе стороны и	1	1
337	в чем же	1	1
338	не имеет никакого	3	1
339	не есть ли	2	1
340	них нет ничего	1	1
341	и по этой	2	1
342	в себе и	1	1
343	в этом смысле	4	1
344	в виду не	1	1
345	не изучены в	1	1
346	связаны между собою	1	1
347	этой стороны для	1	1
348	связи с этим	2	1
349	т д есть	1	1
350	несмотря на то	2	1
351	так как будто	2	1
352	то в данном	1	1
353	суждения об этой	1	1
354	становится ясным что	1	1
355	с другом что	1	1
356	на этом моменте	1	1
357	а потом уже	4	1
358	и в частности	4	1
359	вовсе не есть	3	1
360	как и все	1	1
361	образом связана с	1	1
362	том что такое	1	1
363	друг другу но	1	1
364	он вступает в	1	1
365	так же можно	1	1
366	у того кто	1	1
367	и это тоже	1	1
368	никто не может	1	1
369	содержат в себе	2	1
370	и все в	1	1
371	не зависит от	1	1
372	пространства времени и	1	1
373	по направлению к	1	1
374	с ним и	1	1
375	отличается тем что	1	1
376	это верно только	1	1
377	на своем месте	1	1
378	в силу которой	1	1
379	сказать что по	1	1
380	но уже и	3	1
381	никогда не может	2	1
382	было у него	1	1
383	еще яснее это	1	1
384	том смысле как	1	1
385	миф не есть	20	1
386	то что мы	1	1
387	не ясно что	1	1
388	можно видеть как	1	1
389	в жизни народов	1	1
390	с этим я	1	1
391	ни на какие	1	1
392	я думаю что	1	1
393	нечто отличное от	1	1
394	же самое и	1	1
395	если бы не	1	1
396	что оно имеет	1	1
397	не с живыми	1	1
398	объединены одной общей	1	1
399	есть ли это	1	1
400	что же это	1	1
401	и даже не	3	1
402	это значило бы	1	1
403	чтобы убедиться что	1	1
404	том смысле что	3	1
405	до известной степени	1	1
406	как и вообще	1	1
407	т д на	1	1
408	не содержит в	1	1
409	же и в	1	1
410	что это значит?	2	1
411	в силу своей	2	1
412	т д они	1	1
413	ушей и т	1	1
414	имеется в виду	3	1
415	то или иное	4	1
416	ничего не знаю	1	1
417	ничего не доказывает	1	1
418	следует за ней	1	1
419	гибель всего мира	1	1
420	того или другого	1	1
421	мы еще будем	1	1
422	в жизни и	1	1
423	так что в	1	1
424	если они не	1	1
425	он встречается в	1	1
426	всего мира и	1	1
427	что все это	1	1
428	в один образ	1	1
429	и есть то	1	1
430	уже по одному	1	1
431	неба и земли	1	1
432	в этом отношении	2	1
433	она или не	1	1
434	здесь не просто	1	1
435	на точку зрения	2	1
436	к своему собственному	1	1
437	мы можем сказать	3	1
438	том что именно	2	1
439	сказал что это	1	1
440	сказать что эта	1	1
441	что ни в	1	1
442	бросается в глаза	1	1
443	и следовательно не	2	1
444	тех или иных	1	1
445	как мы это	1	1
446	все это ведет	1	1
447	точки зрения цели	1	1
448	не было и	1	1
449	иначе не может	1	1
450	и что такое	1	1
451	то или другое	1	1
452	он может оказаться	1	1
453	к нему на	1	1
454	то что не	1	1
455	может быть названа	1	1
456	и в мифе	1	1
457	в своей жизни	1	1
458	мифа это есть	1	1
459	если бы для	1	1
460	это вовсе не	2	1
461	этих и подобных	1	1
462	несмотря на все	1	1
463	в последнем случае	1	1
464	то же время	8	1
465	да и не	1	1
466	в широком смысле	2	1
467	и окончательно и	1	1
468	и не стоит	1	1
469	что вообще на	1	1
470	при известных условиях	1	1
471	то это значило	1	1
472	в себе черты	1	1
473	представить себе что	1	1
474	и в этом	4	1
475	и эти два	1	1
476	в определенном направлении	1	1
477	таит в себе	1	1
478	сам не знаю	1	1
479	и не могу	1	1
480	смотря по тому	1	1
481	которые не могут	1	1
482	это искусство и	1	1
483	и от этого	3	1
484	мы находим в	2	1
485	еще не есть	1	1
486	в отдельности мы	1	1
487	как то что	1	1
488	что они имеют	1	1
489	в какой мере	1	1
490	уже и сейчас	1	1
491	так как из	1	1
492	от того что	1	1
493	обратим внимание на	1	1
494	в сущности это	1	1
495	не есть нечто	1	1
496	говорят только о	1	1
497	значит что она	1	1
498	не может и	3	1
499	понимать так как	1	1
500	по большей части	1	1
501	не зная что	2	1
502	ту или иную	1	1
503	еще и сейчас	1	1
504	обстоятельство оказалось роковым	1	1
505	его не нуждается	1	1
506	и не в	1	1
507	он мог бы	1	1
508	но если мы	1	1
509	что у меня	1	1
510	по этой линии	2	1
511	в то же	7	1
512	того что в	1	1
513	и не должен	1	1
514	не говоря уже	1	1
515	не содержат в	1	1
516	убежден в том	1	1
517	во всем этом	1	1
518	всегда так или	1	1
519	в ее основе	1	1
520	же может быть	2	1
521	я не могу	2	1
522	и та же	5	1
523	что человек и	1	1
524	но в то	1	1
525	в сравнении с	1	1
526	да и то	3	1
527	а не просто	1	1
528	мало того он	1	1
529	еще никогда не	1	1
530	необходимо даже в	1	1
531	есть только гипотеза	1	1
532	это мы уже	1	1
533	однако сказать что	1	1
534	друг в друга	1	1
535	вообще т е	1	1
536	одно очень важное	1	1
537	одна и та	5	1
538	и потому в	1	1
539	с ней и	1	1
540	к нему с	1	1
541	не то что	1	1
542	приводит к тому	1	1
543	и показывает что	1	1
544	нуждается ни в	1	1
545	и что не	1	1
546	потому что они	2	1
547	друг к другу	2	1
