N	3gram	Trubetskoy	Istorich
200	в нем самом	1	1
201	тех или иных	1	1
202	а с ними	1	1
203	важно отметить что	1	1
204	что дает ему	1	1
205	к которой он	4	1
206	которой он сам	2	1
207	по сравнению со	1	1
208	к пребыванию в	1	1
209	она там и	1	1
210	несмотря на все	1	1
211	впитывает в себя	1	1
212	то же время	10	1
213	никогда не было	1	1
214	в значительной степени	1	1
215	а в нем	1	1
216	в себе черты	1	1
217	представить себе что	1	1
218	и в этом	1	1
219	показать что и	1	1
220	таит в себе	1	1
221	это есть та	1	1
222	того или иного	2	1
223	нисколько их не	1	1
224	что он может	1	1
225	опасность со стороны	1	1
226	от того что	1	1
227	видно из всего	1	1
228	роли не играет	1	1
229	одной или нескольких	1	1
230	не только часто	1	1
231	и дать ему	1	1
232	образом оказывается что	1	1
233	только в этом	1	1
234	в то же	10	1
235	о которых идет	1	1
236	китае и в	1	1
237	заключается в том	1	1
238	в противном случае	1	1
239	так что данный	1	1
240	отличается от того	1	1
241	с другом и	2	1
242	но в то	1	1
243	при ближайшем рассмотрении	1	1
244	и к замене	1	1
245	может быть достигнуто	1	1
246	всяком случае не	1	1
247	это потому что	2	1
248	как бы то	1	1
249	этого вопроса необходимо	1	1
250	потому что они	1	1
251	друг к другу	1	1
