N	2gram	Vinokur_Ku	Dialekti
189	и стало	1	12
190	никак не	5	12
191	не могут	5	12
192	перед нами	4	12
193	еще не	10	12
194	и если	4	12
195	и тогда	4	12
196	все равно	4	12
197	всегда есть	1	12
198	все эти	17	12
199	тем более	2	12
200	и может	3	12
201	а в	7	12
202	что если	4	11
203	в них	10	11
204	как только	2	11
205	в данном	8	11
206	только на	1	11
207	что я	4	11
208	быть в	2	11
209	и тем	7	11
210	должны быть	4	11
211	из них	4	11
212	тех или	1	11
213	не значит	2	11
214	можно только	1	11
215	та же	1	11
216	себе не	1	11
217	мы говорим	4	11
218	от того	5	11
219	ничем не	1	11
220	мы имеем	11	11
221	или в	5	11
222	есть в	6	11
223	нисколько не	6	11
224	его не	1	11
225	мы должны	2	11
226	только то	2	11
227	во всем	1	10
228	с этой	4	10
229	одно из	3	10
230	в результате	8	10
231	в жизни	1	10
232	к тому	8	10
233	во всяком	8	10
234	только как	3	10
235	для того	23	10
236	можно ли	6	10
237	на себе	10	10
238	то или	3	10
239	в ее	2	10
240	от этого	4	10
241	себе и	3	10
242	только потому	13	10
243	и для	3	10
244	если же	1	10
245	или иное	2	10
246	что для	3	10
247	чтобы не	1	10
248	оно не	5	10
249	то и	4	10
250	если мы	5	10
251	только о	3	10
252	в его	16	10
253	в их	3	10
254	это было	2	10
255	е в	3	10
256	в частности	6	10
257	как мы	2	10
258	как будто	2	10
259	может и	2	10
260	и уже	2	10
261	при этом	6	9
262	тому что	3	9
263	не как	2	9
264	быть может	1	9
265	в этих	5	9
266	и на	8	9
267	в котором	4	9
268	в одном	4	9
269	и когда	2	9
270	превращается в	4	9
271	и он	4	9
272	мы можем	2	9
273	не нуждается	1	9
274	же как	3	9
275	бы в	8	9
276	на этом	4	9
277	иметь в	1	9
278	общего с	2	9
279	и по	4	9
280	утверждать что	2	9
281	была бы	5	9
282	с ними	6	9
283	как о	2	9
284	и более	3	9
285	время есть	1	9
286	той же	5	9
287	всех этих	4	9
288	и от	2	9
289	или иной	3	9
290	смысл и	5	9
291	а если	5	9
292	между собою	3	9
293	имеется в	1	9
294	как он	1	9
295	лишь как	3	9
296	в истории	3	9
297	та или	1	9
298	даже в	4	8
299	в разных	2	8
300	и говорить	1	8
301	в отношении	2	8
302	вопрос об	1	8
303	но все	5	8
304	в дальнейшем	1	8
305	вот почему	1	8
306	уже о	2	8
307	уже и	3	8
308	то как	1	8
309	так то	1	8
310	нет и	1	8
311	все время	1	8
312	себя в	1	8
313	с одной	3	8
314	это мы	1	8
315	или иная	1	8
316	не будет	1	8
317	что эта	1	8
318	этом смысле	8	8
319	в этой	8	8
320	что есть	1	8
321	или иначе	4	8
322	в одной	1	8
323	один из	8	8
324	не на	4	8
325	но вот	3	8
326	как не	4	8
327	ничего общего	2	8
328	когда мы	3	8
329	в сфере	3	8
330	в поэзии	1	8
331	же вы	1	8
332	у нас	19	8
333	на самом	3	8
334	бы и	6	8
335	как таковая	1	8
336	и без	2	8
337	только и	3	8
338	того или	6	8
339	бы только	1	8
340	все что	1	7
341	мы и	1	7
342	говоря уже	2	7
343	как она	1	7
344	е не	2	7
345	есть именно	1	7
346	тем что	9	7
347	зависимости от	9	7
348	мы получаем	2	7
349	но он	2	7
350	на первый	1	7
351	не всегда	4	7
352	об отношении	1	7
353	точно так	4	7
354	как на	4	7
355	думаю что	4	7
356	от себя	3	7
357	это я	1	7
358	это конечно	2	7
359	связи с	8	7
360	не знает	4	7
361	есть явление	1	7
362	во внимание	1	7
363	но для	4	7
364	в конце	5	7
365	в связи	4	7
366	а только	10	7
367	то ни	2	7
368	с какой	1	7
369	тут мы	1	7
370	истории и	1	7
371	его как	1	7
372	тогда нет	1	7
373	и ничего	1	7
374	и при	3	7
375	из которых	3	7
376	так или	3	7
377	сами по	2	7
378	от чего	1	7
379	заключается в	3	7
380	отношения к	2	7
381	как в	6	7
382	со стороны	8	7
383	же есть	2	7
384	и больше	1	7
385	для меня	1	7
386	не потому	6	7
387	или вообще	1	7
388	что здесь	1	7
389	без всякого	2	7
390	с его	4	7
391	он должен	2	7
392	и никакого	1	7
393	бытие и	1	7
394	и где	2	7
395	очень много	3	7
396	понимать как	2	7
397	что этот	2	7
398	думать что	1	7
399	не говоря	3	7
400	и их	2	7
401	из этих	5	7
402	так чтобы	1	7
403	тем самым	5	7
404	нуждается в	5	7
405	более не	1	6
406	можно и	1	6
407	о чем	2	6
408	то не	2	6
409	говорить что	1	6
410	более или	3	6
411	в природе	1	6
412	уже в	5	6
413	а что	1	6
414	нем есть	1	6
415	одной стороны	2	6
416	в другом	2	6
417	в себя	2	6
418	когда она	1	6
419	но они	1	6
420	сущности и	1	6
421	в зависимости	7	6
422	одна из	1	6
423	во всех	1	6
424	она и	1	6
425	хочет быть	1	6
426	для своего	1	6
427	как таковом	1	6
428	в которой	7	6
429	быть только	3	6
430	я и	1	6
431	именно как	1	6
432	можно было	14	6
433	смысла и	2	6
434	того кто	1	6
435	друг другу	1	6
436	от всякого	1	6
437	с полной	1	6
438	с тем	5	6
439	что нет	2	6
440	вместе с	8	6
441	себя и	1	6
442	о котором	4	6
443	еще и	7	6
444	тотчас же	1	6
445	того чтобы	25	6
446	это все	2	6
447	из сферы	1	6
448	имеет никакого	1	6
449	мог бы	1	6
450	каком смысле	1	6
451	всяком случае	8	6
452	не будучи	1	6
453	для него	2	6
454	о нем	2	6
455	они не	4	6
456	того как	6	6
457	ее в	2	6
458	то мы	4	6
459	с их	3	6
460	но с	2	6
461	по существу	9	6
462	вообще не	2	6
463	чтобы быть	2	6
464	для науки	1	6
465	по своему	1	6
466	его в	1	6
467	или менее	3	6
468	мере в	7	6
469	может иметь	3	6
470	показывает что	1	6
471	это как	2	6
472	дело не	4	6
473	но я	1	6
474	не с	4	6
475	в науке	4	6
476	оказывается что	1	6
477	при всем	1	6
478	и часто	1	6
479	идет речь	3	6
480	этой точки	4	6
481	отношение к	2	6
482	для этого	6	6
483	в каком-то	1	6
484	в той	6	5
485	до сих	5	5
486	их не	1	5
487	в своих	2	5
488	например в	5	5
489	я могу	1	5
490	их в	1	5
491	даже просто	1	5
492	в одно	2	5
493	тем или	1	5
494	в это	3	5
495	речь идет	4	5
496	но даже	3	5
497	е о	2	5
498	и той	1	5
499	одной и	1	5
500	есть объект	1	5
501	я думаю	1	5
502	и еще	4	5
503	как я	2	5
504	к этому	4	5
505	нет никаких	1	5
506	и становится	3	5
507	есть также	1	5
508	едва ли	1	5
509	гораздо более	6	5
510	все его	1	5
511	что у	3	5
512	то оно	2	5
513	в качестве	12	5
514	тому же	2	5
515	что его	2	5
516	большею частью	1	5
517	и надо	1	5
518	в свете	1	5
519	есть своя	1	5
520	и у	3	5
521	сих пор	5	5
522	действительности и	1	5
523	в целях	2	5
524	ли это	4	5
525	оно и	1	5
526	на нем	1	5
527	также не	1	5
528	но так	2	5
529	но тут	1	5
530	не раз	3	5
531	почему же	1	5
532	чаще всего	2	5
533	независимо от	1	5
534	в него	1	5
535	одного и	2	5
536	были бы	2	5
537	от нее	1	5
538	если в	2	5
539	известно что	1	5
540	из того	1	5
541	же что	1	5
542	что поэзия	1	5
543	или другого	1	5
544	учения о	1	5
545	если это	1	5
546	и так	1	5
547	том смысле	2	5
548	сравнению с	1	5
549	которая не	1	5
550	не является	2	5
551	это понятие	1	5
552	только мы	1	5
553	по сравнению	3	5
554	явления и	1	5
555	тех пор	2	5
556	со всей	1	5
557	отношении к	1	5
558	и идеи	1	5
559	и во	1	5
560	он может	1	5
561	точку зрения	2	5
562	невозможна без	1	5
563	зависит от	1	5
564	а это	5	5
565	он и	1	5
566	что с	2	5
567	есть уже	1	5
568	ведь это	1	5
569	же не	1	5
570	раз навсегда	1	5
571	с той	2	5
572	как целое	1	5
573	живой и	1	5
574	есть все	1	5
575	раз и	1	5
576	в области	15	5
577	когда есть	1	5
578	только к	2	5
579	когда он	4	5
580	говоря о	1	5
581	конце концов	3	5
582	что на	2	5
583	объекта и	1	4
584	в возможности	3	4
585	можно говорить	4	4
586	есть наука	2	4
587	возможно лишь	1	4
588	еще более	1	4
589	нас в	1	4
590	далее в	1	4
591	как они	2	4
592	жизнь в	2	4
593	если угодно	1	4
594	не хотят	1	4
595	из самых	1	4
596	факты и	2	4
597	представление о	3	4
598	в собственном	2	4
599	только для	3	4
600	относиться к	1	4
601	данного явления	1	4
602	всегда так	1	4
603	и должно	2	4
604	видно что	2	4
605	к ним	2	4
606	есть по	1	4
607	и науки	1	4
608	что даже	2	4
609	что дух	3	4
610	представить себе	1	4
611	бы то	1	4
612	д все	1	4
613	в состоянии	2	4
614	мы знаем	3	4
615	можно понимать	1	4
616	с тех	1	4
617	по типу	1	4
618	же такое	1	4
619	у него	3	4
620	чем собственно	1	4
621	к чему	1	4
622	самого по	1	4
623	будто бы	3	4
624	на себя	3	4
625	вещи не	1	4
626	но ведь	3	4
627	и вместе	1	4
628	не нужно	1	4
629	что их	2	4
630	чтобы понять	1	4
631	в каждом	3	4
632	если оно	1	4
633	если не	4	4
634	или же	3	4
635	и является	4	4
636	т п	39	4
637	главным образом	3	4
638	мы будем	1	4
639	а как	1	4
640	себе как	1	4
641	а главное	3	4
642	меня и	3	4
643	а потому	6	4
644	взгляд на	1	4
645	это время	1	4
646	и здесь	8	4
647	как с	2	4
648	был бы	4	4
649	это уже	1	4
650	это или	1	4
651	поэтому и	1	4
652	почти всегда	3	4
653	связанные с	3	4
654	явлений и	1	4
655	в словах	1	4
656	мы имели	1	4
657	поэзии и	1	4
658	том как	3	4
659	слово есть	1	4
660	дальше и	1	4
661	сейчас же	1	4
662	наконец и	1	4
663	своей собственной	3	4
664	не знаю	2	4
665	это только	5	4
666	быть не	2	4
667	для всякого	1	4
668	как например	3	4
669	потому и	1	4
670	это же	1	4
671	заметить что	1	4
672	не видно	1	4
673	только одна	1	4
674	но именно	1	4
675	чтобы все	1	4
676	у них	1	4
677	у вас	1	4
678	когда они	1	4
679	смысле что	2	4
680	данном случае	2	4
681	этом отношении	8	4
682	себя самого	2	4
683	кто его	1	4
684	то он	1	4
685	не содержит	1	4
686	здесь в	1	4
687	нечто совершенно	1	4
688	в общем	4	4
689	помнить что	1	4
690	говорят о	1	4
691	меньше всего	2	4
692	однако это	1	4
693	на все	3	4
694	сразу же	1	4
695	но уже	6	4
696	что законы	2	4
697	как результат	1	4
698	к жизни	2	4
699	на них	1	4
700	как формы	1	4
701	что эти	4	4
702	и эти	3	4
703	ни один	1	4
704	что нужно	2	4
705	так хорошо	1	4
706	что касается	4	4
707	совершенно невозможно	1	4
708	и всякая	1	4
709	в каких	2	4
710	же в	5	4
711	не самое	1	4
712	такой же	1	4
713	говорить об	1	4
714	ведь и	2	4
715	на ту	3	4
716	что было	2	3
717	очевидно что	4	3
718	со всем	1	3
719	к этой	3	3
720	тех кто	2	3
721	мысли и	1	3
722	в некоторых	1	3
723	по мере	3	3
724	нет еще	1	3
725	в первом	3	3
726	я мог	1	3
727	из чего	1	3
728	в корне	1	3
729	ни было	1	3
730	на точку	1	3
731	тогда не	1	3
732	свой смысл	1	3
733	одно время	2	3
734	понятно что	1	3
735	а лишь	1	3
736	а скорее	1	3
737	в первую	5	3
738	как принцип	1	3
739	не забудем	1	3
740	если так	1	3
741	самый факт	2	3
742	чтобы была	1	3
743	говорит что	1	3
744	несколько примеров	1	3
745	всего этого	1	3
746	этих последних	1	3
747	не умеет	1	3
748	это что	1	3
749	исходит из	2	3
750	момент в	1	3
751	нужно для	1	3
752	к ее	1	3
753	важно что	1	3
754	раз на	2	3
755	действительно в	2	3
756	всего в	2	3
757	есть ничто	1	3
758	указать на	5	3
759	при чем	1	3
760	себя функции	1	3
761	и всякой	1	3
762	то она	2	3
763	совершенно ясно	2	3
764	только она	1	3
765	не значат	2	3
766	всякой иной	1	3
767	и именно	3	3
768	следовательно и	2	3
769	о которых	2	3
770	быть очень	1	3
771	что как	1	3
772	уже сама	1	3
773	не был	2	3
774	я был	1	3
775	понятий и	1	3
776	или его	1	3
777	здесь как	3	3
778	только от	1	3
779	не самый	1	3
780	а с	3	3
781	что же?	1	3
782	принять во	1	3
783	как факт	1	3
784	данный момент	3	3
785	сюда же	3	3
786	не дает	1	3
787	совсем не	1	3
788	между тем	11	3
789	не так	2	3
790	не более	1	3
791	зрения в	2	3
792	не мог	2	3
793	только через	1	3
794	не приходится	2	3
795	что смысл	1	3
796	в москве	2	3
797	она была	1	3
798	я в	2	3
799	значат то	1	3
800	возможно что	1	3
801	это вовсе	1	3
802	но есть	2	3
803	в данный	2	3
804	сказать о	1	3
805	или иного	5	3
806	для чего	1	3
807	понятия и	1	3
808	против этого	1	3
809	и смысл	1	3
810	и этот	1	3
811	и сейчас	3	3
812	и свое	3	3
813	как нельзя	2	3
814	для себя	1	3
815	на почве	2	3
816	фактов и	2	3
817	мы в	3	3
818	в чувстве	1	3
819	утверждает что	1	3
820	и делает	1	3
821	от другого	1	3
822	в некое	1	3
823	однако что	1	3
824	е как	5	3
825	следовательно в	1	3
826	никогда нельзя	1	3
827	не понимают	1	3
828	в слове	3	3
829	я хочу	1	3
830	в которых	8	3
831	говорить и	2	3
832	я говорю	1	3
833	все они	1	3
834	бы не	1	3
835	в очень	1	3
836	тех же	2	3
837	как одно	1	3
838	к свету	2	3
839	о разных	2	3
840	я называю	1	3
841	или иных	1	3
842	мы получим	1	3
843	материи и	1	3
844	о своем	1	3
845	вслед за	1	3
846	у достоевского	2	3
847	целый ряд	8	3
848	всего от	1	3
849	знаем что	3	3
850	никаких оснований	2	3
851	но без	1	3
852	тем же	2	3
853	по преимуществу	3	3
854	одной из	1	3
855	не знаем	1	3
856	в сознании	1	3
857	и понимания	1	3
858	здесь не	5	3
859	только с	1	3
860	именно этот	3	3
861	дает в	1	3
862	движения и	1	3
863	тот же	7	3
864	человека но	1	3
865	одних и	1	3
866	в свое	4	3
867	но на	1	3
868	пусть даже	1	3
869	что раз	1	3
870	возможен в	1	3
871	есть таким	1	3
872	тому чтобы	2	3
873	то тем	1	3
874	мало того	2	3
875	как у	2	3
876	для нас	6	3
877	указание на	1	3
878	чтобы получить	2	3
879	вовсе нет	1	3
880	место в	1	3
881	как именно	2	3
882	однако не	9	3
883	именно так	2	3
884	этого не	5	3
885	когда оно	2	3
886	представлять себе	1	3
887	а то	2	3
888	указывает на	2	3
889	же будет	1	3
890	в какой	7	3
891	и возможно	1	3
892	является не	1	3
893	не дают	1	3
894	так в	2	3
895	силу этого	1	3
896	к своему	2	3
897	по его	1	3
898	лежит в	1	3
899	должен быть	8	3
900	при его	1	3
901	ничего нельзя	1	3
902	сказать и	1	3
903	и необходима	1	3
904	отличие от	3	3
905	а из	1	3
906	в свою	4	3
907	в искусстве	2	3
908	нового времени	1	3
909	далеко не	2	3
910	можно найти	1	3
911	как то	2	3
912	формулы и	2	3
913	д не	2	3
914	идет о	3	3
915	лишь в	6	3
916	не говорю	1	3
917	что можно	4	3
918	и вне	1	3
919	нем можно	1	3
920	это можно	1	3
921	это дает	2	3
922	действительно не	1	3
923	и формулы	3	3
924	в современной	3	3
925	и тех	1	3
926	или больше	1	3
927	которая имеет	1	3
928	именно это	2	3
929	себя но	1	3
930	не надо	4	3
931	до полной	1	3
932	возможна только	1	3
933	меньше чем	2	3
934	они являются	1	2
935	они имеют	1	2
936	мы наблюдаем	2	2
937	раз мы	1	2
938	есть вещь	1	2
939	нужно однако	2	2
940	к другу	1	2
941	случае в	1	2
942	еще раз	2	2
943	человеческой жизни	1	2
944	не нужна	1	2
945	если его	2	2
946	чтобы дать	2	2
947	в последнее	1	2
948	которые не	1	2
949	диалектически то	1	2
950	абсолютном и	1	2
951	которая в	1	2
952	в общий	1	2
953	бы даже	1	2
954	эта идея	1	2
955	них есть	1	2
956	следует что	6	2
957	но тем	1	2
958	те же	1	2
959	забудем что	1	2
960	на нас	1	2
961	его от	1	2
962	же эти	1	2
963	в духе	3	2
964	вот что	1	2
965	собственном смысле	1	2
966	и сам	1	2
967	мне кажется	2	2
968	и опять	1	2
969	в некотором	1	2
970	которое и	1	2
971	уже на	3	2
972	ряд таких	1	2
973	том или	1	2
974	пр это	1	2
975	всегда в	2	2
976	роль в	6	2
977	почему это	1	2
978	этом примере	1	2
979	мы сразу	1	2
980	ними как	1	2
981	он является	1	2
982	когда в	4	2
983	поскольку он	1	2
984	и слово	1	2
985	поэтому необходимо	2	2
986	является то	1	2
987	широком смысле	5	2
988	науки в	1	2
989	связано с	3	2
990	мы с	3	2
991	это по-видимому	2	2
992	перестает быть	1	2
993	надо быть	1	2
994	ответить на	1	2
995	во все	2	2
996	нужно понимать	1	2
997	было в	2	2
998	себе все	1	2
999	он был	1	2
1000	что мне	1	2
1001	мы увидим	3	2
1002	всего что	2	2
1003	не должен	1	2
1004	говорит об	1	2
1005	во многих	3	2
1006	времени в	1	2
1007	в условиях	1	2
1008	действии и	1	2
1009	смысле слова	3	2
1010	а когда	1	2
1011	указать что	1	2
1012	в различных	1	2
1013	реальное бытие	1	2
1014	ни одного	2	2
1015	науку и	1	2
1016	самого понятия	1	2
1017	каждая сфера	1	2
1018	является как	1	2
1019	где и	1	2
1020	себе в	3	2
1021	свою очередь	4	2
1022	любви к	2	2
1023	так мы	2	2
1024	убедиться в	1	2
1025	и остается	1	2
1026	речь как	1	2
1027	не становится	1	2
1028	поэтому все	1	2
1029	бесчисленное количество	1	2
1030	наряду с	2	2
1031	явление не	1	2
1032	в нашем	8	2
1033	к которому	3	2
1034	находится в	2	2
1035	вопросе о	1	2
1036	именно с	3	2
1037	от них	1	2
1038	она может	1	2
1039	смысле но	1	2
1040	в системе	3	2
1041	выбор между	1	2
1042	с первого	2	2
1043	начало и	1	2
1044	что обычно	1	2
1045	своего развития	1	2
1046	или иным	1	2
1047	которую можно	2	2
1048	несколько слов	3	2
1049	новые и	1	2
1050	по природе	1	2
1051	мы как	1	2
1052	явления как	1	2
1053	как такового	2	2
1054	несет на	1	2
1055	не видел	1	2
1056	где это	1	2
1057	на том	4	2
1058	но еще	4	2
1059	то для	2	2
1060	а ведь	1	2
1061	смысле есть	1	2
1062	ее можно	1	2
1063	поскольку речь	1	2
1064	самих этих	1	2
1065	значит не	1	2
1066	бы что	1	2
1067	как можно	2	2
1068	чем в	3	2
1069	и других	1	2
1070	на этот	4	2
1071	столько же	1	2
1072	такое понимание	1	2
1073	не очень	1	2
1074	ее от	1	2
1075	прежде чем	1	2
1076	и говорит	2	2
1077	которое в	2	2
1078	как его	1	2
1079	и хорошо	1	2
1080	на тот	1	2
1081	подлинном смысле	1	2
1082	между ними	2	2
1083	просто на	1	2
1084	человек в	1	2
1085	все предыдущие	1	2
1086	место и	1	2
1087	должно было	1	2
1088	больше всего	3	2
1089	которым не	1	2
1090	в сторону	2	2
1091	даже самые	1	2
1092	в других	1	2
1093	вопроса о	7	2
1094	творчества и	1	2
1095	из предыдущего	2	2
1096	можно мыслить	2	2
1097	бы к	1	2
1098	от света	2	2
1099	становится и	1	2
1100	в лучшем	1	2
1101	отличен от	1	2
1102	но до	1	2
1103	на лицо	2	2
1104	имеет целью	1	2
1105	почему? потому	1	2
1106	он также	1	2
1107	но зато	2	2
1108	выражена и	1	2
1109	свой предмет	2	2
1110	ничего нового	1	2
1111	хочу сказать	3	2
1112	в тех	4	2
1113	не могла	1	2
1114	а во-вторых	2	2
1115	а все	2	2
1116	который мы	2	2
1117	зрения так	1	2
1118	тысячу раз	2	2
1119	сомневаться в	1	2
1120	этот вопрос	7	2
1121	может уже	1	2
1122	бы было	1	2
1123	как эта	1	2
1124	целом и	2	2
1125	для той	1	2
1126	тот или	1	2
1127	на который	2	2
1128	однако в	2	2
1129	в систему	1	2
1130	и др	1	2
1131	силу своей	1	2
1132	образом в	3	2
1133	своего существования	1	2
1134	есть фикция	1	2
1135	здесь я	1	2
1136	повседневной жизни	1	2
1137	вот и	1	2
1138	которые были	1	2
1139	учением о	1	2
1140	ни за	1	2
1141	перед нею	1	2
1142	многое не	1	2
1143	разве только	1	2
1144	бы я	1	2
1145	понять что	1	2
1146	в подлинном	1	2
1147	и сами	2	2
1148	таков например	1	2
1149	к сожалению	2	2
1150	хорошо и	1	2
1151	в анализе	1	2
1152	на деле	2	2
1153	во втором	2	2
1154	достоевского в	1	2
1155	они и	1	2
1156	этот закон	1	2
1157	также что	2	2
1158	убедиться что	2	2
1159	и прочих	2	2
1160	с такой	1	2
1161	в фактах	1	2
1162	не идет	1	2
1163	сколько угодно	2	2
1164	но также	6	2
1165	и далее	3	2
1166	лишь тогда	1	2
1167	заключается не	1	2
1168	же невозможно	1	2
1169	ему все	1	2
1170	в область	2	2
1171	разного рода	1	2
1172	все те	3	2
1173	фактов но	1	2
1174	или к	1	2
1175	видели уже	1	2
1176	она становится	1	2
1177	как идея	1	2
1178	исключительно лишь	2	2
1179	находятся в	1	2
1180	я имею	2	2
1181	о законах	1	2
1182	все то	1	2
1183	конечно и	3	2
1184	отличаются от	1	2
1185	выше я	1	2
1186	в наших	1	2
1187	показать что	2	2
1188	содержание и	5	2
1189	себе совершенно	1	2
1190	еще с	1	2
1191	на месте	2	2
1192	и иначе	1	2
1193	совершенно правильно	1	2
1194	в процессе	1	2
1195	приведу еще	1	2
1196	бы уже	2	2
1197	она имеет	1	2
1198	подлинное знание	1	2
1199	к его	1	2
1200	и просто	1	2
1201	жизни в	1	2
1202	действительно может	1	2
1203	в механизме	1	2
1204	не знали	1	2
1205	идти речь	1	2
1206	знает что	1	2
1207	идти дальше	1	2
1208	на их	1	2
1209	природе своей	1	2
1210	на своем	1	2
1211	своей жизни	1	2
1212	везде и	1	2
1213	категорию в	1	2
1214	в которые	2	2
1215	в любой	1	2
1216	но оно	2	2
1217	есть все-таки	1	2
1218	не имеют	3	2
1219	для всякой	2	2
1220	разумеется это	1	2
1221	совпадает с	1	2
1222	связана с	1	2
1223	относится к	3	2
1224	не должно	2	2
1225	могла бы	2	2
1226	слово которое	1	2
1227	какие же	2	2
1228	если для	1	2
1229	внимание на	5	2
1230	них как	1	2
1231	в понятие	1	2
1232	и никто	1	2
1233	слова и	8	2
1234	развития и	1	2
1235	и теперь	1	2
1236	именно на	1	2
1237	и вся	1	2
1238	частности и	1	2
1239	более и	1	2
1240	друг от	1	2
1241	своих частей	1	2
1242	я хотел	1	2
1243	было и	1	2
1244	нет в	2	2
1245	имеем в	1	2
1246	мне не	2	2
1247	же только	1	2
1248	возможность и	2	2
1249	говорим мы	1	2
1250	к науке	1	2
1251	как некое	1	2
1252	ее не	1	2
1253	нашего анализа	2	2
1254	своем месте	1	2
1255	е она	1	2
1256	именно то	1	2
1257	есть категория	1	2
1258	совсем другое	1	2
1259	этих примерах	1	2
1260	реальных вещей	1	2
1261	с него	2	2
1262	из него	1	2
1263	часто и	2	2
1264	был в	2	2
1265	формы как	1	2
1266	где нет	2	2
1267	этого термина	4	2
1268	самое слово	1	2
1269	как к	2	2
1270	дает нам	1	2
1271	что ему	1	2
1272	мы могли	2	2
1273	день и	1	2
1274	делает их	1	2
1275	эта не	3	2
1276	и уж	1	2
1277	что значит	2	2
1278	можно прямо	1	2
1279	не для	2	2
1280	бы на	4	2
1281	легко заметить	1	2
1282	его и	1	2
1283	в соответствующих	1	2
1284	мимо цели	1	2
1285	что только	2	2
1286	в широком	2	2
1287	чем он	1	2
1288	ли мыслить	1	2
1289	слово в	2	2
1290	основана на	1	2
1291	что например	1	2
1292	содержат в	1	2
1293	с которым	1	2
1294	и прочие	2	2
1295	от друга	1	2
1296	все ее	1	2
1297	что ничего	3	2
1298	о характере	2	2
1299	дело в	2	2
1300	это еще	1	2
1301	в силах	2	2
1302	бы быть	1	2
1303	далее мы	1	2
1304	и вовсе	7	2
1305	такой вопрос	1	2
1306	последнее время	3	2
1307	свое изложение	1	2
1308	этого вопроса	3	2
1309	в такой	2	2
1310	говорить как	1	2
1311	в новом	1	2
1312	на его	3	2
1313	в каждой	1	2
1314	бы совершенно	1	2
1315	это так	2	2
1316	а так	1	2
1317	можно утверждать	1	2
