N	2gram	Tiupa_Narr	Tvorches
284	году в	1	3
285	его как	2	3
286	и др	2	3
287	человека как	1	3
288	в один	1	3
289	вплоть до	2	3
290	во второй	2	3
291	образом и	1	3
292	а теперь	1	3
293	этой проблемы	1	3
294	если в	3	3
295	живет в	1	3
296	для себя	1	3
297	сводится к	3	3
298	себе не	2	3
299	в процессе	1	3
300	подхода к	1	3
301	может не	3	3
302	никто не	1	3
303	да и	4	3
304	о котором	1	3
305	со стороны	9	3
306	ни на	1	3
307	не является	8	3
308	и тогда	1	3
309	и до	2	3
310	сами по	2	3
311	нет и	2	3
312	как мы	3	3
313	во времени	8	3
314	жизни не	1	3
315	жизни но	2	3
316	как к	2	3
317	но на	1	3
318	что оно	1	3
319	свидетельствует о	1	3
320	авторской позиции	2	3
321	он и	1	3
322	на самом	1	3
323	у нас	1	3
324	таком случае	2	3
325	не существует	3	3
326	или в	2	3
327	но уже	1	3
328	не все	5	3
329	человека к	1	3
330	не по	1	3
331	в ней	3	3
332	мы узнаем	1	3
333	из этих	3	3
334	в него	1	3
335	а по	2	3
336	не с	3	3
337	с ее	3	3
338	в начале	1	3
339	в другом	1	3
340	лишь в	1	3
341	отношение к	2	3
342	к ней	1	3
343	одного из	4	3
344	в ходе	1	3
345	бы он	1	3
346	мифа в	1	3
347	жизни и	3	3
348	в области	2	3
349	и только	2	3
350	более того	1	3
351	является в	1	2
352	было показано	1	2
353	еще раз	1	2
354	которая в	2	2
355	не мешает	1	2
356	этот момент	1	2
357	по выражению	2	2
358	общения с	1	2
359	в результате	2	2
360	как было	3	2
361	вслед за	4	2
362	из нее	1	2
363	их в	1	2
364	в художественном	1	2
365	с героем	1	2
366	когда в	1	2
367	нам представляется	1	2
368	он идет	2	2
369	и того	2	2
370	в первую	1	2
371	в данном	5	2
372	не могли	1	2
373	в действительности	1	2
374	представляется нам	1	2
375	между вещами	1	2
376	входит в	1	2
377	когда она	1	2
378	свою очередь	3	2
379	пока еще	4	2
380	в пространстве	4	2
381	однако эти	1	2
382	ключ к	2	2
383	содержит в	1	2
384	по поводу	1	2
385	он живет	1	2
386	уже по	1	2
387	о чем	2	2
388	точка зрения	6	2
389	того же	1	2
390	жизни с	1	2
391	намек на	1	2
392	грань между	1	2
393	во всех	1	2
394	не противоречит	1	2
395	х гг	1	2
396	с одной	7	2
397	на том	3	2
398	в произведении	3	2
399	внимание на	1	2
400	начала и	1	2
401	сюжета в	2	2
402	как раз	2	2
403	тем не	3	2
404	которого он	2	2
405	в качестве	21	2
406	писателя как	1	2
407	с другими	1	2
408	уже говорилось	1	2
409	связи с	4	2
410	который является	1	2
411	героя с	2	2
412	человек и	1	2
413	в связи	2	2
414	от одной	2	2
415	между собой	2	2
416	в двух	2	2
417	что как	1	2
418	времени а	1	2
419	но как	2	2
420	не сводится	2	2
421	ли это	1	2
422	выглядит как	1	2
423	мы уже	1	2
424	не дает	1	2
425	действующих лиц	1	2
426	не будет	3	2
427	одним словом	1	2
428	если же	1	2
429	и является	1	2
430	при такой	1	2
431	в тех	1	2
432	в современной	1	2
433	по своей	3	2
434	на мир	1	2
435	он еще	1	2
436	было бы	4	2
437	протяжении всего	1	2
438	даже если	1	2
439	с которым	1	2
440	зато в	1	2
441	в силу	4	2
442	а как	1	2
443	возможностей в	1	2
444	первую очередь	1	2
445	в речи	1	2
446	и здесь	1	2
447	его из	1	2
448	жизни а	2	2
449	в литературной	1	2
450	с такой	1	2
451	представляют собой	2	2
452	человек с	1	2
453	в сущности	3	2
454	и соответственно	2	2
455	ни в	3	2
456	и делает	1	2
457	не могут	1	2
458	должен был	1	2
459	здесь мы	1	2
460	произведения в	1	2
461	столь же	3	2
462	тоже не	1	2
463	как о	1	2
464	к его	1	2
465	известном смысле	2	2
466	не имеет	2	2
467	является причиной	1	2
468	в известном	2	2
469	в россию	1	2
470	со смертью	2	2
471	наконец в	2	2
472	а может	1	2
473	и уже	1	2
474	под сомнение	1	2
475	что если	1	2
476	от других	1	2
477	числе и	4	2
478	а во	3	2
479	неотделима от	1	2
480	переход от	4	2
481	событий в	2	2
482	мог бы	3	2
483	за пределами	1	2
484	в глазах	1	2
485	всякий раз	1	2
486	в классической	1	2
487	точку зрения	4	2
488	детство и	1	2
489	рассчитан на	1	2
490	в другое	1	2
491	в вечности	1	2
492	характер что	1	2
493	ответ на	1	2
494	мир в	1	2
495	данном случае	4	2
496	том числе	6	2
497	где он	1	2
498	он как	1	2
499	о нем	4	2
500	пространстве а	1	2
501	некоторые из	1	2
502	слова не	1	2
503	когда же	1	2
504	не от	2	2
505	и где	1	2
506	не сразу	1	2
507	эти наблюдения	1	2
508	или даже	2	2
509	и со	1	2
510	и вообще	1	2
511	к одному	1	2
512	нуждается в	5	2
513	героя к	3	2
514	она не	2	2
515	а от	1	2
516	от всех	2	2
517	по бахтину	3	2
518	но она	1	2
519	отношений между	1	2
520	в нашей	1	2
521	в зеркало	1	2
522	только то	1	2
523	человека с	1	2
524	пространства и	1	2
525	по всей	2	2
526	говорилось выше	1	2
527	это еще	1	2
528	же в	4	2
529	включает в	2	2
530	их на	1	2
531	надо было	1	2
532	может и	1	2
533	есть не	1	2
534	мира в	5	2
535	что было	1	1
536	нельзя признать	1	1
537	развитии сюжета	1	1
538	отвечает на	1	1
539	мы и	1	1
540	действующее лицо	2	1
541	не понимает	1	1
542	как произведение	1	1
543	а когда	1	1
544	всю ночь	1	1
545	чего не	1	1
546	рассказ о	1	1
547	однако оно	1	1
548	есть прежде	1	1
549	это лишь	1	1
550	и катастрофы	1	1
551	формы в	1	1
552	литературы а	1	1
553	можно определить	1	1
554	я тоже	1	1
555	нас в	1	1
556	не являются	2	1
557	но смысл	1	1
558	одно из	2	1
559	персонажа и	2	1
560	не бывает	1	1
561	действия к	1	1
562	ни слова	1	1
563	мыслится как	1	1
564	сознаний в	1	1
565	мы были	1	1
566	но все	4	1
567	вольно или	3	1
568	когда рассказчик	1	1
569	по мысли	3	1
570	в ноги	1	1
571	его личности	2	1
572	том или	2	1
573	мира это	1	1
574	сказывается и	1	1
575	имеет место	4	1
576	в собственном	2	1
577	что по	2	1
578	мысли о	1	1
579	собой не	2	1
580	сказать его	1	1
581	речь идет	4	1
582	их внутреннюю	2	1
583	в обстановке	1	1
584	жизни на	1	1
585	матери и	4	1
586	вписываются в	1	1
587	как только	1	1
588	после его	1	1
589	первый взгляд	2	1
590	это случилось	1	1
591	всего они	1	1
592	при всей	4	1
593	к специфике	1	1
594	ли я	1	1
595	европейского романа	1	1
596	как справедливо	2	1
597	в противовес	4	1
598	героя или	1	1
599	ее к	1	1
600	мире не	1	1
601	к другой	2	1
602	соотнесенности с	1	1
603	себя если	1	1
604	некоторого рода	2	1
605	в противоположность	2	1
606	от боли	1	1
607	не должен	1	1
608	одной стороны	7	1
609	что никогда	1	1
610	отрыве от	1	1
611	одновременно резко	1	1
612	роман с	1	1
613	сознания в	1	1
614	таким же	1	1
615	полифоническом мире	1	1
616	между двумя	5	1
617	но может	1	1
618	ему даже	1	1
619	финале рассказа	1	1
620	в различных	1	1
621	такое прочтение	1	1
622	главному герою	1	1
623	в смысле	1	1
624	не что	2	1
625	является как	1	1
626	отношение слушателя	1	1
627	автора с	1	1
628	в не	1	1
629	с рассказом	2	1
630	в прошлом	3	1
631	уже более	1	1
632	в комнате	1	1
633	это весьма	1	1
634	в душах	1	1
635	дает нам	1	1
636	из традиции	1	1
637	жизни как	3	1
638	том чтобы	1	1
639	обычно предполагают	1	1
640	у себя	1	1
641	под названием	1	1
642	как от	1	1
643	преимущественно в	1	1
644	устремлена к	1	1
645	чего он	1	1
646	все без	1	1
647	для всего	1	1
648	к этим	1	1
649	и открывает	1	1
650	дважды это	1	1
651	в позицию	1	1
652	видения мира	1	1
653	к языку	1	1
654	картину мира	2	1
655	себе самом	2	1
656	внутренней жизни	1	1
657	чем было	1	1
658	героя не	1	1
659	бы то	3	1
660	в церкви	4	1
661	в самую	2	1
662	к их	1	1
663	от его	1	1
664	что иное	2	1
665	еще раньше	1	1
666	и читатель	1	1
667	в драме	1	1
668	после возвращения	1	1
669	такого рода	7	1
670	вызвано тем	1	1
671	оценки и	1	1
672	первый раз	1	1
673	художественное время	1	1
674	в разрезе	1	1
675	есть его	1	1
676	ни было	3	1
677	от начала	1	1
678	и за	1	1
679	второй в	1	1
680	в герое	1	1
681	или иную	2	1
682	говоря словами	2	1
683	картине мира	1	1
684	оказывается для	1	1
685	видит в	1	1
686	отцов и	1	1
687	в будущем	2	1
688	как же	1	1
689	были большие	1	1
690	о возможности	1	1
691	в разные	1	1
692	как результат	1	1
693	нем самом	1	1
694	при анализе	1	1
695	между настоящим	1	1
696	всех его	2	1
697	до читателя	1	1
698	будто бы	3	1
699	позиции в	1	1
700	эта позиция	1	1
701	рассказывать о	1	1
702	смысла но	2	1
703	напомним что	1	1
704	восходящей к	2	1
705	из уст	1	1
706	о смерти	1	1
707	романной формы	1	1
708	и всю	1	1
709	жизненной позиции	4	1
710	как говорит	3	1
711	настоящим и	1	1
712	между ними	2	1
713	встречается в	2	1
714	с отцом	1	1
715	и перед	1	1
716	зрения и	2	1
717	больше всего	1	1
718	и кому	1	1
719	например как	2	1
720	делает его	1	1
721	жизни то	1	1
722	существенного значения	1	1
723	занимает особое	1	1
724	той или	4	1
725	своих прежних	1	1
726	складывается из	2	1
727	в постель	1	1
728	мы можем	1	1
729	анекдота не	1	1
730	с матерью	1	1
731	не составляет	1	1
732	в эпизод	1	1
733	подробностями и	1	1
734	в структуре	2	1
735	и служба	1	1
736	на другой	2	1
737	всего лишь	2	1
738	то ни	3	1
739	параллели между	1	1
740	закономерно приводит	1	1
741	оснований для	1	1
742	или же	1	1
743	речи и	1	1
744	в случае	7	1
745	в развитии	1	1
746	на чем	2	1
747	какой-то мере	1	1
748	в детстве	5	1
749	однако эта	1	1
750	мире на	1	1
751	кого из	1	1
752	хотя в	2	1
753	вспомним что	1	1
754	можно было	2	1
755	в форме	5	1
756	фразе из	1	1
757	бы уже	1	1
758	что смысл	1	1
759	от страха	1	1
760	также и	1	1
761	хронологической последовательности	1	1
762	над ним	1	1
763	следует признать	2	1
764	или иное	2	1
765	сведена к	1	1
766	на некоторые	1	1
767	другой день	2	1
768	то по	1	1
769	он прямо	2	1
770	обратимся к	3	1
771	и ставит	1	1
772	на историю	1	1
773	не порождает	1	1
774	автора как	1	1
775	о болезни	1	1
776	уходом из	2	1
777	сказать о	1	1
778	или иного	2	1
779	сознания однако	1	1
780	его смерти	1	1
781	чем и	1	1
782	смысл рассказа	1	1
783	стало причиной	1	1
784	в какой-то	1	1
785	одного и	1	1
786	сливаются в	1	1
787	в особенности	4	1
788	рассказом в	1	1
789	мире и	1	1
790	однако и	1	1
791	характерно для	1	1
792	друга в	1	1
793	у чехова	1	1
794	можно назвать	1	1
795	жить можно	1	1
796	понимал и	1	1
797	его собственным	1	1
798	истории в	3	1
799	не признает	1	1
800	не на	2	1
801	за границей	4	1
802	оно не	2	1
803	двух сыновей	1	1
804	это состояние	1	1
805	о своей	2	1
806	за человек	1	1
807	в различные	1	1
808	обращается к	1	1
809	всем протяжении	1	1
810	события но	2	1
811	но само	1	1
812	же о	1	1
813	как не	1	1
814	себя и	2	1
815	себя с	1	1
816	который не	1	1
817	в историческом	1	1
818	при всех	2	1
819	далек от	1	1
820	с начала	1	1
821	что вообще	1	1
822	ставит под	1	1
823	который и	1	1
824	призван служить	1	1
825	истории не	1	1
826	за границу	3	1
827	а если	2	1
828	он далек	1	1
829	языка и	2	1
830	когда мы	2	1
831	не вымышленных	1	1
832	это явление	1	1
833	то и	1	1
834	читателя то	1	1
835	не знаю	1	1
836	его персонажем	1	1
837	это то	1	1
838	не быть	1	1
839	трактуют как	1	1
840	из его	1	1
841	стал меньше	1	1
842	и ему	1	1
843	какую бы	1	1
844	входит и	1	1
845	с позиции	1	1
846	случае с	1	1
847	в обоих	2	1
848	было и	1	1
849	а лишь	1	1
850	например на	1	1
851	состоит в	13	1
852	образом не	1	1
853	для читателя	1	1
854	анекдот но	1	1
855	вспять к	1	1
856	на первый	2	1
857	может оказаться	2	1
858	и народ	1	1
859	который по	3	1
860	событие в	2	1
861	этого слова	2	1
862	к предмету	1	1
863	разыгрывающееся между	1	1
864	только потому	1	1
865	текста как	2	1
866	и для	2	1
867	то или	3	1
868	в самой	1	1
869	присущей ему	1	1
870	в четвертом	1	1
871	присутствие в	1	1
872	эту форму	1	1
873	быть без	1	1
874	или невольно	3	1
875	может как	1	1
876	подход к	2	1
877	главного персонажа	2	1
878	литературе нового	1	1
879	одной только	1	1
880	тогда в	2	1
881	имя которого	2	1
882	вокруг него	2	1
883	ему в	2	1
884	ничем не	1	1
885	хоть и	1	1
886	они не	2	1
887	и события	1	1
888	и было	1	1
889	нередко встречается	1	1
890	в первый	1	1
891	распространение и	1	1
892	опыта к	1	1
893	принимает форму	1	1
894	мы имеем	2	1
895	у матери	1	1
896	представлялось ему	2	1
897	как омовение	1	1
898	которых он	1	1
899	одновременно в	1	1
900	однако здесь	1	1
901	анализе и	1	1
902	сама не	1	1
903	построения текста	1	1
904	к очень	1	1
905	совершенно не	2	1
906	нее как	1	1
907	для нас	1	1
908	видеть в	1	1
909	в полном	2	1
910	нашу мысль	1	1
911	слова говорящий	1	1
912	в какую	1	1
913	о герое	1	1
914	чем он	1	1
915	что каждый	1	1
916	все равно	1	1
917	причиной его	1	1
918	а на	1	1
919	уклонение от	1	1
920	о воскресении	2	1
921	более крупные	1	1
922	а также	7	1
923	этом не	1	1
924	и эта	1	1
925	мы переходим	1	1
926	ему уже	1	1
927	перед смертью	1	1
928	здесь даже	1	1
929	искусства как	1	1
930	бога однако	1	1
931	в какой	2	1
932	жить в	1	1
933	не подлежит	1	1
934	есть в	2	1
935	но по	1	1
936	на фоне	1	1
937	к концу	1	1
938	а иногда	2	1
939	по своему	1	1
940	и братьев	1	1
941	эпизод в	1	1
942	это было	1	1
943	зависим от	1	1
944	составляет один	1	1
945	другой но	1	1
946	тем более	2	1
947	в меру	1	1
948	смерти и	2	1
949	ему не	1	1
950	писал он	2	1
951	как формы	2	1
952	его жизненной	1	1
953	того или	2	1
954	стечение обстоятельств	1	1
955	как ни	2	1
956	в цепь	1	1
957	для характеристики	1	1
958	в соборе	2	1
959	очередь по	1	1
960	в поле	1	1
961	голос самого	1	1
962	свой опыт	1	1
963	или исторические	1	1
964	ту или	2	1
965	сюжета как	1	1
966	одну из	2	1
967	восприятие и	1	1
968	после ухода	1	1
969	из древнейших	1	1
970	необходимым для	1	1
971	не о	3	1
972	движение сюжета	1	1
973	свою жизнь	1	1
974	а о	1	1
975	с начальным	1	1
976	резко отличается	1	1
977	в пределах	2	1
978	с прошлым	1	1
979	и времени	1	1
980	время они	1	1
981	продолжает определять	1	1
982	при всем	2	1
983	с человеком	2	1
984	признать что	1	1
985	в спальню	1	1
986	все та	2	1
987	рассказа о	2	1
988	в рамках	12	1
989	в отрыве	1	1
990	же самое	1	1
991	и следствий	1	1
992	в тексте	16	1
993	и самого	3	1
994	и культурный	1	1
995	собой лишь	1	1
996	или другому	1	1
997	служба и	1	1
998	границы этого	1	1
999	в характере	1	1
1000	но начиная	1	1
1001	или иной	5	1
1002	бытия и	1	1
1003	личный опыт	1	1
1004	и прежде	1	1
1005	на ту	1	1
1006	мы видели	1	1
1007	на всем	1	1
1008	человек не	1	1
1009	является ли	1	1
1010	место из	1	1
1011	ни был	1	1
1012	матерью и	2	1
1013	именно это	2	1
1014	этом что	1	1
1015	за городом	1	1
1016	героя но	1	1
1017	иное как	2	1
1018	себе а	1	1
1019	смыкается с	1	1
