N	2gram	Bakhtin_Pr	EvropaiC
110	хотя и	3	4
111	тем не	3	4
112	совершенно не	7	4
113	из которых	2	4
114	в их	10	4
115	в виде	2	4
116	связи с	2	4
117	в таком	3	4
118	с тем	1	4
119	в в	1	4
120	не есть	6	4
121	не могут	2	4
122	и у	2	4
123	что мы	1	4
124	мы уже	1	4
125	ни один	1	4
126	хотя бы	4	4
127	то ни	3	4
128	в дальнейшем	3	4
129	мы должны	2	4
130	что эта	2	4
131	целый ряд	1	4
132	отношение к	10	4
133	том же	2	4
134	и конец	2	4
135	и проч	28	4
136	ибо в	2	4
137	в области	11	4
138	культуры как	1	4
139	он не	3	4
140	всех этих	1	4
141	мы сказали	1	4
142	в одну	1	4
143	то же	5	4
144	никогда не	5	4
145	во всем	2	3
146	бы то	3	3
147	на почве	3	3
148	от него	3	3
149	что оно	2	3
150	а наоборот	1	3
151	возможно лишь	1	3
152	данном случае	4	3
153	только что	1	3
154	которые не	1	3
155	в начале	2	3
156	с одной	3	3
157	которых идет	1	3
158	ни было	3	3
159	в нашем	4	3
160	для нас	1	3
161	прежде всего	13	3
162	у нас	2	3
163	в этих	2	3
164	различия между	1	3
165	чем в	2	3
166	основаны на	1	3
167	что по	1	3
168	в нем	15	3
169	сомнению что	1	3
170	слагается из	1	3
171	в связи	2	3
172	не подлежит	1	3
173	настоящее время	1	3
174	в истории	2	3
175	вследствие этого	3	3
176	и это	3	3
177	что их	1	3
178	и вообще	2	3
179	и потому	4	3
180	в данном	4	3
181	и других	2	3
182	отличие от	5	3
183	вопрос о	1	3
184	в ней	4	3
185	и может	1	3
186	должны быть	4	3
187	может служить	1	3
188	это не	5	3
189	в тех	3	3
190	тем самым	4	3
191	конечно не	5	3
192	уже и	1	3
193	не вполне	2	3
194	в совершенно	1	3
195	к которой	1	3
196	а в	6	3
197	а лишь	2	3
198	было бы	8	3
199	как мы	7	3
200	они должны	1	3
201	мы будем	3	3
202	образом в	1	3
203	но не	12	3
204	бы в	1	3
205	в настоящее	1	3
206	и наконец	6	3
207	к такому	1	2
208	от нее	1	2
209	и весь	2	2
210	во втором	1	2
211	образом и	1	2
212	что у	1	2
213	них в	1	2
214	то есть	46	2
215	то в	1	2
216	мы все	1	2
217	на том	1	2
218	своей материальной	1	2
219	для него	1	2
220	следует что	2	2
221	тем как	5	2
222	в общей	1	2
223	но как	2	2
224	в виду	4	2
225	том и	1	2
226	иной чем	1	2
227	приобщиться к	1	2
228	но с	3	2
229	в своих	2	2
230	не было	2	2
231	все то	3	2
232	быть признана	1	2
233	не знает	3	2
234	культуре не	1	2
235	помнить что	3	2
236	и где	1	2
237	на нее	1	2
238	вовсе не	2	2
239	но для	1	2
240	в один	1	2
241	жизни и	1	2
242	то время	1	2
243	в процессе	1	2
244	если он	1	2
245	между этими	1	2
246	тому что	1	2
247	имеет место	5	2
248	я не	2	2
249	между ними	4	2
250	как не	1	2
251	с ними	4	2
252	есть в	1	2
253	должны подчиниться	1	2
254	которые могут	2	2
255	в которых	1	2
256	есть только	2	2
257	однако это	1	2
258	следовательно и	1	2
259	можно ли	1	2
260	они не	3	2
261	себя и	3	2
262	не имеет	9	2
263	высшей степени	5	2
264	почти все	1	2
265	в себя	2	2
266	более как	1	2
267	нет в	1	2
268	должен быть	2	2
269	у в	3	2
270	в них	5	2
271	вступают в	1	2
272	этих двух	1	2
273	а к	2	2
274	в основе	5	2
275	и более	2	2
276	в котором	2	2
277	и только	4	2
278	на этом	2	2
279	и социальной	1	2
280	она не	2	2
281	другими словами	2	2
282	к нему	10	2
283	в свою	2	2
284	одной стороны	3	2
285	также и	3	2
286	одну из	1	2
287	в другом	2	2
288	не более	2	2
289	и уже	1	2
290	нашем случае	1	2
291	только один	1	2
292	культурной ценности	1	2
293	говорить о	3	2
294	всех других	1	2
295	тех же	1	2
296	которую он	1	2
297	так чтобы	1	2
298	ценности и	2	2
299	не следует	2	2
300	и те	2	2
301	этот вопрос	1	2
302	же время	3	2
303	от своей	1	2
304	это может	1	2
305	свою очередь	1	2
306	очень мало	1	2
307	потому и	1	2
308	я в	1	2
309	широком смысле	1	2
310	к ним	1	2
311	что под	1	2
312	культуры но	1	2
313	своем целом	1	2
314	в высшей	5	2
315	на него	3	2
316	в глазах	1	2
317	на первый	2	2
318	только при	2	2
319	во всей	1	2
320	где находится	2	2
321	в частности	2	2
322	одна из	2	2
323	и дальше	1	2
324	этого слова	1	2
325	но если	1	2
326	и его	16	2
327	от них	2	2
328	а следовательно	1	2
329	отнюдь не	19	2
330	лишь самое	1	2
331	независимо от	13	2
332	с ее	1	2
333	в самой	2	2
334	они могут	1	2
335	и особенно	1	2
336	и ее	2	2
337	к психологии	1	2
338	друг друга	1	2
339	он должен	2	2
340	культура есть	1	1
341	нас при	1	1
342	не происходит	1	1
343	всех отношениях	1	1
344	базой для	2	1
345	к действительности	3	1
346	и другие	2	1
347	или просто	1	1
348	которой я	1	1
349	равной мере	1	1
350	для всех	1	1
351	в более	4	1
352	произведение и	3	1
353	оно может	2	1
354	говоря уже	1	1
355	которые совершенно	1	1
356	к их	1	1
357	она и	1	1
358	проч все	3	1
359	гораздо сложнее	1	1
360	и должны	2	1
361	создания и	1	1
362	под словом	1	1
363	не во	2	1
364	если в	1	1
365	нет а	2	1
366	и пр	2	1
367	некоторой степени	1	1
368	время в	1	1
369	каждого отдельного	1	1
370	оно было	2	1
371	случае мы	2	1
372	именно как	1	1
373	еще более	1	1
374	была бы	2	1
375	а вследствие	1	1
376	за пределами	1	1
377	в своей	7	1
378	тот который	1	1
379	который можно	1	1
380	кроме того	3	1
381	строго говоря	1	1
382	в корне	2	1
383	лишь после	1	1
384	в ее	4	1
385	его он	1	1
386	мысли и	1	1
387	что так	1	1
388	не приходится	1	1
389	все только	1	1
390	в принципе	1	1
391	в меньшей	1	1
392	в область	3	1
393	других областях	2	1
394	ее нет	1	1
395	чем тот	1	1
396	в тот	1	1
397	со своим	1	1
398	на которой	1	1
399	и другими	3	1
400	с другими	3	1
401	нами в	2	1
402	этом направлении	1	1
403	смысле этого	1	1
404	как нечто	3	1
405	положении находится	2	1
406	и художественное	2	1
407	и лингвистическое	1	1
408	с другим	1	1
409	как с	1	1
410	основных понятий	2	1
411	работе по	1	1
412	всеми другими	1	1
413	а на	1	1
414	или для	1	1
415	например при	2	1
416	не различается	1	1
417	здесь мы	2	1
418	или иной	2	1
419	живет и	1	1
420	ни одна	2	1
421	в первом	1	1
422	этого не	1	1
423	ее от	1	1
424	не ставит	1	1
425	только когда	1	1
426	но совершенно	2	1
427	который как	1	1
428	прямого отношения	1	1
429	дело в	2	1
430	и продолжают	1	1
431	нужно только	1	1
432	на себя	1	1
433	и эта	2	1
434	их взаимоотношения	1	1
435	вследствие отсутствия	1	1
436	тем что	2	1
437	более широкие	1	1
438	из всего	1	1
439	проч но	3	1
440	или иная	1	1
441	в материальной	1	1
442	бы все	1	1
443	например в	3	1
444	разобранные нами	1	1
445	отношения к	6	1
446	в равной	2	1
447	случае не	2	1
448	значительной своей	1	1
449	этом последнем	1	1
450	эта переоценка	1	1
451	и как	8	1
452	как о	1	1
453	но он	1	1
454	к его	2	1
455	время как	1	1
456	от чего	1	1
457	хотя конечно	1	1
458	ученый но	1	1
459	может только	1	1
460	себя как	5	1
461	общей борьбе	1	1
462	рядом с	5	1
463	уже о	1	1
464	на эту	1	1
465	как в	4	1
466	жизни в	1	1
467	дело идет	2	1
468	а эта	1	1
469	к концу	1	1
470	к своему	2	1
471	направление в	1	1
472	приводит к	3	1
473	и со	1	1
474	а рядом	1	1
475	и я	1	1
476	бы не	2	1
477	он найдет	1	1
478	да и	3	1
479	области между	1	1
480	служить базой	1	1
481	на самой	1	1
482	может занять	1	1
483	именно эта	1	1
484	и следовательно	1	1
485	именно поэтому	2	1
486	это было	1	1
487	языка то	1	1
488	себе и	1	1
489	на их	1	1
490	вся культура	1	1
491	самом широком	1	1
492	в историю	1	1
493	личности творца	1	1
494	всех их	1	1
495	художественное произведение	8	1
496	это имеет	1	1
497	зрения одной	1	1
498	в других	4	1
499	уже не	1	1
500	проч в	3	1
501	не имели	1	1
502	культурного творчества	3	1
503	связаны с	2	1
504	вопроса о	3	1
505	другом случае	1	1
506	понятий и	2	1
507	всех своих	2	1
508	мы указывали	1	1
509	иметь в	1	1
510	к одному	1	1
511	но последовательно	1	1
512	в каждом	2	1
513	не говоря	1	1
514	перестает быть	4	1
515	речь в	1	1
516	это и	1	1
517	все остальное	1	1
518	нами выше	2	1
519	ибо только	2	1
520	не является	3	1
521	и эти	1	1
522	перенесенной на	1	1
523	всегда с	1	1
524	ними на	1	1
525	этой главы	1	1
526	которую мы	3	1
527	ведь в	1	1
528	ли это	1	1
529	и даже	3	1
530	в лучшем	2	1
531	дело только	3	1
532	психологии и	1	1
533	два момента	1	1
534	даже и	1	1
535	та или	1	1
536	стороны все	1	1
537	ими из	1	1
538	все остальные	1	1
539	и между	1	1
540	всегда может	1	1
541	эти ценности	1	1
542	и вот	1	1
543	они совершенно	1	1
544	в значительной	2	1
545	входит в	8	1
546	видит и	1	1
547	которые имеют	1	1
548	от самого	1	1
549	на ступени	1	1
550	выше в	2	1
551	а из	1	1
552	этого положения	1	1
553	характер не	1	1
554	но лишь	2	1
555	из его	1	1
556	единство и	2	1
557	характер в	1	1
558	ибо это	1	1
559	от всех	4	1
560	чувствовать себя	1	1
561	идет в	1	1
562	смысле слова	2	1
563	если так	1	1
564	на нем	1	1
565	только на	1	1
566	таким путем	1	1
567	не были	1	1
568	точками зрения	1	1
569	все те	1	1
570	должна бы	1	1
571	не могла	1	1
572	приходит к	1	1
573	каждый раз	1	1
574	есть лишь	3	1
575	за каждым	1	1
576	находясь на	1	1
577	в нашей	2	1
578	стороны его	1	1
579	и стремление	1	1
580	а только	2	1
581	как оно	1	1
582	можно найти	1	1
583	лишь как	4	1
584	можно было	4	1
585	борьбе за	1	1
586	с понятием	1	1
587	находить в	1	1
588	и часто	1	1
589	же самое	2	1
590	но этот	1	1
591	себя свою	2	1
592	собою и	1	1
593	становится как	1	1
594	их лишь	1	1
595	центр тяжести	2	1
596	истории и	1	1
597	им нужно	1	1
598	причем это	1	1
599	быть не	1	1
600	как человек	1	1
601	есть они	1	1
602	психический процесс	2	1
603	нее и	1	1
604	ибо на	1	1
605	без всякого	1	1
606	произведения в	5	1
607	не совсем	1	1
608	еще нет	1	1
609	ее не	1	1
610	не создает	1	1
611	однако в	1	1
612	и самого	1	1
613	или о	1	1
614	нет и	3	1
615	глаза и	1	1
616	могут быть	5	1
617	данного произведения	1	1
618	является конечно	2	1
619	нее лишь	1	1
620	благодаря этому	1	1
621	только по	4	1
622	всех сторон	2	1
623	от общей	3	1
624	но именно	1	1
625	до конца	1	1
626	понимание но	1	1
627	к которому	4	1
628	все соки	1	1
629	целом в	2	1
630	зрения на	1	1
631	в узком	1	1
632	к чисто	1	1
633	он может	2	1
634	исходит из	1	1
635	в одинаковой	1	1
636	нем не	1	1
637	при оценке	1	1
638	стало возможным	1	1
639	в современной	2	1
640	ко всякой	1	1
641	именно с	1	1
642	с его	2	1
643	сказать что	4	1
644	бы ни	1	1
645	а как	3	1
646	себя все	2	1
647	только с	1	1
648	является только	1	1
649	нет что	1	1
650	каждый момент	4	1
651	лучшем случае	2	1
652	общих чертах	1	1
653	есть ли	1	1
654	а не	5	1
655	и духовного	2	1
656	в культуре	2	1
657	особый характер	1	1
658	культуры тем	1	1
659	иногда в	1	1
660	здесь не	4	1
661	ставит его	1	1
662	и тем	3	1
663	ничего не	6	1
664	есть не	2	1
665	есть как	1	1
666	иное как	1	1
667	на них	3	1
668	вся эта	1	1
669	не к	6	1
670	его можно	1	1
671	человека но	1	1
672	они довольно	1	1
673	можно только	6	1
