N	3gram	Bakhtin_Fr	Vladivir
230	они ничего не	1	1
231	включает в себя	3	1
232	не было недостатка	1	1
233	в отрыве от	2	1
234	года в году	1	1
235	из этих элементов	1	1
236	одной и той	1	1
237	и ничего не	1	1
238	при этом что	2	1
239	однако и в	1	1
240	только потому что	1	1
241	мы будем называть	1	1
242	перед нами здесь	1	1
243	без учета этого	1	1
244	и вообще все	1	1
245	как раз в	1	1
246	в своей статье	2	1
247	кто знает что	1	1
248	и с их	1	1
249	в обычном смысле	1	1
250	в собственном смысле	3	1
251	что касается до	2	1
252	выходит за пределы	4	1
253	в новое время	4	1
254	кроме того это	1	1
255	и в литературе	2	1
256	и не вполне	2	1
257	философской мысли и	1	1
258	и без всякого	1	1
259	и в нем	1	1
260	только с помощью	1	1
261	еще можно говорить	1	1
262	времени то есть	2	1
263	и не может	2	1
264	и оценивает его	1	1
265	главным образом на	2	1
266	и не только	1	1
267	поэтому в дальнейшем	1	1
268	может быть никакой	1	1
269	не только как	1	1
270	нет и не	1	1
271	и в области	1	1
272	все подобного рода	1	1
273	несколько слов о	1	1
274	на этом мы	2	1
