N	3gram	Losev_Dial	Problema
146	но если мы	1	5
147	какой мере не	1	5
148	одно и то	8	5
149	да и то	3	5
150	не менее в	1	5
151	том что он	1	5
152	что в нем	4	5
153	же как и	1	5
154	ни в чем	2	5
155	потому что они	2	5
156	и больше ничего	1	4
157	дело не в	1	4
158	символ первой степени	1	4
159	в коем случае	1	4
160	несмотря на всю	5	4
161	что это за	3	4
162	друг от друга	1	4
163	то в чем	3	4
164	уже не есть	1	4
165	связи с этим	2	4
166	как это мы	2	4
167	и вместе с	1	4
168	тоже не есть	1	4
169	они вовсе не	2	4
170	но все же	2	4
171	мы имеем дело	1	4
172	в том чтобы	1	4
173	том или другом	1	4
174	отчет в том	1	4
175	что понятие символа	1	4
176	все же не	1	4
177	же в таком	1	4
178	не было бы	2	4
179	и в своей	1	4
180	это уже не	1	4
181	даже если бы	1	4
182	вопрос о том	1	4
183	в другом случае	1	4
184	это было бы	1	4
185	не значит что	6	4
186	несет на себе	2	4
187	если иметь в	2	4
188	ни в коем	1	4
189	в символе и	1	4
190	сказать что он	1	4
191	а именно в	1	4
192	в этих случаях	1	4
193	равно как и	1	4
194	в это время	1	4
195	ту или иную	1	4
196	не потому что	5	4
197	и не в	1	4
198	именно то что	1	4
199	сливаются в одно	1	4
200	но ясно что	1	4
201	и с точки	1	4
202	подобно тому как	1	4
203	есть то что	1	4
204	во всех этих	1	4
205	никакого отношения к	1	4
206	так что в	1	4
207	в новое время	1	4
208	символ второй степени	1	4
209	друг к другу	2	4
210	одной стороны и	3	3
211	это не значит	3	3
212	убеждаемся в том	1	3
213	то что он	1	3
214	все на свете	3	3
215	о чем мы	1	3
216	то что не	1	3
217	интереснее всего то	1	3
218	что в данном	1	3
219	бы не было	1	3
220	потому что она	3	3
221	дело вовсе не	1	3
222	то ясно что	1	3
223	мы никогда не	1	3
224	нельзя сказать что	3	3
225	в отдельности и	1	3
226	к тому что	3	3
227	несмотря ни на	1	3
228	всего то что	1	3
229	не то что	1	3
230	имея в виду	1	3
231	но это не	2	3
232	как и вообще	1	3
233	мы говорим что	2	3
234	в чем же	1	3
235	если бы не	1	3
236	что не только	1	3
237	и когда мы	1	3
238	идея и образ	1	3
239	об этом мы	1	3
240	несмотря на свою	1	3
241	сказать что здесь	1	3
242	ничто не мешает	2	3
243	как мы увидим	1	3
244	по себе вовсе	1	3
245	в каком-то смысле	2	3
246	одному тому что	1	3
247	жизни и в	2	3
248	что и в	1	3
249	ровно ничего не	3	3
250	общего ни с	1	3
251	отнюдь не является	1	3
252	как же это	2	3
253	по сравнению с	2	3
254	несмотря на то	2	3
255	вовсе не в	3	3
256	в подлинном смысле	1	3
257	и даже до	1	3
258	и есть то	1	3
259	но это только	1	3
260	учения о символе	1	3
261	то что она	1	3
262	хотя бы в	1	3
263	бросается в глаза	1	3
264	это не просто	1	3
265	если бы мы	1	3
266	и в то	3	3
267	том что в	1	3
268	то или другое	1	3
269	и не есть	1	3
270	и может быть	3	3
271	от того что	1	3
272	не есть нечто	1	3
273	и не очень	1	3
274	в каком смысле	1	3
275	к выводу что	2	3
276	говорить о том	1	3
277	вовсе не обязательно	2	3
278	но в то	1	3
279	так как они	1	3
280	и ничего не	1	3
281	по одному тому	1	3
282	ни на какие	1	3
283	далеко не всегда	1	3
284	все больше и	1	2
285	ведь мы же	1	2
286	в то или	1	2
287	и каждый раз	1	2
288	точка зрения на	1	2
289	и т п	3	2
290	было бы в	1	2
291	ничего не говорит	4	2
292	мы говорим о	1	2
293	здесь нет никакой	1	2
294	а в том	1	2
295	ни с чем	1	2
296	с ним в	1	2
297	у него и	1	2
298	и во многих	1	2
299	говорить не о	1	2
300	никогда и не	1	2
301	сказать что в	1	2
302	не сама по	1	2
303	как бы она	1	2
304	не больше как	4	2
305	это и значит	1	2
306	мы все время	1	2
307	но также и	1	2
308	можно говорить о	1	2
309	каждой из них	1	2
310	значит что мы	1	2
311	ничего общего не	1	2
312	которая хотя и	1	2
313	можно сказать о	1	2
314	до последней степени	1	2
315	заключается не в	1	2
316	и говорить о	2	2
317	что она есть	1	2
318	есть не просто	2	2
319	всего того что	1	2
320	все же есть	1	2
321	но как раз	1	2
322	т д все	2	2
323	время содержит в	1	2
324	становится ясным что	1	2
325	такое положение дела	1	2
326	только в очень	1	2
327	то же и	2	2
328	в братьях карамазовых	1	2
329	это не имеет	1	2
330	вовсе не значит	1	2
331	в виду не	1	2
332	нет никакой мифологии	1	2
333	того и другого	2	2
334	связаны между собою	1	2
335	тем и другим	1	2
336	бы она ни	2	2
337	идеи и образа	2	2
338	и состоит из	2	2
339	же самое мы	1	2
340	д все это	2	2
341	это есть символ	1	2
342	конце концов не	1	2
343	о символе как	1	2
344	должны сказать и	1	2
345	есть символ что	1	2
346	на том или	1	2
347	что он не	2	2
348	достаточно глубоко и	1	2
349	только они и	1	2
350	а не только	1	2
351	важно то что	1	2
352	больше и больше	1	2
353	в каждом из	2	2
354	все равно не	1	2
355	прежде всего символ	2	2
356	прежде всего что	1	2
357	значит что он	3	2
358	самое мы должны	1	2
359	важно только то	1	2
360	заключается только в	1	2
361	станет утверждать что	1	2
362	все более и	1	2
363	здесь не просто	1	2
364	лиц и событий	1	2
365	ничего нового не	1	2
366	как мы это	1	2
367	не было и	1	2
368	а потому что	2	2
369	но в силу	1	2
370	этом смысле есть	1	2
371	принять во внимание	2	2
372	даже больше того	2	2
373	не может не	1	2
374	символ указывает на	1	2
375	так как он	2	2
376	так как здесь	1	2
377	потому что и	2	2
378	не просто в	1	2
379	что он есть	2	2
380	не существует и	1	2
381	и в том	1	2
382	и если они	1	2
383	или хотя бы	2	2
384	и не может	1	2
385	тогда когда есть	1	2
386	никогда не может	2	2
387	случае не есть	2	2
388	в том и	1	2
389	но только с	1	2
390	у пушкина и	1	2
391	и потому в	1	2
392	так чтобы все	1	2
393	она ни была	1	2
394	говорят только о	1	2
395	не что-нибудь иное	2	2
396	дня и ночи	1	2
397	о том или	1	2
398	хотя это и	1	2
399	в нем и	2	2
400	это не только	1	2
401	и той же	1	2
402	более и более	1	2
403	по себе в	1	2
404	можно сказать только	1	2
405	что не есть	3	2
406	если принять во	1	2
407	но в конце	1	2
408	мы убеждаемся в	1	2
409	содержать в себе	3	2
410	это совершенно неверно	1	2
411	как раз в	1	2
412	от всего прочего	1	2
413	одной и той	1	2
414	ни тем более	1	2
415	по себе как	1	2
416	не указывает на	1	2
417	по себе она	1	2
418	по своему объему	1	2
419	в которых нет	1	2
420	но о том	1	2
421	и то и	3	2
422	только и состоит	1	2
423	это мы уже	1	2
424	что мы получаем	1	2
425	предмет а не	1	2
426	и в литературе	1	2
427	и не только	4	2
428	в себе и	1	2
429	и следовательно в	1	2
430	если мы будем	1	2
431	имеет своим предметом	1	2
432	нечего и говорить	2	2
433	где идея и	1	1
434	не как-нибудь иначе	1	1
435	но ведь это	2	1
436	которых постоянно находишься	1	1
437	есть дерево а	1	1
438	образ может быть	1	1
439	одного из них	1	1
440	эти понятия и	1	1
441	на весь свой	1	1
442	заметим что для	1	1
443	бы ее ни	1	1
444	чего не было	1	1
445	то это вовсе	1	1
446	который от нас	1	1
447	что она не	1	1
448	нечто совсем другое	1	1
449	бесконечности но в	1	1
450	своей высшей чистоте	1	1
451	перед нами как	1	1
452	разве только еще	1	1
453	как раз только	1	1
454	что все на	1	1
455	тому и другому	1	1
456	нами во всей	1	1
457	что в аллегории	1	1
458	в том как	1	1
459	же это за	1	1
460	кажутся до известной	1	1
461	так что оно	1	1
462	и в другом	1	1
463	и так и	1	1
464	том что такое	1	1
465	ни даже просто	1	1
466	по преимуществу к	1	1
467	каком случае нельзя	1	1
468	из них и	1	1
469	понимать что такое	1	1
470	но уже и	3	1
471	не впасть в	1	1
472	и ни на	2	1
473	вот оказывается что	1	1
474	больше того как	1	1
475	в виде какой-то	1	1
476	но эта связь	1	1
477	а в другом	1	1
478	а не потому	1	1
479	светлой природой и	1	1
480	чем он сам	1	1
481	мы замечаем что	1	1
482	или иной теории	1	1
483	а он как	1	1
484	какую-то другую действительность	1	1
485	т д мы	1	1
486	это не есть	1	1
487	и что она	1	1
488	об этом не	1	1
489	итак перед нами	1	1
490	и учение о	1	1
491	то что есть	2	1
492	мы находим например	1	1
493	по себе по	1	1
494	есть он сам	2	1
495	себе вовсе не	1	1
496	становления и в	1	1
497	так как она	4	1
498	во многих отношениях	1	1
499	образа в символе	1	1
500	т д в	1	1
501	мы только и	1	1
502	его не просто	1	1
503	на который мы	1	1
504	а между тем	1	1
505	сейчас мы можем	1	1
506	того что в	1	1
507	бы оно было	1	1
508	и при условии	2	1
509	может и должно	1	1
510	без всяких аллегорий	1	1
511	с этой стороны	2	1
512	и даже больше	2	1
513	и с ней	1	1
514	в одной точке	1	1
515	что имеется в	2	1
516	для комнат в	1	1
517	речь идет о	1	1
518	если вы хотите	2	1
519	что смысл вещи	1	1
520	познания добра и	1	1
521	все что угодно	1	1
522	смысл и свое	1	1
523	даже в этом	1	1
524	него же самого	1	1
525	если я скажу	1	1
526	ничем не отличаются	1	1
527	есть в том	1	1
528	в ней не	1	1
529	здесь в связи	1	1
530	так как это	2	1
531	рук и ног	1	1
532	мере в том	1	1
533	многих отношениях даже	1	1
534	тут же и	1	1
535	что это не	1	1
536	есть нечто совершенно	3	1
537	внимание еще на	1	1
538	совершенно не существует	2	1
539	точки зрения самого	2	1
540	видно что в	1	1
541	да и тут	1	1
542	понятие должно быть	1	1
543	и не требует	1	1
544	не нуждается в	6	1
545	и с другой	2	1
546	ясно что смысл	1	1
547	все это не	1	1
548	он не был	1	1
549	какая-нибудь аллегория то	1	1
550	что он с	1	1
551	ее надеждами и	1	1
552	и по сравнению	1	1
553	таким образом и	1	1
554	в них тоже	1	1
555	холодными синее стекло	1	1
556	это-то и есть	1	1
557	и это тоже	1	1
558	мы будем говорить	1	1
559	но так как	1	1
560	и при всем	1	1
561	коем случае не	1	1
562	не нуждается ни	1	1
563	взятая в чистом	1	1
564	нечто отличное от	1	1
565	и не быть	1	1
566	может и не	2	1
567	не содержат в	1	1
568	сквозь желтое стекло	1	1
569	и учения об	1	1
570	уже вовсе не	1	1
571	о символе это	1	1
572	что-нибудь другое то	1	1
573	но это и	1	1
574	сказать что она	1	1
575	на задний план	1	1
576	только самый принцип	1	1
577	гуще исторического процесса	1	1
578	оно во всяком	1	1
579	не говорит ни	2	1
580	и отличается от	1	1
581	однако это не	1	1
582	а на самом	1	1
583	тот смысл что	1	1
584	тому что например	1	1
585	обладает светлой природой	1	1
586	указанных только что	1	1
587	как это было	1	1
588	во всяком выражении	2	1
589	и в особенности	1	1
590	отвлеченная идея и	1	1
591	он всегда есть	1	1
592	весь мир как	1	1
593	и до сих	1	1
594	был бы выражением	1	1
595	ясно что это	1	1
596	в одно время	2	1
597	комнат в которых	1	1
598	это-то как раз	1	1
599	не есть ли	2	1
600	не происходит в	1	1
601	и даже просто	2	1
602	на очень высокой	1	1
603	и покоя как	1	1
604	но она вполне	1	1
605	которые могли бы	1	1
606	но пожалуй даже	1	1
607	может быть в	2	1
608	как один из	2	1
609	есть та или	1	1
610	времени и пространства	2	1
611	и даже в	3	1
612	как бы ее	1	1
613	и об его	2	1
614	и хочет чтобы	1	1
615	в предыдущем изложении	1	1
616	что сначала существует	1	1
617	без всякого труда	1	1
618	он сам является	1	1
619	но все это	2	1
620	так как будто	2	1
621	оно и должно	1	1
622	в широчайшем смысле	1	1
623	из того что	1	1
624	и все на	1	1
625	сейчас видно что	1	1
626	ли это что	2	1
627	ничего подобного нет	1	1
628	да и не	1	1
629	что на самом	1	1
630	синими так и	1	1
631	субъекта и объекта	4	1
632	добра и зла	1	1
633	к науке и	1	1
634	как и все	1	1
635	бы мы в	1	1
636	превратилось бы в	1	1
637	он вступает в	1	1
638	и все его	1	1
639	поэтому для комнат	1	1
640	возможна но и	1	1
641	можно только тогда	1	1
642	один и единственный	1	1
643	мы прекрасно понимаем	1	1
644	так и его	1	1
645	как бы ни	2	1
646	которые могут быть	1	1
647	пространства и времени	4	1
648	к искусству и	1	1
649	жизнь и смерть	1	1
650	с сообщением о	1	1
651	вы хотите чтобы	1	1
652	преследуем приятный предмет	1	1
653	и все в	1	1
654	а без этого	2	1
655	с тем чтобы	1	1
656	внимание на тот	1	1
657	не в самом	1	1
658	и вообще тех	1	1
659	нас ускользает так	1	1
660	же это может	1	1
661	следовательно в каком-то	1	1
662	есть символ второй	1	1
663	можно ли считать	1	1
664	но в зависимости	1	1
665	потому и является	1	1
666	и поэтический образ	2	1
667	даже и просто	1	1
668	как человек и	1	1
669	все эти элементы	1	1
670	было у него	1	1
671	в своей высшей	1	1
672	что учение о	1	1
673	том смысле как	1	1
674	чтобы можно было	1	1
675	миф не есть	20	1
676	дерево есть дерево	1	1
677	но как только	1	1
678	так всегда и	1	1
679	случае нельзя сказать	1	1
680	несмотря на весь	1	1
681	не только возможна	1	1
682	еще ничего не	1	1
683	же самое и	1	1
684	с ним или	1	1
685	и даже чем	1	1
686	на идею и	1	1
687	как раз на	1	1
688	бы и не	2	1
689	отнюдь не в	1	1
690	вещи не есть	1	1
691	от нас ускользает	1	1
692	в старое время	1	1
693	они и являются	1	1
694	том что все	1	1
695	очень высокой ноте	1	1
696	что же это	1	1
697	зная что такое	2	1
698	относится не к	1	1
699	это значило бы	1	1
700	потому что сначала	1	1
701	существует и что	1	1
702	не существует без	1	1
703	до известной степени	1	1
704	между тем и	1	1
705	во главе с	1	1
706	не содержит в	1	1
707	же и в	1	1
708	то что это	1	1
709	нами раньше как	1	1
710	серые зимние дни	1	1
711	поскольку эта последняя	1	1
712	себе по своему	1	1
713	один из видов	2	1
714	сих пор не	1	1
715	не говорят о	1	1
716	самое и в	1	1
717	однако так что	1	1
718	отличается ясностью веселостью	1	1
719	такого чего не	1	1
720	в данном образе	1	1
721	что это и	1	1
722	всегда содержит в	1	1
723	отличное от того	1	1
724	только сказать что	1	1
725	в жизни и	1	1
726	всякий скажет что	1	1
727	стороны и с	1	1
728	только возможна но	1	1
729	нет у него	1	1
730	что все это	1	1
731	идею и образ	1	1
732	сразу и одновременно	1	1
733	никак не хотят	1	1
734	степени просторными но	1	1
735	всякому ясно что	1	1
736	в один образ	1	1
737	значит ли это	2	1
738	может быть так	1	1
739	и можно сказать	3	1
740	не в том	2	1
741	если мы говорим	1	1
742	однако вернемся к	1	1
743	то вовсе не	1	1
744	нужды ни в	1	1
745	имеет никакого отношения	1	1
746	может быть заменено	1	1
747	содержат в себе	2	1
748	вещей и процессов	1	1
749	в отношении идеи	1	1
750	и аллегорией и	1	1
751	не будучи ни	1	1
752	такая простая вещь	1	1
753	все это суть	1	1
754	уже сама по	1	1
755	вовсе не было	1	1
756	есть нечто и	1	1
757	но что такое	3	1
758	в себе самом	2	1
759	нет ничего странного	1	1
760	что об ее	1	1
761	вещи а не	1	1
762	это есть самое	1	1
763	что всякая вещь	1	1
764	в данном месте	1	1
765	есть нечто отличное	1	1
766	не отличаются от	1	1
767	мы можем сказать	3	1
768	у вас в	1	1
769	мало ли что	1	1
770	ни при чем	1	1
771	ни о чем	2	1
772	известной степени просторными	1	1
773	однако сказать что	1	1
774	видим синими так	1	1
775	но для этого	1	1
776	и следовательно не	2	1
777	также и свою	1	1
778	в другое время	1	1
779	и уже потом	1	1
780	это нисколько не	1	1
781	пустыми и холодными	1	1
782	о вещах и	1	1
783	как и та	1	1
784	не только о	1	1
785	по себе без	1	1
786	предметы в печальном	1	1
787	ведь это же	1	1
788	не могут быть	1	1
789	также и учение	1	1
790	приятный предмет который	1	1
791	он сам а	1	1
792	дальше поэтому для	1	1
793	на какую-то другую	1	1
794	желтый цвет производит	2	1
795	по себе не	7	1
796	мы сказали что	1	1
797	говорит ни о	2	1
798	так и может	1	1
799	с тех пор	2	1
800	взять в толк	1	1
801	несмотря на все	1	1
802	потому что здесь	1	1
803	много общего с	1	1
804	но и к	1	1
805	из этого можно	1	1
806	же вместе с	1	1
807	том и в	1	1
808	и об этом	1	1
809	природой и отличается	1	1
810	то же время	8	1
811	ясно что не	1	1
812	он есть нечто	1	1
813	даже если она	1	1
814	в таком виде	1	1
815	значит что всякий	1	1
816	если и есть	1	1
817	то чем он	1	1
818	всегда обладает светлой	1	1
819	и что именно	1	1
820	и эти два	1	1
821	и это есть	1	1
822	в определенном направлении	1	1
823	не могу не	2	1
824	в типе его	1	1
825	в себе также	1	1
826	нет нужды ни	1	1
827	чтобы не сбиться	1	1
828	крайней мере три	1	1
829	может показаться что	1	1
830	можно представить себе	2	1
831	как раз та	1	1
832	а только чисто	1	1
833	и науки и	1	1
834	это может быть	1	1
835	идеей и образом	1	1
836	что это есть	1	1
837	а не ее	1	1
838	это не мешает	1	1
839	идти дальше поэтому	1	1
840	и должно быть	3	1
841	проникает в нас	1	1
842	отнюдь не просто	1	1
843	в нас а	1	1
844	нисколько не мешает	1	1
845	обратим внимание на	1	1
846	поэтому чтобы не	1	1
847	к свету и	2	1
848	мы видим синими	1	1
849	выйти за пределы	1	1
850	на всю ее	2	1
851	что они вовсе	1	1
852	и холодными синее	1	1
853	но и необходима	1	1
854	и в отношении	1	1
855	или ином отношении	1	1
856	не зная что	2	1
857	не есть она	1	1
858	с чем не	1	1
859	со всем их	1	1
860	мы заговорили о	1	1
861	весьма и весьма	1	1
862	конечно прежде всего	1	1
863	по себе с	1	1
864	в любой другой	1	1
865	в данный момент	1	1
866	то же только	1	1
867	при всем том	1	1
868	есть сама вещь	1	1
869	однако как бы	1	1
870	и в них	1	1
871	дерево а не	1	1
872	науки не существует	1	1
873	может содержать в	3	1
874	со всеми ее	1	1
875	даже и вовсе	1	1
876	всем известно что	1	1
877	об этом нам	1	1
878	ни на что	3	1
879	категорий потому что	1	1
880	наряду с другими	1	1
881	как то что	1	1
882	но что же	1	1
883	не есть в	1	1
884	тоже не существует	1	1
885	во всем этом	1	1
886	и как будто	1	1
887	и значит что	1	1
888	предмет который от	1	1
889	всегда так или	1	1
890	если она не	2	1
891	перед лицом вечности	1	1
892	времени и вечности	1	1
893	сказать только то	1	1
894	то в данном	1	1
895	не будет существовать	1	1
896	то не только	1	1
897	но вот теперь	1	1
898	мы отнюдь не	1	1
899	тогда получится что	1	1
900	если бы все	1	1
901	не есть изображение	1	1
902	совмещает в себе	1	1
903	сказать несколько слов	1	1
904	только аллегория но	1	1
905	в абсолютном смысле	1	1
906	есть она сама	1	1
907	есть тоже результат	1	1
908	в которых постоянно	1	1
909	но только не	1	1
910	жизни и только	1	1
911	есть так или	2	1
912	мы можем считать	1	1
913	не обязательно чтобы	1	1
914	то что я	2	1
915	только что в	1	1
916	есть уже миф	1	1
917	все эти бесконечные	1	1
918	что смысл данной	1	1
919	нуждается ни в	1	1
920	только лишь как	1	1
921	не есть сама	1	1
922	и отличается ясностью	1	1
923	в серые зимние	1	1
924	что несмотря на	1	1
925	свой смысл и	1	1
926	нас а потому	1	1
927	а не о	1	1
928	главное это то	1	1
