N	3gram	Losev_Prob	Marksizm
283	в первую очередь	3	1
284	так же и	3	1
285	по самой своей	1	1
286	для себя самого	1	1
287	не существует и	1	1
288	имеет дело вовсе	1	1
289	настоящее время является	1	1
290	в тех случаях	1	1
291	и в этой	1	1
292	мы все же	3	1
293	само собой разумеется	1	1
294	привело бы к	1	1
295	в определенном направлении	1	1
296	их жизни и	1	1
297	в гораздо более	1	1
298	знак имеет свою	1	1
299	значения того или	1	1
300	друг друга но	1	1
301	широком смысле слова	2	1
302	не имеет никакой	1	1
303	отнюдь не являются	1	1
304	то есть в	5	1
305	но он не	1	1
306	эта последняя в	1	1
307	в ней нет	1	1
308	вместе с тем	1	1
309	к тому или	1	1
310	вообще не существует	1	1
311	то что его	1	1
312	равно как и	2	1
313	связаны между собой	1	1
314	и во всяком	3	1
315	его значение и	1	1
316	в какой мере	1	1
317	но только с	1	1
318	а именно к	1	1
319	не имеют ничего	1	1
320	мы скажем что	2	1
321	что иное как	6	1
322	он не только	1	1
323	не имеет никакого	3	1
324	собой разумеется что	1	1
325	что он является	1	1
326	разумеется что в	1	1
327	здесь как и	1	1
328	и вовсе не	6	1
329	ничем не отличается	1	1
330	этой точки зрения	2	1
331	действительности на которую	1	1
332	нет ничего общего	1	1
333	в себе и	2	1
334	что же касается	5	1
335	и от них	1	1
336	может быть в	1	1
337	неразрывно связаны между	1	1
338	может быть лишь	1	1
339	еще только в	1	1
340	речи или даже	1	1
341	имеет значение если	1	1
342	даже вовсе не	2	1
343	имеют ничего общего	1	1
344	к выводу что	1	1
345	и не было	2	1
346	конечно не в	1	1
347	а в то	1	1
348	от знака к	2	1
349	и тем более	4	1
350	как впрочем и	1	1
351	не отличается от	1	1
352	в то время	6	1
353	тому или иному	1	1
354	в себе не	1	1
355	чтобы этот предмет	1	1
356	но что же	1	1
357	все же не	1	1
358	же в таком	2	1
359	и с точки	2	1
360	не говоря уже	1	1
361	же мы возьмем	1	1
362	у него с	1	1
363	в самой жизни	1	1
364	какой мере не	1	1
365	и не является	1	1
366	на то или	2	1
367	во всех случаях	1	1
368	не что иное	6	1
369	нас не было	1	1
370	с той или	5	1
371	выступает на первый	1	1
372	в других областях	1	1
373	дело в том	4	1
374	и все другие	1	1
375	здесь перед нами	2	1
376	в отрыве от	1	1
377	и в своем	1	1
378	и все его	1	1
379	строится так что	1	1
380	мы только что	2	1
381	тем же самым	1	1
382	подобно тому как	2	1
383	иметь свой собственный	1	1
384	что обычно называется	1	1
385	той огромной исторической	1	1
386	данном случае мы	1	1
387	во всех этих	1	1
388	как бы ни	1	1
389	по себе является	1	1
390	и это является	1	1
391	но отнюдь не	2	1
392	никакого отношения к	3	1
393	слова как они	1	1
394	в нашем понимании	1	1
395	здесь одно и	1	1
396	или совсем не	1	1
397	с этим не	1	1
398	правда и здесь	1	1
399	и его внешней	1	1
400	сих пор мы	2	1
401	не может обойтись	2	1
402	заключается здесь в	2	1
403	тех случаях когда	1	1
404	выходит за пределы	1	1
405	знак и что	1	1
406	в новое время	1	1
407	как бы они	1	1
408	вопрос мы не	1	1
409	о чем ты	1	1
410	тем что он	1	1
411	так как они	1	1
412	а вовсе не	3	1
413	и потому в	1	1
414	у тургенева и	1	1
415	сказать что и	1	1
416	не выходит за	2	1
417	они превращаются в	1	1
418	связи с тем	1	1
419	он сам и	1	1
420	по нашей терминологии	1	1
421	мы понимаем не	1	1
422	в основе своей	1	1
423	что же такое	3	1
424	между прочим и	1	1
425	не прав в	1	1
426	в той же	1	1
427	имеют никакого отношения	2	1
428	прямо сказать что	1	1
429	общего не имеет	1	1
430	нам кажется что	1	1
431	может быть достаточно	1	1
432	вовсе не с	1	1
433	нельзя разделить на	1	1
434	до конца и	1	1
435	отчет в том	3	1
436	и потому как	1	1
437	и связанные с	1	1
438	чем же в	4	1
439	мы не можем	2	1
440	все эти особенности	1	1
441	ровно ничего не	2	1
442	в другом случае	2	1
443	ни о каком	2	1
444	значения данного слова	2	1
445	является не чем	1	1
