N	2gram	Potebnia_M	Analitik
127	того что	15	9
128	что касается	2	9
129	дело с	2	8
130	роль в	1	8
131	не всегда	2	8
132	между двумя	1	8
133	в сторону	1	8
134	о его	2	8
135	с ним	7	8
136	нашего времени	1	8
137	если бы	23	8
138	и все	6	8
139	что он	5	8
140	перед нами	1	8
141	с точки	4	8
142	хотя и	6	8
143	этом отношении	1	8
144	времени и	3	8
145	одного из	3	8
146	в ходе	1	8
147	во всяком	9	7
148	в противоположность	2	7
149	в другом	3	7
150	в одном	13	7
151	как мы	3	7
152	в нашем	2	7
153	одна из	4	7
154	от себя	2	7
155	не мог	3	7
156	внимание на	3	7
157	несмотря на	5	7
158	в ее	2	7
159	у него	3	7
160	в таком	7	7
161	и тем	5	7
162	приводит к	1	7
163	собственно говоря	2	7
164	в глазах	4	7
165	всяком случае	7	7
166	и для	8	7
167	жизни но	2	7
168	все это	3	7
169	таком случае	4	7
170	на его	1	7
171	субъекта и	4	7
172	себя и	3	7
173	место в	3	7
174	что иное	2	7
175	как будто	2	7
176	иное как	2	7
177	во всем	5	6
178	для всех	6	6
179	те же	4	6
180	или в	4	6
181	одного и	6	6
182	хотя бы	4	6
183	превращается в	2	6
184	не что	2	6
185	с другим	3	6
186	вовсе не	13	6
187	из них	2	6
188	ключ к	2	6
189	то в	6	6
190	тем не	11	6
191	что не	15	6
192	вопроса о	2	6
193	не будет	2	6
194	могла бы	5	6
195	его как	1	6
196	в нем	26	6
197	если в	3	6
198	на этом	3	6
199	из того	3	6
200	не более	4	6
201	от своего	2	6
202	вследствие этого	1	6
203	роли в	1	6
204	и более	3	6
205	из этих	8	6
206	в сознании	8	6
207	более чем	1	6
208	и то	4	6
209	ответ на	2	6
210	уже в	5	6
211	есть в	4	6
212	по его	7	6
213	должен быть	2	6
214	его в	3	6
215	тем более	2	6
216	мере в	1	6
217	в полной	1	6
218	же в	7	6
219	что на	9	6
220	все что	5	5
221	не так	6	5
222	без исключения	1	5
223	по выражению	1	5
224	не как	4	5
225	в этих	10	5
226	в них	7	5
227	в первом	5	5
228	мысль о	8	5
229	тем что	15	5
230	в один	2	5
231	ведет к	1	5
232	в котором	5	5
233	входит в	1	5
234	для того	8	5
235	для себя	4	5
236	в слове	21	5
237	может служить	2	5
238	в эту	2	5
239	к этому	3	5
240	проявляется в	2	5
241	с другими	3	5
242	ни в	2	5
243	не о	1	5
244	будто бы	1	5
245	и до	1	5
246	но как	4	5
247	так что	23	5
248	бы быть	7	5
249	и по	8	5
250	и потому	7	5
251	с ее	2	5
252	в особенности	1	5
253	во втором	6	5
254	и здесь	1	5
255	не могут	10	5
256	самом деле	2	5
257	с таким	3	5
258	да и	1	5
259	еще и	1	5
260	совершенно не	1	5
261	что мы	11	5
262	каждый из	1	5
263	он в	1	5
264	а и	5	5
265	произведении искусства	1	5
266	тот же	5	5
267	принадлежит к	1	5
268	ни с	2	5
269	на вопрос	3	5
270	мы не	17	5
271	как смерть	1	5
272	с их	1	5
273	в общем	1	5
274	все эти	3	5
275	одно из	5	5
276	внешнего мира	3	5
277	человека к	1	5
278	как предмет	3	5
279	и их	6	5
280	еще в	1	5
281	такой же	4	5
282	таким же	3	5
283	его от	2	4
284	связь с	2	4
285	в своих	4	4
286	к самому	1	4
287	в собственном	4	4
288	что по	3	4
289	отличается от	1	4
290	так в	4	4
291	с этим	11	4
292	нам не	2	4
293	состоит не	1	4
294	в действительности	6	4
295	не должен	1	4
296	только на	4	4
297	значительной степени	3	4
298	что же	3	4
299	из виду	2	4
300	самом начале	1	4
301	сказать что	5	4
302	жизни как	1	4
303	известной степени	1	4
304	на него	6	4
305	что она	3	4
306	воли и	1	4
307	не все	3	4
308	к нему	2	4
309	и представляет	1	4
310	ни было	4	4
311	сколько бы	1	4
312	все прочие	1	4
313	не было	7	4
314	в которой	5	4
315	одним из	2	4
316	между ними	2	4
317	в чем	6	4
318	каждом из	1	4
319	на себе	3	4
320	бы в	6	4
321	в каждом	6	4
322	могли бы	4	4
323	в устах	1	4
324	мы уже	1	4
325	то ни	3	4
326	в ответ	1	4
327	и что	13	4
328	этом смысле	4	4
329	и от	5	4
330	и есть	4	4
331	его к	3	4
332	а как	3	4
333	были бы	4	4
334	была бы	3	4
335	как он	5	4
336	в отношении	1	4
337	однако что	1	4
338	а именно	1	4
339	с ними	2	4
340	бы не	11	4
341	который не	1	4
342	в известном	2	4
343	и т	10	4
344	говоря и	1	4
345	его и	1	4
346	потому что	89	4
347	того чтобы	4	4
348	и если	6	4
349	не должно	2	4
350	и тогда	2	4
351	вслед за	2	4
352	на две	2	4
353	и во	6	4
354	но это	7	4
355	как к	1	4
356	все они	3	4
357	о нем	1	4
358	ему в	1	4
359	от которого	2	4
360	при встрече	1	4
361	ее в	1	4
362	в полном	2	4
363	из своих	2	4
364	на которой	1	4
365	указывает на	2	4
366	сама по	4	4
367	нас к	1	4
368	не предполагает	1	4
369	или даже	3	4
370	первой части	1	4
371	об этом	1	4
372	человека в	3	4
373	но при	3	4
374	его не	3	4
375	наконец в	1	4
376	и ее	1	4
377	отношение к	1	4
378	и о	3	4
379	в области	1	4
380	сознания в	2	4
381	или точнее	1	4
382	или напротив	1	4
383	более того	1	4
384	от него	8	3
385	человеческой жизни	1	3
386	быть признано	1	3
387	рассказ о	1	3
388	к этой	3	3
389	с этой	3	3
390	случае не	1	3
391	тем как	3	3
392	какой бы	1	3
393	в виду	2	3
394	быть может	6	3
395	вопрос об	3	3
396	и с	3	3
397	на свою	1	3
398	в речи	1	3
399	в жизни	5	3
400	с тем	9	3
401	похож на	1	3
402	только для	7	3
403	тем в	2	3
404	в такой	2	3
405	вопрос о	5	3
406	раз и	1	3
407	на самом	2	3
408	уже о	1	3
409	это было	3	3
410	и той	4	3
411	одной и	4	3
412	втором случае	1	3
413	у и	2	3
414	от своей	1	3
415	себе в	2	3
416	то его	1	3
417	обратим внимание	1	3
418	как на	5	3
419	что все	4	3
420	в зависимости	1	3
421	в противном	3	3
422	и внешней	1	3
423	на котором	1	3
424	к ее	2	3
425	бы то	2	3
426	что у	2	3
427	первом случае	1	3
428	должно быть	9	3
429	в состоянии	5	3
430	от первого	1	3
431	которого он	1	3
432	и за	1	3
433	для своего	1	3
434	связи с	6	3
435	всякий раз	1	3
436	не говорит	1	3
437	с двумя	1	3
438	очевидно что	5	3
439	во внутренней	3	3
440	в связи	2	3
441	человек в	1	3
442	в ряду	6	3
443	так сказать	5	3
444	представляется нам	4	3
445	служит для	2	3
446	что как	4	3
447	только во	1	3
448	остается в	1	3
449	здесь как	1	3
450	понимание есть	2	3
451	речи и	11	3
452	легко можно	1	3
453	хотя в	3	3
454	в тех	1	3
455	и тот	1	3
456	следует признать	1	3
457	а тем	1	3
458	теми же	1	3
459	из этого	2	3
460	бы ни	8	3
461	оно может	2	3
462	слова как	1	3
463	во время	5	3
464	всех этих	2	3
465	нам кажется	2	3
466	его из	1	3
467	например в	4	3
468	тогда когда	15	3
469	что они	6	3
470	никак не	3	3
471	поэтому в	1	3
472	себе не	3	3
473	можно было	1	3
474	этом как	1	3
475	оно не	4	3
476	не понимаю	1	3
477	сами по	8	3
478	если не	5	3
479	мы могли	1	3
480	заключается в	3	3
481	времени не	1	3
482	никто не	3	3
483	о котором	4	3
484	зависимости от	1	3
485	на каждом	1	3
486	в словах	6	3
487	человека и	2	3
488	только одно	1	3
489	то он	2	3
490	языка и	20	3
491	тех же	1	3
492	быть не	7	3
493	из его	1	3
494	тех пор	2	3
495	для нее	4	3
496	и наоборот	10	3
497	т п	6	3
498	она может	3	3
499	мог бы	5	3
500	субъектом и	1	3
501	на этот	2	3
502	как кажется	6	3
503	как нельзя	1	3
504	так как	29	3
505	они не	5	3
506	за собою	3	3
507	где он	2	3
508	видеть в	3	3
509	указание на	2	3
510	же не	2	3
511	дело в	3	3
512	о ее	1	3
513	когда же	2	3
514	но с	3	3
515	в таких	2	3
516	сам по	5	3
517	не от	4	3
518	а то	1	3
519	и без	4	3
520	в какой	2	3
521	при таком	5	3
522	противном случае	3	3
523	один и	1	3
524	этих двух	1	3
525	не говоря	1	3
526	ко всему	1	3
527	может иметь	1	3
528	только к	1	3
529	с новыми	1	3
530	она не	3	3
531	в ней	9	3
532	но он	3	3
533	независимо от	15	3
534	мы должны	4	3
535	и может	5	3
536	на меня	1	3
537	говоря о	3	3
538	и б	3	3
539	нас самих	1	3
540	которые в	1	3
541	в категориях	1	3
542	произведения не	1	3
543	когда он	1	3
544	может показаться	1	3
545	слова в	7	3
546	жизни и	3	3
547	на то	5	3
548	душевной жизни	15	3
549	может и	1	3
550	для этого	2	3
551	не к	1	3
552	со мною	2	3
553	является в	1	2
554	говоря уже	1	2
555	случае мы	1	2
556	еще более	2	2
557	в применении	3	2
558	тому что	4	2
559	следует что	1	2
560	в разных	2	2
561	или нет	3	2
562	не вызывает	1	2
563	то ли	1	2
564	разговора с	1	2
565	от них	2	2
566	ко всем	4	2
567	более или	6	2
568	нами и	1	2
569	каждом отдельном	1	2
570	мы и	1	2
571	она по	1	2
572	к другим	3	2
573	если он	1	2
574	отношением к	1	2
575	их в	2	2
576	в одно	5	2
577	не вполне	1	2
578	он произносит	1	2
579	себя к	1	2
580	бытия с	1	2
581	и слово	2	2
582	он по	1	2
583	этой стороны	1	2
584	свою собственную	1	2
585	не его	1	2
586	но мы	3	2
587	так например	5	2
588	тогда не	1	2
589	в переносном	1	2
590	любви к	1	2
591	на природу	3	2
592	что этот	1	2
593	как речь	1	2
594	применении к	3	2
595	основанная на	1	2
596	языка в	6	2
597	как язык	1	2
598	других а	1	2
599	имеет в	1	2
600	е о	1	2
601	во многих	5	2
602	существенное значение	1	2
603	и действия	2	2
604	и внешнее	1	2
605	связь между	2	2
606	язык есть	17	2
607	а между	5	2
608	уже и	2	2
609	людьми или	1	2
610	так же	7	2
611	в чистом	1	2
612	к т	2	2
613	его собственной	1	2
614	в прошлом	1	2
615	к ним	3	2
616	могут и	1	2
617	вообще и	2	2
618	быть в	1	2
619	к которому	5	2
620	с этими	1	2
621	как я	1	2
622	отношения в	1	2
623	сих пор	5	2
624	во всей	1	2
625	что именно	2	2
626	и всякого	1	2
627	уже по	2	2
628	она есть	3	2
629	собственном значении	1	2
630	ее и	1	2
631	той мере	1	2
632	мы видим	5	2
633	сравнении с	4	2
634	к их	2	2
635	время и	2	2
636	его частей	1	2
637	эту минуту	2	2
638	к себе	1	2
639	при переходе	1	2
640	же нам	1	2
641	внутренней и	1	2
642	что при	6	2
643	бытия и	3	2
644	мы можем	10	2
645	то она	3	2
646	внутреннее единство	2	2
647	или не	3	2
648	том же	3	2
649	как его	1	2
650	человек и	1	2
651	следует понимать	1	2
652	по одному	1	2
653	между прочим	5	2
654	одном из	3	2
655	место и	1	2
656	зрения и	7	2
657	о которых	5	2
658	же касается	1	2
659	а только	8	2
660	например как	1	2
661	могло бы	4	2
662	на которую	3	2
663	не имея	2	2
664	лица и	2	2
665	сознания а	1	2
666	что даже	2	2
667	ни для	2	2
668	этой точки	2	2
669	определенным образом	1	2
670	теперь уже	2	2
671	его внутренней	1	2
672	одно и	1	2
673	и та	1	2
674	для человека	3	2
675	не могла	2	2
676	жизни оказывается	1	2
677	в нас	10	2
678	этот вопрос	2	2
679	мы по	1	2
680	когда мы	4	2
681	не знаю	1	2
682	другому в	1	2
683	к первому	3	2
684	оно и	4	2
685	только с	1	2
686	что во	4	2
687	и др	1	2
688	обратимся к	1	2
689	них не	3	2
690	что может	1	2
691	понимание и	1	2
692	мы будем	3	2
693	ей не	1	2
694	об этих	1	2
695	если они	1	2
696	для чего	1	2
697	имеет свою	1	2
698	еще одно	1	2
699	в пространстве	1	2
700	судя по	5	2
701	доказывает что	3	2
702	и сами	3	2
703	любви и	1	2
704	себе самом	1	2
705	взгляд на	2	2
706	до сих	5	2
707	существования и	1	2
708	в тени	1	2
709	та же	1	2
710	за ним	2	2
711	от жизни	1	2
712	и свою	1	2
713	которая по	1	2
714	и при	6	2
715	и должно	2	2
716	что это	5	2
717	от нас	3	2
718	предполагает не	1	2
719	о которой	2	2
720	на лице	1	2
721	том и	2	2
722	со всеми	1	2
723	все его	2	2
724	должен был	1	2
725	которое как	1	2
726	в обратном	2	2
727	между которыми	1	2
728	оно есть	1	2
729	значения и	1	2
730	в процессе	1	2
731	и просто	1	2
732	не имеет	9	2
733	в сравнении	5	2
734	не видно	5	2
735	всей своей	1	2
736	к другому	2	2
737	не сами	1	2
738	думать что	6	2
739	нет ничего	2	2
740	бы с	2	2
741	не имеют	7	2
742	в течение	2	2
743	отношения человека	1	2
744	на это	2	2
745	ни был	2	2
746	слов и	5	2
747	как если	1	2
748	переносном смысле	1	2
749	в мир	1	2
750	получает от	1	2
751	при помощи	2	2
752	но без	2	2
753	ибо он	1	2
754	б в	1	2
755	же природы	1	2
756	не для	2	2
757	своей жизни	1	2
758	тем же	4	2
759	начиная с	2	2
760	произведения и	1	2
761	с нею	6	2
762	его части	1	2
763	для всего	1	2
764	легко может	1	2
765	он может	2	2
766	только его	1	2
767	но если	4	2
768	в самой	5	2
769	другого и	1	2
770	мог быть	1	2
771	только по	5	2
772	что несмотря	1	2
773	зависит от	6	2
774	себе они	1	2
775	не будем	1	2
776	что с	3	2
777	знаю что	1	2
778	для нас	29	2
779	у нас	3	2
780	цвет и	1	2
781	смысле этого	3	2
782	как нечто	1	2
783	слова не	2	2
784	по словам	1	2
785	все равно	1	2
786	хотя как	1	2
787	что ни	2	2
788	образом в	5	2
789	но эта	1	2
790	с теми	2	2
791	этом что	1	2
792	других в	2	2
793	в следующем	1	2
794	на все	5	2
795	бы мы	1	2
796	на руку	1	2
797	или менее	6	2
798	и таким	1	2
799	в одной	2	2
800	бы это	1	2
801	связаны с	1	2
802	как формы	1	2
803	а на	2	2
804	к одному	3	2
805	между нами	1	2
806	там где	8	2
807	и эти	1	2
808	мертвых душ	5	2
809	до тех	1	2
810	это как	1	2
811	не решает	1	2
812	то и	15	2
813	есть чисто	1	2
814	а от	2	2
815	не по	4	2
816	но всегда	3	2
817	просто не	1	2
818	с языком	2	2
819	известно из	1	2
820	это была	1	2
821	прибегать к	1	2
822	кажется не	1	2
823	но дело	2	2
824	стало быть	6	2
825	что из	2	2
826	в большинстве	1	2
827	прежде чем	4	2
828	а скорее	2	2
829	для обозначения	2	2
830	бы он	1	2
831	не можем	5	2
832	как внутреннее	1	2
833	по этому	2	2
834	о а	1	2
835	и прежде	1	2
836	по законам	3	2
837	все более	3	2
838	и только	6	2
839	жизнью и	1	2
840	при воспоминании	1	1
841	характера как	1	1
842	с которыми	3	1
843	и объекта	4	1
844	души к	3	1
845	они имеют	1	1
846	как вдруг	1	1
847	и другие	1	1
848	несомненно что	2	1
849	нем а	1	1
850	в душе	28	1
851	мы постараемся	2	1
852	этого в	2	1
853	различия в	3	1
854	по временам	1	1
855	лицу с	1	1
856	же и	1	1
857	другим и	3	1
858	ко второй	1	1
859	самостоятельного значения	1	1
860	только что	4	1
861	или других	1	1
862	можно и	1	1
863	самого себя	4	1
864	познания и	2	1
865	при объяснении	1	1
866	и имеет	1	1
867	что один	1	1
868	степени как	1	1
869	или по	2	1
870	в стороне	5	1
871	смутное воспоминание	1	1
872	он видит	2	1
873	мысли и	9	1
874	по общему	2	1
875	жить и	1	1
876	что то	1	1
877	язык как	7	1
878	по-видимому не	1	1
879	нас в	2	1
880	например с	2	1
881	только тогда	7	1
882	не годится	1	1
883	своих собственных	1	1
884	сомневаться во	2	1
885	близки к	2	1
886	в различных	1	1
887	по мере	10	1
888	отношений в	1	1
889	этой последней	2	1
890	выше его	1	1
891	предполагает в	2	1
892	чтобы в	1	1
893	две другие	1	1
894	воля и	1	1
895	но все	4	1
896	от одного	2	1
897	а во-вторых	1	1
898	они относятся	1	1
899	ни одна	2	1
900	животных а	2	1
901	значения в	1	1
902	на мир	1	1
903	и объективности	2	1
904	равно как	1	1
905	и опять	1	1
906	каким образом	3	1
907	мысли как	1	1
908	слова с	2	1
909	человека для	1	1
910	он предполагает	1	1
911	этой речи	1	1
912	принадлежат к	1	1
913	развития но	1	1
914	давно уже	2	1
915	от личной	1	1
916	стороны в	1	1
917	его на	3	1
918	бы стать	1	1
919	я от	1	1
920	власти над	1	1
921	начинается с	1	1
922	мысли о	6	1
923	самом акте	1	1
924	по форме	2	1
925	этом можно	1	1
926	внимание что	2	1
927	должно бы	4	1
928	предмета и	3	1
929	трудностью задачи	1	1
930	как более	1	1
931	человека есть	1	1
932	материала это	1	1
933	которое не	1	1
934	языка то	4	1
935	мир и	1	1
936	имеют значение	1	1
937	для их	2	1
938	отсюда вытекает	2	1
939	в письме	1	1
940	чем мы	1	1
941	всякого рода	1	1
942	а вместе	7	1
943	время с	2	1
944	вступая в	1	1
945	собою не	1	1
946	занимающего нас	1	1
947	во все	2	1
948	шапку и	1	1
949	уже давно	1	1
950	на человека	1	1
951	же следует	2	1
952	и такие	1	1
953	лицом и	2	1
954	с единством	1	1
955	даже отчасти	1	1
956	по-видимому и	1	1
957	себе все	1	1
958	человека не	2	1
959	но которое	1	1
960	и составляют	1	1
961	мы увидим	3	1
962	она названа	1	1
963	убедиться в	1	1
964	только как	5	1
965	но даже	2	1
966	должна быть	4	1
967	но то	1	1
968	сама собою	1	1
969	другом в	1	1
970	открыться только	1	1
971	и другой	1	1
972	оно как	1	1
973	в этот	1	1
974	имея в	3	1
975	деятельности для	1	1
976	из себя	6	1
977	а непосредственно	1	1
978	из самого	3	1
979	рода но	2	1
980	об отношении	3	1
981	имеет дело	2	1
982	и формы	1	1
983	пока не	1	1
984	между отдельными	1	1
985	происходит ли	1	1
986	в близости	1	1
987	точно так	18	1
988	многие др	1	1
989	говорит что	1	1
990	чем с	1	1
991	вообще но	1	1
992	уже как	1	1
993	что речь	2	1
994	необходимое для	1	1
995	не я	1	1
996	до того	2	1
997	то можно	1	1
998	всего этого	1	1
999	продолжает жить	1	1
1000	языком а	1	1
1001	она вполне	1	1
1002	с такою	2	1
1003	своего языка	2	1
1004	день и	1	1
1005	ее как	1	1
1006	или а	1	1
1007	как для	2	1
1008	начале жизни	1	1
1009	следующим образом	1	1
1010	нее в	1	1
1011	объяснение в	1	1
1012	языка как	6	1
1013	свидетельствует не	1	1
1014	до такой	2	1
1015	он служит	1	1
1016	обязательная для	1	1
1017	говоря точнее	1	1
1018	все без	1	1
1019	эстетическое впечатление	1	1
1020	разложения на	1	1
1021	по одной	3	1
1022	из самой	1	1
1023	именно с	1	1
1024	не внешним	1	1
1025	стороны других	2	1
1026	не имело	1	1
1027	и чувства	3	1
1028	к этим	2	1
1029	распадается на	1	1
1030	и богатство	1	1
1031	по которой	1	1
1032	и субъективная	1	1
1033	ли эта	1	1
1034	чем более	3	1
1035	та и	1	1
1036	мнение что	1	1
1037	людей в	1	1
1038	своего развития	1	1
1039	здесь из	1	1
1040	себя самой	1	1
1041	и весь	3	1
1042	как между	1	1
1043	такой степени	2	1
1044	общие понятия	1	1
1045	при котором	3	1
1046	влияние на	4	1
1047	состояние духа	2	1
1048	к индивидуальной	1	1
1049	то оно	3	1
1050	между его	1	1
1051	мышления и	1	1
1052	менее в	2	1
1053	нельзя сказать	2	1
1054	как полагает	1	1
1055	после того	3	1
1056	на такую	1	1
1057	во взаимном	1	1
1058	искусства то	2	1
1059	указать на	1	1
1060	что каждая	1	1
1061	индивидуальности то	1	1
1062	но еще	1	1
1063	внутренняя форма	2	1
1064	это открытие	1	1
1065	что я	2	1
1066	что уже	1	1
1067	чем-то внешним	1	1
1068	обратить внимание	2	1
1069	жизни человека	2	1
1070	обнаруживается в	2	1
1071	мы знаем	2	1
1072	еще больше	1	1
1073	следует определить	1	1
1074	логикой и	1	1
1075	напротив в	1	1
1076	начала и	1	1
1077	и легко	1	1
1078	могут представиться	1	1
1079	народной жизни	2	1
1080	несколько выше	1	1
1081	ассоциируется с	1	1
1082	с тех	1	1
1083	что такое	3	1
1084	мы принимаем	2	1
1085	второй в	1	1
1086	пройти через	1	1
1087	человек как	1	1
1088	в уединении	1	1
1089	это слово	1	1
1090	совершенно иначе	1	1
1091	стремится к	1	1
1092	не ограничивается	3	1
1093	противоречие между	1	1
1094	всех языках	1	1
1095	только три	1	1
1096	из чужих	1	1
1097	свободы и	3	1
1098	в разные	2	1
1099	зависимые от	1	1
1100	от тех	1	1
1101	а за	1	1
1102	ли мы	1	1
1103	и отношения	1	1
1104	однороден с	1	1
1105	есть явление	5	1
1106	что его	2	1
1107	наконец в-третьих	1	1
1108	не нуждается	2	1
1109	во внимание	4	1
1110	следует рассматривать	1	1
1111	тоже можно	1	1
1112	его мысли	1	1
1113	в понятии	2	1
1114	нем но	1	1
1115	слова только	1	1
1116	менее он	1	1
1117	в ожидании	1	1
1118	но само	1	1
1119	между этими	2	1
1120	смысле и	1	1
1121	неизменным в	1	1
1122	же оно	1	1
1123	чего бы	2	1
1124	же как	1	1
1125	на земле	1	1
1126	большинстве случаев	1	1
1127	рядом с	3	1
1128	и воля	4	1
1129	и вместе	5	1
1130	но когда	1	1
1131	их жизни	1	1
1132	каким в	1	1
1133	следует думать	1	1
1134	от этого	2	1
1135	же эти	1	1
1136	при понимании	1	1
1137	и частей	1	1
1138	должно было	1	1
1139	его жизни	1	1
1140	слово в	2	1
1141	предполагает что	1	1
1142	конечно может	1	1
1143	себе и	2	1
1144	был не	1	1
1145	к мысли	3	1
1146	из одного	3	1
1147	делает его	1	1
1148	собою и	2	1
1149	полагает что	3	1
1150	то именно	1	1
1151	и у	3	1
1152	то эти	1	1
1153	человека а	1	1
1154	искусство не	1	1
1155	как сказано	1	1
1156	действительно имеет	1	1
1157	нам остается	2	1
1158	при каких	1	1
1159	же основаниях	1	1
1160	что хотя	1	1
1161	не получает	1	1
1162	не имеющие	1	1
1163	всякое понимание	1	1
1164	в понимающем	2	1
1165	это вполне	1	1
1166	слово есть	1	1
1167	если оно	1	1
1168	только путем	1	1
1169	при чтении	1	1
1170	в живой	2	1
1171	можно принять	1	1
1172	случается с	1	1
1173	из частных	1	1
1174	кроме этого	2	1
1175	это господа	1	1
1176	очень часто	1	1
1177	случае а	1	1
1178	мере как	1	1
1179	же до	1	1
1180	со многими	1	1
1181	все остальные	9	1
1182	при отсутствии	1	1
1183	близко к	1	1
1184	своих внешних	1	1
1185	совсем не	1	1
1186	беднее и	1	1
1187	с какой	1	1
1188	эти слова	1	1
1189	своей субъективности	1	1
1190	будем иметь	1	1
1191	для теории	3	1
1192	нам еще	1	1
1193	понимать и	1	1
1194	но ряд	1	1
1195	отличаются от	1	1
1196	такой смысл	1	1
1197	как объект	2	1
1198	в деятельности	4	1
1199	на нем	1	1
1200	не заключает	3	1
1201	если же	5	1
1202	должны быть	11	1
1203	встречаться в	1	1
1204	ничего нового	1	1
1205	начаться с	1	1
1206	но только	2	1
1207	уже потому	1	1
1208	тем и	1	1
1209	с собственно	1	1
1210	не представляется	2	1
1211	и затем	1	1
1212	проникнуть в	1	1
1213	нем при	1	1
1214	в нее	4	1
1215	должны были	2	1
1216	для жизни	1	1
1217	различных по	1	1
1218	между несколькими	1	1
1219	никакой возможности	2	1
1220	которого в	1	1
1221	не совпадает	1	1
1222	мысли от	1	1
1223	и какое	2	1
1224	того кто	2	1
1225	к языку	6	1
1226	например не	1	1
1227	из нее	2	1
1228	в связь	1	1
1229	не подтверждается	1	1
1230	есть предмет	1	1
1231	мы их	1	1
1232	на словах	1	1
1233	что для	5	1
1234	это правило	1	1
1235	или лучше	1	1
1236	внимание и	1	1
1237	это приводит	1	1
1238	двух и	1	1
1239	в синтаксисе	1	1
1240	лучше сказать	2	1
1241	быть определено	1	1
1242	с чем	1	1
1243	даже самого	1	1
1244	в человеческой	3	1
1245	всем остальным	1	1
1246	во-вторых не	1	1
1247	о сознательном	1	1
1248	с с	1	1
1249	языку не	1	1
1250	есть одна	1	1
1251	кто знает	1	1
1252	отрешиться от	1	1
1253	радости и	1	1
1254	себе как	1	1
1255	нам только	1	1
1256	есть система	1	1
1257	одно слово	1	1
1258	нет не	1	1
1259	между собою	10	1
1260	было только	2	1
1261	предположение о	1	1
1262	которые могут	5	1
1263	что до	2	1
1264	лишь по	2	1
1265	органическое единство	1	1
1266	бы ошибочно	1	1
1267	уже с	2	1
1268	подобно другим	2	1
1269	как теперь	1	1
1270	от нее	6	1
1271	на деле	6	1
1272	связи и	1	1
1273	собственном смысле	2	1
1274	а потому	14	1
1275	в последующих	1	1
1276	быть только	7	1
1277	например и	1	1
1278	от сознания	1	1
1279	вопрос почему	1	1
1280	ни малейшего	3	1
1281	как одна	1	1
1282	приближается к	2	1
1283	в науках	1	1
1284	событие мы	1	1
1285	в последнем	2	1
1286	представить себе	3	1
1287	его уже	1	1
1288	например если	3	1
1289	как содержание	1	1
1290	жизни а	1	1
1291	часто с	1	1
1292	итак мы	1	1
1293	его с	3	1
1294	но едва	1	1
1295	всякого смысла	1	1
1296	и прочих	1	1
1297	ср с	2	1
1298	глядя на	1	1
1299	другие и	1	1
1300	мы слышали	1	1
1301	и оставляет	1	1
1302	не всякий	1	1
1303	к общему	4	1
1304	же образом	1	1
1305	помощи языка	1	1
1306	это уже	1	1
1307	должны иметь	2	1
1308	и души	1	1
1309	лица мне	1	1
