N	2gram	Losev_Dial	Vvedenie
440	не существует	10	2
441	принять во	1	2
442	а если	5	2
443	не могли	1	2
444	что мы	10	2
445	когда мы	3	2
446	это понятие	3	2
447	на свои	3	2
448	что каждая	1	2
449	само собой	1	2
450	в нечто	3	2
451	мы уже	6	2
452	ничего не	29	2
453	своего предмета	1	2
454	чтобы он	1	2
455	д в	2	2
456	тому как	5	2
457	с научной	2	2
458	и собственно	1	2
459	только так	2	2
460	это очевидно	1	2
461	по самой	1	2
462	в этот	3	2
463	могут не	2	2
464	у них	1	2
465	мы должны	1	2
466	уже было	1	2
467	будет в	1	2
468	самом своем	1	2
469	быть и	7	2
470	не мог	3	2
471	для нее	1	2
472	что если	5	2
473	из таких	1	2
474	именно на	1	2
475	средних веков	1	2
476	но зато	2	2
477	если же	8	2
478	объяснить его	1	2
479	отношении к	1	2
480	речь идет	1	2
481	свое существование	1	2
482	точно так	3	2
483	из него	1	2
484	факт что	1	2
485	внимания к	1	2
486	это однако	1	2
487	этой стороны	1	2
488	лишь как	4	2
489	тогда как	1	2
490	это может	1	2
491	каждый из	1	2
492	она была	3	2
493	не бывает	1	2
494	нечто целое	1	2
495	одной и	4	2
496	что можно	2	2
497	искусства и	1	2
498	может ли	4	2
499	что здесь	3	2
500	одно и	6	2
501	кто так	1	2
502	если это	2	2
503	самой своей	1	2
504	природы и	4	2
505	есть действительно	2	2
506	мог бы	2	2
507	значение и	1	2
508	должно быть	7	2
509	одного и	1	2
510	с соответствующими	1	2
511	в основу	1	2
512	а так	1	2
513	хорошо знать	1	2
514	на вещи	1	2
515	все время	4	2
516	том же	1	2
517	тем более	5	2
518	иной раз	3	2
519	чаще всего	3	2
520	что именно	10	2
521	на то	5	2
522	же это	4	2
523	в идеале	1	2
524	на котором	2	2
525	надо было	4	2
526	но это	10	2
527	конце концов	1	2
528	которого мы	1	2
529	его можно	1	2
530	наукой в	1	2
531	на тему	1	2
532	бы в	5	2
533	философской мысли	1	2
534	и совершенно	2	2
535	только о	4	2
536	в который	3	2
537	в подлинном	1	2
538	не к	1	2
539	как совокупность	1	2
540	можно только	5	2
541	не выдерживает	1	1
542	и писателей	1	1
543	понять и	1	1
544	что было	2	1
545	все в	3	1
546	всего в	2	1
547	здесь идет	1	1
548	а кроме	1	1
549	были бы	2	1
550	было у	1	1
551	которую можно	2	1
552	он очень	1	1
553	то в	5	1
554	трудно сказать	1	1
555	не мешает	3	1
556	она имеет	1	1
557	только тогда	7	1
558	к общему	1	1
559	утверждать что	6	1
560	и стало	6	1
561	на других	1	1
562	все что	3	1
563	взгляд на	1	1
564	нужно однако	1	1
565	мы видим	4	1
566	нашего исследования	1	1
567	в возможности	4	1
568	то очевидно	1	1
569	сравнении с	5	1
570	знать что	1	1
571	находить и	1	1
572	явно не	1	1
573	знания есть	3	1
574	имеет права	2	1
575	ни та	1	1
576	человека к	1	1
577	как одна	1	1
578	та же	5	1
579	есть наука	1	1
580	за ним	1	1
581	если его	2	1
582	явления как	2	1
583	достоевского в	1	1
584	смысле что	1	1
585	уяснить себе	1	1
586	тему о	1	1
587	она и	3	1
588	его нельзя	1	1
589	и очень	1	1
590	специфическое содержание	1	1
591	здесь именно	2	1
592	а наоборот	1	1
593	который уже	1	1
594	от его	2	1
595	для познания	1	1
596	они не	3	1
597	может не	4	1
598	в вопросах	1	1
599	для каждой	1	1
600	к человеку	1	1
601	бы то	3	1
602	о слове	1	1
603	вв в	1	1
604	сказано о	1	1
605	смысле не	4	1
606	известно что	4	1
607	знает не	1	1
608	чтобы быть	5	1
609	зрения совершенно	1	1
610	имеет своего	1	1
611	им как	1	1
612	которая в	1	1
613	именно так	2	1
614	своего собственного	2	1
615	что каждый	1	1
616	как к	2	1
617	именно он	1	1
618	которые он	1	1
619	он только	1	1
620	ее а	1	1
621	но еще	2	1
622	человека можно	1	1
623	и имеет	1	1
624	для себя	2	1
625	самое понятие	1	1
626	могли не	1	1
627	виду когда	1	1
628	для всякого	1	1
629	мы знаем	3	1
630	отношения к	4	1
631	или по	4	1
632	именно для	1	1
633	однако и	1	1
634	который хотя	2	1
635	и основной	1	1
636	для него	4	1
637	эта идея	1	1
638	которых он	1	1
639	и иного	1	1
640	какими бы	1	1
641	то для	1	1
642	но от	1	1
643	ни было	1	1
644	вещи и	3	1
645	бы на	1	1
646	на одно	1	1
647	входят в	1	1
648	это значит	29	1
649	а это	2	1
650	с ним	3	1
651	который можно	1	1
652	и восприятия	1	1
653	кроме того	8	1
654	почему в	1	1
655	имеем дело	2	1
656	они только	1	1
657	относительно которых	1	1
658	он умеет	1	1
659	что так	1	1
660	в некоторых	3	1
661	одном и	1	1
662	которых каждый	1	1
663	от времени	1	1
664	не содержит	3	1
665	к помощи	1	1
666	ее в	3	1
667	и говорить	3	1
668	и нужно	2	1
669	в область	2	1
670	от этой	1	1
671	для нас	2	1
672	именно о	3	1
673	и за	1	1
674	за ее	1	1
675	и этим	3	1
676	видеть в	1	1
677	разного рода	2	1
678	указание на	1	1
679	и принципиально	1	1
680	есть что-нибудь	1	1
681	в каком-нибудь	2	1
682	в культуре	1	1
683	две области	1	1
684	ее становления	1	1
685	заключается вовсе	1	1
686	представить в	1	1
687	при чем	1	1
688	и о	9	1
689	то мы	3	1
690	этом понятии	1	1
691	самом же	1	1
692	а есть	1	1
693	на самом	2	1
694	на одной	1	1
695	или иную	1	1
696	здесь в	1	1
697	его от	2	1
698	заметным и	1	1
699	не больше	4	1
700	но одно	1	1
701	возможно только	7	1
702	мог не	1	1
703	все той	1	1
704	нет никакого	10	1
705	приходит к	1	1
706	история того	1	1
707	таком случае	11	1
708	себе не	3	1
709	о познании	1	1
710	все прочие	1	1
711	и которые	1	1
712	у него	2	1
713	не на	7	1
714	существует и	1	1
715	как таковым	2	1
716	мы находим	5	1
717	существует также	1	1
718	объект и	2	1
719	д при	1	1
720	совершенно ясно	2	1
721	вопрос об	3	1
722	д словом	1	1
723	что все	16	1
724	оно не	7	1
725	как не	4	1
726	как они	1	1
727	ко второму	2	1
728	как же	9	1
729	чтобы в	1	1
730	есть нечто	26	1
731	если не	3	1
732	более или	1	1
733	что ни	1	1
734	в духе	1	1
735	но на	2	1
736	или не	10	1
737	все то	1	1
738	но он	3	1
739	цель и	2	1
740	просто как	3	1
741	или в	4	1
742	чем собственно	4	1
743	литература но	1	1
744	были только	1	1
745	что объект	2	1
746	когда оно	1	1
747	однако что	2	1
748	чтобы эти	1	1
749	от своего	2	1
750	помнить что	2	1
751	и можно	5	1
752	жизнь в	2	1
753	что его	5	1
754	могло не	1	1
755	осуществляется в	2	1
756	сходство и	1	1
757	что будет	1	1
758	но совершенно	2	1
759	из сторон	1	1
760	существуют и	1	1
761	высказать в	1	1
762	становления и	3	1
763	что у	2	1
764	заключается не	1	1
765	пока мы	2	1
766	этот факт	1	1
767	с другими	1	1
768	теперь мы	4	1
769	и все	17	1
770	о сумме	1	1
771	в некотором	1	1
772	из самых	3	1
773	бытия и	5	1
774	есть в	4	1
775	просто и	1	1
776	третье что	1	1
777	быть только	2	1
778	и наука	3	1
779	в глубине	3	1
780	это требуется	1	1
781	может и	3	1
782	что способно	1	1
783	нет он	1	1
784	и эта	1	1
785	но для	3	1
786	все существенное	1	1
787	научную систему	1	1
788	в малом	1	1
789	опыта и	1	1
790	представлять себе	1	1
791	что сами	1	1
792	о жизни	1	1
793	из всего	1	1
794	и будет	1	1
795	вещей и	6	1
796	представление о	3	1
797	очевидно что	1	1
798	не похоже	1	1
799	в таком	15	1
800	или иная	3	1
801	это выражение	1	1
802	я и	2	1
803	если он	2	1
804	культуре т	1	1
805	очень много	3	1
806	подлинном смысле	1	1
807	в жизни	4	1
808	самый принцип	3	1
809	понимать как	4	1
810	можно назвать	3	1
811	явно что	6	1
812	заметить что	2	1
813	теми или	2	1
814	данностью и	1	1
815	меня в	2	1
816	давно уже	1	1
817	на другую	5	1
818	мы ее	1	1
819	и совсем	1	1
820	представляли себе	1	1
821	с той	1	1
822	нет вообще	4	1
823	на связь	1	1
824	пока она	1	1
825	состоит из	2	1
826	обстоятельство что	1	1
827	и дух	1	1
828	существует никакой	1	1
829	есть совершенно	1	1
830	встречается в	1	1
831	с ними	3	1
832	если принять	1	1
833	не предполагает	2	1
834	вообще он	1	1
835	вещей в	1	1
836	отсюда ясно	1	1
837	человек в	1	1
838	если и	1	1
839	в точном	2	1
840	есть та	1	1
841	их из	1	1
842	из чего	2	1
843	далеко не	1	1
844	говорят о	2	1
845	даже просто	1	1
846	разная степень	2	1
847	и распоряжается	1	1
848	как иногда	1	1
849	чем иным	1	1
850	целое как	1	1
851	значит не	1	1
852	воплощен в	1	1
853	имеется в	5	1
854	художественных и	1	1
855	и надо	1	1
856	в явление	1	1
857	не от	2	1
858	возникает необходимость	1	1
859	как с	2	1
860	без этого	1	1
861	и я	3	1
862	в сравнении	6	1
863	в такой	1	1
864	отличается от	9	1
865	но сущность	1	1
866	в новом	1	1
867	слово в	2	1
868	в свете	3	1
869	том как	2	1
870	и художественного	1	1
871	это было	5	1
872	это хорошо	1	1
873	диалектического материализма	1	1
874	то ясно	3	1
875	на его	1	1
876	в сторону	1	1
877	природа и	1	1
878	которая не	2	1
879	ли это	1	1
880	достаточно чтобы	1	1
881	не его	1	1
882	тому же	2	1
883	в лучшем	2	1
884	как именно	2	1
885	за другой	1	1
886	это тоже	2	1
887	говорит об	1	1
888	и понимания	2	1
889	или менее	1	1
890	и у	3	1
891	что их	2	1
892	слова о	1	1
893	подобных случаях	1	1
894	в одной	4	1
895	термины эти	1	1
896	действительности и	1	1
897	относиться к	1	1
898	своем существе	1	1
899	руки и	2	1
900	и другого	1	1
901	зависит как	1	1
902	только слово	1	1
903	а для	2	1
904	вопроса о	1	1
905	сразу и	1	1
906	тут нет	4	1
907	на них	2	1
908	по вопросу	1	1
909	можно и	6	1
910	жизнь и	9	1
911	сознание но	2	1
912	что идея	1	1
913	в природе	5	1
914	что эти	1	1
915	всегда и	4	1
916	что сейчас	1	1
917	поскольку она	1	1
918	себя не	1	1
919	перестает быть	2	1
920	здесь как	1	1
921	это и	12	1
922	и тех	2	1
923	того или	6	1
924	не видит	1	1
925	не самый	1	1
926	совершенно не	6	1
927	ответить на	1	1
928	культуры для	1	1
929	например какой-нибудь	1	1
930	и эти	2	1
931	реальным и	1	1
932	это конечно	2	1
933	в центр	1	1
934	чтобы его	1	1
935	и многое	2	1
936	факта что	1	1
937	значение только	1	1
938	и более	1	1
939	жизни для	1	1
940	художественного образа	1	1
941	с самого	1	1
942	на нечто	1	1
943	и самые	1	1
944	этот взгляд	1	1
945	что этот	3	1
946	на части	2	1
947	или другим	3	1
948	себе это	1	1
949	такие же	1	1
950	к слову	1	1
951	значит что	29	1
952	из системы	1	1
953	должно было	1	1
954	к сказанному	1	1
955	тех же	2	1
956	эта связь	1	1
957	например у	1	1
958	говорил о	2	1
959	требует гораздо	1	1
960	вся история	1	1
961	превращается в	6	1
962	исторического бытия	1	1
963	опыт и	1	1
964	это как	3	1
965	чистом виде	1	1
966	его содержания	1	1
967	другими словами	8	1
968	пор пока	1	1
969	д таким	1	1
970	только вообще	1	1
971	и чувства	1	1
972	и воспринимать	2	1
973	идея и	5	1
974	наконец в	1	1
975	непонятно почему	1	1
976	но тогда	11	1
977	не дает	1	1
978	этой идеи	1	1
979	во всей	1	1
980	это то	1	1
981	ту или	1	1
982	истории но	1	1
983	не должно	2	1
984	сверх этого	1	1
985	е о	3	1
986	фактов не	1	1
987	с какой	1	1
988	быть не	3	1
989	не быть	1	1
990	тот факт	1	1
991	в подобных	1	1
992	во многих	1	1
993	с необходимыми	1	1
994	не всегда	3	1
995	как особое	2	1
996	конечно и	2	1
997	уже о	7	1
998	своим собственным	3	1
999	просто не	1	1
1000	явления в	1	1
1001	языком и	1	1
1002	в себя	4	1
1003	из себя	3	1
1004	и трудно	1	1
1005	что совершенно	1	1
1006	лучшем случае	2	1
1007	в которой	1	1
1008	имеет целью	1	1
1009	котором уже	1	1
1010	бы только	3	1
1011	не будет	5	1
1012	то обстоятельство	1	1
1013	лишь на	1	1
1014	как таковые	2	1
1015	только один	1	1
1016	есть то	9	1
1017	случае все	1	1
1018	бы например	1	1
1019	не могло	1	1
1020	воплощается в	1	1
1021	должны быть	7	1
1022	превратился в	2	1
1023	только совокупность	1	1
1024	и картина	1	1
1025	содержания и	1	1
1026	не приходится	2	1
1027	и та	4	1
1028	есть ли	8	1
1029	в науке	3	1
1030	слова не	1	1
1031	и является	2	1
1032	совершенно невозможно	1	1
1033	и об	2	1
1034	разницей что	1	1
1035	опереться на	1	1
1036	не могла	1	1
1037	о своем	1	1
1038	за пределы	3	1
1039	вещей как	2	1
1040	не потому	2	1
1041	себе есть	1	1
1042	и была	1	1
1043	есть такие	1	1
1044	на картине	1	1
1045	чтобы эта	2	1
1046	в учении	1	1
1047	чтобы убедиться	1	1
1048	самого понятия	1	1
1049	тогда она	1	1
1050	существует ли	1	1
1051	также не	3	1
1052	истории по	1	1
1053	только то	2	1
1054	как одно	1	1
1055	то как	5	1
1056	в историческом	1	1
1057	он есть	7	1
1058	рассуждение о	1	1
1059	не наука	3	1
1060	что из	1	1
1061	история этой	1	1
1062	человека и	2	1
1063	и исторические	1	1
1064	самого начала	1	1
1065	или иное	4	1
1066	и часто	3	1
1067	то ни	4	1
1068	была уже	1	1
1069	входить в	1	1
1070	и характере	1	1
1071	знает что	2	1
1072	от прочих	1	1
1073	в чистом	1	1
1074	об абсолютной	1	1
1075	есть продукт	1	1
1076	словом все	1	1
1077	одна за	1	1
1078	никакой истории	2	1
1079	мере не	1	1
1080	всего что	1	1
1081	в каких	2	1
1082	потому и	1	1
1083	того кто	4	1
1084	но теперь	1	1
1085	платона и	1	1
1086	на первые	2	1
1087	имеем в	1	1
1088	ее отдельные	1	1
1089	поэтического образа	1	1
1090	не забудем	2	1
1091	ведь это	2	1
1092	он в	1	1
1093	нет и	5	1
1094	место в	2	1
1095	возможна ли	1	1
1096	но который	1	1
1097	ее пределами	1	1
1098	тех пор	3	1
1099	еще нет	1	1
1100	к ним	1	1
1101	в реальной	1	1
1102	общего с	1	1
1103	во-первых с	1	1
1104	культуры и	2	1
1105	и никогда	1	1
1106	оба они	2	1
1107	если мы	5	1
1108	без всякого	2	1
1109	был он	1	1
1110	для такого	2	1
1111	них нет	1	1
1112	но есть	1	1
1113	и которая	1	1
1114	чрезвычайно важный	1	1
1115	зато она	1	1
1116	и никакого	4	1
1117	только одна	3	1
1118	что есть	6	1
1119	одного от	1	1
1120	деле есть	1	1
1121	или с	1	1
1122	сторон в	1	1
1123	они должны	1	1
1124	у меня	2	1
1125	существует то	1	1
1126	возможности так	1	1
1127	чем то	1	1
1128	сознание а	1	1
1129	зрения можно	1	1
1130	точку зрения	1	1
1131	не называли	1	1
1132	к которому	1	1
1133	этих трех	1	1
1134	не значит	5	1
1135	это дает	2	1
1136	логическая ошибка	1	1
1137	что тут	8	1
1138	бы ему	1	1
1139	и материальная	1	1
1140	глубине человеческой	1	1
1141	история есть	10	1
1142	только при	1	1
1143	место для	1	1
1144	действительно не	2	1
1145	говорил что	2	1
1146	и от	4	1
1147	история должна	1	1
1148	без того	3	1
1149	их можно	1	1
1150	них как	2	1
1151	и возможна	1	1
1152	существует само	1	1
1153	и опыта	1	1
1154	целое не	2	1
1155	образом в	1	1
1156	мы помним	1	1
1157	культура не	1	1
1158	же в	2	1
1159	из пределов	1	1
1160	подлинный источник	1	1
1161	понятия о	1	1
1162	как часто	1	1
1163	нем не	2	1
1164	момент в	1	1
1165	и прежде	6	1
1166	этого и	1	1
1167	говорим об	2	1
1168	же мы	5	1
1169	ли кто-нибудь	1	1
1170	совсем другое	1	1
1171	до тех	1	1
1172	включает в	1	1
1173	знания но	3	1
1174	он был	1	1
1175	эти процессы	1	1
1176	этого же	1	1
1177	очень трудно	1	1
1178	мира в	1	1
1179	себя именно	1	1
1180	на всем	1	1
1181	д и	8	1
1182	того есть	2	1
1183	показывает что	4	1
1184	котором мы	1	1
1185	получается что	3	1
1186	или иного	3	1
1187	которая имеет	2	1
1188	совершенно с	1	1
1189	во время	1	1
1190	ведь и	3	1
1191	остановиться на	1	1
1192	та или	4	1
1193	только потому	4	1
1194	и после	1	1
1195	и входит	1	1
1196	а главное	2	1
1197	бы уже	1	1
1198	есть система	1	1
1199	и искусство	1	1
1200	и объект	3	1
1201	чтобы не	4	1
1202	в совершенстве	2	1
1203	именно это	2	1
1204	то или	4	1
1205	в самой	1	1
1206	с идеей	1	1
1207	она действительно	2	1
1208	имеет значение	1	1
1209	понятия и	2	1
1210	и становится	2	1
1211	включают в	1	1
1212	тот же	1	1
1213	своего носа	1	1
1214	с реальным	1	1
1215	что на	3	1
1216	почти не	1	1
1217	не то	3	1
1218	слова и	1	1
1219	не получается	1	1
1220	действительно в	1	1
1221	вся эта	1	1
1222	никак не	3	1
1223	о ней	3	1
1224	обратиться к	1	1
1225	и ничего	5	1
1226	он должен	3	1
1227	что существует	6	1
1228	что понятие	1	1
