N	2gram	Propp_Isto	Problemy
286	но для	4	6
287	героя но	2	6
288	те же	1	5
289	и свой	1	5
290	с собой	6	5
291	с тем	9	5
292	по своим	1	5
293	мир и	1	5
294	в зависимости	1	5
295	того же	3	5
296	но так	3	5
297	на себя	4	5
298	не могу	1	5
299	когда я	1	5
300	как объект	1	5
301	что ты	1	5
302	однако в	2	5
303	его как	1	5
304	что может	1	5
305	словом в	1	5
306	это он	2	5
307	один из	6	5
308	та же	2	5
309	в последнем	2	5
310	ним и	2	5
311	художественного творчества	1	5
312	сам по	1	5
313	подобно тому	2	5
314	него нет	1	5
315	функции в	1	5
316	здесь мы	7	5
317	вместе с	26	5
318	ни на	1	5
319	совершенно не	2	5
320	но здесь	1	5
321	мы не	6	5
322	в ее	4	5
323	меня не	2	5
324	и то	5	5
325	они не	5	5
326	где он	1	5
327	ведь это	1	5
328	как можно	2	5
329	по своему	1	5
330	он это	2	5
331	он ни	1	5
332	но при	2	5
333	в ней	8	5
334	быть и	1	5
335	когда он	7	5
336	есть и	3	5
337	же что	2	5
338	человека с	2	5
339	с человеком	2	5
340	или иной	1	5
341	тому что	1	5
342	тому как	2	5
343	все что	5	4
344	что если	1	4
345	мы и	3	4
346	только что	3	4
347	с этой	4	4
348	они уже	2	4
349	нами в	1	4
350	героя о	1	4
351	по мере	4	4
352	в одно	2	4
353	на друга	1	4
354	то это	8	4
355	он был	2	4
356	даже и	2	4
357	за собой	5	4
358	в свете	5	4
359	уже и	3	4
360	но этот	1	4
361	друг на	1	4
362	его за	2	4
363	находится в	2	4
364	во всей	1	4
365	на предмет	1	4
366	от них	2	4
367	на котором	3	4
368	они могут	1	4
369	не то	1	4
370	тем не	6	4
371	которого он	1	4
372	что такое	1	4
373	связи с	10	4
374	в которой	4	4
375	и говорит	1	4
376	теперь на	1	4
377	то в	2	4
378	время как	3	4
379	не есть	1	4
380	героя из	1	4
381	под влиянием	2	4
382	остается в	1	4
383	оно не	1	4
384	одно и	2	4
385	им и	2	4
386	или наконец	1	4
387	всех этих	2	4
388	мы видели	9	4
389	образом и	1	4
390	он уже	1	4
391	переходит в	1	4
392	с миром	2	4
393	из которых	7	4
394	от другого	1	4
395	если не	4	4
396	и действительно	6	4
397	не знал	2	4
398	нет в	2	4
399	здесь нет	3	4
400	то он	2	4
401	же я	1	4
402	то и	1	4
403	и если	1	4
404	он хочет	1	4
405	принимает форму	1	4
406	которую он	1	4
407	над собой	1	4
408	как предмет	1	4
409	только с	1	4
410	материал и	1	4
411	он должен	2	4
412	что оно	4	4
413	перестает быть	1	4
414	вы меня	1	4
415	в формах	2	4
416	в литературе	1	4
417	что с	2	4
418	со своим	2	4
419	здесь в	1	4
420	смысле этого	1	4
421	себе но	1	4
422	а то	1	4
423	вообще не	1	4
424	войти в	1	4
425	это было	2	4
426	об этом	6	4
427	особенно в	2	4
428	бы ни	1	4
429	ни один	1	4
430	также и	2	4
431	еще в	2	4
432	стороны и	1	4
433	от того	1	4
434	герой не	3	4
435	как их	1	4
436	него и	6	4
437	таким же	5	4
438	его герой	1	4
439	само по	1	4
440	с которыми	1	3
441	нет здесь	2	3
442	нем в	1	3
443	по всему	1	3
444	глаза и	1	3
445	о чем	6	3
446	в большей	1	3
447	говорит о	4	3
448	а затем	7	3
449	именно и	1	3
450	есть в	2	3
451	к другим	1	3
452	приходит в	1	3
453	мысли о	1	3
454	является для	1	3
455	функций в	1	3
456	он является	2	3
457	можно сказать	2	3
458	и отчасти	1	3
459	здесь конечно	1	3
460	в данном	3	3
461	и слез	1	3
462	что этот	5	3
463	между двумя	7	3
464	увидим что	3	3
465	но они	1	3
466	о них	1	3
467	в различных	3	3
468	и еще	1	3
469	в голове	2	3
470	одной из	3	3
471	почти нет	1	3
472	и вообще	3	3
473	знаете ли	1	3
474	что даже	2	3
475	в эти	1	3
476	мы видим	12	3
477	она в	2	3
478	мы знаем	12	3
479	и герой	2	3
480	вас и	1	3
481	этими двумя	1	3
482	и рассказ	1	3
483	чем в	1	3
484	что его	4	3
485	будто бы	2	3
486	например у	2	3
487	здесь же	2	3
488	в таком	2	3
489	в изображении	1	3
490	человек в	2	3
491	мы можем	6	3
492	очень часто	4	3
493	не дает	2	3
494	ту же	2	3
495	совсем не	1	3
496	как человек	3	3
497	по своей	1	3
498	мы здесь	4	3
499	ни одной	1	3
500	и мы	3	3
501	он понимает	1	3
502	с вами	1	3
503	и есть	3	3
504	и по	3	3
505	меньшей степени	1	3
506	в один	1	3
507	и сами	1	3
508	меня и	1	3
509	своего рода	1	3
510	вне себя	1	3
511	как таковой	1	3
512	он стремится	1	3
513	в основном	5	3
514	почти не	1	3
515	должны быть	2	3
516	и при	3	3
517	кто же	1	3
518	сводится к	1	3
519	себе не	1	3
520	там в	1	3
521	обращается к	2	3
522	или наоборот	1	3
523	то время	3	3
524	них он	1	3
525	как ты	1	3
526	все они	1	3
527	не является	1	3
528	на нее	3	3
529	который не	1	3
530	себя за	1	3
531	того чтобы	3	3
532	и уже	2	3
533	именно на	2	3
534	говорят что	1	3
535	еще один	3	3
536	им в	2	3
537	без всякого	1	3
538	если мы	1	3
539	тем же	1	3
540	мог бы	2	3
541	не за	1	3
542	со своими	3	3
543	в сознании	1	3
544	есть только	1	3
545	правда в	1	3
546	же он	2	3
547	связан с	7	3
548	именно к	1	3
549	этом случае	13	3
550	данном случае	2	3
551	того как	8	3
552	сам в	2	3
553	речь и	1	3
554	которых он	1	3
555	на одно	1	3
556	и соответствующие	1	3
557	что так	1	3
558	ее в	8	3
559	и всегда	1	3
560	в других	4	3
561	на которой	4	3
562	у нас	1	3
563	мы будем	1	3
564	со словами	1	3
565	себе что	2	3
566	этого не	2	3
567	в руках	1	3
568	никому не	1	3
569	места в	1	3
570	или даже	1	3
571	так в	5	3
572	на одном	2	3
573	и могут	1	3
574	и выходит	2	3
575	но уже	5	3
576	которой он	2	3
577	а он	1	3
578	чтобы сделать	1	3
579	того или	1	3
580	тут и	1	3
581	и происходит	2	3
582	он говорит	1	3
583	е в	6	3
584	из этих	5	3
585	уже после	2	3
586	а за	1	3
587	или другого	3	3
588	ним как	1	3
589	только у	2	3
590	только то	1	3
591	человека и	2	3
592	почти никогда	1	3
593	что на	1	3
594	же в	3	3
595	все еще	6	3
596	то все	1	3
597	как символ	1	3
598	и другие	5	2
599	сам был	1	2
600	указывает на	1	2
601	со всем	1	2
602	тех кто	1	2
603	и имеет	1	2
604	и уверенно	1	2
605	никакого внимания	1	2
606	ведь он	1	2
607	его он	1	2
608	но тем	1	2
609	одно из	3	2
610	еще очень	1	2
611	относится и	1	2
612	из нее	2	2
613	он у	1	2
614	меня в	4	2
615	его на	5	2
616	предмет и	1	2
617	а именно	8	2
618	роль в	3	2
619	случайно и	1	2
620	души в	1	2
621	материала в	1	2
622	теперь он	1	2
623	мир как	1	2
624	обращает на	1	2
625	ними и	1	2
626	во все	1	2
627	быть не	1	2
628	на языке	1	2
629	не сделал	1	2
630	силы и	2	2
631	в противоположность	1	2
632	только как	1	2
633	но даже	2	2
634	для того	3	2
635	тело и	1	2
636	не всегда	9	2
637	в этот	2	2
638	вид что	3	2
639	и показывает	1	2
640	с помощью	1	2
641	когда она	2	2
642	на пути	2	2
643	обращаясь к	1	2
644	уже как	1	2
645	нужно быть	1	2
646	чем его	1	2
647	бы два	1	2
648	даже с	1	2
649	себе в	3	2
650	до того	1	2
651	свою очередь	1	2
652	перед ним	1	2
653	за другом	1	2
654	на ней	2	2
655	пока еще	1	2
656	которых может	1	2
657	быть в	1	2
658	же она	2	2
659	их сознания	1	2
660	бросает в	2	2
661	да он	1	2
662	к этому	5	2
663	он живет	3	2
664	героя то	1	2
665	к этим	3	2
666	еще резче	1	2
667	она имеет	2	2
668	в мою	1	2
669	после того	4	2
670	то будет	1	2
671	и тотчас	1	2
672	об одном	2	2
673	собой в	1	2
674	и заставляет	2	2
675	с одной	7	2
676	на том	5	2
677	у каждого	1	2
678	а и	1	2
679	имеется и	3	2
680	его но	1	2
681	в качестве	13	2
682	в самые	1	2
683	и других	5	2
684	из братьев	1	2
685	на одну	1	2
686	мы это	1	2
687	под его	1	2
688	и создает	1	2
689	от какой	1	2
690	эти три	1	2
691	и она	3	2
692	же как	12	2
693	от этого	6	2
694	если я	1	2
695	служит для	1	2
696	здесь и	2	2
697	не нужно	1	2
698	что как	1	2
699	не был	1	2
700	здесь как	3	2
701	и быть	2	2
702	его служить	1	2
703	мирами и	1	2
704	предполагает что	1	2
705	ли это	2	2
706	нет но	1	2
707	для наших	1	2
708	или же	6	2
709	человека который	1	2
710	в ответ	1	2
711	бы они	1	2
712	и входит	1	2
713	никого не	1	2
714	мысль что	1	2
715	другим в	1	2
716	важно не	2	2
717	почти всегда	1	2
718	также не	2	2
719	вот в	1	2
720	над ним	4	2
721	должны были	3	2
722	нем и	3	2
723	что для	1	2
724	но есть	4	2
725	них не	2	2
726	из этого	3	2
727	и следует	1	2
728	отнюдь не	1	2
729	для чего	2	2
730	независимо от	1	2
731	не случайно	1	2
732	вот пример	1	2
733	в особенности	6	2
734	к сожалению	1	2
735	мире и	1	2
736	не так	1	2
737	во втором	1	2
738	социальной жизни	3	2
739	когда уже	2	2
740	его нет	1	2
741	они и	1	2
742	как с	1	2
743	был очень	1	2
744	известно что	3	2
745	что герой	3	2
746	тогда когда	3	2
747	как один	1	2
748	на первом	2	2
749	это уже	2	2
750	тогда в	1	2
751	здесь он	2	2
752	что сам	1	2
753	и вызывает	1	2
754	такого же	2	2
755	этой точки	2	2
756	иметь в	1	2
757	с ней	2	2
758	не поддается	1	2
759	в различные	1	2
760	она и	2	2
761	и они	5	2
762	уже совсем	1	2
763	к его	2	2
764	героя на	1	2
765	не имеет	4	2
766	из которого	1	2
767	все как	1	2
768	героя мы	1	2
769	к той	1	2
770	на всю	1	2
771	но оно	3	2
772	еще и	2	2
773	в главе	1	2
774	него он	1	2
775	ясно и	1	2
776	в свою	3	2
777	другим на	1	2
778	по сравнению	1	2
779	героем и	2	2
780	этом рассказе	1	2
781	с которой	1	2
782	не могло	2	2
783	чтобы она	2	2
784	переходит к	1	2
785	не потому	5	2
786	ее с	1	2
787	целый ряд	4	2
788	в истории	7	2
789	как стремление	1	2
790	среди которых	1	2
791	быть это	1	2
792	вот этот	1	2
793	что здесь	9	2
794	и там	3	2
795	заметить что	1	2
796	нем не	1	2
797	автор не	1	2
798	из истории	1	2
799	в образе	16	2
800	за пределами	1	2
801	наконец он	1	2
802	из него	3	2
803	входящих в	1	2
804	найти в	2	2
805	в другое	2	2
806	такое же	3	2
807	проникает в	1	2
808	ответ на	1	2
809	то они	1	2
810	это место	1	2
811	ее на	2	2
812	одна и	2	2
813	он бросает	2	2
814	случаев в	1	2
815	впечатление что	1	2
816	для нас	6	2
817	действительно становится	1	2
818	слова а	1	2
819	в движение	1	2
820	только он	1	2
821	и меня	1	2
822	без всяких	4	2
823	образом в	3	2
824	этом не	1	2
825	живым существом	1	2
826	как она	1	2
827	входящий в	2	2
828	овладеть им	1	2
829	он узнает	1	2
830	их друг	1	2
831	должен быть	2	2
832	пока наконец	1	2
833	не все	1	2
834	этих двух	1	2
835	и хочет	1	2
836	искать в	1	2
837	друг за	1	2
838	и эти	1	2
839	хотя он	1	2
840	по которому	3	2
841	остановимся только	1	2
842	и ни	1	2
843	одну из	5	2
844	мы наблюдали	1	2
845	что касается	2	2
846	но она	1	2
847	приведенных нами	1	2
848	людей он	1	2
849	здесь еще	5	2
850	можно найти	4	2
851	этих случаях	10	2
852	к которой	1	2
853	существом и	1	2
854	развивается в	1	2
855	же самое	1	2
856	вступают в	1	2
857	эту функцию	1	2
858	в книге	3	2
859	к ней	2	2
860	во многом	1	2
861	как за	1	2
862	это из	1	2
863	героя он	2	2
864	идет не	1	2
865	тех которые	2	2
866	из их	1	2
867	голосом в	1	2
868	ведь эти	1	2
869	же это	1	2
870	может и	1	2
871	мы его	1	2
872	или точнее	1	2
873	как для	1	2
874	не к	1	2
875	понял что	2	1
876	было так	1	1
877	они являются	1	1
878	всего это	1	1
879	этот материал	1	1
880	в три	1	1
881	и вас	1	1
882	чтобы дать	1	1
883	героя здесь	1	1
884	сам герой	1	1
885	они друг	2	1
886	изнутри и	2	1
887	его функцией	1	1
888	в момент	1	1
889	остаются в	1	1
890	которые не	2	1
891	к этой	3	1
892	спать не	1	1
893	прямо на	1	1
894	до него	4	1
895	некоторой степени	1	1
896	совершенно очевидно	1	1
897	быть сделан	1	1
898	или иных	1	1
899	это лишь	1	1
900	истории его	1	1
901	и когда	1	1
902	формы в	1	1
903	следует что	1	1
904	на своей	1	1
905	этот момент	2	1
906	же относится	2	1
907	в некоторых	6	1
908	что человек	1	1
909	потому не	1	1
910	другой с	1	1
911	нас в	1	1
912	форма его	1	1
913	мотив а	1	1
914	целом его	1	1
915	его тело	2	1
916	которая была	1	1
917	поэтому их	1	1
918	и самые	1	1
919	ее во	1	1
920	или во	1	1
921	стоит в	1	1
922	вступить в	1	1
923	на которых	1	1
924	из двух	2	1
925	а во-вторых	1	1
926	на свою	2	1
927	теперь мы	1	1
928	это те	1	1
929	в некотором	2	1
930	или на	3	1
931	и требует	3	1
932	внимательнее к	1	1
933	другую сторону	1	1
934	давно уже	1	1
935	идея эта	1	1
936	уже нет	3	1
937	власти над	3	1
938	образом между	1	1
939	что по	1	1
940	здесь происходит	1	1
941	но очень	1	1
942	его все	1	1
943	мы только	1	1
944	только для	1	1
945	одна очень	1	1
946	одно очень	1	1
947	за ней	2	1
948	быть разрешен	1	1
949	он по	2	1
950	мы считаем	1	1
951	же наоборот	1	1
952	раз когда	1	1
953	но мы	5	1
954	на таком	1	1
955	так например	3	1
956	на первый	1	1
957	не стало	1	1
958	свой смысл	1	1
959	связано с	7	1
960	человека о	1	1
961	также что	3	1
962	надо еще	1	1
963	всякого рода	3	1
964	но те	1	1
965	в дальнейшем	6	1
966	для выражения	1	1
967	мертвых я	1	1
968	одно время	1	1
969	приведем еще	2	1
970	или какое-нибудь	1	1
971	случае они	1	1
972	на этой	5	1
973	героя или	1	1
974	ее к	2	1
975	мы рассмотрим	4	1
976	к другой	2	1
977	а порой	1	1
978	делало его	1	1
979	знаем о	2	1
980	опять не	2	1
981	очень важное	1	1
982	как принцип	1	1
983	языка в	1	1
984	в приведенных	5	1
985	доказать что	1	1
986	но кто	1	1
987	она все	1	1
988	о которых	4	1
989	материал но	1	1
990	этом мы	2	1
991	выходит из	2	1
992	уже у	1	1
993	в каких	1	1
994	но то	2	1
995	формы его	1	1
996	же порядка	1	1
997	и другой	1	1
998	во многих	1	1
999	на следующий	2	1
1000	слов но	1	1
1001	поэтому мы	1	1
1002	е для	2	1
1003	эта вера	2	1
1004	особое место	1	1
1005	он получает	3	1
1006	н я	1	1
1007	точно так	3	1
1008	приходит к	3	1
1009	говорит что	1	1
1010	он думает	1	1
1011	не обязательно	2	1
1012	уже почти	1	1
1013	и сюжет	1	1
1014	дошли до	1	1
1015	я буду	1	1
1016	быть дана	1	1
1017	изнутри в	1	1
1018	всякого сомнения	1	1
1019	часть этого	1	1
1020	которое его	1	1
1021	другие не	1	1
1022	в чистом	1	1
1023	от лица	1	1
1024	производится с	1	1
1025	пока он	2	1
1026	некоторое время	2	1
1027	к ним	2	1
1028	обратим внимание	2	1
1029	хозяином и	1	1
1030	бога и	1	1
1031	исторические корни	1	1
1032	это тоже	1	1
1033	ней и	1	1
1034	еще нет	2	1
1035	функция этого	1	1
1036	чтобы они	2	1
1037	говорит с	1	1
1038	они должны	1	1
1039	а сам	2	1
1040	же они	1	1
1041	третий день	1	1
1042	его функции	1	1
1043	под названием	1	1
1044	количество их	1	1
1045	шла с	1	1
1046	чего он	1	1
1047	в непосредственной	1	1
1048	него если	1	1
1049	на того	1	1
1050	момент в	1	1
1051	всех людей	3	1
1052	именно с	1	1
1053	в особой	1	1
1054	не два	1	1
1055	выходя из	1	1
1056	в европе	3	1
1057	это давно	1	1
1058	ее всегда	1	1
1059	глазах и	1	1
1060	так у	4	1
1061	не просто	1	1
1062	в связь	2	1
1063	что едва	1	1
1064	едва ли	1	1
1065	характерно что	2	1
1066	же было	1	1
1067	мы скажем	1	1
1068	чтобы убить	5	1
1069	героя от	1	1
1070	видели что	2	1
1071	ее и	3	1
1072	рассказ строится	1	1
1073	менее в	1	1
1074	от его	1	1
1075	конечно есть	1	1
1076	землю и	2	1
1077	еще раньше	1	1
1078	он от	1	1
1079	нами еще	1	1
1080	нельзя дать	2	1
1081	духи и	1	1
1082	не видел	2	1
1083	такого рода	2	1
1084	наших целей	1	1
1085	внимание на	1	1
1086	притом не	1	1
1087	в состоянии	1	1
1088	что уже	1	1
1089	этой же	1	1
1090	и основной	1	1
1091	вопрос мы	1	1
1092	в социальной	1	1
1093	по мнению	1	1
1094	далеко за	1	1
1095	на особой	1	1
1096	о существовании	1	1
1097	после этого	3	1
1098	и через	1	1
1099	в тот	1	1
1100	велико что	1	1
1101	но чаще	1	1
1102	живет дольше	1	1
1103	делает вид	3	1
1104	его трудно	1	1
1105	то земля	1	1
1106	строятся на	1	1
1107	это народ	1	1
1108	не путем	1	1
1109	не под	1	1
1110	который делает	1	1
1111	перед тобой	1	1
1112	или право	1	1
1113	мне на	1	1
1114	литература о	1	1
1115	его сам	1	1
1116	не говорит	2	1
1117	при анализе	2	1
1118	этим и	1	1
1119	это мы	3	1
1120	прямо не	1	1
1121	наше рассмотрение	2	1
1122	с водой	6	1
1123	на тот	1	1
1124	или иная	1	1
1125	мере того	3	1
1126	вопрос почему	1	1
1127	смысле и	1	1
1128	первый план	1	1
1129	на третий	1	1
1130	в связи	6	1
1131	ясно что	5	1
1132	их он	1	1
1133	перед началом	1	1
1134	есть та	1	1
1135	иногда они	3	1
1136	с изображением	2	1
1137	тысяч лет	1	1
1138	и вместе	3	1
1139	особенности в	2	1
1140	не улавливает	1	1
1141	уже давно	3	1
1142	и жизнь	1	1
1143	которые будут	1	1
1144	должно было	3	1
1145	того он	1	1
1146	ему во	1	1
1147	только еще	1	1
1148	к мысли	1	1
1149	его значение	1	1
1150	а только	1	1
1151	же достигается	1	1
1152	могло бы	1	1
1153	ним а	1	1
1154	мы проследим	2	1
1155	чтобы его	1	1
1156	вопроса о	1	1
1157	таким является	1	1
1158	собственно в	1	1
1159	всего этот	1	1
1160	мы приведем	2	1
1161	не при	1	1
1162	в русской	8	1
1163	с новой	1	1
1164	с образом	1	1
1165	смысл и	1	1
1166	полное совпадение	1	1
1167	же все	1	1
1168	категории а	1	1
1169	вошел в	2	1
1170	него есть	1	1
1171	которые или	1	1
1172	мир он	2	1
1173	я тебе	1	1
1174	говорилось о	1	1
1175	с матерью	1	1
1176	бы она	1	1
1177	три раза	2	1
1178	сюда же	3	1
1179	у них	2	1
1180	связь и	1	1
1181	дать полную	1	1
1182	от тебя	1	1
1183	и социальном	2	1
1184	чтобы он	3	1
1185	он находится	1	1
1186	героя за	2	1
1187	в случае	1	1
1188	и приносит	1	1
1189	и тем	7	1
1190	ночам и	1	1
1191	как это	5	1
1192	не будет	1	1
1193	можно сделать	1	1
1194	на нем	3	1
1195	всех других	1	1
1196	не были	1	1
1197	никто не	4	1
1198	хотя в	1	1
1199	сюда относятся	1	1
1200	в тех	4	1
1201	и тот	1	1
1202	видели также	1	1
1203	и хотя	4	1
1204	даже не	2	1
1205	проникнуть в	1	1
1206	в нее	7	1
1207	это может	1	1
1208	собой две	1	1
1209	понимает что	1	1
1210	он представляет	1	1
1211	его так	2	1
1212	один вид	1	1
1213	он еще	1	1
1214	можно бы	5	1
1215	например не	1	1
1216	центр тяжести	2	1
1217	это заставляет	1	1
1218	важно чтобы	1	1
1219	главным образом	2	1
1220	два года	2	1
1221	или о	1	1
1222	человек характерно	1	1
1223	соединение с	1	1
1224	строится на	2	1
1225	что есть	2	1
1226	их к	1	1
1227	когда они	3	1
1228	приводят к	3	1
1229	и ты	1	1
1230	в доме	3	1
1231	непосредственной близости	1	1
1232	женщиной и	1	1
1233	связь в	2	1
1234	даже если	2	1
1235	с идеями	1	1
1236	ей не	1	1
1237	в сердце	1	1
1238	особое внимание	1	1
1239	одной стороны	7	1
1240	собой а	1	1
1241	вокруг героя	1	1
1242	человека или	1	1
1243	время он	1	1
1244	же необходимо	1	1
1245	себя он	1	1
1246	его смерти	1	1
1247	их так	1	1
1248	уходит в	2	1
1249	каждого из	1	1
1250	следует за	2	1
1251	до его	2	1
1252	пришел к	1	1
1253	правда этот	1	1
1254	таков например	1	1
1255	герою а	1	1
1256	трудно сказать	1	1
1257	в частности	9	1
1258	однако почти	1	1
1259	и увидит	1	1
1260	к иному	1	1
1261	как одна	1	1
1262	одним словом	1	1
1263	приближается к	2	1
1264	и должны	1	1
1265	лишь косвенно	1	1
1266	если в	4	1
1267	между героем	1	1
1268	к одной	1	1
1269	в языке	1	1
1270	живет в	6	1
1271	из таких	3	1
1272	оно было	1	1
1273	образа и	1	1
1274	и оставляет	1	1
1275	на те	1	1
1276	не всякий	1	1
1277	переносится в	2	1
1278	говорит и	1	1
1279	от нас	1	1
1280	до некоторой	1	1
1281	сюда относится	1	1
1282	и из	3	1
1283	он что	1	1
1284	это она	1	1
1285	он на	2	1
1286	чрезвычайно много	1	1
1287	бы привести	1	1
1288	она ему	1	1
1289	что никакой	1	1
1290	утверждает что	1	1
1291	пор не	1	1
1292	место занимает	1	1
1293	нож и	1	1
1294	оттого что	4	1
1295	они на	1	1
1296	героем в	1	1
1297	поэтому она	1	1
1298	и вновь	4	1
1299	приведем два	1	1
1300	за это	3	1
1301	этом как	1	1
1302	за что	2	1
1303	должен был	1	1
1304	не ясно	3	1
1305	где же	1	1
1306	оказывается в	1	1
1307	орудием в	1	1
1308	это положение	1	1
1309	с целью	2	1
1310	на мотиве	1	1
1311	но вот	2	1
1312	встречаются и	1	1
1313	тела и	2	1
1314	еще с	1	1
1315	превращаются в	2	1
1316	на месте	1	1
1317	во множестве	1	1
1318	себе герой	1	1
1319	героем был	2	1
1320	можно назвать	1	1
1321	характер этого	1	1
1322	к которым	4	1
1323	и соответственно	1	1
1324	и представляя	1	1
1325	самая постановка	1	1
1326	имеет как	1	1
