N	3gram	Vinokur_Ku	slovoVRo
122	и в частности	1	2
123	и не только	1	2
124	тот или иной	1	2
125	на этой почве	2	1
126	почти всегда в	1	1
127	в одно и	1	1
128	или в том	1	1
129	если они не	1	1
130	но тем самым	1	1
131	т п так	2	1
132	обстоит дело в	1	1
133	как раз на	2	1
134	меньшей степени все	1	1
135	бы и не	1	1
136	все то что	1	1
137	язык это не	1	1
138	система языка в	1	1
139	отношение к слову	1	1
140	разговорного языка и	1	1
141	в конечном счете	2	1
142	для этого необходимо	1	1
143	в литературе и	1	1
144	в применении к	1	1
145	языка и стиля	1	1
146	язык в этом	1	1
147	только в более	1	1
148	языка в этом	1	1
149	тесной связи с	1	1
150	слова и не	1	1
151	можно рассматривать с	1	1
152	в некотором отношении	1	1
153	языку как общему	1	1
154	своей книге о	1	1
155	при этом что	1	1
156	мы говорим о	3	1
157	язык поэзии и	1	1
158	влечет за собой	1	1
159	до наших дней	1	1
160	дело не в	3	1
161	xix века это	1	1
162	одним из моментов	1	1
163	и все это	1	1
164	к началу xix	1	1
165	значение и в	1	1
166	их удельный вес	1	1
167	понимается в духе	1	1
168	том же языке	1	1
169	том что она	1	1
170	однако не в	1	1
171	несет на себе	1	1
172	так или иначе	3	1
173	не с одним	1	1
174	сами по себе	2	1
175	рядом с этим	1	1
176	и некоторые другие	1	1
177	точки зрения стилистики	1	1
178	началу xix века	1	1
179	как социальное явление	1	1
180	т п наконец	1	1
181	в том случае	3	1
182	имеет первостепенное значение	1	1
183	свой предмет как	1	1
184	как например в	1	1
185	в особенности в	1	1
186	в иных случаях	3	1
187	и в той	1	1
188	может быть не	1	1
189	но он пользуется	1	1
190	укладывается в прокрустово	1	1
191	в особенности же	2	1
192	в состоянии некоторого	1	1
193	жизни в его	1	1
194	дает себя знать	1	1
195	речь идет о	3	1
196	и где нет	1	1
197	разве только в	1	1
198	связанные с этим	1	1
199	о котором идет	3	1
200	само по себе	6	1
201	но они не	1	1
202	к языку как	2	1
203	языка на его	1	1
204	каждое из них	1	1
205	том что в	1	1
206	в х годах	1	1
207	слова не только	1	1
208	в его собственном	1	1
209	а в том	2	1
210	так как во	1	1
211	и с ним	1	1
212	на этом языке	1	1
213	в прокрустово ложе	1	1
214	то ни было	1	1
215	в которых оно	1	1
216	и говорит и	1	1
217	что самое слово	1	1
218	русском языке но	1	1
219	а не с	1	1
220	и в самых	1	1
221	том что оно	2	1
222	при этом на	1	1
223	в сущности и	1	1
224	в своей книге	1	1
225	все это не	3	1
226	и в его	1	1
227	все дело в	1	1
228	бы то ни	1	1
229	и еще не	1	1
230	для этой цели	1	1
231	но это не	1	1
232	что для нас	1	1
233	в какой мере	1	1
234	себя и для	1	1
235	может и не	1	1
236	в этих случаях	1	1
237	особенно важное значение	1	1
238	и на самом	1	1
239	находит свое выражение	1	1
240	кроме того еще	1	1
241	но конечно и	1	1
242	вместе с ним	1	1
243	и что же?	1	1
244	по аналогии с	1	1
245	но кроме того	1	1
246	в языке не	2	1
247	на то что	3	1
248	к радикальному пересмотру	1	1
249	и может быть	1	1
250	по крайней мере	11	1
251	в данный момент	2	1
252	в том чтобы	9	1
253	заключается в том	2	1
254	ни в какой	1	1
255	имеем в виду	1	1
256	но в нем	1	1
257	в последние десятилетия	1	1
258	не до конца	1	1
259	не может и	1	1
260	в свое время	4	1
261	мы увидим что	2	1
262	в виду не	2	1
263	между ними и	1	1
264	все более и	1	1
265	все это как	1	1
266	есть в сущности	1	1
267	со словом как	1	1
268	в которые с	1	1
269	быть материалом для	1	1
270	более и более	1	1
271	в этих областях	1	1
272	только в контексте	1	1
273	слова может быть	1	1
274	но все это	1	1
275	в действии и	1	1
276	в них не	1	1
277	не выходят за	1	1
278	самого по себе	1	1
279	в противном случае	2	1
280	точки зрения а	1	1
281	узком смысле слова	1	1
282	и с точки	1	1
283	дело в том	1	1
284	и далее к	1	1
285	не должно быть	1	1
286	слов а не	1	1
287	одной и той	1	1
288	и ничего не	1	1
289	так же как	3	1
290	твердое и устойчивое	1	1
291	мы имеем в	1	1
292	и др например	1	1
293	и не на	1	1
294	именно в том	2	1
295	всех этих случаях	1	1
296	к слову в	1	1
297	но может быть	1	1
298	но во всяком	1	1
299	том что он	4	1
300	в письменной речи	1	1
301	и все его	1	1
302	как раз те	1	1
303	в соединении с	1	1
304	данного языка в	1	1
305	тем или иным	1	1
306	т п например	1	1
307	в русском языке	13	1
308	на своем месте	1	1
309	в данном языке	1	1
310	язык в его	1	1
311	тогда когда он	2	1
312	конкретное содержание этой	1	1
313	прозе и в	1	1
314	том случае если	3	1
315	языка но и	2	1
316	языка и с	1	1
317	например о слове	1	1
318	слов о том	1	1
319	как бы сами	1	1
320	в таких случаях	3	1
321	в нем с	1	1
322	с помощью самого	1	1
323	языка в его	2	1
324	даже и там	1	1
325	мы к сожалению	1	1
326	и в смысле	1	1
327	следовательно и в	1	1
328	также и в	1	1
329	связанная с ним	1	1
330	прежде всего в	1	1
331	и той же	1	1
332	в разных языковых	1	1
333	это было бы	1	1
334	легко и свободно	1	1
335	в нем есть	1	1
336	если бы он	1	1
337	свой смысл и	1	1
338	новые и новые	1	1
339	же и здесь	1	1
340	но с другой	1	1
