N	2gram	Bakhtin_Pr	VLabPisa
401	только то	3	2
402	показывает как	1	2
403	от того	4	2
404	внутреннюю логику	1	2
405	даже самая	1	2
406	идей в	5	2
407	образом даже	1	2
408	этому вопросу	1	2
409	как например	2	2
410	или наконец	4	2
411	сюжетов и	1	2
412	на это	2	2
413	и изобразить	1	2
414	например не	1	2
415	и формы	1	2
416	ни одного	4	2
417	он и	9	2
418	к ним	3	2
419	же самое	1	2
420	в книге	4	2
421	он в	3	2
422	вообще и	1	2
423	его художественного	6	2
424	братьев карамазовых	1	2
425	будто бы	1	2
426	в сфере	4	2
427	и никогда	1	2
428	и многих	1	2
429	заключается в	3	2
430	которые в	2	2
431	и у	6	2
432	произведения не	1	2
433	вне его	2	2
434	одной из	1	2
435	в образе	4	2
436	на него	4	2
437	его произведений	2	2
438	он не	11	2
439	во всей	2	2
440	или иной	3	2
441	он может	4	2
442	отношении что	1	2
443	который в	2	2
444	и дальше	1	2
445	он сам	9	2
446	автора как	3	2
447	в области	3	2
448	в противном	1	2
449	что даже	1	2
450	некоторых из	1	2
451	только с	2	2
452	у них	1	2
453	к этим	2	2
454	конце концов	7	2
455	уже по	1	2
456	и для	5	2
457	но для	2	2
458	крайней мере	3	2
459	ни с	1	2
460	но в	7	2
461	своего творческого	1	2
462	персонажей и	1	2
463	что так	1	2
464	отдельные элементы	1	1
465	в той	9	1
466	в сложном	1	1
467	с которой	4	1
468	говорит достоевский	1	1
469	к лицу	1	1
470	в большом	3	1
471	индивидуальности таким	1	1
472	для самого	2	1
473	были бы	5	1
474	этом плане	1	1
475	автора а	2	1
476	ставил и	1	1
477	то в	1	1
478	на почве	5	1
479	от него	3	1
480	именно к	2	1
481	и другие	4	1
482	сознанию и	1	1
483	этом случае	1	1
484	романа с	2	1
485	является в	1	1
486	вспомним хотя	1	1
487	сводить к	2	1
488	и то	1	1
489	ответ на	2	1
490	а потому	4	1
491	ее и	2	1
492	или наоборот	1	1
493	образом и	1	1
494	взгляд на	1	1
495	ни в	5	1
496	и автор	2	1
497	огромное значение	1	1
498	мы видим	5	1
499	но на	2	1
500	еще одну	1	1
501	в более	1	1
502	что если	4	1
503	образа с	1	1
504	но несколько	1	1
505	можно говорить	2	1
506	мы и	2	1
507	в процесс	1	1
508	этого в	2	1
509	субъективного порядка	1	1
510	художественный замысел	1	1
511	на протяжении	3	1
512	вне себя	1	1
513	достоевского в	21	1
514	тут уж	1	1
515	этому плану	1	1
516	многих других	1	1
517	от жизни	1	1
518	гораздо сложнее	1	1
519	со всем	2	1
520	хоть и	3	1
521	художественные единства	1	1
522	ней не	1	1
523	типа как	1	1
524	сознания вообще	3	1
525	не материал	1	1
526	перед собою	1	1
527	толстого и	2	1
528	данном случае	3	1
529	не меньшим	1	1
530	то есть	64	1
531	на тех	1	1
532	и свою	2	1
533	по замыслу	1	1
534	образом уже	2	1
535	можно и	1	1
536	статье о	1	1
537	творчества они	1	1
538	роль и	1	1
539	которые не	1	1
540	к этой	1	1
541	обычного типа	5	1
542	переходит в	2	1
543	время и	2	1
544	почти не	1	1
545	поэтому в	2	1
546	самой строгой	1	1
547	мы не	3	1
548	идеи воплощенной	1	1
549	с отдельными	2	1
550	противоречия и	2	1
551	замысел его	2	1
552	как один	1	1
553	и имеет	1	1
554	в состоянии	1	1
555	всем им	1	1
556	он всегда	1	1
557	с этой	1	1
558	художником и	2	1
559	еще больше	1	1
560	еще более	1	1
561	в применении	1	1
562	как идеи	1	1
563	несмотря на	7	1
564	из того	1	1
565	мысль в	1	1
566	романа по	2	1
567	есть его	1	1
568	художников слова	1	1
569	не для	1	1
570	образ а	2	1
571	проявляется в	2	1
572	а и	2	1
573	которых он	1	1
574	или с	1	1
575	формы в	1	1
576	все зависит	1	1
577	в определенном	1	1
578	быть а	1	1
579	наблюдения над	1	1
580	и разные	1	1
581	с ним	13	1
582	где же	1	1
583	романа в	8	1
584	по выражению	2	1
585	кроме того	3	1
586	не являются	1	1
587	он это	1	1
588	и наглядно	1	1
589	не должна	1	1
590	как художественное	1	1
591	тон и	1	1
592	изучения его	1	1
593	отсюда следует	1	1
594	мысли а	1	1
595	о нем	16	1
596	действительности он	1	1
597	очень многим	1	1
598	не как	15	1
599	проникновения в	4	1
600	другими образами	1	1
601	воплощенной в	2	1
602	для нас	3	1
603	так будто	1	1
604	и всегда	1	1
605	художественного образа	1	1
606	к сознанию	2	1
607	содержание в	1	1
608	они в	1	1
609	сходятся в	1	1
610	лицом к	1	1
611	в логике	1	1
612	нет это	1	1
613	сложность и	1	1
614	силой и	1	1
615	именно эти	1	1
616	нет никакого	1	1
617	в живом	1	1
618	или другого	1	1
619	положения прежде	1	1
620	в этих	5	1
621	планы достоевского	1	1
622	и эти	1	1
623	о манере	1	1
624	в рамки	2	1
625	в виде	1	1
626	романтического типа	1	1
627	говорит он	9	1
628	ведь это	3	1
629	одну и	1	1
630	как же	5	1
631	правильного понимания	1	1
632	сами по	4	1
633	если не	2	1
634	он несколько	1	1
635	она к	1	1
636	в художественную	1	1
637	не выражается	1	1
638	материал для	1	1
639	в духе	3	1
640	все то	5	1
641	но он	3	1
642	характеризует свой	1	1
643	судьбу как	1	1
644	самом деле	9	1
645	произведений но	1	1
646	является таким	1	1
647	но все	8	1
648	еще раз	3	1
649	герои не	1	1
650	сознания на	1	1
651	в живописи	1	1
652	в свои	2	1
653	не обязательно	1	1
654	жизнь в	2	1
655	проявления этой	1	1
656	концепции но	1	1
657	идеологического романа	1	1
658	приходит в	1	1
659	на свою	1	1
660	вступает с	1	1
661	и все	4	1
662	же по	3	1
663	раз навсегда	1	1
664	и мучительно	1	1
665	они могут	2	1
666	на себя	3	1
667	зрения на	12	1
668	развития в	1	1
669	тем что	5	1
670	если это	1	1
671	произведения так	1	1
672	к более	2	1
673	превращаются в	1	1
674	замысел как	1	1
675	быть даже	2	1
676	непосредственно как	1	1
677	в музыке	4	1
678	же самый	1	1
679	когда все	1	1
680	разрозненные наблюдения	1	1
681	то время	3	1
682	он я	1	1
683	в таком	2	1
684	бы все	1	1
685	в сферу	1	1
686	сама по	3	1
687	в последних	1	1
688	способностью как	1	1
689	бы быть	3	1
690	из тех	3	1
691	в движение	1	1
692	друг другу	3	1
693	и цельной	1	1
694	несколько часов	2	1
695	конструктивных элементов	1	1
696	в какой	2	1
697	в устах	2	1
698	мы встречаемся	1	1
699	понятия и	1	1
700	необходимо для	1	1
701	он обязательно	1	1
702	их он	1	1
703	него был	1	1
704	как не	9	1
705	эпохе в	1	1
706	время как	2	1
707	что по	1	1
708	может только	1	1
709	а именно	4	1
710	или даже	2	1
711	мыслит и	1	1
712	и лежит	1	1
713	в научной	1	1
714	и так	1	1
715	как можно	3	1
716	наблюдений и	1	1
717	ними не	1	1
718	общественных отношений	1	1
719	на эту	1	1
720	может протекать	1	1
721	сознания при	1	1
722	как в	10	1
723	нет нужды	1	1
724	случайно и	2	1
725	и понимания	3	1
726	перейти к	1	1
727	и большого	1	1
728	отдельные этапы	1	1
729	на одном	1	1
730	мы только	1	1
731	наташи ростовой	1	1
732	себя и	4	1
733	не имеет	2	1
734	является для	2	1
735	от обычного	1	1
736	обе эти	1	1
737	зрения и	2	1
738	тема произведения	1	1
739	остается только	1	1
740	но у	5	1
741	о если	1	1
742	не создает	1	1
743	почти все	1	1
744	в свете	4	1
745	что нередко	1	1
746	о котором	1	1
747	собою в	2	1
748	положение его	1	1
749	сравнению с	2	1
750	том смысле	1	1
751	это было	3	1
752	лежит в	3	1
753	есть то	4	1
754	с большей	1	1
755	конкретные художественные	1	1
756	в известном	1	1
757	для их	2	1
758	в плоскости	5	1
759	знает что	1	1
760	и это	5	1
761	его значение	1	1
762	художник и	2	1
763	в каждой	3	1
764	а только	3	1
765	критического анализа	1	1
766	в каком	2	1
767	на своем	2	1
768	это происходит	1	1
769	не его	3	1
770	ничего общего	1	1
771	и художественная	1	1
772	в единый	1	1
773	правильно подчеркивает	1	1
774	процесс у	1	1
775	на себе	2	1
776	героя и	11	1
777	ним или	1	1
778	мысли в	2	1
779	человека а	2	1
780	не все	2	1
781	данного героя	1	1
782	казалось бы	1	1
783	достоевского таким	3	1
784	сразу и	1	1
785	весь роман	1	1
786	для правильного	1	1
787	эти определения	2	1
788	той или	3	1
789	а вместе	1	1
790	эти же	2	1
791	психологию к	1	1
792	частей и	1	1
793	в дальнейшем	2	1
794	жизнь и	3	1
795	основная тенденция	1	1
796	и отсюда	1	1
797	еще до	1	1
798	мышления точнее	1	1
799	определяет как	1	1
800	при определенных	1	1
801	замысла а	1	1
802	его и	4	1
803	наконец и	1	1
804	и осмысленной	1	1
805	художника ведь	1	1
806	совершенно не	2	1
807	признать что	1	1
808	ними нет	1	1
809	может иметь	1	1
810	удобства и	1	1
811	напряженной борьбы	1	1
812	личности самого	1	1
813	материалом но	1	1
814	всего необходимо	1	1
815	находит свое	2	1
816	а с	4	1
817	в данном	3	1
818	личности в	7	1
819	и преступника	1	1
820	всю его	1	1
821	сознания а	1	1
822	ему принадлежит	1	1
823	от других	2	1
824	в основе	6	1
825	художественные образы	2	1
826	две категории	1	1
827	силы и	1	1
828	тут и	2	1
829	трудным и	1	1
830	и мира	1	1
831	о бедном	1	1
832	тем более	2	1
833	бы с	1	1
834	как целое	2	1
835	вопрос о	4	1
836	художественной литературы	1	1
837	всего человека	1	1
838	словесное выражение	1	1
839	и повести	2	1
840	видим что	2	1
841	себе все	2	1
842	в братьях	3	1
843	которой он	1	1
844	эти идеи	3	1
845	но ведь	4	1
846	случае если	1	1
847	бедном чиновнике	1	1
848	об одном	1	1
849	письмо к	1	1
850	в лучшем	3	1
851	со всех	2	1
852	опыт и	1	1
853	это как	2	1
854	эти лица	1	1
855	его содержания	1	1
856	действительности как	1	1
857	не решена	1	1
858	есть в	10	1
859	конечно не	7	1
860	к идее	4	1
861	все должно	3	1
862	мере для	1	1
863	входит в	11	1
864	наконец в	2	1
865	единства в	1	1
866	в нескольких	1	1
867	уже в	9	1
868	не дает	4	1
869	с образами	1	1
870	бы своих	1	1
871	лежат в	2	1
872	бытия в	3	1
873	по сравнению	2	1
874	ее нельзя	2	1
875	основе этого	1	1
876	только об	1	1
877	бытием и	1	1
878	его творчества	8	1
879	воли является	1	1
880	способность как	1	1
881	цельные и	1	1
882	и композиционно	1	1
883	друг друга	10	1
884	наличие в	1	1
885	неизбежно приходит	1	1
886	как совокупность	1	1
887	потому что	20	1
888	в свою	1	1
889	сознания в	2	1
890	этих идей	1	1
891	и тем	2	1
892	слова и	2	1
893	кажется что	4	1
894	быть и	1	1
895	романы достоевского	3	1
896	от всех	1	1
897	о достоевском	12	1
898	замысел а	1	1
899	если б	1	1
900	романов достоевского	12	1
901	понимает и	2	1
902	оно и	1	1
903	только один	2	1
904	то все	1	1
905	между всеми	1	1
906	творчество не	1	1
907	а по	1	1
908	не могло	1	1
909	можно конечно	1	1
910	значение для	2	1
911	со стороны	6	1
912	творчества эта	1	1
913	только на	1	1
914	если же	3	1
915	выйти за	3	1
916	или иных	1	1
917	ими самими	1	1
918	тенденция его	1	1
919	процессе этого	1	1
920	что эта	1	1
921	для этого	4	1
922	одно и	1	1
923	может служить	1	1
924	на его	7	1
925	к творчеству	1	1
926	и ему	1	1
927	и если	1	1
928	есть и	2	1
929	часто вопреки	1	1
930	и та	1	1
931	его художественной	2	1
932	хотя в	1	1
933	все те	2	1
934	как художественная	3	1
935	и что	2	1
936	своей работе	1	1
937	и миром	1	1
938	к области	1	1
939	как если	1	1
940	материал его	2	1
941	существу своему	1	1
942	предисловии к	2	1
943	за пределы	10	1
944	но только	3	1
945	в начале	3	1
946	у достоевского	35	1
947	как характеризует	1	1
948	еще в	1	1
949	независимыми от	1	1
950	борьбу и	1	1
951	бы уже	2	1
952	ним не	1	1
953	мир а	1	1
954	что еще	1	1
955	этого образа	1	1
956	же если	1	1
957	в истории	3	1
958	романа и	5	1
959	этом смысле	12	1
960	что из	3	1
961	или как	5	1
962	наблюдений над	1	1
963	самого начала	4	1
964	каждый из	1	1
965	и речи	1	1
966	в новое	1	1
967	себе в	1	1
968	и ту	1	1
969	клода бернара	1	1
970	к каждому	1	1
971	личности и	1	1
972	значение и	1	1
973	и той	1	1
974	дело и	1	1
975	имеем в	2	1
976	знает и	2	1
977	этого мира	6	1
978	его герои	1	1
979	и идеи	6	1
980	единство и	1	1
981	это главное	1	1
982	достоевский в	10	1
983	ни одной	3	1
984	при этих	2	1
985	действительности если	1	1
986	но ни	1	1
987	так то	1	1
988	и еще	2	1
989	как обычное	1	1
990	всей полноты	1	1
991	свою внутреннюю	2	1
992	отношение к	4	1
993	каждым из	1	1
994	свою идею	1	1
995	как мы	10	1
996	со своими	6	1
997	одного дня	1	1
998	элементов в	1	1
999	же не	1	1
1000	жизни не	1	1
1001	к ней	1	1
1002	и истолкования	1	1
1003	и наблюдает	1	1
1004	в данной	1	1
1005	видим в	1	1
1006	это вовсе	2	1
1007	только материал	1	1
1008	общего с	1	1
1009	автор не	5	1
1010	для такого	2	1
1011	бы его	1	1
1012	заметить что	2	1
1013	об отсутствии	1	1
1014	и благодаря	2	1
1015	и во	2	1
1016	данте и	2	1
1017	он определяет	1	1
1018	мы бы	1	1
1019	бы он	3	1
1020	выражения в	1	1
1021	благодаря этому	2	1
1022	и синтеза	1	1
1023	материала в	1	1
1024	целого и	1	1
1025	новое время	1	1
1026	связи между	1	1
1027	быть в	2	1
1028	что может	2	1
1029	но ее	1	1
1030	нужно признать	1	1
1031	находится в	2	1
1032	уже не	14	1
1033	не значит	4	1
1034	прямые и	1	1
1035	слова в	4	1
1036	ли она	1	1
1037	чего он	1	1
1038	или иного	1	1
1039	своих романов	2	1
1040	материал в	1	1
1041	человека это	1	1
1042	не поддаются	1	1
1043	своей личности	2	1
1044	и художественной	1	1
1045	на этот	2	1
1046	романа братья	1	1
1047	достоевского изучение	1	1
1048	определения основной	1	1
1049	из очень	1	1
1050	происходит в	1	1
1051	этих черт	2	1
1052	и других	8	1
1053	творческой работы	1	1
1054	художником в	1	1
1055	согласиться с	1	1
1056	деле в	1	1
1057	как будто	4	1
1058	здесь не	2	1
1059	процесса и	2	1
1060	прототипы так	1	1
1061	эти планы	1	1
1062	достоевском по	1	1
1063	образ которого	1	1
1064	оно может	2	1
1065	их на	1	1
1066	и непосредственных	1	1
1067	тех или	1	1
1068	материалов и	1	1
1069	единой и	1	1
1070	это в	3	1
1071	или не	2	1
1072	необходимо учитывать	1	1
1073	приходится признать	1	1
1074	является только	1	1
1075	плане и	1	1
1076	что главное	1	1
1077	радости и	1	1
1078	но это	7	1
1079	благодаря чему	2	1
1080	не над	1	1
1081	самого автора	7	1
1082	своей индивидуальности	1	1
1083	потому и	2	1
1084	является уже	1	1
1085	над отдельными	2	1
1086	прав в	1	1
1087	с ее	5	1
1088	из него	1	1
1089	своей работы	1	1
1090	во времени	4	1
1091	его творческой	1	1
1092	планов его	1	1
1093	строго говоря	1	1
1094	в едином	6	1
1095	видения мира	1	1
1096	действительности не	1	1
1097	в самой	10	1
1098	ними в	1	1
1099	дело обстоит	1	1
1100	становится в	1	1
1101	или точнее	2	1
1102	и ни	1	1
1103	и особенно	2	1
1104	он должен	1	1
1105	мира его	1	1
1106	характерно что	2	1
1107	в черновиках	1	1
1108	исключительное значение	1	1
1109	что на	1	1
1110	идея на	1	1
1111	его сознания	4	1
1112	мира в	6	1
1113	не отличается	1	1
1114	что должно	1	1
1115	не к	1	1
1116	и самый	1	1
1117	понять и	3	1
1118	его можно	1	1
1119	имеет ничего	1	1
1120	у которого	1	1
1121	эту задачу	1	1
