N	3gram	Tiupa_Disk	Literetu
91	и другого в	1	2
92	только то что	2	2
93	в другом месте	1	2
94	а не только	2	2
95	в равной мере	1	2
96	в значительной степени	3	2
97	в принципе не	1	2
98	мы имеем дело	3	2
99	в чистом виде	1	2
100	может и не	1	2
101	вместе с тем	1	2
102	в основе этих	1	2
103	одним из наиболее	1	2
104	при всей своей	2	2
105	обратим внимание на	1	2
106	в свое время	3	2
107	в полной мере	1	2
108	в повестях белкина	3	2
109	в такого рода	2	2
110	дело в том	3	2
111	одно и то	2	2
112	это прежде всего	3	2
113	в этом случае	3	2
114	несет в себе	3	2
115	ли не наиболее	1	2
116	на первый взгляд	1	2
117	тем что он	2	2
118	по мысли мандельштама	1	2
119	и не только	2	2
120	что же касается	4	2
121	том что не	1	2
122	второй из них	1	1
123	всего божьего света	1	1
124	к другим участникам	1	1
125	в той или	1	1
126	в области художественного	1	1
127	области художественного письма	1	1
128	что он не	1	1
129	все то что	1	1
130	т.п такого рода	1	1
131	как будто бы	2	1
132	а потому и	1	1
133	все того же	1	1
134	человека в мире	1	1
135	художественного письма своего	1	1
136	не приводит к	1	1
137	тогда как другое	1	1
138	в середине хх	1	1
139	в большинстве случаев	2	1
140	участникам речевого общения	1	1
141	решающую роль в	1	1
142	в себе как	1	1
143	на том что	1	1
144	оказались своего рода	1	1
145	уже не является	2	1
146	для себя возможным	1	1
147	но отнюдь не	2	1
148	продукт социального взаимодействия	1	1
149	но исключительно в	1	1
150	явилось одним из	1	1
151	то что в	1	1
152	трех говорящего автора	1	1
153	выходит за рамки	1	1
154	или иной мере	1	1
155	хотя бы и	1	1
156	жизни но и	1	1
157	так и от	1	1
158	текста может быть	1	1
159	это приводит к	1	1
160	и тем более	1	1
161	во внешнем мире	1	1
162	художественного письма в	1	1
163	тем более не	1	1
164	читателя и того	1	1
165	с лирическим героем	1	1
166	особую и весьма	1	1
167	не в том	3	1
168	далеко не всегда	1	1
169	того о ком	1	1
170	друг от друга	1	1
171	более или менее	2	1
172	героя никогда не	1	1
173	не несет в	1	1
174	проблема речевых жанров	1	1
175	если бы я	1	1
176	а в том	2	1
177	прежде всего это	1	1
178	именно в этом	1	1
179	вольно или невольно	2	1
180	так и с	1	1
181	что ведет к	1	1
182	до сих пор	1	1
183	потому что в	2	1
184	и не должно	1	1
185	от всего божьего	1	1
186	письма своего рода	1	1
187	в такой же	1	1
188	слово сплочены слова	1	1
189	данном случае не	1	1
190	другим участникам речевого	1	1
191	если и не	1	1
192	гегель именовал веком	1	1
193	или о чем	1	1
194	социального взаимодействия трех	1	1
195	первого и второго	2	1
196	о чем говорят	1	1
197	всего в том	1	1
198	и в то	2	1
199	в пределах одной	1	1
200	том что в	3	1
201	человеческого я в	1	1
202	требует от личности	1	1
203	было в том	1	1
204	самоопределение личности по	1	1
205	но и от	1	1
206	далеко еще не	3	1
207	и того же	4	1
208	автором и читателем	1	1
209	принципе не может	1	1
210	герой в эстетической	1	1
211	при этом он	1	1
212	и т.п и	1	1
213	в эстетической деятельности	1	1
214	в частности в	2	1
215	по сути дела	3	1
216	в силу его	1	1
217	покойного ивана петровича	1	1
218	как раз и	1	1
219	в наше время	4	1
220	и там где	1	1
221	столкновения и взаимодействия	1	1
222	и того о	1	1
223	трудно не согласиться	1	1
224	но все же	1	1
225	но по сути	1	1
226	автор и герой	2	1
227	о том как	1	1
228	одного и того	4	1
229	не более чем	3	1
230	имея в виду	1	1
231	при таком взгляде	1	1
232	еще и в	1	1
233	пока еще не	3	1
234	и в том	1	1
235	принципиальное различие между	1	1
236	но не менее	1	1
237	а не в	2	1
238	и второго лица	1	1
239	такой же мере	1	1
240	в этом последнем	1	1
241	а также и	1	1
242	в действительности это	1	1
243	не только по	1	1
244	и т.п такого	1	1
245	в евгении онегине	1	1
246	взаимодействия трех говорящего	1	1
247	то есть в	2	1
248	только по отношению	1	1
249	в работе проблема	1	1
250	личности при этом	1	1
251	в россии в	1	1
252	стороны и к	1	1
253	по мнению автора	1	1
254	и тем же	1	1
255	в коммуникативное событие	1	1
256	справедливо не только	1	1
257	есть по сути	1	1
258	не могли быть	1	1
259	глубокое и принципиальное	1	1
260	в эпоху классического	1	1
261	искусство слова в	1	1
262	до сего времени	2	1
263	является своего рода	1	1
264	в этом своем	2	1
265	всем многообразии ее	1	1
266	может быть ни	1	1
267	таком взгляде на	1	1
268	прежде всего отметим	1	1
269	не только от	1	1
270	чем говорят героя	1	1
271	состоит прежде всего	1	1
272	и в особенности	2	1
273	и на его	1	1
274	в эстетический объект	1	1
275	в рамках же	1	1
276	аналогично тому как	1	1
277	в это время	1	1
278	здесь как и	1	1
279	том или ином	1	1
280	в слово сплочены	1	1
281	в этом же	1	1
282	ком или о	1	1
283	сближает его с	1	1
284	автора с читателем	1	1
285	может быть в	1	1
286	только в качестве	1	1
287	об одном из	1	1
288	не в состоянии	1	1
289	ивана петровича белкина	3	1
290	термин дискурс в	1	1
291	генетически восходит к	1	1
292	и герой в	1	1
293	быть определена как	3	1
294	более того это	1	1
295	коммуникативного события общения	1	1
296	однако во всех	1	1
297	при этом и	1	1
298	он не может	1	1
299	не может стать	1	1
300	в своей основе	1	1
301	о ком или	1	1
302	перед нами не	1	1
303	в другом и	1	1
304	хотя бы на	1	1
305	в одной из	2	1
306	в чем и	1	1
307	эстетическое переживание переживания	1	1
308	для русской литературы	1	1
309	одним и тем	1	1
310	тому как в	1	1
311	и мн др	3	1
312	это еще не	2	1
313	этом своем качестве	2	1
314	содержит в себе	3	1
315	как мы видели	1	1
316	такова же и	1	1
317	действительности в процессе	1	1
318	в творчестве чехова	2	1
319	мысль о том	1	1
320	может быть определена	2	1
321	и художественного письма	1	1
322	в своих истоках	1	1
323	именовал веком героев	1	1
324	но в большинстве	1	1
325	коммуникативного события как	1	1
326	пределах одной фразы	1	1
327	только потому что	1	1
328	который не знает	1	1
329	во всех этих	1	1
330	которое может быть	2	1
331	ему по своей	1	1
332	к личностному самоопределению	1	1
333	в этом качестве	1	1
334	то есть оказывается	1	1
335	другом и другого	1	1
336	именно в том	1	1
337	значительную роль в	1	1
338	между автором и	1	1
339	с самого начала	2	1
340	в себе не	2	1
341	к хх веку	1	1
342	том что он	1	1
343	чем и состоит	1	1
344	в первую очередь	3	1
345	не могут быть	1	1
346	может быть описан	1	1
347	в рамках которого	2	1
348	нет дела до	1	1
349	крайней мере двух	1	1
350	в мире и	1	1
351	легко может быть	1	1
352	внешнее и внутреннее	1	1
353	ивана иваныча из	1	1
354	на этом свете	1	1
355	и др на	1	1
356	одного из канонических	2	1
357	и не может	3	1
358	и т.п здесь	1	1
359	а нередко и	1	1
360	это и есть	1	1
361	нет и не	1	1
362	с ней в	1	1
363	тот или иной	2	1
364	как уже говорилось	1	1
365	имеем дело с	1	1
366	в основе своей	4	1
367	пребывания в мире	1	1
