N	3gram	Bakhtin_Fr	Myslijsy
289	представлений но эти	1	1
290	всего того что	1	1
291	во второй половине	1	1
292	что они представляются	1	1
293	обращаем внимание на	1	1
294	имеет в виду	1	1
295	в разных местах	1	1
296	и все свои	1	1
297	потому что они	1	1
298	образом уже здесь	1	1
299	была чрезвычайно распространена	1	1
300	уже и в	1	1
301	бы думать что	1	1
302	и связанные с	1	1
303	было бы сказать	1	1
