N	2gram	Losev_Prob	Stilisti
237	что всякое	2	3
238	если не	6	3
239	и поэтому	2	3
240	между тем	3	3
241	не знает	4	3
242	в частности	5	3
243	только на	13	3
244	не с	1	3
245	через нее	1	3
246	в тех	2	3
247	о своем	4	3
248	в начале	1	3
249	и слово	1	3
250	конечно не	3	3
251	уже видели	1	3
252	от того	2	3
253	ведь если	5	3
254	внешнее выражение	1	3
255	их в	6	3
256	мы ни	3	3
257	язык не	2	3
258	нет и	5	3
259	не будет	11	3
260	сказать что	33	3
261	может показаться	1	3
262	будем говорить	1	3
263	необходимо чтобы	4	3
264	жизни и	1	3
265	слово и	3	3
266	и эта	1	3
267	к той	1	3
268	у них	1	3
269	не мог	1	3
270	и для	10	3
271	это не	7	3
272	из них	3	3
273	он должен	2	3
274	и всего	1	2
275	события и	1	2
276	был и	1	2
277	находятся в	2	2
278	для всех	3	2
279	нашего исследования	5	2
280	в душе	1	2
281	и этот	4	2
282	точном смысле	2	2
283	и конечно	2	2
284	ничем не	2	2
285	тот смысл	1	2
286	что иное	5	2
287	слова здесь	1	2
288	речи но	1	2
289	и эту	2	2
290	должно быть	3	2
291	нас не	5	2
292	в языке	13	2
293	был бы	6	2
294	с развитием	1	2
295	объективной действительности	3	2
296	и при	4	2
297	и потому	3	2
298	каждый из	3	2
299	мы имеем	3	2
300	с самим	3	2
301	ни к	1	2
302	другое как	1	2
303	как нет	1	2
304	этом отношении	2	2
305	с ним	4	2
306	еще мало	1	2
307	кроме того	7	2
308	и различие	2	2
309	о чем	11	2
310	я взял	1	2
311	что то	1	2
312	и все-таки	4	2
313	но как	11	2
314	для них	5	2
315	в отношении	7	2
316	с другими	6	2
317	собой разумеется	1	2
318	это слово	1	2
319	будет иметь	2	2
320	же такое	5	2
321	как нечто	10	2
322	с собой	3	2
323	что другое	1	2
324	но это	11	2
325	ни слова	1	2
326	в их	7	2
327	речь но	1	2
328	слова мы	1	2
329	о них	3	2
330	и сознания	1	2
331	сказать не	1	2
332	а на	1	2
333	в своих	3	2
334	не было	7	2
335	на этот	3	2
336	или в	5	2
337	том же	1	2
338	не обладает	1	2
339	в наших	2	2
340	прежде чем	3	2
341	будет значить	1	2
342	является знаком	1	2
343	но эта	3	2
344	от нашего	1	2
345	но не	13	2
346	конечно мы	1	2
347	тем что	10	2
348	или хотя	2	2
349	он говорит	2	2
350	слово в	2	2
351	это выражение	1	2
352	я и	2	2
353	в жизни	3	2
354	общения людей	3	2
355	в связи	7	2
356	ясно что	7	2
357	существует и	3	2
358	как не	1	2
359	эти три	1	2
360	что он	11	2
361	значением слова	3	2
362	от чего	2	2
363	помнить что	3	2
364	для каждого	2	2
365	или даже	3	2
366	не есть	49	2
367	в своей	8	2
368	бы нам	2	2
369	на эту	2	2
370	в этих	7	2
371	это же	1	2
372	на одном	2	2
373	и сам	3	2
374	связанные с	1	2
375	больше и	2	2
376	ли он	2	2
377	которые являются	3	2
378	по своей	1	2
379	которое не	1	2
380	войти в	3	2
381	говорить и	1	2
382	себе и	2	2
383	в казенной	1	2
384	в каком	7	2
385	не нужно	6	2
386	тому же	1	2
387	как обычно	1	2
388	чего же	1	2
389	должен быть	1	2
390	но мы	3	2
391	на первый	5	2
392	сих пор	6	2
393	и вообще	13	2
394	жизни мы	1	2
395	смысл то	2	2
396	языка мы	1	2
397	в дальнейшем	5	2
398	первый взгляд	2	2
399	с этим	7	2
400	нет ничего	12	2
401	такие слова	1	2
402	не говоря	8	2
403	форме и	1	2
404	к этому	1	2
405	бы не	4	2
406	еще и	9	2
407	человека в	1	2
408	бы и	5	2
409	слов или	1	2
410	при условии	5	2
411	между собой	5	2
412	вопрос о	4	2
413	себе все	2	2
414	языка в	3	2
415	мы говорили	5	2
416	мы конечно	3	2
417	даже и	18	2
418	действительности которая	1	2
419	да еще	1	2
420	нашего сознания	3	2
421	в значительной	2	2
422	из этих	5	2
423	ни один	1	2
424	и ни	7	2
425	относится к	6	2
426	который мы	2	2
427	также и	22	2
428	представляет собой	2	2
429	в какой	1	2
430	на возможность	2	2
431	оно является	1	2
432	и тогда	2	2
433	он не	5	2
434	значение и	7	2
435	переживаний и	1	2
436	только тогда	4	2
437	и кроме	1	2
438	в него	3	2
439	и больше	2	2
440	нужно было	1	2
441	от которых	2	2
442	за ними	1	2
443	для этого	5	2
444	только одним	2	2
445	для всякого	2	2
446	между внутренней	1	2
447	тем и	3	2
448	в нашей	3	2
449	серп и	4	2
450	в нас	2	2
451	как уже	1	2
452	времени и	1	2
453	в пределах	2	2
454	о языке	3	2
455	речь есть	1	2
456	и те	2	2
457	у человека	1	2
458	этот вопрос	2	2
459	не должно	1	2
460	человека с	2	2
461	ту же	1	2
462	но даже	3	2
463	в словарях	1	2
464	самое время	4	2
465	при всем	1	2
466	должны были	3	2
467	знак и	15	2
468	перейти к	4	2
469	словесный знак	1	2
470	почему же	1	2
471	тот или	4	2
472	отношение к	1	2
473	у себя	1	2
474	все больше	1	2
475	друг другу	2	2
476	которые в	4	2
477	вовсе не	60	2
478	одной из	1	2
479	различие в	3	2
480	тот же	4	2
481	до конца	1	2
482	роль играет	1	2
483	место в	2	2
484	есть не	10	2
485	в точном	1	2
486	из трех	1	2
487	в реальной	1	2
488	здесь не	9	2
489	именно с	1	2
490	однако в	2	2
491	всякое выражение	4	2
492	человек не	1	2
493	в которых	4	2
494	в разговоре	1	2
495	не будут	1	2
496	ведь и	2	2
497	друг друга	1	2
498	только потому	4	2
499	и нет	2	2
500	в движении	1	2
501	не из	1	2
502	в какой-то	3	2
503	иное как	5	2
504	этом конечно	1	2
505	которая и	3	2
506	гораздо более	6	2
507	к нему	5	2
508	собой разумеющееся	1	2
509	от всякого	2	1
510	он пользуется	1	1
511	может обойтись	1	1
512	уже с	4	1
513	с предыдущим	1	1
514	мы наблюдаем	2	1
515	к сожалению	6	1
516	что в	21	1
517	которого он	2	1
518	ближе к	2	1
519	с большими	1	1
520	рука и	1	1
521	они являются	1	1
522	то в	6	1
523	не мешает	2	1
524	и весь	4	1
525	именно к	1	1
526	дает нам	2	1
527	вместе со	1	1
528	в смысловом	1	1
529	утверждать что	2	1
530	и будет	2	1
531	является в	3	1
532	только не	4	1
533	ли или	1	1
534	собственном смысле	1	1
535	мысли а	1	1
536	значит это	1	1
537	представим себе	2	1
538	форме мы	1	1
539	где-то между	1	1
540	все что	2	1
541	или наоборот	1	1
542	область в	1	1
543	символа не	4	1
544	на каком-нибудь	1	1
545	только одного	2	1
546	и самое	1	1
547	до сих	6	1
548	такое сознание	1	1
549	пусть даже	3	1
550	не слово	1	1
551	он уже	1	1
552	собой и	3	1
553	можно говорить	3	1
554	определить что	1	1
555	человека к	1	1
556	имеют место	1	1
557	в определенный	2	1
558	нами не	4	1
559	ведь для	1	1
560	говоря уже	6	1
561	будет говорить	1	1
562	на протяжении	1	1
563	сама собой	4	1
564	это движение	2	1
565	самым существенным	1	1
566	является ее	1	1
567	том насколько	1	1
568	приходится совершенно	1	1
569	без такого	2	1
570	и должны	3	1
571	же и	4	1
572	животного царства	1	1
573	языка есть	1	1
574	наше сознание	2	1
575	существует еще	1	1
576	как нам	2	1
577	от самой	1	1
578	эта рука	1	1
579	чего не	1	1
580	них в	1	1
581	или других	3	1
582	здесь нет	3	1
583	в самый	1	1
584	внешним образом	1	1
585	если в	2	1
586	в романе	1	1
587	свидетельствует о	5	1
588	элементов но	1	1
589	произносим слово	1	1
590	того как	3	1
591	структуру в	2	1
592	о той	1	1
593	время и	2	1
594	в основном	1	1
595	и уж	6	1
596	не сможем	2	1
597	языковыми элементами	1	1
598	соотношение между	3	1
599	что человек	1	1
600	от действительности	1	1
601	его с	1	1
602	уже содержит	1	1
603	которых мы	2	1
604	бы даже	2	1
605	же является	1	1
606	но еще	2	1
607	важно для	2	1
608	в обозначение	1	1
609	сознании не	1	1
610	тогда когда	4	1
611	нам удалось	1	1
612	в состоянии	2	1
613	что я	1	1
614	связан с	1	1
615	нас действительности	1	1
616	ведь всякое	2	1
617	человеческого общения	1	1
618	и типов	1	1
619	смысл который	1	1
620	здесь является	2	1
621	даже в	2	1
622	была бы	2	1
623	среду и	1	1
624	из всех	1	1
625	но от	1	1
626	говорили в	2	1
627	всякого рода	3	1
628	вещи и	13	1
629	бы на	1	1
630	в каком-нибудь	1	1
631	для возникновения	1	1
632	содержит в	7	1
633	для определения	3	1
634	в ресторане	1	1
635	только его	4	1
636	чтобы стать	1	1
637	этот момент	1	1
638	с областью	1	1
639	тем как	1	1
640	и теперь	1	1
641	бы говорить	1	1
642	ее можно	1	1
643	с некоторым	1	1
644	и ясных	1	1
645	и выраженным	1	1
646	чтобы этот	1	1
647	никак не	13	1
648	как раз	20	1
649	тем не	25	1
650	от всего	4	1
651	обойтись даже	1	1
652	ясным что	2	1
653	в литературе	4	1
654	определенный момент	1	1
655	могла бы	1	1
656	о нем	3	1
657	до наших	3	1
658	не имея	1	1
659	этот мир	1	1
660	не как	2	1
661	ее в	2	1
662	язык как	3	1
663	о которой	1	1
664	поэтому в	2	1
665	равным образом	1	1
666	помощи слова	1	1
667	пройти через	1	1
668	и всегда	3	1
669	исследования мы	3	1
670	ориентации в	1	1
671	не являются	8	1
672	в работах	1	1
673	остановиться на	1	1
674	это будет	2	1
675	для своего	3	1
676	с нашей	1	1
677	или предметов	1	1
678	одно из	2	1
679	было говорить	4	1
680	тот момент	1	1
681	чем больше	4	1
682	ни в	13	1
683	и делает	3	1
684	просто от	1	1
685	х годов	1	1
686	в результате	6	1
687	к установлению	1	1
688	от этих	1	1
689	другой стороны	7	1
690	этих предметов	2	1
691	знаем как	1	1
692	между этими	2	1
693	нет никакого	1	1
694	понять его	2	1
695	по мере	1	1
696	сколько бы	2	1
697	в движение	1	1
698	бы что	3	1
699	сознания и	4	1
700	без дальнейших	1	1
701	которая уже	1	1
702	себе не	3	1
703	том и	1	1
704	как можно	1	1
705	или между	1	1
706	необходимо для	2	1
707	совсем иначе	1	1
708	в следующем	1	1
709	не могут	6	1
710	все равно	7	1
711	в более	1	1
712	не путем	1	1
713	и смысл	1	1
714	что слово	2	1
715	быть достаточно	1	1
716	в виде	20	1
717	всякое языковое	1	1
718	и строго	2	1
719	однако не	3	1
720	является чем-то	2	1
721	каждый раз	3	1
722	должен был	1	1
723	указания на	1	1
724	том какое	1	1
725	понимает что	1	1
726	за ним	1	1
727	в таких	5	1
728	как они	3	1
729	в мысли	2	1
730	как же	6	1
731	этим путем	1	1
732	бы только	1	1
733	в сущности	2	1
734	это всегда	2	1
735	более или	7	1
736	или не	5	1
737	от тех	1	1
738	не о	7	1
739	в собственном	1	1
740	одного человека	1	1
741	или выражений	1	1
742	слова которые	1	1
743	однако мы	1	1
744	других отношений	1	1
745	наших дней	1	1
746	этом не	1	1
747	что его	4	1
748	несет в	1	1
749	будто бы	4	1
750	крайней мере	8	1
751	одним из	2	1
752	мысль о	3	1
753	знаком но	1	1
754	мало для	1	1
755	мы начинаем	1	1
756	обозначения в	1	1
757	его внешнего	1	1
758	сам собой	1	1
759	же как	2	1
760	утверждению что	1	1
761	по существу	2	1
762	на себя	2	1
763	иной но	1	1
764	или событие	1	1
765	дальнейшем мы	1	1
766	слово может	1	1
767	это возможно	2	1
768	именно в	5	1
769	или на	3	1
770	знаком с	1	1
771	и хорошо	2	1
772	этого я	1	1
773	же самый	1	1
774	и действительно	1	1
775	история и	1	1
776	человека при	1	1
777	мы это	3	1
778	знак но	3	1
779	действительности к	2	1
780	в таком	18	1
781	вообще не	5	1
782	или иная	1	1
783	элементарное выражение	1	1
784	уже об	1	1
785	например в	2	1
786	понимать как	2	1
787	его мы	1	1
788	с одним	1	1
789	с их	1	1
790	а уже	3	1
791	с которой	3	1
792	из тех	1	1
793	характер и	1	1
794	такого понимания	1	1
795	я не	1	1
796	без него	1	1
797	разговоре с	1	1
798	мы встречаемся	2	1
799	не хватает	2	1
800	многих других	1	1
801	существует между	1	1
802	предмет был	1	1
803	и именно	1	1
804	самое и	1	1
805	если и	2	1
806	в определенной	1	1
807	есть в	9	1
808	можно даже	2	1
809	свойств или	2	1
810	никакого значения	1	1
811	форме или	1	1
812	событие но	1	1
813	даже просто	1	1
814	за свое	1	1
815	является не	4	1
816	основой для	2	1
817	в одно	5	1
818	нам возможность	1	1
819	и просто	1	1
820	и общий	1	1
821	смысловой и	1	1
822	сознания как	1	1
823	ситуации при	1	1
824	мира и	1	1
825	следовательно и	3	1
826	только ее	2	1
827	это происходит	1	1
828	по себе	20	1
829	в художественном	1	1
830	от этого	2	1
831	предложение которое	1	1
832	этого вопроса	1	1
833	знаком и	8	1
834	может не	1	1
835	смысл но	2	1
836	вполне достаточно	1	1
837	это нечто	1	1
838	его жизни	1	1
839	и всякий	1	1
840	мы сразу	1	1
841	не обладают	1	1
842	остановимся только	1	1
843	наук в	1	1
844	от всех	2	1
845	знака с	1	1
846	у древних	3	1
847	о котором	4	1
848	именно эта	1	1
849	тему в	1	1
850	для настоящего	2	1
851	быть знаком	2	1
852	языке и	4	1
853	то далеко	2	1
854	но уже	9	1
855	что ведь	1	1
856	эта внутренняя	1	1
857	со стороны	2	1
858	моментов из	1	1
859	не стал	2	1
860	знает что	1	1
861	у достоевского	1	1
862	мы прибавим	1	1
863	всей своей	1	1
864	каком-нибудь определенном	1	1
865	из одного	1	1
866	в чем	3	1
867	в историю	1	1
868	нет в	1	1
869	бы совершенно	1	1
870	конечно гораздо	1	1
871	или менее	7	1
872	так например	2	1
873	могло бы	1	1
874	акт сознания	2	1
875	в которые	1	1
876	речи или	1	1
877	не очевидно	1	1
878	в одной	1	1
879	время является	1	1
880	как результат	1	1
881	тогда не	2	1
882	тем более	13	1
883	по крайней	8	1
884	в конкретном	2	1
885	чтобы его	2	1
886	как ее	2	1
887	именно этот	1	1
888	и знак	4	1
889	ведь мы	1	1
890	дело со	1	1
891	необходимо не	1	1
892	другом случае	2	1
893	как угодно	3	1
894	для выражения	1	1
895	внешняя сторона	5	1
896	отношений которые	1	1
897	лучше сказать	2	1
898	слова для	1	1
899	еще один	1	1
900	но оно	2	1
901	скрытой форме	1	1
902	все они	2	1
903	что хочет	1	1
904	речь может	1	1
905	действительности в	3	1
906	перестает быть	3	1
907	и того	5	1
908	еще до	1	1
909	одним и	3	1
910	не менее	26	1
911	здесь как	3	1
912	в стиле	1	1
913	и та	2	1
914	этому предмету	1	1
915	к нашему	2	1
916	нам ни	1	1
917	а скорее	3	1
918	может иметь	3	1
919	и внутреннее	2	1
920	одна из	4	1
921	слова то	3	1
922	к лицу	1	1
923	окружающей нас	1	1
924	к языку	1	1
925	к одной	1	1
926	фразы но	1	1
927	который является	2	1
928	осуществляется в	1	1
929	внимание именно	1	1
930	на новые	1	1
931	в скрытой	1	1
932	его форме	1	1
933	в действительности	5	1
934	что этот	2	1
935	каких бы	1	1
936	сливается с	1	1
937	на этом	1	1
938	уже отметили	1	1
939	она должна	3	1
940	которую мы	1	1
941	ясно и	2	1
942	которой он	4	1
943	не имеют	6	1
944	раз и	13	1
945	человеческая речь	5	1
946	и главное	1	1
947	нельзя было	3	1
948	ее выражения	1	1
949	же действительности	2	1
950	и осуществляется	2	1
951	указать на	1	1
952	которое уже	2	1
953	внутренняя жизнь	2	1
954	вообще может	1	1
955	совпадает с	2	1
956	она не	5	1
957	окончательное определение	1	1
958	хоть сколько-нибудь	1	1
959	в течение	1	1
960	чтобы он	2	1
961	представления о	1	1
962	другой тип	1	1
963	в противоположность	1	1
964	в знаке	1	1
965	существует нечто	1	1
966	только как	2	1
967	значения слова	3	1
968	или события	3	1
969	предполагает для	1	1
970	и если	9	1
971	бы по	1	1
972	значение не	2	1
973	усвоить себе	1	1
974	вполне понятно	1	1
975	нет но	1	1
976	здесь только	5	1
977	только мы	2	1
978	в другом	2	1
979	всей той	1	1
980	тому как	3	1
981	в каких	1	1
982	иного предмета	2	1
983	но то	1	1
984	это только	4	1
985	самым мы	2	1
986	мы попробуем	1	1
987	предметов и	7	1
988	молот являются	1	1
989	обозначения не	3	1
990	может и	3	1
991	и другой	1	1
992	тождества между	1	1
993	так что	12	1
994	дело не	1	1
995	с нашим	2	1
996	во время	1	1
997	говорить не	1	1
998	как вещь	1	1
999	себе что	4	1
1000	действующих лиц	2	1
1001	из которой	1	1
1002	значением и	2	1
1003	нашем случае	1	1
1004	обойтись без	2	1
1005	того нового	1	1
1006	сознании и	4	1
1007	только один	3	1
1008	сознание которое	2	1
1009	смысле слова	11	1
1010	то все	1	1
1011	не существовало	1	1
1012	солнце и	1	1
1013	но зато	3	1
1014	знака в	5	1
1015	бы например	1	1
1016	и вся	1	1
1017	мы все	1	1
1018	огромное количество	1	1
1019	если же	4	1
1020	бы этот	1	1
1021	весьма существенно	1	1
1022	должны быть	2	1
1023	в человеческом	2	1
1024	с этой	1	1
1025	говорить о	14	1
1026	что эта	2	1
1027	в первых	1	1
1028	голоса когда	1	1
1029	от всяких	2	1
1030	на нечто	8	1
1031	и что	21	1
1032	не будем	5	1
1033	как он	4	1
1034	которые существуют	1	1
1035	и выражение	1	1
1036	словами к	1	1
1037	одном примере	1	1
1038	не могла	1	1
1039	определенным образом	4	1
1040	посмотреть на	1	1
1041	знака и	15	1
1042	за пределы	6	1
1043	так чтобы	1	1
1044	оказывается что	4	1
1045	действительность но	1	1
1046	вот что	1	1
1047	есть такие	1	1
1048	конечно в	2	1
1049	его чисто	1	1
1050	иметь в	5	1
1051	вопросом о	1	1
1052	говоря о	1	1
1053	или его	4	1
1054	факт что	1	1
1055	действительность не	1	1
1056	что нам	1	1
1057	можно как	1	1
1058	учения о	3	1
1059	он в	2	1
1060	тому или	1	1
1061	с общим	1	1
1062	превращается в	1	1
1063	и до	3	1
1064	даже не	3	1
1065	если его	1	1
1066	историческая и	1	1
1067	только то	6	1
1068	выражение то	1	1
1069	в истории	6	1
1070	не станет	1	1
1071	но вместе	1	1
1072	также при	1	1
1073	при помощи	21	1
1074	действительность в	1	1
1075	значения этого	1	1
1076	конечно нет	1	1
1077	знак в	4	1
1078	к которой	1	1
1079	что бы	2	1
1080	суждение не	1	1
1081	является как	1	1
1082	с понятием	3	1
1083	говорили что	2	1
1084	действительности на	1	1
1085	природы но	1	1
1086	чем он	1	1
1087	трудным и	1	1
1088	всегда будет	1	1
1089	и часто	2	1
1090	или иному	1	1
1091	например на	2	1
1092	собственно говоря	4	1
1093	является ни	1	1
1094	всем этим	3	1
1095	ни от	2	1
1096	не совпадает	2	1
1097	речь не	2	1
1098	вот уже	1	1
1099	и менее	4	1
1100	еще на	1	1
1101	будет уже	1	1
1102	свое существование	1	1
1103	с другой	8	1
1104	которому мы	1	1
1105	человеческого сознания	1	1
1106	образом не	1	1
1107	имеем в	1	1
1108	нем и	1	1
1109	поэтому если	1	1
1110	говорит о	4	1
1111	нечто что	1	1
1112	до какой	1	1
1113	никакого отношения	2	1
1114	сейчас же	3	1
1115	к ним	1	1
1116	решающую роль	1	1
1117	наших исследований	1	1
1118	в литературном	1	1
1119	скажем что	2	1
1120	переход от	1	1
1121	и соответствующего	1	1
1122	уже непосредственно	1	1
1123	без всякого	5	1
1124	бы здесь	1	1
1125	он является	2	1
1126	этот предмет	3	1
1127	или если	1	1
1128	получало бы	1	1
1129	одного из	2	1
1130	языка не	1	1
1131	указывать на	3	1
1132	и молот	4	1
1133	нужно помнить	1	1
1134	и о	11	1
1135	состоит из	1	1
1136	указывают на	2	1
1137	наше определение	1	1
1138	художественное произведение	1	1
1139	содержанием и	2	1
1140	слова из	1	1
1141	ее не	1	1
1142	придется говорить	1	1
1143	в голове	2	1
1144	ко всей	1	1
1145	нам необходимо	1	1
1146	что для	4	1
1147	и самого	5	1
1148	есть весь	1	1
1149	говорить что	2	1
1150	та или	2	1
1151	нас на	2	1
1152	его как	2	1
1153	во внимание	2	1
1154	мог бы	1	1
1155	наряду с	1	1
1156	и во	4	1
1157	всегда несет	2	1
1158	так совершенно	1	1
1159	художественного произведения	1	1
1160	мы возьмем	2	1
1161	это мы	2	1
1162	не можем	2	1
1163	возможно что	1	1
1164	на свою	1	1
1165	теории не	1	1
1166	на путь	1	1
1167	смысле не	1	1
1168	в основу	1	1
1169	быть в	1	1
1170	что может	4	1
1171	в общественном	1	1
1172	языка как	2	1
1173	до такой	1	1
1174	в своем	7	1
1175	этой действительности	2	1
1176	и языковых	1	1
1177	процессы в	1	1
1178	нашей точки	1	1
1179	вся область	1	1
1180	не значит	4	1
1181	такое язык	1	1
1182	составляющих его	4	1
1183	даже если	4	1
1184	на один	2	1
1185	как от	1	1
1186	мы сейчас	1	1
1187	человека мы	1	1
1188	и есть	7	1
1189	что выражение	1	1
1190	чисто физического	1	1
1191	ведь уже	1	1
1192	котором мы	1	1
1193	во всей	4	1
1194	нами только	2	1
1195	состояния человека	1	1
1196	образом в	1	1
1197	столь же	1	1
1198	вне всякой	1	1
1199	в общем	5	1
1200	в силу	2	1
1201	он может	1	1
1202	и труд	1	1
1203	с реальными	2	1
1204	говорили выше	2	1
1205	языка с	1	1
1206	раз навсегда	1	1
1207	что без	1	1
1208	к окружающей	1	1
1209	которыми мы	2	1
1210	говоря ни	1	1
1211	чтобы предмет	1	1
1212	все еще	5	1
1213	результат каких-нибудь	1	1
1214	отражения в	1	1
1215	можно далее	1	1
1216	для построения	3	1
1217	как будто	6	1
1218	совсем другое	2	1
1219	же в	5	1
1220	на то	12	1
1221	это прежде	1	1
1222	является вполне	1	1
1223	постоянного и	1	1
1224	происходит только	1	1
1225	но если	6	1
1226	имеет и	3	1
1227	эту действительность	1	1
1228	выражения необходимо	1	1
1229	и по	3	1
1230	бы ее	1	1
1231	и переживаниями	1	1
1232	как такое	1	1
1233	увидим ниже	2	1
1234	ее знак	6	1
1235	словом если	1	1
1236	здесь в	4	1
1237	просто не	1	1
1238	он к	1	1
1239	является только	3	1
1240	еще в	2	1
1241	раньше как	1	1
1242	знак как	1	1
1243	он будет	2	1
1244	при исследовании	1	1
1245	со своими	1	1
1246	однако все	2	1
1247	что сам	1	1
1248	всех этих	11	1
1249	того же	3	1
1250	и искусство	1	1
1251	если она	1	1
1252	мешает нам	1	1
1253	входящих в	2	1
1254	же он	1	1
1255	такое слово	1	1
1256	круги и	1	1
1257	чтобы не	3	1
1258	мы пытаемся	1	1
1259	смысл однако	1	1
1260	общение людей	1	1
1261	в самой	3	1
1262	не был	4	1
1263	и критиков	1	1
1264	что при	2	1
1265	только о	8	1
1266	вне его	1	1
1267	например дерево	1	1
1268	может прийти	1	1
1269	знак не	3	1
1270	и искусства	5	1
1271	само по	1	1
1272	и нельзя	2	1
1273	конструкцию и	1	1
1274	одного и	2	1
1275	язык на	1	1
1276	думать что	2	1
1277	конечно с	1	1
1278	понять что	1	1
1279	эту тему	2	1
1280	не то	4	1
1281	иное значение	1	1
1282	в заключение	1	1
1283	растения и	1	1
1284	вещи как	4	1
1285	мысли и	2	1
1286	она является	3	1
1287	и никак	1	1
1288	что смысл	1	1
1289	уже первый	1	1
1290	даже больше	2	1
1291	язык для	1	1
