N	2gram	Vygotskiy_	Stilisti
323	но не	3	2
324	тем что	7	2
325	из всего	3	2
326	или хотя	1	2
327	он говорит	9	2
328	слово в	2	2
329	же слово	1	2
330	и форму	2	2
331	в жизни	6	2
332	либо в	6	2
333	в связи	1	2
334	ясно что	11	2
335	как не	3	2
336	эти три	2	2
337	что он	23	2
338	быть понято	1	2
339	не есть	1	2
340	в своей	6	2
341	в мире	3	2
342	бы нам	2	2
343	на эту	2	2
344	в этих	3	2
345	это же	2	2
346	к нашей	1	2
347	и сам	1	2
348	не будь	1	2
349	и жизнь	1	2
350	больше и	3	2
351	мы имели	1	2
352	ли он	4	2
353	легче всего	1	2
354	разве не	3	2
355	на интонации	1	2
356	себе и	1	2
357	в каком	8	2
358	тому же	2	2
359	должен быть	4	2
360	но мы	4	2
361	на первый	1	2
362	сих пор	6	2
363	и вообще	1	2
364	в дальнейшем	1	2
365	мы обычно	1	2
366	первый взгляд	1	2
367	с этим	11	2
368	нет ничего	1	2
369	к этому	5	2
370	бы не	5	2
371	еще и	2	2
372	вошел в	2	2
373	которого и	1	2
374	бы и	2	2
375	впоследствии и	1	2
376	между собой	2	2
377	видим что	8	2
378	этой второй	1	2
379	можем не	2	2
380	со всех	1	2
381	мы говорили	3	2
382	слово это	1	2
383	мы конечно	1	2
384	творчество и	1	2
385	нашего сознания	1	2
386	из этих	6	2
387	ни один	1	2
388	и ни	1	2
389	относится к	2	2
390	который мы	4	2
391	также и	1	2
392	представляет собой	3	2
393	в какой	8	2
394	на два	1	2
395	на возможность	2	2
396	оно является	2	2
397	и тогда	1	2
398	что вся	1	2
399	он не	11	2
400	должна была	1	2
401	создал бы	1	2
402	между двумя	3	2
403	и больше	2	2
404	от которых	2	2
405	за ними	1	2
406	для этого	9	2
407	они еще	1	2
408	этими словами	3	2
409	решительно ничего	1	2
410	и когда	8	2
411	тем и	2	2
412	ее с	5	2
413	в нашей	2	2
414	в нас	7	2
415	но об	1	2
416	немедленно же	1	2
417	и те	2	2
418	останавливаться на	1	2
419	этот вопрос	5	2
420	с кем	2	2
421	человека и	1	2
422	себе в	1	2
423	должны были	2	2
424	смысл его	2	2
425	материалом и	1	2
426	которые с	2	2
427	перейти к	3	2
428	почему же	1	2
429	отношение к	2	2
430	у себя	1	2
431	все больше	2	2
432	друг другу	2	2
433	тех случаях	1	2
434	которые в	1	2
435	вовсе не	11	2
436	он сказал	4	2
437	совершенно иначе	2	2
438	тот же	5	2
439	до конца	5	2
440	к которому	3	2
441	в первой	2	2
442	с чрезвычайной	1	2
443	место в	6	2
444	забывать что	1	2
445	есть не	2	2
446	в точном	2	2
447	природы и	1	2
448	эти системы	1	2
449	здесь не	3	2
450	именно с	1	2
451	однако в	1	2
452	нам придется	2	2
453	не создал	1	2
454	в которых	9	2
455	мы решительно	1	2
456	в разговоре	1	2
457	не будут	1	2
458	друг друга	1	2
459	не из	1	2
460	таким же	1	2
461	в какой-то	1	2
462	разбивается на	1	2
463	первая группа	1	2
464	подойти к	1	2
465	иное как	1	2
466	гораздо более	2	2
467	конечно только	2	2
468	к нему	2	2
469	когда одно	1	1
470	от всякого	1	1
471	уже с	2	1
472	с предыдущим	1	1
473	всего того	3	1
474	которому он	1	1
475	заставляет его	3	1
476	что в	36	1
477	действие и	2	1
478	которого он	1	1
479	ближе к	1	1
480	это на	1	1
481	и которое	1	1
482	и каким	1	1
483	было так	1	1
484	она приобретает	2	1
485	то в	1	1
486	как к	6	1
487	поэтому было	1	1
488	дает нам	1	1
489	с куском	2	1
490	во внешних	1	1
491	и другие	3	1
492	утверждать что	2	1
493	которую они	2	1
494	связи и	1	1
495	и будет	1	1
496	является в	1	1
497	его со	1	1
498	только не	3	1
499	можно заметить	1	1
500	каком порядке	2	1
501	в другой	1	1
502	все что	2	1
503	двое или	1	1
504	взгляд на	1	1
505	котором они	1	1
506	и самое	1	1
507	до сих	7	1
508	на языке	1	1
509	еще раз	3	1
510	в прямом	2	1
511	одним словом	2	1
512	сама собой	3	1
513	каждая фраза	1	1
514	заложенные в	1	1
515	же и	1	1
516	одной чрезвычайно	1	1
517	как нам	1	1
518	от самой	1	1
519	можно сделать	1	1
520	пришли к	1	1
521	слов которое	1	1
522	здесь нет	1	1
523	в самый	1	1
524	на вопрос	1	1
525	если в	2	1
526	в романе	2	1
527	свидетельствует о	1	1
528	как действительный	2	1
529	то будет	1	1
530	роль и	2	1
531	от имени	3	1
532	того как	4	1
533	эту историю	1	1
534	зверей и	1	1
535	который может	1	1
536	об одном	1	1
537	это звуковое	1	1
538	что человек	1	1
539	от действительности	4	1
540	его с	1	1
541	которых мы	6	1
542	наших глазах	2	1
543	но еще	1	1
544	тогда когда	2	1
545	нам удалось	2	1
546	в состоянии	1	1
547	своей речи	1	1
548	обе эти	1	1
549	бросается в	2	1
550	дело с	5	1
551	одна и	2	1
552	намечена в	1	1
553	материала и	2	1
554	смысл который	1	1
555	к действительности	3	1
556	и дает	3	1
557	даже в	2	1
558	была бы	5	1
559	на те	2	1
560	которых он	1	1
561	из всех	3	1
562	это часто	1	1
563	формы в	2	1
564	же мере	2	1
565	всякого рода	1	1
566	уже знаем	2	1
567	бы на	2	1
568	которые все	1	1
569	свою мысль	2	1
570	показали как	1	1
571	этот момент	1	1
572	тем как	1	1
573	самой важной	1	1
574	которое вызывает	2	1
575	как говорит	2	1
576	нашей схеме	1	1
577	чтобы этот	1	1
578	никак не	12	1
579	как раз	14	1
580	что так	2	1
581	души и	1	1
582	действительной истории	1	1
583	общественного человека	1	1
584	россию и	1	1
585	чрезвычайно легко	1	1
586	грома и	1	1
587	такое же	3	1
588	мы замечаем	1	1
589	осуществление в	1	1
590	своих действующих	1	1
591	ясным что	1	1
592	могла бы	6	1
593	о нем	2	1
594	до наших	1	1
595	не как	1	1
596	с более	1	1
597	ее в	7	1
598	а затем	1	1
599	мы совершенно	2	1
600	чтобы выразить	1	1
601	и всегда	2	1
602	исследования мы	2	1
603	всего мы	1	1
604	в гораздо	1	1
605	большое количество	1	1
606	остановиться на	3	1
607	это будет	3	1
608	с каждым	2	1
609	одно из	4	1
610	является тем	1	1
611	если язык	1	1
612	чем больше	1	1
613	ни в	6	1
614	в результате	3	1
615	но этого	1	1
616	они будут	1	1
617	мысли что	1	1
618	от этих	1	1
619	другой стороны	5	1
620	первой и	1	1
621	там и	1	1
622	им с	1	1
623	знаем как	1	1
624	между этими	1	1
625	представлять себе	1	1
626	слова а	2	1
627	из ее	2	1
628	нет никакого	2	1
629	этими двумя	2	1
630	и эти	2	1
631	по мере	1	1
632	в движение	1	1
633	бы что	2	1
634	и поэтичность	1	1
635	предположить что	1	1
636	том и	3	1
637	у него	6	1
638	в следующем	1	1
639	же эти	1	1
640	не могут	2	1
641	все равно	1	1
642	в более	1	1
643	и смысл	1	1
644	в виде	5	1
645	к самой	2	1
646	однако не	3	1
647	каждый раз	2	1
648	мы решаемся	1	1
649	должен был	4	1
650	говорит он	3	1
651	и самая	2	1
652	в конечном	2	1
653	всего сказанного	1	1
654	похож на	1	1
655	за ним	1	1
656	в таких	1	1
657	как они	2	1
658	в мысли	1	1
659	как же	2	1
660	является и	1	1
661	новый смысл	3	1
662	в сущности	16	1
663	более или	1	1
664	или не	3	1
665	или положение	2	1
666	с изучением	1	1
667	до крайности	4	1
668	если перевести	1	1
669	иногда и	1	1
670	и одновременно	2	1
671	от тех	1	1
672	не о	1	1
673	мы начнем	1	1
674	и другом	2	1
675	в собственном	1	1
676	а о	1	1
677	еще чрезвычайно	1	1
678	с соответствующим	1	1
679	слова которые	1	1
680	однако мы	3	1
681	относится и	1	1
682	имеет для	1	1
683	от своего	2	1
684	словам как	1	1
685	или от	2	1
686	эта действительность	1	1
687	что его	3	1
688	сказал что	1	1
689	ли оно	1	1
690	каким образом	1	1
691	и событий	1	1
692	несет в	3	1
693	и где	2	1
694	своему прямому	2	1
695	не нуждается	1	1
696	будто бы	3	1
697	маленькое слово	1	1
698	величайшее значение	1	1
699	и слова	1	1
700	одним из	2	1
701	мысль о	1	1
702	соответствует его	1	1
703	мы начинаем	1	1
704	это еще	1	1
705	придется еще	1	1
706	зрения тех	1	1
707	сам собой	3	1
708	же как	3	1
709	по существу	4	1
710	на себя	1	1
711	бы каждый	1	1
712	с теми	4	1
713	образом мы	4	1
714	которое с	1	1
715	понижения в	1	1
716	это возможно	1	1
717	тему которая	1	1
718	уже совершенно	1	1
719	именно в	3	1
720	знаком с	1	1
721	уже говорили	4	1
722	художественной форме	1	1
723	в речи	3	1
724	же самый	2	1
725	и действительно	2	1
726	этого события	2	1
727	конечном счете	1	1
728	это даже	1	1
729	и какая	2	1
730	он собирается	1	1
731	в таком	6	1
732	иначе как	3	1
733	например в	5	1
734	так много	2	1
735	понимать как	1	1
736	происходит и	1	1
737	той роли	1	1
738	не остается	1	1
739	становится совершенно	1	1
740	к которым	7	1
741	одна сторона	1	1
742	с целым	2	1
743	с которой	1	1
744	из тех	1	1
745	характер и	2	1
746	которая могла	2	1
747	с той	8	1
748	нам нужно	1	1
749	к таким	1	1
750	я не	9	1
751	вразрез с	1	1
752	без него	1	1
753	разговоре с	1	1
754	мы встречаемся	1	1
755	в последнем	1	1
756	свидетельствуют о	1	1
757	первое что	2	1
758	каждым новым	1	1
759	и именно	1	1
760	самое и	1	1
761	есть в	3	1
762	из чего	1	1
763	в зачаточном	1	1
764	сделать то	1	1
765	мысли мы	1	1
766	же точно	6	1
767	жизни ее	2	1
768	который уже	1	1
769	и просто	1	1
770	внимание к	2	1
771	они как	2	1
772	бессилия и	1	1
773	только ее	1	1
774	это происходит	1	1
775	нет это	1	1
776	по себе	5	1
777	в художественном	1	1
778	от этого	4	1
779	на все	2	1
780	тогда для	1	1
781	за другим	1	1
782	если я	1	1
783	творчества в	1	1
784	может не	1	1
785	со своей	3	1
786	это нечто	1	1
787	и всякий	2	1
788	искусства а	1	1
789	две группы	1	1
790	мы сразу	2	1
791	от всех	1	1
792	на самой	2	1
793	у древних	2	1
794	своего предмета	1	1
795	первой части	1	1
796	о котором	5	1
797	именно эта	1	1
798	благодаря тому	2	1
799	приблизительно так	2	1
800	не подлежат	1	1
801	и оно	1	1
802	именно поэтому	1	1
803	по самой	1	1
804	совершенно ясным	2	1
805	в себя	1	1
806	лежит в	4	1
807	но уже	1	1
808	из которого	1	1
809	целым рядом	4	1
810	со стороны	4	1
811	жизни если	1	1
812	знает что	1	1
813	так а	1	1
814	в сторону	2	1
815	в каждой	1	1
816	всей своей	1	1
817	заложенное в	1	1
818	на каждом	1	1
819	из одного	3	1
820	в чем	3	1
821	его части	1	1
822	общего смысла	1	1
823	и интонация	1	1
824	бы совершенно	6	1
825	вот это	1	1
826	ему как	1	1
827	ней как	1	1
828	или менее	1	1
829	так например	5	1
830	могло бы	4	1
831	в сцене	1	1
832	эту новую	1	1
833	это так	1	1
834	не иначе	2	1
835	в одной	2	1
836	как результат	1	1
837	тогда не	1	1
838	тем более	2	1
839	слов которые	1	1
840	как ее	1	1
841	жизнь не	1	1
842	именно этот	1	1
843	ведь мы	1	1
844	и виноват	1	1
845	показать как	1	1
846	с простым	1	1
847	другом случае	1	1
848	конечно самую	1	1
849	и определенного	1	1
850	и формой	1	1
851	для выражения	1	1
852	слова для	1	1
853	все они	3	1
854	какое значение	1	1
855	в русской	4	1
856	мы попытаемся	2	1
857	играет в	1	1
858	и того	1	1
859	не менее	1	1
860	тем в	3	1
861	которое существует	1	1
862	нам не	2	1
863	здесь как	1	1
864	понятно что	1	1
865	в стиле	1	1
866	это и	4	1
867	и та	3	1
868	необходимое условие	1	1
869	к какому	1	1
870	получает благодаря	1	1
871	материалом для	2	1
872	одна из	6	1
873	более чем	2	1
874	и уничтожение	1	1
875	и отразиться	1	1
876	на тему	4	1
877	это конечно	3	1
878	к одной	1	1
879	совершенно другое	1	1
880	тон и	1	1
881	бы к	1	1
882	истории не	1	1
883	те которые	1	1
884	оба эти	4	1
885	гораздо большей	1	1
886	с успехом	1	1
887	в действительности	3	1
888	и такие	2	1
889	не наоборот	1	1
890	что этот	5	1
891	уже до	1	1
892	и новым	1	1
893	на этом	6	1
894	она должна	3	1
895	которую мы	5	1
896	роли которую	1	1
897	ясно и	3	1
898	совершенно иной	1	1
899	мы воспринимаем	2	1
900	не имеют	4	1
901	следя за	1	1
902	и главное	1	1
903	видели в	1	1
904	поводом для	1	1
905	всю свою	2	1
906	на следующем	1	1
907	заключать в	1	1
908	указать на	3	1
909	что несмотря	1	1
910	это чрезвычайно	1	1
911	доказать что	2	1
912	совпадает с	2	1
913	она не	10	1
914	он принадлежит	1	1
915	хоть сколько-нибудь	2	1
916	в течение	5	1
917	и каждое	1	1
918	чтобы он	3	1
919	только как	2	1
920	или события	1	1
921	жизненный смысл	1	1
922	и если	13	1
923	бы по	2	1
924	значение не	1	1
925	всякого смысла	1	1
926	нет но	1	1
927	оболочку за	1	1
928	в другом	6	1
929	как материал	1	1
930	тому как	1	1
931	в каких	1	1
932	это только	4	1
933	самым мы	1	1
934	с какой	1	1
935	сравнению с	1	1
936	может и	1	1
937	и другой	1	1
938	этих трех	1	1
939	противоречие и	3	1
940	так что	10	1
941	довольно часто	1	1
942	дело не	3	1
943	с нашим	1	1
944	во время	4	1
945	характеры и	1	1
946	когда в	4	1
947	путем и	1	1
948	себе что	2	1
949	действующих лиц	6	1
950	быть сказано	1	1
951	когда он	8	1
952	отвращение к	3	1
953	только один	2	1
954	называемой литературной	1	1
955	этом сложном	1	1
956	он получает	1	1
957	его нельзя	1	1
958	всего на	1	1
959	то все	1	1
960	в характере	1	1
961	к тем	3	1
962	итоги мы	1	1
963	и вся	2	1
964	мы все	6	1
965	огромное количество	1	1
966	если же	3	1
967	но они	2	1
968	с этой	5	1
969	говорить о	3	1
970	что эта	8	1
971	этого как	3	1
972	в поэме	4	1
973	к литературному	1	1
974	и что	29	1
975	как он	2	1
976	не могла	2	1
977	как перейти	1	1
978	она развивается	1	1
979	определенным образом	1	1
980	других людей	1	1
981	слова во	1	1
982	за пределы	1	1
983	так чтобы	1	1
984	оказывается что	2	1
985	наши мысли	1	1
986	вот что	1	1
987	свое отражение	2	1
988	помощью которого	1	1
989	конечно в	3	1
990	почти всегда	3	1
991	вслед за	4	1
992	говоря о	1	1
993	или его	3	1
994	факт что	3	1
995	что нам	1	1
996	уже как	2	1
997	он в	3	1
998	тому или	1	1
999	а тот	1	1
1000	превращается в	1	1
1001	и до	4	1
1002	ссылками на	1	1
1003	даже не	1	1
1004	в действительном	1	1
1005	ничто не	1	1
1006	только то	3	1
1007	настоящий человек	1	1
1008	такое превращение	1	1
1009	которые по	1	1
1010	тот факт	3	1
1011	образом если	1	1
1012	в истории	3	1
1013	зрения а	1	1
1014	идет об	1	1
1015	к людям	1	1
1016	при помощи	7	1
1017	действительность в	1	1
1018	значения этого	1	1
1019	знак в	1	1
1020	к которой	1	1
1021	при анализе	2	1
1022	говорили что	1	1
1023	с нашими	1	1
1024	природы но	1	1
1025	чем он	1	1
1026	всякого сомнения	1	1
1027	и часто	2	1
1028	или иному	1	1
1029	собственно говоря	1	1
1030	уже у	1	1
1031	самое расположение	1	1
1032	ни от	1	1
1033	стал бы	1	1
1034	не совпадает	2	1
1035	в глаза	3	1
1036	будет уже	1	1
1037	которая все	1	1
1038	совершенно неожиданно	1	1
1039	с другой	8	1
1040	включить в	1	1
1041	которому мы	1	1
1042	имеем в	3	1
1043	смысле как	1	1
1044	жизни однако	1	1
1045	говорит о	6	1
1046	до какой	1	1
1047	превратилась в	3	1
1048	никакого отношения	1	1
1049	сейчас же	9	1
1050	к ним	3	1
1051	скажем что	1	1
1052	орудием и	1	1
1053	среды и	1	1
1054	и вне	1	1
1055	без всякого	1	1
1056	самой своей	1	1
1057	неба и	1	1
1058	или если	2	1
1059	одного из	2	1
1060	на две	3	1
1061	и о	6	1
1062	указывают на	2	1
1063	художественное произведение	2	1
1064	ее не	3	1
1065	придется говорить	1	1
1066	и своим	2	1
1067	фразе в	1	1
1068	и никогда	2	1
1069	нам необходимо	1	1
1070	что для	6	1
1071	не надо	2	1
1072	нас на	2	1
1073	дана нам	1	1
1074	этом она	1	1
1075	орудия и	1	1
1076	мог бы	1	1
1077	и благодаря	1	1
1078	наряду с	4	1
1079	и во	3	1
1080	их как	1	1
1081	понять это	1	1
1082	принадлежит к	3	1
1083	художественного произведения	2	1
1084	значение имеет	2	1
1085	мы возьмем	1	1
1086	рождаются только	1	1
1087	по сравнению	1	1
1088	это мы	2	1
1089	не можем	4	1
1090	на свою	2	1
1091	благодаря этому	2	1
1092	произведения и	1	1
1093	без нее	1	1
1094	в основу	2	1
1095	заключенной в	1	1
1096	что может	1	1
1097	в высшей	1	1
1098	до такой	3	1
1099	в своем	8	1
1100	этой действительности	1	1
1101	составляющих его	1	1
1102	стоит только	3	1
1103	на один	1	1
1104	мы сейчас	2	1
1105	в зеркале	1	1
1106	не трудно	1	1
1107	яснее и	1	1
1108	и есть	3	1
1109	чему мы	1	1
1110	нами совершенно	2	1
1111	которые своей	1	1
1112	во всей	3	1
1113	то для	1	1
1114	успехом заменить	1	1
1115	столь же	5	1
1116	в общем	4	1
1117	в силу	2	1
1118	он может	2	1
1119	каждый день	1	1
1120	всегда оказывается	1	1
1121	не одно	1	1
1122	говорили выше	1	1
1123	и ясно	2	1
1124	что без	1	1
1125	все еще	1	1
1126	по величине	1	1
1127	воли и	2	1
1128	картины или	1	1
1129	этой жизни	4	1
1130	для построения	1	1
1131	как будто	13	1
1132	совсем другое	1	1
1133	же в	2	1
1134	каком направлении	1	1
1135	на то	25	1
1136	постоянного и	1	1
1137	что говорит	1	1
1138	но если	6	1
1139	а какого-нибудь	1	1
1140	композиции и	1	1
1141	и по	2	1
1142	на предложенный	1	1
1143	бы ее	2	1
1144	развитие и	1	1
1145	какой степени	1	1
1146	там где	7	1
1147	своим собственным	2	1
1148	увидим ниже	2	1
1149	причины и	1	1
1150	с нее	1	1
1151	ближе он	1	1
1152	благодаря ему	2	1
1153	долго и	1	1
1154	здесь в	4	1
1155	просто не	1	1
1156	как всякий	1	1
1157	он к	1	1
1158	не сумеет	1	1
1159	оратора или	1	1
1160	мы обязаны	1	1
1161	благодаря чему	2	1
1162	он будет	2	1
1163	при исследовании	1	1
1164	однако все	1	1
1165	что сам	2	1
1166	которых каждая	1	1
1167	всех этих	2	1
1168	того же	4	1
1169	можно с	1	1
1170	если она	2	1
1171	же он	1	1
1172	искусства в	1	1
1173	должны будем	1	1
1174	чтобы не	2	1
1175	мы пытаемся	1	1
1176	в самой	9	1
1177	не был	1	1
1178	что при	5	1
1179	говорит один	2	1
1180	с каким-то	2	1
1181	одного и	2	1
1182	думать что	3	1
1183	конечно с	1	1
1184	которого она	1	1
1185	мы условно	4	1
1186	понять что	1	1
1187	не то	7	1
1188	в заключение	1	1
1189	же самым	2	1
1190	душе человека	1	1
1191	просто и	3	1
1192	ничего удивительного	1	1
1193	мысли и	2	1
1194	на ту	1	1
1195	не оправдывается	1	1
1196	что смысл	2	1
1197	этот материал	2	1
1198	решительно все	1	1
1199	высшей степени	1	1
