N	2gram	Bakhtin_Pr	OGranits
380	конечно не	5	1
381	в действительном	1	1
382	к общей	1	1
383	подобно тому	1	1
384	всей полноте	1	1
385	но это	3	1
386	есть чисто	6	1
387	не вполне	2	1
388	по себе	1	1
389	понимается как	1	1
390	в совершенно	1	1
391	этот вопрос	1	1
392	в истории	2	1
393	все равно	1	1
394	же время	3	1
395	лишь как	4	1
396	состав содержания	2	1
397	эстетическая оценка	1	1
398	и иных	1	1
399	его в	9	1
400	на основе	6	1
401	которую он	1	1
402	компонентами эстетического	1	1
403	со всеми	3	1
404	человека и	1	1
405	с понятием	1	1
406	то или	2	1
407	отметить что	7	1
408	основании что	1	1
409	или как	3	1
410	а на	1	1
411	и изучена	1	1
412	до того	1	1
413	нуждаются в	1	1
414	связь с	3	1
415	а лишь	2	1
416	или иное	2	1
417	мы здесь	4	1
418	и часто	1	1
419	оказывается с	1	1
420	не было	2	1
421	связи с	2	1
422	содержания в	4	1
423	работает над	1	1
424	события и	2	1
425	теперь к	1	1
426	их исторической	2	1
427	литературного контекста	1	1
428	содержание как	5	1
429	и композиционных	4	1
430	и несколько	1	1
431	зависимость от	1	1
432	не знает	3	1
433	является таким	1	1
434	или в	2	1
435	от одного	1	1
436	в основе	5	1
437	взаимодействия и	1	1
438	и эстетического	3	1
439	материале и	1	1
440	для создания	1	1
441	на то	2	1
442	же самое	2	1
443	художественном творчестве	10	1
444	речь в	1	1
445	равно как	1	1
446	вся эта	1	1
447	в отличие	5	1
448	и структуру	1	1
449	и вне	1	1
450	произведение как	4	1
451	нет и	3	1
452	хотя они	1	1
453	не совсем	1	1
454	и чисто	1	1
455	объекта и	7	1
456	отношение к	10	1
457	быть понята	2	1
458	у некоторых	1	1
459	мышления но	1	1
460	единству языка	1	1
461	природы и	3	1
462	сказать что	4	1
463	на себя	1	1
464	менее всего	3	1
465	в конечном	4	1
466	та или	1	1
467	виду что	1	1
468	найти в	1	1
469	особенно ясно	1	1
470	звукового материала	2	1
471	сдвиг в	1	1
472	значение имеет	3	1
473	конечном счете	4	1
474	беспредметных искусствах	1	1
475	чисто художественном	1	1
476	широком понимании	1	1
477	отдельных произведений	3	1
478	в звуковом	2	1
479	является той	1	1
480	выражения в	1	1
481	произведения и	2	1
482	произведения не	1	1
483	образом не	1	1
484	о некотором	1	1
485	в эстетической	1	1
486	обратимся к	1	1
487	дифференциации и	2	1
488	становится достоянием	1	1
489	одной из	3	1
490	мы это	1	1
491	например в	3	1
492	в контексте	1	1
493	быть объяснено	1	1
494	в синтаксисе	1	1
495	материала к	1	1
496	ибо здесь	1	1
497	бы что	1	1
498	но далеко	1	1
499	к произведению	3	1
500	познания в	1	1
501	свои права	1	1
502	к этому	2	1
503	произведению как	2	1
504	и как	8	1
505	в понимании	1	1
506	как о	1	1
507	в помощи	1	1
508	вплоть до	1	1
509	касаемся и	1	1
510	и язык	1	1
511	до конца	1	1
512	всякое высказывание	1	1
513	все время	1	1
514	что он	2	1
515	том основании	1	1
516	в узком	1	1
517	столь же	2	1
518	связи со	1	1
519	им и	1	1
520	себя как	5	1
521	или даже	1	1
522	не существует	1	1
523	далеко не	5	1
524	теоретические положения	1	1
525	и о	5	1
526	но что	1	1
527	и определяют	1	1
528	бы быть	1	1
529	в мире	3	1
530	организма и	2	1
531	вместе с	1	1
532	для понимания	2	1
533	в искусствоведении	1	1
534	который в	1	1
535	понимания и	1	1
536	одна из	2	1
537	на эту	1	1
538	мы принуждены	1	1
539	словесного искусства	2	1
540	этого слова	1	1
541	ли кто-нибудь	1	1
542	в которых	1	1
543	времени эта	1	1
544	но не	12	1
545	и своей	1	1
546	в лирике	2	1
547	именно с	1	1
548	но если	1	1
549	с его	2	1
550	при изучении	1	1
551	можно обособить	1	1
552	и именно	2	1
553	себя и	3	1
554	оно может	2	1
555	по поводу	2	1
556	значимое в	1	1
557	говорить и	2	1
558	проблема границ	1	1
559	быть и	1	1
560	форма как	2	1
561	в то	4	1
562	понята и	1	1
563	а вовсе	1	1
564	материала это	1	1
565	так художественное	1	1
566	о художественном	2	1
567	отнюдь не	19	1
568	не создает	1	1
569	только с	1	1
570	о которых	2	1
571	этой концепции	1	1
572	в беспредметных	1	1
573	это направление	1	1
574	работ в	1	1
575	может и	4	1
576	важное значение	1	1
577	в себя	2	1
578	художественной формы	9	1
579	отвлеченная от	1	1
580	метафоры и	1	1
581	в эстетике	2	1
582	она есть	1	1
583	с ее	1	1
584	своих основных	1	1
585	в нашу	1	1
586	художественного творчества	12	1
587	определяет выбор	1	1
588	и это	3	1
589	в поэтическом	1	1
590	эта проблема	1	1
591	в едином	2	1
592	подхода к	2	1
593	в самой	2	1
594	в виде	2	1
595	собою и	1	1
596	от него	3	1
597	проблема материала	1	1
598	у в	3	1
599	оценки все	1	1
600	здесь нет	2	1
601	не должна	4	1
602	и становится	7	1
603	к нему	10	1
604	материала например	1	1
605	едва ли	3	1
606	не можем	2	1
607	часто и	1	1
608	самостоятельной позиции	1	1
609	его лингвистически	1	1
610	в изобразительных	2	1
611	в чисто	1	1
612	объект есть	1	1
613	она никогда	1	1
614	искусства в	2	1
615	формы и	5	1
616	особенно в	2	1
617	не входит	10	1
618	вне которой	1	1
619	словесный материал	1	1
620	особенно часто	3	1
621	его можно	1	1
622	следовательно не	2	1
623	обратиться к	1	1
624	на материале	3	1
625	себе а	1	1
626	приходится бороться	1	1
627	и особенно	1	1
628	еще не	7	1
629	отражается в	1	1
630	нашу задачу	1	1
