N	3gram	Vygotskiy_	Problema
248	как и во	1	2
249	и тот же	5	2
250	а не только	1	2
251	о котором мы	1	2
252	для этого необходимо	1	2
253	мы имеем в	1	2
254	в которой они	1	2
255	не отличается от	1	2
256	нам думается что	5	2
257	в том же	1	2
258	значит что он	3	2
259	только в пределах	3	2
260	в известной мере	1	2
261	друг на друга	2	2
262	заключается только в	1	2
263	все более и	3	2
264	то же что	1	2
265	что все эти	1	2
266	между собой и	2	2
267	ничего нового не	1	2
268	дело заключается в	1	2
269	как мы это	2	2
270	сказать что если	1	2
271	а потому что	2	2
272	но в силу	1	2
273	не есть также	1	2
274	принять во внимание	3	2
275	не может не	3	2
276	поэтому мы и	1	2
277	сознательно и намеренно	1	2
278	потому что и	2	2
279	в свою очередь	4	2
280	или хотя бы	1	2
281	и не может	3	2
282	и многие другие	1	2
283	внимание на то	1	2
284	в том и	1	2
285	связаны между собой	3	2
286	тем что в	1	2
287	более общее чем	1	2
288	одним из самых	1	2
289	тогда это будет	1	2
290	это можно было	1	2
291	и той же	3	2
292	если мы хотим	1	2
293	предмета на другой	1	2
294	мы встречаемся с	1	2
295	более и более	3	2
296	одного предмета на	1	2
297	если принять во	2	2
298	тем что они	1	2
299	а только в	1	2
300	как раз в	1	2
301	одной и той	3	2
302	тот и другой	1	2
303	когда мы начинаем	1	2
304	является для него	1	2
305	или иного предмета	1	2
306	области гуманитарных наук	1	2
307	и не только	1	2
308	в себе и	1	2
309	что он и	1	2
310	в следующем виде	1	2
311	трудностей с которыми	1	1
312	мыслью о том	1	1
313	тем самым он	1	1
314	и другой стороны	1	1
315	одним из главнейших	1	1
316	до самого последнего	1	1
317	в одном и	1	1
318	имеет в виду	1	1
319	всего учения о	1	1
320	к этому что	1	1
321	все дело заключается	1	1
322	также и отношение	1	1
323	и которые пользуются	1	1
324	этой теории к	1	1
325	словами также и	1	1
326	что в настоящее	1	1
327	а тем самым	1	1
328	каждый из которых	1	1
329	относится то что	1	1
330	и в другом	3	1
331	фактической стороны и	1	1
332	мере в какой	3	1
333	в прямом смысле	1	1
334	и даже сливаться	1	1
335	образом как бы	1	1
336	таким образом на	1	1
337	того же в	1	1
338	и множество других	1	1
339	в какой степени	2	1
340	так как нам	1	1
341	того чтобы понять	1	1
342	и после этого	1	1
343	самом деле если	2	1
344	при первом же	1	1
345	говорили мы выше	1	1
346	дало нам возможность	1	1
347	и в первом	1	1
348	так как она	2	1
349	подлежит никакому сомнению	1	1
350	кроме того что	2	1
351	же самое относится	2	1
352	для этого однако	1	1
353	но при этом	2	1
354	именно в этой	1	1
355	и другие понятия	5	1
356	что лежит в	2	1
357	в силу этого	1	1
358	ведь когда мы	1	1
359	в тот момент	4	1
360	может не быть	1	1
361	даже сливаться с	1	1
362	мы уже указывали	1	1
363	не означает того	1	1
364	наметить хотя бы	1	1
365	смысле этого слова	2	1
366	речь идет о	1	1
367	приводит нас к	3	1
368	что мы его	1	1
369	они относятся к	1	1
370	в чем оно	1	1
371	по аналогии с	2	1
372	исходя из этого	1	1
373	подобно этому и	2	1
374	и таким образом	1	1
375	а все эти	1	1
376	бы нам ни	1	1
377	что в этой	1	1
378	на этот вопрос	5	1
379	тем самым и	1	1
380	того о чем	1	1
381	что именно в	2	1
382	так как это	3	1
383	место в истории	1	1
384	но вместе с	3	1
385	не знает ни	1	1
386	что это не	1	1
387	понятие должно быть	1	1
388	имеем дело в	1	1
389	не нуждается в	1	1
390	к вопросу о	1	1
391	и этого понятия	1	1
392	видит в том	1	1
393	таким образом и	1	1
394	едва ли может	1	1
395	только не исключает	1	1
396	по самой своей	2	1
397	здесь в качестве	1	1
398	в еще большей	1	1
399	в той же	3	1
400	такой же мере	3	1
401	того что он	3	1
402	в изолированном виде	1	1
403	что уже в	1	1
404	но это и	1	1
405	чуть ли не	1	1
406	в ней нет	1	1
407	всякого научного понятия	1	1
408	и не является	1	1
409	за пределы его	1	1
410	время как в	1	1
411	к целому ряду	3	1
412	мы имели в	1	1
413	приходит к выводу	1	1
414	не только это	1	1
415	собой разумеется что	1	1
416	этим самым мы	1	1
417	но и предполагает	1	1
418	возникают сами собой	1	1
419	было бы сказать	1	1
420	может быть в	1	1
421	как один из	1	1
422	к тому чтобы	4	1
423	потому что его	1	1
424	будут иметь ничего	1	1
425	мы начинаем понимать	1	1
426	для него оказывается	1	1
427	и даже с	1	1
428	первом же прикосновении	1	1
429	момента своего зарождения	1	1
430	допустим что мы	1	1
431	состоит в том	7	1
432	из того что	4	1
433	сказать что они	1	1
434	о которых у	1	1
435	чем мы говорили	1	1
436	для такого понимания	1	1
437	ничего иного кроме	1	1
438	можем говорить о	2	1
439	говорили выше что	1	1
440	и отношений между	1	1
441	том в чем	1	1
442	что кто не	1	1
443	тогда станет возможным	1	1
444	исключает всякую возможность	3	1
445	но прежде чем	2	1
446	что наряду с	1	1
447	тем или иным	2	1
448	бы в некоторой	1	1
449	не самостоятельно а	1	1
450	его в системе	1	1
451	потому и является	1	1
452	в нашем исследовании	1	1
453	к ним как	1	1
454	и своего собственного	1	1
455	что представляет собой	3	1
456	чтобы можно было	1	1
457	в свете того	2	1
458	и с трудом	1	1
459	чем то что	1	1
460	то этим самым	1	1
461	его в качестве	1	1
462	прежде всего в	1	1
463	которые не имеют	1	1
464	он состоит в	1	1
465	и следовательно от	1	1
466	благодаря тому что	1	1
467	в вопросе о	3	1
468	в самом начале	2	1
469	прикосновении к нему	1	1
470	имели в виду	1	1
471	потому что эта	2	1
472	то это есть	1	1
473	этот закон и	1	1
474	его вовсе не	1	1
475	не подлежит никакому	1	1
476	в целом в	1	1
477	в голове каждого	1	1
478	отношение к предмету	1	1
479	не только потому	1	1
480	прямо сказать что	1	1
481	не только по	1	1
482	данном случае мы	1	1
483	еще большей степени	1	1
484	между тем и	1	1
485	показывает исследование не	1	1
486	критические замечания по	1	1
487	чтобы понять что	1	1
488	еще в большей	1	1
489	мы можем назвать	1	1
490	ту же самую	3	1
491	можно прямо сказать	1	1
492	понятий не есть	1	1
493	и со стороны	1	1
494	развитии и в	1	1
495	только сказать что	1	1
496	жизни таким образом	1	1
497	иметь ничего общего	1	1
498	нет у него	1	1
499	не будут иметь	1	1
500	я не знаю	1	1
501	эту точку зрения	1	1
502	что в своем	1	1
503	возникают прежде всего	1	1
504	имеет никакого значения	1	1
505	тот же самый	1	1
506	тех отношений которые	1	1
507	естественно что все	1	1
508	уже указывали выше	1	1
509	не является чем-то	1	1
510	знает что такое	1	1
511	чем больше мы	1	1
512	одним и другим	1	1
513	является то что	3	1
514	но для того	1	1
515	что только в	2	1
516	уже сама по	1	1
517	остается только сказать	1	1
518	совершенно то же	1	1
519	в первом случае	2	1
520	в такой же	3	1
521	что содержится в	2	1
522	самой своей природе	2	1
523	этом отношении является	1	1
524	том что мы	1	1
525	замечания по поводу	1	1
526	той и другой	1	1
527	тем что оно	2	1
528	в результате как	1	1
529	первый план в	2	1
530	является то обстоятельство	1	1
531	но и с	1	1
532	но в сущности	1	1
533	в них есть	1	1
534	самое себя и	1	1
535	мы и можем	1	1
536	что они не	1	1
537	что одновременно с	1	1
538	по себе без	1	1
539	это означает что	1	1
540	не могут быть	3	1
541	мы не станем	2	1
542	и вопрос о	1	1
543	значении этого слова	1	1
544	их развития и	1	1
545	уже в силу	1	1
546	о чем говорит	1	1
547	можно только то	1	1
548	том и в	1	1
549	можем ли мы	1	1
550	является как раз	1	1
551	что и делает	1	1
552	для этой цели	1	1
553	это один и	1	1
554	то чем он	1	1
555	на этот предмет	1	1
556	в этом последнем	1	1
557	раз и навсегда	1	1
558	и требует от	1	1
559	и различия в	1	1
560	и то чем	1	1
561	что в такой	1	1
562	одной стороны как	1	1
563	таким образом мы	2	1
564	но он не	5	1
565	котором мы говорили	1	1
566	тем что мы	2	1
567	последовательности их развития	1	1
568	ним ни в	1	1
569	что то что	1	1
570	отнюдь не означает	1	1
571	между собой в	1	1
572	в противоречие с	1	1
573	лежат в основе	1	1
574	так и с	1	1
575	этом последнем случае	1	1
576	и в конце	1	1
577	что он является	1	1
578	ни на один	1	1
579	и в отношении	1	1
580	виде как его	1	1
581	без всяких усилий	1	1
582	в основу нашей	1	1
583	по своему значению	2	1
584	что она существует	1	1
585	прибавим к этому	1	1
586	но который с	1	1
587	объективной точки зрения	1	1
588	ни на что	1	1
589	связанных между собой	1	1
590	а если мы	1	1
591	том что представляет	1	1
592	нами в качестве	1	1
593	может быть сформулирован	2	1
594	сильными и слабыми	1	1
595	бы совершенно не	1	1
596	действительности и в	1	1
597	до последнего времени	1	1
598	было бы достаточно	1	1
599	говорит нам о	1	1
600	рассматриваться нами как	1	1
601	понятия потому что	2	1
602	таким образом как	1	1
603	потому что если	1	1
604	тогда когда это	1	1
605	же прикосновении к	1	1
606	и связи с	1	1
607	представление о том	1	1
608	понятие но и	1	1
609	ответ на этот	2	1
610	в свое время	2	1
611	в чем именно	1	1
612	то здесь мы	1	1
613	едва ли не	1	1
614	то что я	1	1
615	обе эти функции	1	1
616	указанием на то	1	1
617	сводится к тому	1	1
618	если бы оно	3	1
619	во всех областях	1	1
620	по нашему мнению	1	1
621	функции и в	1	1
622	и с которой	1	1
623	не исчерпывается мы	1	1
624	имеем дело с	1	1
625	при таком понимании	1	1
