N	2gram	Bakhtin_KF	Freidism
311	и желания	1	3
312	общего не	2	3
313	в искусстве	1	3
314	когда он	1	3
315	и ни	3	3
316	конечно в	2	3
317	как не	1	3
318	философии культуры	2	3
319	или как	2	3
320	но во	1	3
321	целом и	3	3
322	себя в	8	3
323	своего поступка	1	3
324	бы он	2	3
325	и от	1	3
326	и есть	10	3
327	формы и	1	3
328	сознания мы	1	3
329	оно может	1	3
330	нуждается в	1	3
331	а как	2	3
332	независимо от	3	3
333	ведь и	1	3
334	если это	1	3
335	для самого	1	2
336	новое и	1	2
337	это утверждение	1	2
338	вступить в	2	2
339	и этот	3	2
340	религии и	1	2
341	отношению ко	4	2
342	в момент	3	2
343	самого себя	1	2
344	жизни а	1	2
345	его с	2	2
346	должна быть	4	2
347	ровно ничего	1	2
348	тогда когда	3	2
349	для себя	7	2
350	и их	6	2
351	желания и	1	2
352	другого человека	1	2
353	переживания мира	1	2
354	из которых	2	2
355	не как	4	2
356	находятся в	1	2
357	для нас	4	2
358	в отношении	1	2
359	это есть	2	2
360	она становится	1	2
361	их не	1	2
362	в первом	1	2
363	но все	6	2
364	сознание не	1	2
365	жизнь в	1	2
366	равно как	1	2
367	содержание и	2	2
368	в составе	2	2
369	к другим	1	2
370	отношения к	1	2
371	в мире	8	2
372	только через	1	2
373	а именно	1	2
374	и так	1	2
375	его все	1	2
376	мы только	1	2
377	предмета и	1	2
378	только для	1	2
379	не имеет	6	2
380	отличается от	1	2
381	себе самой	1	2
382	нет в	4	2
383	и было	1	2
384	свой смысл	1	2
385	и смерти	2	2
386	все они	2	2
387	сделать в	1	2
388	всей его	2	2
389	его и	2	2
390	бы и	3	2
391	должно быть	6	2
392	выводит из	1	2
393	пробиться в	1	2
394	вопрос о	2	2
395	совершенно иной	1	2
396	в историю	1	2
397	отсюда и	3	2
398	принципиально не	5	2
399	относится к	1	2
400	лежат в	3	2
401	и уже	1	2
402	и теперь	1	2
403	для нее	9	2
404	значение для	1	2
405	в различных	1	2
406	поведения но	1	2
407	превращается в	1	2
408	еще более	2	2
409	цели и	1	2
410	же самое	1	2
411	всего этого	1	2
412	его целом	10	2
413	мог бы	1	2
414	и во	1	2
415	своем месте	2	2
416	социальные и	1	2
417	него все	1	2
418	только при	1	2
419	теории и	3	2
420	были в	1	2
421	друг друга	1	2
422	подойти к	1	2
423	конечно только	1	2
424	жизни но	3	2
425	как к	2	2
426	обе стороны	1	2
427	в заблуждение	1	2
428	не выходит	1	2
429	ничем не	1	2
430	и всей	1	2
431	зависит от	1	2
432	что значит	2	2
433	и через	1	2
434	ни было	4	2
435	для всего	1	2
436	и связанных	1	2
437	он и	2	2
438	о нем	4	2
439	и сама	1	2
440	в качестве	2	2
441	но как	5	2
442	и современная	1	2
443	нет это	1	2
444	весь мир	2	2
445	что между	1	2
446	в их	9	2
447	в поступке	7	2
448	отказаться от	2	2
449	ее от	2	2
450	дело в	2	2
451	все наше	1	2
452	как его	4	2
453	противоречие с	1	2
454	ведь только	1	2
455	ясно что	3	2
456	если и	1	2
457	не есть	22	2
458	мы никогда	1	2
459	рядом с	3	2
460	место и	2	2
461	сознания как	2	2
462	следовательно и	1	2
463	от этого	2	2
464	больше и	1	2
465	это было	2	2
466	его т.е	2	2
467	должен быть	7	2
468	основе своего	1	2
469	в эту	1	2
470	в одной	1	2
471	ко всему	5	2
472	смысл и	6	2
473	и мысли	1	2
474	все другие	1	2
475	а с	2	2
476	же с	2	2
477	на один	1	2
478	ли это	2	2
479	человека все	1	2
480	его не	1	2
481	также и	1	2
482	вся жизнь	1	2
483	человека как	1	2
484	к этим	1	2
485	дело не	2	2
486	и тем	3	2
487	можно сделать	1	2
488	всех других	2	2
489	и та	3	2
490	ни одно	5	2
491	входит в	4	2
492	не следует	2	2
493	этом смысле	3	2
494	пр и	1	2
495	к которой	2	2
496	ведь если	1	2
497	то или	2	2
498	думать что	2	2
499	или иное	2	2
500	для жизни	1	2
501	когда мы	1	2
502	но эти	1	2
503	культурном творчестве	1	2
504	но нет	2	2
505	всех сторон	1	2
506	все остальное	2	2
507	образом в	1	2
508	или иной	2	2
509	всю жизнь	1	2
510	говорить об	1	2
511	исторический материализм	3	2
512	там где	5	2
513	человек не	2	2
514	в него	2	2
515	чтобы не	2	2
516	ко всякому	1	2
517	он должен	1	2
518	мира в	6	2
519	не к	1	2
520	мир не	1	1
521	во всем	7	1
522	уже во	1	1
523	мире и	1	1
524	всех отношениях	2	1
525	утверждать что	1	1
526	бывает сказать	1	1
527	в содержании	1	1
528	в единую	1	1
529	образом и	1	1
530	поступка есть	2	1
531	рождение и	1	1
532	мы найдем	1	1
533	можно говорить	1	1
534	и здесь	7	1
535	та же	3	1
536	он предполагает	1	1
537	никогда и	1	1
538	остается совершенно	1	1
539	различия в	2	1
540	он стремится	1	1
541	в психическом	1	1
542	то есть	1	1
543	говорить в	1	1
544	т.е к	1	1
545	миром где	2	1
546	познания и	4	1
547	все люди	1	1
548	на ее	1	1
549	со своего	5	1
550	оно было	1	1
551	и должно	1	1
552	дело с	2	1
553	его содержание	1	1
554	момента в	1	1
555	была бы	1	1
556	события его	1	1
557	и эстетический	2	1
558	из всех	1	1
559	и куда	1	1
560	все ценности	2	1
561	художественного творчества	1	1
562	отношении к	2	1
563	тоже только	1	1
564	и должен	2	1
565	имеет с	1	1
566	оно становится	1	1
567	основных моментов	1	1
568	никогда бы	1	1
569	существенно для	1	1
570	а затем	1	1
571	к выводу	1	1
572	себя я	1	1
573	а есть	1	1
574	свет в	1	1
575	направлениями не	1	1
576	работы здесь	1	1
577	его от	1	1
578	только за	1	1
579	за вычетом	6	1
580	сознание с	1	1
581	с собой	1	1
582	смысла в	2	1
583	значения как	1	1
584	контекст в	1	1
585	и эти	2	1
586	творчества и	1	1
587	должен был	1	1
588	и самая	1	1
589	могут стать	2	1
590	этим путем	2	1
591	но только	1	1
592	не более	1	1
593	отличаются от	1	1
594	мы живем	1	1
595	и навсегда	2	1
596	именно оно	1	1
597	всего исторического	1	1
598	их и	1	1
599	определения и	1	1
600	на волю	2	1
601	показать что	1	1
602	мы говорим	2	1
603	есть именно	2	1
604	форму и	1	1
605	он будет	1	1
606	границу между	1	1
607	тем что	3	1
608	она является	1	1
609	и начало	1	1
610	на месте	1	1
611	выражено в	1	1
612	меня в	3	1
613	с тем	2	1
614	пройти мимо	2	1
615	отдельного человека	1	1
616	имеет место	1	1
617	уже нет	1	1
618	факта для	1	1
619	жизни является	2	1
620	быть понято	1	1
621	отсюда критика	1	1
622	выход из	2	1
623	физических и	1	1
624	которого является	1	1
625	с собою	1	1
626	со всем	5	1
627	правда не	1	1
628	бы не	3	1
629	только себя	1	1
630	вернется к	1	1
631	который не	1	1
632	момент этого	1	1
633	в иной	1	1
634	этом условии	1	1
635	вследствие этого	2	1
636	в это	2	1
637	что необходимо	1	1
638	главный недостаток	1	1
639	вся культура	1	1
640	менее всего	6	1
641	нет конечно	1	1
642	всему что	1	1
643	к той	1	1
644	можно провести	1	1
645	который и	1	1
646	но оно	1	1
647	ведь оно	1	1
648	основных чертах	1	1
649	нет ничего	1	1
650	и того	2	1
651	действительного и	1	1
652	остановимся на	1	1
653	во все	1	1
654	это с	1	1
655	шире и	1	1
656	не обоснованы	1	1
657	при условии	2	1
658	что этот	3	1
659	не имеют	1	1
660	смерти и	1	1
661	со всех	1	1
662	оба эти	2	1
663	другой теории	1	1
664	предмет в	1	1
665	и разнообразие	1	1
666	действительности это	1	1
667	мы его	1	1
668	оказывается то	1	1
669	в каких	1	1
670	каком бы	1	1
671	быть не	2	1
672	к каждому	1	1
673	и другой	1	1
674	здесь нам	1	1
675	пока я	1	1
676	с нашим	1	1
677	еще на	1	1
678	не дана	1	1
679	собственных имен	1	1
680	с которой	1	1
681	но уже	1	1
682	именно на	2	1
683	между отдельными	1	1
684	в которую	1	1
685	все богатство	1	1
686	может служить	1	1
687	пытается построить	1	1
688	в противоречие	1	1
689	за собой	1	1
690	и философского	1	1
691	и когда	2	1
692	всего человеческого	1	1
693	поступка а	3	1
694	единую ткань	1	1
695	люди а	1	1
696	людей и	3	1
697	может войти	1	1
698	этим не	2	1
699	времени и	4	1
700	нечего делать	1	1
701	уже и	1	1
702	как оно	2	1
703	всю полноту	1	1
704	и находит	1	1
705	их для	2	1
706	только это	2	1
707	нуждаются в	1	1
708	любви к	1	1
709	а во	1	1
710	точке зрения	1	1
711	теперь к	1	1
712	всего что	1	1
713	мы ни	1	1
714	имеем в	2	1
715	этого мира	3	1
716	разные стороны	1	1
717	человека эта	1	1
718	но ни	2	1
719	живы в	2	1
720	т.е не	2	1
721	психическое бытие	2	1
722	быть понята	1	1
723	под ним	2	1
724	настоящее время	1	1
725	которых он	1	1
726	мысль не	2	1
727	акт и	4	1
728	к следующему	1	1
729	по которой	1	1
730	жизни как	5	1
731	этих последних	1	1
732	а скорее	1	1
733	между содержанием	1	1
734	в контексте	5	1
735	всех остальных	1	1
736	жизни т.е	1	1
737	и бытие	2	1
738	одной из	1	1
739	лучше всего	1	1
740	котором мы	3	1
741	и значении	1	1
742	том же	1	1
743	его для	1	1
744	он может	2	1
745	из пределов	1	1
746	который по	1	1
747	момент в	7	1
748	быть все	4	1
749	своего содержания	1	1
750	этого слова	2	1
751	определяется не	1	1
752	коренной недостаток	1	1
753	от них	1	1
754	чувства в	1	1
755	лишь при	3	1
756	является только	1	1
757	не мог	1	1
758	все с	1	1
759	закон как	1	1
760	где все	1	1
761	на своем	3	1
762	в настоящее	1	1
763	ценностный тон	2	1
764	взаимоотношений между	1	1
765	что конечно	1	1
766	не чистое	1	1
767	нем может	1	1
768	оторванное от	1	1
769	но есть	2	1
770	вся эта	2	1
771	бытия а	3	1
772	к содержанию	2	1
773	своего развития	1	1
774	гораздо более	2	1
775	единство в	1	1
776	именно момент	1	1
777	уже с	1	1
778	все в	1	1
779	значении их	1	1
780	ближе к	3	1
781	и весь	4	1
782	целом это	1	1
783	все попытки	4	1
784	ее и	6	1
785	и культуры	1	1
786	жить и	2	1
787	и он	1	1
788	только одно	1	1
789	имеют место	2	1
790	ему в	2	1
791	сознания все	1	1
792	связи между	1	1
793	от его	5	1
794	права и	1	1
795	но из	1	1
796	второй половине	1	1
797	поэтому в	1	1
798	мы ничего	1	1
799	она в	1	1
800	противоречия и	1	1
801	сознание в	1	1
802	делает возможным	1	1
803	нашей работы	1	1
804	всякого человека	1	1
805	я как	1	1
806	является попытка	1	1
807	ним в	1	1
808	или с	1	1
809	этой мысли	1	1
810	в теоретическом	2	1
811	хотя и	1	1
812	а это	2	1
813	выйти в	2	1
814	культуры на	1	1
815	и тут	1	1
816	и ценность	2	1
817	имеет только	1	1
818	и принципиально	2	1
819	искажает действительное	1	1
820	цельна и	1	1
821	они будут	1	1
822	и подчиняется	1	1
823	смысле этого	1	1
824	в движение	1	1
825	вытекает из	2	1
826	бытие и	3	1
827	основана на	1	1
828	научного и	1	1
829	высшей ценностью	1	1
830	другого как	1	1
831	и смысл	2	1
832	как единственного	2	1
833	в виде	2	1
834	зрения его	1	1
835	конфликтов с	1	1
836	чем в	1	1
837	именно что	1	1
838	же не	1	1
839	истолкование во	1	1
840	бы для	1	1
841	истории философии	1	1
842	или в	1	1
843	трудно бывает	1	1
844	жизни это	1	1
845	когда оно	1	1
846	к чему	3	1
847	разрыва между	1	1
848	остается и	1	1
849	осуществляется в	1	1
850	и всякое	1	1
851	и приводит	1	1
852	и ценности	2	1
853	из сознания	1	1
854	оторванный от	1	1
855	пробиться к	1	1
856	но эта	6	1
857	метод может	1	1
858	которые как	1	1
859	позицию по	1	1
860	и эта	2	1
861	отвлеченно взятая	1	1
862	т.е из	1	1
863	на характер	1	1
864	дано в	1	1
865	и своего	1	1
866	бы признать	1	1
867	ссылки на	1	1
868	и единственным	1	1
869	но я	2	1
870	методу не	1	1
871	человека конечно	1	1
872	при таком	1	1
873	становится пустой	1	1
874	переводит на	1	1
875	мира и	4	1
876	этим самым	1	1
877	а эта	3	1
878	можно только	1	1
879	здесь не	3	1
880	и историческая	1	1
881	моментов и	1	1
882	не знала	1	1
883	точек зрения	1	1
884	и это	12	1
885	себя или	2	1
886	в смысле	6	1
887	на границе	1	1
888	поступок его	2	1
889	содержательная сторона	2	1
890	до того	1	1
891	вследствие чего	1	1
892	делает его	1	1
893	бы совершенно	1	1
894	связанная с	1	1
895	особенно в	1	1
896	она только	1	1
897	и другого	3	1
898	не был	1	1
899	но конечно	3	1
900	только он	1	1
901	той или	3	1
902	жизнь и	2	1
903	же на	1	1
904	в индивидуальном	1	1
905	но его	1	1
906	пр все	1	1
907	в каждом	3	1
908	кант и	1	1
909	чувства желания	1	1
910	того или	3	1
911	и единственная	4	1
912	но можно	4	1
913	может иметь	2	1
914	поэтому и	1	1
915	он любит	1	1
916	спросить в	1	1
917	т.е только	1	1
918	и других	2	1
919	области и	3	1
920	а к	1	1
921	событие жизни	1	1
922	не найду	1	1
923	только путем	1	1
924	первая часть	1	1
925	неизбежно возникает	1	1
926	он ни	2	1
927	каких бы	1	1
928	действия в	1	1
929	данный момент	3	1
930	которую мы	1	1
931	себе свою	1	1
932	с основной	1	1
933	в философии	1	1
934	может возникнуть	1	1
935	все остальные	2	1
936	но при	1	1
937	слова мы	1	1
938	с определенной	1	1
939	сознание становится	1	1
940	ту же	1	1
941	теории а	1	1
942	или не	1	1
943	о возможности	1	1
944	своему внутреннему	2	1
945	не по	4	1
946	является моментом	1	1
947	человеком как	1	1
948	оставаясь в	1	1
949	кажется что	2	1
950	истории а	1	1
951	на чем	1	1
952	не будет	2	1
953	к такой	1	1
954	и входит	1	1
955	не с	1	1
956	что эта	2	1
957	даже самой	1	1
958	пор не	1	1
959	других людей	3	1
960	в форме	1	1
961	есть лишь	5	1
962	этого факта	1	1
963	говоря о	1	1
964	единого в	1	1
965	стороны его	1	1
966	содержание но	1	1
967	поступка и	7	1
968	причина его	1	1
969	только бытие	1	1
970	и времени	1	1
971	в современной	3	1
972	не касается	1	1
973	и единство	3	1
974	но этот	2	1
975	акт ее	1	1
976	действительно бывшем	1	1
977	сама она	1	1
978	его я	1	1
979	и всех	2	1
980	и т.д	4	1
981	мысль о	1	1
982	требует чтобы	1	1
983	другой и	1	1
984	могла бы	4	1
985	основе своей	2	1
986	и совершенно	3	1
987	поступок и	6	1
988	ты должен	1	1
989	я это	1	1
990	нем и	3	1
991	но всегда	2	1
992	я в	1	1
993	всех его	2	1
994	тем как	3	1
995	сознания здесь	1	1
996	и последним	1	1
997	бытия не	2	1
998	все дело	1	1
999	него и	2	1
1000	конца и	1	1
1001	ибо все	3	1
1002	нужно помнить	1	1
1003	культуры и	5	1
1004	и никогда	1	1
1005	этом пути	1	1
1006	и социальные	1	1
1007	ибо нет	2	1
1008	и каждый	1	1
1009	о каких	1	1
1010	т.е вся	1	1
1011	все содержание	1	1
1012	ценностей только	2	1
1013	переведено на	1	1
1014	но прежде	1	1
1015	только по	2	1
1016	всем том	1	1
1017	элементов из	1	1
1018	мысль в	1	1
1019	и протекает	1	1
1020	нашей точки	1	1
1021	для каждого	1	1
1022	слова в	2	1
1023	содержания и	2	1
1024	человеку в	1	1
1025	в первой	1	1
1026	мы будем	1	1
1027	сознания конечно	1	1
1028	т.е как	1	1
1029	не выводит	1	1
1030	же в	1	1
1031	бытия и	10	1
1032	действительно в	1	1
1033	к пониманию	1	1
1034	сознания он	1	1
1035	на то	1	1
1036	она принципиально	1	1
1037	себе самому	1	1
1038	им нет	1	1
1039	бы ни	1	1
1040	в данный	3	1
1041	здесь мы	4	1
1042	события в	3	1
1043	каждый момент	2	1
1044	или иного	3	1
1045	растворяется в	1	1
1046	себе как	2	1
1047	него что	1	1
1048	человека но	1	1
1049	нет не	1	1
1050	быть дано	1	1
1051	мы пытаемся	1	1
1052	действительно великолепное	1	1
1053	в один	1	1
1054	дело здесь	2	1
1055	итак ни	1	1
1056	наше время	1	1
1057	поэтому мы	1	1
1058	и предметом	1	1
1059	он действительно	1	1
1060	шопенгауэр и	1	1
1061	себе а	2	1
1062	котором он	3	1
