N	2gram	Vygotskiy_	UchenyiS
113	смысле этого	2	2
114	с его	3	2
115	и у	1	2
116	на первый	2	2
117	сих пор	3	2
118	только в	21	2
119	по себе	8	2
120	что все	9	2
121	вопроса о	5	2
122	нам представляется	1	2
123	настолько насколько	1	1
124	верно и	1	1
125	еще один	1	1
126	этот путь	2	1
127	на большую	1	1
128	в той	8	1
129	признать что	1	1
130	так то	1	1
131	что было	2	1
132	что в	33	1
133	чем к	1	1
134	с которыми	2	1
135	иначе говоря	2	1
136	и понятий	5	1
137	не было	1	1
138	остается в	1	1
139	и даже	3	1
140	связанных с	1	1
141	первый план	2	1
142	более или	1	1
143	говорит он	3	1
144	первую очередь	4	1
145	и потому	3	1
146	и этого	1	1
147	конечно это	1	1
148	столько же	1	1
149	сделать больше	2	1
150	нам известно	3	1
151	на знание	1	1
152	но он	8	1
153	этом случае	5	1
154	образом на	1	1
155	наша задача	1	1
156	в не	1	1
157	в свое	2	1
158	в которой	8	1
159	имеем в	1	1
160	можно сказать	7	1
161	для второго	2	1
162	несомненно что	1	1
163	этого не	1	1
164	восприятия и	3	1
165	мы можем	15	1
166	что же	2	1
167	или иначе	1	1
168	в данном	4	1
169	все его	1	1
170	существует в	2	1
171	что ему	2	1
172	он уже	1	1
173	больше чем	6	1
174	а для	1	1
175	как на	4	1
176	равно как	1	1
177	вообще в	2	1
178	сложного и	1	1
179	представляется что	1	1
180	с момента	1	1
181	только одним	2	1
182	он в	3	1
183	и все	2	1
184	есть основной	1	1
185	понятие не	1	1
186	слова а	1	1
187	что этот	1	1
188	из самых	1	1
189	существенным для	1	1
190	такое что	1	1
191	формы слова	1	1
192	только более	1	1
193	же как	9	1
194	направлено на	1	1
195	сказать что	18	1
196	в сфере	9	1
197	как нам	1	1
198	понятий с	10	1
199	в процессе	37	1
200	данном случае	3	1
201	речи в	7	1
202	функции это	1	1
203	но для	3	1
204	этих функций	1	1
205	этот процесс	5	1
206	нем но	1	1
207	важных моментов	1	1
208	и др	1	1
209	развитие в	1	1
210	не делает	2	1
211	этого общего	2	1
212	того как	6	1
213	тех и	6	1
214	общего и	1	1
215	почти не	1	1
216	но прежде	2	1
217	то и	2	1
218	для изучения	1	1
219	которое мы	1	1
220	о сущности	1	1
221	она не	2	1
222	степени и	1	1
223	быть в	3	1
224	чем то	1	1
225	в течение	1	1
226	до конца	3	1
227	является только	1	1
228	она в	1	1
229	таком понимании	1	1
230	относятся к	1	1
231	в своем	11	1
232	тогда когда	10	1
233	с тем	9	1
234	в наиболее	1	1
235	входит в	1	1
236	для себя	1	1
237	стороны в	1	1
238	что только	3	1
239	его на	2	1
240	в последние	1	1
241	методических приемов	1	1
242	только при	1	1
243	пройти мимо	1	1
244	одной стороны	10	1
245	шаг к	1	1
246	нам думается	5	1
247	представлений и	3	1
248	относится к	3	1
249	или по	1	1
250	более высокую	1	1
251	мы имеем	4	1
252	он прежде	1	1
253	только часть	1	1
254	анализа в	1	1
255	нас до	1	1
256	тому чтобы	4	1
257	гораздо больше	1	1
258	их в	3	1
259	же в	2	1
260	он может	5	1
261	знает только	1	1
262	в ней	2	1
263	но по	1	1
264	будет не	1	1
265	меньшей мере	1	1
266	или даже	2	1
267	но что	6	1
268	теории и	4	1
269	своими собственными	1	1
270	самим же	1	1
271	даже не	1	1
272	и так	1	1
273	это для	1	1
274	и прежде	1	1
275	язык в	1	1
276	и независимо	1	1
277	это значит	5	1
278	что основной	1	1
279	оно является	4	1
280	ему вообще	1	1
281	а это	3	1
282	в этот	4	1
283	связанные с	6	1
284	в период	1	1
285	для тех	1	1
286	не словами	1	1
287	на то	6	1
288	он и	1	1
289	природе и	1	1
290	делает и	2	1
291	почему в	2	1
292	которой и	1	1
293	строго говоря	1	1
294	но если	7	1
295	в большей	1	1
296	и важный	1	1
297	для первого	2	1
298	это же	1	1
299	не значит	1	1
300	сам по	1	1
301	только для	2	1
302	без этого	1	1
303	в которых	2	1
304	по мнению	2	1
305	к этому	7	1
306	так и	8	1
307	обе эти	8	1
308	к проблеме	2	1
309	что с	7	1
310	в преодолении	1	1
311	из которых	3	1
312	понятия также	1	1
313	друг с	10	1
314	это в	2	1
315	ее в	3	1
316	случае все	1	1
317	понятий без	1	1
318	отнюдь не	2	1
319	находящихся в	2	1
320	находятся в	3	1
321	этого материала	1	1
322	часто бывает	1	1
323	в качестве	13	1
324	о котором	1	1
325	учителя и	1	1
326	в нем	10	1
327	в пользу	1	1
328	это верно	2	1
329	он не	13	1
330	содержания и	2	1
331	независимо от	3	1
332	материал и	1	1
333	что нельзя	1	1
334	все что	2	1
335	и слово	1	1
336	с каждым	1	1
337	на его	4	1
338	и что	18	1
339	в известном	9	1
340	они относятся	1	1
341	что для	2	1
342	смысле можно	2	1
343	и это	3	1
344	в различных	3	1
345	с одной	10	1
346	которых она	1	1
347	с другом	10	1
348	он был	1	1
349	закон и	2	1
350	в первую	4	1
351	основной проблемой	1	1
352	за пределы	4	1
353	и делает	2	1
354	имеет свою	5	1
355	должно быть	10	1
356	случае он	1	1
357	что при	4	1
358	об этом	1	1
359	как всякая	2	1
360	себя на	1	1
361	задачи и	1	1
362	является одним	2	1
363	самое что	2	1
364	в виду	4	1
365	само по	2	1
366	широком смысле	1	1
367	или менее	1	1
368	к созданию	1	1
369	в пределах	6	1
370	тот же	7	1
371	ценность в	1	1
372	научного мышления	3	1
373	о том	13	1
374	не то	5	1
375	тем более	5	1
376	к проблемам	1	1
377	эта работа	2	1
378	того что	34	1
379	в понятии	1	1
380	что еще	1	1
381	обращение к	1	1
382	у него	8	1
383	другом не	1	1
384	друг другу	2	1
385	вне которой	1	1
386	как таковым	1	1
387	в котором	2	1
388	не существует	1	1
389	доказывает что	1	1
390	бы в	6	1
391	на слово	2	1
392	в виде	3	1
393	той же	7	1
394	приводит к	10	1
395	никогда не	10	1
396	к построению	1	1
