N	2gram	Tiupa_Hudo	Russkaja
568	происходит в	1	1
569	и прежде	3	1
570	все виды	1	1
571	чаще всего	1	1
572	до известной	2	1
573	оно является	1	1
574	идет не	1	1
575	видно из	1	1
576	под именем	1	1
577	тех или	2	1
578	к новой	1	1
579	в противном	2	1
580	жизни является	1	1
581	себе еще	1	1
582	и внешней	3	1
583	в отдельных	1	1
584	воздействия на	2	1
585	связаны с	1	1
586	может и	1	1
587	у себя	1	1
588	чем и	3	1
589	того же	3	1
590	в самой	2	1
591	они могут	1	1
592	дает ему	1	1
593	не будучи	1	1
594	принципиальное отличие	2	1
595	в известной	1	1
596	есть не	1	1
597	иное как	1	1
598	степени и	1	1
599	людей в	1	1
600	его можно	1	1
601	к каким	1	1
602	своем сознании	1	1
