N	2gram	Propp_Russ	StatiiOP
329	но если	2	5
330	точку зрения	1	5
331	это был	1	5
332	это и	1	5
333	такое же	2	5
334	на нее	5	5
335	вообще не	1	5
336	нас к	5	5
337	другом месте	1	5
338	и потому	3	5
339	того или	1	5
340	не по	1	5
341	как он	2	5
342	можно найти	1	5
343	к ней	4	5
344	как будто	6	5
345	что было	1	4
346	и другие	24	4
347	все что	2	4
348	только что	1	4
349	которые не	3	4
350	в применении	1	4
351	не являются	1	4
352	и без	1	4
353	в первом	1	4
354	что по	7	4
355	а именно	2	4
356	не имели	2	4
357	обращает на	1	4
358	было не	1	4
359	не могли	1	4
360	применении к	1	4
361	не всегда	4	4
362	и те	3	4
363	на него	1	4
364	во времена	1	4
365	который в	2	4
366	мы видим	2	4
367	и он	1	4
368	и эти	1	4
369	как можно	3	4
370	тому же	1	4
371	будто бы	10	4
372	очевидно что	2	4
373	в таком	5	4
374	представляют собою	1	4
375	в связи	4	4
376	одна из	12	4
377	на этом	6	4
378	не могут	1	4
379	в свете	5	4
380	и у	5	4
381	могло бы	1	4
382	только с	2	4
383	в развитии	1	4
384	должны быть	1	4
385	иметь в	2	4
386	была не	1	4
387	общего с	1	4
388	с которым	1	4
389	петра i	5	4
390	показывает что	9	4
391	то есть	3	4
392	если в	3	4
393	известно что	1	4
394	в форме	3	4
395	они не	1	4
396	как о	1	4
397	это время	4	4
398	и так	2	4
399	связанные с	5	4
400	поэзии и	1	4
401	хотел бы	1	4
402	нет в	2	4
403	ничего общего	3	4
404	здесь нет	1	4
405	а б	7	4
406	в основе	1	4
407	совпадает с	1	4
408	как известно	2	4
409	относится к	1	4
410	быть не	1	4
411	говорят что	1	4
412	не знает	1	4
413	состоит в	18	4
414	начиная с	4	4
415	в образе	3	4
416	с нею	1	4
417	этого слова	3	4
418	которые в	2	4
419	история для	1	4
420	как у	2	4
421	и всегда	1	4
422	а на	8	4
423	или в	7	4
424	ставит себе	1	4
425	более что	1	4
426	в ряде	1	4
427	случае не	1	4
428	есть в	2	4
429	стремление к	1	4
430	этого вопроса	1	4
431	в такой	1	4
432	в каждой	1	4
433	чем в	4	4
434	разница между	2	4
435	значит что	2	4
436	е в	17	4
437	а по	1	4
438	и их	4	4
439	еще в	6	4
440	что его	1	4
441	как мы	11	4
442	же можно	1	4
443	в период	2	4
444	для этого	6	4
445	но для	1	4
446	е с	1	3
447	люди которые	1	3
448	от него	1	3
449	е не	1	3
450	к числу	2	3
451	которые по	1	3
452	а затем	5	3
453	его от	2	3
454	но что	2	3
455	более или	1	3
456	из нее	2	3
457	их в	7	3
458	в одно	2	3
459	смысл этого	1	3
460	себе в	1	3
461	и дело	2	3
462	к этой	1	3
463	и прочие	1	3
464	можно считать	1	3
465	г д	1	3
466	но эти	3	3
467	представляет собой	5	3
468	с нашим	1	3
469	в руках	3	3
470	в первые	2	3
471	о них	2	3
472	может служить	1	3
473	и была	1	3
474	очень большой	1	3
475	видно что	8	3
476	во всей	2	3
477	все время	1	3
478	или из	1	3
479	от них	4	3
480	нет никаких	1	3
481	к этим	1	3
482	ему не	1	3
483	без всякой	1	3
484	на том	1	3
485	разного рода	1	3
486	что при	2	3
487	является и	1	3
488	и некоторые	3	3
489	можно судить	1	3
490	также в	5	3
491	и до	3	3
492	от этого	2	3
493	в других	24	3
494	имеет ничего	1	3
495	на которую	1	3
496	до нас	1	3
497	эти слова	1	3
498	не дает	1	3
499	совсем не	1	3
500	многих случаях	4	3
501	или же	2	3
502	не будет	1	3
503	в первую	1	3
504	не могла	1	3
505	тем и	4	3
506	о русском	1	3
507	что во	1	3
508	образом в	2	3
509	i и	1	3
510	себя внимание	2	3
511	в один	2	3
512	каждого из	1	3
513	что до	1	3
514	и самый	1	3
515	чем у	2	3
516	от нее	1	3
517	первую очередь	1	3
518	однако и	1	3
519	взгляд на	1	3
520	народа в	2	3
521	тогда когда	4	3
522	не были	2	3
523	представляют собой	13	3
524	русского народа	3	3
525	из того	1	3
526	борьбы с	2	3
527	бы ни	1	3
528	ниже в	3	3
529	которая должна	2	3
530	е как	1	3
531	нашей стране	1	3
532	меньшей мере	1	3
533	значения как	1	3
534	относятся к	3	3
535	себя и	2	3
536	так называемая	2	3
537	о котором	1	3
538	перед нами	2	3
539	вытекает из	1	3
540	сцены из	2	3
541	то и	4	3
542	в свою	3	3
543	наконец в	1	3
544	так чтобы	2	3
545	и и	2	3
546	на основе	1	3
547	советского союза	1	3
548	очень хорошо	1	3
549	россии в	1	3
550	внимания на	1	3
551	на основании	1	3
552	слова с	1	3
553	русский народ	1	3
554	связанных с	2	3
555	заметить что	3	3
556	только при	1	3
557	и народ	1	3
558	здесь не	1	3
559	по меньшей	1	3
560	только потому	1	3
561	найти в	1	3
562	сомнений в	3	3
563	г к	1	3
564	он должен	2	3
565	судя по	2	3
566	этом случае	9	3
567	но на	1	3
568	в нашей	1	3
569	может не	1	3
570	п а	1	3
571	и нужно	1	3
572	сколько в	1	3
573	что значит	1	3
574	так в	5	3
575	он и	1	3
576	не значит	2	3
577	что так	1	3
578	основана на	2	3
579	в русском	4	3
580	иногда и	7	3
581	а к	3	3
582	но эта	2	3
583	и последний	1	3
584	слово в	1	3
585	с той	2	3
586	и как	2	3
587	при таком	1	3
588	а иногда	6	3
589	это несомненно	1	3
590	русского народного	1	3
591	или менее	1	3
592	на них	4	3
593	она не	4	3
594	когда он	3	3
595	только у	2	3
596	том кто	1	3
597	от того	1	3
598	и ее	3	3
599	считает что	2	3
600	этом и	1	3
601	и других	9	3
602	слова в	3	3
603	и наконец	2	3
604	не к	3	3
605	что один	2	2
606	истории русского	1	2
607	мы и	1	2
608	на тот	1	2
609	также не	2	2
610	из всех	1	2
611	с русской	1	2
612	в разных	3	2
613	воспоминания о	2	2
614	или нет	1	2
615	те же	1	2
616	это нужно	1	2
617	точно так	1	2
618	с по	1	2
619	по мере	1	2
620	стихи как	1	2
621	к другу	2	2
622	на свой	1	2
623	жизнь в	1	2
624	из самых	2	2
625	зато в	1	2
626	дают возможность	1	2
627	принадлежат к	1	2
628	как более	1	2
629	ничего а	1	2
630	но у	1	2
631	он по	1	2
632	до недавнего	1	2
633	ли не	1	2
634	говорится о	3	2
635	на этой	3	2
636	было в	1	2
637	по тем	1	2
638	которой он	1	2
639	одно целое	1	2
640	доказать что	1	2
641	входит в	4	2
642	из жизни	1	2
643	вот почему	1	2
644	и другой	5	2
645	очень широко	1	2
646	на пути	1	2
647	связь между	2	2
648	а между	1	2
649	так а	1	2
650	превращается в	1	2
651	а только	1	2
652	свою очередь	2	2
653	и еще	2	2
654	настоящее время	3	2
655	него не	1	2
656	как правило	4	2
657	что их	1	2
658	за него	1	2
659	они сами	1	2
660	для современности	1	2
661	какой степени	3	2
662	и н	2	2
663	тут же	2	2
664	для этой	3	2
665	следует еще	1	2
666	все в	2	2
667	об изучении	1	2
668	в советское	4	2
669	и всей	2	2
670	мы знаем	1	2
671	объясняется тем	1	2
672	в работах	1	2
673	это обстоятельство	1	2
674	его словам	1	2
675	по содержанию	3	2
676	а за	4	2
677	как по	2	2
678	но совершенно	1	2
679	в среде	1	2
680	с одним	1	2
681	что тема	1	2
682	указывает что	1	2
683	уже давно	1	2
684	между собой	4	2
685	и теми	1	2
686	к вопросу	2	2
687	связанным с	1	2
688	издание в	1	2
689	того в	3	2
690	области изучения	2	2
691	к слову	3	2
692	зрения в	1	2
693	ту же	2	2
694	уже к	1	2
695	в случае	1	2
696	на нем	1	2
697	к материалу	2	2
698	значение он	1	2
699	его жизнь	2	2
700	дела и	1	2
701	русского фольклора	1	2
702	не оставляют	1	2
703	в иных	2	2
704	когда мы	2	2
705	которого в	2	2
706	ко времени	3	2
707	в связь	1	2
708	направлением в	1	2
709	что есть	2	2
710	вопроса в	1	2
711	с элементами	2	2
712	и от	2	2
713	о русской	1	2
714	чаще всего	3	2
715	его к	3	2
716	слова как	1	2
717	хотелось бы	1	2
718	не случайно	2	2
719	в число	1	2
720	в одну	1	2
721	мы видели	3	2
722	быть и	3	2
723	с полной	1	2
724	нет такого	1	2
725	много места	1	2
726	он уже	1	2
727	за ним	3	2
728	с и	1	2
729	его с	4	2
730	и при	2	2
731	говорит и	1	2
732	и из	3	2
733	никак не	1	2
734	для них	5	2
735	целом ряде	1	2
736	за это	1	2
737	поэтому и	1	2
738	к нам	2	2
739	чем можно	2	2
740	ни о	1	2
741	с ней	7	2
742	их и	3	2
743	по преимуществу	1	2
744	показать что	1	2
745	г где	2	2
746	с г	2	2
747	как не	2	2
748	что текст	1	2
749	быть назван	1	2
750	не до	1	2
751	они говорят	1	2
752	только одно	2	2
753	тем у	1	2
754	не дают	1	2
755	тех же	1	2
756	не имеют	1	2
757	еще на	1	2
758	нет даже	1	2
759	значение этого	1	2
760	таком виде	2	2
761	этой работы	2	2
762	них как	2	2
763	зависимости от	1	2
764	так называемым	1	2
765	в середине	4	2
766	только тогда	3	2
767	и теперь	1	2
768	что если	2	2
769	те или	1	2
770	совпадают с	3	2
771	от других	1	2
772	это имеет	4	2
773	тогда как	4	2
774	также с	1	2
775	же только	1	2
776	в отличие	4	2
777	в деревне	5	2
778	или с	4	2
779	их с	1	2
780	которое он	1	2
781	далеко не	5	2
782	любовью к	1	2
783	характерное для	1	2
784	же до	1	2
785	видел в	2	2
786	у них	2	2
787	в настоящее	3	2
788	только о	1	2
789	в м	1	2
790	тот же	2	2
791	сомнения в	1	2
792	с того	1	2
793	д и	1	2
794	но есть	3	2
795	его через	1	2
796	впрочем в	1	2
797	не означает	2	2
798	значение в	2	2
799	только по	2	2
800	мотивы в	1	2
801	свидетельствует о	1	2
802	сам он	1	2
803	г о	1	2
804	и этим	1	2
805	на что	2	2
806	в литературе	1	2
807	видеть в	1	2
808	из своих	2	2
809	на которой	2	2
810	мнению в	1	2
811	вот тебе	1	2
812	этом не	2	2
813	который как	1	2
814	народ на	1	2
815	в равной	2	2
816	кто в	1	2
817	советское время	4	2
818	долгое время	1	2
819	говорят о	1	2
820	иной раз	1	2
821	по своему	2	2
822	на все	3	2
823	сразу же	2	2
824	света и	1	2
825	были не	1	2
826	и таким	1	2
827	жизнь и	2	2
828	чтобы сделать	2	2
829	что от	4	2
830	в полной	1	2
831	в таких	3	2
832	отличие от	4	2
833	же к	1	2
834	в поле	18	2
835	не могу	1	2
836	так называемой	3	2
837	этой комедии	1	2
838	русской историей	1	2
839	при сравнении	1	2
840	в летописях	2	2
841	на другое	1	2
842	не оставляет	2	2
843	в пределах	2	2
844	но вместе	3	2
845	несколько раз	1	2
846	повод для	1	2
847	недавнего времени	1	2
848	самые разнообразные	1	2
849	те которые	1	2
850	явление в	1	2
851	и пытался	1	2
852	к изучению	1	2
853	без сомнения	1	2
854	и иные	1	2
855	нуждается в	1	2
856	в эти	4	2
857	пишет в	5	2
858	здесь следует	1	2
859	не надо	1	2
860	во всем	2	1
861	мы можем	2	1
862	печатных источников	1	1
863	в праздничное	1	1
864	дают в	1	1
865	можно говорить	2	1
866	народов в	1	1
867	указать еще	1	1
868	они их	2	1
869	первые годы	1	1
870	уверенности что	2	1
871	а когда	1	1
872	выводу что	3	1
873	которые также	1	1
874	совершенно очевидно	2	1
875	поле где	2	1
876	по всему	2	1
877	до самого	1	1
878	два обстоятельства	1	1
879	них есть	1	1
880	они уже	1	1
881	и был	1	1
882	же степени	1	1
883	широко распространено	2	1
884	перед ней	2	1
885	отсюда как	1	1
886	однако еще	1	1
887	служит уже	1	1
888	становится очевидным	1	1
889	время не	1	1
890	iii в	1	1
891	него в	1	1
892	народ и	2	1
893	борьбы между	1	1
894	и условных	1	1
895	особенно если	1	1
896	чтобы она	2	1
897	ссылкой на	1	1
898	совпадала с	1	1
899	точности соответствует	1	1
900	которую при	1	1
901	еще очень	1	1
902	от сего	1	1
903	с собой	4	1
904	по времени	1	1
905	лошади в	1	1
906	этом основании	1	1
907	их не	2	1
908	нового стиля	1	1
909	об уничтожении	1	1
910	этих четырех	1	1
911	против такого	1	1
912	некоторые другие	5	1
913	каким образом	1	1
914	при первой	1	1
915	на свою	1	1
916	где они	2	1
917	уже на	1	1
918	они непосредственно	1	1
919	если он	1	1
920	или другие	3	1
921	рядом с	1	1
922	видно из	1	1
923	и другим	3	1
924	силы они	1	1
925	упоминания о	1	1
926	необходимо для	1	1
927	там же	15	1
928	ф м	1	1
929	уже указано	1	1
930	в собственном	1	1
931	б л	1	1
932	раньше марта	1	1
933	области в	1	1
934	в изобилии	1	1
935	и односторонне	1	1
936	и впредь	1	1
937	совершенно по-новому	1	1
938	своих предков	2	1
939	это делалось	10	1
940	целый год	2	1
941	обращение к	1	1
942	чтобы лучше	2	1
943	и смерти	1	1
944	в дальнейшем	2	1
945	поле в	1	1
946	если при	1	1
947	представляла собой	2	1
948	и того	1	1
949	астрономически точно	1	1
950	некоторые из	2	1
951	на холмах	2	1
952	более широком	1	1
953	впрочем а	1	1
954	не забывают	1	1
955	из других	2	1
956	размышлений и	1	1
957	сам и	1	1
958	н ф	2	1
959	в приведенных	2	1
960	изучении в	1	1
961	которых к	1	1
962	этом мы	1	1
963	собой как	2	1
964	всего этого	1	1
965	но даже	2	1
966	все свои	1	1
967	служить и	1	1
968	те из	1	1
969	в русских	1	1
970	случае она	1	1
971	связано представление	1	1
972	а после	1	1
973	имея в	1	1
974	разных формах	3	1
975	нам что	1	1
976	но может	1	1
977	только на	4	1
978	борьбе с	1	1
979	приходит к	1	1
980	е годы	2	1
981	себе и	1	1
982	этим не	1	1
983	нельзя отрицать	1	1
984	не вполне	1	1
985	жизнь но	1	1
986	что ее	3	1
987	так называемых	1	1
988	характерной для	1	1
989	именно такие	1	1
990	который должен	1	1
991	в глаза	3	1
992	к вам	5	1
993	по в	1	1
994	с другим	2	1
995	был более	1	1
996	ii в	2	1
997	в прошлом	2	1
998	к ним	4	1
999	на кавказе	1	1
1000	у себя	1	1
1001	ней и	1	1
1002	не считались	1	1
1003	вернуться к	1	1
1004	сведений о	1	1
1005	почему и	1	1
1006	он так	2	1
1007	наряду с	1	1
1008	революции в	1	1
1009	ясными и	1	1
1010	через каждые	2	1
1011	они должны	1	1
1012	такая же	1	1
1013	в нашем	2	1
1014	находится в	3	1
1015	употребление в	2	1
1016	с этими	1	1
1017	место для	1	1
1018	как от	1	1
1019	могущества и	1	1
1020	и отдельные	1	1
1021	согласиться с	1	1
1022	по одной	1	1
1023	работа в	2	1
1024	москве при	1	1
1025	который у	1	1
1026	в меру	1	1
1027	не имело	1	1
1028	идут в	3	1
1029	и две	1	1
1030	природе и	1	1
1031	разницей что	2	1
1032	расходятся в	1	1
1033	широкой и	1	1
1034	них непосредственно	1	1
1035	этом же	1	1
1036	затем в	1	1
1037	он считал	1	1
1038	е ф	8	1
1039	вся эта	2	1
1040	востока и	1	1
1041	ближе к	1	1
1042	представить себе	1	1
1043	которую можно	1	1
1044	были известны	1	1
1045	поблизости от	1	1
1046	влияние на	3	1
1047	с презрением	1	1
1048	понимать его	1	1
1049	по возвращении	2	1
1050	не противоречит	2	1
1051	делают с	1	1
1052	данных для	1	1
1053	истории в	1	1
1054	в петербурге	1	1
1055	вокруг этого	4	1
1056	похожи на	1	1
1057	петр i	1	1
1058	вообще а	1	1
1059	даже к	1	1
1060	к себе	1	1
1061	притом не	1	1
1062	почему однако	1	1
1063	можно думать	1	1
1064	в состоянии	1	1
1065	теории в	1	1
1066	от первого	1	1
1067	смысле в	1	1
1068	несколько иным	1	1
1069	а и	7	1
1070	народной жизни	1	1
1071	обычно не	2	1
1072	ездил на	1	1
1073	с русским	1	1
1074	не соответствует	1	1
1075	гл iii	1	1
1076	обратил внимание	1	1
1077	место где	1	1
1078	не сохранилось	1	1
1079	многих отношениях	2	1
1080	два раза	1	1
1081	с другими	3	1
1082	же состоит	1	1
1083	и один	1	1
1084	одна с	1	1
1085	в третьем	1	1
1086	на первую	2	1
1087	так не	1	1
1088	ряду с	1	1
1089	что очень	1	1
1090	нового и	1	1
1091	и притом	1	1
1092	нужно иметь	1	1
1093	что после	1	1
1094	так во	1	1
1095	в несколько	1	1
1096	время во	1	1
1097	они представляют	2	1
1098	же значение	2	1
1099	в деревню	8	1
1100	из приведенных	3	1
1101	из последних	1	1
1102	прежде чем	1	1
1103	свою силу	1	1
1104	тот кто	2	1
1105	этом можно	1	1
1106	по аналогии	1	1
1107	которое в	2	1
1108	на заре	1	1
1109	судить о	2	1
1110	на глаза	1	1
1111	между ними	1	1
1112	содержанием и	1	1
1113	говорить по	1	1
1114	но иногда	2	1
1115	большинстве случаев	2	1
1116	в древнем	4	1
1117	сказывается и	1	1
1118	и характер	1	1
1119	и прекрасно	1	1
1120	всех их	1	1
1121	в употреблении	1	1
1122	в целях	4	1
1123	связь этого	1	1
1124	где уже	1	1
1125	он известен	1	1
1126	точек зрения	1	1
1127	из одного	1	1
1128	г по	1	1
1129	западной европе	2	1
1130	полагает что	8	1
1131	что следовательно	1	1
1132	жизни то	1	1
1133	и фольклору	1	1
1134	день на	1	1
1135	и м	22	1
1136	характерная особенность	1	1
1137	на сцену	1	1
1138	всей их	1	1
1139	от их	1	1
1140	но можно	2	1
1141	что говорилось	1	1
1142	в москву	2	1
1143	увидим ниже	3	1
1144	как они	2	1
1145	границы между	1	1
1146	был уже	1	1
1147	не нашли	1	1
1148	не составляет	1	1
1149	подобные же	1	1
1150	не отличается	1	1
1151	к словам	1	1
1152	и обычаев	1	1
1153	значения что	1	1
1154	на новый	3	1
1155	на другой	2	1
1156	ряда других	2	1
1157	мог служить	1	1
1158	человека который	1	1
1159	на которых	2	1
1160	это по	1	1
1161	европы в	2	1
1162	борьбе против	1	1
1163	своих предшественников	2	1
1164	в городе	1	1
1165	год и	6	1
1166	возвращаясь к	1	1
1167	и та	1	1
1168	и просят	1	1
1169	в приведенном	1	1
1170	русском фольклоре	1	1
1171	ни одно	2	1
1172	имеет много	1	1
1173	в современной	1	1
1174	гроб и	1	1
1175	но так	1	1
1176	несколько ниже	1	1
1177	также от	1	1
1178	что бы	1	1
1179	широко но	1	1
1180	следует признать	2	1
1181	должны были	3	1
1182	этой группы	1	1
1183	мы здесь	2	1
1184	сделаны в	1	1
1185	вопрос можно	1	1
1186	работы на	2	1
1187	могла бы	1	1
1188	почти каждый	1	1
1189	на некоторые	2	1
1190	не говорится	1	1
1191	ту сторону	1	1
1192	на такой	1	1
1193	он в	1	1
1194	его книга	1	1
1195	истории связанные	1	1
1196	у некоторых	1	1
1197	однако в	1	1
1198	xvii в	1	1
1199	звучит в	1	1
1200	это приводит	2	1
1201	значение которых	1	1
1202	на поля	2	1
1203	иногда это	1	1
1204	и г	1	1
1205	ее а	1	1
1206	был в	1	1
1207	себе дело	2	1
1208	и есть	1	1
1209	довольно часто	1	1
1210	показывают что	3	1
1211	россии его	1	1
1212	в силу	2	1
1213	ней в	2	1
1214	преимущественно же	1	1
1215	в совершенно	1	1
1216	значение как	1	1
1217	рукой очевидно	1	1
1218	для чего	1	1
1219	пишет по	1	1
1220	прав в	1	1
1221	чем и	1	1
1222	чтобы не	1	1
1223	здесь изображается	1	1
1224	и сами	2	1
1225	любви и	1	1
1226	писал не	1	1
1227	люди в	1	1
1228	совпадает почти	1	1
1229	собственном смысле	1	1
1230	в сказках	1	1
1231	этому времени	2	1
1232	i так	1	1
1233	время но	1	1
1234	из быта	1	1
1235	слова дай	1	1
1236	друг к	2	1
1237	они и	2	1
1238	и русалка	1	1
1239	его мнению	1	1
1240	что этим	1	1
1241	них в	2	1
1242	какова их	1	1
1243	у русских	12	1
1244	на западе	2	1
1245	н и	1	1
1246	в основном	4	1
1247	представлял собой	1	1
1248	которых мы	1	1
1249	перед своими	1	1
1250	который его	1	1
1251	эти случаи	1	1
1252	которая по	1	1
1253	после получения	1	1
1254	полностью в	1	1
1255	именно только	1	1
1256	для народа	1	1
1257	понимал и	1	1
1258	с русалкой	2	1
1259	такого широкого	1	1
1260	сделана в	1	1
1261	человек с	1	1
1262	песенного типа	1	1
1263	три дня	1	1
1264	с ним	2	1
1265	этого мало	2	1
1266	бы говорить	1	1
1267	года он	1	1
1268	землей и	1	1
1269	здесь он	1	1
1270	он на	1	1
1271	в другой	1	1
1272	времени когда	1	1
1273	они возникли	1	1
1274	это слова	1	1
1275	совсем так	1	1
1276	утверждает что	1	1
1277	к выводу	3	1
1278	но этого	1	1
1279	поводу с	1	1
1280	него нет	1	1
1281	совершенно иное	1	1
1282	говорится следующее	1	1
1283	е тот	1	1
1284	во что	1	1
1285	все то	1	1
1286	отличаются от	2	1
1287	деревне на	1	1
1288	то на	3	1
1289	же т	1	1
1290	очень интересный	1	1
1291	смысла и	1	1
1292	вокруг него	2	1
1293	месте и	1	1
1294	с целью	2	1
1295	приведенных выше	1	1
1296	и действительно	2	1
1297	значения и	2	1
1298	значении этого	1	1
1299	имеют силу	1	1
1300	к самым	1	1
1301	с такими	1	1
1302	для каждого	1	1
1303	бабы в	1	1
1304	идут с	1	1
1305	и просто	1	1
1306	много но	1	1
1307	предков в	2	1
1308	о единстве	1	1
1309	приводит к	4	1
1310	приводил к	1	1
1311	форме а	1	1
1312	только себя	1	1
1313	более поздний	1	1
1314	дело так	2	1
1315	при всех	2	1
1316	персты в	1	1
1317	знает что	1	1
1318	№ в	2	1
1319	к другому	2	1
1320	их во	1	1
