N	2gram	Tiupa_Lite	formyVre
366	друг друга	5	4
367	во внутреннем	1	4
368	этом случае	2	4
369	и было	1	4
370	не для	2	4
371	бы на	2	4
372	у нас	5	4
373	все равно	1	4
374	так в	6	4
375	к концу	1	4
376	на одном	1	4
377	со своей	3	4
378	в одной	1	4
379	тем более	2	4
380	как он	2	4
381	каковы бы	1	4
382	с большой	1	4
383	в тексте	9	4
384	и о	1	4
385	в центре	1	3
386	всей жизни	1	3
387	тому что	1	3
388	из всех	1	3
389	строго говоря	1	3
390	всех ее	1	3
391	время не	2	3
392	на нас	1	3
393	в день	1	3
394	отношений в	1	3
395	их не	2	3
396	в борьбе	1	3
397	в классическом	1	3
398	историческое время	1	3
399	смерть как	1	3
400	в соответствии	2	3
401	другом месте	1	3
402	герой в	1	3
403	но мы	1	3
404	культуры в	5	3
405	самого человека	1	3
406	во внешнем	1	3
407	человека так	1	3
408	не могли	1	3
409	вопрос о	1	3
410	и художественного	2	3
411	вот почему	1	3
412	самого начала	1	3
413	и еще	1	3
414	как на	3	3
415	сохраняется в	1	3
416	в зависимости	1	3
417	все время	1	3
418	этот образ	1	3
419	не мог	3	3
420	оказались бы	1	3
421	на почве	2	3
422	для которой	1	3
423	с пространством	1	3
424	все прочие	1	3
425	к настоящему	1	3
426	литературе и	1	3
427	же как	3	3
428	на земле	1	3
429	одна из	8	3
430	бы в	1	3
431	я был	2	3
432	на этом	3	3
433	сюда же	1	3
434	как это	9	3
435	других людей	1	3
436	но только	3	3
437	тот или	1	3
438	жизни все	1	3
439	и есть	3	3
440	и здесь	1	3
441	жизни а	1	3
442	это уже	2	3
443	мы в	3	3
444	борьбы с	1	3
445	если не	1	3
446	все то	2	3
447	подхода к	1	3
448	в слове	3	3
449	иной характер	1	3
450	бы не	3	3
451	зависимости от	1	3
452	нет в	2	3
453	к другому	1	3
454	развития человечества	1	3
455	еще и	3	3
456	ни к	1	3
457	в свою	2	3
458	в значительной	1	3
459	наконец в	2	3
460	характер это	1	3
461	в образах	2	3
462	жизнь с	1	3
463	целый ряд	1	3
464	в творчестве	2	3
465	событий в	1	3
466	если мы	1	3
467	тем же	5	3
468	искусство и	1	3
469	в произведениях	1	3
470	но это	2	3
471	жизни не	2	3
472	что есть	2	3
473	ему в	2	3
474	в первый	2	3
475	он как	1	3
476	или с	1	3
477	совершенно не	1	3
478	и всегда	2	3
479	силу и	1	3
480	однако не	2	3
481	а на	1	3
482	от всех	2	3
483	дело в	3	3
484	в литературу	1	3
485	в сферу	2	3
486	не столько	8	3
487	в новом	1	3
488	это было	1	3
489	ему как	1	3
490	и внутреннее	1	3
491	с самого	1	3
492	она не	1	3
493	но при	2	3
494	ни один	1	3
495	как уже	3	3
496	при всем	4	3
497	можно сказать	1	3
498	вплоть до	4	3
499	все более	3	3
500	ни был	2	3
501	не к	3	3
502	в частной	1	3
503	всего это	1	2
504	случае в	1	2
505	образов в	1	2
506	со всем	1	2
507	в разрешении	1	2
508	того не	1	2
509	более что	1	2
510	без исключения	1	2
511	на своей	1	2
512	представлений о	1	2
513	в строгом	1	2
514	с собой	4	2
515	приходит к	1	2
516	мыслится как	5	2
517	от всего	1	2
518	к более	1	2
519	он у	1	2
520	самому и	1	2
521	жизнь природы	1	2
522	движется в	1	2
523	начинается с	1	2
524	себя к	1	2
525	и вещи	1	2
526	отличается от	1	2
527	его здесь	1	2
528	и нет	4	2
529	перестает быть	5	2
530	я вижу	2	2
531	переходит в	1	2
532	в пределе	1	2
533	имеет в	1	2
534	и место	1	2
535	процесс в	1	2
536	к своей	2	2
537	говорить о	1	2
538	принадлежит не	1	2
539	свою очередь	2	2
540	в чистом	1	2
541	сила и	1	2
542	во всякой	1	2
543	вернуться к	1	2
544	места для	1	2
545	как я	3	2
546	в каждом	2	2
547	это прежде	1	2
548	он сам	2	2
549	от них	1	2
550	тут же	1	2
551	однако эти	1	2
552	что даже	1	2
553	а мы	1	2
554	на котором	1	2
555	раньше и	2	2
556	этом же	1	2
557	к нему	1	2
558	все предметы	1	2
559	то в	3	2
560	герой и	1	2
561	ее и	1	2
562	как другие	1	2
563	для жизни	1	2
564	собой в	1	2
565	решающее значение	1	2
566	что уже	1	2
567	от собственного	1	2
568	этой же	1	2
569	и сама	1	2
570	для своего	2	2
571	к определенному	1	2
572	стремится к	1	2
573	тому же	2	2
574	столько же	1	2
575	и некоторые	1	2
576	как по	1	2
577	по аналогии	3	2
578	на себя	4	2
579	но для	1	2
580	мы это	1	2
581	я не	8	2
582	себя как	2	2
583	между прочим	1	2
584	одном из	3	2
585	путь в	1	2
586	нового человека	2	2
587	а только	2	2
588	могло бы	1	2
589	но как	3	2
590	где бы	2	2
591	в отдельных	1	2
592	за обедом	1	2
593	исключительное значение	1	2
594	личности и	1	2
595	процесса в	2	2
596	никто не	1	2
597	соединении с	1	2
598	где в	2	2
599	и сам	6	2
600	этой темы	1	2
601	в землю	1	2
602	между людьми	1	2
603	культуры и	2	2
604	в каком	1	2
605	и каждый	2	2
606	когда они	1	2
607	о его	1	2
608	которое мы	1	2
609	с чем	3	2
610	в полном	1	2
611	момент является	1	2
612	существует только	1	2
613	возникает в	1	2
614	с идеей	2	2
615	и особенно	1	2
616	мы видели	1	2
617	романа с	1	2
618	но одновременно	2	2
619	во втором	3	2
620	в состав	1	2
621	произведение и	1	2
622	достоевского в	1	2
623	как с	1	2
624	сказано в	3	2
625	никого не	1	2
626	если в	2	2
627	должна быть	3	2
628	героя в	2	2
629	тогда когда	1	2
630	была бы	1	2
631	смертью и	1	2
632	этот не	1	2
633	литературного произведения	4	2
634	себе не	2	2
635	него нет	1	2
636	разумеется не	2	2
637	нам в	1	2
638	самом деле	2	2
639	приобретает в	1	2
640	самим собой	2	2
641	этапы его	1	2
642	так называемый	3	2
643	в жертву	1	2
644	мы говорим	1	2
645	одновременно с	2	2
646	он велик	1	2
647	ничто в	1	2
648	но дело	1	2
649	можно назвать	1	2
650	не знал	1	2
651	как для	1	2
652	последующее развитие	1	2
653	жизни где	1	2
654	основные моменты	1	2
655	данном случае	6	2
656	в поэзии	4	2
657	то он	3	2
658	он же	2	2
659	в тебе	2	2
660	то и	5	2
661	в иной	1	2
662	но лишь	4	2
663	их жизнь	1	2
664	в новой	1	2
665	отношении к	2	2
666	от других	2	2
667	в мир	1	2
668	он становится	2	2
669	более и	1	2
670	причастен и	1	2
671	каждый из	4	2
672	в обществе	1	2
673	образом не	1	2
674	жизни по	1	2
675	соответствии с	3	2
676	и стал	1	2
677	жизнь как	1	2
678	за пределами	1	2
679	земле в	1	2
680	в плане	1	2
681	внешнее и	1	2
682	основе своей	1	2
683	произведения как	2	2
684	ее на	1	2
685	не можем	2	2
686	для нас	3	2
687	идет о	4	2
688	жизни здесь	1	2
689	себя самого	1	2
690	день и	1	2
691	иной раз	1	2
692	себя в	7	2
693	картина мира	2	2
694	имел в	2	2
695	это именно	1	2
696	по ту	1	2
697	к месту	1	2
698	с их	3	2
699	по этому	2	2
700	непосредственно в	1	2
701	реальной действительности	1	2
702	этого рода	2	2
703	жизни это	1	2
704	в будущее	1	2
705	бытия и	1	2
706	и эта	1	2
707	о жизни	1	2
708	между собою	1	2
709	фольклора и	1	2
710	лежит на	1	2
711	но по	2	2
712	нового типа	2	2
713	к своему	2	2
714	в соединении	1	2
715	собственной жизни	2	2
716	у романтиков	2	2
717	но уже	2	2
718	дело и	1	2
719	должен быть	2	2
720	остается вне	1	2
721	произведения с	2	2
722	они все	1	2
723	в стиле	1	2
724	всех своих	3	2
725	на один	2	2
726	главные герои	1	2
727	чистом виде	1	2
728	одну из	2	2
729	или не	1	2
730	вся жизнь	1	2
731	в искусстве	4	2
732	не о	1	2
733	частности в	1	2
734	оказывается что	1	2
735	в пути	3	2
736	еще в	7	2
737	как явление	1	2
738	в xix	1	2
739	человека с	1	2
740	от жизни	2	2
741	как то	1	2
742	в чужом	4	2
743	и иные	1	2
744	и неожиданное	1	2
745	души к	1	1
746	на границах	1	1
747	является в	1	1
748	места и	1	1
749	в настоящем	1	1
750	свою первоначальную	1	1
751	в произведение	1	1
752	более не	2	1
753	другом но	1	1
754	и своего	1	1
755	в момент	1	1
756	русской литературе	7	1
757	как носитель	2	1
758	самого себя	3	1
759	исходя из	3	1
760	которая в	3	1
761	тех кто	3	1
762	до него	1	1
763	граница между	2	1
764	случае мы	1	1
765	снова и	1	1
766	дело с	1	1
767	необходимое для	1	1
768	в финале	2	1
769	а перед	1	1
770	на второй	2	1
771	эта новая	1	1
772	она лишь	1	1
773	своей страны	1	1
774	тем как	1	1
775	конца не	1	1
776	это точка	3	1
777	корни этого	1	1
778	и лучше	1	1
779	с более	1	1
780	окружающей его	2	1
781	что человек	1	1
782	явлениями в	1	1
783	всем и	2	1
784	него в	2	1
785	но наиболее	1	1
786	например с	1	1
787	литературной и	2	1
788	не меняет	1	1
789	до последнего	2	1
790	не бывает	2	1
791	и само	3	1
792	у пушкина	1	1
793	от так	1	1
794	в первом	1	1
795	второй план	1	1
796	черты в	2	1
797	несколько примеров	1	1
798	героя как	2	1
799	в построении	1	1
800	конечном счете	8	1
801	мира это	1	1
802	и другим	1	1
803	приобретает характер	1	1
804	когда это	1	1
805	единого и	1	1
806	что по	1	1
807	в бою	2	1
808	работает в	1	1
809	молодого и	1	1
810	стремления к	1	1
811	прошлого в	1	1
812	на эту	1	1
813	здесь происходит	1	1
814	уже и	1	1
815	смерть в	1	1
816	не вполне	1	1
817	не менее	11	1
818	что писал	1	1
819	он по	1	1
820	в форму	2	1
821	этого сознания	2	1
822	так например	1	1
823	жизни к	1	1
824	дело сводится	1	1
825	обращение к	1	1
826	всем его	1	1
827	как ранее	1	1
828	себя во	2	1
829	самом и	1	1
830	первый взгляд	1	1
831	нам не	1	1
832	меняет в	1	1
833	за рамки	1	1
834	и политического	1	1
835	к этой	2	1
836	при условии	1	1
837	тот внешний	1	1
838	что этот	1	1
839	совершенно особое	1	1
840	человеческих характеров	1	1
841	нас и	1	1
842	служит только	1	1
843	раз не	1	1
844	уже у	1	1
845	и неизбежно	1	1
846	не всегда	1	1
847	с нашим	1	1
848	время чумы	1	1
849	переставая быть	1	1
850	в руках	2	1
851	и событие	1	1
852	средних веков	1	1
853	здоровья и	1	1
854	выступает здесь	1	1
855	и внешнее	1	1
856	тогда же	1	1
857	существования но	1	1
858	художественные смыслы	1	1
859	превращается в	2	1
860	в каждой	2	1
861	от своей	1	1
862	и общества	1	1
863	конститутивным моментом	1	1
864	последнего времени	1	1
865	себе в	3	1
866	с другим	1	1
867	в не	1	1
868	весь народ	1	1
869	или чаще	1	1
870	самом начале	1	1
871	я с	1	1
872	по случаю	1	1
873	него не	1	1
874	мира такое	1	1
875	для всей	2	1
876	ключ к	1	1
877	как правило	5	1
878	и культуры	3	1
879	следующим образом	2	1
880	все радости	1	1
881	на него	1	1
882	например природа	1	1
883	есть по	1	1
884	же слова	1	1
885	нам дан	1	1
886	и вдруг	1	1
887	не переставая	1	1
888	который в	2	1
889	времени если	1	1
890	идут в	2	1
891	и живет	1	1
892	для более	1	1
893	для этой	2	1
894	не просто	2	1
895	где все	1	1
896	по которым	2	1
897	внутреннего мира	1	1
898	едва ли	5	1
899	и усиливает	1	1
900	все перечисленные	1	1
901	не имеющим	1	1
902	от ее	1	1
903	гораздо более	1	1
904	эпохи или	1	1
905	бы то	1	1
906	индивидуального сознания	2	1
907	и представляет	1	1
908	при котором	2	1
909	не за	1	1
910	говорит о	1	1
911	него как	1	1
912	не выходит	1	1
913	не противоречит	1	1
914	он строит	1	1
915	как такового	1	1
916	поскольку в	3	1
917	от его	1	1
918	я тебя	1	1
919	для изучения	1	1
920	на том	3	1
921	такого рода	18	1
922	есть у	1	1
923	в состоянии	1	1
924	о месте	1	1
925	отраженные и	1	1
926	первый раз	2	1
927	мы знаем	1	1
928	мира во	1	1
929	в теле	1	1
930	я как	1	1
931	и иного	1	1
932	с тех	1	1
933	от всякой	2	1
934	письма в	1	1
935	души и	1	1
936	тем не	4	1
937	значительной степени	1	1
938	аналогии с	3	1
939	и за	2	1
940	в тот	1	1
941	всегда является	1	1
942	расчленения и	1	1
943	не обладает	2	1
944	на виду	1	1
945	ко мне	1	1
946	природу и	1	1
947	не путем	1	1
948	преобразуется в	1	1
949	этой практики	1	1
950	же принадлежит	1	1
951	в конечном	9	1
952	но такова	1	1
953	под единым	1	1
954	воспринимается как	1	1
955	так было	1	1
956	живет и	1	1
957	а за	3	1
958	толстой например	2	1
959	полное отсутствие	1	1
960	пути и	1	1
961	как мыслитель	1	1
962	и позволяет	1	1
963	это мы	1	1
964	одним из	8	1
965	как новый	2	1
966	при взгляде	2	1
967	и хорошо	1	1
968	все последующее	1	1
969	оно ориентировано	1	1
970	я и	10	1
971	но само	1	1
972	и характеризуется	1	1
973	призыв к	1	1
974	целом ряде	2	1
975	этом последнем	1	1
976	это становится	1	1
977	такова что	1	1
978	всем своем	1	1
979	этом и	1	1
980	по чужому	1	1
981	и перед	1	1
982	во главе	2	1
983	и сверх	1	1
984	века в	3	1
985	должно было	1	1
986	а отнюдь	1	1
987	но исключительно	1	1
988	здесь мыслится	1	1
989	революции и	1	1
990	в эту	1	1
991	на себе	1	1
992	там за	1	1
993	человека а	2	1
994	текст и	1	1
995	жизнь не	1	1
996	труда в	1	1
997	здесь свой	1	1
998	изменений не	1	1
999	по поводу	2	1
1000	о преодолении	1	1
1001	и влияниями	1	1
1002	в русской	13	1
1003	могли бы	1	1
1004	с новой	1	1
1005	человек как	1	1
1006	от себя	2	1
1007	здесь впервые	1	1
1008	это были	1	1
1009	он внутренне	1	1
1010	автора или	1	1
1011	чтобы в	1	1
1012	свое место	1	1
1013	например все	2	1
1014	из общих	1	1
1015	в лучшем	1	1
1016	и сказал	1	1
1017	для наших	1	1
1018	между тем	2	1
1019	строится как	1	1
1020	к цели	1	1
1021	об исторической	1	1
1022	обычно на	1	1
1023	в рассказе	1	1
1024	индивидуальность как	1	1
1025	в случае	5	1
1026	из ряда	1	1
1027	и тем	4	1
1028	романы достоевского	1	1
1029	к собственному	1	1
1030	бы они	1	1
1031	и зреет	1	1
1032	оказывается в	1	1
1033	новых и	2	1
1034	в твоей	1	1
1035	в системе	1	1
1036	но зато	2	1
1037	в личной	1	1
1038	его глаз	1	1
1039	и что	2	1
1040	и определяет	1	1
1041	к ее	1	1
1042	по кругу	1	1
1043	также не	1	1
1044	существу он	1	1
1045	все выше	1	1
1046	но тут	1	1
1047	и выше	2	1
1048	у которого	1	1
1049	жизни человеческого	2	1
1050	человека у	1	1
1051	оно вообще	1	1
1052	занимает в	1	1
1053	превратилась в	1	1
1054	но без	2	1
1055	он в	1	1
1056	к новым	2	1
1057	однако в	7	1
1058	большой дороге	1	1
1059	это делает	1	1
1060	эпохи в	1	1
1061	что может	1	1
1062	видения жизни	1	1
1063	имя и	1	1
1064	в первой	1	1
1065	в общем	1	1
1066	всю жизнь	2	1
1067	бы быть	1	1
1068	путь и	3	1
1069	зрения для	1	1
1070	время он	1	1
1071	которые были	1	1
1072	многих его	1	1
1073	в различные	1	1
1074	и чужого	2	1
1075	чтобы не	2	1
1076	герой не	1	1
1077	каждого из	2	1
1078	на рубеже	4	1
1079	в развитии	1	1
1080	в гамлете	1	1
1081	своего рода	22	1
1082	на жизнь	1	1
1083	основе этой	1	1
1084	на деле	1	1
1085	это философия	1	1
1086	в последующих	1	1
1087	это свидетельствует	1	1
1088	пути здесь	1	1
1089	начинается и	1	1
1090	является здесь	1	1
1091	и конечно	1	1
1092	стала как	1	1
1093	по определению	1	1
1094	например что	1	1
1095	и свою	1	1
1096	но за	1	1
1097	жизни даны	1	1
1098	время у	1	1
1099	лишь только	1	1
1100	образа и	1	1
1101	а должно	1	1
1102	с миром	5	1
1103	своего образа	1	1
1104	любви или	1	1
1105	счастья оно	1	1
1106	что это	1	1
1107	свою судьбу	1	1
1108	в наиболее	1	1
1109	сердца и	2	1
1110	никак не	2	1
1111	жизнь через	1	1
1112	он на	2	1
1113	из которых	3	1
1114	о которой	2	1
1115	пути в	8	1
1116	человеческих душ	1	1
1117	интересующего нас	1	1
1118	личной судьбы	1	1
1119	отдельного человека	1	1
1120	бы между	1	1
1121	сводится к	4	1
1122	подобно тому	4	1
1123	до эпохи	1	1
1124	он лишь	1	1
1125	этого чужого	1	1
1126	слова у	1	1
1127	или знаковый	1	1
1128	такова логика	1	1
1129	должен был	1	1
1130	оставляет места	2	1
1131	особого рода	3	1
1132	ориентировано на	1	1
1133	этой точки	3	1
1134	не более	2	1
1135	он достаточно	1	1
1136	и одновременно	2	1
1137	которых и	1	1
1138	в материале	1	1
1139	с ней	1	1
1140	могло не	1	1
1141	в моем	1	1
1142	жизни его	1	1
1143	не делает	1	1
1144	роман о	1	1
1145	жизнь есть	2	1
1146	выходит за	1	1
1147	она и	1	1
1148	состоит из	1	1
1149	как о	1	1
1150	есть нечто	1	1
1151	произведение в	2	1
1152	в творческом	2	1
1153	создает и	1	1
1154	художественного мышления	3	1
1155	в словах	2	1
1156	приводит к	4	1
1157	становится ясным	1	1
1158	установкой на	1	1
1159	в индию	1	1
1160	роли в	1	1
1161	при всех	2	1
1162	бы себя	1	1
1163	на берегу	1	1
1164	но с	3	1
1165	существование в	2	1
1166	для читателя	2	1
1167	это самое	1	1
1168	миром но	1	1
1169	к какой	1	1
1170	необходимых для	1	1
1171	принадлежит ему	1	1
1172	в романтизме	1	1
1173	со временем	2	1
1174	в диалоге	1	1
1175	этот день	1	1
1176	особенность этого	1	1
1177	в словесном	1	1
1178	не перед	1	1
1179	была найдена	1	1
1180	становится лишь	1	1
1181	как пример	1	1
1182	такую же	1	1
1183	по земле	3	1
1184	земли и	1	1
1185	не должно	1	1
1186	быть не	2	1
1187	героем и	1	1
1188	на два	2	1
1189	разрушительной для	1	1
1190	в стихотворении	17	1
1191	из его	2	1
1192	цели с	1	1
1193	тех пор	2	1
1194	в современном	1	1
1195	остается только	1	1
1196	для нее	2	1
1197	и вся	1	1
1198	сведена к	1	1
1199	здесь о	1	1
1200	в романном	1	1
1201	ее с	1	1
1202	он их	1	1
1203	процесс не	1	1
1204	так называемого	2	1
1205	пути на	1	1
1206	еще один	1	1
1207	другого в	4	1
1208	разумеется и	1	1
1209	свое существование	1	1
1210	автора в	2	1
1211	входит как	1	1
1212	в делах	1	1
1213	впервые в	2	1
1214	и многих	1	1
1215	первобытного человека	1	1
1216	что ты	2	1
1217	своего я	2	1
1218	только здесь	1	1
1219	человечества и	1	1
1220	и глубоким	1	1
1221	к прошлому	1	1
1222	на классической	1	1
1223	смерти он	1	1
1224	даже его	1	1
1225	решения проблемы	1	1
1226	от реального	1	1
1227	утверждая что	1	1
1228	в понимании	1	1
1229	к предмету	1	1
1230	только с	1	1
1231	значении в	1	1
1232	в одноименном	1	1
1233	как все	2	1
1234	произведения или	1	1
1235	исключительно в	1	1
1236	стороны он	1	1
1237	и искусства	1	1
1238	пример в	2	1
1239	более глубокий	1	1
1240	в художественных	1	1
1241	в формах	4	1
1242	как к	4	1
1243	в свое	1	1
1244	в любви	1	1
1245	служит в	1	1
1246	что ему	4	1
1247	я так	1	1
1248	хоть и	1	1
1249	свидетельствует о	3	1
1250	исторической жизни	1	1
1251	на три	2	1
1252	второй половине	1	1
1253	сам говорит	1	1
1254	ни единой	1	1
1255	в художественной	4	1
1256	чувства превосходства	1	1
1257	от которого	1	1
1258	он и	5	1
1259	о нем	1	1
1260	xix веке	1	1
1261	на самом	1	1
1262	появляется но	1	1
1263	сознания и	1	1
1264	из форм	1	1
1265	а все	1	1
1266	этого пути	1	1
1267	судьбы героя	1	1
1268	превратиться в	1	1
1269	бытие и	1	1
1270	с разными	1	1
1271	отступление от	1	1
1272	в виде	1	1
1273	прошлому и	1	1
1274	к построению	1	1
1275	говорил он	1	1
1276	кто бы	1	1
1277	на нее	2	1
1278	в ту	1	1
1279	гончарова в	1	1
1280	перед смертью	1	1
1281	здесь даже	2	1
1282	он один	3	1
1283	и без	1	1
1284	отрываясь от	1	1
1285	данного произведения	1	1
1286	не подлежит	1	1
1287	на войне	1	1
1288	и следовало	1	1
1289	имеется в	2	1
1290	и я	7	1
1291	значительную роль	1	1
1292	с внешним	1	1
1293	пока не	2	1
1294	идеи и	1	1
1295	вследствие чего	1	1
1296	жил и	2	1
1297	путь к	2	1
1298	текст как	2	1
1299	а он	1	1
