N	2gram	Vygotskiy_	Poddanst
244	при отсутствии	1	1
245	эти ценности	1	1
246	более или	3	1
247	применении к	2	1
248	есть прежде	1	1
249	в творчестве	5	1
250	связана с	1	1
251	только как	3	1
252	из авторов	1	1
253	того чтобы	13	1
254	мы знаем	8	1
255	живет в	2	1
256	равным образом	3	1
257	в применении	2	1
258	на основе	2	1
259	только мы	2	1
260	есть для	2	1
261	многих случаях	1	1
262	и всегда	2	1
263	представляет собой	2	1
264	вопроса необходимо	1	1
265	прийти к	1	1
266	народов как	1	1
267	и должна	1	1
268	из всех	4	1
269	формы в	6	1
270	во многих	1	1
271	взывает к	1	1
272	что это	12	1
273	что называют	2	1
274	области поэзии	2	1
275	одно и	1	1
276	знаем и	2	1
277	ни на	3	1
278	в русских	1	1
279	есть у	1	1
280	думается что	3	1
281	что при	8	1
282	из понимания	1	1
283	что русская	1	1
284	два основных	2	1
285	есть как	3	1
286	и уже	2	1
287	мысли и	2	1
288	с которой	1	1
289	из тех	1	1
290	должна была	3	1
291	из этих	6	1
292	с чрезвычайно	2	1
293	жить и	1	1
294	идеи и	2	1
295	от истины	1	1
296	что если	7	1
297	что с	5	1
298	что то	2	1
299	именно на	1	1
300	не как	3	1
301	и другие	5	1
302	только один	2	1
303	об отношении	1	1
304	а затем	1	1
305	от этой	2	1
306	что уже	1	1
307	мы все	3	1
308	в каждом	5	1
309	и вслед	1	1
310	только на	7	1
311	лиц и	3	1
312	глаза на	1	1
313	обе эти	1	1
314	что эта	4	1
315	может оказаться	1	1
316	и достоевский	1	1
317	не об	1	1
318	в других	3	1
319	и при	3	1
320	и что	28	1
321	науки и	1	1
322	в различных	1	1
323	не могла	1	1
324	связь между	1	1
325	на основании	7	1
326	что и	27	1
327	кто не	1	1
328	в трех	2	1
329	тем и	2	1
330	есть с	1	1
331	мы хотим	1	1
332	или его	3	1
333	другой стороны	7	1
334	с того	2	1
335	еще в	1	1
336	разных точек	1	1
337	как ни	1	1
338	нет никакого	1	1
339	идеи в	1	1
340	этом смысле	3	1
341	бы что	2	1
342	к жизни	2	1
343	как явление	1	1
344	этот спор	1	1
345	экономических и	1	1
346	далеко не	7	1
347	только то	3	1
348	в этих	6	1
349	не вполне	1	1
350	что все	10	1
351	как оно	2	1
352	как по	1	1
353	так же	29	1
354	она находится	1	1
355	также и	2	1
356	как она	4	1
357	его в	3	1
358	бы из	1	1
359	это имеет	3	1
360	знаем что	4	1
361	совершенно новое	1	1
362	литературы и	1	1
363	в большинстве	1	1
364	и наоборот	2	1
365	который не	2	1
366	когда ее	1	1
367	все же	9	1
368	идет речь	1	1
369	которого в	1	1
370	этого процесса	1	1
371	стремления и	1	1
372	в настоящее	2	1
373	в борьбе	1	1
374	как таковую	1	1
375	всего что	1	1
376	теми же	2	1
377	что его	5	1
378	того кто	1	1
379	в результате	4	1
380	так было	1	1
381	и слова	1	1
382	в которой	6	1
383	от тех	1	1
384	различных формах	1	1
385	не очень	1	1
386	должен быть	2	1
387	в этой	5	1
388	или иным	2	1
389	числе и	1	1
390	не сумеем	5	1
391	к ним	4	1
392	и еще	1	1
393	этом не	2	1
394	и техники	1	1
395	сложны и	1	1
396	из нее	1	1
397	плоть в	1	1
398	что по	5	1
399	в отличие	4	1
400	по преимуществу	2	1
401	и которая	1	1
402	на нее	1	1
403	из двух	1	1
404	само по	8	1
405	оно есть	3	1
406	известном смысле	1	1
407	к науке	1	1
408	настоящее время	2	1
409	при сохранении	1	1
410	на две	1	1
411	ней и	1	1
412	видим в	1	1
413	том виде	2	1
414	же как	8	1
415	бы как	1	1
416	идет именно	1	1
417	чтобы понять	4	1
418	а она	1	1
419	культуры и	1	1
420	что не	2	1
421	с у	1	1
422	мы и	1	1
423	если мы	21	1
424	иначе как	3	1
425	та или	1	1
426	в эпоху	1	1
427	тем же	4	1
428	но для	1	1
429	в соотношении	1	1
430	именно о	1	1
431	в каком	3	1
432	не осуществляется	1	1
433	что есть	3	1
434	ведет к	1	1
435	свои собственные	1	1
436	или хотя	1	1
437	к другим	2	1
438	возможно что	1	1
439	чувство и	1	1
440	или иная	1	1
441	о смысле	1	1
442	тогда когда	7	1
443	эти черты	1	1
444	и другим	1	1
445	значения но	1	1
446	характер этого	2	1
447	относящиеся к	1	1
448	находится в	1	1
449	доказательство в	1	1
450	в сложной	1	1
451	чем-либо от	1	1
452	это ощущение	1	1
453	в какой	6	1
454	которую оно	1	1
455	сводилась к	1	1
456	ясно что	22	1
457	с собой	1	1
458	века но	1	1
459	место в	1	1
460	как и	25	1
461	во времена	1	1
462	также в	1	1
463	мир от	1	1
464	и само	1	1
465	по свету	1	1
466	в собственном	4	1
467	и внутренне	1	1
468	теория исторического	1	1
469	для каждого	1	1
470	мире в	1	1
471	науки как	2	1
472	из чего	1	1
473	последней в	1	1
474	в сборнике	1	1
475	мысли но	2	1
476	одновременно и	1	1
477	чтобы дать	1	1
478	и такое	1	1
479	говорить об	1	1
480	все еще	1	1
481	иной раз	1	1
482	социальные формы	1	1
483	как области	1	1
484	именно потому	3	1
485	стремление к	1	1
486	в некие	1	1
487	дело идет	1	1
488	на то	17	1
489	своего существования	1	1
490	русской интеллигенции	2	1
491	ли не	2	1
492	которые были	1	1
493	поэзии с	3	1
494	и по	7	1
495	общественной мысли	1	1
496	там где	5	1
497	т д	10	1
498	тех пор	2	1
499	или что	4	1
500	и только	5	1
501	что именно	4	1
502	как одна	2	1
503	в и	1	1
504	поэзии и	8	1
505	она оказывается	1	1
506	казалось бы	4	1
507	теорий и	2	1
508	всяком случае	7	1
509	в свете	3	1
510	бы мы	3	1
511	сравнению с	3	1
512	эти последние	1	1
513	в условиях	1	1
514	когда в	1	1
515	в себя	3	1
516	в это	1	1
517	для этого	1	1
518	с ее	3	1
519	в известном	2	1
520	и чем	1	1
521	гораздо более	2	1
522	заложенное в	1	1
523	на каждом	1	1
524	не имеет	3	1
525	одно из	2	1
526	или менее	3	1
527	везде и	1	1
528	и ее	4	1
529	тем чтобы	2	1
530	и построений	1	1
531	особенно в	1	1
532	сущности не	1	1
533	которая и	1	1
534	к более	2	1
535	связаны с	1	1
536	грань между	2	1
537	совершенно ясно	22	1
538	обратиться к	3	1
539	сознания к	2	1
540	из этой	1	1
541	никогда не	13	1
542	еще не	2	1
