N	2gram	Bakhtin_Pr	Otkroven
668	бы ни	3	1
669	бы в	7	1
670	к другому	6	1
671	вовлекаются в	1	1
672	публицистических статьях	1	1
673	поэтому он	2	1
674	характере и	1	1
675	достоевский во	1	1
676	отметить что	1	1
677	все устойчивые	1	1
678	а что	5	1
679	людей в	1	1
