N	3gram	Propp_Isto	Problemy
159	природы но есть	1	1
160	все новые и	2	1
161	слились в одно	1	1
162	этого не может	1	1
163	так или иначе	2	1
164	не знает что	1	1
165	дело конечно не	1	1
166	с полным правом	1	1
167	на которой он	1	1
168	что все эти	1	1
169	т д наконец	1	1
170	здесь не в	1	1
171	мы видели также	1	1
172	увидим дальше что	1	1
173	и вместе с	3	1
174	точно так же	2	1
175	в этом мире	1	1
176	если и нет	1	1
177	как бы он	1	1
178	по себе не	1	1
179	что они не	1	1
180	а в том	2	1
181	и у других	1	1
182	но для наших	1	1
183	его за руку	1	1
184	как таковой и	1	1
185	мы видим и	4	1
186	и наконец к	1	1
187	как в начале	1	1
188	почву на которой	1	1
189	в связи с	1	1
190	к самому себе	1	1
191	что это не	2	1
192	и что из	1	1
193	лицом к лицу	1	1
194	форме в форме	1	1
195	правильнее будет сказать	1	1
196	как будто что-то	1	1
197	здесь еще нет	1	1
198	кроме того он	1	1
199	никогда не говорит	1	1
200	на первый взгляд	5	1
201	этому как будто	1	1
202	мы видели что	4	1
203	от него и	1	1
204	с ним не	1	1
205	т д и	1	1
206	он обращается к	1	1
207	но он не	1	1
208	в различных формах	1	1
209	и как будто	1	1
210	есть своего рода	2	1
211	не в его	1	1
212	но не может	1	1
213	что он может	1	1
214	но и в	4	1
215	тем что в	1	1
216	в них не	1	1
217	мере того как	1	1
218	это не так	1	1
219	а в виде	1	1
220	то новое что	1	1
221	эти две стороны	1	1
222	и в особенности	1	1
223	на друга что	1	1
224	он почти никогда	1	1
225	в другом месте	2	1
226	ничем не отличается	1	1
227	в которой он	1	1
228	по мере того	1	1
229	в своей работе	2	1
230	как и сам	1	1
231	все это не	1	1
232	перед тем как	1	1
233	он мог бы	1	1
234	другой стороны мы	1	1
235	т е если	1	1
236	за ним и	1	1
237	независимо от того	2	1
238	то и другое	2	1
239	вовсе не входит	1	1
240	такой же как	2	1
241	но даже в	1	1
242	уже не может	1	1
243	со всех сторон	1	1
244	здесь еще не	1	1
245	всяком случае в	1	1
246	ее но и	1	1
247	до бесконечности и	1	1
248	то и здесь	1	1
249	как бы от	1	1
250	как мы видим	1	1
251	зависимости от того	1	1
252	может выйти за	1	1
253	героя и из	1	1
254	мы имеем в	7	1
255	уже не было	1	1
256	важна не только	1	1
257	не может и	1	1
258	один и тот	1	1
259	и то что	1	1
260	он не мог	1	1
261	и что в	1	1
262	уже не в	1	1
263	и соответствующие им	1	1
264	иначе обстоит дело	1	1
265	а я на	1	1
266	и в каждом	1	1
267	что мы видим	1	1
268	по его мнению	1	1
269	с одной стороны	11	1
270	самом деле и	1	1
271	т д но	2	1
272	не меняет дела	1	1
273	все это в	1	1
274	вопрос о том	1	1
275	это прежде всего	1	1
276	сюда же относится	1	1
277	я знаю что	1	1
278	после того как	4	1
279	новые и новые	2	1
280	лежит в основе	2	1
