N	2gram	Tiupa_Anal	OGranits
148	другой стороны	2	2
149	сознания и	1	2
150	во времени	6	2
151	не что	5	2
152	отношений между	1	2
153	так же	1	2
154	думать что	2	2
155	в них	1	2
156	а в	11	2
157	если бы	6	2
158	от своего	3	2
159	их внутренней	1	2
160	а также	8	2
161	соответствии с	3	2
162	на две	1	2
163	еще в	4	2
164	в ней	1	2
165	литературное произведение	12	2
166	тем что	2	2
167	и др	1	2
168	могут быть	12	2
169	вовсе не	4	2
170	в действительности	2	2
171	между собою	1	2
172	его на	1	2
173	учение о	1	2
174	в связи	2	2
175	имеет место	6	2
176	объект и	2	2
177	в зависимости	1	2
178	во всей	1	2
179	с ними	2	2
180	все эти	3	2
181	конечно мы	1	2
182	с другой	7	2
183	как в	3	2
184	разрыв между	1	2
185	и внутренняя	1	2
186	не менее	5	2
187	нуждается в	9	2
188	не имеет	1	2
189	к предмету	4	2
190	том что	21	2
191	в интонации	1	2
192	в нем	3	2
193	уже в	1	2
194	или иного	3	2
195	языка но	1	2
196	зависимости от	1	2
197	не мог	3	2
198	а не	25	2
199	всей своей	1	2
200	в чем	2	2
201	в целом	9	2
202	художественное произведение	5	2
203	и ее	1	2
204	как индивидуальное	1	2
205	тот же	2	2
206	собственно говоря	6	2
207	к тому	12	2
208	есть не	9	2
209	бы в	3	2
210	в лингвистике	1	2
211	более того	4	2
212	и подобно	1	1
213	в особенности	1	1
214	его к	3	1
215	науки о	2	1
216	всего в	3	1
217	только одно	2	1
218	не дано	3	1
219	себе в	2	1
220	как к	2	1
221	появляется и	1	1
222	и наоборот	3	1
223	подражание ему	1	1
224	такой степени	1	1
225	языка в	1	1
226	состоит не	1	1
227	и оба	1	1
228	то он	3	1
229	и произошло	1	1
230	ее и	1	1
231	зрения и	1	1
232	для всех	1	1
233	только к	1	1
234	справедливо отмечает	1	1
235	произведение и	1	1
236	и он	1	1
237	является для	1	1
238	мышления в	1	1
239	один из	4	1
240	со времен	1	1
241	в столь	2	1
242	и здесь	1	1
243	равно и	1	1
244	о границах	1	1
245	исследовательской мысли	1	1
246	приближается к	1	1
247	выходит за	1	1
248	она и	1	1
249	искусства есть	1	1
250	отличие от	8	1
251	вопрос о	2	1
252	членения и	2	1
253	что мы	3	1
254	на этом	4	1
255	два направления	1	1
256	они не	1	1
257	на нем	1	1
258	не имеют	1	1
259	только что	1	1
260	само собой	1	1
261	творца и	1	1
262	сознания с	1	1
263	художественного высказывания	3	1
264	указать на	1	1
265	данностью художественного	1	1
266	должно быть	2	1
267	если он	1	1
268	чужого языка	1	1
269	и уж	1	1
270	картины мира	2	1
271	в самых	1	1
272	которой он	1	1
273	не могу	2	1
274	говоря и	3	1
275	на том	1	1
276	теории литературы	1	1
277	такого рода	6	1
278	но при	2	1
279	высказывания и	3	1
280	эти слова	1	1
281	более или	2	1
282	же является	1	1
283	к разрешению	1	1
284	внимание на	3	1
285	данность художественного	1	1
286	потому что	3	1
287	в значительной	1	1
288	отношения не	1	1
289	на первом	1	1
290	объекта в	1	1
291	знает категории	2	1
292	он всегда	1	1
293	того чтобы	3	1
294	и если	2	1
295	или иных	3	1
296	воспринимающее сознание	1	1
297	автора и	4	1
298	можно лишь	1	1
299	смысл только	1	1
300	бы мы	1	1
301	и более	5	1
302	мы имеем	9	1
303	не должно	1	1
304	в целое	1	1
305	также и	3	1
306	с миром	1	1
307	и речи	1	1
308	для того	4	1
309	три стороны	1	1
310	тому как	5	1
311	художественного впечатления	24	1
312	тому что	2	1
313	в субъекте	2	1
314	литературы как	2	1
315	с одним	1	1
316	организации художественного	5	1
317	которые и	1	1
318	есть его	1	1
319	быть не	3	1
320	его за	1	1
321	представляет собою	2	1
322	которых он	1	1
323	он и	3	1
324	всего целого	1	1
325	хх века	1	1
326	своем составе	1	1
327	вне этого	1	1
328	достаточной мере	1	1
329	эстетическим объектом	4	1
330	его и	3	1
331	не всегда	4	1
332	в своем	2	1
333	в разных	1	1
334	к истории	1	1
335	и тогда	3	1
336	говорить не	1	1
337	речи и	2	1
338	этом отношении	5	1
339	однако этот	1	1
340	тем как	2	1
341	связей и	1	1
342	точно и	1	1
343	с языком	1	1
344	тем не	3	1
345	ритма и	1	1
346	здесь он	1	1
347	и во-вторых	1	1
348	в напряженном	1	1
349	как это	5	1
350	в художественной	1	1
351	синтаксическая конструкция	1	1
352	вследствие этого	5	1
353	становится эстетическим	1	1
354	переходит от	2	1
355	к тем	1	1
356	этот не	1	1
357	объединены в	1	1
358	своей истории	1	1
359	только на	3	1
360	может лишь	1	1
361	из того	5	1
362	об этом	1	1
363	борьбе с	2	1
364	вступает в	4	1
365	имеется еще	1	1
366	определения эстетического	1	1
367	не приходится	2	1
368	никто не	3	1
369	в науке	1	1
370	при наличии	3	1
371	и что	2	1
372	говоря словами	1	1
373	на самом	2	1
374	для человека	2	1
375	в различных	1	1
376	для них	1	1
377	и тот	2	1
378	можно было	1	1
379	язык есть	2	1
380	в этой	12	1
381	для данного	3	1
382	в широком	4	1
383	это слово	1	1
384	об индивидуальном	1	1
385	данности произведения	2	1
386	борьба с	3	1
387	в начале	3	1
388	во все	1	1
389	данностью произведения	1	1
390	в виду	2	1
391	конечно никто	1	1
392	к другому	1	1
393	быть может	2	1
394	и до	3	1
395	поэтики в	1	1
396	сводится к	6	1
397	с их	2	1
398	и есть	3	1
399	для своей	1	1
400	подобно тому	5	1
401	и систематизации	1	1
402	но это	1	1
403	есть чисто	2	1
404	не вполне	2	1
405	по себе	6	1
406	в совершенно	1	1
407	этот вопрос	1	1
408	все равно	2	1
409	от логики	1	1
410	по своей	6	1
411	же время	7	1
412	стороны литературное	1	1
413	же самые	1	1
414	и иных	1	1
415	его в	2	1
416	о литературе	3	1
417	на основе	3	1
418	человека и	1	1
419	то или	1	1
420	каждый из	3	1
421	самый предмет	1	1
422	связь с	1	1
423	или иное	1	1
424	однако если	1	1
425	что те	1	1
426	событий и	2	1
427	не было	1	1
428	произведения его	1	1
429	и некоторых	1	1
430	связи с	2	1
431	этого процесса	1	1
432	ко всем	2	1
433	в борьбе	2	1
434	если не	2	1
435	же не	3	1
436	никоим образом	1	1
437	этой точки	2	1
438	как известно	4	1
439	что касается	4	1
440	состоит в	16	1
441	существует как	1	1
442	этом событии	1	1
443	и несколько	1	1
444	зависимость от	2	1
445	не знает	4	1
446	является таким	1	1
447	или в	2	1
448	в основе	6	1
449	в организации	2	1
450	и эстетического	1	1
451	собственном смысле	1	1
452	на то	2	1
453	ни о	3	1
454	исторической поэтики	2	1
455	и там	1	1
456	же самое	3	1
457	как их	1	1
458	художественном творчестве	1	1
459	равно как	1	1
460	в ритме	2	1
461	сознания не	1	1
462	в отличие	8	1
463	их в	1	1
464	экспрессивную интонацию	1	1
465	объекта которое	1	1
466	произведение как	1	1
467	нет и	2	1
468	заключается в	2	1
469	одним из	3	1
470	пространство и	1	1
471	объекта и	3	1
472	отношение к	2	1
473	игре на	1	1
474	как художественного	2	1
475	всего своего	1	1
476	между людьми	1	1
477	если говорить	2	1
478	внимания к	1	1
479	произведение может	1	1
480	именно та	1	1
481	сказать что	2	1
482	на себя	5	1
483	в конечном	6	1
484	возможно только	1	1
485	темы в	1	1
486	речи в	3	1
487	ему в	3	1
488	разговорного языка	1	1
489	уже иная	1	1
490	виду что	1	1
491	него не	1	1
492	или менее	2	1
493	всем протяжении	1	1
494	в совокупности	1	1
495	сознания но	1	1
496	же самый	1	1
497	задачу данной	1	1
498	преображения и	1	1
499	времени не	2	1
500	конечном счете	5	1
501	такой же	3	1
502	анализ художественного	3	1
503	широком понимании	1	1
504	к другим	2	1
505	отдельных произведений	1	1
506	выражения в	1	1
507	в конце	4	1
508	выбор слова	3	1
509	произведения не	1	1
510	образом не	3	1
511	даже для	1	1
512	оно предстает	1	1
513	течение всего	1	1
514	одной из	2	1
515	мы это	1	1
516	например в	1	1
517	свести к	1	1
518	сложнее и	1	1
519	в контексте	5	1
520	в образе	1	1
521	до такой	1	1
522	поверить в	1	1
523	указанных двух	1	1
524	путь от	1	1
525	по мере	1	1
526	границы этого	1	1
527	в синтаксисе	1	1
528	познания в	1	1
529	целая система	1	1
530	если конечно	1	1
531	к этому	2	1
532	этом мы	1	1
533	долгое время	1	1
534	и как	6	1
535	же слова	1	1
536	в понимании	1	1
537	как о	2	1
538	вплоть до	2	1
539	всякое высказывание	1	1
540	эти три	1	1
541	все время	1	1
542	что он	3	1
543	с духом	1	1
544	столь же	7	1
545	в собственном	3	1
546	времени в	4	1
547	отметить еще	1	1
548	случаях когда	1	1
549	синтаксической конструкции	1	1
550	наш анализ	1	1
551	что она	1	1
552	себя как	1	1
553	или даже	3	1
554	а всякое	1	1
555	далеко не	6	1
556	и актуализация	1	1
557	и о	3	1
558	бы быть	3	1
559	природу литературного	1	1
560	в мире	14	1
561	в достаточной	1	1
562	вместе с	6	1
563	которого является	1	1
564	науке о	2	1
565	же точно	2	1
566	который в	3	1
567	и вместе	1	1
568	одна из	1	1
569	но когда	1	1
570	словесного искусства	1	1
571	этого слова	10	1
572	своей полноте	1	1
573	событии художественного	1	1
574	в которых	1	1
575	внимание к	1	1
576	но не	13	1
577	в литературоведении	2	1
578	быть произнесены	1	1
579	к живому	1	1
580	включает в	1	1
581	и всякого	1	1
582	в ряду	2	1
583	но если	1	1
584	здесь и	1	1
585	одно из	2	1
586	с его	3	1
587	при изучении	2	1
588	ли не	1	1
589	при таком	2	1
590	себя и	5	1
591	оно может	3	1
592	по поводу	4	1
593	на место	3	1
594	тех или	3	1
595	в такой	2	1
596	на всем	1	1
597	быть и	1	1
598	в то	10	1
599	о неизбежном	2	1
600	нам как	1	1
601	произведений как	1	1
602	а вовсе	1	1
603	находят в	1	1
604	тут же	2	1
605	один и	1	1
606	не отвечает	1	1
607	с первых	1	1
608	о художественном	1	1
609	отнюдь не	22	1
610	даже у	1	1
611	только с	2	1
612	историческом событии	1	1
613	наблюдателя не	1	1
614	может и	2	1
615	ведь и	1	1
616	в себя	8	1
617	это произведение	1	1
618	системе языка	1	1
619	воздействия на	1	1
620	в системе	1	1
621	или их	1	1
622	для этого	2	1
623	она есть	2	1
624	с ее	2	1
625	из него	1	1
626	художественного творчества	2	1
627	которого только	1	1
628	того же	7	1
629	есть она	1	1
630	из одного	1	1
631	подхода к	3	1
632	в самой	1	1
633	в виде	1	1
634	предположение о	1	1
635	от него	2	1
636	одно слово	1	1
637	что вообще	1	1
638	на словах	1	1
639	как для	1	1
640	не должна	1	1
641	и становится	1	1
642	это единая	1	1
643	и другое	1	1
644	к нему	4	1
645	до его	2	1
646	едва ли	4	1
647	не можем	1	1
648	сливаются в	1	1
649	на втором	2	1
650	еще одно	1	1
651	угадывается в	1	1
652	тем более	2	1
653	то можно	1	1
654	речи вообще	1	1
655	искусства в	4	1
656	как система	6	1
657	особенно в	9	1
658	не входит	1	1
659	социальное событие	1	1
660	в несколько	1	1
661	которая и	1	1
662	внутренней речи	9	1
663	его можно	2	1
664	обратиться к	4	1
665	что такой	1	1
666	и сами	2	1
667	на все	2	1
668	рассматривать не	1	1
669	и особенно	4	1
670	нам представляется	2	1
671	еще не	5	1
672	в статье	1	1
673	тех случаях	1	1
