N	2gram	Propp_Isto	VLabPisa
737	тут и	2	1
738	вытекает из	1	1
739	изоляции от	1	1
740	а если	2	1
741	часто встречается	1	1
742	бы с	1	1
743	же автор	1	1
744	оно в	2	1
745	что этот	5	1
746	постепенно и	1	1
747	вопрос о	8	1
748	всего человека	1	1
749	не означает	2	1
750	одного лица	1	1
751	это понятие	1	1
752	видим что	13	1
753	же говорят	1	1
754	тех же	1	1
755	которой он	1	1
756	но ведь	1	1
757	за этими	1	1
758	связи а	1	1
759	очень часто	7	1
760	со всех	4	1
761	в чистом	2	1
762	он был	3	1
763	это как	1	1
764	что сущность	1	1
765	не решена	1	1
766	конечно не	2	1
767	в роли	1	1
768	так называемой	1	1
769	что самое	1	1
770	не говоря	1	1
771	входит в	1	1
772	всего этого	1	1
773	нам в	1	1
774	имеющихся у	1	1
775	приводит и	1	1
776	уже в	2	1
777	не дает	2	1
778	очень близко	1	1
779	лежат в	1	1
780	и дети	1	1
781	по сравнению	1	1
782	ее нельзя	2	1
783	однако если	1	1
784	здесь можно	5	1
785	согласуется с	1	1
786	примеры показывают	1	1
787	понимаемой им	1	1
788	вот несколько	4	1
789	в понятие	2	1
790	отличаем от	1	1
791	быть признана	1	1
792	это для	2	1
793	теперь к	2	1
794	может вызвать	1	1
795	друг друга	2	1
796	ими в	1	1
797	пока в	1	1
798	потому что	12	1
799	и тем	2	1
800	кажется что	1	1
801	быть и	1	1
802	нужно уметь	1	1
803	ограничен и	1	1
804	только тогда	1	1
805	в него	2	1
806	материалы и	2	1
807	социальной функции	1	1
808	оно и	2	1
809	путь для	1	1
810	а по	3	1
811	целым рядом	1	1
812	материалов из	1	1
813	эта мысль	3	1
814	но она	2	1
815	со стороны	3	1
816	только на	2	1
817	и детей	1	1
818	или иных	1	1
819	что эта	3	1
820	для этого	3	1
821	на его	2	1
822	и ему	1	1
823	и если	4	1
824	есть и	2	1
825	и та	1	1
826	хотя в	3	1
827	и что	14	1
828	об изоляции	1	1
829	в действие	1	1
830	дело не	8	1
831	один раз	1	1
832	в количестве	1	1
833	как если	1	1
834	в любой	1	1
835	приходит к	2	1
836	существу своему	1	1
837	в сад	3	1
838	его работе	1	1
839	приступает к	1	1
840	говорит что	1	1
841	подобного рода	2	1
842	задачи и	1	1
843	в начале	3	1
844	явлений в	2	1
845	мы хотим	2	1
846	еще в	2	1
847	из вариантов	1	1
848	сохранила нам	1	1
849	второй этап	1	1
850	же важно	1	1
851	особый вид	1	1
852	часто в	1	1
853	и жизни	1	1
854	что еще	1	1
855	в истории	2	1
856	как оно	3	1
857	себе из	1	1
858	уже есть	1	1
859	знаем не	1	1
860	этом смысле	1	1
861	себя от	1	1
862	что из	1	1
863	имеет свои	1	1
864	верно и	1	1
865	самого начала	4	1
866	каждый из	1	1
867	себе в	1	1
868	и наоборот	1	1
869	или иное	1	1
870	было указано	1	1
871	и называют	1	1
872	итак первая	1	1
873	число которых	1	1
874	от посторонних	1	1
875	единый образ	1	1
876	уже указывалось	1	1
877	непонятными и	2	1
878	связанных с	2	1
879	в глаза	2	1
880	очень многих	3	1
881	перед необходимостью	1	1
882	это вопрос	1	1
883	связанными с	1	1
884	нечто целое	2	1
885	значение и	2	1
886	имеем в	4	1
887	без участия	2	1
888	ни одной	2	1
889	его себе	1	1
890	же на	1	1
891	превратилась в	1	1
892	не покидать	4	1
893	затем его	1	1
894	сейчас же	1	1
895	так то	2	1
896	на море	1	1
897	и еще	1	1
898	как некую	1	1
899	как мы	3	1
900	а а	1	1
901	со своими	1	1
902	соответствии с	2	1
903	же не	3	1
904	к ней	3	1
905	к двум	1	1
906	я с	1	1
907	в данной	2	1
908	но по	3	1
909	видим в	1	1
910	не случайное	1	1
911	идет только	1	1
912	они всегда	1	1
913	в понимании	1	1
914	но вместе	1	1
915	что во	1	1
916	это правило	1	1
917	этих материалов	2	1
918	автор не	1	1
919	бы его	2	1
920	заметить что	2	1
921	необходимо сделать	1	1
922	выходит не	1	1
923	и во	1	1
924	перенесены из	1	1
925	от которой	1	1
926	к уничтожению	1	1
927	их к	1	1
928	мы бы	1	1
929	миф не	1	1
930	ею и	1	1
931	бы он	1	1
932	и пытается	1	1
933	приводят к	1	1
934	обратимся к	3	1
935	материала в	1	1
936	всех сторон	4	1
937	ее а	1	1
938	находится в	6	1
939	уже не	3	1
940	имеем дело	1	1
941	не значит	1	1
942	что характер	1	1
943	стоит только	1	1
944	слова в	2	1
945	материала о	1	1
946	их можно	1	1
947	уже о	1	1
948	или иного	1	1
949	одно другое	1	1
950	материал в	3	1
951	связи со	2	1
952	на этот	2	1
953	жизнью и	1	1
954	отметим еще	1	1
955	не представляют	1	1
956	него со	1	1
957	происходит в	3	1
958	и других	1	1
959	чаще всего	1	1
960	прямом смысле	1	1
961	иным как	1	1
962	как будто	7	1
963	этого сложного	1	1
964	здесь не	5	1
965	ее нужно	1	1
966	достаточно напомнить	1	1
967	о своих	1	1
968	ли эта	1	1
969	оно может	2	1
970	у этих	1	1
971	тех или	1	1
972	силу того	1	1
973	увидим ниже	5	1
974	или не	1	1
975	в ту	2	1
976	ниже но	1	1
977	связаны с	1	1
978	но это	8	1
979	определить его	1	1
980	не хватает	1	1
981	их свидетельствует	1	1
982	приводят нас	1	1
983	широко и	1	1
984	к каким	1	1
985	эти формы	3	1
986	очень разнообразных	1	1
987	с ее	2	1
988	именно это	2	1
989	строго говоря	1	1
990	так говорит	1	1
991	которой мы	1	1
992	действительности не	1	1
993	в самой	1	1
994	ними в	1	1
995	иногда у	1	1
996	изучение структуры	1	1
997	он должен	3	1
998	войну и	1	1
999	характерно что	1	1
1000	собственно говоря	1	1
1001	тому же	1	1
1002	с возникновением	1	1
1003	что на	1	1
1004	без нее	1	1
1005	можно отметить	1	1
1006	с того	3	1
1007	это представление	3	1
1008	виду что	1	1
1009	с целью	2	1
1010	эти реальные	1	1
1011	говорит как	1	1
1012	его хотя	1	1
