N	2gram	Bakhtin_Fr	DiskursI
669	творчества в	1	1
670	к этой	1	1
671	книги является	1	1
672	я знаю	1	1
673	в применении	1	1
674	культуры это	1	1
675	даже в	4	1
676	другого речевого	1	1
677	его за	2	1
678	на границах	1	1
679	это игра	1	1
680	в разных	2	1
681	кроме того	6	1
682	в большей	2	1
683	поэтому они	1	1
684	как говорит	1	1
685	что человек	1	1
686	представлений о	3	1
687	другое в	1	1
688	его от	1	1
689	само себя	1	1
690	по способу	1	1
691	не меняет	1	1
692	где образ	1	1
693	как она	2	1
694	относятся и	1	1
695	на свой	1	1
696	от одного	1	1
697	истории европейских	1	1
698	вещь в	1	1
699	характера но	1	1
700	которого можно	1	1
701	по их	3	1
702	и там	1	1
703	результате этого	1	1
704	явления по	1	1
705	все моменты	1	1
706	образов в	4	1
707	зато в	1	1
708	всей их	1	1
709	значении и	1	1
710	а иногда	1	1
711	и морем	1	1
712	форму и	2	1
713	на земле	5	1
714	разовьется и	1	1
715	особое отношение	1	1
716	в речи	1	1
717	том или	2	1
718	мира это	1	1
719	места и	1	1
720	историческое время	2	1
721	с тем	2	1
722	в наиболее	1	1
723	стороны в	1	1
724	этого типа	1	1
725	и низа	4	1
726	всего с	1	1
727	к самому	2	1
728	а именно	2	1
729	прошлого в	1	1
730	она напротив	1	1
731	исторических деятелей	1	1
732	монолог в	1	1
733	как процесс	1	1
734	эпизод как	2	1
735	с живым	1	1
736	или ином	2	1
737	в природе	1	1
738	и слово	1	1
739	до самых	1	1
740	есть то	2	1
741	в это	3	1
742	мир и	1	1
743	при помощи	1	1
744	отца и	2	1
745	процесса не	1	1
746	в самый	2	1
747	и смерть	3	1
748	не имели	1	1
749	на одном	7	1
750	и нет	2	1
751	продолжения жизни	1	1
752	на все	2	1
753	и смерти	4	1
754	и образ	6	1
755	объединены в	1	1
756	представляла собой	1	1
757	художественного восприятия	1	1
758	действительности в	1	1
759	тем в	1	1
760	в такой	1	1
761	оно имеет	1	1
762	где этот	1	1
763	восприятия и	1	1
764	во все	3	1
765	не существует	1	1
766	может так	1	1
767	то это	1	1
768	по тем	1	1
769	применении к	1	1
770	которой он	2	1
771	от целого	1	1
772	широкое распространение	1	1
773	мире но	1	1
774	однако его	1	1
775	он был	7	1
776	даже и	1	1
777	человека были	1	1
778	между вещами	3	1
779	начиная от	1	1
780	имеет в	1	1
781	но даже	1	1
782	традиции так	1	1
783	иной мере	1	1
784	ног от	1	1
785	уже у	1	1
786	но эти	2	1
787	же словам	1	1
788	в этот	1	1
789	этот текст	1	1
790	этой сцены	1	1
791	т.п в	2	1
792	преисподняя в	4	1
793	немного в	1	1
794	должна была	1	1
795	средних веков	3	1
796	и вторая	1	1
797	предисловии к	1	1
798	вещами и	2	1
799	приходит на	1	1
800	к основному	1	1
801	определяется его	1	1
802	превращается в	2	1
803	и те	5	1
804	не что	1	1
805	от той	1	1
806	этой картины	1	1
807	так же	11	1
808	даже с	1	1
809	сцене у	1	1
810	отметить что	2	1
811	где и	1	1
812	большую или	1	1
813	и создают	1	1
814	на новую	1	1
815	каждая вещь	1	1
816	в глаза	2	1
817	смерти а	1	1
818	об исключительной	1	1
819	пути от	1	1
820	замкнутых в	1	1
821	существовать не	1	1
822	некоторое время	1	1
823	слов о	1	1
824	и еще	2	1
825	души с	1	1
826	с самим	1	1
827	же так	1	1
828	с именем	1	1
829	сын и	2	1
830	наряду с	1	1
831	и оценки	1	1
832	места для	2	1
833	следующим образом	1	1
834	быть в	1	1
835	находится в	2	1
836	как я	4	1
837	речь не	1	1
838	как от	1	1
839	ибо она	1	1
840	теории и	1	1
841	все многообразие	1	1
842	особенностями в	1	1
843	иерархическое место	1	1
844	от них	2	1
845	в сфере	1	1
846	были в	1	1
847	на котором	1	1
848	новеллы и	1	1
849	к этим	3	1
850	в системе	2	1
851	с амбивалентной	1	1
852	этом же	1	1
853	чем это	1	1
854	писал в	1	1
855	это своего	1	1
856	и выражения	1	1
857	в заключение	2	1
858	подлежит сомнению	1	1
859	сомнению это	1	1
860	на них	3	1
861	себе самом	2	1
862	типа но	1	1
863	этой книги	2	1
864	и страха	3	1
865	о влиянии	1	1
866	и автор	1	1
867	но более	1	1
868	сюжет в	1	1
869	что иное	1	1
870	героев в	1	1
871	после того	6	1
872	совершаются в	1	1
873	вскоре после	1	1
874	не принадлежит	1	1
875	собой в	1	1
876	такова была	1	1
877	он к	1	1
878	на спине	3	1
879	в состоянии	2	1
880	и экспрессивной	1	1
881	его себе	1	1
882	верха и	4	1
883	в совершенно	2	1
884	ним в	1	1
885	миф в	1	1
886	здесь до	1	1
887	но от	1	1
888	весьма любопытно	1	1
889	него в	2	1
890	подчеркнуть что	4	1
891	сфере существования	1	1
892	в последующие	2	1
893	не должна	1	1
894	которого он	1	1
895	по мнению	1	1
896	в буквальном	1	1
897	и существенное	1	1
898	они в	3	1
899	xix века	2	1
900	они будут	1	1
901	есть с	2	1
902	там и	3	1
903	в уста	1	1
904	по содержанию	1	1
905	библейской и	1	1
906	входят в	3	1
907	не была	1	1
908	чем в	1	1
909	пародией на	2	1
910	является и	4	1
911	и становление	1	1
912	правильного понимания	1	1
913	положение и	1	1
914	иначе чем	1	1
915	не говорит	1	1
916	именно здесь	2	1
917	что его	2	1
918	всех его	3	1
919	одного поколения	1	1
920	человеческая жизнь	1	1
921	отошел от	1	1
922	снизу вверх	3	1
923	несомненным что	1	1
924	и всю	1	1
925	в конце	9	1
926	в таком	1	1
927	времени как	1	1
928	или иная	1	1
929	не остается	1	1
930	оно в	1	1
931	исторического развития	1	1
932	литературе и	2	1
933	учение о	2	1
934	в связи	3	1
935	с жизнью	1	1
936	между ними	2	1
937	том какое	3	1
938	встречается в	1	1
939	всем своем	1	1
940	родного дома	1	1
941	только его	2	1
942	ее дочери	1	1
943	человеке и	1	1
944	из четырех	2	1
945	они как	3	1
946	путь в	3	1
947	от этого	3	1
948	в двух	1	1
949	не знала	1	1
950	нашей эры	5	1
951	как ряд	1	1
952	из одного	4	1
953	по характеру	1	1
954	привычным для	1	1
955	в других	2	1
956	но к	1	1
957	сих пор	3	1
958	человека а	1	1
959	а для	2	1
960	бы в	3	1
961	для правильного	1	1
962	что хотя	1	1
963	на которую	1	1
964	не имеющие	1	1
965	должен был	1	1
966	позволяет им	1	1
967	грани между	2	1
968	это были	1	1
969	жизни для	1	1
970	моменты как	1	1
971	не он	1	1
972	и осмысления	1	1
973	ведь в	2	1
974	играет роль	1	1
975	ослабляется и	1	1
976	очень часто	5	1
977	целом так	1	1
978	разных местах	1	1
979	все остальные	1	1
980	аспекте в	2	1
981	в работе	1	1
982	комедии и	1	1
983	сейчас в	1	1
984	в прозаических	1	1
985	прошлого и	1	1
986	в развитии	2	1
987	не мог	2	1
988	на чем	1	1
989	не будет	1	1
990	на нем	1	1
991	я бы	1	1
992	этом свете	3	1
993	всех других	2	1
994	для сохранения	1	1
995	очевидно в	1	1
996	мог стать	1	1
997	в приведенном	3	1
998	к ее	1	1
999	но только	2	1
1000	но им	1	1
1001	аналогично тому	1	1
1002	этом смысле	1	1
1003	пространственном так	1	1
1004	где все	4	1
1005	к рассказу	1	1
1006	и образов	2	1
1007	он пишет	1	1
1008	должны были	1	1
1009	мы еще	3	1
1010	представляется невозможным	1	1
1011	как известно	1	1
1012	время к	1	1
1013	и несколько	2	1
1014	смерть но	1	1
1015	здесь совершенно	1	1
1016	никакого отношения	1	1
1017	но без	2	1
1018	предназначены для	1	1
1019	все дело	1	1
1020	и возрождения	1	1
1021	же самого	1	1
1022	природы и	3	1
1023	образ смерти	2	1
1024	году в	1	1
1025	мы называем	1	1
1026	возможности для	1	1
1027	но есть	3	1
1028	однако от	1	1
1029	выражений и	1	1
1030	речи которые	1	1
1031	развития культуры	1	1
1032	это ощущение	1	1
1033	ее моментов	1	1
1034	рождением новых	1	1
1035	и мотивы	1	1
1036	так что	2	1
1037	жизни с	1	1
1038	образом в	2	1
1039	однако по	2	1
1040	своего героя	4	1
1041	до наших	2	1
1042	для построения	1	1
1043	формы и	1	1
1044	те кто	2	1
1045	из этого	2	1
1046	мировой истории	1	1
1047	к человеку	2	1
1048	которые были	2	1
1049	там где	1	1
1050	поздней античности	1	1
1051	влияние и	3	1
1052	более что	1	1
1053	художественное восприятие	1	1
1054	во время	12	1
1055	в сюжете	1	1
1056	меньшей степени	2	1
1057	встречается и	1	1
1058	здесь часто	1	1
1059	грань между	1	1
1060	на эту	1	1
1061	к реальному	1	1
1062	обращается к	1	1
1063	по причине	1	1
1064	связи и	3	1
1065	образом и	2	1
1066	до сих	3	1
1067	существования не	1	1
1068	он уже	2	1
1069	извлечь некий	1	1
1070	его нет	1	1
1071	я уже	1	1
1072	и здесь	5	1
1073	всем своим	1	1
1074	уверенность в	1	1
1075	и сейчас	1	1
1076	почти не	1	1
1077	превратились в	1	1
1078	если же	1	1
1079	уж и	1	1
1080	оно было	3	1
1081	дыра в	1	1
1082	что это	9	1
1083	это уже	3	1
1084	вот как	1	1
1085	не смеет	1	1
1086	не были	5	1
1087	никак не	1	1
1088	сам по	2	1
1089	будет занимать	1	1
1090	жизни именно	1	1
1091	первых двух	3	1
1092	о которой	1	1
1093	в область	3	1
1094	мы в	2	1
1095	и народной	1	1
1096	мышления он	1	1
1097	утверждает что	1	1
1098	их как	1	1
1099	с каждым	1	1
1100	для них	1	1
1101	связывается с	1	1
1102	мотивов в	1	1
1103	и создает	1	1
1104	целом ряде	1	1
1105	мере и	1	1
1106	можно было	4	1
1107	в более	4	1
1108	как о	5	1
1109	со всеми	4	1
1110	от их	2	1
1111	поэтому и	5	1
1112	и сердце	1	1
1113	появляются в	1	1
1114	же книги	2	1
1115	начинается с	2	1
1116	с ними	4	1
1117	с данным	1	1
1118	история войн	1	1
1119	ряде других	2	1
1120	строгом смысле	1	1
1121	что у	3	1
1122	еще вполне	1	1
1123	с целью	1	1
1124	предполагать что	2	1
1125	все события	1	1
1126	то время	1	1
1127	это время	1	1
1128	значения и	1	1
1129	жестикуляционного фонда	1	1
1130	смерть не	1	1
1131	может стать	2	1
1132	солнца и	2	1
1133	фактов и	2	1
1134	и так	2	1
1135	в слове	1	1
1136	последующее развитие	1	1
1137	т.п или	1	1
1138	никто не	11	1
1139	отчасти и	1	1
1140	в словах	2	1
1141	это требует	1	1
1142	бы не	1	1
1143	события здесь	1	1
1144	здесь выступает	1	1
1145	том как	3	1
1146	именно поэтому	1	1
1147	нераздельное единство	1	1
1148	его точка	1	1
1149	друг от	1	1
1150	которая не	1	1
1151	в каком	1	1
1152	своем собственном	1	1
1153	отрывок из	2	1
1154	не трудно	1	1
1155	выступает как	1	1
1156	жена и	1	1
1157	этого движения	1	1
1158	говорится что	1	1
1159	людей своего	1	1
1160	является для	1	1
1161	смертью в	1	1
1162	нет ничего	1	1
1163	но их	2	1
1164	его и	1	1
1165	необходимо также	1	1
1166	мир этот	1	1
1167	наука в	1	1
1168	акт в	1	1
1169	где нет	1	1
1170	как целое	1	1
1171	они ведут	1	1
1172	это явление	2	1
1173	эпизода в	1	1
1174	с фольклорными	1	1
1175	оба эти	1	1
1176	или меньшую	1	1
1177	каким бы	1	1
1178	наконец в	1	1
1179	того чтобы	2	1
1180	и если	1	1
1181	лежат в	1	1
1182	мира оно	1	1
1183	в отдельности	3	1
1184	не быть	1	1
1185	и второй	1	1
1186	из его	1	1
1187	при всех	1	1
1188	работе о	1	1
1189	жизнь с	1	1
1190	справедливо полагает	1	1
1191	то все	1	1
1192	но о	1	1
1193	с большей	1	1
1194	погружает нас	1	1
1195	приводит в	1	1
1196	какую бы	1	1
1197	общие черты	1	1
1198	слов и	6	1
1199	др в	1	1
1200	ближе всего	1	1
1201	и различные	2	1
1202	в мир	1	1
1203	низа и	1	1
1204	друга и	1	1
1205	в новых	3	1
1206	еще один	2	1
1207	и наоборот	1	1
1208	действия и	1	1
1209	им в	2	1
1210	и иерархическое	1	1
1211	таким путем	2	1
1212	на что	1	1
1213	замкнутое и	1	1
1214	в описании	3	1
1215	он в	2	1
1216	и роста	1	1
1217	это вообще	2	1
1218	чем она	1	1
1219	он все	1	1
1220	начиная с	3	1
1221	не за	1	1
1222	но именно	3	1
1223	в образе	6	1
1224	мира где	1	1
1225	оказывается тем	1	1
1226	эпизодах и	1	1
1227	этом так	1	1
1228	том же	1	1
1229	знаком с	1	1
1230	характерное для	1	1
1231	всего к	1	1
1232	но если	1	1
1233	здесь и	5	1
1234	город и	1	1
1235	случаев это	1	1
1236	что во	1	1
1237	связано с	3	1
1238	от прошлого	1	1
1239	счастья и	1	1
1240	ее содержание	1	1
1241	именно этот	1	1
1242	узнаем из	1	1
1243	начало новой	1	1
1244	и страшный	1	1
1245	они по	1	1
1246	особый характер	5	1
1247	и ценностями	2	1
1248	часто и	1	1
1249	тот же	3	1
1250	для романа	1	1
1251	мире где	1	1
1252	он должен	1	1
1253	и каждый	1	1
1254	более глубокий	1	1
1255	вокруг которого	2	1
1256	в дальнейшем	3	1
1257	они сыграли	1	1
1258	i в	1	1
1259	обращена к	1	1
1260	проникает в	3	1
1261	определяет основную	1	1
1262	поэтому что	1	1
1263	дракона но	1	1
1264	и всякий	2	1
1265	более поздним	1	1
1266	потустороннем мире	1	1
1267	ничем не	3	1
1268	так как	9	1
1269	это движение	2	1
1270	здесь лишь	1	1
1271	сверху вниз	4	1
1272	др на	1	1
1273	и события	1	1
1274	же была	1	1
1275	поэта он	1	1
1276	нас не	5	1
1277	второй половине	1	1
1278	от мира	2	1
1279	понятно что	2	1
1280	несомненно и	1	1
1281	которое создает	1	1
1282	брань и	4	1
1283	существенно связаны	1	1
1284	хотя у	1	1
1285	для всего	1	1
1286	поднимается на	1	1
1287	он и	2	1
1288	своем состоянии	1	1
1289	xix веке	1	1
1290	напротив торжествующего	1	1
1291	истории как	1	1
1292	для нас	2	1
1293	где он	1	1
1294	и всегда	2	1
1295	из своих	1	1
1296	на самом	2	1
1297	уже были	1	1
1298	значение этим	1	1
1299	с телом	2	1
1300	в заключительной	1	1
1301	в ином	1	1
1302	в виде	2	1
1303	раз в	2	1
1304	но с	3	1
1305	в таких	2	1
1306	это слово	1	1
