N	2gram	Propp_Russ	Morfolog
265	в большинстве	2	3
266	значение и	2	3
267	в этой	4	3
268	к ней	4	3
269	приводит к	4	3
270	но есть	3	3
271	что изучение	1	3
272	приводят к	1	3
273	не значит	2	3
274	же в	5	3
275	можно будет	3	3
276	все еще	1	3
277	на то	2	3
278	и его	2	3
279	и по	10	3
280	означает что	2	3
281	встречается и	2	3
282	в один	2	3
283	не так	1	2
284	от него	1	2
285	к другу	2	2
286	сделать из	2	2
287	друг к	2	2
288	если он	1	2
289	должна быть	1	2
290	научной литературе	1	2
291	или по	1	2
292	другой пример	1	2
293	не с	5	2
294	или нет	1	2
295	или просто	2	2
296	целей нет	1	2
297	формах в	1	2
298	случае он	1	2
299	точности соответствует	1	2
300	не на	2	2
301	но такое	1	2
302	иначе чем	1	2
303	ниже в	3	2
304	оно не	2	2
305	как они	2	2
306	в своих	3	2
307	более или	1	2
308	с этого	7	2
309	в россии	4	2
310	например в	3	2
311	в числе	2	2
312	относятся к	3	2
313	с тем	14	2
314	при различных	1	2
315	в в	3	2
316	многих других	1	2
317	их в	7	2
318	вряд ли	2	2
319	в которых	8	2
320	их за	1	2
321	себя и	2	2
322	только для	3	2
323	не имеет	9	2
324	может дать	1	2
325	за ней	1	2
326	к другому	2	2
327	а а	33	2
328	на другие	2	2
329	но оно	1	2
330	во всяком	1	2
331	или ее	3	2
332	его и	2	2
333	можно сказать	1	2
334	того как	6	2
335	в данном	7	2
336	сразу же	2	2
337	можно установить	2	2
338	в основе	1	2
339	и более	3	2
340	вытекает из	1	2
341	что этот	4	2
342	что мы	1	2
343	в очень	1	2
344	как например	6	2
345	в круг	3	2
346	такую же	2	2
347	но здесь	1	2
348	это делается	1	2
349	в лесу	9	2
350	одной стороны	1	2
351	в другом	1	2
352	к себе	1	2
353	самых разнообразных	1	2
354	другой вопрос	1	2
355	в середине	4	2
356	увидим что	2	2
357	точно так	1	2
358	в одном	4	2
359	в различных	3	2
360	от других	1	2
361	превращается в	1	2
362	не что	3	2
363	в совершенно	1	2
364	тогда как	4	2
365	так называемых	1	2
366	например на	2	2
367	в глаза	3	2
368	е а	2	2
369	или вообще	3	2
370	без всякого	1	2
371	носит характер	1	2
372	же происходит	1	2
373	тем же	1	2
374	таких случаев	1	2
375	тех случаях	2	2
376	на этот	3	2
377	иные формы	2	2
378	что она	4	2
379	на берег	2	2
380	который в	2	2
381	что именно	3	2
382	всяком случае	1	2
383	следует еще	1	2
384	но так	1	2
385	д а	1	2
386	свадьбу с	1	2
387	из сказок	1	2
388	для него	1	2
389	не означает	2	2
390	пойти в	1	2
391	не сообщает	1	2
392	ответ на	2	2
393	к различным	1	2
394	то они	1	2
395	или наоборот	1	2
396	на сюжеты	1	2
397	в научной	1	2
398	что иное	3	2
399	ниже мы	1	2
400	посева и	1	2
401	может не	1	2
402	данном случае	8	2
403	ряд других	2	2
404	после чего	4	2
405	в доме	2	2
406	с одной	1	2
407	наших целей	2	2
408	она в	4	2
409	и за	2	2
410	вывод что	5	2
411	по очереди	1	2
412	этом отношении	1	2
413	для нас	12	2
414	все это	12	2
415	очень ярких	1	2
416	с другими	3	2
417	чем в	4	2
418	как эти	1	2
419	отсюда видно	1	2
420	иногда и	7	2
421	не знает	1	2
422	исходит от	1	2
423	будто не	1	2
424	велит зарезать	1	2
425	о характере	1	2
426	здесь имеется	1	2
427	в другую	1	2
428	одним из	2	2
429	вообще не	1	2
430	очень много	2	2
431	представляют собою	1	2
432	дома в	2	2
433	также в	5	2
434	случаях когда	2	2
435	у него	2	2
436	не от	1	2
437	по своему	2	2
438	к вопросу	2	2
439	можно показать	1	2
440	в чем	1	2
441	или менее	1	2
442	и таким	1	2
443	и представляют	1	2
444	это так	1	2
445	в одной	1	2
446	сказки а	1	2
447	без всякой	1	2
448	совершенно другой	1	2
449	обычно в	2	2
450	о происхождении	1	2
451	а с	6	2
452	идет по	1	2
453	иногда же	1	2
454	и даже	1	2
455	подобные же	1	2
456	в самых	1	2
457	она не	4	2
458	в сад	1	2
459	нет но	2	2
460	ту же	2	2
461	не по	1	2
462	дело не	2	2
463	решить вопрос	2	2
464	быть и	3	2
465	эти формы	1	2
466	в частности	2	2
467	из этих	6	2
468	можно сделать	3	2
469	должны быть	1	2
470	что эта	1	2
471	всех других	1	2
472	ф и	4	2
473	тем и	4	2
474	что некоторые	1	2
475	случай встречается	1	2
476	этого нет	1	2
477	другие элементы	1	2
478	однако в	1	2
479	тем временем	2	2
480	как за	1	2
481	если они	1	2
482	как будто	6	2
483	право на	2	2
484	д и	1	2
485	их на	5	2
486	однако все	1	2
487	других случаях	4	2
488	но они	4	2
489	должны будем	2	2
490	хотя они	1	2
491	в одну	1	2
492	иное как	3	2
493	что до	1	2
494	во второй	1	2
495	в той	1	1
496	в особенности	3	1
497	во всем	2	1
498	это на	2	1
499	однако и	1	1
500	выводы можно	2	1
501	все что	2	1
502	но хотя	1	1
503	следует поставить	1	1
504	правильным но	2	1
505	можно говорить	2	1
506	за ним	3	1
507	они их	2	1
508	не единственный	2	1
509	и на	14	1
510	этого сходства	1	1
511	же и	1	1
512	имеют целью	1	1
513	которые не	3	1
514	на западе	2	1
515	совершаться в	1	1
516	которые также	1	1
517	его с	4	1
518	совершенно очевидно	2	1
519	д к	11	1
520	после получения	1	1
521	более широкой	1	1
522	в применении	1	1
523	и менее	1	1
524	при этом	11	1
525	братьев и	1	1
526	хранится в	1	1
527	видели в	1	1
528	уже знаем	2	1
529	ее возвращение	1	1
530	три дня	1	1
531	же относится	1	1
532	и был	1	1
533	думается что	1	1
534	не нужны	1	1
535	не вызывает	1	1
536	в другой	1	1
537	те же	1	1
538	которые по	1	1
539	по-видимому не	1	1
540	обычаев и	4	1
541	не являются	1	1
542	одно из	6	1
543	д сюда	1	1
544	д так	1	1
545	не столько	3	1
546	ссылкой на	1	1
547	но этого	1	1
548	борьбы с	2	1
549	бы пойти	1	1
550	раскладываются на	1	1
551	или другого	1	1
552	совершенно иное	1	1
553	корабль с	1	1
554	за это	1	1
555	в них	10	1
556	этом основании	1	1
557	характере этого	1	1
558	и изготовлением	1	1
559	этим объясняется	1	1
560	и сл	4	1
561	материал на	1	1
562	если не	1	1
563	стоит в	3	1
564	по пути	1	1
565	во что	1	1
566	на свой	1	1
567	от одного	2	1
568	и с	12	1
569	некоторые другие	5	1
570	их и	3	1
571	на улицу	2	1
572	из нее	2	1
573	на гору	1	1
574	каким образом	1	1
575	явлений относится	1	1
576	и все	4	1
577	из самых	2	1
578	еще в	6	1
579	весь этот	1	1
580	отдельности может	1	1
581	он объявляет	1	1
582	наиболее часто	1	1
583	превращаются в	1	1
584	именно в	3	1
585	и действительно	2	1
586	поется песня	1	1
587	принадлежат к	1	1
588	к разным	1	1
589	или другие	3	1
590	и награждают	1	1
591	и мог	1	1
592	была не	1	1
593	также не	2	1
594	к таким	4	1
595	необходимо для	1	1
596	к самым	1	1
597	там же	15	1
598	как не	2	1
599	с ними	6	1
600	уже указано	1	1
601	и очень	1	1
602	а именно	2	1
603	это время	4	1
604	даже просто	1	1
605	в своей	1	1
606	и просто	1	1
607	на эту	1	1
608	связанные с	5	1
609	этим в	1	1
610	в коем	1	1
611	к земле	5	1
612	ли он	1	1
613	рыбную ловлю	1	1
614	е на	2	1
615	о котором	1	1
616	важное значение	1	1
617	в это	4	1
618	более как	1	1
619	всей своей	1	1
620	нет в	2	1
621	собой смерть	1	1
622	светел месяц	2	1
623	ничего общего	3	1
624	здесь нет	1	1
625	мы однако	1	1
626	нужно заметить	1	1
627	в которые	1	1
628	они по	1	1
629	этому же	3	1
630	г в	5	1
631	такое положение	1	1
632	существу не	1	1
633	очень ярко	1	1
634	на смерть	2	1
635	бросается в	3	1
636	еще и	1	1
637	нами выше	1	1
638	обычно начинается	1	1
639	он же	4	1
640	во все	1	1
641	к этой	1	1
642	также представляют	1	1
643	в котором	2	1
644	можно считать	1	1
645	на части	9	1
646	него он	1	1
647	по тем	1	1
648	что земля	1	1
649	применении к	1	1
650	разнообразны и	1	1
651	случаи когда	1	1
652	но иногда	2	1
653	где есть	2	1
654	в приведенных	2	1
655	и обрядов	8	1
656	для а	1	1
657	i ii	1	1
658	в свою	3	1
659	по земле	2	1
660	значение этого	1	1
661	так чтобы	2	1
662	же очень	1	1
663	это все	1	1
664	какие же	2	1
665	в отдельности	2	1
666	или дерева	2	1
667	из земли	3	1
668	только как	2	1
669	во многих	14	1
670	в борьбу	1	1
671	а после	1	1
672	а через	1	1
673	очень широко	1	1
674	жениться на	1	1
675	может произойти	1	1
676	в этот	19	1
677	в новой	1	1
678	с трудом	1	1
679	следует остановиться	1	1
680	после смерти	1	1
681	этой связи	1	1
682	этом кончается	1	1
683	наблюдения могут	1	1
684	чем решить	2	1
685	капитальный труд	1	1
686	между двумя	2	1
687	те или	1	1
688	она начинает	1	1
689	только на	4	1
690	на некотором	2	1
691	которые можно	2	1
692	смысл который	1	1
693	в особую	1	1
694	же относятся	1	1
695	указать что	1	1
696	с религиозными	1	1
697	собственно не	1	1
698	приходит к	1	1
699	е годы	2	1
700	на основании	1	1
701	не потому	1	1
702	они идут	1	1
703	и была	1	1
704	на землю	2	1
705	не будет	1	1
706	и до	3	1
707	и те	3	1
708	не вполне	1	1
709	очень большой	1	1
710	что ее	3	1
711	свою очередь	2	1
712	не представляет	1	1
713	в настоящей	1	1
714	всего этого	1	1
715	с другим	2	1
716	дворец и	1	1
717	и а	4	1
718	из одной	1	1
719	материалы но	1	1
720	как на	2	1
721	что здесь	4	1
722	из наиболее	2	1
723	и там	2	1
724	установить что	1	1
725	не совсем	6	1
726	он в	1	1
727	отношение к	1	1
728	не как	1	1
729	вторичное образование	1	1
730	ее не	1	1
731	по ней	1	1
732	она может	1	1
733	сведений о	1	1
734	в деревне	5	1
735	этот вывод	1	1
736	возражений но	1	1
737	русском языке	1	1
738	они должны	1	1
739	характерен для	1	1
740	она имела	1	1
741	такая же	1	1
742	что я	1	1
743	в текстах	1	1
744	с этими	1	1
745	на улице	1	1
746	окна и	1	1
747	затем они	1	1
748	менее следует	1	1
749	ему соответствует	1	1
750	раза в	1	1
751	за услугу	1	1
752	и отдельные	1	1
753	в противном	2	1
754	какой степени	3	1
755	довольно много	2	1
756	по происхождению	3	1
757	к описанию	1	1
758	друг с	1	1
759	их мы	1	1
760	идут в	3	1
761	и две	1	1
762	в первой	1	1
763	в эти	4	1
764	ее своей	1	1
765	о чем	7	1
766	мы еще	1	1
767	они могут	1	1
768	собой то	1	1
769	только о	1	1
770	имеется довольно	1	1
771	и становится	1	1
772	относится между	1	1
773	свойства и	1	1
774	тот же	2	1
775	это обычно	1	1
776	на дерево	1	1
777	сказку а	1	1
778	становятся на	1	1
779	с перенесением	1	1
780	по особым	1	1
781	сл в	1	1
782	понимаются как	1	1
783	поле или	1	1
784	которую они	1	1
785	и то	2	1
786	форм и	1	1
787	на шею	2	1
788	чтобы это	1	1
789	в себе	1	1
790	но на	1	1
791	книга о	1	1
792	что ему	2	1
793	и многие	2	1
794	собой и	2	1
795	вперед и	1	1
796	на воду	1	1
797	ему в	1	1
798	не противоречит	2	1
799	содержится в	1	1
800	земле или	1	1
801	см гл	1	1
802	этом сообщает	1	1
803	о степени	1	1
804	после того	3	1
805	которое он	1	1
806	№ в	2	1
807	точного описания	1	1
808	это сходство	2	1
809	по нескольким	1	1
810	во всей	2	1
811	вероятно что	1	1
812	должно быть	2	1
813	наблюдение что	1	1
814	в первый	5	1
815	еще до	2	1
816	основных проблем	1	1
817	сколько в	1	1
818	ходить на	1	1
819	правильнее было	1	1
820	в состоянии	1	1
821	в его	3	1
822	принимает форму	1	1
823	на что	2	1
824	и цели	1	1
825	религии в	1	1
826	вопрос мы	1	1
827	чрезвычайно разнообразны	1	1
828	определить в	1	1
829	в был	1	1
830	он называет	1	1
831	находится в	3	1
832	большое количество	2	1
833	как раз	1	1
834	что так	1	1
835	такое же	2	1
836	что с	2	1
837	мало того	1	1
838	не думает	1	1
839	и сама	1	1
840	и одна	1	1
841	выбор и	1	1
842	но чаще	1	1
843	состоят из	2	1
844	многих отношениях	2	1
845	на которой	2	1
846	что каждый	2	1
847	чтобы получить	1	1
848	вытекающее из	1	1
849	имеет смысла	1	1
850	же не	2	1
851	в немецкой	1	1
852	силу и	2	1
853	там и	2	1
854	слова а	1	1
855	таком случае	1	1
856	особое значение	1	1
857	что все	2	1
858	в их	5	1
859	составных частей	1	1
860	в церковь	2	1
861	от своих	1	1
862	будет ниже	2	1
863	на горе	1	1
864	в г	6	1
865	и притом	1	1
866	как объяснить	2	1
867	нужно иметь	1	1
868	ли мы	1	1
869	и некоторые	3	1
870	они представляют	2	1
871	не случайны	1	1
872	как по	2	1
873	ярких формах	1	1
874	к заключению	2	1
875	самые разнообразные	1	1
876	за этим	1	1
877	в виду	3	1
878	но эта	2	1
879	дело в	1	1
880	и начинается	1	1
881	которое в	2	1
882	некоторых случаях	1	1
883	же выводы	2	1
884	что не	1	1
885	смысла но	1	1
886	со двора	1	1
887	сложное явление	1	1
888	в таком	5	1
889	на тот	1	1
890	и своего	1	1
891	кто в	1	1
892	верхом на	2	1
893	между ними	1	1
894	сможет быть	1	1
895	нас к	5	1
896	этой цели	2	1
897	можно предположить	2	1
898	е не	1	1
899	есть в	2	1
900	говорят о	1	1
901	между прочим	2	1
902	мнение что	2	1
903	не дают	1	1
904	основная форма	1	1
905	так в	5	1
906	противном случае	1	1
907	глаза что	1	1
908	случай который	1	1
909	на все	3	1
910	и могут	1	1
911	с некоторой	1	1
912	уже давно	1	1
913	земле и	4	1
914	что им	1	1
915	может рассматриваться	1	1
916	выше мы	1	1
917	по его	2	1
918	сравнение этих	1	1
919	и должны	1	1
920	различных народов	1	1
921	точек зрения	1	1
922	и это	2	1
923	с другом	1	1
924	из одного	1	1
925	свет на	1	1
926	в эту	3	1
927	церковь и	2	1
928	что следовательно	1	1
929	а он	1	1
930	ее иногда	1	1
931	могло бы	1	1
932	и вообще	1	1
933	очень многие	1	1
934	имеет ничего	1	1
935	сторонников как	1	1
936	мифологической школы	1	1
937	фольклора их	1	1
938	формах есть	1	1
939	два случая	1	1
940	в русской	1	1
941	в каждом	2	1
942	они часто	1	1
943	известных в	1	1
944	ко всему	2	1
945	дворе или	1	1
946	предположить что	5	1
947	того или	1	1
948	разница между	2	1
949	но можно	2	1
950	вошел в	1	1
951	из воды	5	1
952	и эти	1	1
953	нет дома	1	1
954	д с	1	1
955	что от	4	1
956	ряду с	1	1
957	что очень	1	1
958	бы к	1	1
959	же с	1	1
960	тесно связаны	1	1
961	таким же	4	1
962	отличие от	4	1
963	остаться открытым	1	1
964	области изучения	2	1
965	такие же	4	1
966	xv в	1	1
967	я тебе	1	1
968	домой и	3	1
969	конечно ожидать	1	1
970	имен и	1	1
971	все остальные	1	1
972	так называемой	3	1
973	непосредственно после	1	1
974	на новый	3	1
975	две формы	2	1
976	на другой	2	1
977	и дети	1	1
978	не играют	1	1
979	в течение	7	1
980	хлеба в	1	1
981	но он	3	1
982	новую одежду	1	1
983	их происхождения	1	1
984	нашего века	1	1
985	ряда других	2	1
986	обрисованное положение	1	1
987	так что	4	1
988	не более	2	1
989	всякого изменения	1	1
990	на которых	2	1
991	на другое	1	1
992	это по	1	1
993	такой способ	1	1
994	бою и	1	1
995	н веселовский	4	1
996	своих предшественников	2	1
997	имеет целью	1	1
998	перескакивая через	1	1
999	что касается	1	1
1000	к тем	4	1
1001	но она	3	1
1002	помощь и	1	1
1003	включены большие	1	1
1004	как видно	1	1
1005	не приходится	1	1
1006	как он	2	1
1007	становится на	1	1
1008	кто же	1	1
1009	наша наука	1	1
1010	не дает	1	1
1011	иметь в	2	1
1012	же он	1	1
1013	в нашей	1	1
1014	его жизнь	2	1
1015	имеем здесь	1	1
1016	такое которое	1	1
1017	хочет жениться	1	1
1018	том кто	1	1
1019	еще упомянуть	2	1
1020	несколько ниже	1	1
1021	что бы	1	1
1022	повод для	1	1
1023	думать что	3	1
1024	или как	1	1
1025	верно и	1	1
1026	при сравнении	1	1
1027	когда мы	2	1
1028	рассматривать как	1	1
1029	подменивает ее	1	1
1030	очень велико	1	1
1031	расположенных по	1	1
1032	не связаны	2	1
1033	воды это	1	1
1034	также с	1	1
1035	быть не	1	1
1036	в гости	1	1
1037	не говорится	1	1
1038	случае она	1	1
1039	в тексте	1	1
1040	возможно что	2	1
1041	что подобные	1	1
1042	и целые	1	1
1043	по формам	1	1
1044	оно имеет	1	1
1045	точку зрения	1	1
1046	и каждый	1	1
1047	и много	1	1
1048	которые в	2	1
1049	говорилось выше	1	1
1050	на других	3	1
1051	или другому	1	1
1052	подобной же	1	1
1053	это видно	1	1
1054	этом и	1	1
1055	купаться и	1	1
1056	иногда это	1	1
1057	и г	1	1
1058	ее а	1	1
1059	это означает	1	1
1060	показал в	1	1
1061	то их	1	1
1062	теми же	1	1
1063	ей не	1	1
1064	в силу	2	1
1065	такой же	3	1
1066	силы как	1	1
1067	он во	1	1
1068	могут рассматриваться	1	1
1069	дороге на	1	1
1070	как при	1	1
1071	из этого	1	1
1072	ее нужно	1	1
1073	заключению что	1	1
1074	при изучении	6	1
1075	очень редко	1	1
1076	в области	3	1
1077	его к	3	1
1078	должен остаться	1	1
1079	не имеющий	1	1
1080	все другие	1	1
1081	показывает что	9	1
1082	в окно	2	1
1083	надо было	1	1
1084	i и	1	1
1085	происходит при	1	1
1086	для чего	1	1
1087	в него	2	1
1088	только одну	2	1
1089	настоящая работа	1	1
1090	всех этих	2	1
1091	с религией	4	1
1092	домой с	1	1
1093	он был	2	1
1094	имеет свою	1	1
1095	этому вопросу	2	1
1096	здесь следует	1	1
1097	или точнее	1	1
1098	в который	1	1
1099	не можем	5	1
1100	и наконец	2	1
1101	что делают	1	1
1102	почему при	2	1
1103	вплоть до	4	1
1104	многие другие	2	1
1105	а н	21	1
1106	в е	2	1
1107	в полночь	1	1
1108	другой более	1	1
1109	быть поставлен	1	1
