1	с точки зрения	8	15
233	в этой борьбе	1	1
234	по аналогии с	1	1
235	сказанное на примере	1	1
236	а между тем	2	1
237	мы обратимся к	1	1
238	лишь при одном	1	1
239	и того и	2	1
240	точки зрения которая	1	1
241	ничего не говорит	2	1
242	социальной ситуации в	1	1
243	или хотя бы	1	1
244	оно может быть	1	1
245	того чтобы их	1	1
246	едва ли не	4	1
247	в коем случае	2	1
248	и тогда когда	2	1
249	при этом как	3	1
250	и наконец в	1	1
251	из того что	4	1
252	части нашей работы	1	1
253	его речи и	1	1
254	и за пределы	1	1
255	как бы в	1	1
256	одни из них	1	1
257	таком случае это	1	1
258	жизни но эта	1	1
259	в данный момент	2	1
260	в одной из	2	1
261	а в начале	1	1
262	среда в которой	1	1
263	имеется в виду	1	1
264	могут и должны	2	1
265	его в себя	1	1
266	или во всяком	1	1
267	понять в его	1	1
268	нигде и никогда	1	1
269	нуждается в объекте	1	1
270	в борьбу с	1	1
271	из настоящего в	1	1
272	таким образом интерпретация	1	1
273	и художественное творчество	1	1
274	дело в том	3	1
275	здесь в сознании	1	1
276	однако и здесь	1	1
277	как и ее	2	1
278	что он не	2	1
279	как бы ни	1	1
280	не следует упускать	1	1
281	при этом мы	1	1
282	всех без исключения	3	1
