N	2gram	Vygotskiy_	Sovremen
194	несколько времени	1	1
195	с новой	1	1
196	его и	1	1
197	этом случае	1	1
198	в свое	1	1
199	и составляет	1	1
200	только не	3	1
201	виде мы	1	1
202	том случае	4	1
203	образом все	1	1
204	только все	1	1
205	но как	3	1
206	то они	1	1
207	в окончательном	1	1
208	не является	2	1
209	в данном	5	1
210	это конечно	3	1
211	до сих	7	1
212	только к	1	1
213	эта перемена	1	1
214	за шагом	3	1
215	бы к	1	1
216	еще раз	3	1
217	и более	4	1
218	то этим	1	1
219	та же	6	1
220	по преимуществу	2	1
221	пор в	1	1
222	вытекает из	2	1
223	мы постараемся	1	1
224	в действительности	3	1
225	в объяснении	1	1
226	его мнению	2	1
227	действия в	1	1
228	от его	1	1
229	что иное	1	1
230	в живой	1	1
231	которых в	1	1
232	оно конечно	2	1
233	видим что	8	1
234	с жизнью	1	1
235	данном случае	5	1
236	ли это	3	1
237	не имеют	4	1
238	помним что	2	1
239	связи с	2	1
240	здесь нет	1	1
241	в самый	1	1
242	если в	2	1
243	очень часто	2	1
244	указать на	3	1
245	это последнее	1	1
246	должно быть	1	1
247	мы уже	12	1
248	к области	1	1
249	найти то	1	1
250	человек и	2	1
251	почти не	2	1
252	с и	6	1
253	случае и	1	1
254	заключать в	1	1
255	в первый	2	1
256	в скрытом	1	1
257	для ее	1	1
258	роли и	1	1
259	его с	1	1
260	идет о	8	1
261	она не	10	1
262	в течение	5	1
263	на ее	2	1
264	чтобы он	3	1
265	она в	4	1
266	но еще	1	1
267	ним и	1	1
268	ровно ничего	1	1
269	что уже	1	1
270	описание и	1	1
271	одной стороны	6	1
272	шаг за	3	1
273	и ни	1	1
274	на другой	1	1
275	это то	4	1
276	она всегда	1	1
277	ничто не	1	1
278	и другую	2	1
279	одна и	2	1
280	мы имеем	2	1
281	и у	1	1
282	в другом	6	1
283	совсем не	3	1
284	смысле то	1	1
285	несмотря на	7	1
286	это только	4	1
287	том как	5	1
288	чем объясняется	1	1
289	построения в	1	1
290	в ней	23	1
291	которых он	1	1
292	из всех	3	1
293	мы очень	1	1
294	на второй	1	1
295	больших и	1	1
296	что эта	8	1
297	мы опять	1	1
298	положение в	1	1
299	самому своему	1	1
300	по многим	1	1
301	это значит	4	1
302	хотя и	1	1
303	он называет	1	1
304	с другой	8	1
305	и тогда	1	1
306	в этот	1	1
307	с ним	6	1
308	на которых	4	1
309	что вся	1	1
310	он не	11	1
311	кроме того	2	1
312	и из	1	1
313	имеет с	1	1
314	два основных	1	1
315	и той	4	1
316	никакому сомнению	1	1
317	будет ли	1	1
318	одной и	4	1
319	новой для	1	1
320	развития и	2	1
321	не будет	2	1
322	она дает	1	1
323	что с	4	1
324	те же	2	1
325	между двумя	3	1
326	те или	1	1
327	аналогии с	2	1
328	что дело	1	1
329	роль которую	2	1
330	а затем	1	1
331	в область	1	1
332	мы в	4	1
333	как у	2	1
334	увидим что	11	1
335	и вся	2	1
336	было совершенно	3	1
337	только на	3	1
338	но они	2	1
339	и их	2	1
340	или иные	1	1
341	и всегда	2	1
342	всего мы	1	1
343	что произошло	1	1
344	остановиться на	3	1
345	нас эта	1	1
346	все что	2	1
347	и та	3	1
348	для объяснения	1	1
349	и при	1	1
350	совершенно невозможно	1	1
351	в известном	1	1
352	это или	1	1
353	на самом	3	1
354	здесь в	4	1
355	самое что	2	1
356	что каждый	1	1
357	для них	1	1
358	определенным образом	1	1
359	все построение	1	1
360	можно было	7	1
361	ни в	6	1
362	подчиняются тем	1	1
363	но только	10	1
364	случае он	1	1
365	и от	1	1
366	в начале	1	1
367	нами в	3	1
368	факт что	3	1
369	именно эти	1	1
370	более как	1	1
371	утверждает что	3	1
372	отдельных элементов	1	1
373	только переходит	1	1
374	почти совершенно	1	1
375	подчинена своим	1	1
376	конечно не	6	1
377	и ничего	2	1
378	и тот	1	1
379	но что	3	1
380	и те	2	1
381	только в	9	1
382	чему мы	1	1
383	тот факт	3	1
384	происходит это	1	1
385	в совершенно	3	1
386	раз он	1	1
387	вот истинная	1	1
388	этот вопрос	5	1
389	все равно	1	1
390	и может	5	1
391	так же	12	1
392	которых она	2	1
393	его в	5	1
394	то она	1	1
395	или как	2	1
396	себе в	1	1
397	природы но	1	1
398	должен был	4	1
399	в конечном	2	1
400	элементы и	1	1
401	в своих	6	1
402	не вытекает	1	1
403	не было	4	1
404	без всяких	3	1
405	мы вправе	3	1
406	с его	2	1
407	как будет	1	1
408	один из	7	1
409	силу и	1	1
410	и всюду	1	1
411	на это	6	1
412	не более	3	1
413	если бы	22	1
414	всех трех	1	1
415	или в	6	1
416	заключает в	1	1
417	а о	1	1
418	из одной	1	1
419	ни одного	1	1
420	в обратном	3	1
421	ничего общего	3	1
422	это означало	3	1
423	образом если	1	1
424	равно как	1	1
425	ни о	1	1
426	элемента в	1	1
427	подвести итоги	1	1
428	и еще	2	1
429	их и	1	1
430	путем и	1	1
431	что его	3	1
432	оно приобретает	1	1
433	в пьесе	1	1
434	как его	1	1
435	понятия и	1	1
436	в эту	2	1
437	нам это	1	1
438	мы говорим	1	1
439	она развивается	1	1
440	но эта	3	1
441	дело в	1	1
442	в споре	1	1
443	о другом	1	1
444	сами по	3	1
445	одного из	2	1
446	природы и	1	1
447	же как	3	1
448	по существу	4	1
449	сказать что	14	1
450	и эта	3	1
451	быть только	1	1
452	конечно нельзя	2	1
453	допустим что	1	1
454	но для	1	1
455	таких случаев	1	1
456	то из	1	1
457	так называемое	1	1
458	и благодаря	1	1
459	именно в	3	1
460	уже на	1	1
461	что наш	1	1
462	и действительно	2	1
463	такое же	3	1
464	и до	4	1
465	конечном счете	1	1
466	это делает	2	1
467	принадлежит и	1	1
468	благодаря этому	2	1
469	обратимся к	3	1
470	другую сторону	1	1
471	в основу	2	1
472	же мере	2	1
473	этого можно	1	1
474	при исследовании	1	1
475	более и	4	1
476	не сказано	1	1
477	конечно во	1	1
478	случае не	1	1
479	в своем	8	1
480	против него	1	1
481	в корне	1	1
482	мы конечно	1	1
483	она и	2	1
484	то чем	1	1
485	по аналогии	2	1
486	уже знаем	2	1
487	что следовательно	1	1
488	может оказаться	1	1
489	в связи	1	1
490	в какой	8	1
491	означало бы	2	1
492	между ними	1	1
493	мы будем	4	1
494	эти три	2	1
495	во всей	3	1
496	мы помним	2	1
497	это показать	1	1
498	у читателя	4	1
499	частном случае	1	1
500	же в	2	1
501	это что	1	1
502	том что	28	1
503	значение каждого	2	1
504	что такой	2	1
505	до наших	1	1
506	своему существу	1	1
507	в мире	3	1
508	и прежде	2	1
509	через известный	1	1
510	на эту	2	1
511	можем сказать	2	1
512	это просто	1	1
513	верно ли	1	1
514	жизни в	1	1
515	но не	3	1
516	дело идет	2	1
517	так в	1	1
518	но нам	1	1
519	но если	6	1
520	сказать ничего	1	1
521	они не	2	1
522	к концу	4	1
523	по себе	5	1
524	не имеет	8	1
525	в природе	1	1
526	на элементы	1	1
527	к этому	5	1
528	бы ее	2	1
529	и сделал	1	1
530	в такой	5	1
531	заставляя их	1	1
532	все более	4	1
533	там где	7	1
534	и значит	1	1
535	вся эта	1	1
536	в то	5	1
537	сначала идет	1	1
538	и только	8	1
539	один и	1	1
540	значит что	2	1
541	по своим	2	1
542	мы имели	1	1
543	по его	3	1
544	ли он	4	1
545	в отдельных	1	1
546	просто не	1	1
547	две половины	1	1
548	это совершенно	2	1
549	именно эта	1	1
550	по самому	3	1
551	и следовательно	2	1
552	или нет	1	1
553	но это	6	1
554	для чего	2	1
555	форму этого	1	1
556	независимо от	2	1
557	когда в	4	1
558	но уже	1	1
559	и для	4	1
560	нас на	2	1
561	с ее	5	1
562	не из	1	1
563	таким же	1	1
564	не что	1	1
565	и это	13	1
566	того же	4	1
567	все время	36	1
568	и если	13	1
569	жизни которое	1	1
570	для нашей	3	1
571	должен быть	4	1
572	он с	2	1
573	и его	8	1
574	другое направление	1	1
575	и особенно	1	1
576	уже совершенно	1	1
577	и становится	1	1
578	вовсе не	11	1
579	самом конце	3	1
580	мере в	1	1
581	о том	17	1
582	сих пор	6	1
583	в заключение	1	1
584	есть не	2	1
585	и вообще	1	1
586	ним или	1	1
587	мысли в	1	1
588	мы проследим	1	1
589	с при	1	1
590	самое в	6	1
591	иное как	1	1
592	отдельными частями	1	1
593	к другому	1	1
594	сказать так	1	1
595	но конечно	1	1
596	человека и	1	1
597	к нему	2	1
598	никогда не	9	1
